N	3gram	Vygotskiy_	Myshleni
538	тем стоит только	1	1
539	во внешнем мире	1	1
540	их друг от	1	1
541	ясным если мы	1	1
542	видим из этого	1	1
543	и из его	1	1
544	еще в большей	1	1
545	в самой этой	1	1
546	и фантазии и	1	1
547	они не могут	1	1
548	все исследование в	1	1
549	у него в	1	1
550	не останавливаться на	1	1
551	быть отделен от	1	1
552	что для того	2	1
553	бы и не	1	1
554	не могло быть	1	1
555	к которой мы	1	1
556	и во многих	1	1
557	образом мы видим	2	1
558	мы оставляем за	1	1
559	себе два противоположных	1	1
560	что оно может	2	1
561	могла бы возникнуть	1	1
562	мы сейчас увидим	3	1
563	чтобы заметить что	1	1
564	как это не	1	1
565	может быть передано	2	1
566	думается что если	1	1
567	целый ряд чрезвычайно	1	1
568	что можно с	1	1
569	что при таком	1	1
570	в каком случае	1	1
571	совершенно ясно что	7	1
572	показать на примере	1	1
573	если бы они	1	1
574	мы уже указывали	1	1
575	но и вообще	1	1
576	раз обратным образом	1	1
577	в себе два	1	1
578	означает что в	1	1
579	если мы от	1	1
580	окончательно убедиться в	1	1
581	том что на	2	1
582	если скажем что	1	1
583	исходя из этого	1	1
584	сказать что на	1	1
585	что в самом	1	1
586	в полной мере	1	1
587	больше и меньше	1	1
588	как таковая в	1	1
589	того чтобы увидеть	2	1
590	во многих случаях	1	1
591	мы все время	3	1
592	в основе его	1	1
593	в чем не	1	1
594	ни для чего	1	1
595	не только те	1	1
596	то специфическое что	1	1
597	что та же	1	1
598	каждый данный момент	1	1
599	это же самое	1	1
600	но не в	1	1
601	которое на самом	1	1
602	и следовательно должна	1	1
603	и т.п и	1	1
604	в правильности этого	1	1
605	чтобы понять как	1	1
606	она все время	1	1
607	что это не	2	1
608	это означало бы	1	1
609	по прямой линии	1	1
610	следует обратиться к	1	1
611	для нас совершенно	1	1
612	и здесь этот	1	1
613	имел в виду	1	1
614	факт что в	1	1
615	виде как она	1	1
616	что все решительно	1	1
617	прямо сказать что	1	1
618	на место прежнего	1	1
619	и наконец третье	1	1
620	а не только	1	1
621	потому что именно	1	1
622	не прямо а	1	1
623	на наших глазах	1	1
624	не потому чтобы	1	1
625	когда он в	1	1
626	помощи одних только	1	1
627	но этим самым	1	1
628	сверх того что	1	1
629	другим способом и	1	1
630	что видит в	1	1
631	те или иные	1	1
632	мы совсем не	1	1
633	как в свете	1	1
634	того что у	1	1
635	это то что	1	1
636	итог нашего исследования	1	1
637	совершенно прав когда	3	1
638	он попал в	1	1
639	даже там где	1	1
640	в противоположном направлении	1	1
641	этим именем это	1	1
642	и в понимании	1	1
643	раз в том	1	1
644	чуть ли не	1	1
645	если мы сравним	1	1
646	совпадают с теми	1	1
647	не годится для	1	1
648	того чтобы ответить	1	1
649	этих двух элементов	1	1
650	которых мы ищем	1	1
651	в самом определении	1	1
652	же самое в	2	1
653	что тот же	1	1
654	с чем мы	1	1
655	в каждой из	1	1
656	прежде всего на	1	1
657	дело происходит так	1	1
658	сам собой напрашивается	1	1
659	образом что не	1	1
660	если мы рассмотрим	1	1
661	принципиально отличную от	1	1
662	того существует ли	1	1
663	мы должны перейти	1	1
664	это положение не	1	1
665	если не останавливаться	1	1
666	мы примем это	1	1
667	сравнению с двумя	1	1
668	о котором говорил	1	1
669	психологической функции которую	1	1
670	одна из основных	1	1
671	с объективной точки	1	1
672	это не так	3	1
673	по крайней мере	1	1
674	она находится в	1	1
675	не только это	1	1
676	не находит себе	1	1
677	на деле и	1	1
678	шаг вперед по	1	1
679	этого нужно было	1	1
680	действительно по своему	1	1
681	говорит что если	1	1
682	на вопросе о	1	1
683	свидетельствуют о том	1	1
684	к этому что	1	1
685	бы если бы	2	1
686	как один из	1	1
687	мы не имели	1	1
688	все дело в	1	1
689	мы примем во	1	1
690	и что самое	5	1
691	но столь же	1	1
692	том что при	1	1
693	в нашей обыденной	1	1
694	полагает что для	1	1
695	раз когда она	1	1
696	потому что не	1	1
697	внимание то что	1	1
698	или вернее сказать	3	1
699	потому что мы	1	1
700	с достаточной ясностью	2	1
701	смотреть как на	1	1
702	до тех пор	2	1
703	центром притяжения для	1	1
704	в нашем сознании	1	1
705	увидим что они	1	1
706	всякий раз после	1	1
707	одно из важнейших	1	1
708	первую из этих	1	1
709	решающую роль играет	1	1
710	в одной из	1	1
711	которая существует между	3	1
712	то что должно	1	1
713	ни одна из	2	1
714	заключается в самом	1	1
715	которым не только	1	1
716	содержание и форму	1	1
717	выступает на первый	1	1
718	замечательно то что	2	1
719	не просто в	1	1
720	что так же	1	1
721	и все другие	1	1
722	остановиться только на	1	1
723	этого процесса мы	1	1
724	исследование в целом	1	1
725	одной стороны он	2	1
726	это и не	1	1
727	и это не	2	1
728	означает не что	1	1
729	главным образом в	1	1
730	совершенно невозможно потому	2	1
731	и заключается что	2	1
732	показать что это	1	1
733	чтобы понять это	1	1
734	в прямой зависимости	1	1
735	мы имеем с	1	1
736	заключают в себе	1	1
737	оно было бы	1	1
738	с ним и	1	1
739	говоря о том	1	1
740	подходит вплотную к	1	1
741	так же мало	1	1
742	нашей обыденной жизни	1	1
743	как раз обратным	1	1
744	в котором все	1	1
745	из которых мы	1	1
746	бы для того	1	1
747	если мы сопоставим	1	1
748	удалось показать что	1	1
749	в первый раз	1	1
750	сказать что и	1	1
751	что самое важное	3	1
752	может помочь нам	1	1
753	каком отношении стоят	1	1
754	первой и второй	1	1
755	но как только	1	1
756	на котором она	1	1
757	может быть отделен	1	1
758	прежде всего тем	1	1
759	потому что если	1	1
760	ни в чем	1	1
761	таким образом с	1	1
762	в каждом данном	1	1
763	с только что	1	1
764	как говорит сам	1	1
765	он должен был	2	1
766	он никогда не	1	1
767	сводится исключительно к	1	1
768	и т д	6	1
769	не менее важное	1	1
770	тех пор пока	2	1
771	именно это и	1	1
772	между реальным и	1	1
773	скажем что они	1	1
774	он должен признать	1	1
775	там где он	1	1
776	это значило бы	1	1
777	для этого необходимо	2	1
778	том что то	1	1
779	из его теории	1	1
780	одним из важнейших	1	1
781	по его мнению	4	1
782	но если это	1	1
783	том что его	1	1
784	как и вообще	1	1
785	нам остается сейчас	1	1
786	на задний план	1	1
787	что между этими	1	1
788	если только они	1	1
789	потому что это	1	1
790	кладет в основу	1	1
791	чтобы понять что	1	1
792	только мы пытаемся	1	1
793	никто не станет	1	1
794	против этого положения	1	1
795	в этом слове	1	1
796	на том же	1	1
797	о том не	1	1
798	но все время	2	1
799	та и другая	1	1
800	должно было бы	2	1
801	из двух противоположных	1	1
802	и производит впечатление	1	1
803	противоречие заключается в	1	1
804	раскрывается перед нами	3	1
805	вправе сделать вывод	1	1
806	то что оно	2	1
807	что этот закон	1	1
808	в жизни и	1	1
809	невозможно потому что	2	1
810	всего тем что	1	1
811	в себе нечто	2	1
812	для этого нужно	1	1
813	начиная с первого	1	1
814	которые мы приводили	1	1
815	с которой он	1	1
816	что он был	1	1
817	не в том	1	1
818	в состоянии объяснить	2	1
819	другим путем и	1	1
820	существует связь между	1	1
821	и есть то	1	1
822	того чтобы он	2	1
823	говорит что есть	1	1
824	по себе совершенно	1	1
825	в этой новой	1	1
826	что один из	1	1
827	говорить не только	1	1
828	в целом виде	1	1
829	можем подвести итоги	1	1
830	для чего не	1	1
831	то что мешает	1	1
832	о том насколько	1	1
833	когда он говорит	1	1
834	на которых мы	1	1
835	он исходит из	1	1
836	возникает целый ряд	1	1
837	зависимости от той	1	1
838	не заключается в	1	1
839	иметь в виду	3	1
840	здесь имеет место	1	1
841	при этом оказывается	1	1
842	слов так как	1	1
843	было бы показать	1	1
844	того чтобы заметить	1	1
845	при этом чрезвычайно	1	1
846	но в сущности	1	1
847	это представляет собой	1	1
848	и в то	1	1
849	мы только хотели	1	1
850	как бы он	1	1
851	что в них	1	1
852	раньше всего в	1	1
853	оба эти закона	1	1
854	в которых он	1	1
855	не может стать	1	1
856	остается при этом	1	1
857	состоянии объяснить нам	1	1
858	могут быть выражены	1	1
859	не только о	1	1
860	именно в области	1	1
861	не в одном	1	1
862	принимает во внимание	1	1
863	никогда не могли	1	1
864	по себе и	1	1
865	видит в том	1	1
866	а не в	1	1
867	которые сами по	1	1
868	ни одного из	1	1
869	можно легко показать	2	1
870	пути по которым	1	1
871	служат как бы	1	1
872	выдвигается на первый	1	1
873	нельзя сомневаться в	1	1
874	для нас важно	1	1
875	в качестве своего	2	1
876	должен был заканчивать	1	1
877	сосредоточить внимание на	1	1
878	да и не	1	1
879	обе эти тенденции	1	1
880	и чем оно	1	1
881	говорит что для	1	1
882	что на протяжении	1	1
883	в такой мере	1	1
884	при помощи одних	1	1
885	по тому же	1	1
886	в свою теорию	1	1
887	что именно они	2	1
888	и что именно	2	1
889	то что было	1	1
890	что он делает	1	1
891	как это и	1	1
892	и в том	2	1
893	за основу исследования	1	1
894	останавливаться на этом	1	1
895	состоящий в том	1	1
896	в этой двойственности	1	1
897	всякий раз в	1	1
898	то окажется что	1	1
899	суть дела заключается	1	1
900	всегда заключает в	1	1
901	сказать что эта	1	1
902	совершенно новом виде	1	1
903	что это есть	2	1
904	в каждый данный	1	1
905	равно как и	2	1
906	которое заключается в	1	1
907	на одной из	1	1
908	я хотел бы	1	1
909	чем те которые	1	1
910	его значение и	1	1
911	это так то	1	1
912	мы имеем совершенно	1	1
913	иногда может быть	1	1
914	и показать что	1	1
915	связь и сцепление	1	1
916	к некоторым итогам	1	1
917	как только мы	1	1
918	приводит к их	1	1
919	в какой бы	2	1
920	иметь так же	1	1
921	противоречие с собственной	1	1
922	мы вправе спросить	1	1
923	лежащее в основе	1	1
924	объяснения вот как	1	1
925	другой стороны он	2	1
926	рассказывает о том	1	1
927	точно как в	1	1
928	эта особенность состоит	1	1
929	во внешнем проявлении	1	1
930	мы опираемся на	1	1
931	это особенно легко	1	1
932	том или ином	1	1
933	и ему не	1	1
934	мы вправе сделать	1	1
935	необходимо прежде всего	1	1
936	когда он утверждает	1	1
937	как это делает	3	1
938	перед нами как	1	1
939	по самому существу	1	1
940	может не только	1	1
941	при этом совершенно	1	1
942	и что все	1	1
943	соотнесены друг с	1	1
944	же точно и	2	1
945	если оставить в	1	1
946	на втором месте	1	1
947	стоящей перед ним	1	1
948	это действительно так	2	1
949	как и то	1	1
950	объективной точки зрения	1	1
951	прямой зависимости от	1	1
952	на которого мы	1	1
953	между тем мы	1	1
954	что только с	1	1
955	скажем ли мы	1	1
956	прекрасно показал как	1	1
957	он может быть	2	1
958	только в одном	1	1
959	не связанной с	1	1
960	из этого ряда	1	1
961	для нас это	1	1
962	на одном из	2	1
963	и мы вправе	1	1
964	потому что все	3	1
965	и здесь мы	1	1
966	но все они	1	1
967	формой и что	1	1
968	стороны и что	1	1
969	что он сейчас	1	1
970	к другу в	1	1
971	с другом и	1	1
972	должен был бы	3	1
973	своему психологическому значению	1	1
974	чем то что	1	1
975	совершенно не в	1	1
976	примем во внимание	1	1
977	она все же	1	1
978	в окончательном виде	1	1
979	дела заключается в	1	1
980	всем его объеме	1	1
981	представлениями и что	1	1
982	что самое замечательное	3	1
983	и сейчас в	1	1
984	целым рядом исследований	1	1
985	смысле слова и	1	1
986	по себе как	1	1
987	говоря означает не	1	1
988	так что когда	1	1
989	в сознании по	1	1
990	тем что он	1	1
991	что она любит	1	1
992	иначе чем это	1	1
993	такой же точно	1	1
994	больше потому что	1	1
995	но во всяком	1	1
996	можно было сделать	1	1
997	том что с	1	1
998	и вовсе не	1	1
999	же самое происходит	1	1
1000	на эту тему	1	1
1001	в русском языке	1	1
1002	но что самое	1	1
1003	того что есть	1	1
1004	но только не	1	1
1005	все время речь	1	1
1006	из того же	1	1
1007	все же должно	1	1
1008	было бы формулировать	1	1
1009	о том в	2	1
1010	этот процесс мы	1	1
1011	привело к тому	1	1
1012	а для того	1	1
1013	и что он	2	1
1014	что речь в	1	1
1015	что в начале	1	1
1016	он был бы	1	1
1017	для этого нам	1	1
1018	указал на то	2	1
1019	идет речь в	1	1
1020	были бы уже	1	1
1021	говорит толстой но	1	1
1022	видели уже что	1	1
1023	это и есть	1	1
1024	обратить внимание на	2	1
1025	то что все	2	1
1026	до конца и	2	1
1027	к себе и	1	1
1028	том что есть	1	1
1029	возникает из того	1	1
1030	себе подтверждение в	1	1
1031	при таком понимании	2	1
