N	2gram	Vygotskiy_	Russkaja
267	этой третьей	3	2
268	но даже	1	2
269	в ней	3	2
270	во многих	3	2
271	не играет	1	2
272	и тогда	2	2
273	могут не	1	2
274	и тем	8	2
275	в частности	4	2
276	для нее	1	2
277	а не	7	2
278	народов и	1	2
279	только на	2	2
280	в противоречие	1	2
281	речь идет	4	2
282	не тем	2	2
283	есть и	2	2
284	в силу	9	2
285	и является	2	2
286	точно так	4	2
287	и что	15	2
288	к данному	2	2
289	и тот	6	2
290	на основании	11	2
291	в начале	5	2
292	говоря о	2	2
293	факт что	7	2
294	по отношению	4	2
295	целый ряд	4	2
296	даже не	1	2
297	тем самым	6	2
298	и те	3	2
299	тот факт	7	2
300	чтобы их	2	2
301	этот вопрос	5	2
302	отметить что	1	2
303	состоит в	4	2
304	на это	1	2
305	бы его	1	2
306	пути к	3	2
307	приводят к	1	2
308	благодаря этому	7	2
309	этом и	2	2
310	что только	1	2
311	стоит только	1	2
312	даже если	1	2
313	и от	5	2
314	но в	4	2
315	по этому	6	2
316	место в	3	2
317	так что	3	2
318	создание такой	1	2
319	бы ни	2	2
320	в области	9	2
321	это в	1	2
322	или иного	2	2
323	но это	7	2
324	во время	3	2
325	не просто	3	2
326	если только	2	2
327	сделать это	1	2
328	не можем	4	2
329	к нему	1	2
330	членов данной	1	2
331	и ту	1	1
332	мы подходим	1	1
333	когда он	5	1
334	тем не	6	1
335	сплошь и	1	1
336	иначе говоря	2	1
337	ближе к	1	1
338	которую можно	2	1
339	и весь	1	1
340	связан с	2	1
341	однако и	2	1
342	к общему	2	1
343	может интересовать	1	1
344	только не	2	1
345	никак нельзя	2	1
346	из отдельных	1	1
347	как это	16	1
348	бы обозначить	1	1
349	еще одну	1	1
350	первый и	1	1
351	человека можно	1	1
352	этой задачи	2	1
353	один из	8	1
354	эти элементы	1	1
355	человека к	1	1
356	что у	3	1
357	и мы	2	1
358	за ним	1	1
359	признание того	1	1
360	сейчас в	2	1
361	друг к	1	1
362	ничем не	2	1
363	отношению ко	1	1
364	все элементы	1	1
365	же и	2	1
366	они не	4	1
367	вообще не	3	1
368	друга в	1	1
369	не во	2	1
370	новой и	1	1
371	сравнению со	2	1
372	а по	3	1
373	которые не	5	1
374	оно приводит	1	1
375	нас не	2	1
376	которая в	1	1
377	переходит в	1	1
378	отношению к	3	1
379	их самой	1	1
380	где это	1	1
381	собой в	1	1
382	они имеют	3	1
383	том числе	3	1
384	которых мы	2	1
385	мы не	14	1
386	на ее	1	1
387	делает возможным	1	1
388	которых каждая	2	1
389	в состоянии	1	1
390	отличное от	1	1
391	не идет	2	1
392	связи между	6	1
393	с этой	6	1
394	это не	5	1
395	мы знаем	10	1
396	в себя	3	1
397	у разных	1	1
398	в применении	1	1
399	до самого	1	1
400	самых различных	3	1
401	даже в	5	1
402	прийти к	1	1
403	ним в	1	1
404	от частного	1	1
405	не для	1	1
406	зрения все	1	1
407	ни было	2	1
408	всех остальных	2	1
409	они себя	1	1
410	и судьбу	1	1
411	в разных	1	1
412	на деле	6	1
413	подлежит никакому	2	1
414	решения вопроса	1	1
415	этом отношении	9	1
416	этого мало	1	1
417	что при	3	1
418	в сущности	3	1
419	в ее	1	1
420	на отдельные	2	1
421	неизбежно приводит	2	1
422	которой они	2	1
423	это обстоятельство	4	1
424	никакому сомнению	2	1
425	что так	1	1
426	эти задачи	2	1
427	так и	11	1
428	единственное что	2	1
429	привести к	2	1
430	те же	6	1
431	и средство	1	1
432	бы привести	1	1
433	далее что	1	1
434	о которой	1	1
435	в область	2	1
436	мы в	3	1
437	и рядом	2	1
438	все свое	1	1
439	узнаем что	1	1
440	с внешней	2	1
441	в тот	1	1
442	не являются	4	1
443	остановиться на	3	1
444	в общей	2	1
445	мышление и	6	1
446	не столько	4	1
447	которое является	2	1
448	с другими	3	1
449	силу и	1	1
450	невозможно без	4	1
451	внутреннее противоречие	2	1
452	это противоречие	2	1
453	качестве своей	1	1
454	постольку поскольку	2	1
455	смысле этого	10	1
456	быть может	2	1
457	в состав	1	1
458	противоречие между	1	1
459	по совершенно	2	1
460	в русском	1	1
461	но на	3	1
462	не на	2	1
463	все равно	4	1
464	внешней стороны	2	1
465	нас от	1	1
466	с совершенной	1	1
467	только они	1	1
468	тому же	6	1
469	совершенно ясно	3	1
470	основании что	2	1
471	связь с	4	1
472	одну и	1	1
473	что ни	1	1
474	с данным	2	1
475	по пути	5	1
476	он имеет	3	1
477	или не	1	1
478	здесь мы	4	1
479	цели к	1	1
480	на которых	3	1
481	в которой	4	1
482	от тех	2	1
483	заключает в	3	1
484	в собственном	12	1
485	черты в	1	1
486	деятельности в	1	1
487	что к	1	1
488	неизбежно будет	1	1
489	с ней	4	1
490	с таким	4	1
491	то к	1	1
492	от этих	2	1
493	представляется чрезвычайно	1	1
494	ли оно	5	1
495	что по	2	1
496	подходим к	1	1
497	это положение	6	1
498	заключается в	22	1
499	самостоятельно и	1	1
500	результате этого	1	1
501	оно есть	1	1
502	которое в	1	1
503	тогда это	1	1
504	что не	1	1
505	когда речь	1	1
506	к внешней	2	1
507	в эпоху	1	1
508	с общим	1	1
509	обозначить как	1	1
510	и другое	7	1
511	приходится наблюдать	1	1
512	отрицать что	2	1
513	этот тип	3	1
514	не отвергает	1	1
515	и действительно	1	1
516	превращается в	1	1
517	представление о	1	1
518	очевидно что	1	1
519	к другим	2	1
520	здесь же	1	1
521	конечно сами	1	1
522	исходить из	1	1
523	в жизни	3	1
524	как понятие	1	1
525	виде как	3	1
526	положение в	2	1
527	случае не	1	1
528	разных народов	1	1
529	как другие	1	1
530	тем же	8	1
531	отличие этого	1	1
532	в связи	9	1
533	в деле	7	1
534	мы теперь	1	1
535	находит себе	1	1
536	лишь с	1	1
537	всего с	1	1
538	выражается в	2	1
539	некоторых других	1	1
540	тем ближе	1	1
541	к самому	1	1
542	к его	1	1
543	с ними	3	1
544	этой цели	1	1
545	же как	10	1
546	но по	3	1
547	или даже	2	1
548	только то	1	1
549	к другу	1	1
550	ними не	1	1
551	другом месте	3	1
552	соединяется с	1	1
553	в которых	3	1
554	на целый	1	1
555	однако это	1	1
556	которые являются	3	1
557	данной формы	2	1
558	собой не	2	1
559	роль в	5	1
560	не менее	8	1
561	этим самым	1	1
562	этого слова	13	1
563	которая может	1	1
564	понимание и	1	1
565	от этого	6	1
566	по своему	14	1
567	на все	2	1
568	именно благодаря	2	1
569	может привести	1	1
570	того и	2	1
571	бы не	1	1
572	в истории	9	1
573	в такой	3	1
574	к какому	1	1
575	обе эти	5	1
576	этой новой	1	1
577	по своим	1	1
578	в свете	2	1
579	на известной	1	1
580	войти в	1	1
581	вследствие этого	1	1
582	и это	7	1
583	а только	1	1
584	числе и	3	1
585	об этом	2	1
586	должен быть	1	1
587	своей жизни	1	1
588	к ложному	1	1
589	и таким	1	1
590	так например	1	1
591	сейчас же	1	1
592	и у	7	1
593	как только	1	1
594	вовсе не	5	1
595	представляется в	2	1
596	могло бы	4	1
597	и обратно	2	1
598	на первый	5	1
599	тем более	2	1
600	говорили выше	4	1
601	для решения	2	1
602	человека а	1	1
603	перед нами	15	1
604	связано с	2	1
605	и другого	2	1
606	бы в	5	1
607	области внутренней	1	1
608	благодаря такому	3	1
609	эти положения	1	1
610	от чисто	2	1
611	является для	2	1
612	к данной	1	1
613	что хотя	1	1
614	что эти	4	1
615	к одному	10	1
616	у которых	1	1
617	которая как	1	1
618	и пути	2	1
619	и того	5	1
620	тем в	1	1
621	отказа от	1	1
622	это и	1	1
623	еще и	2	1
624	ведь даже	1	1
625	наконец и	1	1
626	ни на	3	1
627	совершенно ином	1	1
628	может иметь	1	1
629	можно сказать	2	1
630	но все	4	1
631	и внутреннее	1	1
632	является результатом	2	1
633	но как	4	1
634	не является	13	1
635	и эти	2	1
636	ряду с	1	1
637	и других	4	1
638	бы к	2	1
639	в основе	32	1
640	для создания	1	1
641	расходятся с	2	1
642	с самого	6	1
643	помощи которых	1	1
644	но другие	1	1
645	по которому	3	1
646	все три	1	1
647	языка и	1	1
648	язык и	1	1
649	ибо они	1	1
650	эти последние	2	1
651	в очень	1	1
652	выше что	3	1
653	тех же	2	1
654	единое целое	1	1
655	применении к	1	1
656	несомненно в	1	1
657	сейчас не	1	1
658	той и	2	1
659	она будучи	1	1
660	но ведь	1	1
661	свое место	2	1
662	лишен всякого	1	1
663	усомниться в	1	1
664	нельзя было	1	1
665	он был	1	1
666	это как	1	1
667	привело бы	1	1
668	и заключается	2	1
669	к переходу	1	1
670	то и	5	1
671	доказать что	1	1
672	это при	1	1
673	чтобы он	1	1
674	представления о	2	1
675	зрения в	1	1
676	в свою	4	1
677	входит в	7	1
678	он принимает	1	1
679	ни один	5	1
680	деле для	1	1
681	который мы	2	1
682	это то	1	1
683	связь и	2	1
684	также и	3	1
685	ту же	2	1
686	по сравнению	6	1
687	многих случаях	1	1
688	постоянное взаимодействие	1	1
689	личности и	1	1
690	не по	2	1
691	но при	1	1
692	являются не	1	1
693	быть не	2	1
694	другом в	1	1
695	внутри себя	1	1
696	и второй	1	1
697	а после	1	1
698	не всегда	1	1
699	языком и	1	1
700	значение и	1	1
701	в руках	1	1
702	этого взгляда	1	1
703	существуют в	1	1
704	имеет в	2	1
705	при той	1	1
706	только один	1	1
707	то все	1	1
708	и вся	1	1
709	не могло	1	1
710	другим и	1	1
711	или иных	1	1
712	и их	4	1
713	что эта	2	1
714	на его	5	1
715	не об	1	1
716	или страх	1	1
717	для человека	2	1
718	в различных	1	1
719	и когда	3	1
720	для данного	1	1
721	часто соединяется	1	1
722	но только	3	1
723	когда оно	2	1
724	задачи и	5	1
725	выводом из	1	1
726	сомнению что	2	1
727	не следует	1	1
728	независимое от	1	1
729	значительной степени	1	1
730	стороны и	1	1
731	сотрудничестве с	1	1
732	налицо во	1	1
733	в действительном	2	1
734	как оно	5	1
735	образом по	3	1
736	по своей	12	1
737	он есть	1	1
738	для целей	1	1
739	человека с	1	1
740	этих случаях	1	1
741	с понятием	4	1
742	самого начала	6	1
743	различных языках	1	1
744	свою очередь	3	1
745	ином виде	1	1
746	суждений и	1	1
747	цель но	1	1
748	им в	3	1
749	еще на	1	1
750	идет о	2	1
751	всего этого	1	1
752	всегда и	1	1
753	могла бы	1	1
754	в данной	1	1
755	с ее	5	1
756	с другой	11	1
757	это же	2	1
758	как мы	14	1
759	известной степени	1	1
760	из нее	2	1
761	но главное	1	1
762	вступать в	1	1
763	другом как	1	1
764	же самое	9	1
765	может ли	2	1
766	тот или	1	1
767	к ней	2	1
768	явление в	1	1
769	без всякого	1	1
770	нет и	1	1
771	вступая в	1	1
772	а самый	1	1
773	одного из	3	1
774	которых он	2	1
775	в сфере	3	1
776	его лежит	1	1
777	если мы	12	1
778	та или	3	1
779	чтобы они	2	1
780	этих последних	2	1
781	для всей	1	1
782	мог бы	5	1
783	перелом в	1	1
784	в силе	1	1
785	его личности	1	1
786	могут быть	9	1
787	к человеческому	1	1
788	одного и	5	1
789	исключительно к	1	1
790	виде и	2	1
791	формы в	3	1
792	и все	5	1
793	образом как	2	1
794	и непременно	1	1
795	просто в	1	1
796	до конца	2	1
797	является тем	1	1
798	на него	2	1
799	основе его	1	1
800	к которому	6	1
801	нас важно	1	1
802	может оказаться	1	1
803	только при	2	1
804	общую черту	1	1
805	речь не	4	1
806	в новую	1	1
807	не знаем	2	1
808	каким-нибудь другим	2	1
809	без того	1	1
810	котором мы	1	1
811	с которым	2	1
812	в зависимости	6	1
813	теми же	1	1
814	том основании	1	1
815	образом в	1	1
816	столь же	7	1
817	в общем	1	1
818	на этот	5	1
819	новую эпоху	1	1
820	он может	1	1
821	такой же	4	1
822	том виде	4	1
823	другим способом	1	1
824	происходит в	1	1
825	все виды	2	1
826	по величине	1	1
827	оно является	3	1
828	идет не	1	1
829	те кто	1	1
830	именно с	2	1
831	выражение в	1	1
832	важно отметить	1	1
833	входящего в	1	1
834	оно может	2	1
835	на место	2	1
836	принадлежать к	1	1
837	к этому	5	1
838	тех или	1	1
839	к новой	1	1
840	похожие на	2	1
841	появляется у	1	1
842	ли может	1	1
843	глубоко различны	1	1
844	понятие о	1	1
845	бы это	1	1
846	что вся	2	1
847	и живет	1	1
848	связаны с	4	1
849	быть различны	1	1
850	и стать	1	1
851	как известную	1	1
852	а главное	1	1
853	к ее	1	1
854	поскольку она	1	1
855	точка зрения	1	1
856	того же	12	1
857	при современном	1	1
858	в самой	1	1
859	они могут	3	1
860	три вида	1	1
861	в один	4	1
862	в одну	1	1
863	психологии при	1	1
864	для образования	3	1
865	что на	2	1
866	в известной	1	1
867	есть не	1	1
868	они были	1	1
869	иное как	2	1
870	другом не	1	1
871	степени и	1	1
872	его можно	1	1
873	по нашему	2	1
874	к каким	1	1
875	совместно с	1	1
876	суть дела	1	1
