N	2gram	Tiupa_Hudo	Problema
177	не было	8	18
178	не будет	1	18
179	не существует	1	18
180	в ее	16	18
181	того чтобы	6	18
182	в ней	6	18
183	что они	4	17
184	во всех	2	17
185	но уже	1	17
186	и здесь	1	17
187	пока еще	3	17
188	гораздо более	1	17
189	есть именно	1	17
190	мы уже	7	17
191	совсем не	1	17
192	ни о	3	17
193	это и	2	17
194	совершенно не	1	17
195	точно так	1	16
196	что она	10	16
197	будто бы	6	16
198	как это	8	16
199	он и	2	16
200	самое время	1	16
201	же в	3	16
202	но все	2	16
203	к тому	11	16
204	между собою	1	16
205	далеко не	1	16
206	и сам	3	15
207	казалось бы	12	15
208	с этим	3	15
209	в чем	1	15
210	у него	13	15
211	что не	4	15
212	общего с	1	15
213	и более	2	15
214	на нечто	1	15
215	в частности	10	15
216	людей и	1	14
217	что все	3	14
218	с другими	2	14
219	сих пор	3	14
220	только о	2	14
221	этом случае	1	14
222	все равно	2	14
223	в котором	5	14
224	говорит о	4	14
225	нас в	2	14
226	до сих	3	14
227	в дальнейшем	2	14
228	то ни	2	14
229	же и	3	13
230	из них	5	13
231	тому что	8	13
232	из этого	1	13
233	сами по	1	13
234	ни на	2	13
235	бы и	2	13
236	мы имеем	1	13
237	в их	2	13
238	всегда есть	1	13
239	или даже	2	13
240	в области	1	13
241	который в	2	13
242	в других	4	13
243	в целях	1	13
244	иной раз	1	13
245	или иного	4	13
246	мы в	1	13
247	дело в	2	13
248	на земле	2	12
249	в другом	3	12
250	он сам	3	12
251	с одной	4	12
252	в которой	2	12
253	в самой	2	12
254	для них	1	12
255	так или	3	12
256	на первый	1	12
257	в литературе	3	12
258	в начале	3	12
259	не являются	1	12
260	что этот	1	12
261	в смысле	1	12
262	что это	2	12
263	но именно	3	12
264	не будем	1	12
265	или иначе	3	12
266	нисколько не	1	12
267	в целом	2	12
268	и тоже	1	11
269	бы то	1	11
270	своему содержанию	1	11
271	о которых	2	11
272	жизни в	12	11
273	тот же	1	11
274	и другое	2	11
275	одной стороны	4	11
276	по поводу	3	11
277	к нему	2	11
278	только не	3	11
279	не о	3	11
280	что его	1	11
281	не могут	1	11
282	и у	3	11
283	заключается в	1	11
284	и самого	1	11
285	вообще не	1	11
286	в искусстве	1	11
287	в нашей	1	11
288	и тогда	2	11
289	более или	1	10
290	что у	4	10
291	на том	3	10
292	но он	3	10
293	что для	1	10
294	один из	6	10
295	от нас	1	10
296	бы не	3	10
297	художественное произведение	1	10
298	то или	1	10
299	что оно	1	10
300	однако это	1	10
301	все еще	3	10
302	бы даже	1	10
303	в одном	3	10
304	отличается от	1	10
305	все время	2	10
306	мы читаем	2	10
307	и сама	3	10
308	быть только	2	10
309	он в	2	10
310	однако в	4	10
311	из которых	1	10
312	не имеют	3	10
313	относится к	1	10
314	внимание на	3	10
315	ни с	2	10
316	или менее	1	10
317	слова и	1	10
318	и другие	5	9
319	что если	1	9
320	с собой	2	9
321	в своих	4	9
322	их в	2	9
323	вопрос о	2	9
324	нет и	2	9
325	что даже	2	9
326	представить себе	1	9
327	не нужно	3	9
328	имеет ничего	1	9
329	не мешает	1	9
330	в которых	1	9
331	о котором	2	9
332	то он	1	9
333	в трагедии	1	9
334	того как	1	9
335	и уж	2	9
336	однако не	1	9
337	а его	3	9
338	она не	6	9
339	или как	1	9
340	в жизни	9	9
341	в художественном	6	9
342	только для	4	9
343	то с	1	9
344	между прочим	1	9
345	же касается	2	9
346	это тоже	1	9
347	на себе	3	9
348	бы в	2	9
349	литературы и	1	9
350	поэтому и	2	9
351	хотелось бы	1	9
352	чем же	2	9
353	и до	1	9
354	в условиях	1	9
355	это было	2	9
356	жизнь и	2	9
357	как же	1	9
358	человеческой жизни	9	9
359	только что	4	8
360	с этой	3	8
361	является для	1	8
362	мы считаем	1	8
363	говорится о	2	8
364	он был	1	8
365	нас и	1	8
366	и весь	1	8
367	поскольку в	2	8
368	что при	3	8
369	но для	1	8
370	от этого	2	8
371	между собой	1	8
372	а потом	1	8
373	тот или	1	8
374	и по	3	8
375	с ее	7	8
376	к сожалению	1	8
377	только еще	1	8
378	к его	1	8
379	из этих	3	8
380	только потому	2	8
381	для искусства	1	8
382	на его	2	8
383	не все	2	8
384	еще в	4	8
385	вплоть до	1	8
386	для всех	1	8
387	были бы	1	8
388	самом же	1	8
389	как только	3	8
390	если в	4	8
391	входит в	1	8
392	в чистом	1	8
393	и он	6	8
394	здесь нет	1	8
395	но ведь	2	8
396	себе и	3	8
397	чистом виде	1	8
398	если же	1	8
399	мы здесь	1	8
400	в силу	2	8
401	и этот	1	8
402	это уже	2	8
403	том как	5	8
404	а если	1	8
405	это то	1	8
406	для него	15	8
407	в г	3	8
408	же такое	1	8
409	а то	2	8
410	является не	1	8
411	же деле	1	8
412	с самого	1	8
413	как он	4	8
414	даже в	4	7
415	с самим	2	7
416	его от	1	7
417	а а	2	7
418	во все	1	7
419	из себя	1	7
420	себе в	2	7
421	что их	1	7
422	в значительной	3	7
423	иным как	1	7
424	она есть	1	7
425	все в	2	7
426	а с	5	7
427	но вот	1	7
428	или иное	1	7
429	не раз	2	7
430	для чего	1	7
431	к другому	5	7
432	и поэтому	2	7
433	это только	1	7
434	чем не	2	7
435	одной из	5	7
436	была бы	3	7
437	а еще	1	7
438	себе но	1	7
439	в такой	2	7
440	же это	2	7
441	это в	4	7
442	что на	4	7
443	еще более	1	7
444	в это	4	7
445	на этой	1	7
446	не чем	1	7
447	самого начала	1	7
448	есть по	1	7
449	по преимуществу	6	7
450	же как	4	7
451	чем иным	1	7
452	даже не	1	7
453	однако и	5	7
454	нашего исследования	1	7
455	и который	1	7
456	в науке	1	7
457	не на	1	7
458	учения о	1	7
459	и так	3	7
460	все они	2	7
461	в основе	3	7
462	о своем	2	7
463	времени и	2	7
464	и а	7	7
465	друг друга	5	7
466	человека но	1	7
467	же не	3	7
468	в какой	1	7
469	что касается	1	7
470	не как	3	6
471	уже на	1	6
472	первый взгляд	1	6
473	в действительности	5	6
474	только как	1	6
475	не всегда	1	6
476	с самой	1	6
477	видно что	3	6
478	на него	3	6
479	что именно	1	6
480	нами не	1	6
481	мышления и	3	6
482	до конца	3	6
483	а ведь	1	6
484	или не	3	6
485	но когда	2	6
486	по своей	5	6
487	мы еще	1	6
488	жизнь в	3	6
489	в общем	1	6
490	в него	2	6
491	чтобы не	3	6
492	нечто иное	2	6
493	функции в	1	6
494	отношения к	1	6
495	том смысле	1	6
496	и уже	3	6
497	именно на	2	6
498	и об	3	6
499	никакого отношения	1	6
500	природы и	1	6
501	могут быть	1	6
502	и всегда	1	6
503	этого произведения	2	6
504	особенно в	3	6
505	людей в	1	6
506	независимо от	1	6
507	но она	1	6
508	есть и	3	6
509	к ней	2	6
510	в античной	1	6
511	ведь и	1	6
512	дело здесь	2	6
513	себе а	1	6
514	одновременно и	5	6
515	даже до	1	6
516	нам представляется	3	6
517	г в	1	6
518	и того	1	6
519	как на	2	6
520	под названием	1	6
521	не мог	1	6
522	нельзя сказать	1	6
523	не знает	2	6
524	прежде чем	2	6
525	поскольку они	1	6
526	бы быть	1	6
527	же мы	1	6
528	как таковой	1	6
529	в слове	1	6
530	в известном	1	6
531	ни к	2	6
532	с его	9	6
533	этом отношении	4	6
534	но с	3	6
535	по существу	1	6
536	с той	2	6
537	к своему	2	6
538	для которого	1	6
539	на свете	2	6
540	дело не	2	6
541	когда он	2	6
542	стороны и	1	6
543	та или	4	6
544	ли в	2	6
545	в настоящем	2	5
546	у людей	1	5
547	требует для	1	5
548	о чем-то	1	5
549	в этот	1	5
550	это же	1	5
551	и когда	4	5
552	то чтобы	2	5
553	к этому	1	5
554	тут тоже	1	5
555	на себя	3	5
556	или иная	4	5
557	я не	8	5
558	в каждом	1	5
559	о себе	3	5
560	если оно	1	5
561	и весьма	1	5
562	оно и	1	5
563	и тот	2	5
564	и хотя	1	5
565	говорили что	1	5
566	между тем	14	5
567	нам кажется	1	5
568	первую очередь	2	5
569	но зато	1	5
570	у чехова	20	5
571	к сфере	1	5
572	его на	1	5
573	сводится к	7	5
574	подобно тому	4	5
575	текста и	1	5
576	нам в	1	5
577	о самом	2	5
578	ничем не	3	5
579	солнца и	1	5
580	своей собственной	2	5
581	да еще	1	5
582	обойтись без	1	5
583	только один	1	5
584	к людям	2	5
585	он должен	1	5
586	однако здесь	2	5
587	для всего	3	5
588	о нем	4	5
589	раз в	5	5
590	ведь это	1	5
591	что ни	1	5
592	по его	4	5
593	человека в	10	5
594	человека и	4	5
595	которая и	1	5
596	все что	4	5
597	оказывается не	1	5
598	нами в	1	5
599	когда в	4	5
600	в первую	2	5
601	находит в	1	5
602	которой он	2	5
603	из земли	1	5
604	во многих	1	5
605	себя в	11	5
606	том чтобы	2	5
607	от его	1	5
608	должно быть	2	5
609	но еще	3	5
610	в поисках	1	5
611	по мнению	6	5
612	за то	1	5
613	как его	3	5
614	себе не	1	5
615	одна из	4	5
616	для его	1	5
617	что эта	1	5
618	хотя в	1	5
619	в нее	1	5
620	бы его	1	5
621	о его	2	5
622	слова как	2	5
623	там где	2	5
624	в символ	2	5
625	образом и	1	5
626	не требует	1	5
627	за что	1	5
628	же о	2	5
629	ли он	1	5
630	которая не	3	5
631	внешняя сторона	1	5
632	не знаем	2	5
633	здесь и	1	5
634	говорится что	1	5
635	они не	2	5
636	том числе	1	5
637	не для	1	5
638	без этого	1	5
639	слова но	1	5
640	говорить об	2	5
641	тотчас же	1	5
642	его не	1	5
643	ту или	2	5
644	тому как	4	5
645	в пределах	4	5
646	от того	1	5
647	которые тоже	1	5
648	лишь в	5	5
649	отношение к	3	5
650	анализа и	1	5
651	тем как	2	4
652	в духе	6	4
653	ни одна	2	4
654	на свою	1	4
655	в мир	1	4
656	к другим	1	4
657	я могу	1	4
658	но мы	2	4
659	у н	1	4
660	не могли	1	4
661	новое качество	1	4
662	ничто не	1	4
663	о них	4	4
664	любви к	2	4
665	в контексте	2	4
666	именно так	2	4
667	зачем же	1	4
668	несет на	2	4
669	как нам	3	4
670	она в	5	4
671	для своего	2	4
672	или иную	2	4
673	одно из	4	4
674	пока только	1	4
675	можно судить	1	4
676	ничего и	1	4
677	человек и	1	4
678	смысл но	1	4
679	человека а	2	4
680	в русской	4	4
681	смысл и	1	4
682	тот момент	3	4
683	то во	1	4
684	а тем	1	4
685	человеческих отношений	7	4
686	пушкина и	1	4
687	себе как	1	4
688	любви и	3	4
689	от нее	2	4
690	с такой	3	4
691	xix в	5	4
692	можно назвать	2	4
693	мы встречаемся	1	4
694	и они	1	4
695	это время	2	4
696	явлений и	1	4
697	в свою	1	4
698	для нее	6	4
699	я в	2	4
700	той же	3	4
701	именно то	1	4
702	это просто	1	4
703	именно к	1	4
704	но на	1	4
705	это именно	1	4
706	на нее	1	4
707	и совсем	1	4
708	нас к	2	4
709	на душе	1	4
710	которые являются	1	4
711	на одном	2	4
712	сразу же	2	4
713	отличие от	1	4
714	нам о	2	4
715	числе и	1	4
716	однако для	2	4
717	в небольшой	1	4
718	от него	3	4
719	можно говорить	1	4
720	к этой	4	4
721	он всегда	1	4
722	дело с	2	4
723	она уже	1	4
724	ни стало	1	4
725	во втором	2	4
726	остановиться на	1	4
727	и просто	1	4
728	за ним	3	4
729	например в	3	4
730	в корне	1	4
731	поскольку он	1	4
732	переходит в	1	4
733	нельзя было	2	4
734	в глаза	1	4
735	но они	1	4
736	наряду с	4	4
737	имеем дело	1	4
738	ее не	1	4
739	она и	1	4
740	и всей	1	4
741	теории литературы	2	4
742	для которой	1	4
743	то для	1	4
744	xix века	1	4
745	смысле и	1	4
746	и она	2	4
747	без которого	1	4
748	представляется нам	3	4
749	могло бы	1	4
750	именно потому	1	4
751	во что	1	4
752	что бы	2	4
753	у которого	2	4
754	на который	1	4
755	и никогда	1	4
756	и каждый	2	4
757	и др	1	4
758	но ее	1	4
759	с которым	1	4
760	что без	1	4
761	а как	2	4
762	которых мы	1	4
763	и менее	1	4
764	в сущности	2	4
765	этой точки	1	4
766	он будет	3	4
767	себя и	4	4
768	друг от	2	4
769	вместе со	2	4
770	который и	1	4
771	думал что	1	4
772	эта картина	1	4
773	не потому	1	4
774	только тем	2	4
775	мог бы	1	4
776	их с	1	4
777	с нею	2	4
778	человеческого я	7	4
779	людей не	1	4
780	дает нам	1	4
781	ему в	3	4
782	и за	1	4
783	который бы	1	4
784	в предыдущем	1	4
785	бы на	2	4
786	тут не	1	4
787	со своим	5	4
788	от друга	2	4
789	и которая	1	4
790	этом мы	1	4
791	при таком	1	4
792	перед собой	2	4
793	они все	2	4
794	что от	1	4
795	в разных	1	4
796	другим и	1	4
797	на всю	1	4
798	всей его	1	4
799	на это	2	4
800	одного из	1	4
801	бы он	1	4
802	эти два	1	4
803	этот мотив	1	4
804	в душе	6	3
805	еще раз	2	3
806	зрения на	2	3
807	и люди	1	3
808	важно для	1	3
809	он видит	1	3
810	время не	1	3
811	не столько	4	3
812	чтобы в	1	3
813	как об	1	3
814	когда это	1	3
815	и смерти	4	3
816	представляет собой	1	3
817	во всякой	1	3
818	символ этот	1	3
819	находится в	1	3
820	во времена	1	3
821	в атмосфере	1	3
822	именно с	1	3
823	в отдельных	1	3
824	не будут	1	3
825	но так	1	3
826	но тем	2	3
827	что уже	1	3
828	еще больше	1	3
829	он все	2	3
830	вишневого сада	2	3
831	в определении	2	3
832	чем в	1	3
833	о смерти	1	3
834	и хорошо	2	3
835	я и	7	3
836	характерное для	2	3
837	того и	1	3
838	есть своя	1	3
839	жизни то	3	3
840	художественности и	1	3
841	а для	1	3
842	я на	1	3
843	только от	1	3
844	это вполне	1	3
845	эти слова	3	3
846	не считают	1	3
847	относится и	1	3
848	из нас	5	3
849	все дело	1	3
850	образом в	1	3
851	его к	1	3
852	этом тоже	1	3
853	с неба	1	3
854	например что	1	3
855	не тем	1	3
856	и та	1	3
857	для человека	1	3
858	что нет	1	3
859	от своего	2	3
860	на месте	2	3
861	с такими	2	3
862	который не	1	3
863	представляется в	3	3
864	к той	3	3
865	виде то	1	3
866	это был	1	3
867	в природе	1	3
868	который он	1	3
869	но тут	1	3
870	и состоит	4	3
871	мысли и	2	3
872	и заключается	1	3
873	в новой	1	3
874	то все	1	3
875	со всей	2	3
876	речь идет	3	3
877	него с	1	3
878	знаем что	2	3
879	каждый из	1	3
880	было и	1	3
881	в отличие	1	3
882	к предмету	1	3
883	это одно	1	3
884	мышления в	1	3
885	может не	1	3
886	не во	3	3
887	сущность и	1	3
888	бы для	1	3
889	в свои	2	3
890	который как	1	3
891	здесь имеется	1	3
892	которое было	1	3
893	в любом	1	3
894	один и	2	3
895	в каждой	2	3
896	в одной	3	3
897	этих двух	2	3
898	и других	1	3
899	в самых	1	3
900	но при	3	3
901	ни один	1	3
902	это уж	1	3
903	отличать от	1	3
904	место в	3	3
905	в голову	3	3
906	происходит в	1	3
907	и своя	1	3
908	может и	3	3
909	что было	3	3
910	которая была	2	3
911	здесь именно	1	3
912	русской литературе	3	3
913	борьбе с	1	3
914	нечто такое	1	3
915	это нужно	1	3
916	не годится	1	3
917	в первом	2	3
918	ведь все	1	3
919	имеет для	1	3
920	из нее	1	3
921	мысль о	2	3
922	там же	2	3
923	и смерть	1	3
924	и людей	1	3
925	и такие	1	3
926	и прочих	1	3
927	и другой	1	3
928	оно было	2	3
929	она тоже	1	3
930	превращается в	6	3
931	то как	1	3
932	всего что	1	3
933	вернуться к	1	3
934	речь о	1	3
935	от другой	2	3
936	смысле как	1	3
937	о ней	1	3
938	от ее	1	3
939	ее и	2	3
940	последние десятилетия	1	3
941	время в	1	3
942	т е	6	3
943	речь не	1	3
944	не обладает	1	3
945	весь мир	1	3
946	видит в	3	3
947	и своего	1	3
948	имеют никакого	1	3
949	такое общее	1	3
950	единственный способ	1	3
951	делает его	1	3
952	и своей	1	3
953	и м	2	3
954	на этом	5	3
955	говорил о	1	3
956	на другой	1	3
957	в системе	2	3
958	такое что	1	3
959	в москве	2	3
960	воздействовать на	1	3
961	например не	1	3
962	нем и	1	3
963	известном смысле	1	3
964	друг другу	1	3
965	в первой	6	3
966	столь же	6	3
967	за все	1	3
968	за себя	1	3
969	вообще во	1	3
970	и нельзя	1	3
971	самим собою	2	3
972	можно понять	1	3
973	его с	1	3
974	на ее	3	3
975	о которой	3	3
976	однако он	1	3
977	отношений между	1	3
978	в романе	1	3
979	оно всегда	1	3
980	с ними	3	3
981	со стороны	6	3
982	всей своей	2	3
983	о любви	1	3
984	поэтому не	1	3
985	заметить что	2	3
986	в образе	1	3
987	том же	1	3
988	в искусство	1	3
989	формы и	1	3
990	жизни но	1	3
991	человеком а	1	3
992	всего мира	2	3
993	никуда не	1	3
994	с разными	1	3
995	жизни это	1	3
996	как она	3	3
997	как ее	1	3
998	остановимся на	3	3
999	не стал	2	3
1000	это так	3	3
1001	мысли в	2	3
1002	солнечной системы	1	3
1003	поскольку она	1	3
1004	как показывает	1	3
1005	то чего	2	3
1006	однако если	2	3
1007	длинный ряд	1	3
1008	в трех	1	3
1009	нуждается в	2	3
1010	отличаются друг	1	3
1011	она действительно	1	3
1012	как для	1	3
1013	писателя и	1	2
1014	о будущем	1	2
1015	и имеет	1	2
1016	между этими	1	2
1017	художественной картины	1	2
1018	только из	1	2
1019	в художественную	1	2
1020	из двух	1	2
1021	людей а	2	2
1022	и полное	1	2
1023	еще недостаточно	1	2
1024	дом и	1	2
1025	и чувство	1	2
1026	мысли о	3	2
1027	смысл этого	1	2
1028	еще большей	1	2
1029	его жизни	6	2
1030	тех кто	2	2
1031	действительности как	1	2
1032	из жизни	2	2
1033	читаем что	1	2
1034	н а	2	2
1035	и такого	1	2
1036	за собой	1	2
1037	для своей	1	2
1038	же его	1	2
1039	свою очередь	1	2
1040	так называемых	1	2
1041	и начинает	1	2
1042	с другим	2	2
1043	в прошлом	1	2
1044	я с	2	2
1045	ее как	1	2
1046	человека вообще	1	2
1047	точка зрения	1	2
1048	о связи	1	2
1049	чем это	1	2
1050	в черном	2	2
1051	жизни с	3	2
1052	от солнца	1	2
1053	ближе к	2	2
1054	этой книги	2	2
1055	все его	3	2
1056	о двух	4	2
1057	при переходе	1	2
1058	поэзии в	1	2
1059	в школьных	1	2
1060	им обозначается	1	2
1061	в следующем	3	2
1062	и говорит	2	2
1063	человеческая жизнь	1	2
1064	не нуждается	1	2
1065	случае и	1	2
1066	в третьем	1	2
1067	в данное	1	2
1068	с изображением	1	2
1069	благодаря которым	2	2
1070	здесь ни	1	2
1071	был не	1	2
1072	вопрос что	1	2
1073	всю ее	1	2
1074	это могло	1	2
1075	между внешним	2	2
1076	не означает	2	2
1077	духовном смысле	1	2
1078	зрения в	1	2
1079	по пути	1	2
1080	только об	1	2
1081	в рассказе	23	2
1082	перед лицом	1	2
1083	от страха	1	2
1084	уже одно	2	2
1085	на свое	1	2
1086	это действительно	1	2
1087	который так	1	2
1088	они были	2	2
1089	который был	2	2
1090	с с	4	2
1091	и чем	1	2
1092	не случайно	14	2
1093	он его	1	2
1094	было что	1	2
1095	по причине	2	2
1096	да не	2	2
1097	он уже	4	2
1098	и конечно	1	2
1099	и животные	1	2
1100	героя в	2	2
1101	по адресу	2	2
1102	и пространстве	1	2
1103	его во	1	2
1104	том и	1	2
1105	как функция	1	2
1106	о природе	3	2
1107	и событий	1	2
1108	по отношению	15	2
1109	обращается к	1	2
1110	к которым	1	2
1111	в в	1	2
1112	и такая	1	2
1113	есть на	1	2
1114	мы имели	1	2
1115	которого не	1	2
1116	в анализ	1	2
1117	сам он	3	2
1118	их самих	1	2
1119	к своим	2	2
1120	поэтому когда	1	2
1121	в роли	3	2
1122	она обладает	1	2
1123	на основе	2	2
1124	художественных произведений	1	2
1125	если для	1	2
1126	и любовь	1	2
1127	у меня	1	2
1128	тот и	2	2
1129	раз вполне	1	2
1130	ряд с	1	2
1131	весьма существенно	1	2
1132	вступает в	2	2
1133	вслед за	3	2
1134	при анализе	1	2
1135	мне не	1	2
1136	и там	1	2
1137	в данной	2	2
1138	она может	2	2
1139	имеет своим	1	2
1140	в глазах	11	2
1141	ли можно	1	2
1142	в произведениях	2	2
1143	не из	1	2
1144	у вас	3	2
1145	жизни не	2	2
1146	другого и	2	2
1147	своего рода	19	2
1148	в свое	1	2
1149	на какой-то	1	2
1150	ему что	1	2
1151	личности которая	2	2
1152	ее на	3	2
1153	то самое	1	2
1154	в определенном	1	2
1155	видя в	1	2
1156	участие в	3	2
1157	когда же	3	2
1158	в стороне	1	2
1159	на фоне	5	2
1160	и этих	1	2
1161	нет у	1	2
1162	и я	1	2
1163	со своей	3	2
1164	говорит об	1	2
1165	и таким	1	2
1166	а так	1	2
1167	и другого	1	2
1168	на них	2	2
1169	и внутреннее	1	2
1170	впрочем у	1	2
1171	xx века	1	2
1172	случае если	2	2
1173	не с	2	2
1174	же что	1	2
1175	мы пока	1	2
1176	у кого	1	2
1177	он здесь	1	2
1178	человека с	1	2
1179	разговаривать не	1	2
1180	этим термином	1	2
1181	во многом	1	2
1182	в плане	1	2
1183	дерева и	1	2
1184	может показаться	1	2
1185	никому не	1	2
1186	такой же	3	2
1187	и эта	3	2
1188	человек не	1	2
1189	идейной и	1	2
1190	со своими	1	2
1191	становится в	1	2
1192	о человеческом	1	2
1193	вообще на	1	2
1194	и содержания	1	2
1195	чего не	1	2
1196	в момент	1	2
1197	всей жизни	1	2
1198	жизнь которая	2	2
1199	этот момент	3	2
1200	за последние	1	2
1201	одно это	2	2
1202	что человек	1	2
1203	и единственной	1	2
1204	приходит к	3	2
1205	природы или	1	2
1206	в средневековой	1	2
1207	в предыдущей	3	2
1208	которого нет	1	2
1209	вопрос этот	1	2
1210	до степени	1	2
1211	места и	1	2
1212	разговоре с	2	2
1213	но пока	1	2
1214	роль в	2	2
1215	но у	2	2
1216	вполне достаточно	1	2
1217	время это	1	2
1218	его людям	1	2
1219	и стал	2	2
1220	ли не	1	2
1221	относиться к	1	2
1222	внешним образом	1	2
1223	тем в	2	2
1224	было не	1	2
1225	еще далеко	1	2
1226	имеет в	1	2
1227	но то	1	2
1228	близкой к	1	2
1229	своих героев	2	2
1230	этим не	1	2
1231	ни одного	1	2
1232	здесь прежде	1	2
1233	настолько что	1	2
1234	и остается	2	2
1235	бы совершенно	1	2
1236	но среди	1	2
1237	жизни как	7	2
1238	за него	2	2
1239	этих категорий	1	2
1240	же она	1	2
1241	без того	1	2
1242	от матери	1	2
1243	ее внутренней	1	2
1244	воли и	1	2
1245	от себя	3	2
1246	бы так	1	2
1247	нем не	1	2
1248	большей степени	1	2
1249	на язык	1	2
1250	в состоянии	3	2
1251	узком смысле	1	2
1252	есть его	1	2
1253	ним в	1	2
1254	а и	2	2
1255	имеется и	1	2
1256	здесь кроется	1	2
1257	том случае	2	2
1258	они в	2	2
1259	души а	1	2
1260	наше внимание	3	2
1261	отношения между	2	2
1262	ли мы	1	2
1263	что за	1	2
1264	виде ее	1	2
1265	них это	2	2
1266	в изображении	2	2
1267	он теперь	1	2
1268	также в	2	2
1269	человек в	3	2
1270	он вовсе	1	2
1271	и жизнь	1	2
1272	мы делаем	1	2
1273	как например	2	2
1274	например как	1	2
1275	оно возникает	1	2
1276	не дает	1	2
1277	сознания так	1	2
1278	действующих лиц	3	2
1279	характером и	1	2
1280	их и	1	2
1281	т п	10	2
1282	он вдруг	1	2
1283	об этих	1	2
1284	сведения о	1	2
1285	чем и	1	2
1286	в один	1	2
1287	на рубеже	1	2
1288	она сама	1	2
1289	они и	2	2
1290	от жизни	1	2
1291	значение если	1	2
1292	предметы и	1	2
1293	а по	2	2
1294	с и	2	2
1295	но также	1	2
1296	не зная	2	2
1297	этих отношений	1	2
1298	нельзя ли	1	2
1299	о своей	3	2
1300	например и	1	2
1301	судить по	1	2
1302	и личной	2	2
1303	может стать	1	2
1304	с собою	1	2
1305	говорили о	2	2
1306	работ в	1	2
1307	жизни они	1	2
1308	жизни так	4	2
1309	только одно	1	2
1310	ведь даже	1	2
1311	признать что	2	2
1312	внутренняя жизнь	1	2
1313	не должно	2	2
1314	данное время	1	2
1315	этой жизни	2	2
1316	более и	1	2
1317	друга и	1	2
1318	среди которых	1	2
1319	а во	1	2
1320	образом не	1	2
1321	известной степени	1	2
1322	данного произведения	1	2
1323	произведения и	2	2
1324	что я	4	2
