N	3gram	Bakhtin_KF	Problema
104	время и в	1	2
105	между тем как	3	2
106	действительности а не	1	2
107	ничего общего не	2	2
108	в целом и	2	2
109	и говорить о	1	2
110	при условии своей	1	2
111	только в его	1	2
112	это не имеет	1	2
113	один и тот	3	2
114	в ту или	1	2
115	вовсе не значит	2	2
116	самому своему смыслу	1	2
117	по своей структуре	1	2
118	мы не можем	1	2
119	и в своем	1	2
120	как о принципе	1	2
121	во всей его	2	2
122	по самому своему	1	2
123	и все же	1	2
124	которой он не	1	2
125	и тот же	3	2
126	оставить в стороне	1	2
127	в себе в	1	2
128	другое дело когда	2	2
129	в том же	1	2
130	или в виде	1	2
131	могло бы быть	1	2
132	не было и	1	2
133	ввиду того что	1	2
134	в нем не	1	2
135	не может не	1	2
136	а не в	2	2
137	но уже не	1	2
138	в свою очередь	1	2
139	никогда не может	1	2
140	он должен быть	1	2
141	при таком положении	1	2
142	в том случае	1	2
143	человека но не	1	2
144	а следовательно и	1	2
145	в нем и	3	2
146	только в этом	1	2
147	можно сказать только	1	2
148	он может быть	2	2
149	а только в	1	2
150	и это будет	1	2
151	но где же	1	2
152	общего не имеет	1	2
153	не является только	1	2
154	в основе своей	1	2
155	в едином и	5	1
156	мы здесь говорим	1	1
157	отнюдь не значит	1	1
158	чего не было	1	1
159	здесь дело не	1	1
160	мы прежде всего	1	1
161	в большинстве случаев	1	1
162	конечно уже не	1	1
163	и ни к	1	1
164	но все они	2	1
165	не есть общее	1	1
166	и этот акт	1	1
167	это не есть	3	1
168	имеют в виду	1	1
169	до конца и	1	1
170	все эти различения	2	1
171	именно в этой	1	1
172	с тем или	1	1
173	ее и по	1	1
174	того что в	1	1
175	бы оно было	1	1
176	смысле этого слова	1	1
177	и это понятие	1	1
178	вовсе не относятся	1	1
179	но может быть	1	1
180	и само это	1	1
181	и все эти	2	1
182	этот мир не	1	1
183	и в своих	1	1
184	и кажется что	1	1
185	в разные стороны	1	1
186	при этом условии	1	1
187	не относятся к	1	1
188	ничем не отличаются	1	1
189	и всех других	1	1
190	хотя бы только	1	1
191	нужно помнить что	1	1
192	стороне и в	1	1
193	не только обозначает	1	1
194	бы оно ни	1	1
195	и этот момент	1	1
196	в его целом	10	1
197	это-то и есть	1	1
198	рождение и смерть	1	1
199	и входит в	1	1
200	мы будем говорить	1	1
201	ведь это не	1	1
202	и не быть	2	1
203	все эти моменты	2	1
204	и все равно	1	1
205	отнюдь не являются	1	1
206	на задний план	1	1
207	не должен здесь	1	1
208	как это было	1	1
209	уже не будет	1	1
210	ясно что это	1	1
211	может быть в	3	1
212	времени и пространства	1	1
213	для нас как	1	1
214	в средние века	1	1
215	общее и индивидуальное	1	1
216	зависит от того	1	1
217	но все это	1	1
218	ли это что	1	1
219	и не субъективно	1	1
220	он вступает в	1	1
221	не была бы	1	1
222	и в котором	1	1
223	как бы ни	1	1
224	ведь если бы	1	1
225	пространства и времени	1	1
226	при всех своих	1	1
227	всех этих случаях	1	1
228	отличаются от научных	1	1
229	мы ничего не	1	1
230	тем или иным	1	1
231	формы и содержания	1	1
232	все это в	1	1
233	отнюдь еще не	1	1
234	и не знает	1	1
235	его в его	1	1
236	как одно из	1	1
237	которого все эти	1	1
238	данный момент в	1	1
239	в виде определенной	1	1
240	бы и не	2	1
241	здесь нет никакого	1	1
242	это значило бы	2	1
243	отношение к предмету	1	1
244	а не к	1	1
245	в данном контексте	1	1
246	не содержит в	1	1
247	и в результате	1	1
248	сих пор не	1	1
249	нашей точки зрения	1	1
250	не есть принцип	1	1
251	и свой смысл	1	1
252	во всех отношениях	2	1
253	он не может	1	1
254	в котором он	3	1
255	и во всех	1	1
256	значит ли это	1	1
257	со всем его	1	1
258	не в том	1	1
259	но и тут	1	1
260	если он не	1	1
261	себя в нем	1	1
262	от себя не	1	1
263	но для того	1	1
264	все это суть	2	1
265	всем том что	1	1
266	не для того	1	1
267	в первом случае	1	1
268	не отличаются от	1	1
269	о том кто	1	1
270	том что мы	1	1
271	для которого все	1	1
272	это нисколько не	1	1
273	конечно дело здесь	1	1
274	лежащий в основе	1	1
275	в индивидуальность а	1	1
276	все это можно	1	1
277	и вопрос о	1	1
278	для нас важно	2	1
279	эта последняя как	1	1
280	то же время	2	1
281	причем все эти	1	1
282	образом и в	1	1
283	что и делает	1	1
284	в этом последнем	1	1
285	раз и навсегда	2	1
286	том случае когда	1	1
287	с нашей точки	1	1
288	было и в	1	1
289	рядом с собой	1	1
290	это может быть	1	1
291	я есмь и	1	1
292	признать что в	1	1
293	является вовсе не	1	1
294	в противоречие с	1	1
295	его построения и	1	1
296	во всем его	2	1
297	не только от	1	1
298	имеют дело с	1	1
299	оно ни было	1	1
300	в самом своем	1	1
301	не имеем в	2	1
302	ни на один	1	1
303	в данный момент	3	1
304	конечно не в	1	1
305	и не нужно	1	1
306	между прочим и	1	1
307	но никто не	1	1
308	они находятся в	1	1
309	в единый и	1	1
310	содержания только в	1	1
311	и есть его	1	1
312	к той же	1	1
313	не содержится в	1	1
314	но это уже	2	1
315	а эта последняя	1	1
316	а во втором	1	1
317	но только не	1	1
318	не в смысле	1	1
319	то что я	2	1
320	предмет как бы	1	1
321	можно ли однако	1	1
322	все эти бесконечные	1	1
323	то что этот	1	1
324	если бы оно	1	1
325	будет ли она	1	1
326	свой смысл и	1	1
