N	2gram	Bakhtin_Pr	Tvorches
337	связана с	3	4
338	на лестнице	4	4
339	на землю	4	4
340	времени и	4	4
341	между людьми	5	4
342	в отличие	1	4
343	той же	6	4
344	настасье филипповне	2	4
345	на улице	1	4
346	в произведениях	2	4
347	того что	1	4
348	связан с	2	4
349	это был	2	4
350	xix веке	3	4
351	и тут	2	4
352	же не	2	4
353	дело в	3	4
354	о жизни	1	4
355	к жизни	2	4
356	в униженных	1	4
357	особенно в	7	4
358	на свете	2	4
359	личности в	1	4
360	с самого	4	4
361	он говорит	1	4
362	он ни	1	4
363	отличие от	1	4
364	произведениях достоевского	4	4
365	но он	3	4
366	в частности	1	4
367	еще в	1	4
368	далеко не	4	4
369	в xix	3	4
370	у нее	1	4
371	из жизни	1	4
372	в плане	3	4
373	такой же	1	4
374	и наконец	4	4
375	что на	2	4
376	и к	13	3
377	от него	3	3
378	кроме того	6	3
379	в виду	3	3
380	другой стороны	3	3
381	по себе	3	3
382	связь с	4	3
383	людей и	6	3
384	в средневековой	2	3
385	в мир	1	3
386	с высоты	3	3
387	в жизни	14	3
388	смеха в	2	3
389	к самому	5	3
390	ее по	1	3
391	жизнь на	2	3
392	капитана лебядкина	1	3
393	отличается от	2	3
394	так например	2	3
395	к тому	2	3
396	наказании но	1	3
397	на все	4	3
398	во всяком	2	3
399	можно сказать	12	3
400	не боится	2	3
401	в свете	1	3
402	сна раскольникова	1	3
403	вот почему	1	3
404	достоевского его	1	3
405	особое место	2	3
406	может служить	2	3
407	как она	1	3
408	в одном	4	3
409	на миг	2	3
410	и еще	2	3
411	бога и	2	3
412	сказать что	12	3
413	главных героев	1	3
414	и вдруг	1	3
415	человеческих отношений	2	3
416	достоевского является	1	3
417	не то	3	3
418	то в	1	3
419	на протяжении	5	3
420	к человеку	2	3
421	к себе	8	3
422	время в	2	3
423	несмотря на	3	3
424	то у	1	3
425	тому же	3	3
426	и человек	1	3
427	для того	1	3
428	на себя	3	3
429	я и	2	3
430	князя и	1	3
431	себя как	2	3
432	не есть	1	3
433	из главных	2	3
434	в себя	8	3
435	действительности и	2	3
436	со всеми	8	3
437	и мир	1	3
438	на площади	7	3
439	человек как	1	3
440	на этом	4	3
441	всяком случае	1	3
442	отличен от	2	3
443	и тем	4	3
444	должны быть	2	3
445	и что	3	3
446	является одним	2	3
447	как уже	1	3
448	даже не	1	3
449	мертвого дома	1	3
450	в направлении	2	3
451	что для	1	3
452	его как	3	3
453	и др	18	3
454	человека как	1	3
455	писателя в	1	3
456	там где	3	3
457	в один	3	3
458	и особенно	3	3
459	вплоть до	5	3
460	во второй	1	3
461	года достоевский	1	3
462	образом и	3	3
463	этой проблемы	1	3
464	же самая	1	3
465	если в	2	3
466	его с	2	3
467	живет в	3	3
468	я бы	1	3
469	от этой	1	3
470	ее и	1	3
471	себе не	1	3
472	других людей	2	3
473	до этого	1	3
474	заключается в	1	3
475	развития в	1	3
476	в процессе	4	3
477	вряд ли	2	3
478	подхода к	1	3
479	никто не	1	3
480	да и	3	3
481	о котором	1	3
482	со стороны	1	3
483	в стихах	1	3
484	достоевского мы	5	3
485	ни на	1	3
486	не является	1	3
487	и если	4	3
488	и тогда	1	3
489	в образах	1	3
490	сон смешного	7	3
491	в которую	1	3
492	в письмах	1	3
493	и до	6	3
494	идеи в	2	3
495	и время	5	3
496	автора в	2	3
497	сами по	1	3
498	нет и	3	3
499	как мы	12	3
500	второй план	1	3
501	на этот	1	3
502	этот роман	1	3
503	только с	3	3
504	друг друга	7	3
505	во времени	1	3
506	жизни не	2	3
507	известной мере	3	3
508	человека но	1	3
509	жизни но	1	3
510	но на	2	3
511	нет ни	2	3
512	сам себя	1	3
513	и вот	1	3
514	авторской позиции	3	3
515	он и	2	3
516	что с	1	3
517	ее в	4	3
518	на самом	2	3
519	у нас	2	3
520	таком случае	1	3
521	мы находим	8	3
522	не существует	1	3
523	или в	7	3
524	но уже	2	3
525	достоевский строит	1	3
526	идеи и	5	3
527	не все	1	3
528	человека к	3	3
529	этого он	1	3
530	но достоевский	1	3
531	нельзя не	1	3
532	в ней	8	3
533	из этих	3	3
534	в него	4	3
535	а по	1	3
536	и их	6	3
537	не с	1	3
538	с ее	3	3
539	в начале	2	3
540	в другом	1	3
541	лишь в	1	3
542	дает ему	1	3
543	отношение к	14	3
544	к ней	3	3
545	самой своей	2	3
546	одного из	1	3
547	бы он	1	3
548	во многих	2	3
549	жизни и	13	3
550	в античной	3	3
551	в области	6	3
552	это в	1	3
553	к другим	4	3
554	а я	3	3
555	у гроба	1	3
556	более того	9	3
557	раскольникова а	1	2
558	мы наблюдаем	4	2
559	все что	1	2
560	еще раз	6	2
561	же и	1	2
562	которая в	1	2
563	не мешает	1	2
564	все позволено	2	2
565	площади и	2	2
566	с самим	7	2
567	линии развития	4	2
568	этот момент	1	2
569	авантюрный сюжет	9	2
570	смехом и	1	2
571	достоевский при	1	2
572	представлений о	2	2
573	в результате	2	2
574	раскрывается в	1	2
575	по мере	3	2
576	произведений достоевского	8	2
577	природа человека	1	2
578	на смену	1	2
579	вот что	2	2
580	относится и	1	2
581	жизнь в	4	2
582	человек в	2	2
583	ставрогина в	1	2
584	его произведений	3	2
585	где происходит	1	2
586	его обитатели	1	2
587	сне смешного	6	2
588	одном из	1	2
589	их в	3	2
590	и очень	1	2
591	одновременно и	5	2
592	в одно	1	2
593	весь роман	2	2
594	это сон	1	2
595	с героем	1	2
596	но мы	1	2
597	авторской речи	1	2
598	достоевского ибо	1	2
599	связано с	1	2
600	достоевский дает	1	2
601	всякого рода	3	2
602	он изображает	1	2
603	в жизнь	2	2
604	во все	5	2
605	в данном	1	2
606	не могли	2	2
607	то это	4	2
608	он был	1	2
609	духовной жизни	1	2
610	степанчиково и	1	2
611	входит в	1	2
612	люди на	3	2
613	представлял себе	1	2
614	к своей	1	2
615	этой сцены	3	2
616	тенденции развития	1	2
617	других романах	1	2
618	тон рассказа	3	2
619	а между	3	2
620	литературе нет	1	2
621	жизни он	1	2
622	но этот	2	2
623	пиковой дамы	3	2
624	как на	1	2
625	в пространстве	1	2
626	князю мышкину	1	2
627	скандала и	1	2
628	достоевского по	1	2
629	о чем	2	2
630	точка зрения	1	2
631	не просто	1	2
632	того же	5	2
633	раз на	1	2
634	свои собственные	1	2
635	в характерах	1	2
636	жизнь и	3	2
637	во всех	15	2
638	героев в	1	2
639	достоевский с	1	2
640	здесь нет	2	2
641	и среди	1	2
642	в произведении	3	2
643	внимание на	1	2
644	есть у	1	2
645	тургенев в	1	2
646	это я	1	2
647	достоевский мог	1	2
648	достоевского для	1	2
649	на этих	1	2
650	с народом	1	2
651	как раз	6	2
652	души и	1	2
653	тем не	2	2
654	чем у	1	2
655	в качестве	1	2
656	достоевского было	1	2
657	с другими	6	2
658	это очень	5	2
659	этом романе	2	2
660	мировоззрения и	1	2
661	бориса годунова	1	2
662	мы все	2	2
663	и притом	2	2
664	связи с	1	2
665	мировой литературы	3	2
666	героя с	1	2
667	причем в	2	2
668	как его	2	2
669	xviii века	3	2
670	тому что	1	2
671	у тургенева	1	2
672	человек и	2	2
673	но ведь	3	2
674	в связи	2	2
675	рядом с	2	2
676	между собой	1	2
677	в двух	3	2
678	имеют для	1	2
679	в эту	3	2
680	европейской литературе	3	2
681	в борисе	1	2
682	времени а	1	2
683	но как	2	2
684	его творчестве	4	2
685	другим людям	1	2
686	ли это	1	2
687	мы уже	9	2
688	для ее	3	2
689	свидригайлова и	1	2
690	не дает	3	2
691	с чертом	2	2
692	кажется что	3	2
693	для этой	2	2
694	но самого	1	2
695	если же	5	2
696	и та	1	2
697	и является	1	2
698	в тех	2	2
699	себя на	1	2
700	человека по	1	2
701	в современной	1	2
702	по своей	12	2
703	в нее	1	2
704	говорили что	2	2
705	не слышим	1	2
706	было бы	6	2
707	нем и	1	2
708	это самая	1	2
709	восходят к	1	2
710	целом и	1	2
711	человека его	1	2
712	в беседе	2	2
713	протяжении всего	1	2
714	но прежде	1	2
715	в доме	1	2
716	в силу	1	2
717	чаще всего	1	2
718	которые были	1	2
719	а как	4	2
720	а главное	3	2
721	в сюжете	3	2
722	нет не	1	2
723	очень важным	1	2
724	возможностей в	1	2
725	что герои	1	2
726	очень важно	1	2
727	характеров и	1	2
728	к достоевскому	4	2
729	и здесь	4	2
730	но за	1	2
731	его из	1	2
732	жизни а	2	2
733	своего собственного	1	2
734	и стиль	1	2
735	на первом	1	2
736	мы чувствуем	1	2
737	человек с	1	2
738	и конкретнее	1	2
739	генриха гейне	1	2
740	в сущности	15	2
741	о которой	1	2
742	для них	2	2
743	отдельного человека	1	2
744	в отношении	3	2
745	ни в	4	2
746	и делает	1	2
747	гофмана и	1	2
748	человека если	1	2
749	не могут	4	2
750	видим след	1	2
751	в исповеди	1	2
752	борисе годунове	1	2
753	за что	1	2
754	должен был	1	2
755	здесь мы	3	2
756	находим у	1	2
757	в целях	1	2
758	два месяца	2	2
759	от автора	2	2
760	смеха не	1	2
761	столь же	1	2
762	петербургские сновидения	1	2
763	еще с	1	2
764	тоже не	2	2
765	уже говорили	3	2
766	этот тип	1	2
767	жизнь это	1	2
768	к его	2	2
769	сам с	1	2
770	это время	1	2
771	отчасти и	4	2
772	не знать	1	2
773	не имеет	1	2
774	к героям	1	2
775	знает что	2	2
776	показалось что	1	2
777	в диалоге	1	2
778	со смертью	3	2
779	где нет	1	2
780	традиции в	1	2
781	своей собственной	1	2
782	впервые появляется	2	2
783	наконец в	3	2
784	и поэтому	2	2
785	образ человека	1	2
786	героем и	1	2
787	отношение автора	1	2
788	а может	1	2
789	а через	1	2
790	самого процесса	1	2
791	и уже	2	2
792	и теперь	1	2
793	что если	1	2
794	у шекспира	2	2
795	в сне	9	2
796	отношении к	2	2
797	в романном	1	2
798	но сам	1	2
799	числе и	13	2
800	кризисная вариация	2	2
801	достоевского вплоть	1	2
802	а во	3	2
803	через него	1	2
804	мышкина и	2	2
805	им в	1	2
806	и потом	1	2
807	он в	2	2
808	в сфере	1	2
809	мог бы	1	2
810	он все	1	2
811	их с	1	2
812	в глазах	1	2
813	он продолжает	1	2
814	к миру	2	2
815	к античной	2	2
816	же он	2	2
817	при изображении	2	2
818	точку зрения	1	2
819	в вечности	1	2
820	меня не	1	2
821	высшей степени	1	2
822	через пространство	3	2
823	значение в	4	2
824	ее носителя	2	2
825	мир в	1	2
826	этой области	2	2
827	данном случае	1	2
828	героев например	1	2
829	нас не	1	2
830	том числе	15	2
831	где он	1	2
832	авантюрного романа	3	2
833	он как	2	2
834	образ и	1	2
835	роман xix	1	2
836	в формах	2	2
837	дядюшкин сон	1	2
838	о нем	2	2
839	во время	1	2
840	и всегда	2	2
841	и записки	1	2
842	с их	3	2
843	слова не	2	2
844	первом плане	1	2
845	особое значение	1	2
846	с генералом	1	2
847	время достоевский	1	2
848	в таких	1	2
849	образом в	2	2
850	из форм	1	2
851	темы и	4	2
852	и где	1	2
853	в эпоху	12	2
854	всю жизнь	1	2
855	указывает на	2	2
856	в литературу	5	2
857	очень много	1	2
858	не сразу	1	2
859	в ряде	1	2
860	гоголя и	1	2
861	или даже	1	2
862	этого романа	3	2
863	стремление к	1	2
864	не столь	1	2
865	и со	1	2
866	у романтиков	1	2
867	след смеха	1	2
868	и без	4	2
869	в гробу	2	2
870	сталкивается с	1	2
871	и вообще	3	2
872	людей в	2	2
873	к одному	2	2
874	без всякой	1	2
875	ко всему	1	2
876	нуждается в	1	2
877	перед тем	1	2
878	ведь это	2	2
879	свою противоположность	1	2
880	действительности но	1	2
881	не могу	3	2
882	она не	4	2
883	строится как	1	2
884	но при	2	2
885	характера в	1	2
886	с особым	1	2
887	вариация сна	2	2
888	оно выражает	1	2
889	село степанчиково	1	2
890	от всех	2	2
891	романа это	1	2
892	уже после	1	2
893	но она	3	2
894	всех этих	2	2
895	отношений между	2	2
896	к анализу	1	2
897	человека с	3	2
898	что идея	2	2
899	карамазова и	1	2
900	пространства и	1	2
901	на вид	1	2
902	пиковая дама	2	2
903	что можно	1	2
904	по всей	1	2
905	а скорее	1	2
906	в литературном	1	2
907	и о	3	2
908	действительности не	1	2
909	в высшей	1	2
910	это еще	2	2
911	самого смеха	1	2
912	образа князя	1	2
913	и отношений	1	2
914	мы слышим	4	2
915	включает в	1	2
916	все более	2	2
917	эти два	3	2
918	конце концов	1	2
919	событий и	2	2
920	но для	2	2
921	он с	1	2
922	есть не	1	2
923	не к	3	2
924	капитализма и	1	1
925	с исповедью	1	1
926	туман и	1	1
927	что было	2	1
928	которая всегда	1	1
929	к действительности	3	1
930	и сосредоточивает	1	1
931	для всех	2	1
932	героев его	1	1
933	это тот	1	1
934	рода человеческого	2	1
935	вводятся в	1	1
936	и мира	1	1
937	мы и	4	1
938	эдгара по	2	1
939	к человеческой	2	1
940	бытового и	1	1
941	романном мире	1	1
942	рассказ о	2	1
943	которые не	2	1
944	от имени	1	1
945	к этой	3	1
946	конце рассказа	1	1
947	важно для	1	1
948	есть прежде	1	1
949	человек на	1	1
950	для раскольникова	1	1
951	в применении	1	1
952	любовь к	4	1
953	мог знать	1	1
954	вопросу о	1	1
955	произведениям достоевского	1	1
956	формы в	1	1
957	достоевского здесь	1	1
958	чувствуют себя	1	1
959	сатира на	1	1
960	тем как	1	1
961	или нет	1	1
962	сцен и	1	1
963	можно определить	1	1
964	но тем	1	1
965	жить и	4	1
966	так можно	2	1
967	воплощенной в	1	1
968	проявилась в	1	1
969	всем и	1	1
970	не являются	1	1
971	голове но	1	1
972	топор и	1	1
973	сквозь призму	1	1
974	самом же	2	1
975	непосредственным источником	1	1
976	живут в	2	1
977	дается в	1	1
978	беседе с	1	1
979	роман в	1	1
980	нет писателя	1	1
981	какое место	1	1
982	от этих	1	1
983	нами в	1	1
984	но автор	2	1
985	бы мир	1	1
986	из ее	1	1
987	не бывает	1	1
988	и само	1	1
989	в глубь	1	1
990	которую он	3	1
991	карамазову в	1	1
992	с мистерией	1	1
993	нельзя жить	1	1
994	в диалогическом	1	1
995	он обладал	1	1
996	не изображал	1	1
997	далее я	1	1
998	то человек	1	1
999	характере этого	1	1
1000	и самые	2	1
1001	мышкина с	1	1
1002	люди и	3	1
1003	катастрофа и	1	1
1004	а напротив	1	1
1005	идеи сон	1	1
1006	он утверждает	1	1
1007	но все	1	1
1008	я за	2	1
1009	о мире	1	1
1010	равно как	1	1
1011	для осуществления	1	1
1012	происходит не	1	1
1013	знаменитая сцена	2	1
1014	из самых	3	1
1015	форму и	1	1
1016	сочетать смех	1	1
1017	или на	3	1
1018	уже на	4	1
1019	его личности	1	1
1020	более и	1	1
1021	не сказано	1	1
1022	бы такую	1	1
1023	в наиболее	1	1
1024	идея эта	1	1
1025	по голове	1	1
1026	играли бы	1	1
1027	ведь был	1	1
1028	раскольников видит	1	1
1029	в собственном	3	1
1030	высокого и	1	1
1031	автора к	1	1
1032	исповедь ставрогина	1	1
1033	мысли о	3	1
1034	прошлого в	1	1
1035	видит сон	1	1
1036	можно это	2	1
1037	подлинный смысл	1	1
1038	собой не	1	1
1039	что еще	1	1
1040	где люди	1	1
1041	созвучен с	1	1
1042	старой графини	1	1
1043	герой повести	1	1
1044	площади заменой	1	1
1045	другой жизни	1	1
1046	время это	1	1
1047	он является	2	1
1048	встречается у	1	1
1049	в точном	1	1
1050	к своим	1	1
1051	из героев	1	1
1052	свою собственную	1	1
1053	жизни на	2	1
1054	направлен на	2	1
1055	не его	1	1
1056	принцип построения	1	1
1057	форм от	1	1
1058	в письме	1	1
1059	и стал	2	1
1060	нем нет	3	1
1061	как только	1	1
1062	а вместе	1	1
1063	и смерти	3	1
1064	на башню	1	1
1065	достоевский здесь	1	1
1066	при всей	3	1
1067	перестает быть	1	1
1068	как носитель	1	1
1069	бесах с	1	1
1070	иване карамазове	1	1
1071	европейского романа	3	1
1072	на этой	2	1
1073	на исходе	1	1
1074	философская идея	1	1
1075	речь то	1	1
1076	и такие	1	1
1077	этой почве	2	1
1078	вопрос о	1	1
1079	свободы в	1	1
1080	мышкин и	1	1
1081	то этот	1	1
1082	не согласиться	1	1
1083	применении к	1	1
1084	показано в	1	1
1085	старуху по	2	1
1086	раз и	2	1
1087	сам и	1	1
1088	даже и	3	1
1089	не между	1	1
1090	глубокое влияние	1	1
1091	появляется князь	1	1
1092	символическое значение	2	1
1093	представления о	3	1
1094	всего этого	4	1
1095	выражающем его	1	1
1096	в келье	2	1
1097	не должен	1	1
1098	стыда и	1	1
1099	человеческого характера	1	1
1100	почти в	2	1
1101	нам по	3	1
1102	почти за	1	1
1103	есть подлинная	1	1
1104	и другой	4	1
1105	достоевский постоянно	1	1
1106	и раб	1	1
1107	в руках	1	1
1108	поэтому мы	1	1
1109	таким же	1	1
1110	стерна и	1	1
1111	с помощью	4	1
1112	он умел	2	1
1113	достоевского да	1	1
1114	ставрогин в	1	1
1115	между двумя	4	1
1116	в апологии	2	1
1117	в кошмаре	1	1
1118	с ненавистью	2	1
1119	но они	5	1
1120	художественного видения	2	1
1121	если нет	1	1
1122	в ставрогине	1	1
1123	в различных	1	1
1124	предисловии к	1	1
1125	укладываются в	1	1
1126	в смысле	2	1
1127	не что	1	1
1128	мышкин в	3	1
1129	на практике	1	1
1130	глубину и	1	1
1131	даже с	1	1
1132	дверей при	1	1
1133	скандалы и	2	1
1134	до того	1	1
1135	и рогожина	1	1
1136	характерной для	1	1
1137	души человеческой	1	1
1138	в карты	1	1
1139	всегда и	3	1
1140	перескакивает и	1	1
1141	в не	1	1
1142	безумия и	1	1
1143	приходит на	2	1
1144	к ним	5	1
1145	среди них	1	1
1146	уже более	1	1
1147	в комнате	1	1
1148	идея в	1	1
1149	на могиле	1	1
1150	на невском	1	1
1151	в голове	1	1
1152	ее но	1	1
1153	жизни как	4	1
1154	него не	1	1
1155	кладбища и	1	1
1156	для всей	1	1
1157	мы говорим	2	1
1158	его слова	4	1
1159	достоевского все	3	1
1160	о тех	2	1
1161	а только	2	1
1162	и катастроф	2	1
1163	гораздо существеннее	1	1
1164	в основу	1	1
1165	образом как	1	1
1166	с этими	1	1
1167	это а	1	1
1168	автор как	1	1
1169	как от	1	1
1170	преимущественно в	1	1
1171	их сознания	1	1
1172	прозы и	1	1
1173	и внешними	1	1
1174	теории и	1	1
1175	этих сценах	1	1
1176	в атмосфере	4	1
1177	и всякого	1	1
1178	от них	2	1
1179	важен и	1	1
1180	у этих	1	1
1181	эпоху возрождения	6	1
1182	человеку и	1	1
1183	к этим	1	1
1184	головой все	1	1
1185	видения мира	1	1
1186	с введением	1	1
1187	и подмигивающей	1	1
1188	с записок	1	1
1189	ни даже	1	1
1190	черт его	1	1
1191	это своего	2	1
1192	таинственного мещанина	1	1
1193	своего развития	3	1
1194	точках на	1	1
1195	себе самом	2	1
1196	свой художественный	1	1
1197	образ смеющейся	2	1
1198	в могиле	2	1
1199	века как	1	1
1200	она имеет	1	1
1201	строит в	1	1
1202	в самую	1	1
1203	столовая где	1	1
1204	к различным	1	1
1205	которой обычно	1	1
1206	своими героями	1	1
1207	него как	4	1
1208	все его	3	1
1209	произведений и	1	1
1210	мы как	1	1
1211	к их	1	1
1212	мире нет	1	1
1213	акакия акакиевича	1	1
1214	от его	1	1
1215	что иное	1	1
1216	представлен в	2	1
1217	всей европейской	1	1
1218	изображенной действительности	1	1
1219	и сохраняет	1	1
1220	не исчерпывается	1	1
1221	жизни так	1	1
1222	до минимума	3	1
1223	на пороге	22	1
1224	в драме	1	1
1225	достоевский однако	1	1
1226	но со	1	1
1227	и вместе	1	1
1228	редуцированного смеха	3	1
1229	не лежит	1	1
1230	она имела	1	1
1231	мертвецы в	1	1
1232	какой-то другой	1	1
1233	что уже	2	1
1234	оценки и	1	1
1235	от достоевского	2	1
1236	что сама	1	1
1237	напротив в	1	1
1238	понимая под	1	1
1239	второго плана	1	1
1240	к творчеству	2	1
1241	есть его	1	1
1242	приглушается до	2	1
1243	проявляется в	4	1
1244	в подростке	1	1
1245	традиция в	2	1
1246	графини и	1	1
1247	он предпочитает	1	1
1248	подполья и	1	1
1249	метод достоевского	1	1
1250	с каждым	1	1
1251	также восходит	1	1
1252	действие только	1	1
1253	античной литературе	1	1
1254	жорж санд	2	1
1255	падения и	1	1
1256	авантюрного сюжета	3	1
1257	и снова	1	1
1258	на площадь	1	1
1259	в европейской	2	1
1260	героем достоевского	1	1
1261	бы что	1	1
1262	как можно	1	1
1263	жизни тем	1	1
1264	и перелом	1	1
1265	концепции времени	1	1
1266	достоевского был	1	1
1267	чем в	2	1
1268	осуществляется и	1	1
1269	его совесть	1	1
1270	положение и	1	1
1271	о возможности	1	1
1272	в несколько	2	1
1273	живет и	1	1
1274	и некоторые	2	1
1275	алеши и	1	1
1276	выпадает из	2	1
1277	характер героя	1	1
1278	всех его	3	1
