N	2gram	Vygotskiy_	EvropaiE
549	она является	1	1
550	или на	1	1
551	же следует	1	1
552	из всего	1	1
553	и будет	1	1
554	то время	5	1
555	бы сделать	1	1
556	сводится к	1	1
557	может в	1	1
558	другую сторону	1	1
559	рядом с	1	1
560	можно назвать	2	1
561	тому что	6	1
562	той социальной	1	1
563	быть уверенным	1	1
564	конечно не	1	1
565	с той	3	1
566	мыслящего человека	1	1
567	в связи	3	1
568	к действительному	1	1
569	те же	2	1
570	которая отличает	1	1
571	эти наблюдения	2	1
572	есть нечто	2	1
573	в соответствии	1	1
574	время как	4	1
575	этот раз	1	1
576	является более	1	1
577	все эти	6	1
578	себя как	1	1
579	с еще	1	1
580	все же	6	1
581	определяющим фактором	2	1
582	знания с	2	1
583	силу этого	4	1
584	только ее	1	1
585	этого слова	7	1
586	и т	1	1
587	одно из	3	1
588	последнее время	3	1
589	ли не	1	1
590	в такой	4	1
591	к какому	1	1
592	не относится	1	1
593	должна оказаться	1	1
594	один и	2	1
595	выше мы	1	1
596	который не	2	1
597	в новом	3	1
598	о которых	4	1
599	только и	1	1
600	этой концепции	2	1
601	о котором	3	1
602	мы стремились	1	1
603	потребностей в	1	1
604	если можно	1	1
605	в двух	3	1
606	и следовательно	3	1
607	которое не	2	1
608	признанию самого	1	1
609	по самой	2	1
610	войти в	1	1
611	ни для	1	1
612	речь идет	4	1
613	качестве общего	1	1
614	и свести	2	1
615	и это	3	1
616	играет роль	2	1
617	возникает вопрос	2	1
618	именно с	1	1
619	об этом	6	1
620	огромной мере	1	1
621	говорит об	1	1
622	влечение к	1	1
623	к созданию	1	1
624	что как	4	1
625	уже не	2	1
626	в одной	3	1
627	и вообще	2	1
628	в эгоцентризме	3	1
629	всем его	1	1
630	в любой	1	1
631	казалось бы	8	1
632	самом определении	1	1
633	а для	2	1
634	и центральной	1	1
635	к жизни	1	1
636	активности и	1	1
637	с к	1	1
638	приспособлении к	1	1
639	основных чертах	1	1
640	бы сказали	1	1
641	дальнейшее развитие	1	1
642	интересующей нас	6	1
643	не менее	1	1
644	является сейчас	1	1
645	большей или	1	1
646	могли бы	10	1
647	поскольку это	1	1
648	которые не	4	1
649	признать что	3	1
650	нас вопроса	1	1
651	мы думаем	4	1
652	рассматривать как	1	1
653	духовных потребностей	1	1
654	того в	2	1
655	а к	2	1
656	факт можно	1	1
657	больше чем	1	1
658	действительности но	2	1
659	в основе	9	1
660	переходит в	1	1
661	зависит от	2	1
662	выше и	2	1
663	вдаваться в	1	1
664	наблюдения с	1	1
665	то это	2	1
666	смысле она	1	1
667	бы с	3	1
668	этот новый	1	1
669	не случайна	1	1
670	отличие от	3	1
671	мы увидим	3	1
672	язык и	1	1
673	обстояло дело	1	1
674	что мы	9	1
675	на этом	3	1
676	к кругу	1	1
677	значит что	1	1
678	почти на	2	1
679	когда мы	2	1
680	применить к	1	1
681	от элементов	1	1
682	единое целое	4	1
683	бы только	1	1
684	этой схеме	1	1
685	мы говорили	4	1
686	силы и	1	1
687	рассматривает как	1	1
688	действительности как	1	1
689	то и	4	1
690	доказать что	1	1
691	все остальные	5	1
692	внутренние потребности	1	1
693	связь и	2	1
694	на структуру	1	1
695	не повторяет	1	1
696	каждого из	2	1
697	связана с	4	1
698	физические и	1	1
699	ту же	3	1
700	при рассмотрении	2	1
701	более того	2	1
702	другой своей	2	1
703	вместо того	3	1
704	поэтому если	1	1
705	признать за	1	1
706	не быть	1	1
707	к установлению	6	1
708	раз на	1	1
709	с совершенно	1	1
710	существенно иные	1	1
711	много раз	1	1
712	уверенным что	1	1
713	мы хотели	5	1
714	когда в	2	1
715	для тех	1	1
716	являются в	2	1
717	в современном	1	1
718	из себя	1	1
719	слова и	5	1
720	каком они	1	1
721	только тогда	4	1
722	если так	1	1
723	бы они	1	1
724	соприкосновении с	1	1
725	в изучении	2	1
726	в среде	1	1
727	увидим что	2	1
728	мы все	1	1
729	по признанию	1	1
730	в свет	1	1
731	значение для	3	1
732	должны быть	2	1
733	их развитии	1	1
734	и их	5	1
735	которые можно	1	1
736	говорить о	4	1
737	что эта	7	1
738	на его	1	1
739	формулировать в	1	1
740	тех же	3	1
741	ряд проблем	1	1
742	в тех	2	1
743	к области	1	1
744	связь между	10	1
745	от других	1	1
746	за пределы	4	1
747	этого факта	3	1
748	на примере	3	1
749	в начале	2	1
750	мы хотим	2	1
751	это стремление	1	1
752	еще в	1	1
753	имеет свое	1	1
754	входит в	1	1
755	с так	1	1
756	и до	5	1
757	тут есть	1	1
758	значительной степени	2	1
759	не обнаруживают	1	1
760	тем большей	1	1
761	и те	2	1
762	к проблемам	2	1
763	то как	1	1
764	в совершенно	5	1
765	знаменует собой	2	1
766	к которой	1	1
767	это может	1	1
768	не станем	7	1
769	в обоих	1	1
770	что из	1	1
771	только это	1	1
772	и наоборот	1	1
773	с то	1	1
774	то его	1	1
775	так называемых	2	1
776	в силе	1	1
777	и человечества	1	1
778	следует оговориться	1	1
779	необходимо понять	1	1
780	входить в	1	1
781	как известно	8	1
782	это вопрос	2	1
783	но этот	3	1
784	которая как	1	1
785	всегда и	3	1
786	связанной с	1	1
787	состоит в	4	1
788	потому и	2	1
789	всем ее	2	1
790	лишь в	9	1
791	чем это	3	1
792	на которые	1	1
793	о всех	1	1
794	или меньшей	1	1
795	числе и	3	1
796	так то	1	1
797	вопрос в	2	1
798	в отличие	3	1
799	он в	6	1
800	среды и	1	1
801	пределах этого	1	1
802	отличных от	1	1
803	соответствии с	1	1
804	направлении в	1	1
805	это потому	1	1
806	одного из	4	1
807	что для	8	1
808	что тот	2	1
809	и тот	1	1
810	друг другу	4	1
811	той же	4	1
812	тех случаях	2	1
813	и утверждается	1	1
814	целей и	1	1
815	которые в	2	1
816	их к	1	1
817	сдвиг в	1	1
818	мы бы	1	1
819	постановка проблемы	1	1
820	и ее	9	1
821	она неизбежно	1	1
822	считает что	1	1
823	которое мы	6	1
824	свести к	5	1
825	если оставить	1	1
826	быть в	1	1
827	что может	5	1
828	тот же	7	1
829	относиться к	1	1
830	в нашем	3	1
831	к которому	4	1
832	в переводе	1	1
833	с собой	5	1
834	переводе на	1	1
835	своей потребности	1	1
836	что пожалуй	1	1
837	как те	1	1
838	эту мысль	1	1
839	по этому	4	1
840	мы будем	2	1
841	котором мы	1	1
842	с которым	1	1
843	вплоть до	1	1
844	на будущее	1	1
845	в сознании	2	1
846	и новой	1	1
847	это что	1	1
848	в полном	3	1
849	который по	2	1
850	ней в	2	1
851	и о	1	1
852	которыми мы	1	1
853	себя с	1	1
854	который в	7	1
855	одна из	1	1
856	так обстояло	1	1
857	отрицательный ответ	1	1
858	этом процессе	2	1
859	психологии может	1	1
860	есть чем	1	1
861	значение как	2	1
862	которые мы	2	1
863	те кто	2	1
864	включает в	2	1
865	по количеству	1	1
866	с его	7	1
867	и его	10	1
868	будь то	1	1
869	стремились показать	1	1
870	потребностей все	1	1
871	этого же	2	1
872	его к	3	1
873	области которые	1	1
874	которая способна	1	1
875	потребности в	2	1
876	т д	1	1
877	что во	1	1
878	что даже	2	1
879	это в	1	1
880	в отдельных	3	1
881	эти два	1	1
882	и силу	1	1
883	в нем	2	1
884	от того	7	1
885	если мы	8	1
886	остановились на	2	1
887	для этого	7	1
888	с ее	3	1
889	всех этих	2	1
890	для всего	3	1
891	обратиться к	4	1
892	сожалению не	1	1
893	положение которое	2	1
894	но так	1	1
895	ту мысль	5	1
896	в самой	4	1
897	хотели бы	4	1
898	подтверждение в	1	1
899	в большей	1	1
900	ли для	1	1
901	кажется нам	1	1
902	своих потребностей	1	1
903	нам представляется	1	1
904	во внутреннюю	2	1
905	на ту	1	1
906	как некоторый	1	1
907	более умеренным	1	1
908	та и	1	1
909	его можно	1	1
910	гораздо более	1	1
911	проистекает из	1	1
912	ними но	1	1
913	мы привели	2	1
