N	2gram	Vinokur_Vv	Analitik
340	его к	2	4
341	а как	5	4
342	искусства в	1	4
343	в составе	1	4
344	были бы	1	4
345	однако с	2	4
346	представляют собой	9	4
347	различного рода	1	4
348	как он	6	4
349	в отношении	3	4
350	как писал	1	4
351	однако что	1	4
352	а именно	6	4
353	с ними	1	4
354	в известном	3	4
355	и т	45	4
356	это и	1	4
357	его и	1	4
358	потому что	18	4
359	того чтобы	22	4
360	не должно	1	4
361	и тогда	3	4
362	или иных	3	4
363	на две	1	4
364	к предмету	1	4
365	но это	2	4
366	обратиться к	1	4
367	истории литературы	3	4
368	как к	1	4
369	к а	1	4
370	ее в	1	4
371	здесь в	1	4
372	бы и	3	4
373	на которой	1	4
374	все той	1	4
375	ко второму	1	4
376	сама по	3	4
377	не предполагает	1	4
378	или даже	1	4
379	по своему	5	4
380	об этом	6	4
381	и другого	1	4
382	жизнь и	1	4
383	тех или	3	4
384	человека в	1	4
385	в значительной	3	4
386	наконец в	1	4
387	и ее	4	4
388	отношение к	3	4
389	и о	1	4
390	в области	4	4
391	дело здесь	1	4
392	текста на	1	4
393	более того	1	4
394	и составляет	1	3
395	в центре	4	3
396	с этой	5	3
397	случае не	2	3
398	и был	2	3
399	какой бы	2	3
400	в виду	5	3
401	вопрос об	1	3
402	и с	2	3
403	в жизни	1	3
404	с тем	6	3
405	похож на	1	3
406	и внутренне	1	3
407	судьбы не	1	3
408	в момент	1	3
409	в такой	1	3
410	с позиций	1	3
411	в центр	1	3
412	вопрос о	10	3
413	текста это	1	3
414	таков что	1	3
415	на самом	1	3
416	уже о	1	3
417	это было	1	3
418	уже было	2	3
419	и той	3	3
420	одной и	2	3
421	втором случае	1	3
422	и те	2	3
423	и далее	2	3
424	было сказано	3	3
425	другими в	1	3
426	именно такого	1	3
427	обратим внимание	2	3
428	как на	12	3
429	автор как	1	3
430	что все	1	3
431	в зависимости	3	3
432	из возможных	1	3
433	на котором	2	3
434	гораздо более	3	3
435	всего в	1	3
436	бы то	1	3
437	на почве	5	3
438	что у	1	3
439	первом случае	2	3
440	должно быть	2	3
441	которого он	1	3
442	и за	1	3
443	связи с	3	3
444	с двумя	1	3
445	о полку	1	3
446	и всего	2	3
447	очевидно что	1	3
448	в связи	2	3
449	человек в	1	3
450	в ряду	2	3
451	так сказать	1	3
452	между собой	1	3
453	он сам	3	3
454	а для	1	3
455	здесь как	1	3
456	чистом виде	1	3
457	включает в	1	3
458	хотя в	2	3
459	в тех	2	3
460	и тот	1	3
461	подлинного искусства	1	3
462	теми же	1	3
463	слова как	2	3
464	во время	1	3
465	его из	1	3
466	например в	2	3
467	тогда когда	4	3
468	что они	2	3
469	в наиболее	2	3
470	никак не	1	3
471	себе не	1	3
472	можно было	8	3
473	оно не	1	3
474	если не	1	3
475	т.д в	2	3
476	есть лишь	2	3
477	заключается в	4	3
478	своего предмета	2	3
479	о котором	8	3
480	зависимости от	3	3
481	человека и	1	3
482	ни к	2	3
483	языка и	15	3
484	тех же	1	3
485	и заключается	4	3
486	быть не	1	3
487	из его	2	3
488	тех пор	1	3
489	для нее	2	3
490	художественной литературы	2	3
491	в обоих	2	3
492	и наоборот	3	3
493	для читателя	1	3
494	т п	5	3
495	из наиболее	4	3
496	впервые в	1	3
497	она может	1	3
498	речи в	1	3
499	мог бы	2	3
500	на этот	6	3
501	полку игореве	1	3
502	взгляде на	3	3
503	его можно	2	3
504	на языке	2	3
505	так как	15	3
506	они не	1	3
507	том числе	1	3
508	иметь дело	2	3
509	видеть в	1	3
510	указание на	1	3
511	дело в	5	3
512	ведь это	1	3
513	но с	5	3
514	в таких	2	3
515	сам по	2	3
516	не от	1	3
517	который как	1	3
518	о жизни	1	3
519	понимать как	1	3
520	и без	2	3
521	в какой	6	3
522	к своему	2	3
523	и я	1	3
524	этих двух	2	3
525	не говоря	2	3
526	ко всему	1	3
527	также и	20	3
528	в ней	3	3
529	но он	1	3
530	независимо от	5	3
531	мы должны	2	3
532	принципе не	1	3
533	этих случаях	2	3
534	же самое	3	3
535	собой лишь	1	3
536	слова в	1	3
537	жизни и	2	3
538	на то	2	3
539	может и	1	3
540	ведь и	1	3
541	для этого	3	3
542	не к	2	3
543	ничего иного	1	2
544	науки о	9	2
545	еще раз	2	2
546	говоря уже	2	2
547	времени как	1	2
548	сказано о	1	2
549	за исключением	1	2
550	текстов в	1	2
551	еще более	1	2
552	в применении	7	2
553	тому что	2	2
554	тем или	2	2
555	следует что	2	2
556	в разных	7	2
557	два различных	1	2
558	или нет	2	2
559	которой в	2	2
560	требует от	1	2
561	далее в	1	2
562	остается ничего	1	2
563	не бывает	2	2
564	долгое время	1	2
565	встречается в	1	2
566	более или	1	2
567	жизнь в	1	2
568	и соответствующую	1	2
569	если он	1	2
570	обоих случаях	1	2
571	речевых актов	1	2
572	в одно	1	2
573	на эту	1	2
574	не вполне	4	2
575	себя к	1	2
576	собой не	1	2
577	другое дело	3	2
578	он по	1	2
579	этой стороны	2	2
580	не его	1	2
581	широком смысле	8	2
582	культуры в	5	2
583	так например	6	2
584	искусство и	2	2
585	рассуждение о	1	2
586	и дело	1	2
587	а лишь	1	2
588	было не	1	2
589	на этой	3	2
590	что этот	1	2
591	восприятия в	1	2
592	применении к	6	2
593	языка в	5	2
594	своей природе	3	2
595	как язык	1	2
596	е о	1	2
597	во многих	1	2
598	как совокупность	2	2
599	должна была	2	2
600	связь между	5	2
601	язык есть	1	2
602	а между	2	2
603	и эстетического	1	2
604	уже и	10	2
605	стороны как	1	2
606	так же	3	2
607	в чистом	1	2
608	всегда и	1	2
609	его собственной	1	2
610	в прошлом	2	2
611	к ним	1	2
612	вообще и	3	2
613	быть в	5	2
614	к которому	1	2
615	объекта который	1	2
616	сих пор	7	2
617	во всей	1	2
618	науке о	1	2
619	что именно	2	2
620	в отдельных	1	2
621	в системе	1	2
622	она есть	5	2
623	не просто	5	2
624	и становится	1	2
625	так возникает	1	2
626	или иным	2	2
627	ближе к	2	2
628	той мере	6	2
629	мы видим	1	2
630	сравнении с	1	2
631	на протяжении	2	2
632	научного анализа	2	2
633	от его	1	2
634	время и	1	2
635	собой в	2	2
636	искусство в	1	2
637	т е	40	2
638	что при	1	2
639	этом втором	1	2
640	бытия и	1	2
641	мы можем	2	2
642	в уста	1	2
643	что между	1	2
644	объект и	1	2
645	то она	2	2
646	отношения между	1	2
647	внутреннее единство	1	2
648	или не	1	2
649	том же	2	2
650	не остается	1	2
651	но ведь	4	2
652	учение о	2	2
653	следует понимать	2	2
654	между прочим	1	2
655	из четырех	1	2
656	об искусстве	4	2
657	о которых	2	2
658	же касается	2	2
659	а только	8	2
660	произведение есть	1	2
661	могло бы	2	2
662	подобных случаях	1	2
663	текст и	3	2
664	иного как	1	2
665	что даже	3	2
666	не означает	1	2
667	не одного	1	2
668	этой точки	2	2
669	этих трех	1	2
670	вообще не	3	2
671	явным образом	1	2
672	но зато	2	2
673	одно и	2	2
674	не приходится	1	2
675	и та	1	2
676	не могла	1	2
677	в форме	2	2
678	этот вопрос	7	2
679	мы по	1	2
680	когда мы	2	2
681	ними в	1	2
682	как может	1	2
683	которые и	1	2
684	то о	2	2
685	только с	4	2
686	культуры и	1	2
687	и др	2	2
688	подход к	1	2
689	это делает	2	2
690	них не	2	2
691	что может	3	2
692	как об	9	2
693	этой системе	1	2
694	имеет свою	2	2
695	судя по	1	2
696	любви и	1	2
697	в статье	1	2
698	утверждать что	1	2
699	взгляд на	1	2
700	до сих	7	2
701	та же	1	2
702	за ним	1	2
703	в специальном	1	2
704	своего собственного	1	2
705	которая по	1	2
706	и при	2	2
707	и должно	2	2
708	литературы как	1	2
709	что это	3	2
710	по слову	1	2
711	истории в	2	2
712	о которой	2	2
713	второй части	1	2
714	под этим	1	2
715	должен был	4	2
716	текста по	1	2
717	целого но	1	2
718	значения и	1	2
719	ценностей и	1	2
720	целое как	1	2
721	произведение в	1	2
722	таких случаях	1	2
723	не имеет	4	2
724	в сравнении	1	2
725	может не	1	2
726	языка на	2	2
727	которой состоит	1	2
728	слова о	1	2
729	истории не	2	2
730	бы с	2	2
731	цикла с	1	2
732	в течение	5	2
733	это только	4	2
734	у меня	1	2
735	не сам	1	2
736	время в	2	2
737	себя не	1	2
738	со всей	3	2
739	как если	1	2
740	от других	2	2
741	при помощи	3	2
742	автора в	1	2
743	может ли	2	2
744	но от	1	2
745	произведения и	2	2
746	который по	2	2
747	но если	6	2
748	в самой	1	2
749	не ранее	1	2
750	он написан	2	2
751	в дальнейшем	2	2
752	значение в	2	2
753	рода и	1	2
754	только по	3	2
755	что несмотря	2	2
756	зависит от	3	2
757	и вот	3	2
758	обе эти	3	2
759	или с	1	2
760	к истории	6	2
761	и восприятия	1	2
762	что с	3	2
763	для нас	1	2
764	одновременно и	3	2
765	у нас	2	2
766	смысле этого	9	2
767	как нечто	8	2
768	слова не	1	2
769	по словам	1	2
770	все равно	2	2
771	раз в	1	2
772	что ни	1	2
773	образом в	1	2
774	этого рода	9	2
775	без остатка	2	2
776	осуществляется в	1	2
777	иными словами	1	2
778	это еще	2	2
779	по существу	2	2
780	с теми	2	2
781	искусства как	1	2
782	внимание в	1	2
783	нам дана	1	2
784	перед собой	1	2
785	в следующем	2	2
786	на всем	1	2
787	или менее	1	2
788	целого и	2	2
789	в одной	1	2
790	и тех	1	2
791	и эти	1	2
792	до тех	1	2
793	отдельных случаях	1	2
794	отсюда и	2	2
795	нет и	1	2
796	это как	1	2
797	а от	1	2
798	не по	1	2
799	просто не	1	2
800	с языком	1	2
801	данного рода	1	2
802	частности в	1	2
803	но дело	3	2
804	что из	1	2
805	по этому	3	2
806	и прежде	1	2
807	себе самому	1	2
808	все более	4	2
809	характера как	1	1
810	что было	1	1
811	с которыми	2	1
812	практически не	1	1
813	с помощью	2	1
814	от прежнего	1	1
815	к действительности	2	1
816	и другие	2	1
817	был и	1	1
818	на данные	1	1
819	каждой из	6	1
820	этого цикла	1	1
821	между этим	1	1
822	выводу что	7	1
823	только что	4	1
824	можно и	1	1
825	из литературного	2	1
826	познания и	2	1
827	письма и	1	1
828	и имеет	1	1
829	себе целью	1	1
830	или по	1	1
831	культуры это	2	1
832	в стороне	1	1
833	к знанию	1	1
834	вещи и	1	1
835	именно она	1	1
836	с литературой	1	1
837	в большей	7	1
838	мысли и	2	1
839	менее не	1	1
840	целом ряде	2	1
841	и отдельной	1	1
842	язык как	5	1
843	том-то и	1	1
844	самом же	1	1
845	только тогда	1	1
846	своих собственных	1	1
847	в различных	5	1
848	эта система	1	1
849	по мере	4	1
850	вполне естественно	1	1
851	этом качестве	1	1
852	чтобы в	1	1
853	это во-первых	2	1
854	и была	1	1
855	на свой	1	1
856	но все	4	1
857	а во-вторых	2	1
858	ни одна	2	1
859	на общий	1	1
860	каким образом	2	1
861	внешнего по	1	1
862	мысли как	1	1
863	на какой-нибудь	1	1
864	из самых	1	1
865	говорят о	1	1
866	места и	1	1
867	развития но	1	1
868	что практически	1	1
869	по догадке	1	1
870	давно уже	1	1
871	целое и	2	1
872	взором читателя	1	1
873	единого и	2	1
874	конечная цель	1	1
875	в цепи	1	1
876	подлинный смысл	1	1
877	был первым	1	1
878	по признаку	2	1
879	прочим и	1	1
880	языка то	1	1
881	речи например	1	1
882	действительность в	4	1
883	как обычно	1	1
884	и из	2	1
885	науки в	6	1
886	говорится о	1	1
887	именно эту	1	1
888	литературы в	3	1
889	объяснения а	1	1
890	и такие	1	1
891	на части	1	1
892	же автора	1	1
893	о чем-то	1	1
894	по тем	2	1
895	и составляют	1	1
896	пор пока	1	1
897	убедиться в	1	1
898	мере не	1	1
899	только как	7	1
900	как будет	2	1
901	должна быть	2	1
902	искусства и	2	1
903	случае она	1	1
904	всем объеме	1	1
905	и своим	1	1
906	замкнутого круга	1	1
907	одной общей	1	1
908	и другой	1	1
909	которыми он	1	1
910	вопроса об	1	1
911	в этот	2	1
912	своим собственным	1	1
913	имея в	1	1
914	из себя	1	1
915	из самого	1	1
916	смысле слова	7	1
917	себя со	2	1
918	в изучении	3	1
919	об отношении	3	1
920	них и	2	1
921	имеет дело	5	1
922	пока не	2	1
923	между отдельными	1	1
924	о них	2	1
925	точно так	2	1
926	приходит к	1	1
927	говорит что	1	1
928	чем с	1	1
929	внимания к	2	1
930	на практике	1	1
931	состав этого	1	1
932	до того	2	1
933	языков в	3	1
934	позиции но	1	1
935	второй половины	3	1
936	письма от	1	1
937	единого целого	1	1
938	это единство	1	1
939	еще нет	1	1
940	с именем	1	1
941	вернуться к	1	1
942	обращенная к	2	1
943	в свет	1	1
944	с е	3	1
945	деле как	2	1
946	в основу	2	1
947	сколько о	1	1
948	объяснение в	1	1
949	и стилю	1	1
950	языка как	2	1
951	путь от	2	1
952	слово не	1	1
953	речь не	1	1
954	он служит	1	1
955	культуры он	1	1
956	входят в	1	1
957	все время	2	1
958	как этого	1	1
959	служебная роль	1	1
960	каждое из	1	1
961	эстетическое впечатление	1	1
962	место а	1	1
963	по одной	1	1
964	речь о	1	1
965	их понимание	1	1
966	и чувства	1	1
967	творческой волей	1	1
968	к этим	1	1
969	и входит	1	1
970	это впрочем	1	1
971	и соответствующими	1	1
972	о ней	1	1
973	возлагает на	1	1
974	того о	1	1
975	в подобных	1	1
976	ответа на	3	1
977	путь не	1	1
978	литературой в	1	1
979	какой-либо одной	1	1
980	интересом к	1	1
981	новейшее время	1	1
982	это остается	1	1
983	обратно в	1	1
984	явления как	1	1
985	мышления и	1	1
986	она и	1	1
987	а наоборот	1	1
988	после того	2	1
989	заключенное в	1	1
990	своему содержанию	1	1
991	что каждая	2	1
992	от природы	1	1
993	бы обойтись	1	1
994	но еще	1	1
995	что уже	3	1
996	обратить внимание	2	1
997	в поисках	1	1
998	какого рода	1	1
999	мы знаем	1	1
1000	начале этой	1	1
1001	ним в	1	1
1002	был например	1	1
1003	о научной	1	1
1004	связей и	1	1
1005	в текстах	3	1
1006	своим объектом	1	1
1007	других можно	1	1
1008	и художественно	1	1
1009	что такое	12	1
1010	и сама	2	1
1011	состоящий в	1	1
1012	целом но	1	1
1013	только ту	1	1
1014	или иную	1	1
1015	не ограничивается	1	1
1016	в европейской	1	1
1017	общий смысл	1	1
1018	время была	1	1
1019	из чужих	1	1
1020	себе путь	1	1
1021	чем собственно	1	1
1022	что его	1	1
1023	самом его	1	1
1024	во внимание	3	1
1025	искусства обычно	1	1
1026	в совокупности	2	1
1027	прошлом и	3	1
1028	или иная	1	1
1029	смысле и	2	1
1030	неизбежно включает	1	1
1031	литературе и	1	1
1032	искусства которое	1	1
1033	были только	1	1
1034	практически все	1	1
1035	широкого и	1	1
1036	же как	3	1
1037	смешным или	1	1
1038	рядом с	2	1
1039	эта традиция	2	1
1040	чем иным	1	1
1041	выделить в	1	1
1042	следует забывать	1	1
1043	такие науки	1	1
1044	к последним	1	1
1045	сообщение о	1	1
1046	такое воззрение	1	1
1047	от этого	5	1
1048	науки или	2	1
1049	должно было	1	1
1050	слово в	1	1
1051	говорилось о	1	1
1052	себе и	2	1
1053	к мысли	1	1
1054	в а	1	1
1055	теперь и	1	1
1056	то именно	1	1
1057	и у	1	1
1058	что их	1	1
1059	и цельного	1	1
1060	сам требует	1	1
1061	действительности и	1	1
1062	то эти	1	1
1063	литературу в	1	1
1064	сосредоточен в	1	1
1065	кто из	1	1
1066	как сказано	2	1
1067	самой себе	1	1
1068	при каких	1	1
1069	что время	2	1
1070	слова по	1	1
1071	и породила	1	1
1072	которых в	1	1
1073	текст автор	1	1
1074	говорил о	1	1
1075	от конкретного	1	1
1076	до нас	3	1
1077	ответом на	1	1
1078	опыт и	1	1
1079	в том-то	1	1
1080	чтобы он	2	1
1081	тот человек	1	1
1082	будет ошибкой	1	1
1083	в работе	3	1
1084	и речи	1	1
1085	совсем не	3	1
1086	от содержания	1	1
1087	с какой	1	1
1088	возникающие на	1	1
1089	духом в	1	1
1090	языком и	1	1
1091	для первого	1	1
1092	и соответствующего	1	1
1093	именно потому	1	1
1094	же произведения	1	1
1095	если же	2	1
1096	должны быть	1	1
1097	содержания и	1	1
1098	литературного явления	2	1
1099	уже потому	1	1
1100	с собственно	1	1
1101	разрешается в	1	1
1102	научного знания	1	1
1103	бы уже	1	1
1104	и затем	1	1
1105	в историческом	1	1
1106	выступать как	1	1
1107	как один	1	1
1108	литературы и	2	1
1109	имеет значение	1	1
1110	должны были	1	1
1111	она была	2	1
1112	не совпадает	2	1
1113	и какое	1	1
1114	того кто	1	1
1115	к языку	2	1
1116	имеет тот	1	1
1117	нельзя не	6	1
1118	бы именовать	1	1
1119	и никогда	1	1
1120	в достаточной	2	1
1121	знание языка	2	1
1122	тем временем	1	1
1123	на отдельные	1	1
1124	не свободно	1	1
1125	быть определено	1	1
1126	с чем	2	1
1127	был в	2	1
1128	естественно не	1	1
1129	у разных	1	1
1130	мы помним	1	1
1131	документ но	1	1
1132	во-вторых не	1	1
1133	античности в	1	1
1134	же мы	1	1
1135	самые разнообразные	1	1
1136	те кто	2	1
1137	рода искусство	2	1
1138	изучения в	1	1
1139	а главное	1	1
1140	есть система	1	1
1141	можно с	1	1
1142	меньшей степени	1	1
1143	с идеей	1	1
1144	в какой-то	1	1
1145	дает ему	1	1
1146	определения в	1	1
1147	познания в	1	1
1148	к автору	1	1
1149	его сторону	1	1
1150	можно только	2	1
1151	на деле	1	1
1152	связи и	1	1
1153	собственном смысле	3	1
1154	а потому	5	1
1155	быть только	1	1
1156	человеческой личности	1	1
1157	например и	1	1
1158	идет уже	1	1
1159	как одна	1	1
1160	широком понимании	1	1
1161	лишь два	1	1
1162	обоих этих	1	1
1163	собой хотя	1	1
1164	не мешает	1	1
1165	представить себе	7	1
1166	две части	2	1
1167	них в	1	1
1168	и сейчас	2	1
1169	прямо говорит	1	1
1170	жизни а	1	1
1171	этого и	1	1
1172	исторического бытия	1	1
1173	он только	1	1
1174	и прочих	1	1
1175	высшая точка	1	1
1176	на известную	1	1
1177	к общему	1	1
1178	меня в	1	1
1179	это уже	2	1
1180	целого ряда	1	1
1181	в область	1	1
1182	научному исследованию	2	1
1183	выше чем	1	1
1184	с внешней	1	1
1185	к выводу	7	1
1186	признать вполне	1	1
1187	литературного развития	1	1
1188	для них	2	1
1189	самого по	1	1
1190	не на	1	1
1191	как с	1	1
1192	такого же	2	1
1193	этого процесса	1	1
1194	о природе	7	1
1195	текста остается	1	1
1196	конечно и	1	1
1197	короче говоря	1	1
1198	и размежевать	1	1
1199	с ней	2	1
1200	в соответствующей	1	1
1201	в особый	1	1
1202	более широкого	1	1
1203	нами не	2	1
1204	том виде	3	1
1205	ведущие к	1	1
1206	в малом	1	1
1207	в краткой	1	1
1208	и будет	1	1
1209	лишь к	1	1
1210	во множестве	1	1
1211	дальше своего	1	1
1212	говорить в	1	1
1213	ту или	1	1
1214	также не	1	1
1215	от научного	1	1
1216	что могло	4	1
1217	в в	3	1
1218	как момент	1	1
1219	как не	1	1
1220	знаний и	4	1
1221	вряд ли	3	1
1222	быть понято	1	1
1223	меньшей мере	2	1
1224	и так	2	1
1225	состоит из	1	1
1226	характер чем	1	1
1227	с полной	2	1
1228	словесного искусства	1	1
1229	глубине и	1	1
1230	в которых	6	1
1231	создает и	1	1
1232	том смысле	2	1
1233	правда не	1	1
1234	непременно должен	1	1
1235	так называемая	2	1
1236	он есть	1	1
1237	том как	1	1
1238	критика текста	1	1
1239	которая сама	1	1
1240	которого не	1	1
1241	к человеку	1	1
1242	традиции особенно	1	1
1243	явление культуры	1	1
1244	цельную картину	1	1
1245	в дальнейшей	1	1
1246	это бывает	1	1
1247	что вообще	1	1
1248	которой был	1	1
1249	смысле что	1	1
1250	тому кто	1	1
1251	или иное	1	1
1252	вытекает из	1	1
1253	а если	2	1
1254	сливается с	3	1
1255	это понятие	2	1
1256	к сказанному	1	1
1257	движение от	2	1
1258	читать и	3	1
1259	этой традиции	2	1
1260	также его	1	1
1261	материала а	1	1
1262	не любил	1	1
1263	на той	1	1
1264	сопоставлении с	2	1
1265	на том	3	1
1266	если например	1	1
1267	достаточной мере	1	1
1268	не подлинные	1	1
1269	не до	2	1
1270	слова и	1	1
1271	и уже	3	1
1272	только один	1	1
1273	то все	1	1
1274	есть то	1	1
1275	не могло	1	1
1276	природе того	1	1
1277	отношении к	2	1
1278	чаще всего	2	1
1279	и способа	1	1
1280	и об	1	1
1281	есть одновременно	1	1
1282	этого ответа	1	1
1283	своей практической	1	1
1284	что со	1	1
1285	случае с	1	1
1286	тот факт	1	1
1287	в истории	9	1
1288	идет об	2	1
1289	так называемого	1	1
1290	в каком	3	1
1291	самом широком	1	1
1292	быть это	1	1
1293	же рода	1	1
1294	поводу того	1	1
1295	потому и	1	1
1296	и цельную	1	1
1297	имеем в	1	1
1298	же только	3	1
1299	претендовать на	1	1
1300	ли есть	1	1
1301	непосредственно в	1	1
1302	соответственно более	1	1
1303	что здесь	2	1
