N	2gram	Propp_Morf	EvropaiE
229	мы должны	3	2
230	кажется что	1	2
231	а не	11	2
232	в одном	2	2
233	на основании	1	2
234	целый ряд	3	2
235	тому или	1	2
236	далеко не	5	2
237	этот вопрос	4	2
238	при помощи	12	2
239	в известных	1	2
240	а в	8	2
241	в большинстве	3	2
242	с большой	2	2
243	в этой	3	2
244	что же	2	2
245	как их	2	2
246	море и	1	2
247	заметить что	11	2
248	главным образом	5	2
249	мог бы	1	2
250	наряду с	7	2
251	могут быть	21	2
252	которое в	1	2
253	что все	1	2
254	во всей	1	2
255	в силу	1	2
256	на этот	2	2
257	же в	3	2
258	такой же	1	2
259	силы как	1	2
260	как будто	2	2
261	он сам	1	2
262	можно утверждать	1	2
263	ведь и	1	2
264	бы в	2	2
265	или точнее	1	2
266	произошло в	1	2
267	не можем	1	2
268	и наконец	1	2
269	есть не	1	2
270	прочим и	1	2
271	к нему	3	2
272	во всем	1	1
273	приступить к	1	1
274	об их	1	1
275	других более	1	1
276	что прежде	1	1
277	дает нам	1	1
278	и другие	6	1
279	может найти	1	1
280	видели в	1	1
281	которую они	1	1
282	является в	2	1
283	в свое	2	1
284	положения и	1	1
285	они должны	1	1
286	все что	1	1
287	но хотя	1	1
288	или наоборот	2	1
289	для всех	1	1
290	к другу	2	1
291	один из	7	1
292	законы и	1	1
293	та же	3	1
294	с но	1	1
295	перевести на	1	1
296	как этап	1	1
297	друг к	2	1
298	в распоряжение	5	1
299	как таковой	2	1
300	как с	1	1
301	не увидит	1	1
302	может не	2	1
303	мы приходим	3	1
304	же законы	1	1
305	на вопрос	2	1
306	вероятно что	1	1
307	на западе	1	1
308	указать на	1	1
309	должно быть	1	1
310	к этой	1	1
311	за исключением	1	1
312	до него	1	1
313	например в	2	1
314	с такой	1	1
315	в состоянии	1	1
316	здесь нужно	1	1
317	всего мира	1	1
318	его при	1	1
319	дело с	1	1
320	большую роль	1	1
321	и далее	1	1
322	при этом	1	1
323	для него	2	1
324	установить что	1	1
325	бы на	1	1
326	вопрос мы	1	1
327	очевидно также	1	1
328	он называет	1	1
329	тем как	1	1
330	кроме того	3	1
331	связанное с	1	1
332	многие из	1	1
333	выйти в	1	1
334	что при	3	1
335	получает в	4	1
336	в формах	1	1
337	что с	1	1
338	не как	1	1
339	которые по	1	1
340	а затем	10	1
341	не являются	1	1
342	то мы	5	1
343	к определению	1	1
344	у нас	3	1
345	чтобы ее	1	1
346	многих отношениях	1	1
347	отдельных случаев	1	1
348	другой можно	1	1
349	бы во	1	1
350	борьбы с	1	1
351	связывается с	3	1
352	нами в	4	1
353	как нечто	1	1
354	приходит к	1	1
355	качестве примера	1	1
356	мы находим	1	1
357	своих недрах	1	1
358	в ином	3	1
359	а на	3	1
360	оно не	2	1
361	как они	2	1
362	же условно	1	1
363	связи с	12	1
364	бы нас	1	1
365	если не	1	1
366	более или	2	1
367	о возможности	1	1
368	на которых	1	1
369	на свой	1	1
370	но все	4	1
371	именно и	1	1
372	как по	1	1
373	это один	1	1
374	что его	4	1
375	и где	1	1
376	о характере	2	1
377	что за	1	1
378	во внимание	1	1
379	это мы	2	1
380	мысль о	1	1
381	по отношению	7	1
382	одновременно с	1	1
383	в точном	1	1
384	некоторых случаях	1	1
385	что не	1	1
386	как его	1	1
387	и другое	1	1
388	есть то	1	1
389	она является	1	1
390	или на	3	1
391	не делает	1	1
392	то время	3	1
393	разделить между	1	1
394	принадлежат к	1	1
395	можно назвать	3	1
396	тому что	5	1
397	мы получаем	2	1
398	никак нельзя	1	1
399	в связи	10	1
400	лишь на	2	1
401	те же	1	1
402	в последнем	3	1
403	есть нечто	3	1
404	с ними	1	1
405	время как	3	1
406	многих других	2	1
407	е не	1	1
408	все эти	5	1
409	эти две	1	1
410	по ее	1	1
411	мнение что	1	1
412	все же	9	1
413	имеется в	3	1
414	совершенно одинаково	2	1
415	противном случае	1	1
416	и т	62	1
417	одно из	1	1
418	к концу	1	1
419	нами при	1	1
420	один и	1	1
421	выше мы	1	1
422	может дать	2	1
423	ли он	1	1
424	обладает и	1	1
425	о которых	1	1
426	только и	1	1
427	о котором	1	1
428	войти в	1	1
429	же касается	1	1
430	иногда на	1	1
431	и это	1	1
432	играет роль	1	1
433	более как	1	1
434	возникает вопрос	3	1
435	то можно	5	1
436	об этом	5	1
437	связанная с	1	1
438	или менее	2	1
439	к созданию	1	1
440	сделать из	2	1
441	тогда как	2	1
442	уже не	4	1
443	в одной	2	1
444	и вообще	1	1
445	а для	1	1
446	людей в	1	1
447	ценность а	1	1
448	последнем случае	3	1
449	воды и	1	1
450	случай в	2	1
451	не менее	7	1
452	могли бы	2	1
453	поскольку это	1	1
454	все ли	2	1
455	которые не	1	1
456	том случае	3	1
457	ответить на	2	1
458	некоторые из	3	1
459	рассматривать как	1	1
460	связать с	1	1
461	больше чем	1	1
462	в основе	2	1
463	возвращается к	1	1
464	а если	4	1
465	то это	5	1
466	составных частей	1	1
467	отличие от	1	1
468	мы увидим	10	1
469	такие же	1	1
470	что мы	2	1
471	на этом	4	1
472	чтобы в	1	1
473	значит что	4	1
474	когда мы	1	1
475	и однако	1	1
476	бы только	1	1
477	случае если	2	1
478	случаи когда	1	1
479	мы говорили	1	1
480	в основных	1	1
481	все остальные	1	1
482	земель в	1	1
483	так называемой	1	1
484	говорить не	1	1
485	всего этого	1	1
486	связана с	3	1
487	и необходимость	1	1
488	и иных	2	1
489	ту же	2	1
490	следовательно для	1	1
491	вместо того	1	1
492	здесь можно	5	1
493	случае она	1	1
494	или же	7	1
495	а через	1	1
496	может произойти	1	1
497	в этот	1	1
498	когда в	2	1
499	для тех	1	1
500	в новой	1	1
501	этом явлении	2	1
502	то нет	1	1
503	быть и	2	1
504	сохраняет в	1	1
505	бы они	2	1
506	для нее	1	1
507	к тем	1	1
508	увидим что	2	1
509	значение для	1	1
510	должны быть	2	1
511	но они	2	1
512	или иных	1	1
513	и их	3	1
514	которые можно	1	1
515	говорить о	4	1
516	что эта	2	1
517	на его	5	1
518	не случайны	1	1
519	и всякая	1	1
520	тех же	4	1
521	в тех	8	1
522	на пути	4	1
523	и когда	2	1
524	вспомним что	1	1
525	от других	2	1
526	средства которые	1	1
527	на примере	1	1
528	что некоторые	2	1
529	в начале	3	1
530	еще в	1	1
531	входит в	4	1
532	и до	1	1
533	более сложный	2	1
534	даже не	3	1
535	и затем	5	1
536	и те	1	1
537	впоследствии к	1	1
538	то как	2	1
539	в совершенно	2	1
540	несколько ниже	1	1
541	этих случаях	15	1
542	к которой	1	1
543	в обоих	2	1
544	как то	2	1
545	и наоборот	4	1
546	или иное	1	1
547	так называемых	2	1
548	определяют собой	2	1
549	ли этот	2	1
550	и изучение	3	1
551	стороны тех	1	1
552	входить в	2	1
553	бы по	1	1
554	в каких	2	1
555	состоит в	3	1
556	всем ее	1	1
557	чем это	2	1
558	в рамках	1	1
559	к первому	1	1
560	что вызывает	1	1
561	так то	1	1
562	значение и	3	1
563	вопрос в	2	1
564	он в	1	1
565	можно усмотреть	1	1
566	к двум	1	1
567	случаев так	1	1
568	нужно помнить	1	1
569	возможно ли	1	1
570	и целые	1	1
571	она может	1	1
572	и тот	2	1
573	друг другу	1	1
574	тех случаях	2	1
575	которые в	1	1
576	и ее	5	1
577	эту же	1	1
578	лишь весьма	1	1
579	это можно	2	1
580	такая же	1	1
581	тот же	1	1
582	мы обозначаем	1	1
583	и несколько	1	1
584	в нашем	6	1
585	с собой	3	1
586	не значит	3	1
587	есть основание	1	1
588	эту мысль	1	1
589	мы будем	3	1
590	то она	1	1
591	вплоть до	1	1
592	а впоследствии	2	1
593	в полном	1	1
594	сущности к	1	1
595	принципа в	1	1
596	который в	2	1
597	одна из	5	1
598	все еще	3	1
599	много ли	1	1
600	которые мы	1	1
601	по количеству	1	1
602	с его	3	1
603	и его	3	1
604	оно может	4	1
605	его к	1	1
606	их на	2	1
607	же может	2	1
608	тех или	1	1
609	в противном	1	1
610	т д	60	1
611	что даже	1	1
612	но кроме	1	1
613	в отдельных	3	1
614	с теми	4	1
615	идут в	1	1
616	но это	6	1
617	от того	4	1
618	если мы	6	1
619	других случаях	2	1
620	она есть	1	1
621	с ее	1	1
622	всех этих	1	1
623	но так	2	1
624	означает что	3	1
625	они могут	1	1
626	или вовсе	1	1
627	пришлось бы	1	1
628	однако же	1	1
629	случае когда	1	1
630	или ее	2	1
631	каких же	1	1
632	его можно	1	1
633	мы привели	1	1
634	не исключает	2	1
