N	2gram	Vygotskiy_	KFilosof
131	к ним	2	4
132	быть в	1	4
133	всех своих	2	4
134	из него	1	4
135	ближе к	2	3
136	от него	1	3
137	та же	1	3
138	и на	8	3
139	здесь нет	1	3
140	на язык	2	3
141	и пр	2	3
142	мы не	13	3
143	был бы	2	3
144	ним и	1	3
145	тогда когда	8	3
146	всем его	1	3
147	действительной жизни	1	3
148	и этот	1	3
149	того что	28	3
150	где он	1	3
151	сознания и	4	3
152	на самом	4	3
153	ясно что	2	3
154	а все	1	3
155	в виду	5	3
156	и тот	1	3
157	и делает	2	3
158	самом деле	8	3
159	ибо все	2	3
160	в некотором	1	3
161	тем что	7	3
162	но для	2	3
163	стороны в	1	3
164	что этот	2	3
165	не дает	1	3
166	рядом с	1	3
167	не менее	1	3
168	для этой	1	3
169	по своему	1	3
170	здесь не	1	3
171	один и	2	3
172	войти в	1	3
173	себе и	3	3
174	в момент	1	3
175	и другого	1	3
176	той или	3	3
177	того или	1	3
178	бы и	4	3
179	данный момент	1	3
180	что не	2	3
181	не могу	3	3
182	но здесь	1	3
183	когда я	1	3
184	в свою	4	3
185	лежат в	1	3
186	в другом	7	3
187	для того	19	3
188	в ней	2	3
189	а эта	1	3
190	вступает в	1	3
191	и та	1	3
192	других людей	1	3
193	к чему	1	3
194	этом смысле	3	3
195	в современной	3	3
196	от того	7	3
197	человека и	6	3
198	единстве и	1	3
199	целом и	6	3
200	нет и	1	3
201	не быть	1	3
202	только с	2	3
203	могут быть	5	3
204	до конца	1	3
205	нигде не	3	3
206	котором мы	1	3
207	о том	14	3
208	теории и	4	3
209	в данный	1	3
210	в то	7	3
211	для которого	3	3
212	а следовательно	2	3
213	независимо от	10	3
214	всех этих	2	3
215	тот же	7	3
216	и тем	8	3
217	ничего не	6	3
218	их единстве	1	3
219	были бы	2	2
220	бы то	1	2
221	как к	1	2
222	и эти	2	2
223	и развивается	2	2
224	которой все	1	2
225	один из	3	2
226	бы он	3	2
227	и мы	3	2
228	мышления и	50	2
229	где его	1	2
230	может не	4	2
231	чего не	1	2
232	мысль как	2	2
233	чтобы быть	2	2
234	в единое	2	2
235	его с	2	2
236	что значит	1	2
237	смысле в	1	2
238	еще более	1	2
239	тому что	6	2
240	есть его	1	2
241	мысль не	3	2
242	а это	1	2
243	чтобы стать	1	2
244	единства и	1	2
245	тем не	1	2
246	так и	12	2
247	отсюда следует	1	2
248	из которых	6	2
249	в принципе	1	2
250	и то	3	2
251	в качестве	12	2
252	и ценность	1	2
253	и принципиально	1	2
254	мышление и	5	2
255	нами в	3	2
256	это есть	2	2
257	сводится к	1	2
258	и само	2	2
259	по себе	9	2
260	факт может	1	2
261	в виде	3	2
262	со всеми	2	2
263	целом как	1	2
264	оно не	1	2
265	не потому	2	2
266	если не	3	2
267	он может	2	2
268	познания т.е	1	2
269	всех его	1	2
270	в сознании	2	2
271	мы говорим	2	2
272	дело в	3	2
273	пространство и	1	2
274	лишь постольку	2	2
275	в ту	2	2
276	не следует	1	2
277	в процессе	19	2
278	в жизни	2	2
279	не остается	3	2
280	с тем	8	2
281	человек и	1	2
282	его на	3	2
283	и как	7	2
284	что он	16	2
285	истины и	1	2
286	в соответствии	1	2
287	и именно	1	2
288	оба этих	1	2
289	себя как	1	2
290	выход из	1	2
291	переживания как	1	2
292	и просто	1	2
293	как в	7	2
294	на первом	2	2
295	где она	1	2
296	во главе	1	2
297	действительное единство	1	2
298	от этого	4	2
299	это было	1	2
300	в это	1	2
301	и смысловой	1	2
302	познания но	2	2
303	должен стать	1	2
304	а для	2	2
305	как оно	1	2
306	или как	1	2
307	и мир	1	2
308	этого слова	7	2
309	действительности в	1	2
310	к этому	7	2
311	и потому	3	2
312	ни к	1	2
313	может иметь	1	2
314	и ясно	1	2
315	ведь это	1	2
316	а с	8	2
317	в данном	5	2
318	и других	4	2
319	же с	1	2
320	вытекает из	3	2
321	он ни	1	2
322	вопрос о	11	2
323	становится действительно	1	2
324	ни у	1	2
325	которой он	2	2
326	раз и	1	2
327	мысль и	5	2
328	выхода в	1	2
329	оба эти	3	2
330	она не	3	2
331	потому что	11	2
332	того чтобы	23	2
333	то ни	1	2
334	дело не	1	2
335	к себе	2	2
336	именно на	1	2
337	к теоретическому	3	2
338	а по	1	2
339	говорить о	4	2
340	содержания и	1	2
341	что эта	7	2
342	для этого	7	2
343	отношении к	1	2
344	всех других	1	2
345	все теоретическое	1	2
346	этот факт	1	2
347	всей своей	2	2
348	же время	2	2
349	к которой	1	2
350	думать что	1	2
351	это значило	1	2
352	только это	1	2
353	всей его	5	2
354	стал бы	1	2
355	но этот	3	2
356	имеем в	1	2
357	процесс и	1	2
358	в этой	13	2
359	разве не	1	2
360	и время	1	2
361	но ни	1	2
362	соответствии с	1	2
363	это целое	2	2
364	что есть	1	2
365	ее как	1	2
366	но нет	1	2
367	все остальные	5	2
368	только по	1	2
369	что только	2	2
370	слова в	2	2
371	в контекст	3	2
372	научного мышления	2	2
373	или иной	3	2
374	значило бы	1	2
375	момента и	1	2
376	включает в	2	2
377	с его	7	2
378	в области	4	2
379	его к	3	2
380	мышления как	10	2
381	постольку поскольку	2	2
382	себе как	1	2
383	с ее	3	2
384	сознания в	3	2
385	и ее	9	2
386	едва ли	5	2
387	этих моментов	1	2
388	гораздо более	1	2
389	как основной	1	1
390	для самого	1	1
391	подход к	2	1
392	всего в	3	1
393	в самом	16	1
394	какого бы	1	1
395	системы поэтому	1	1
396	и к	9	1
397	психологического познания	1	1
398	именно к	1	1
399	к действительности	13	1
400	новое и	1	1
401	только не	2	1
402	понятий и	4	1
403	влечет за	2	1
404	все что	4	1
405	как это	6	1
406	при установлении	1	1
407	образом и	4	1
408	мы видим	7	1
409	до сих	4	1
410	субъективного и	1	1
411	здесь на	1	1
412	и он	1	1
413	основе его	1	1
414	само слово	2	1
415	и мира	1	1
416	исключительно на	1	1
417	содержится в	2	1
418	не нужна	1	1
419	ничем не	3	1
420	так как	11	1
421	совершенно другому	1	1
422	т.п но	1	1
423	как таковой	2	1
424	смысловой стороны	3	1
425	и формальной	1	1
426	как с	1	1
427	он стремится	1	1
428	как единство	3	1
429	только что	7	1
430	и свою	1	1
431	теория познания	1	1
432	сознании в	1	1
433	самого себя	1	1
434	факта что	4	1
435	своей функции	1	1
436	т.е к	1	1
437	переходит в	1	1
438	зависит от	2	1
439	его построения	2	1
440	эту мысль	1	1
441	т.е в	1	1
442	за исключением	1	1
443	эта мысль	3	1
444	на том	2	1
445	не за	1	1
446	живет в	3	1
447	и функция	1	1
448	т.е мысль	1	1
449	на ее	2	1
450	она в	1	1
451	значение для	3	1
452	человек это	1	1
453	во власти	3	1
454	нашей работы	8	1
455	это открытие	1	1
456	здесь то	1	1
457	смысле слова	6	1
458	всей полноте	1	1
459	развивается по	1	1
460	не будем	1	1
461	он как	4	1
462	и должно	1	1
463	отношения к	3	1
464	нет места	1	1
465	его содержание	1	1
466	желания и	2	1
467	момента в	1	1
468	факта но	1	1
469	и менее	1	1
470	несмотря на	6	1
471	познания не	1	1
472	что делает	1	1
473	мысль в	2	1
474	нечто подобное	3	1
475	ли его	1	1
476	которых он	3	1
477	из всех	3	1
478	и наконец	3	1
479	или с	1	1
480	всех остальных	3	1
481	он начинает	1	1
482	и теоретической	1	1
483	самому своему	2	1
484	для всего	3	1
485	может возникнуть	1	1
486	это значит	1	1
487	относятся к	2	1
488	хотя и	2	1
489	содержит в	1	1
490	по принципу	1	1
491	не падает	2	1
492	и из	2	1
493	как раз	8	1
494	нам остается	2	1
495	может казаться	1	1
496	целому и	2	1
497	основных моментов	1	1
498	начинает служить	1	1
499	к такому	1	1
500	быть представлен	1	1
501	с чем	2	1
502	ней но	1	1
503	ее в	3	1
504	а затем	5	1
505	и говорить	1	1
506	зрения той	1	1
507	находятся в	1	1
508	поэтому в	3	1
509	и сама	1	1
510	можно сказать	6	1
511	значит не	1	1
512	не являются	1	1
513	сознания это	1	1
514	к выводу	10	1
515	являются здесь	1	1
516	науки и	1	1
517	а есть	1	1
518	одно из	3	1
519	употребляемый в	1	1
520	в отношении	14	1
521	абстрактному мышлению	1	1
522	другими и	1	1
523	могу согласиться	1	1
524	однако он	1	1
525	его от	1	1
526	в результате	7	1
527	или иную	1	1
528	здесь в	1	1
529	этого момента	1	1
530	не от	1	1
531	приспособиться к	3	1
532	смысле этого	6	1
533	им с	1	1
534	противоречие между	1	1
535	развития оно	1	1
536	противоречие с	1	1
537	от до	4	1
538	вывод о	1	1
539	бы что	4	1
540	с собой	5	1
541	в третьем	1	1
542	основана на	1	1
543	что между	4	1
544	функции в	4	1
545	другого как	2	1
546	с отвлеченной	1	1
547	нельзя их	1	1
548	лежит в	3	1
549	нашего исследования	8	1
550	с действительностью	6	1
551	она становится	2	1
552	связь с	2	1
553	в конечном	4	1
554	чем в	1	1
555	него в	1	1
556	в зависимости	8	1
557	этого единства	1	1
558	ее содержания	1	1
559	бы только	1	1
560	и даже	5	1
561	к его	3	1
562	имеет смысл	1	1
563	поведения но	1	1
564	бы для	1	1
565	вместо того	3	1
566	действием и	2	1
567	факторов и	1	1
568	до этого	1	1
569	в которой	6	1
570	истории философии	1	1
571	или в	2	1
572	в первом	2	1
573	оно ни	1	1
574	когда оно	1	1
575	именно оно	1	1
576	имеет для	1	1
577	и с	10	1
578	от своего	1	1
579	с ней	3	1
580	власти его	1	1
581	и можно	1	1
582	освобождения от	1	1
583	как таковая	2	1
584	проблемы в	1	1
585	это положение	5	1
586	показать что	7	1
587	это содержание	1	1
588	и социальные	1	1
589	оторванный от	3	1
590	и чисто	1	1
591	можно быть	1	1
592	нельзя быть	1	1
593	стороны его	1	1
594	месте и	2	1
595	стороне и	1	1
596	сделать в	1	1
597	тремя специальными	1	1
598	которые как	1	1
599	отрыв от	1	1
600	может присоединиться	1	1
601	уже приведенным	1	1
602	существует все	1	1
603	т.е из	1	1
604	она является	1	1
605	себя уже	1	1
606	а то	1	1
607	ней в	2	1
608	всю жизнь	1	1
609	и будет	1	1
610	превращается в	3	1
611	мышлением и	7	1
612	себя из	1	1
613	до степени	1	1
614	конечном счете	4	1
615	здесь же	1	1
616	исходить из	1	1
617	но эту	1	1
618	между прочим	1	1
619	более что	1	1
620	отвлеченной точки	1	1
621	и исторической	1	1
622	в стороне	2	1
623	всеми своими	1	1
624	этом последнем	1	1
625	является вовсе	2	1
626	своей структуре	2	1
627	к таким	1	1
628	в какой	5	1
629	и превращает	1	1
630	это дело	2	1
631	к действительному	1	1
632	факта для	1	1
633	как о	2	1
634	бы один	1	1
635	как не	1	1
636	на закон	1	1
637	их в	6	1
638	быть понято	1	1
639	а именно	2	1
640	выражения и	1	1
641	которые могут	1	1
642	эта функция	1	1
643	и так	1	1
644	вместе с	14	1
645	и вопрос	1	1
646	на этом	3	1
647	в этих	3	1
648	для решения	1	1
649	современный кризис	1	1
650	и этих	1	1
651	этим самым	1	1
652	единство сознания	2	1
653	в живой	1	1
654	и включает	1	1
655	положение этого	1	1
656	связи между	3	1
657	т.е как	1	1
658	и утверждается	1	1
659	мы только	2	1
660	приводит к	8	1
661	на все	5	1
662	предмета и	1	1
663	и конкретной	1	1
664	остановимся на	1	1
665	полноте и	1	1
666	и переживания	2	1
667	отличается от	1	1
668	между собой	5	1
669	больше и	1	1
670	который не	2	1
671	представляется нам	1	1
672	к единству	4	1
673	котором говорит	1	1
674	по самому	2	1
675	между ними	2	1
676	полагать что	1	1
677	предмету но	1	1
678	зависимости от	8	1
679	следовательно и	1	1
680	чтобы охватить	1	1
681	как индивидуальная	1	1
682	мир и	1	1
683	на его	1	1
684	в известном	4	1
685	к человеку	1	1
686	к признанию	2	1
687	точек зрения	1	1
688	своей мысли	1	1
689	основных линий	2	1
690	делает его	1	1
691	его никогда	1	1
692	и психологического	2	1
693	для нашей	1	1
694	бы совершенно	1	1
695	об этом	6	1
696	единство и	1	1
697	в эту	4	1
698	основных чертах	1	1
699	и таким	2	1
700	но к	1	1
701	к тому	10	1
702	в одной	3	1
703	время является	1	1
704	сих пор	4	1
705	научных и	1	1
706	мысли в	6	1
707	действительности и	4	1
708	относиться к	1	1
709	она только	1	1
710	действительности а	2	1
711	еще одной	1	1
712	только для	6	1
713	действительность и	2	1
714	с этим	8	1
715	другим как	1	1
716	что эти	3	1
717	остается в	2	1
718	перестает быть	1	1
719	мышления нет	1	1
720	должен был	1	1
721	бы постоянно	1	1
722	во всяком	6	1
723	только от	2	1
724	именно как	1	1
725	не сумел	1	1
726	два мира	1	1
727	в жизнь	2	1
728	по количеству	1	1
729	существенный момент	1	1
730	как таковому	2	1
731	нуждается в	2	1
732	о примате	1	1
733	из только	1	1
734	мы можем	11	1
735	но такого	1	1
736	это с	1	1
737	не является	16	1
738	не существует	4	1
739	но с	3	1
740	только к	1	1
741	а к	2	1
742	жизни а	1	1
743	часть нашего	2	1
744	это различение	1	1
745	и живущего	1	1
746	в действительности	1	1
747	приводит его	2	1
748	что мы	9	1
749	значит что	1	1
750	он вступает	1	1
751	это понятие	2	1
752	мы поэтому	1	1
753	на один	1	1
754	она должна	4	1
755	которую мы	6	1
756	совершенно иной	1	1
757	не имеют	1	1
758	его принципы	1	1
759	действие которое	1	1
760	их развития	1	1
761	и мысли	2	1
762	мы уже	7	1
763	установить между	1	1
764	что мне	1	1
765	вне поля	2	1
766	представление что	2	1
767	во все	3	1
768	предмет в	1	1
769	время от	1	1
770	совпадает с	1	1
771	другими словами	1	1
772	действительности это	1	1
773	здесь-то и	1	1
774	всяком случае	5	1
775	остается чисто	1	1
776	путем чисто	1	1
777	его активности	1	1
778	его не	3	1
779	который по	2	1
780	с определенной	1	1
781	этом ее	2	1
782	также и	2	1
783	ту же	3	1
784	но эти	1	1
785	предметов и	1	1
786	другом в	2	1
787	этом пути	1	1
788	существенно не	2	1
789	только так	1	1
790	и другой	1	1
791	он находится	2	1
792	биологический и	1	1
793	и оно	1	1
794	конкретное многообразие	1	1
795	нашей мысли	2	1
796	мы должны	11	1
797	мы наблюдали	1	1
798	по поводу	5	1
799	делает возможным	1	1
800	слова и	5	1
801	поэтому мы	1	1
802	и логическое	2	1
803	с которой	2	1
804	когда он	5	1
805	сознании и	1	1
806	только тогда	4	1
807	и теперь	2	1
808	живет и	1	1
809	можно сделать	1	1
810	не могло	5	1
811	себя для	1	1
812	только на	1	1
813	должны быть	2	1
814	между отдельными	3	1
815	он должен	4	1
816	не с	2	1
817	может служить	1	1
818	в противоречие	1	1
819	за собой	4	1
820	его делает	1	1
821	но сам	2	1
822	кризис в	1	1
823	в различных	1	1
824	самое что	1	1
825	связь между	10	1
826	отношений между	4	1
827	всего что	1	1
828	в форме	1	1
829	и желания	1	1
830	же самое	4	1
831	этого факта	3	1
832	ряда это	1	1
833	говоря о	1	1
834	главным образом	2	1
835	и до	5	1
836	ту или	2	1
837	пр и	1	1
838	что ее	1	1
839	в истории	7	1
840	по своей	9	1
841	относит и	1	1
842	это может	1	1
843	цели и	1	1
844	себе в	1	1
845	свою очередь	3	1
846	как таковую	1	1
847	признать что	3	1
848	еще на	4	1
849	возникнуть и	1	1
850	когда мы	2	1
851	как из	1	1
852	единицы и	1	1
853	человека одной	1	1
854	ибо он	1	1
855	не само	1	1
856	поскольку оно	1	1
857	его они	1	1
858	же на	1	1
859	но мы	4	1
860	мышления она	1	1
861	моментом не	1	1
862	эта ошибка	1	1
863	живой жизни	1	1
864	вообще и	2	1
865	по всей	2	1
866	это позволяет	1	1
867	к ней	1	1
868	известном смысле	3	1
869	мышления но	6	1
870	не для	1	1
871	он принципиально	1	1
872	я с	1	1
873	оно должно	1	1
874	следует что	1	1
875	является еще	1	1
876	к следующему	1	1
877	и никогда	1	1
878	этой книги	2	1
879	и каждая	1	1
880	своей жизни	1	1
881	если мы	8	1
882	теоретических и	1	1
883	этих последних	1	1
884	а скорее	2	1
885	и во	1	1
886	той же	4	1
887	и др	5	1
888	это приводит	1	1
889	факта его	2	1
890	отдельному предмету	1	1
891	не задает	1	1
892	о его	1	1
893	игра в	1	1
894	переведено на	1	1
895	одной из	4	1
896	совершенно иначе	1	1
897	ведь если	1	1
898	что может	5	1
899	и подчиняется	1	1
900	точки для	1	1
901	в нашем	3	1
902	значительной степени	2	1
903	находится в	2	1
904	целом в	2	1
905	согласиться с	1	1
906	от времени	1	1
907	будем говорить	1	1
908	в первой	3	1
909	и от	4	1
910	его только	1	1
911	что все	8	1
912	мы будем	2	1
913	с которым	1	1
914	столь же	8	1
915	том же	4	1
916	в непосредственной	1	1
917	он пытается	2	1
918	это что	1	1
919	мысли как	4	1
920	что она	6	1
921	по направлению	1	1
922	в данной	1	1
923	к пониманию	3	1
924	само это	1	1
925	такой же	3	1
926	и о	1	1
927	в значительной	2	1
928	мысли но	3	1
929	одна из	1	1
930	что именно	3	1
931	на то	11	1
932	так называемые	1	1
933	здесь и	3	1
934	мышление в	5	1
935	коренным образом	1	1
936	это факт	1	1
937	философских построений	1	1
938	от них	2	1
939	зрения теоретической	1	1
940	и по	3	1
941	деятельность есть	1	1
942	мышление но	1	1
943	все другие	2	1
944	с действительно	3	1
945	это в	1	1
946	или не	1	1
947	к другим	1	1
948	оставить в	3	1
949	впервые возможным	1	1
950	является только	1	1
951	сведено к	3	1
952	понятие о	2	1
953	к этим	3	1
954	друг друга	5	1
955	в мышлении	3	1
956	не мог	1	1
957	к совершенно	1	1
958	как если	3	1
959	в движении	1	1
960	в системе	1	1
961	того же	1	1
962	человека но	1	1
963	не просто	1	1
964	мы пытаемся	2	1
965	которой мы	3	1
966	в один	4	1
967	само по	3	1
968	оторванное от	2	1
969	если это	2	1
970	не можем	3	1
971	но сама	1	1
972	и т.п	5	1
973	действительно в	1	1
974	как мы	11	1
975	мысли и	7	1
976	этого конечно	1	1
977	как некоторый	1	1
978	не к	3	1
979	или другой	2	1
980	а эти	2	1
981	здесь этот	1	1
982	себя но	1	1
983	во второй	1	1
