N	2gram	Medvedev_V	Problemy
601	уже сама	1	2
602	человека а	1	2
603	не был	1	2
604	братьев карамазовых	2	2
605	и быть	2	2
606	ли это	2	2
607	в лучшем	1	2
608	и речи	1	2
609	благодаря чему	1	2
610	плана и	3	2
611	оно и	1	2
612	у которого	1	2
613	к каждому	1	2
614	что для	4	2
615	них не	4	2
616	художественного произведения	6	2
617	и следует	1	2
618	отнюдь не	4	2
619	явления в	2	2
620	плане и	1	2
621	радости и	1	2
622	не случайно	1	2
623	романы достоевского	1	2
624	в статье	4	2
625	в особенности	2	2
626	к сожалению	2	2
627	же самый	1	2
628	романа с	1	2
629	прямо и	1	2
630	а потому	1	2
631	и этот	2	2
632	они и	2	2
633	эти определения	1	2
634	тогда когда	2	2
635	как один	1	2
636	смысле слова	2	2
637	ничего он	1	2
638	освободиться от	1	2
639	и внешнего	1	2
640	к сознанию	1	2
641	для них	2	2
642	разобраться в	2	2
643	одну и	1	2
644	сюжета и	2	2
645	этой точки	2	2
646	иметь в	2	2
647	их и	4	2
648	произведения в	7	2
649	сущности в	1	2
650	эти явления	2	2
651	к его	2	2
652	опирается на	1	2
653	не имеет	1	2
654	собою в	1	2
655	что вам	1	2
656	авантюрного романа	1	2
657	в которые	1	2
658	лишь те	1	2
659	как рассказ	1	2
660	он пишет	9	2
661	художественный образ	5	2
662	еще и	2	2
663	со всех	1	2
664	в свою	1	2
665	в значительной	3	2
666	по сравнению	1	2
667	с которой	1	2
668	не могло	1	2
669	и ему	1	2
670	целый ряд	1	2
671	же если	1	2
672	в истории	1	2
673	вот этот	1	2
674	и изобразить	2	2
675	и идеи	1	2
676	заметить что	1	2
677	автор не	1	2
678	в образе	2	2
679	с нею	2	2
680	идей и	3	2
681	из него	1	2
682	действительности не	1	2
683	жизни не	1	2
684	образы и	5	2
685	ответ на	1	2
686	в прямом	1	2
687	произведения как	6	2
688	этот процесс	3	2
689	в поэзии	1	2
690	противоречия и	1	2
691	п все	1	2
692	образ а	1	2
693	данте и	1	2
694	для нас	1	2
695	видеть в	3	2
696	например рассказ	1	2
697	чем он	1	2
698	это явления	1	2
699	в движение	1	2
700	громадное значение	1	2
701	материал для	1	2
702	образом в	3	2
703	от всех	1	2
704	с теми	1	2
705	вот это	2	2
706	когда все	1	2
707	в стороне	1	2
708	бы быть	1	2
709	несколько часов	1	2
710	в какой	1	2
711	е не	1	2
712	является не	4	2
713	и художественного	3	2
714	должен быть	4	2
715	единство и	1	2
716	не все	1	2
717	сознанию и	1	2
718	еще до	1	2
719	и тех	1	2
720	удобства и	1	2
721	и эти	1	2
722	и ни	1	2
723	нами явления	1	2
724	но она	1	2
725	не следует	8	2
726	ним не	1	2
727	художником и	1	2
728	всех его	2	2
729	же самое	2	2
730	как обычное	1	2
731	в книге	2	2
732	к ней	1	2
733	данного произведения	3	2
734	элементов в	1	2
735	для такого	1	2
736	и благодаря	1	2
737	выражения в	1	2
738	произведения не	2	2
739	даже из	1	2
740	или точнее	1	2
741	к идее	1	2
742	не к	1	2
743	в три	1	1
744	если так	1	1
745	еще раз	1	1
746	можно говорить	1	1
747	и мира	1	1
748	этого в	1	1
749	субъективного порядка	1	1
750	все герои	1	1
751	этому плану	1	1
752	всего не	2	1
753	на эти	2	1
754	типа как	1	1
755	роль и	1	1
756	которые не	1	1
757	творчества в	8	1
758	к этой	1	1
759	главное для	1	1
760	всего человека	1	1
761	к страхову	1	1
762	познания и	4	1
763	в сферу	1	1
764	совершенно очевидно	1	1
765	боролся с	1	1
766	или иных	1	1
767	важно следующее	1	1
768	д но	1	1
769	в применении	1	1
770	однако и	1	1
771	творчества для	1	1
772	стиль в	1	1
773	формы в	1	1
774	следует что	2	1
775	быть а	1	1
776	строго говоря	1	1
777	неизбежно приводит	1	1
778	отсюда как	1	1
779	этого замысла	2	1
780	предполагает наличие	1	1
781	в частном	1	1
782	и цельной	1	1
783	тургенев не	1	1
784	и достоевский	2	1
785	не являются	1	1
786	художественные единства	1	1
787	случае он	1	1
788	а другие	1	1
789	в живом	1	1
790	существу своему	1	1
791	свой образ	1	1
792	у пушкина	2	1
793	всей ее	1	1
794	и самые	1	1
795	своего мастерства	1	1
796	в художественную	1	1
797	я всегда	1	1
798	произведений но	1	1
799	а во-вторых	2	1
800	и каково	1	1
801	проблемы в	1	1
802	на свою	1	1
803	мысль о	2	1
804	его произведений	2	1
805	но по	1	1
806	каждом отдельном	2	1
807	другие наоборот	1	1
808	замысел как	1	1
809	сложнее в	1	1
810	конструктивных элементов	1	1
811	начинается с	2	1
812	что по	1	1
813	в точном	2	1
814	и лежит	1	1
815	что действие	2	1
816	критического анализа	1	1
817	другом месте	2	1
818	отдельные этапы	1	1
819	мы только	1	1
820	только для	2	1
821	своем творчестве	3	1
822	для их	1	1
823	это предвосхищение	1	1
824	верно определяет	1	1
825	себя свою	1	1
826	не его	1	1
827	и художественная	1	1
828	общественной идеологии	1	1
829	художественное произведение	7	1
830	так например	2	1
831	и свою	1	1
832	обращение к	1	1
833	связано с	1	1
834	от различных	2	1
835	достоевского таким	1	1
836	также что	2	1
837	а вместе	1	1
838	в дальнейшем	1	1
839	от обычного	1	1
840	восприятия и	2	1
841	это с	1	1
842	на этой	1	1
843	всю его	1	1
844	а порой	1	1
845	обработка его	1	1
846	этой почве	1	1
847	и повести	1	1
848	эти идеи	1	1
849	функцию но	1	1
850	бы значительно	1	1
851	действительности как	1	1
852	говорить не	3	1
853	этот учет	1	1
854	но то	2	1
855	не подчиненными	1	1
856	искусства и	2	1
857	не признать	1	1
858	действительности он	1	1
859	неизбежно приходит	1	1
860	сознания в	1	1
861	тенденция его	1	1
862	к музыке	1	1
863	приходит к	1	1
864	предисловии к	1	1
865	говорит что	1	1
866	не обязательно	1	1
867	словесного выражения	2	1
868	уже есть	1	1
869	возникает ряд	1	1
870	в чистом	1	1
871	мере не	1	1
872	мы полагаем	1	1
873	пока он	1	1
874	и дает	1	1
875	оказывается перед	1	1
876	так то	1	1
877	к ним	2	1
878	вообще и	2	1
879	они всегда	1	1
880	они должны	2	1
881	не укладывающаяся	1	1
882	ли она	1	1
883	чего он	1	1
884	момент в	3	1
885	который в	2	1
886	по поводу	4	1
887	в противном	2	1
888	материалов и	1	1
889	мере для	1	1
890	элементы сознания	1	1
891	в пользу	2	1
892	уже по	2	1
893	их внутреннего	1	1
894	говорит следующее	4	1
895	то вполне	1	1
896	основное и	1	1
897	в реакции	1	1
898	характерно что	1	1
899	он носит	1	1
900	форму его	1	1
901	образом на	1	1
902	борьба за	1	1
903	искусства не	2	1
904	говорит как	1	1
905	положение его	1	1
906	может обойтись	1	1
907	этом плане	1	1
908	отношении очень	1	1
909	укладывающаяся в	1	1
910	видели что	3	1
911	ее и	1	1
912	своими героями	2	1
913	образа с	1	1
914	в научной	1	1
915	а наоборот	1	1
916	время работы	1	1
917	отражение в	1	1
918	от его	2	1
919	похожи на	1	1
920	его самого	1	1
921	соучастие в	1	1
922	определяет как	1	1
923	не говоря	1	1
924	время и	1	1
925	внимание на	2	1
926	замысел его	1	1
927	в состоянии	1	1
928	тургенев в	1	1
929	получает в	2	1
930	через это	2	1
931	своей социальной	1	1
932	к творчеству	1	1
933	и основной	1	1
934	его себе	1	1
935	проявляется в	1	1
936	из моментов	1	1
937	достоевском по	1	1
938	после этого	2	1
939	и через	2	1
940	значит не	1	1
941	место для	1	1
942	в кабинете	1	1
943	если есть	1	1
944	как пародия	2	1
945	произведении но	1	1
946	всей полноты	1	1
947	такое понимание	2	1
948	говорит в	3	1
949	сознания на	1	1
950	первых и	1	1
951	из приведенных	3	1
952	проявления этой	1	1
953	концепции но	1	1
954	идеологического романа	1	1
955	и объективно	1	1
956	остается подвести	1	1
957	этим и	1	1
958	это мы	3	1
959	и чисто	1	1
960	о внутреннем	1	1
961	своей работы	1	1
962	и строится	1	1
963	и непосредственное	1	1
964	ничего и	1	1
965	и сводится	4	1
966	точном смысле	2	1
967	или иная	3	1
968	свое сознание	1	1
969	своего класса	2	1
970	в связи	4	1
971	их он	1	1
972	по одному	2	1
973	художественном произведении	4	1
974	окончательный итог	1	1
975	мыслит и	1	1
976	долго и	1	1
977	чем иным	1	1
978	глубокая и	1	1
979	и вместе	1	1
980	может протекать	1	1
981	иным как	1	1
982	нет нужды	1	1
983	наташи ростовой	1	1
984	вещью он	1	1
985	о если	1	1
986	ими самими	1	1
987	конкретные художественные	1	1
988	д наконец	1	1
989	его значение	1	1
990	а только	1	1
991	могло бы	2	1
992	на другом	1	1
993	это определение	1	1
994	автора на	1	1
995	вмешивается в	1	1
996	для правильного	1	1
997	из другого	1	1
998	и отсюда	1	1
999	же направлении	1	1
1000	замысла а	1	1
1001	сознания а	1	1
1002	две категории	1	1
1003	но между	1	1
1004	своих корреспондентов	1	1
1005	видеть мир	2	1
1006	говорил о	1	1
1007	за этими	1	1
1008	в философии	4	1
1009	в обычных	1	1
1010	у них	2	1
1011	только материал	1	1
1012	исключительное значение	1	1
1013	в работе	3	1
1014	личности и	1	1
1015	бытием и	1	1
1016	действующих лиц	5	1
1017	и тем	1	1
1018	для художника	5	1
1019	идет в	1	1
1020	как это	12	1
1021	понимает и	1	1
1022	еще из	1	1
1023	всех других	3	1
1024	не приходится	2	1
1025	его художественной	1	1
1026	хотя в	1	1
1027	и миром	1	1
1028	подробный анализ	1	1
1029	часто не	2	1
1030	ни одна	2	1
1031	даже не	2	1
1032	вопрос что	1	1
1033	целом т	1	1
1034	второму типу	1	1
1035	видения мира	1	1
1036	ними в	1	1
1037	почти каждый	1	1
1038	например не	2	1
1039	толстой но	1	1
1040	творческой работы	1	1
1041	свою идею	1	1
1042	один тип	1	1
1043	и никогда	2	1
1044	главным образом	7	1
1045	что есть	1	1
1046	их к	1	1
1047	приводят к	1	1
1048	и синтеза	1	1
1049	всех сторон	1	1
1050	творчестве он	2	1
1051	стоит только	1	1
1052	романтического типа	1	1
1053	если они	2	1
1054	одной стороны	2	1
1055	приходится признать	1	1
1056	что главное	1	1
1057	или иного	1	1
1058	планов его	1	1
1059	каждого из	1	1
1060	действительной жизни	3	1
1061	мира его	1	1
1062	нее не	1	1
1063	не отличается	1	1
1064	и самый	1	1
1065	эту задачу	1	1
1066	и ту	1	1
1067	замысел а	1	1
1068	индивидуальности таким	1	1
1069	в кругу	1	1
1070	всего произведения	4	1
1071	художник как	2	1
1072	в частности	12	1
1073	взгляд на	1	1
1074	она к	1	1
1075	к лицу	1	1
1076	в процесс	1	1
1077	даже несколько	1	1
1078	его мнению	1	1
1079	этой проблемы	3	1
1080	этой реплики	1	1
1081	как характеризует	1	1
1082	что этим	1	1
1083	тем свободнее	1	1
1084	если в	2	1
1085	многообразие и	1	1
1086	и стиль	1	1
1087	образа в	2	1
1088	не чем	1	1
1089	как идеи	1	1
1090	и менее	1	1
1091	говорит и	8	1
1092	типа мы	1	1
1093	все зависит	1	1
1094	сюда относится	1	1
1095	и из	1	1
1096	и наглядно	1	1
1097	о творчестве	2	1
1098	мысли а	1	1
1099	плана в	2	1
1100	так будто	1	1
1101	утверждает что	3	1
1102	пор не	1	1
1103	с каждым	1	1
1104	в логике	1	1
1105	бежит в	1	1
1106	этого типа	3	1
1107	творчество как	3	1
1108	него был	1	1
1109	за это	1	1
1110	связанная с	1	1
1111	так или	1	1
1112	этого процесса	1	1
1113	он несколько	1	1
1114	где же	1	1
1115	что должно	1	1
1116	наблюдений над	1	1
1117	смысла и	1	1
1118	это положение	1	1
1119	заключается в	2	1
1120	вступает с	1	1
1121	с целью	1	1
1122	и мучительно	1	1
1123	им во	1	1
1124	но вот	2	1
1125	развития в	1	1
1126	если это	1	1
1127	превращаются в	1	1
1128	мере во	1	1
1129	можно назвать	1	1
1130	характер этого	1	1
1131	ними не	1	1
1132	в творческом	3	1
1133	сознания при	1	1
1134	явлений и	3	1
1135	для воплощения	1	1
1136	тема произведения	1	1
1137	о котором	1	1
1138	сравнению с	1	1
1139	преломленная в	2	1
1140	со стороны	1	1
1141	различных авторов	1	1
1142	в известном	1	1
1143	диалектического развития	2	1
1144	в следующей	1	1
1145	внутреннюю логику	2	1
1146	типа достаточно	1	1
1147	в каком	1	1
1148	на своем	1	1
1149	очень богатой	1	1
1150	ничего общего	1	1
1151	сейчас же	1	1
1152	на тех	1	1
1153	слова к	1	1
1154	которых слово	1	1
1155	сразу и	1	1
1156	творчества они	1	1
1157	нет ничего	1	1
1158	наконец и	1	1
1159	как художественное	1	1
1160	художника ведь	1	1
1161	вот почему	5	1
1162	в прозе	1	1
1163	ему принадлежит	1	1
1164	не видеть	1	1
1165	которые обычно	2	1
1166	гоголя в	1	1
1167	что мы	2	1
1168	несколько иной	1	1
1169	из элементов	3	1
1170	постепенно и	1	1
1171	его содержания	1	1
1172	и социальной	2	1
1173	единства в	1	1
1174	относится к	2	1
1175	лежат в	1	1
1176	и чужое	1	1
1177	на основе	5	1
1178	и поэтому	1	1
1179	художественных произведений	1	1
1180	это только	4	1
1181	том как	3	1
1182	основе этого	1	1
1183	которое не	1	1
1184	воли является	1	1
1185	остается только	1	1
1186	только один	1	1
1187	процессе этого	1	1
1188	творчество не	1	1
1189	в итоге	1	1
1190	эта мысль	1	1
1191	приводит в	1	1
1192	часто вопреки	1	1
1193	своей работе	1	1
1194	от других	1	1
1195	с очень	1	1
1196	в авторской	3	1
1197	еще больше	1	1
1198	типы и	1	1
1199	это имеет	1	1
1200	образом даже	2	1
1201	связанных с	1	1
1202	сюжетов и	2	1
1203	потому и	1	1
1204	имеем в	1	1
1205	рассказ а	1	1
1206	потом в	1	1
1207	действительности если	1	1
1208	которые его	1	1
1209	в данной	1	1
1210	первая основная	1	1
1211	и многих	2	1
1212	только результат	1	1
1213	ставил и	1	1
1214	говорил что	3	1
1215	перед необходимостью	1	1
1216	его действительной	1	1
1217	или иными	1	1
1218	формы для	1	1
1219	деле в	1	1
1220	этот последний	1	1
1221	для достижения	1	1
1222	данного героя	1	1
1223	является только	1	1
1224	является уже	1	1
1225	над отдельными	1	1
1226	и диалектической	1	1
1227	его творческой	1	1
1228	к полному	1	1
1229	чисто технические	1	1
1230	в классической	1	1
1231	я то	1	1
1232	говорит достоевский	1	1
1233	что автор	1	1
1234	отсюда следует	1	1
1235	в более	1	1
1236	содержания а	1	1
1237	о его	2	1
1238	гораздо сложнее	1	1
1239	может не	2	1
1240	не материал	1	1
1241	как идеолога	1	1
1242	ни с	2	1
1243	без них	2	1
1244	как у	2	1
1245	зависит от	2	1
1246	бы еще	2	1
1247	том числе	2	1
1248	до последних	1	1
1249	от жизни	1	1
1250	нет например	1	1
1251	мы имеем	3	1
1252	быть отнесены	1	1
1253	хотя у	1	1
1254	художников слова	1	1
1255	или с	1	1
1256	своих романов	1	1
1257	произведения или	1	1
1258	полагаем что	1	1
1259	и точно	1	1
1260	из своих	2	1
1261	лицом к	1	1
1262	нет это	1	1
1263	сходятся в	1	1
1264	таком случае	1	1
1265	два примера	1	1
1266	творчества он	1	1
1267	в ином	1	1
1268	здесь можно	1	1
1269	даже самая	2	1
1270	в таких	1	1
1271	и непосредственно	2	1
1272	что ни	2	1
1273	не выражается	1	1
1274	ее нельзя	1	1
1275	судьбу как	1	1
1276	является таким	1	1
1277	относится например	1	1
1278	а о	2	1
1279	в свои	1	1
1280	не поддаются	1	1
1281	или иначе	1	1
1282	что будет	1	1
1283	и которая	1	1
1284	же по	1	1
1285	раз навсегда	1	1
1286	единой и	1	1
1287	в ту	1	1
1288	слова все	1	1
1289	и сложнее	1	1
1290	полный и	1	1
1291	очень много	1	1
1292	эта способность	2	1
1293	нас к	1	1
1294	может только	1	1
1295	плане же	1	1
1296	и полный	1	1
