N	2gram	Ircho_Kome	Mirosoze
459	к самому	1	2
460	и обнаруживает	1	2
461	даже до	1	2
462	не менее	6	2
463	только для	1	2
464	жизни к	1	2
465	если в	3	2
466	не могли	2	2
467	в действительности	4	2
468	которой он	2	2
469	все к	1	2
470	в глаза	1	2
471	у самого	1	2
472	и своим	1	2
473	и другой	1	2
474	из себя	1	2
475	между двумя	1	2
476	но они	2	2
477	за собой	3	2
478	с другой	7	2
479	ни одного	2	2
480	ее как	1	2
481	они должны	1	2
482	быть в	1	2
483	во всей	1	2
484	от них	3	2
485	были в	2	2
486	а мы	2	2
487	нет никаких	1	2
488	того же	4	2
489	то в	1	2
490	возвращение к	1	2
491	творческого пути	1	2
492	такого рода	6	2
493	начала и	1	2
494	и чрезвычайно	1	2
495	это отношение	1	2
496	ты не	1	2
497	после этого	3	2
498	через всю	1	2
499	связи с	3	2
500	не о	1	2
501	человек а	1	2
502	также в	3	2
503	цивилизации и	1	2
504	достигает вершины	1	2
505	достигает своего	1	2
506	что их	1	2
507	были у	1	2
508	не означает	2	2
509	его творчества	4	2
510	можно сделать	3	2
511	от которых	1	2
512	что эта	1	2
513	потребность в	1	2
514	себя на	1	2
515	не раз	3	2
516	и каждый	1	2
517	этом они	1	2
518	этих словах	1	2
519	столь же	9	2
520	бы быть	1	2
521	его к	1	2
522	а как	1	2
523	речи о	1	2
524	во время	11	2
525	и ее	5	2
526	нее не	1	2
527	наше время	2	2
528	средством для	1	2
529	вопросы о	1	2
530	был очень	1	2
531	для торжества	1	2
532	на западе	1	2
533	с такой	2	2
534	своих героев	1	2
535	освободиться от	1	2
536	в сущности	3	2
537	сам по	1	2
538	разного рода	1	2
539	человека во	1	2
540	же что	1	2
541	подобно тому	1	2
542	и страх	1	2
543	и они	1	2
544	если не	1	2
545	от своего	1	2
546	так называемый	1	2
547	их в	1	2
548	в мыслях	1	2
549	ему в	2	2
550	был одним	1	2
551	них нельзя	1	2
552	них он	1	2
553	ему и	2	2
554	в душу	1	2
555	в каком	1	2
556	бросается в	1	2
557	который с	1	2
558	ни у	1	2
559	не имеют	1	2
560	относится к	2	2
561	быть не	1	2
562	свою вину	2	2
563	и уже	2	2
564	у других	4	2
565	целый ряд	2	2
566	связанной с	1	2
567	нем не	1	2
568	дано было	1	2
569	этого слова	1	2
570	правда в	3	2
571	только потому	2	2
572	многие из	3	2
573	его как	1	2
574	бы его	1	2
575	вокруг которого	1	2
576	которому он	1	2
577	которым он	1	2
578	нас не	2	2
579	в последней	1	2
580	тем он	1	2
581	на что	1	2
582	этом отношении	3	2
583	в основании	1	2
584	о нем	1	2
585	ее в	2	2
586	что во	1	2
587	со своим	6	2
588	на самом	1	2
589	же не	2	2
590	смысле этого	1	2
591	с их	4	2
592	на пиру	1	2
593	не принимает	1	2
594	в свои	4	2
595	с человеком	1	2
596	и без	3	2
597	к жизни	1	2
598	в какой	2	2
599	за которым	1	2
600	было достаточно	1	2
601	я даже	1	2
602	перед собой	1	2
603	к своему	1	2
604	человека чем	1	2
605	это было	5	2
606	ибо и	1	2
607	за его	1	2
608	бы ни	1	2
609	к одному	1	2
610	собственного мнения	1	2
611	ко всему	2	2
612	динамике в	1	2
613	и других	7	2
614	не по	5	2
615	е в	2	2
616	отказ от	1	2
617	этого не	1	2
618	было еще	1	2
619	веры в	1	2
620	тем самым	1	2
621	можно найти	2	2
622	на всю	3	2
623	у нее	2	2
624	человека из	1	2
625	и о	3	2
626	начале xx	1	2
627	которые в	3	2
628	бы он	1	2
629	же можно	1	2
630	или иной	1	2
631	очень трудно	1	2
632	все более	4	2
633	его творчество	3	2
634	как для	1	2
635	мира в	5	2
636	в отношения	1	1
637	который оставался	1	1
638	и сравнительно	2	1
639	для всех	5	1
640	из сторон	1	1
641	только что	2	1
642	не знающих	1	1
643	даже в	3	1
644	в финале	2	1
645	или нет	1	1
646	сам автор	3	1
647	с утра	1	1
648	и простой	1	1
649	это имело	1	1
650	за всех	1	1
651	в последнюю	1	1
652	другой стороны	6	1
653	плане в	1	1
654	что народ	2	1
655	своего сына	1	1
656	внешней формы	1	1
657	в рамки	1	1
658	связь с	2	1
659	этим объясняется	3	1
660	в борьбе	1	1
661	а напротив	1	1
662	принадлежащими к	1	1
663	он имеет	1	1
664	стороне от	1	1
665	но все	4	1
666	имеет для	1	1
667	на такой	1	1
668	каким образом	1	1
669	две стихии	1	1
670	основы для	1	1
671	как об	1	1
672	из всего	2	1
673	народа это	1	1
674	места и	1	1
675	и другим	1	1
676	случае если	1	1
677	похож на	1	1
678	их из	1	1
679	на эту	1	1
680	ставит нас	1	1
681	дома и	1	1
682	по своим	1	1
683	в это	3	1
684	речь идет	6	1
685	не имели	1	1
686	для их	3	1
687	которые шли	1	1
688	людей с	1	1
689	обращение к	1	1
690	для исследования	2	1
691	казалось бы	3	1
692	основанный на	1	1
693	он совершает	1	1
694	сам же	1	1
695	ничего но	1	1
696	над собой	1	1
697	может отказаться	1	1
698	и государственного	1	1
699	в бытовом	1	1
700	и людей	2	1
701	всю его	1	1
702	внутри самой	1	1
703	восходит к	4	1
704	мире для	1	1
705	жизни эта	1	1
706	для выработки	1	1
707	это нам	1	1
708	ее у	1	1
709	не должен	1	1
710	одной стороны	5	1
711	в другом	5	1
712	из жизни	1	1
713	чуть не	1	1
714	которых не	2	1
715	и трудно	1	1
716	об отношении	2	1
717	что люди	1	1
718	говорить о	3	1
719	борьбе с	1	1
720	всего как	1	1
721	может служить	2	1
722	до вечера	1	1
723	и при	1	1
724	мне не	1	1
725	могущество и	1	1
726	а между	1	1
727	же его	1	1
728	хотел сказать	1	1
729	было сказано	1	1
730	всего этого	2	1
731	всегда и	1	1
732	сего не	1	1
733	друг на	1	1
734	но ни	1	1
735	как на	2	1
736	отношений и	1	1
737	самом начале	3	1
738	имя его	1	1
739	с именем	1	1
740	по которой	1	1
741	наряду с	7	1
742	тех случаях	1	1
743	это свойство	1	1
744	сущности и	1	1
745	одна десятая	1	1
746	во времена	2	1
747	же она	2	1
748	почти нет	1	1
749	как от	1	1
750	в зависимости	1	1
751	не умеет	1	1
752	это что	1	1
753	последних десятилетий	1	1
754	по поводу	7	1
755	шаг вперед	1	1
756	огромный шаг	1	1
757	к ее	2	1
758	не представляется	1	1
759	он претендует	1	1
760	чем это	2	1
761	или лучше	1	1
762	быта и	1	1
763	государством и	1	1
764	о ней	1	1
765	исправить дело	1	1
766	время для	1	1
767	лишь тогда	1	1
768	своего завершения	1	1
769	нашего времени	1	1
770	и одинаково	1	1
771	лишь они	1	1
772	эти люди	2	1
773	не противоречит	1	1
774	отец и	1	1
775	как две	2	1
776	поскольку в	1	1
777	толстого и	1	1
778	произведения и	1	1
779	в юности	1	1
780	жизни так	2	1
781	что новое	1	1
782	одной лишь	1	1
783	собой в	2	1
784	с одной	5	1
785	еще больше	1	1
786	творчестве в	1	1
787	конца в	1	1
788	не стремится	1	1
789	героев которые	1	1
790	творческих сил	1	1
791	то для	1	1
792	всех остальных	2	1
793	чувствовала себя	1	1
794	что иной	1	1
795	обычно не	1	1
796	связей и	1	1
797	на поверхность	1	1
798	которого он	1	1
799	культуры на	1	1
800	от начала	1	1
801	в тот	1	1
802	для своего	2	1
803	целью чтобы	1	1
804	общества в	1	1
805	человека хотя	1	1
806	стороны он	1	1
807	не больше	1	1
808	писателя мы	1	1
809	ли можно	3	1
810	того кому	1	1
811	но земля	1	1
812	раб или	1	1
813	бы только	1	1
814	об их	1	1
815	о спасении	1	1
816	на себя	5	1
817	государства и	2	1
818	самых замечательных	1	1
819	в таком	1	1
820	положение человека	1	1
821	в последних	3	1
822	всех но	1	1
823	отличие от	4	1
824	в изображении	2	1
825	рядом с	1	1
826	одном из	4	1
827	во главе	1	1
828	следовательно и	1	1
829	то при	1	1
830	природой человека	1	1
831	слишком много	1	1
832	вот на	1	1
833	в себя	3	1
834	и прекрасный	1	1
835	точек зрения	2	1
836	на себе	1	1
837	в других	3	1
838	и отдельные	1	1
839	и дал	1	1
840	и своей	1	1
841	нравственная задача	1	1
842	той или	1	1
843	в греции	5	1
844	а потом	1	1
845	привести и	1	1
846	же образ	1	1
847	материалом для	1	1
848	если оно	1	1
849	культурной жизни	1	1
850	приносит нам	1	1
851	чтобы в	1	1
852	литературной критики	1	1
853	ли это	2	1
854	в философии	2	1
855	мы уже	1	1
856	значение и	1	1
857	был человеком	2	1
858	все остальные	3	1
859	по отдельным	2	1
860	крестьяне и	1	1
861	зрения в	1	1
862	богов а	1	1
863	не дает	1	1
864	состояния и	1	1
865	если и	1	1
866	спокойной жизни	1	1
867	действующих лиц	8	1
868	в развитии	2	1
869	что отец	1	1
870	идет в	1	1
871	остаться в	3	1
872	на нем	2	1
873	силой как	1	1
874	из мира	1	1
875	чем когда	2	1
876	хотя в	1	1
877	он признает	1	1
878	в тех	5	1
879	не могла	2	1
880	о собственной	1	1
881	трагедия как	1	1
882	почти всегда	2	1
883	развилась в	1	1
884	утра до	1	1
885	города и	1	1
886	перед лицом	5	1
887	сомневаться в	3	1
888	миру и	1	1
889	вот в	1	1
890	сил и	1	1
891	над ним	1	1
892	говорили что	1	1
893	в новое	2	1
894	было сделать	1	1
895	целого периода	1	1
896	этот период	1	1
897	могла бы	2	1
898	во взаимоотношениях	1	1
899	нас перед	1	1
900	но всегда	1	1
901	нескольких статьях	1	1
902	и единственное	1	1
903	выходят за	1	1
904	т п	7	1
905	с людьми	1	1
906	него на	1	1
907	возможно что	4	1
908	от государства	1	1
909	своей стороны	1	1
910	что для	1	1
911	главным образом	4	1
912	последний вопрос	1	1
913	и др	1	1
914	индивидуальные черты	1	1
915	о его	5	1
916	них не	1	1
917	о других	1	1
918	и почему	1	1
919	даже самого	1	1
920	роль играет	1	1
921	совершенно исключительное	1	1
922	в силу	4	1
923	раскрывается с	1	1
924	из этого	2	1
925	время он	1	1
926	которые были	2	1
927	сказать о	2	1
928	и толстой	1	1
929	античного мира	2	1
930	независимо от	5	1
931	от ее	1	1
932	с ее	2	1
933	иначе не	1	1
934	не одна	1	1
935	в тридцать	1	1
936	к более	1	1
937	миру человека	1	1
938	только их	1	1
939	из опыта	1	1
940	как теперь	2	1
941	от греческого	1	1
942	понять на	1	1
943	всех вещей	2	1
944	в содержании	1	1
945	в столь	1	1
946	те не	1	1
947	за ним	2	1
948	самым существенным	1	1
949	обнаруживает что	1	1
950	этого периода	1	1
951	на брак	1	1
952	не раскрывается	1	1
953	по замыслу	1	1
954	также что	2	1
955	к одной	1	1
956	направлен против	1	1
957	одного или	1	1
958	комнаты и	1	1
959	исключительно с	1	1
960	и из	2	1
961	из тех	1	1
962	в другой	1	1
963	действует в	1	1
964	ответ на	2	1
965	поэтому она	1	1
966	его собственный	1	1
967	вперед по	1	1
968	все границы	1	1
969	не на	1	1
970	такой силой	1	1
971	средств для	1	1
972	один человек	1	1
973	в я	1	1
974	такого же	1	1
975	не более	2	1
976	то на	1	1
977	самим собой	1	1
978	исследует в	1	1
979	с целью	2	1
980	претендует на	1	1
981	споры о	1	1
982	по истории	1	1
983	народа но	1	1
984	обращается к	1	1
985	льва толстого	1	1
986	даже со	1	1
987	к которым	1	1
988	и самой	1	1
989	самый характер	1	1
990	с ними	2	1
991	человеку не	1	1
992	для каждого	1	1
993	идею социального	1	1
994	не приводит	1	1
995	и т	11	1
996	без которых	1	1
997	в соревновании	1	1
998	или об	1	1
999	своего отца	1	1
1000	зависимости от	1	1
1001	мало чем	2	1
1002	ничего нет	1	1
1003	свое завершение	1	1
1004	слова о	2	1
1005	огромную роль	1	1
1006	все мои	1	1
1007	было у	1	1
1008	не подходит	1	1
1009	что теперь	1	1
1010	чем же	2	1
1011	не является	2	1
1012	с гордостью	2	1
1013	в греческой	2	1
1014	торжества демократии	1	1
1015	почти все	1	1
1016	то и	3	1
1017	времен если	1	1
1018	он еще	1	1
1019	наконец в	3	1
1020	так страшно	1	1
1021	за ней	1	1
1022	а может	1	1
1023	тех пор	2	1
1024	не отражает	1	1
1025	вторично в	1	1
1026	и теперь	3	1
1027	совпадают с	1	1
1028	значение для	1	1
1029	не меньше	1	1
1030	в которую	1	1
1031	приводит в	1	1
1032	всего лишь	1	1
1033	впрочем и	2	1
1034	силы в	1	1
1035	и наиболее	1	1
1036	скажи мне	1	1
1037	вслед за	4	1
1038	в решении	1	1
1039	идеи в	1	1
1040	в совершенно	1	1
1041	же время	5	1
1042	в обоих	3	1
1043	но без	1	1
1044	несмотря на	5	1
1045	он дает	1	1
1046	на которые	3	1
1047	между людьми	2	1
1048	в отличие	3	1
1049	вероятно они	1	1
1050	лучше остаться	1	1
1051	на две	3	1
1052	указывают на	1	1
1053	ее не	1	1
1054	ко всей	1	1
1055	тем же	2	1
1056	от которой	2	1
1057	только одна	1	1
1058	в состояние	1	1
1059	конца и	1	1
1060	одной из	6	1
1061	сына с	1	1
1062	из первых	1	1
1063	с нею	1	1
1064	лучше всего	1	1
1065	тайну и	1	1
1066	в существовании	1	1
1067	в сознании	4	1
1068	его для	1	1
1069	эпохи возрождения	1	1
1070	бы такого	1	1
1071	будь то	1	1
1072	и первой	1	1
1073	находящая себе	1	1
1074	к полному	1	1
1075	основная мысль	1	1
1076	прибегает к	1	1
1077	иногда в	1	1
1078	подойти к	1	1
1079	в период	5	1
1080	формы и	1	1
1081	могли быть	2	1
1082	жизни но	1	1
1083	как сын	1	1
1084	им как	1	1
1085	общественное мнение	1	1
1086	и великих	1	1
1087	одних и	1	1
1088	имя которого	1	1
1089	обвиняет в	1	1
1090	легко понять	1	1
1091	простой народ	1	1
1092	хоть и	7	1
1093	пришли к	1	1
1094	на вопрос	1	1
1095	он выступает	2	1
1096	ее на	1	1
1097	вкладывает в	1	1
1098	художественный прием	1	1
1099	вокруг центральной	1	1
1100	вывод что	3	1
1101	он становится	1	1
1102	мы имеем	1	1
1103	не без	1	1
1104	скорее можно	1	1
1105	бы на	1	1
1106	же конкретность	1	1
1107	трагедии и	1	1
1108	такое же	1	1
1109	в жизнь	2	1
1110	что только	1	1
1111	многое в	1	1
1112	отцом и	1	1
1113	в первую	5	1
1114	и продолжает	1	1
1115	слово в	1	1
1116	участие в	4	1
1117	мы находим	2	1
1118	в виде	3	1
1119	раз в	2	1
1120	а на	2	1
1121	что ни	1	1
1122	зрения у	1	1
1123	с места	1	1
1124	который иногда	1	1
1125	а также	5	1
1126	за этим	1	1
1127	свое творческое	1	1
1128	это еще	2	1
1129	по существу	1	1
1130	за тем	2	1
1131	и новых	1	1
1132	отрицать что	2	1
1133	указывает на	2	1
1134	человека такой	1	1
1135	в сферу	1	1
1136	в стороне	1	1
1137	с той	2	1
1138	нет не	1	1
1139	вступили на	1	1
1140	помнить что	1	1
1141	случаях когда	1	1
1142	претендовали на	1	1
1143	так в	6	1
1144	силу этого	3	1
1145	в еще	1	1
1146	сразу же	5	1
1147	что им	1	1
1148	те с	1	1
1149	человека нового	1	1
1150	давала ему	1	1
1151	для которого	1	1
1152	высшей точки	1	1
1153	вовсе не	3	1
1154	в одной	1	1
1155	тем более	1	1
1156	войны и	7	1
1157	мере в	1	1
1158	под тем	2	1
1159	чтобы сделать	1	1
1160	этих двух	1	1
1161	и первые	1	1
1162	и тех	1	1
1163	искать в	3	1
1164	том случае	1	1
1165	и эти	1	1
1166	за то	4	1
1167	человеку вне	1	1
1168	до тех	1	1
1169	же от	1	1
1170	он понимал	1	1
1171	завершение в	1	1
1172	на небо	1	1
1173	и наверное	1	1
1174	и почти	1	1
1175	в течение	5	1
1176	против нее	1	1
1177	новую науку	1	1
1178	в искусстве	1	1
1179	во второй	4	1
1180	в частности	7	1
1181	тема в	1	1
1182	свою жизнь	1	1
1183	тех же	4	1
1184	в нескольких	2	1
1185	пор не	1	1
1186	от земли	1	1
1187	каждый раз	1	1
1188	в трех	1	1
1189	встреча с	1	1
1190	против того	1	1
1191	дело доходит	1	1
1192	и всех	1	1
1193	первые два	1	1
1194	идет о	5	1
1195	на это	3	1
1196	последнее слово	1	1
1197	люди не	1	1
1198	той целью	1	1
1199	одного из	7	1
1200	не осталось	1	1
1201	та или	1	1
1202	всегда является	1	1
1203	пути к	1	1
1204	сказать в	1	1
1205	даже для	2	1
1206	индивидуального начала	1	1
1207	может показаться	1	1
1208	разных ее	1	1
1209	в голову	1	1
1210	это недовольство	1	1
1211	же в	7	1
1212	и прежде	1	1
1213	говорить об	1	1
1214	попали в	1	1
1215	право на	2	1
1216	до крайнего	1	1
1217	в области	3	1
1218	нуждается в	2	1
1219	в эти	2	1
1220	же это	1	1
1221	это в	1	1
1222	бы от	1	1
1223	в разговоре	1	1
1224	периода его	1	1
1225	становится в	3	1
1226	не находящая	1	1
1227	в целом	6	1
1228	он с	1	1
1229	в лице	2	1
1230	что на	4	1
1231	вплоть до	1	1
1232	все внимание	1	1
1233	возможна только	1	1
1234	и укрепить	1	1
1235	у великих	1	1
1236	можно только	1	1
1237	меньше чем	2	1
