N	3gram	Tiupa_Narr	Literetu
239	в евгении онегине	1	1
240	к такого рода	1	1
241	и у нас	1	1
242	от первого лица	4	1
243	взаимодействия трех говорящего	1	1
244	раз в том	2	1
245	оказывается всего лишь	1	1
246	стать и пребывать	1	1
247	то есть в	1	1
248	себе самому и	1	1
249	и тем же	1	1
250	следует вести о	1	1
251	своего и чужого	2	1
252	как бы в	2	1
253	одно из существеннейших	1	1
254	более чем за	1	1
255	до сего времени	1	1
256	состоит как раз	1	1
257	в данный момент	1	1
258	не только от	2	1
259	братьев и сестер	1	1
260	чем говорят героя	1	1
261	в мире а	1	1
262	в чем он	1	1
263	первого лица в	1	1
264	из которых он	1	1
265	оставаться самим собой	1	1
266	на второй план	1	1
267	в новой должности	1	1
268	а к ее	1	1
269	такого рода не	1	1
270	том или ином	1	1
271	текста и не	1	1
272	еще при жизни	1	1
273	ком или о	1	1
274	какой бы то	1	1
275	а потому не	1	1
276	как это было	1	1
277	как один из	1	1
278	только в качестве	1	1
279	именно то что	1	1
280	предлагаемой вниманию читателя	1	1
281	между двумя или	2	1
282	как теперь начинает	1	1
283	он не может	1	1
284	здесь состоит в	1	1
285	что создает эффект	1	1
286	каждый из нас	2	1
287	то был не	1	1
288	может быть вполне	1	1
289	о ком или	1	1
290	перед нами не	2	1
291	в другом и	1	1
292	хотя и не	2	1
293	присутствия я в	2	1
294	классики xix столетия	1	1
295	есть выражение и	1	1
296	мы узнаем о	1	1
297	его знакомых и	1	1
298	в войне и	2	1
299	одним и тем	1	1
300	тех кто не	1	1
301	как говорится в	1	1
302	во внутренний мир	1	1
303	отношения между людьми	1	1
304	содержит в себе	1	1
305	как мы видели	1	1
306	об отсутствии у	1	1
307	как раз в	3	1
308	в творчестве чехова	1	1
309	текста но и	1	1
310	мысль о том	1	1
311	классика xix столетия	1	1
312	и читателя в	1	1
313	не подлежит сомнению	1	1
314	жизни в целом	1	1
315	только потому что	1	1
316	женщин низшей расой	1	1
317	которое может быть	1	1
318	входит в жизнь	1	1
319	же время у	1	1
320	он и не	1	1
321	как в литературе	1	1
322	аналог действительного мира	1	1
323	у него нет	1	1
324	первая и вторая	1	1
325	а во втором	2	1
326	при этом у	1	1
327	в творческом наследии	1	1
328	во многих его	1	1
329	что иное как	1	1
330	на этом свете	1	1
331	автора и читателя	1	1
332	была выявлена и	1	1
333	не впадая в	1	1
334	и не может	3	1
335	само по себе	1	1
336	но служит в	1	1
337	к себе с	1	1
338	имеем дело с	4	1
339	мы не можем	1	1
340	случае следует вести	1	1
341	в основе своей	1	1
342	пребывания в мире	2	1
343	в сущности говоря	1	1
344	может быть и	1	1
