N	2gram	Vygotskiy_	UchenyiS
295	сам по	2	1
296	без этого	2	1
297	не входит	1	1
298	в которых	3	1
299	по мнению	1	1
300	к этому	5	1
301	полагаем что	1	1
302	так и	11	1
303	своей совокупности	1	1
304	обе эти	5	1
305	это то	1	1
306	к проблеме	2	1
307	о нем	2	1
308	что с	8	1
309	из которых	6	1
310	где бы	1	1
311	друг с	10	1
312	это в	1	1
313	ее в	2	1
314	отнюдь не	6	1
315	о которой	1	1
316	находящихся в	1	1
317	находятся в	1	1
318	этих слов	1	1
319	и вся	1	1
320	этого материала	1	1
321	в качестве	25	1
322	о котором	2	1
323	в нем	4	1
324	в пользу	7	1
325	именно этот	1	1
326	он не	6	1
327	содержания и	1	1
328	равенства между	2	1
329	независимо от	5	1
330	может служить	2	1
331	материал и	2	1
332	лучше и	1	1
333	все что	4	1
334	и слово	3	1
335	ему приходится	1	1
336	на его	5	1
337	есть ли	1	1
338	и что	15	1
339	в известном	6	1
340	они относятся	2	1
341	одно из	2	1
342	что для	1	1
343	и это	7	1
344	в различных	1	1
345	с одной	8	1
346	с другом	10	1
347	он был	1	1
348	в первую	2	1
349	основной проблемой	1	1
350	за пределы	1	1
351	и делает	1	1
352	функциональное и	2	1
353	должно быть	3	1
354	что при	3	1
355	об этом	2	1
356	принцип построения	1	1
357	не обладает	2	1
358	задачи и	5	1
359	точно и	1	1
360	является одним	1	1
361	правда не	1	1
362	самое что	1	1
363	в виду	4	1
364	само по	3	1
365	присущей ему	1	1
366	или менее	5	1
367	формы является	1	1
368	случайной и	1	1
369	в пределах	1	1
370	тот же	10	1
371	уже не	3	1
372	о том	6	1
373	не то	1	1
374	по его	1	1
375	далеко не	2	1
376	тем более	2	1
377	оно все	2	1
378	насколько мы	1	1
379	того что	17	1
380	любопытно что	1	1
381	в понятии	6	1
382	что еще	2	1
383	у него	3	1
384	слова у	4	1
385	другом не	1	1
386	заключенных в	1	1
387	бы это	1	1
388	слово как	1	1
389	в котором	3	1
390	не существует	1	1
391	предметами не	1	1
392	бы в	5	1
393	в виде	4	1
394	котором говорил	1	1
395	той же	8	1
396	сделать более	1	1
397	приводит к	5	1
398	никогда не	11	1
399	представлениями и	1	1
400	человека и	6	1
401	к построению	2	1
