N	2gram	Medvedev_F	TeoriaLi
101	жизни как	1	5
102	на почве	20	5
103	как к	5	5
104	по преимуществу	6	5
105	данном случае	2	5
106	для него	9	5
107	того что	7	5
108	между тем	4	5
109	он не	8	5
110	и тем	3	5
111	в пределах	13	5
112	и о	3	5
113	могут быть	7	5
114	художественного произведения	27	5
115	искусства в	4	5
116	без исключения	2	4
117	в отношении	3	4
118	не на	3	4
119	не следует	5	4
120	и сам	1	4
121	в этих	3	4
122	отношения к	6	4
123	что он	8	4
124	в слове	4	4
125	художественного восприятия	3	4
126	художественного целого	2	4
127	языка в	8	4
128	входит в	8	4
129	в другом	2	4
130	говорить о	4	4
131	отношении к	2	4
132	и а	1	4
133	сказать что	3	4
134	в нашем	2	4
135	к тому	6	4
136	этого слова	4	4
137	никогда не	6	4
138	это не	4	4
139	хотя и	3	4
140	в литературе	6	4
141	слова в	2	4
142	в их	16	4
143	его в	5	4
144	читателя в	1	4
145	но он	2	4
146	не знает	1	4
147	или даже	3	4
148	так в	3	4
149	мира и	1	4
150	по своему	1	4
151	со своей	1	4
152	а только	4	4
153	произведения искусства	4	4
154	речи и	2	4
155	в свою	8	4
156	и что	2	4
157	самим собой	1	4
158	в форме	2	4
159	далеко не	2	4
160	того же	1	4
161	в силу	1	4
162	с ее	7	4
163	в целом	7	4
164	и ее	15	4
165	и к	7	3
166	к действительности	3	3
167	во втором	7	3
168	в таком	2	3
169	с этой	4	3
170	искусства это	1	3
171	литературы как	4	3
172	даже в	2	3
173	была бы	4	3
174	только не	2	3
175	если бы	8	3
176	художественном языке	1	3
177	все эти	12	3
178	а именно	3	3
179	именно в	12	3
180	по мысли	1	3
181	например в	1	3
182	в жизни	3	3
183	в порядке	1	3
184	имеет место	1	3
185	к его	3	3
186	их в	2	3
187	никто не	2	3
188	роль в	2	3
189	в итоге	1	3
190	из которого	1	3
191	тем не	2	3
192	культуры в	1	3
193	перед нами	3	3
194	свою очередь	6	3
195	между собой	1	3
196	своей природе	1	3
197	потому что	2	3
198	одной стороны	5	3
199	искусства и	5	3
200	между двумя	3	3
201	или иных	1	3
202	в одном	2	3
203	вслед за	1	3
204	не обязательно	1	3
205	о литературе	9	3
206	всех без	1	3
207	имеем в	1	3
208	известной степени	4	3
209	художественное произведение	8	3
210	мог бы	1	3
211	это отношение	1	3
212	во всей	4	3
213	с читателем	1	3
214	из этих	4	3
215	и для	5	3
216	о ней	1	3
217	к содержанию	1	3
218	таким образом	28	3
219	и то	1	3
220	на языке	2	3
221	мышления и	2	3
222	с одной	5	3
223	и вот	2	3
224	том числе	1	3
225	в произведении	2	3
226	в художественной	2	3
227	и потому	9	3
228	с точки	17	3
229	ни к	1	3
230	к которому	2	3
231	знаковом материале	1	3
232	как раз	8	3
233	прежде всего	34	3
234	иного рода	1	3
235	а на	2	3
236	и притом	2	3
237	связи с	12	3
238	или в	2	3
239	без остатка	1	3
240	одним из	1	3
241	в контексте	2	3
242	в связи	11	3
243	и как	6	3
244	с художественной	3	3
245	в сторону	4	3
246	вовсе не	18	3
247	той или	1	3
248	во всех	9	3
249	а с	1	3
250	тот или	2	3
251	с языком	1	3
252	в которой	5	3
253	не будет	2	3
254	иного жанра	1	3
255	он должен	4	3
256	не с	2	3
257	говоря о	1	3
258	этом смысле	3	3
259	в этой	10	3
260	и др	8	3
261	в узком	1	3
262	столь же	2	3
263	и по	3	3
264	слова как	2	3
265	тех или	1	3
266	отнюдь не	13	3
267	в точке	1	3
268	как совокупность	1	3
269	мира в	2	3
270	в той	3	2
271	литература как	2	2
272	ведет к	1	2
273	более не	1	2
274	мире и	1	2
275	и другие	3	2
276	на деле	1	2
277	художественную значимость	1	2
278	для всех	2	2
279	один из	4	2
280	и здесь	8	2
281	и на	10	2
282	если в	3	2
283	жизни а	2	2
284	в литературной	1	2
285	об искусстве	3	2
286	строго говоря	1	2
287	жить и	1	2
288	на этом	2	2
289	из которых	1	2
290	мы в	2	2
291	в году	2	2
292	по себе	10	2
293	не могут	8	2
294	в них	4	2
295	оно не	6	2
296	и даже	7	2
297	этой точки	1	2
298	общения между	1	2
299	художественное целое	1	2
300	самом деле	12	2
301	заключается в	1	2
302	значения и	4	2
303	из тех	1	2
304	с ними	1	2
305	вместе с	8	2
306	жизни в	2	2
307	не вполне	1	2
308	языка на	1	2
309	отличается от	4	2
310	в каком	1	2
311	жизни на	1	2
312	к другому	2	2
313	к своему	1	2
314	о том	1	2
315	не входит	2	2
316	при всем	1	2
317	это и	7	2
318	как художественное	1	2
319	во внешнем	2	2
320	и политического	1	2
321	и состоит	1	2
322	творческий акт	1	2
323	совершенно иной	1	2
324	языка могут	1	2
325	к нему	3	2
326	в значительной	3	2
327	и иных	2	2
328	на основе	6	2
329	художественная деятельность	1	2
330	и больше	1	2
331	воздействия на	3	2
332	не могло	6	2
333	только на	8	2
334	вступает в	2	2
335	и это	4	2
336	превращается в	2	2
337	значительной степени	3	2
338	форм высказывания	1	2
339	самом начале	1	2
340	если мы	5	2
341	тем же	3	2
342	для понимания	1	2
343	который в	1	2
344	до известной	3	2
345	здесь не	5	2
346	в противном	2	2
347	в структуре	2	2
348	на котором	2	2
349	он и	3	2
350	в системе	3	2
351	в самой	2	2
352	только о	1	2
353	чем это	1	2
354	жизни но	2	2
355	истории литературы	18	2
356	бы то	4	2
357	то в	3	2
358	что они	4	2
359	материала в	4	2
360	в поэзии	5	2
361	не принадлежит	1	2
362	одной из	2	2
363	теории литературы	1	2
364	несмотря на	2	2
365	ни было	2	2
366	внешнем мире	1	2
367	к нашему	1	2
368	в формах	4	2
369	для искусства	1	2
370	что такое	2	2
371	ее в	3	2
372	все это	11	2
373	что и	10	2
374	у нас	6	2
375	тем в	1	2
376	xix века	1	2
377	что каждый	2	2
378	с их	2	2
379	таком случае	1	2
380	у него	1	2
381	от всех	5	2
382	говорит в	3	2
383	и некоторые	1	2
384	дело в	1	2
385	он оказывается	1	2
386	этих двух	2	2
387	на себя	1	2
388	не могли	2	2
389	искусства как	2	2
390	в конце	2	2
391	сама по	2	2
392	тому что	3	2
393	во внутренней	1	2
394	в какой	3	2
395	вследствие этой	1	2
396	противном случае	2	2
397	на фоне	7	2
398	не от	3	2
399	только и	7	2
400	это было	3	2
401	в чем	2	2
402	должен быть	5	2
403	тем более	1	2
404	как система	1	2
405	а для	1	2
406	из виду	3	2
407	к одному	2	2
408	о себе	1	2
409	но как	2	2
410	формы высказывания	1	2
411	одну из	1	2
412	то ни	5	2
413	быть и	5	2
414	в первом	8	2
415	однако эта	1	2
416	но она	1	2
417	и является	3	2
418	соединении с	2	2
419	за пределы	2	2
420	художественной культуре	1	2
421	это может	1	2
422	но напротив	2	2
423	в большинстве	6	2
424	всей его	1	2
425	собственно говоря	1	2
426	полагал что	1	2
427	идет о	3	2
428	могла бы	3	2
429	так же	5	2
430	числе и	1	2
431	облекается в	1	2
432	и особенно	3	2
433	роман и	2	2
434	о его	1	2
435	в общественном	1	2
436	общественном сознании	1	2
437	и прежде	3	2
438	события в	1	2
439	может и	2	2
440	чтобы не	2	2
441	могло быть	1	2
442	в особенности	7	1
443	различных художественных	2	1
444	с которыми	1	1
445	почву для	1	1
446	искусства только	1	1
447	химическом соединении	2	1
448	к такому	1	1
449	от него	2	1
450	однако и	3	1
451	предполагает как	1	1
452	или оды	1	1
453	определить и	1	1
454	является в	2	1
455	как формулирует	2	1
456	в последующих	1	1
457	и возможностей	1	1
458	и против	1	1
459	каждой из	3	1
460	случае в	1	1
461	можно говорить	2	1
462	и конечно	1	1
463	и принципиальной	1	1
464	же и	2	1
465	типа как	1	1
466	такова же	1	1
467	и свою	5	1
468	также что	1	1
469	и категорий	1	1
470	своего собственного	1	1
471	европейского искусства	2	1
472	его с	5	1
473	на ее	1	1
474	таком понимании	2	1
475	чем глубже	1	1
476	на первом	1	1
477	случае мы	1	1
478	можно назвать	1	1
479	связей с	3	1
480	что делает	1	1
481	вопросу о	1	1
482	звук в	1	1
483	особого языка	1	1
484	оказывается не	1	1
485	что это	1	1
486	в следующих	1	1
487	с ним	3	1
488	это уже	1	1
489	тем как	1	1
490	поэтики как	1	1
491	в сущности	3	1
492	художественные направления	1	1
493	жизненного переживания	2	1
494	какой бы	2	1
495	в другой	2	1
496	говорит о	1	1
497	самой жизни	1	1
498	те же	1	1
499	не как	7	1
500	аналогичная задача	1	1
501	художественной конструкции	10	1
502	как основная	1	1
503	из того	1	1
504	общения не	1	1
505	смысле можно	1	1
506	быть художественно	1	1
507	в результате	8	1
508	до последнего	2	1
509	целом ряде	2	1
510	это особого	1	1
511	с собой	1	1
512	и вполне	1	1
513	и само	2	1
514	том и	1	1
515	смысла в	2	1
516	и осмысленного	1	1
517	в единстве	8	1
518	которые будут	1	1
519	внутренняя форма	2	1
520	со всеми	3	1
521	этого значения	1	1
522	не сможет	2	1
523	должен был	3	1
524	этих понятий	1	1
525	или для	2	1
526	чтобы в	1	1
527	рефлексии и	1	1
528	начинается с	1	1
529	текста и	1	1
530	он уже	1	1
531	к какому-нибудь	1	1
532	к искусству	1	1
533	все то	1	1
534	конструкции но	1	1
535	на свой	1	1
536	новое время	1	1
537	между всеми	1	1
538	литературы но	3	1
539	которых и	1	1
540	от одного	2	1
541	в собственном	1	1
542	и делают	1	1
543	о мире	2	1
544	имеет значение	1	1
545	с ней	1	1
546	смысла и	3	1
547	которая действительно	1	1
548	произведения в	9	1
549	мы говорим	4	1
550	русского языка	1	1
551	вещи но	1	1
552	окажется неадекватным	1	1
553	как об	1	1
554	одновременно с	2	1
555	значение в	4	1
556	слова с	1	1
557	тем что	6	1
558	от всего	1	1
559	этого в	1	1
560	одним словом	8	1
561	каком мы	1	1
562	в составе	1	1
563	из всего	2	1
564	и действительно	2	1
565	если он	4	1
566	том или	1	1
567	как целому	1	1
568	литературе как	1	1
569	и должен	3	1
570	с тем	11	1
571	знаком в	1	1
572	деятельность не	1	1
573	широком и	1	1
574	переходя к	1	1
575	к самому	1	1
576	он стоит	1	1
577	завершенность и	1	1
578	вещей в	2	1
579	все же	8	1
580	не приводит	3	1
581	и вещи	1	1
582	это бывает	1	1
583	в словах	1	1
584	существует не	1	1
585	предмета и	1	1
586	или ином	1	1
587	не имеет	2	1
588	речь в	1	1
589	бы не	1	1
590	насколько это	1	1
591	да и	1	1
592	зависимости от	5	1
593	поскольку он	1	1
594	характерна для	1	1
595	в это	1	1
596	ее непосредственным	1	1
597	не оказывается	1	1
598	на их	3	1
599	друг от	2	1
600	которая не	1	1
601	свою собственную	1	1
602	которой не	1	1
603	нет в	2	1
604	первой главе	1	1
605	собственно и	1	1
606	высказывание в	1	1
607	искусство и	1	1
608	на первый	1	1
609	по крайней	1	1
610	языка мы	2	1
611	с этим	6	1
612	конститутивным моментом	3	1
613	все они	1	1
614	только одно	1	1
615	что искусство	2	1
616	нам не	1	1
617	непосредственно от	1	1
618	совершенно не	5	1
619	последнее является	1	1
620	полноте и	1	1
621	эту сторону	1	1
622	в центр	1	1
623	не существует	1	1
624	ее к	2	1
625	жизнь для	1	1
626	в котором	2	1
627	осуществляется в	1	1
628	зависит от	2	1
629	в действительности	3	1
630	и такие	1	1
631	и пр	30	1
632	языка и	13	1
633	время оно	1	1
634	вопрос о	3	1
635	восприятия в	1	1
636	по своим	1	1
637	по тем	1	1
638	тех же	2	1
639	содержания в	2	1
640	мира как	2	1
641	искусства есть	1	1
642	и заключается	2	1
643	своеобразие не	1	1
644	то и	2	1
645	она могла	1	1
646	его исторического	2	1
647	значений и	1	1
648	наконец в	3	1
649	единства в	1	1
650	не должно	1	1
651	другу и	1	1
652	и поэтому	1	1
653	художественных произведений	5	1
654	совершается как	1	1
655	в отдельности	1	1
656	это работа	1	1
657	которыми он	1	1
658	оно является	1	1
659	а через	1	1
660	вяч иванова	1	1
661	не утрачивает	1	1
662	самого процесса	1	1
663	существенное значение	1	1
664	время в	4	1
665	этих сторон	1	1
666	слова и	5	1
667	положений и	1	1
668	с помощью	13	1
669	что из	1	1
670	жизни и	10	1
671	чего не	1	1
672	и вся	2	1
673	значение для	2	1
674	целого это	1	1
675	встречи с	1	1
676	не об	1	1
677	оценки и	1	1
678	в различных	2	1
679	эта система	1	1
680	обращаясь к	1	1
681	и наиболее	1	1
682	а между	1	1
683	и соответствующих	2	1
684	чем с	1	1
685	целый ряд	4	1
686	ни были	2	1
687	и до	8	1
688	и те	2	1
689	что произведение	1	1
690	не что	1	1
691	в истории	10	1
692	всю полноту	1	1
693	не перестанет	1	1
694	не так	4	1
695	может уклониться	1	1
696	отсутствии в	1	1
697	и несет	1	1
698	при анализе	1	1
699	каждый из	3	1
700	было и	1	1
701	данного художественного	1	1
702	его значением	1	1
703	второй половины	1	1
704	являются только	2	1
705	автора в	1	1
706	и роман	1	1
707	к третьему	1	1
708	не становится	1	1
709	языку в	1	1
710	новых форм	1	1
711	языка не	2	1
712	об отсутствии	1	1
713	и писать	1	1
714	и конкретном	1	1
715	настоящее время	11	1
716	впервые в	1	1
717	отдельности и	1	1
718	предполагает высокую	1	1
719	той же	2	1
720	моментом самого	1	1
721	организации произведения	1	1
722	наиболее существенным	1	1
723	ее как	2	1
724	и оценки	1	1
725	смысле не	1	1
726	именно так	1	1
727	но именно	2	1
728	до конца	9	1
729	с нею	1	1
730	за его	1	1
731	с этими	2	1
732	в научном	1	1
733	только при	2	1
734	творчества все	1	1
735	мышления но	1	1
736	нигде не	3	1
737	раз и	6	1
738	еще одна	2	1
739	то она	1	1
740	все без	1	1
741	к миру	2	1
742	в сознании	1	1
743	фоне этой	1	1
744	исходит из	1	1
745	момент в	1	1
746	одна из	2	1
747	языка а	4	1
748	нового содержания	1	1
749	во весь	1	1
750	не мыслится	1	1
751	тем это	1	1
752	но если	1	1
753	ним на	1	1
754	по поводу	1	1
755	это своеобразие	1	1
756	понимание литературного	1	1
757	культуры и	3	1
758	к предмету	4	1
759	начала хх	1	1
760	культуры как	1	1
761	о художественном	1	1
762	в отдельных	1	1
763	неотделимо от	1	1
764	к этим	2	1
765	друг друга	4	1
766	литературе в	2	1
767	большей степени	1	1
768	то я	1	1
769	в систему	5	1
770	в настоящее	11	1
771	к языку	1	1
772	не будучи	1	1
773	пришлось бы	1	1
774	крайней мере	1	1
775	с сожалением	1	1
776	из них	5	1
777	едва ли	3	1
778	характерно что	2	1
779	друг другу	2	1
780	чтобы этот	1	1
781	строфе в	1	1
782	от ее	1	1
783	своего развития	2	1
784	искусства не	2	1
785	импульсов и	1	1
786	непосредственно с	1	1
787	этого термина	2	1
788	слово однако	1	1
789	пользуется уже	1	1
790	представить себе	1	1
791	этих моментов	1	1
792	конструкции если	1	1
793	к особенностям	1	1
794	этом случае	1	1
795	проникает в	1	1
796	той мере	1	1
797	или к	1	1
798	мы видим	1	1
799	в более	2	1
800	который пытается	1	1
801	общения в	3	1
802	объективной данности	1	1
803	так как	4	1
804	она и	1	1
805	как такового	8	1
806	от его	3	1
807	что иное	1	1
808	были они	1	1
809	они не	7	1
810	произведения как	3	1
811	внехудожественной действительности	1	1
812	может не	1	1
813	не во	1	1
814	но из	2	1
815	ее законов	1	1
816	статье о	1	1
817	искусства без	5	1
818	на язык	5	1
819	должно быть	13	1
820	время и	2	1
821	всех сторон	1	1
822	действительно является	1	1
823	чем на	1	1
824	гуманитарных науках	2	1
825	художественной идеологемой	1	1
826	начала и	2	1
827	материала и	7	1
828	самым по	1	1
829	художников слова	1	1
830	не для	4	1
831	в химическом	2	1
832	поэтического слова	3	1
833	и чрезвычайно	1	1
834	мире в	1	1
835	как музыка	1	1
836	художественной формы	2	1
837	которого он	1	1
838	этот несколько	1	1
839	характерных для	1	1
840	на произведение	1	1
841	нее как	1	1
842	искусства может	1	1
843	обратил внимание	1	1
844	как у	1	1
845	для нас	1	1
846	и сама	1	1
847	с системой	1	1
848	и через	2	1
849	художественного задания	1	1
850	одновременно и	1	1
851	о литературном	1	1
852	требует от	2	1
853	к определенному	1	1
854	сознания и	1	1
855	его сознание	1	1
856	глубже чем	2	1
857	в широком	5	1
858	не обладает	1	1
859	на которой	1	1
860	слово в	2	1
861	в русском	2	1
862	и развития	2	1
863	не была	2	1
864	ведь это	1	1
865	соответствующих форм	1	1
866	не было	7	1
867	говорим о	2	1
868	от друга	2	1
869	реальной действительности	1	1
870	является таким	1	1
871	а о	4	1
872	и более	4	1
873	и л	1	1
874	для других	2	1
875	исторической поэтики	3	1
876	перед необходимостью	2	1
877	что его	1	1
878	узнают себя	1	1
879	самые разнообразные	1	1
880	становления и	3	1
881	и где	1	1
882	проблем и	5	1
883	но эта	2	1
884	на нее	2	1
885	о каком	1	1
886	места в	2	1
887	весь его	1	1
888	по существу	8	1
889	что не	4	1
890	в бытии	1	1
891	которые одновременно	1	1
892	виду что	3	1
893	изобразительных искусств	3	1
894	место лишь	1	1
895	в совокупности	1	1
896	или иная	1	1
897	характерное для	1	1
898	между этими	2	1
899	и исторической	2	1
900	значение ни	1	1
901	бы быть	3	1
902	такого понимания	1	1
903	и без	1	1
904	же оно	1	1
905	нашем примере	1	1
906	язык поэзии	4	1
907	всякое высказывание	2	1
908	не подлежит	1	1
909	оказаться не	1	1
910	художественном произведении	4	1
911	большинстве случаев	5	1
912	всем своем	1	1
913	не есть	4	1
914	бытию и	1	1
915	между прочим	1	1
916	рядом с	1	1
917	является не	1	1
918	при таком	5	1
919	однако это	1	1
920	стилями других	1	1
921	искусстве не	1	1
922	в ряду	2	1
923	ли не	1	1
924	как ее	4	1
925	от этого	3	1
926	зрения не	1	1
927	особенности в	2	1
928	и со	3	1
929	именно эту	1	1
930	в такой	3	1
931	и глубже	3	1
932	его жизни	1	1
933	именно эта	1	1
934	в двух	1	1
935	лишь для	3	1
936	в условиях	1	1
937	к вопросу	2	1
938	на его	2	1
939	точек зрения	1	1
940	в каждой	1	1
941	этот эффект	1	1
942	начало нового	1	1
943	из этого	2	1
944	единство и	2	1
945	особенно в	6	1
946	действительности и	3	1
947	бы в	6	1
948	мере в	1	1
949	на них	1	1
950	людей в	1	1
951	же как	3	1
952	действительности иногда	1	1
953	и бессознательно	1	1
954	принцип эстетического	1	1
955	это столь	1	1
956	мастерства в	1	1
957	остается в	1	1
958	в каждом	3	1
959	может иметь	1	1
960	том случае	2	1
961	со всех	1	1
962	опираясь на	1	1
963	системы языка	2	1
964	о различных	1	1
965	что от	1	1
966	сознания а	1	1
967	жизнь и	3	1
968	определенной жанровой	1	1
969	сама литература	1	1
970	его определяет	1	1
971	в своих	3	1
972	значительное место	1	1
973	разрыв между	1	1
974	эти последние	1	1
975	говоря в	1	1
976	поэтики в	1	1
977	случае если	1	1
978	этой своей	1	1
979	стиля в	1	1
980	в лучшем	3	1
981	материалом и	2	1
982	если не	1	1
983	она не	8	1
984	эти два	1	1
985	служебной роли	1	1
986	зрения в	1	1
987	значимость в	1	1
988	не дает	3	1
989	не тот	1	1
990	ту же	1	1
991	совсем не	2	1
992	нельзя не	1	1
993	не один	1	1
994	на всех	1	1
995	средств и	1	1
996	так что	2	1
997	или же	4	1
998	со стилями	1	1
999	просто не	1	1
1000	к значению	1	1
1001	это по	1	1
1002	в развитии	2	1
1003	и может	6	1
1004	что касается	1	1
1005	и их	13	1
1006	как недостаточно	1	1
1007	его смысла	2	1
1008	перевод с	1	1
1009	не могла	3	1
1010	можно было	1	1
1011	какова например	1	1
1012	если она	2	1
1013	но только	1	1
1014	тем и	2	1
1015	в европейском	3	1
1016	картины как	1	1
1017	иметь в	1	1
1018	является одним	1	1
1019	ни одно	1	1
1020	перестанет быть	1	1
1021	значимости своего	1	1
1022	стороны и	4	1
1023	лежат в	1	1
1024	только то	1	1
1025	то во	1	1
1026	также и	1	1
1027	и конструктивное	1	1
1028	то или	1	1
1029	у нее	1	1
1030	как один	2	1
1031	в новое	2	1
1032	или иное	2	1
1033	чем является	1	1
1034	этом не	2	1
1035	система смыслов	1	1
1036	должно явиться	1	1
1037	было бы	10	1
1038	а тем	1	1
1039	в поэтической	4	1
1040	не по	4	1
1041	самого искусства	2	1
1042	литературы или	1	1
1043	превратилась в	1	1
1044	теоретической и	1	1
1045	литературы они	1	1
1046	так называемого	1	1
1047	конкретном целом	1	1
1048	он в	3	1
1049	так называемый	1	1
1050	как мы	10	1
1051	данного произведения	2	1
1052	могут изучаться	1	1
1053	жизни не	2	1
1054	одного из	4	1
1055	в литературном	2	1
1056	к изучению	2	1
1057	общего с	2	1
1058	в понимании	7	1
1059	что для	3	1
1060	литературное произведение	10	1
1061	останется не	1	1
1062	та или	1	1
1063	его как	5	1
1064	же об	1	1
1065	в зависимости	4	1
1066	подход к	2	1
1067	которые в	1	1
1068	этом они	1	1
1069	сказать в	2	1
1070	в чужом	2	1
1071	произведения не	3	1
1072	связи между	1	1
1073	целом здесь	1	1
1074	на отдельные	2	1
1075	может показаться	1	1
1076	и от	9	1
1077	с бытием	1	1
1078	и своеобразие	1	1
1079	и есть	1	1
1080	по этому	2	1
1081	самой природы	1	1
1082	и определяется	1	1
1083	же в	4	1
1084	бытия и	1	1
1085	к пониманию	1	1
1086	перемещается в	1	1
1087	из его	2	1
1088	происходит в	1	1
1089	речи именно	2	1
1090	иной раз	2	1
1091	на территории	1	1
1092	для построения	1	1
1093	идет не	1	1
1094	направления в	6	1
1095	на то	2	1
1096	полагая что	1	1
1097	бы ни	5	1
1098	степени и	1	1
1099	и только	5	1
1100	особый язык	1	1
1101	материале по	1	1
1102	как целого	1	1
1103	независимо от	5	1
1104	лучшем случае	3	1
1105	в него	2	1
1106	для этого	6	1
1107	таким же	2	1
1108	для некоторых	1	1
1109	художественных структур	2	1
1110	впервые становится	1	1
1111	именно это	1	1
1112	дело обстоит	2	1
1113	и совершенно	2	1
1114	каждого из	3	1
1115	настоящего времени	3	1
1116	дело здесь	1	1
1117	их отношении	1	1
1118	в известной	2	1
1119	есть не	1	1
1120	кажется что	1	1
1121	нем определенные	1	1
1122	к реальному	1	1
1123	и иные	3	1
1124	иное как	1	1
1125	совершается в	2	1
1126	себе а	2	1
1127	более того	6	1
1128	в статье	5	1
