N	2gram	Tiupa_Hudo	StatiiOP
326	отношении что	1	4
327	общего с	1	4
328	с которым	1	4
329	за пределы	2	4
330	я уже	1	4
331	то есть	26	4
332	если в	1	4
333	и вполне	1	4
334	в форме	4	4
335	так или	4	4
336	они не	1	4
337	в романе	3	4
338	обращается к	1	4
339	нет не	1	4
340	от его	1	4
341	да и	1	4
342	по своей	7	4
343	нет в	1	4
344	все они	1	4
345	бы и	1	4
346	в основе	7	4
347	более чем	1	4
348	совпадает с	2	4
349	в значительной	2	4
350	быть не	1	4
351	не знает	4	4
352	состоит в	20	4
353	не для	1	4
354	начиная с	2	4
355	с нею	1	4
356	значительной степени	2	4
357	этого слова	2	4
358	могли быть	1	4
359	этого термина	2	4
360	которые в	1	4
361	в поэзии	1	4
362	материала и	1	4
363	как у	1	4
364	а на	5	4
365	века и	1	4
366	или в	2	4
367	или иначе	5	4
368	места в	1	4
369	за свою	1	4
370	случае не	2	4
371	есть в	3	4
372	в такой	1	4
373	в каждой	1	4
374	мере в	1	4
375	каждая из	2	4
376	он говорит	1	4
377	а по	1	4
378	тем или	2	4
379	что его	1	4
380	как мы	1	4
381	для этого	1	4
382	но для	1	4
383	от него	1	3
384	русской литературе	2	3
385	к числу	1	3
386	а затем	2	3
387	или иной	9	3
388	чтобы в	1	3
389	более или	6	3
390	из нее	1	3
391	их в	3	3
392	в одно	2	3
393	ни для	2	3
394	себе в	1	3
395	при всей	2	3
396	представляет собой	11	3
397	искусства и	3	3
398	с нашим	1	3
399	точно и	1	3
400	может служить	2	3
401	для которого	2	3
402	себе отчет	1	3
403	отчет в	1	3
404	я с	5	3
405	как я	1	3
406	во всей	3	3
407	на котором	2	3
408	нет никаких	1	3
409	к этим	1	3
410	которой в	1	3
411	ему не	1	3
412	бы то	2	3
413	карамзина и	1	3
414	разного рода	1	3
415	говорит в	2	3
416	и некоторые	2	3
417	я и	7	3
418	также в	1	3
419	от этого	1	3
420	языка но	1	3
421	бы в	1	3
422	на которую	1	3
423	до нас	1	3
424	в лучшем	1	3
425	не дает	1	3
426	то ни	2	3
427	или же	1	3
428	в рассказе	3	3
429	не будет	3	3
430	в первую	1	3
431	в системе	3	3
432	не могла	1	3
433	для установления	1	3
434	тем и	1	3
435	или иное	1	3
436	известном смысле	2	3
437	чем у	1	3
438	первую очередь	1	3
439	однако и	1	3
440	представляют собой	1	3
441	которой я	1	3
442	из того	1	3
443	той мере	1	3
444	бы ни	1	3
445	со всеми	1	3
446	с политической	1	3
447	оказывается в	3	3
448	отношения к	4	3
449	к его	3	3
450	себя и	3	3
451	бы не	2	3
452	о котором	1	3
453	которая не	2	3
454	перед нами	1	3
455	вытекает из	2	3
456	то и	1	3
457	в свою	3	3
458	наконец в	1	3
459	на основе	2	3
460	в стихотворении	3	3
461	на основании	1	3
462	быть это	1	3
463	только при	1	3
464	в сознании	1	3
465	здесь не	2	3
466	то или	1	3
467	действующего лица	1	3
468	он должен	3	3
469	как к	5	3
470	этом случае	1	3
471	но на	2	3
472	может не	1	3
473	то я	1	3
474	том числе	3	3
475	одним и	1	3
476	так в	4	3
477	он и	2	3
478	в заключительной	1	3
479	в русском	1	3
480	это еще	1	3
481	о жизни	2	3
482	слово в	1	3
483	с той	1	3
484	и как	4	3
485	не подлежит	1	3
486	при таком	1	3
487	к своему	2	3
488	или менее	6	3
489	на них	1	3
490	задний план	1	3
491	отношений между	1	3
492	в литературных	1	3
493	писал в	1	3
494	что из	1	3
495	могло быть	2	3
496	и ее	3	3
497	этом и	1	3
498	лучшем случае	1	3
499	слова в	3	3
500	котором он	1	3
501	для всех	1	2
502	в момент	3	2
503	как историк	1	2
504	рассказ о	2	2
505	которая в	1	2
506	к такому	1	2
507	тех кто	1	2
508	дело с	1	2
509	тем как	1	2
510	классицизма в	2	2
511	какой бы	1	2
512	те же	1	2
513	точно так	1	2
514	в драматическом	1	2
515	на свой	1	2
516	а во-вторых	1	2
517	о мире	1	2
518	жизнь в	1	2
519	мысль о	1	2
520	его произведений	1	2
521	принадлежат к	1	2
522	меня в	1	2
523	стороны в	1	2
524	с не	1	2
525	вещей в	1	2
526	одновременно и	1	2
527	роль в	2	2
528	языка на	2	2
529	как более	1	2
530	но у	1	2
531	по своим	1	2
532	его личной	1	2
533	ли не	1	2
534	всем его	1	2
535	в театральном	1	2
536	сам же	1	2
537	большей части	2	2
538	тем в	1	2
539	по тем	1	2
540	входит в	4	2
541	из жизни	1	2
542	чего не	1	2
543	втором случае	2	2
544	превращается в	2	2
545	для своей	1	2
546	а только	4	2
547	является как	1	2
548	свою очередь	2	2
549	всего что	1	2
550	этот язык	1	2
551	настоящее время	1	2
552	него не	1	2
553	в контексте	3	2
554	как правило	3	2
555	именно так	1	2
556	за него	1	2
557	любовь смерть	1	2
558	имеем дело	2	2
559	в зависимости	1	2
560	для понимания	2	2
561	от себя	3	2
562	речи а	2	2
563	сравнении с	1	2
564	оно стало	1	2
565	что можно	3	2
566	иных случаях	1	2
567	время в	1	2
568	проявляется в	1	2
569	не своей	1	2
570	которого он	2	2
571	нигде не	1	2
572	в европейской	2	2
573	по содержанию	1	2
574	то она	1	2
575	пушкина я	1	2
576	евгении онегине	1	2
577	в последние	1	2
578	вследствие того	1	2
579	между собой	2	2
580	к вопросу	1	2
581	из москвы	1	2
582	поэт не	1	2
583	действительности и	1	2
584	той или	5	2
585	в евгении	1	2
586	опираясь на	1	2
587	зрения в	1	2
588	ту же	1	2
589	как человек	1	2
590	в случае	2	2
591	является его	1	2
592	на чем	1	2
593	др в	1	2
594	но только	2	2
595	в иных	1	2
596	когда мы	1	2
597	едва ли	1	2
598	и от	1	2
599	всю жизнь	1	2
600	бы быть	1	2
601	чаще всего	1	2
602	писателя в	1	2
603	слова как	5	2
604	с ее	6	2
605	не случайно	3	2
606	быть и	2	2
607	бы они	1	2
608	однако с	2	2
609	в сочетании	1	2
610	он уже	1	2
611	за ним	1	2
612	мы встречаем	1	2
613	текст в	3	2
614	через посредство	1	2
615	говорит и	3	2
616	художественного творчества	6	2
617	с ума	1	2
618	это была	1	2
619	за это	1	2
620	к нам	1	2
621	от своего	2	2
622	произведения в	1	2
623	по преимуществу	3	2
624	героев и	1	2
625	жизни в	2	2
626	никем не	2	2
627	быть назван	1	2
628	из которого	4	2
629	как следствие	1	2
630	своей жизни	2	2
631	отдает себе	1	2
632	со временем	2	2
633	эту сторону	1	2
634	тех же	1	2
635	согласен с	1	2
636	на какой	1	2
637	нет даже	1	2
638	во мне	2	2
639	наших глазах	2	2
640	это особенно	1	2
641	зависимости от	1	2
642	а тем	1	2
643	и теперь	1	2
644	каждой из	1	2
645	значение для	1	2
646	в которую	1	2
647	сочетании с	1	2
648	вы говорите	1	2
649	для публики	1	2
650	иначе в	1	2
651	ни были	1	2
652	тогда как	15	2
653	было и	2	2
654	имеем в	3	2
655	в отличие	7	2
656	но всякий	1	2
657	соответствии с	1	2
658	мог бы	3	2
659	ни было	2	2
660	далеко не	4	2
661	всякий раз	2	2
662	характерное для	1	2
663	в произведениях	1	2
664	в деятельности	1	2
665	все с	1	2
666	в настоящее	1	2
667	только о	2	2
668	тот же	1	2
669	жизни но	2	2
670	истории литературы	2	2
671	не означает	1	2
672	это делает	1	2
673	значение в	1	2
674	произведения как	3	2
675	свидетельствует о	1	2
676	который всегда	1	2
677	которых можно	1	2
678	стола и	1	2
679	для искусства	2	2
680	на произведение	1	2
681	в литературе	2	2
682	из своих	1	2
683	на которой	1	2
684	собой в	1	2
685	с их	2	2
686	том в	1	2
687	ведь это	1	2
688	этом не	1	2
689	о каком	1	2
690	в равной	2	2
691	трети xix	1	2
692	говорят о	1	2
693	иной раз	1	2
694	над тем	1	2
695	перед собой	1	2
696	по своему	3	2
697	первой части	2	2
698	в малой	1	2
699	что от	1	2
700	только к	1	2
701	в полной	1	2
702	в таких	1	2
703	отличие от	7	2
704	в поле	1	2
705	по большей	2	2
706	в комедии	2	2
707	военных действий	1	2
708	здесь только	1	2
709	с языком	3	2
710	и может	2	2
711	перевод с	1	2
712	в пределах	3	2
713	тем самым	5	2
714	не должно	1	2
715	не требует	1	2
716	всей его	2	2
717	в рамках	13	2
718	самые разнообразные	1	2
719	числе и	2	2
720	же самое	1	2
721	вступают в	1	2
722	к изучению	1	2
723	времени в	2	2
724	и иные	1	2
725	нуждается в	1	2
726	эти два	1	2
727	и совершенно	1	2
728	в известной	1	2
729	жизнью и	1	2
730	с этих	1	2
731	произведение на	1	1
732	как произведения	1	1
733	на границах	1	1
734	можно говорить	1	1
735	это тот	1	1
736	бы несколько	1	1
737	этого в	1	1
738	вещи в	1	1
739	персонажей то	1	1
740	с формой	1	1
741	в элегии	1	1
742	с содержанием	1	1
743	без исключения	4	1
744	вопросу о	1	1
745	его за	1	1
746	оказывается не	1	1
747	с самим	2	1
748	вступает в	2	1
749	строго говоря	2	1
750	в принципе	8	1
751	окружающей его	2	1
752	одному из	1	1
753	например с	1	1
754	требует от	1	1
755	особенно если	1	1
756	ценность и	1	1
757	всегда имеются	1	1
758	случаях оказывается	1	1
759	читателя и	1	1
760	случаях обычно	1	1
761	произведений такова	1	1
762	им по	1	1
763	на свою	2	1
764	в новую	1	1
765	разные формы	1	1
766	к более	2	1
767	по мысли	2	1
768	языку по	1	1
769	если он	1	1
770	как целому	1	1
771	рядом с	1	1
772	мира это	1	1
773	видно из	1	1
774	и другим	1	1
775	новая форма	1	1
776	необходимо для	1	1
777	начинается с	1	1
778	в собственном	1	1
779	и внутренне	1	1
780	в бою	1	1
781	в порядке	2	1
782	к действительности	3	1
783	они ни	1	1
784	и слово	1	1
785	художественное произведение	3	1
786	следует подчеркнуть	3	1
787	как некоторая	1	1
788	и того	3	1
789	читатель не	1	1
790	и политического	2	1
791	при условии	2	1
792	из других	1	1
793	они обращены	1	1
794	очень точно	1	1
795	уже до	1	1
796	о чем-то	1	1
797	его текст	2	1
798	сам и	1	1
799	литературных произведениях	1	1
800	а чем-то	1	1
801	духовной жизни	2	1
802	таков что	1	1
803	но кто	1	1
804	свою личность	1	1
805	иной мере	1	1
806	ничто не	1	1
807	но во	2	1
808	это разумеется	1	1
809	а после	1	1
810	имея в	1	1
811	относится не	1	1
812	но каждая	1	1
813	у автора	1	1
814	только на	1	1
815	е годы	1	1
816	мне бог	1	1
817	вещами и	2	1
818	себе и	1	1
819	не вполне	2	1
820	значения этого	1	1
821	и общества	1	1
822	в окружающей	1	1
823	перед ним	1	1
824	в глаза	2	1
825	бы свой	1	1
826	в прошлом	1	1
827	из виду	2	1
828	к ним	1	1
829	обратим внимание	1	1
830	основания для	1	1
831	самом начале	1	1
832	у себя	1	1
833	революции в	1	1
834	из проявлений	1	1
835	и оценки	1	1
836	смысле не	1	1
837	в нашем	2	1
838	с этими	1	1
839	в научном	1	1
840	может сомневаться	1	1
841	тот что	1	1
842	исходит из	1	1
843	речь о	1	1
844	также является	1	1
845	не имело	1	1
846	время ее	1	1
847	природе и	1	1
848	стороны а	1	1
849	характеризуется тем	1	1
850	книги в	1	1
851	во внешней	1	1
852	к языку	1	1
853	затем в	1	1
854	себя в	8	1
855	о ней	1	1
856	жанра в	1	1
857	от жанра	1	1
858	иначе говоря	5	1
859	представить себе	1	1
860	совершенно иными	1	1
861	не достаточно	1	1
862	сюжет в	1	1
863	последние десятилетия	1	1
864	под маской	1	1
865	время и	1	1
866	чем на	1	1
867	в произведении	3	1
868	в состоянии	1	1
869	у каждого	1	1
870	что сама	2	1
871	есть его	1	1
872	а и	1	1
873	судьба в	1	1
874	пушкин очень	1	1
875	народной жизни	1	1
876	о себе	2	1
877	ей было	1	1
878	обратил внимание	1	1
879	что несмотря	1	1
880	или иную	2	1
881	с другими	5	1
882	иными словами	1	1
883	сколько бы	1	1
884	в третьем	1	1
885	как ученый	2	1
886	внешнего мира	3	1
887	знаков в	2	1
888	что составляет	1	1
889	и притом	3	1
890	слиться в	1	1
891	внутреннее единство	1	1
892	можно признать	1	1
893	и позволяет	3	1
894	всех его	1	1
895	тот кто	2	1
896	которое в	1	1
897	из уст	1	1
898	между этими	1	1
899	чтения в	1	1
900	возможным в	1	1
901	писал об	1	1
902	же оно	1	1
903	лишь на	1	1
904	между ними	5	1
905	человек в	1	1
906	в ранг	1	1
907	в себя	4	1
908	точек зрения	1	1
909	анекдот не	2	1
910	толковать о	1	1
911	делает его	2	1
912	некоторых частностей	1	1
913	это тоже	2	1
914	жизни то	2	1
915	вещами в	1	1
916	с острым	1	1
917	вопрос что	2	1
918	свое место	1	1
919	социального поведения	1	1
920	только во	1	1
921	войне и	2	1
922	остаться самим	1	1
923	здесь как	1	1
924	прежде но	1	1
925	разрыв между	1	1
926	говоря в	1	1
927	поэтики в	1	1
928	говорил о	1	1
929	не составляет	1	1
930	стиля в	1	1
931	материалом и	1	1
932	текста и	1	1
933	особого рода	8	1
934	именно потому	1	1
935	всего лишь	6	1
936	с легкой	2	1
937	не один	1	1
938	человека как	1	1
939	уже по	1	1
940	общения между	1	1
941	речи и	4	1
942	эстетическое отношение	10	1
943	к определенному	1	1
944	к самому	1	1
945	такими же	1	1
946	и внутреннюю	1	1
947	одно и	3	1
948	и является	1	1
949	я сейчас	1	1
950	является одним	1	1
951	ни одно	2	1
952	до прихода	2	1
953	перед лицом	3	1
954	из нас	1	1
955	к кому	1	1
956	своему образцу	1	1
957	это может	2	1
958	следует признать	1	1
959	реального исторического	1	1
960	не совпадает	1	1
961	он еще	1	1
962	и возникает	1	1
963	могла бы	2	1
964	я в	13	1
965	где слово	1	1
966	так называемого	1	1
967	но без	1	1
968	ту сторону	1	1
969	тот или	3	1
970	однако в	4	1
971	не дай	1	1
972	в систему	1	1
973	внимание и	1	1
974	друг другу	1	1
975	подход к	1	1
976	его личности	1	1
977	искусства но	4	1
978	о его	2	1
979	материала в	2	1
980	на отдельные	1	1
981	я но	1	1
982	и есть	1	1
983	и развитием	2	1
984	по замечанию	1	1
985	не простым	1	1
986	в силу	4	1
987	в совершенно	1	1
988	в данный	2	1
989	я люблю	1	1
990	что хотя	1	1
991	чем и	3	1
992	чтобы не	2	1
993	в культуре	3	1
994	произведения по	1	1
995	например слова	1	1
996	можно только	1	1
997	различных художественных	1	1
998	том чем	1	1
999	на деле	3	1
1000	образом и	2	1
1001	и против	1	1
1002	в перспективе	1	1
1003	произведения именно	1	1
1004	не позволяет	1	1
1005	онегин и	1	1
1006	и конечно	1	1
1007	как с	1	1
1008	такова же	1	1
1009	сойти с	1	1
1010	в случаях	1	1
1011	которой не	1	1
1012	на ее	1	1
1013	в литературной	1	1
1014	героя в	1	1
1015	xix столетия	1	1
1016	театр и	1	1
1017	чувства юмора	1	1
1018	являются такими	1	1
1019	соответствовало бы	1	1
1020	хх века	5	1
1021	никакого определенного	1	1
1022	содержит в	1	1
1023	с ним	2	1
1024	ты и	1	1
1025	в другой	1	1
1026	времени когда	1	1
1027	как драматическое	1	1
1028	сама жизнь	1	1
1029	и делает	1	1
1030	то с	1	1
1031	и дает	1	1
1032	для перевода	1	1
1033	дай мне	1	1
1034	том и	2	1
1035	этой точки	2	1
1036	к искусству	1	1
1037	все то	1	1
1038	с некоторыми	1	1
1039	превращая его	1	1
1040	в соответствии	1	1
1041	самим собой	5	1
1042	стилистическом отношении	2	1
1043	имеет значение	1	1
1044	смысла и	1	1
1045	об отсутствии	1	1
1046	мы говорим	1	1
1047	вещи но	1	1
1048	вокруг него	1	1
1049	одновременно с	1	1
1050	на территории	1	1
1051	v в	1	1
1052	расположение их	1	1
1053	в составе	1	1
1054	и действительно	1	1
1055	легкой руки	2	1
1056	значения и	2	1
1057	значении этого	4	1
1058	по собственному	1	1
1059	всеми теми	1	1
1060	переходя к	1	1
1061	непременным условием	1	1
1062	с такими	1	1
1063	у читателя	1	1
1064	можно даже	1	1
1065	а иной	1	1
1066	с собою	1	1
1067	по душе	1	1
1068	наполеона в	1	1
1069	таких случаях	2	1
1070	участвовать в	1	1
1071	приводит к	6	1
1072	роли в	4	1
1073	ему и	1	1
1074	вследствие этого	2	1
1075	к другому	2	1
1076	данного текста	3	1
1077	он мог	1	1
1078	бог сойти	1	1
1079	в лирических	1	1
1080	при всем	2	1
1081	но их	3	1
1082	речь в	1	1
1083	ни к	2	1
1084	и объединяет	1	1
1085	как художественное	2	1
1086	должно быть	1	1
1087	истории не	1	1
1088	поэт в	1	1
1089	время оно	1	1
1090	является также	1	1
1091	сливается с	1	1
1092	в обработке	1	1
1093	своей собственной	1	1
1094	совершенно иной	2	1
1095	даже сказать	1	1
1096	возвращаясь из	1	1
1097	у одного	2	1
1098	состоит как	1	1
1099	в роли	3	1
1100	в иной	3	1
1101	его исторического	1	1
1102	художественных произведений	1	1
1103	этом пути	1	1
1104	поле зрения	1	1
1105	самого автора	1	1
1106	и больше	2	1
1107	и читателей	3	1
1108	к одному	1	1
1109	о своем	1	1
1110	друг от	1	1
1111	чтобы именно	1	1
1112	не лишено	1	1
1113	имеем перед	1	1
1114	еще один	2	1
1115	каждый из	1	1
1116	с отвращением	1	1
1117	в функции	1	1
1118	из перечисленных	2	1
1119	автора в	1	1
1120	на которые	1	1
1121	из наиболее	1	1
1122	языку в	1	1
1123	это своеобразие	1	1
1124	если мы	2	1
1125	которой обладают	1	1
1126	понимая что	1	1
1127	при котором	2	1
1128	данного произведения	1	1
1129	в текстах	2	1
1130	в каждый	1	1
1131	не остаться	2	1
1132	что хотят	1	1
1133	языка а	1	1
1134	всего к	1	1
1135	жизненном поведении	1	1
1136	здесь и	1	1
1137	но оказывается	1	1
1138	данном контексте	2	1
1139	русском языке	1	1
1140	неотделимо от	1	1
1141	после его	1	1
1142	в стилистическом	2	1
1143	друг друга	1	1
1144	текста как	3	1
1145	ведет нас	1	1
1146	в самой	2	1
1147	пришлось бы	1	1
1148	жизни не	1	1
1149	собственно говоря	2	1
1150	характерные для	1	1
1151	а об	1	1
1152	человека но	1	1
1153	на время	2	1
1154	так с	1	1
1155	не знают	1	1
1156	к особенностям	1	1
1157	нравственные и	1	1
1158	в более	1	1
1159	на языке	3	1
1160	не во	1	1
1161	в последней	2	1
1162	действительно является	1	1
1163	переход к	1	1
1164	себя самого	1	1
1165	которое должно	1	1
1166	в формах	2	1
1167	особенностям его	1	1
1168	и наоборот	2	1
1169	но одно	1	1
1170	по ту	1	1
1171	этом в	1	1
1172	слова не	2	1
1173	должно стать	1	1
1174	творчества он	1	1
1175	в повести	2	1
1176	от своих	1	1
1177	сказать не	1	1
1178	читателя в	3	1
1179	говорим о	1	1
1180	от друга	1	1
1181	реальной действительности	1	1
1182	бессознательно на	1	1
1183	чтобы оно	1	1
1184	от всех	2	1
1185	является таким	1	1
1186	с ними	2	1
1187	и где	1	1
1188	виду что	1	1
1189	им с	1	1
1190	иллюстрации к	1	1
1191	совпадения с	1	1
1192	такого понимания	1	1
1193	к жизни	2	1
1194	и последующих	1	1
1195	среди прочих	1	1
1196	заметил что	1	1
1197	на фоне	1	1
1198	ее составе	1	1
1199	и со	1	1
1200	направления в	1	1
1201	только и	2	1
1202	право на	2	1
1203	именно эта	1	1
1204	и художественного	1	1
1205	в условиях	1	1
1206	на реального	1	1
1207	форма в	1	1
1208	совершенно особое	1	1
1209	своей значимости	1	1
1210	за его	1	1
1211	времени то	1	1
1212	связаны с	1	1
1213	приобретают в	1	1
1214	том случае	1	1
1215	этом у	1	1
1216	принадлежит только	2	1
1217	он это	1	1
1218	он ни	1	1
1219	имеются две	1	1
1220	на один	1	1
1221	каждом из	1	1
1222	две стороны	1	1
1223	как уже	3	1
1224	ту или	2	1
1225	одну из	1	1
1226	однако если	3	1
1227	тому как	3	1
1228	силе и	1	1
1229	собою как	1	1
1230	на всех	2	1
1231	для таких	1	1
1232	и одной	1	1
1233	больше и	1	1
1234	в лесу	1	1
1235	просто не	1	1
1236	ср не	1	1
1237	образа в	1	1
1238	не с	2	1
1239	свою жизнь	2	1
1240	текста во	1	1
1241	не следует	4	1
1242	стороны и	1	1
1243	только то	1	1
1244	и жизни	1	1
1245	суда над	1	1
1246	личность как	1	1
1247	если читатель	1	1
1248	у нее	1	1
1249	означает что	1	1
1250	место однако	1	1
1251	и т.д	4	1
1252	есть такое	1	1
1253	не быть	1	1
1254	своей цели	1	1
1255	в понимании	1	1
1256	литературное произведение	1	1
1257	для такого	2	1
1258	говорилось выше	1	1
1259	собой лишь	1	1
1260	над его	1	1
1261	художественного произведения	4	1
1262	произведения не	1	1
1263	первый том	1	1
1264	связи между	1	1
1265	то чему	2	1
1266	означало бы	1	1
1267	в узком	3	1
1268	же в	1	1
1269	реальности но	1	1
1270	внимание не	1	1
1271	говорить об	1	1
1272	идет не	1	1
1273	себя а	1	1
1274	включает в	2	1
1275	известной степени	3	1
1276	которые одновременно	1	1
1277	ни был	2	1
1278	всегда так	1	1
1279	в жизненном	1	1
1280	есть не	1	1
1281	и конец	2	1
1282	совершается в	1	1
1283	степени и	1	1
1284	воли автора	1	1
1285	более того	1	1
