N	2gram	Vygotskiy_	Russkaja
111	можно было	6	4
112	что же	1	4
113	в совершенно	6	4
114	от того	6	4
115	идет речь	3	4
116	и т.д	1	4
117	как бы	33	4
118	в этой	15	4
119	себя в	4	4
120	жизни и	8	4
121	но не	9	4
122	точку зрения	1	4
123	в самом	18	3
124	то в	1	3
125	что они	11	3
126	этом случае	2	3
127	что оно	12	3
128	и этот	2	3
129	может не	1	3
130	данном случае	4	3
131	и сейчас	5	3
132	должно быть	6	3
133	несмотря на	5	3
134	что это	15	3
135	в качестве	2	3
136	для них	1	3
137	что и	11	3
138	сводится к	7	3
139	что может	2	3
140	в виде	3	3
141	не было	2	3
142	связи с	2	3
143	или в	6	3
144	ни одна	2	3
145	тем что	8	3
146	именно в	9	3
147	в конце	10	3
148	и как	10	3
149	и т	12	3
150	да и	4	3
151	о которых	3	3
152	о котором	9	3
153	не есть	4	3
154	но если	3	3
155	но мы	4	3
156	той или	2	3
157	еще не	6	3
158	все они	2	3
159	и потому	8	3
160	только к	1	3
161	то это	6	3
162	в положении	2	3
163	ко всем	2	3
164	в лучшем	3	3
165	мы говорили	4	3
166	одна из	6	3
167	в значительной	1	3
168	на том	4	3
169	и ни	4	3
170	так чтобы	2	3
171	в другом	3	3
172	с виду	1	3
173	лучшем случае	3	3
174	говорить о	1	3
175	знаем что	5	3
176	она может	1	3
177	что для	6	3
178	главным образом	3	3
179	и во	2	3
180	том чтобы	7	3
181	одной из	2	3
182	что все	12	3
183	в сознании	2	3
184	из этого	7	3
185	он сам	1	3
186	конце концов	6	3
187	друг друга	1	3
188	из этих	4	3
189	для этого	12	3
190	всех этих	3	3
191	из них	7	3
192	того что	12	3
193	были бы	3	2
194	представить себе	2	2
195	к такому	3	2
196	не так	4	2
197	от него	5	2
198	и материальных	1	2
199	которых каждый	1	2
200	что с	8	2
201	не нужна	1	2
202	именно на	6	2
203	что такое	2	2
204	на совершенно	1	2
205	и вот	7	2
206	должна быть	2	2
207	совершенно очевидно	6	2
208	к себе	1	2
209	сама по	3	2
210	проявляется в	1	2
211	из всех	1	2
212	естественно что	2	2
213	от нас	2	2
214	с ним	4	2
215	эти самые	1	2
216	в некоторых	2	2
217	от этой	3	2
218	для нас	9	2
219	на которой	1	2
220	ни в	5	2
221	в результате	6	2
222	это есть	3	2
223	противоречие с	2	2
224	том и	3	2
225	в этих	3	2
226	у него	9	2
227	по себе	13	2
228	их не	2	2
229	и даже	4	2
230	если не	2	2
231	как акт	1	2
232	бы для	2	2
233	от друга	2	2
234	ее в	2	2
235	не о	1	2
236	или от	2	2
237	но совершенно	3	2
238	все эти	5	2
239	но для	1	2
240	том же	1	2
241	указывает на	8	2
242	в таком	4	2
243	к отрицанию	1	2
244	принадлежат к	1	2
245	отношения к	2	2
246	тому что	11	2
247	ясно что	10	2
248	так часто	1	2
249	их в	4	2
250	себя как	1	2
251	на эту	1	2
252	последнее время	1	2
253	только для	2	2
254	отличается от	4	2
255	нисколько не	3	2
256	по самому	2	2
257	и однако	1	2
258	так же	19	2
259	друг от	2	2
260	любовь к	1	2
261	в других	1	2
262	если же	3	2
263	уже не	1	2
264	к той	1	2
265	бы нас	1	2
266	чтобы понять	3	2
267	общественной жизни	1	2
268	с этим	4	2
269	его и	2	2
270	того или	1	2
271	совершенно не	11	2
272	мы можем	8	2
273	на этой	1	2
274	а с	7	2
275	за то	3	2
276	больше чем	3	2
277	и более	1	2
278	в котором	5	2
279	и состоит	1	2
280	лежит не	1	2
281	мы уже	7	2
282	в борьбе	1	2
283	даже и	2	2
284	она не	1	2
285	в течение	2	2
286	другом и	1	2
287	но даже	1	2
288	вся она	1	2
289	это только	5	2
290	они стараются	1	2
291	в ней	5	2
292	во многих	1	2
293	значительной мере	1	2
294	и тем	6	2
295	быть и	2	2
296	в частности	6	2
297	для нее	1	2
298	а не	16	2
299	но она	3	2
300	только на	4	2
301	в противоречие	1	2
302	речь идет	1	2
303	в силу	3	2
304	и является	2	2
305	и что	45	2
306	не должен	1	2
307	и тот	2	2
308	людей и	1	2
309	в начале	1	2
310	говоря о	1	2
311	факт что	8	2
312	по отношению	3	2
313	целый ряд	5	2
314	даже не	1	2
315	тем самым	1	2
316	тот факт	6	2
317	этот вопрос	6	2
318	состоит в	3	2
319	на это	3	2
320	зависимость от	1	2
321	только с	3	2
322	бы его	3	2
323	приводят к	1	2
324	благодаря этому	1	2
325	в глазах	2	2
326	что только	1	2
327	стоит только	7	2
328	и от	2	2
329	но в	7	2
330	и есть	7	2
331	по этому	5	2
332	так что	8	2
333	и о	5	2
334	уже указали	1	2
335	значило бы	1	2
336	если они	1	2
337	согласиться с	2	2
338	как будто	7	2
339	в области	2	2
340	культурной жизни	1	2
341	это в	5	2
342	или иного	1	2
343	но это	2	2
344	во время	4	2
345	взгляде на	1	2
346	будет в	1	2
347	не просто	6	2
348	если только	4	2
349	сделать это	3	2
350	не можем	8	2
351	и наконец	5	2
352	понять что	1	2
353	не к	1	2
354	к нему	1	2
355	подход к	1	1
356	когда он	10	1
357	всего в	1	1
358	то этим	1	1
359	иначе говоря	1	1
360	ближе к	2	1
361	уверенность в	1	1
362	тон и	1	1
363	этого и	1	1
364	не вызывает	2	1
365	которые для	1	1
366	только не	5	1
367	характеров и	2	1
368	из отдельных	1	1
369	жизни но	3	1
370	как это	16	1
371	что его	2	1
372	чтобы мы	2	1
373	ее и	1	1
374	один из	9	1
375	эти элементы	1	1
376	что у	7	1
377	и мы	28	1
378	зрения которая	1	1
379	за ним	3	1
380	психики и	1	1
381	и конечно	3	1
382	сейчас в	1	1
383	друг к	5	1
384	ничем не	1	1
385	отношению ко	1	1
386	ему что	2	1
387	хотелось бы	1	1
388	нет ни	4	1
389	они не	3	1
390	вообще не	1	1
391	то есть	16	1
392	он непременно	1	1
393	и материал	1	1
394	те элементы	1	1
395	это будет	2	1
396	роль и	2	1
397	которые не	2	1
398	нас не	2	1
399	которая в	1	1
400	переходит в	1	1
401	время и	1	1
402	отношению к	2	1
403	собой в	2	1
404	сделать эти	1	1
405	они имеют	1	1
406	которых мы	5	1
407	мы не	8	1
408	на ее	1	1
409	это особенно	1	1
410	ставит ее	1	1
411	бы такой	2	1
412	самое большее	1	1
413	этой общей	1	1
414	что значит	1	1
415	в состоянии	3	1
416	он считает	1	1
417	с этой	5	1
418	это не	9	1
419	он как	2	1
420	для всякого	1	1
421	которые на	2	1
422	мы знаем	4	1
423	ясно указывает	1	1
424	в себя	2	1
425	только от	1	1
426	в применении	1	1
427	можно назвать	1	1
428	до самого	2	1
429	борьбы и	1	1
430	даже в	2	1
431	человек о	1	1
432	была бы	4	1
433	этот принцип	1	1
434	гармонии всех	1	1
435	не для	4	1
436	возможно большее	2	1
437	ни было	1	1
438	всех остальных	2	1
439	элементов из	1	1
440	уже знаем	1	1
441	бы на	2	1
442	которых как	1	1
443	в разных	1	1
444	на деле	9	1
445	совершенно различных	1	1
446	этом отношении	3	1
447	речи быть	1	1
448	в постоянном	1	1
449	что при	5	1
450	в сущности	14	1
451	в ее	3	1
452	вытекающие из	1	1
453	что так	1	1
454	души и	1	1
455	так и	6	1
456	каждый данный	1	1
457	единственное что	1	1
458	этому служит	1	1
459	мало того	1	1
460	те же	3	1
461	и говорить	1	1
462	о которой	1	1
463	мы в	3	1
464	и за	4	1
465	то самое	1	1
466	и всегда	1	1
467	узнаем что	1	1
468	не являются	1	1
469	остановиться на	1	1
470	не хочет	1	1
471	в общей	1	1
472	не столько	1	1
473	хоть чем-нибудь	1	1
474	коренным образом	1	1
475	внутреннее противоречие	3	1
476	это противоречие	4	1
477	только чтобы	1	1
478	смысле этого	1	1
479	быть может	1	1
480	в состав	3	1
481	противоречие между	1	1
482	котором она	1	1
483	должны мы	1	1
484	в русском	1	1
485	не на	1	1
486	все равно	3	1
487	нас от	2	1
488	за границей	1	1
489	с совершенной	3	1
490	и давать	1	1
491	только они	1	1
492	тому же	4	1
493	все черты	1	1
494	от своих	1	1
495	совершенно ясно	13	1
496	основании что	1	1
497	не была	1	1
498	а на	1	1
499	такого же	2	1
500	гармонии и	1	1
501	одну и	2	1
502	как же	1	1
503	что ни	4	1
504	материал для	2	1
505	он имеет	1	1
506	только она	1	1
507	здесь мы	2	1
508	на которых	2	1
509	в которой	4	1
510	от тех	1	1
511	заключает в	7	1
512	и представления	1	1
513	в собственном	2	1
514	этом есть	1	1
515	с ней	1	1
516	с таким	2	1
517	от этих	3	1
518	что по	3	1
519	подходим к	1	1
520	это положение	1	1
521	согласно этому	1	1
522	показать что	17	1
523	заключается в	13	1
524	дело в	4	1
525	необходимо чтобы	2	1
526	мысль о	5	1
527	из двух	3	1
528	оно есть	2	1
529	которое в	2	1
530	которые как	1	1
531	вопросе почему	1	1
532	тогда это	1	1
533	что не	5	1
534	свою судьбу	1	1
535	сестер в	1	1
536	заботясь о	1	1
537	и другое	6	1
538	его жизнь	2	1
539	и начало	1	1
540	а то	1	1
541	вот это	1	1
542	и действительно	2	1
543	превращается в	2	1
544	представление о	1	1
545	очевидно что	3	1
546	веет от	1	1
547	к другим	2	1
548	здесь же	2	1
549	здесь дело	2	1
550	может в	1	1
551	если он	2	1
552	ряд общих	1	1
553	или мы	1	1
554	в жизни	2	1
555	с одним	1	1
556	виде как	1	1
557	смысл ее	1	1
558	человек и	1	1
559	каждого элемента	1	1
560	тем же	3	1
561	из тех	1	1
562	она и	1	1
563	на другую	1	1
564	и без	1	1
565	в деле	1	1
566	мы теперь	1	1
567	находит себе	5	1
568	выражается в	1	1
569	к самому	3	1
570	к его	2	1
571	с ними	1	1
572	внутренние противоречия	1	1
573	этой цели	3	1
574	нее он	1	1
575	для каждого	1	1
576	если и	1	1
577	есть та	2	1
578	же как	4	1
579	но по	1	1
580	или даже	1	1
581	возможно и	1	1
582	только то	1	1
583	к другу	5	1
584	в одно	1	1
585	зрения житейской	1	1
586	и просто	3	1
587	момент и	1	1
588	in adjecto	1	1
589	но когда	1	1
590	другом месте	1	1
591	при таком	4	1
592	в которых	4	1
593	на целый	1	1
594	насколько это	1	1
595	есть только	3	1
596	однако это	1	1
597	не менее	1	1
598	этим самым	1	1
599	этого слова	1	1
600	перед собой	1	1
601	от этого	1	1
602	по своему	1	1
603	ассоциировались с	1	1
604	на все	2	1
605	легко убедимся	1	1
606	того и	1	1
607	весь ход	1	1
608	этого вопроса	1	1
609	бы не	1	1
610	в истории	1	1
611	в такой	1	1
612	обе эти	2	1
613	этой новой	1	1
614	судьбу в	1	1
615	должно было	2	1
616	как не	1	1
617	в свете	1	1
618	вот на	1	1
619	всей той	1	1
620	войти в	1	1
621	которая сама	1	1
622	есть то	2	1
623	что оба	1	1
624	и это	13	1
625	в сторону	2	1
626	а только	1	1
627	начал с	1	1
628	и постоянно	1	1
629	об этом	5	1
630	должен быть	3	1
631	к созданию	1	1
632	и таким	3	1
633	так например	5	1
634	сейчас же	16	1
635	и у	1	1
636	как только	5	1
637	вовсе не	8	1
638	представляется в	1	1
639	могло бы	4	1
640	на другие	1	1
641	искусство и	4	1
642	на первый	2	1
643	не трудно	1	1
644	в одной	4	1
645	тем более	1	1
646	по крайней	1	1
647	говорили выше	2	1
648	ярко и	1	1
649	перед нами	5	1
650	из области	1	1
651	связано с	1	1
652	казалось бы	11	1
653	привело к	1	1
654	разумеется на	1	1
655	они стремятся	1	1
656	вопроса о	2	1
657	бы в	7	1
658	не был	1	1
659	необходимых для	1	1
660	и видеть	1	1
661	смотреть как	1	1
662	на них	3	1
663	чтобы сделать	2	1
664	этом если	1	1
665	эта точка	2	1
666	является для	1	1
667	к чисто	1	1
668	и логически	1	1
669	что хотя	1	1
670	это до	1	1
671	что эти	4	1
672	что та	1	1
673	у которых	1	1
674	которая как	1	1
675	и пути	1	1
676	и того	2	1
677	с необычайной	1	1
678	ко всему	1	1
679	это и	7	1
680	еще и	1	1
681	две совершенно	1	1
682	нее так	1	1
683	ни на	3	1
684	совершенно ином	1	1
685	этим принципом	1	1
686	можно сказать	4	1
687	полной мере	1	1
688	но все	5	1
689	тем у	1	1
690	нее все	1	1
691	человека в	3	1
692	является результатом	1	1
693	но как	3	1
694	мысли что	1	1
695	не является	3	1
696	и эти	3	1
697	и других	2	1
698	в полной	2	1
699	бы к	1	1
700	в основе	9	1
701	для создания	1	1
702	если допустить	1	1
703	бы показать	3	1
704	каждая из	1	1
705	с самого	5	1
706	основанного на	1	1
707	все три	2	1
708	язык и	1	1
709	как та	1	1
710	данный момент	1	1
711	такому же	1	1
712	его жизни	1	1
713	эти последние	1	1
714	в очень	1	1
715	в какой-нибудь	1	1
716	жизни при	1	1
717	применении к	1	1
718	но ведь	2	1
719	свое место	1	1
720	нельзя было	2	1
721	он был	3	1
722	нас и	2	1
723	это как	2	1
724	силы и	1	1
725	где есть	1	1
726	привело бы	1	1
727	и заключается	6	1
728	к переходу	1	1
729	все до	1	1
730	то и	1	1
731	доказать что	1	1
732	чем то	1	1
733	хоть сколько-нибудь	1	1
734	которой идет	1	1
735	чтобы он	2	1
736	всех элементов	1	1
737	говорить не	1	1
738	в свою	3	1
739	частном вопросе	1	1
740	ни один	2	1
741	это то	1	1
742	связь и	2	1
743	то совершенно	1	1
744	также и	1	1
745	ту же	3	1
746	по сравнению	4	1
747	многих случаях	1	1
748	личности и	1	1
749	не по	1	1
750	которые и	1	1
751	сказано выше	1	1
752	но при	1	1
753	являются не	1	1
754	быть не	2	1
755	не быть	1	1
756	внутренних противоречий	1	1
757	и второй	1	1
758	часто совершенно	2	1
759	ко всякой	1	1
760	языком и	1	1
761	значение и	2	1
762	не сам	1	1
763	себе что	1	1
764	из которой	2	1
765	решить вопрос	2	1
766	но вся	1	1
767	в руках	1	1
768	остается только	1	1
769	борьбе против	1	1
770	сознании и	1	1
771	на чем	1	1
772	имеет в	1	1
773	и теперь	2	1
774	к известной	1	1
775	что касается	4	1
776	те или	1	1
777	всего на	1	1
778	потому нас	1	1
779	исходный пункт	1	1
780	на нем	1	1
781	и вся	4	1
782	не могло	2	1
783	другим и	1	1
784	и их	3	1
785	что эта	8	1
786	всех других	1	1
787	на его	4	1
788	хотя в	1	1
789	факт для	1	1
790	чем больше	3	1
791	видеть что	1	1
792	опереться на	1	1
793	отказ от	1	1
794	для человека	1	1
795	не могла	2	1
796	и когда	12	1
797	нельзя отрицать	1	1
798	кто не	1	1
799	но только	3	1
800	смотрит на	1	1
801	быть как	1	1
802	иметь в	3	1
803	ее с	1	1
804	быть таким	1	1
805	мы хотим	4	1
806	но дело	1	1
807	о самой	2	1
808	стороны и	5	1
809	усиливает а	1	1
810	доказательством этому	1	1
811	что такая	1	1
812	что ее	1	1
813	из нас	1	1
814	образом по	1	1
815	по своей	1	1
816	он есть	1	1
817	поэтому для	1	1
818	станем рассматривать	1	1
819	что когда	2	1
820	стало быть	1	1
821	борьбе за	1	1
822	это значило	1	1
823	самого начала	5	1
824	свою очередь	1	1
825	ином виде	2	1
826	образом осуществляется	1	1
827	их и	1	1
828	еще на	1	1
829	идет о	1	1
830	именно из	2	1
831	могла бы	4	1
832	этом вопросе	1	1
833	важно только	1	1
834	с ее	1	1
835	с другой	12	1
836	ни другого	1	1
837	это же	2	1
838	всякого другого	1	1
839	с какими-нибудь	1	1
840	этим взглядом	1	1
841	как мы	6	1
842	известной степени	1	1
843	из нее	2	1
844	же самое	13	1
845	разные виды	1	1
846	двух других	1	1
847	к ней	3	1
848	явление в	1	1
849	без всякого	3	1
850	нет и	2	1
851	со своими	1	1
852	уверены в	1	1
853	которые служат	1	1
854	указали выше	1	1
855	одного из	1	1
856	природы и	1	1
857	которых он	3	1
858	ее не	2	1
859	в сфере	1	1
860	быть уверен	1	1
861	что во	1	1
862	если мы	24	1
863	крайней мере	1	1
864	тот кто	1	1
865	своем целом	1	1
866	мог бы	3	1
867	от которой	1	1
868	страх а	1	1
869	могут быть	8	1
870	с большим	1	1
871	одного и	2	1
872	исключительно к	1	1
873	убедимся что	1	1
874	виде и	2	1
875	сил если	1	1
876	и все	15	1
877	просто в	2	1
878	совершенной ясностью	2	1
879	до конца	7	1
880	на него	4	1
881	основе его	1	1
882	должны быть	1	1
883	нас важно	1	1
884	то чем	1	1
885	только при	1	1
886	заключающим в	1	1
887	эту мысль	2	1
888	означало бы	1	1
889	двух противоположных	8	1
890	преимущественно в	2	1
891	в каждый	1	1
892	котором мы	3	1
893	с которым	5	1
894	в зависимости	7	1
895	образом в	3	1
896	столь же	3	1
897	на этот	7	1
898	никому не	2	1
899	он может	3	1
900	исходит из	5	1
901	при внимательном	1	1
902	такой же	2	1
903	том виде	1	1
904	другим способом	1	1
905	происходит в	1	1
906	и прежде	1	1
907	свидетельствуют о	1	1
908	же мы	3	1
909	до известной	1	1
910	и проч	2	1
911	душевная жизнь	1	1
912	от них	1	1
913	оно может	2	1
914	на место	1	1
915	под именем	1	1
916	к этому	5	1
917	оказывается что	2	1
918	себе еще	1	1
919	образом оказывается	1	1
920	вызывать в	2	1
921	надо было	2	1
922	понятие о	1	1
923	что вся	3	1
924	воздействия на	1	1
925	связаны с	2	1
926	может и	2	1
927	для чего	4	1
928	к своей	3	1
929	событий и	3	1
930	точно также	1	1
931	природа его	1	1
932	к ее	1	1
933	поскольку она	1	1
934	точка зрения	4	1
935	того же	5	1
936	в самой	1	1
937	движения и	1	1
938	в один	1	1
939	дает ему	2	1
940	в лице	1	1
941	в одну	1	1
942	которых нет	1	1
943	гораздо труднее	1	1
944	и себе	1	1
945	что на	6	1
946	есть не	7	1
947	где мы	3	1
948	они были	3	1
949	иное как	2	1
950	и следует	1	1
951	никак не	10	1
952	сделано в	1	1
953	внимательном рассмотрении	1	1
954	к каким	1	1
955	любви и	3	1
956	же за	1	1
957	суть дела	1	1
