N	2gram	Propp_Morf	Problemy
259	отличие от	1	6
260	как он	1	6
261	в начале	3	6
262	на то	3	6
263	и только	3	6
264	но для	3	6
265	те же	1	5
266	с собой	3	5
267	именно в	1	5
268	с тем	2	5
269	в высшей	1	5
270	в глаза	2	5
271	но так	2	5
272	в чем	2	5
273	той или	1	5
274	как объект	1	5
275	однако в	2	5
276	один из	7	5
277	та же	3	5
278	в последнем	3	5
279	он только	1	5
280	подобно тому	6	5
281	функции в	1	5
282	со всеми	1	5
283	здесь мы	3	5
284	совершенно не	1	5
285	диалог с	1	5
286	но здесь	2	5
287	мы не	8	5
288	он старается	2	5
289	в ее	1	5
290	другого и	2	5
291	меня не	1	5
292	высшей степени	1	5
293	и то	1	5
294	они не	3	5
295	он как	1	5
296	где он	1	5
297	между собою	2	5
298	по своему	2	5
299	нисколько не	1	5
300	быть и	2	5
301	есть и	4	5
302	благодаря этому	3	5
303	или иной	1	5
304	тому что	5	5
305	тому как	5	5
306	является в	2	4
307	все что	1	4
308	к другу	2	4
309	только что	3	4
310	с этой	3	4
311	нами в	4	4
312	ивана в	3	4
313	более или	2	4
314	в первом	5	4
315	друг к	2	4
316	на друга	2	4
317	то это	5	4
318	перед его	1	4
319	он был	1	4
320	всего этого	1	4
321	друг на	2	4
322	или менее	2	4
323	образом как	1	4
324	находится в	1	4
325	во всей	1	4
326	и вдруг	1	4
327	на котором	4	4
328	они могут	1	4
329	не то	1	4
330	тем не	7	4
331	что такое	3	4
332	связи с	12	4
333	в которой	3	4
334	и говорит	1	4
335	и своего	1	4
336	то в	3	4
337	время как	3	4
338	не есть	1	4
339	героя из	2	4
340	в эту	1	4
341	оно не	2	4
342	он ничего	1	4
343	в рассказе	1	4
344	одно и	1	4
345	а вовсе	2	4
346	ни были	1	4
347	не значит	3	4
348	в первой	1	4
349	с ее	1	4
350	всех этих	1	4
351	вопрос кто	1	4
352	образом и	1	4
353	даны в	1	4
354	из которых	5	4
355	от другого	3	4
356	если не	1	4
357	конечно и	1	4
358	и действительно	1	4
359	бы не	1	4
360	героев в	1	4
361	нет в	1	4
362	здесь нет	1	4
363	принимает форму	1	4
364	которую он	1	4
365	появляется в	2	4
366	материал и	1	4
367	у вас	1	4
368	он должен	3	4
369	заставляет его	2	4
370	этом отношении	2	4
371	в формах	1	4
372	что с	1	4
373	герой как	1	4
374	а то	3	4
375	вообще не	2	4
376	слова не	1	4
377	к концу	1	4
378	войти в	1	4
379	это было	3	4
380	об этом	5	4
381	героя к	2	4
382	также и	6	4
383	конечно в	1	4
384	еще в	1	4
385	от того	4	4
386	герой не	2	4
387	как их	2	4
388	таким же	1	4
389	ивана с	1	4
390	его герой	1	4
391	с героем	2	3
392	по всему	3	3
393	говорить о	4	3
394	в нашу	1	3
395	о чем	1	3
396	а затем	10	3
397	чтобы в	1	3
398	именно и	1	3
399	есть в	1	3
400	они ни	1	3
401	функций в	1	3
402	он является	1	3
403	есть то	1	3
404	можно сказать	2	3
405	в данном	2	3
406	что этот	2	3
407	между двумя	1	3
408	увидим что	2	3
409	но они	2	3
410	в различных	2	3
411	настоящее время	3	3
412	одной из	2	3
413	и вообще	1	3
414	что говорит	1	3
415	что даже	1	3
416	в эти	1	3
417	свои собственные	1	3
418	всего в	1	3
419	герой и	4	3
420	мы видим	15	3
421	как такового	2	3
422	она в	2	3
423	него самого	1	3
424	и герой	1	3
425	эта форма	14	3
426	чем в	2	3
427	к чему	3	3
428	что его	4	3
429	здесь же	3	3
430	в таком	1	3
431	эту особенность	1	3
432	между собой	5	3
433	вводит в	1	3
434	могли бы	2	3
435	мы можем	5	3
436	очень часто	6	3
437	реакции на	1	3
438	не дает	1	3
439	ту же	2	3
440	совсем не	3	3
441	лишь один	1	3
442	его жизнь	1	3
443	ни одной	2	3
444	и есть	3	3
445	теми же	1	3
446	и по	3	3
447	в один	3	3
448	как таковой	2	3
449	том или	1	3
450	должны быть	2	3
451	своих героев	1	3
452	и при	3	3
453	и делает	1	3
454	кто же	1	3
455	с иваном	3	3
456	совершенно иное	1	3
457	и самая	1	3
458	обращается к	1	3
459	или наоборот	2	3
460	то время	3	3
461	есть нечто	3	3
462	сам с	1	3
463	все они	1	3
464	не является	4	3
465	как целое	1	3
466	себя за	2	3
467	того чтобы	4	3
468	можно лишь	2	3
469	это все	1	3
470	он во	1	3
471	оно является	1	3
472	может войти	1	3
473	и больше	2	3
474	именно на	1	3
475	значение для	1	3
476	вступает в	1	3
477	как например	2	3
478	им в	1	3
479	без всякого	2	3
480	если мы	6	3
481	тем же	2	3
482	мог бы	1	3
483	лишь о	1	3
484	бы сказать	1	3
485	же он	1	3
486	здесь действительно	1	3
487	в настоящее	3	3
488	его можно	1	3
489	может найти	1	3
490	этом случае	10	3
491	данном случае	2	3
492	того как	2	3
493	сколько в	1	3
494	что так	1	3
495	ее в	3	3
496	в других	5	3
497	на которой	1	3
498	у нас	3	3
499	мы будем	3	3
500	ко второму	1	3
501	этого не	2	3
502	дело в	1	3
503	для героев	1	3
504	так в	1	3
505	на одном	1	3
506	и могут	1	3
507	а он	1	3
508	оно может	4	3
509	того или	1	3
510	реагирует на	3	3
511	тут и	1	3
512	сказать о	2	3
513	ее он	1	3
514	ивана и	1	3
515	строится как	1	3
516	не удалось	1	3
517	из этих	2	3
518	не с	2	3
519	у ивана	2	3
520	или другого	1	3
521	ним как	1	3
522	героя его	1	3
523	которые в	1	3
524	же в	3	3
525	все еще	3	3
526	себе он	1	3
527	то все	1	3
528	и другие	6	2
529	и очень	1	2
530	самого себя	2	2
531	за исключением	1	2
532	отношении друг	1	2
533	одному из	3	2
534	одно из	1	2
535	не столько	1	2
536	от одного	1	2
537	своих целей	1	2
538	из нее	1	2
539	весь этот	1	2
540	предметом его	1	2
541	она является	1	2
542	а именно	1	2
543	роль в	2	2
544	материала в	1	2
545	ними и	1	2
546	во все	1	2
547	быть не	1	2
548	только как	1	2
549	для того	3	2
550	не всегда	10	2
551	в этот	1	2
552	с помощью	1	2
553	собственно не	1	2
554	на пути	4	2
555	двух точек	1	2
556	художественных приемов	1	2
557	свою очередь	1	2
558	перед ним	1	2
559	за другом	2	2
560	с большим	1	2
561	никаких новых	2	2
562	такая же	1	2
563	в нашем	6	2
564	эти вопросы	1	2
565	же она	3	2
566	материал в	1	2
567	типа а	1	2
568	также является	1	2
569	к этому	4	2
570	он живет	1	2
571	и был	1	2
572	героя то	1	2
573	и становится	1	2
574	еще резче	1	2
575	другим что	1	2
576	мы привели	1	2
577	этого и	1	2
578	она имеет	1	2
579	к различным	2	2
580	собой и	1	2
581	то оно	1	2
582	после того	1	2
583	и функции	3	2
584	других для	1	2
585	собой в	2	2
586	и заставляет	2	2
587	с одной	2	2
588	есть у	1	2
589	увидим дальше	1	2
590	а и	3	2
591	имеется и	1	2
592	его но	1	2
593	в качестве	8	2
594	или не	3	2
595	прежде чем	5	2
596	принципа в	1	2
597	и создает	1	2
598	но иногда	1	2
599	и она	1	2
600	служит для	1	2
601	больше всего	1	2
602	сохраняется и	1	2
603	лишь для	1	2
604	же касается	1	2
605	не нужно	1	2
606	но к	1	2
607	человека а	1	2
608	здесь как	1	2
609	бы к	1	2
610	иногда же	2	2
611	мы говорили	1	2
612	нет но	2	2
613	для наших	3	2
614	отношение между	1	2
615	или же	7	2
616	бы они	2	2
617	важно не	1	2
618	почти всегда	1	2
619	также не	1	2
620	у которого	1	2
621	другой и	1	2
622	но есть	3	2
623	с насмешкой	1	2
624	них не	1	2
625	из этого	1	2
626	для чего	1	2
627	независимо от	4	2
628	слова она	1	2
629	ты еще	1	2
630	в особенности	1	2
631	не так	2	2
632	же самый	1	2
633	одном месте	1	2
634	а потому	2	2
635	во втором	7	2
636	и этот	2	2
637	они и	5	2
638	как с	1	2
639	и материал	1	2
640	на западе	1	2
641	что герой	1	2
642	как один	1	2
643	на первом	1	2
644	смысле слова	4	2
645	ничего он	1	2
646	материала но	2	2
647	это уже	3	2
648	но этого	1	2
649	и вызывает	3	2
650	и сердце	1	2
651	появляются в	1	2
652	этой точки	1	2
653	во что	1	2
654	они даны	2	2
655	иметь в	1	2
656	их и	1	2
657	в россии	2	2
658	показать что	4	2
659	эти явления	1	2
660	сразу с	1	2
661	что такой	1	2
662	не место	1	2
663	не имеет	2	2
664	всей своей	1	2
665	все как	1	2
666	в которые	1	2
667	но оно	2	2
668	еще и	1	2
669	в главе	1	2
670	мы переходим	1	2
671	него он	1	2
672	остановимся лишь	1	2
673	где есть	1	2
674	в свою	1	2
675	героем и	1	2
676	нашей работы	2	2
677	и об	1	2
678	не потому	1	2
679	целый ряд	3	2
680	а во	3	2
681	известной степени	1	2
682	рассказа к	1	2
683	что здесь	1	2
684	и там	1	2
685	заметить что	11	2
686	она может	1	2
687	в образе	6	2
688	на ряд	1	2
689	как во	1	2
690	в другое	1	2
691	такое же	1	2
692	ответ на	2	2
693	то они	2	2
694	ничем не	2	2
695	лишь весьма	1	2
696	и сама	1	2
697	он бросает	1	2
698	е все	1	2
699	для нас	2	2
700	сам себе	1	2
701	слова а	1	2
702	что каждый	1	2
703	быть или	1	2
704	зрения его	1	2
705	только он	1	2
706	в г	1	2
707	вне этой	1	2
708	без всяких	1	2
709	материал для	1	2
710	и показать	1	2
711	этого нельзя	2	2
712	с теми	4	2
713	случае не	4	2
714	бы быть	1	2
715	в какой	3	2
716	лишь с	2	2
717	е не	1	2
718	он отвечает	1	2
719	он узнает	1	2
720	один и	1	2
721	только и	1	2
722	он приводит	2	2
723	для героя	3	2
724	как все	1	2
725	не все	6	2
726	другом случае	1	2
727	этих двух	1	2
728	еще до	1	2
729	и хочет	1	2
730	друг за	2	2
731	бы во	1	2
732	и эти	1	2
733	хотя он	1	2
734	и ни	1	2
735	одну из	1	2
736	он обращается	1	2
737	во второй	2	2
738	что касается	1	2
739	но она	1	2
740	этих случаях	15	2
741	к которой	1	2
742	чем является	1	2
743	в рамках	1	2
744	же самое	1	2
745	вступают в	3	2
746	эту функцию	1	2
747	к ней	3	2
748	и вне	3	2
749	или другом	1	2
750	как за	2	2
751	теперь когда	1	2
752	действительно не	1	2
753	тех которые	1	2
754	все более	1	2
755	надо было	1	2
756	может и	1	2
757	отца не	1	2
758	и совершенно	1	2
759	или точнее	1	2
760	пр он	3	1
761	какого бы	1	1
762	было так	1	1
763	и выдает	1	1
764	всего это	3	1
765	этот материал	1	1
766	то один	1	1
767	для всех	1	1
768	еще раз	1	1
769	можно говорить	1	1
770	отвечает на	1	1
771	в постановке	1	1
772	на эти	1	1
773	ее возможность	2	1
774	в момент	1	1
775	с двух	1	1
776	которые не	1	1
777	с толку	1	1
778	которые здесь	1	1
779	к этой	1	1
780	которые также	1	1
781	до него	1	1
782	и становятся	2	1
783	совершенно очевидно	1	1
784	сверх того	1	1
785	или иных	1	1
786	его при	1	1
787	д но	4	1
788	в применении	1	1
789	однако и	1	1
790	как отдельные	1	1
791	и когда	2	1
792	ли его	1	1
793	формы в	1	1
794	этот момент	5	1
795	же относится	1	1
796	ни стало	1	1
797	в некоторых	4	1
798	потому не	2	1
799	не являются	1	1
800	всего возникает	1	1
801	не достигается	1	1
802	форма у	1	1
803	случае он	2	1
804	хочет его	1	1
805	не меняет	2	1
806	положения в	1	1
807	или во	1	1
808	стоит в	1	1
809	вопрос на	1	1
810	в материал	1	1
811	на которых	1	1
812	из двух	3	1
813	как дар	1	1
814	мысль о	1	1
815	из самых	1	1
816	но по	1	1
817	появляться и	1	1
818	или на	3	1
819	начинается с	5	1
820	не исчерпаны	1	1
821	в собственном	3	1
822	духа в	1	1
823	в точном	1	1
824	герой по	1	1
825	отца а	1	1
826	лица в	1	1
827	только для	2	1
828	по этим	2	1
829	он выдает	1	1
830	за ней	2	1
831	быть разрешен	3	1
832	для их	1	1
833	мы считаем	1	1
834	еще придется	1	1
835	свою собственную	1	1
836	а эта	2	1
837	ивана за	1	1
838	но мы	3	1
839	так например	3	1
840	на первый	3	1
841	совершенно безразлично	1	1
842	от различных	1	1
843	второй тип	1	1
844	нашу задачу	2	1
845	всякому человеку	1	1
846	первый взгляд	3	1
847	не существует	3	1
848	к другой	2	1
849	найти критерий	1	1
850	здесь возможны	1	1
851	на глаз	1	1
852	или другим	1	1
853	может поставить	1	1
854	в приведенных	1	1
855	она все	1	1
856	о которых	1	1
857	материал но	1	1
858	говорить не	1	1
859	служит также	1	1
860	е о	1	1
861	в каких	2	1
862	но то	1	1
863	формы его	1	1
864	оно как	2	1
865	во многих	1	1
866	на следующий	1	1
867	точно и	1	1
868	особое место	2	1
869	он получает	2	1
870	другой ее	1	1
871	не исключает	2	1
872	победы над	1	1
873	правда и	1	1
874	точно так	2	1
875	приходит к	1	1
876	для данного	1	1
877	говорит что	1	1
878	основного принципа	1	1
879	друга что	1	1
880	корешки в	1	1
881	середине первого	1	1
882	самим героем	1	1
883	поступков в	1	1
884	и дает	2	1
885	человека эта	1	1
886	так то	1	1
887	есть они	1	1
888	о тех	1	1
889	они должны	1	1
890	хотя мы	1	1
891	а сам	1	1
892	или нет?	1	1
893	же они	2	1
894	в основу	2	1
895	действие не	1	1
896	будем говорить	1	1
897	форм их	1	1
898	момент в	2	1
899	который в	2	1
900	что именно	2	1
901	всех людей	1	1
902	первоначально это	1	1
903	в противном	1	1
904	уже по	1	1
905	она есть	1	1
906	но там	1	1
907	характерно что	1	1
908	действительно в	1	1
909	мы скажем	1	1
910	не происходит	3	1
911	и попутно	1	1
912	не зная	1	1
913	и получает	1	1
914	сюжета мы	1	1
915	в научной	2	1
916	один пример	1	1
917	его самого	4	1
918	время и	1	1
919	где начинается	1	1
920	что каждая	1	1
921	несколько таких	1	1
922	наших целей	2	1
923	в состоянии	1	1
924	получает в	4	1
925	или они	1	1
926	формы но	1	1
927	они определяются	1	1
928	форма является	1	1
929	то для	1	1
930	в живых	3	1
931	вопрос мы	1	1
932	из моментов	1	1
933	а ведь	1	1
934	помимо того	1	1
935	лиц в	3	1
936	лишь после	2	1
937	таких героев	2	1
938	и за	2	1
939	в тот	1	1
940	но чаще	1	1
941	очень ярких	2	1
942	как разные	1	1
943	не от	2	1
944	возникает вопрос	3	1
945	первый тип	1	1
946	и притом	1	1
947	видит в	1	1
948	все разновидности	1	1
949	наконец мы	1	1
950	бы только	1	1
951	нужно иметь	1	1
952	о возможности	1	1
953	утверждение что	1	1
954	литература о	1	1
955	первых и	1	1
956	из приведенных	3	1
957	при анализе	1	1
958	из важнейших	1	1
959	выпадает из	2	1
960	их по	4	1
961	этим и	1	1
962	нет прямого	1	1
963	это мы	2	1
964	случае и	1	1
965	наше рассмотрение	1	1
966	точном смысле	1	1
967	и всю	1	1
968	на тот	1	1
969	была не	1	1
970	учение о	5	1
971	мы дали	1	1
972	в связи	10	1
973	ясно что	5	1
974	могут появляться	1	1
975	по одному	1	1
976	здесь перед	1	1
977	героя герой	2	1
978	плоскости как	1	1
979	до известной	1	1
980	уже давно	1	1
981	иван а	1	1
982	бы поставить	1	1
983	мне про	1	1
984	д наконец	1	1
985	могло бы	1	1
986	говорит ты	1	1
987	это определение	1	1
988	чтобы его	2	1
989	вопроса о	3	1
990	определить все	1	1
991	и отсюда	3	1
992	в русской	1	1
993	совершенно другой	2	1
994	не знаешь	2	1
995	но можно	1	1
996	до чрезвычайности	1	1
997	вошел в	1	1
998	подобные же	2	1
999	вопрос но	1	1
1000	его значимости	1	1
1001	читателя в	1	1
1002	я тебе	1	1
1003	домой и	1	1
1004	и однако	1	1
1005	дана в	1	1
1006	в отдельных	3	1
1007	влияет и	1	1
1008	оказалось бы	1	1
1009	сюда же	5	1
1010	и необходимость	1	1
1011	что общий	1	1
1012	вместо того	1	1
1013	самому себе	1	1
1014	где герой	1	1
1015	является его	1	1
1016	действующих лиц	22	1
1017	и тем	3	1
1018	но путь	1	1
1019	нами опять	1	1
1020	все основные	1	1
1021	как это	7	1
1022	не будет	1	1
1023	можно сделать	2	1
1024	на нем	3	1
1025	всех других	2	1
1026	не приходится	1	1
1027	никто не	4	1
1028	сюда относятся	2	1
1029	в тех	8	1
1030	где я	1	1
1031	и тот	2	1
1032	часто не	1	1
1033	от самого	1	1
1034	ни одна	4	1
1035	им только	1	1
1036	даже не	3	1
1037	вопрос что	3	1
1038	явления совершенно	1	1
1039	другими героями	1	1
1040	в нее	2	1
1041	что бы	1	1
1042	второму типу	1	1
1043	понимает что	1	1
1044	он представляет	1	1
1045	на свое	1	1
1046	когда мы	1	1
1047	меняется и	1	1
1048	можно бы	2	1
1049	требует чтобы	3	1
1050	могла бы	4	1
1051	борьба в	1	1
1052	и несколько	1	1
1053	на функциях	1	1
1054	следовательно в	1	1
1055	выходят за	1	1
1056	вопрос в	2	1
1057	для выделения	1	1
1058	но распределение	1	1
1059	ивана к	1	1
1060	и никогда	1	1
1061	ее руку	1	1
1062	главным образом	5	1
1063	он вдруг	1	1
1064	и каждый	1	1
1065	первом случае	3	1
1066	приводят к	3	1
1067	но прежде	1	1
1068	в доме	2	1
1069	и гораздо	1	1
1070	ей не	1	1
1071	другой не	2	1
1072	многообразие в	1	1
1073	если они	2	1
1074	одной стороны	2	1
1075	и разновидности	1	1
1076	только такое	1	1
1077	но кроме	1	1
1078	это совершенно	1	1
1079	второго типа	1	1
1080	до начала	1	1
1081	случае это	1	1
1082	которой есть	2	1
1083	следует за	3	1
1084	до его	1	1
1085	самого в	1	1
1086	его намерения	1	1
1087	такой способ	1	1
1088	распределяются между	1	1
1089	как сюжет	1	1
1090	ведет к	1	1
1091	не делает	1	1
1092	нет а	1	1
1093	материал на	1	1
1094	собственном смысле	3	1
1095	относится ко	1	1
1096	в частности	2	1
1097	но хотя	1	1
1098	к иному	1	1
1099	одним словом	1	1
1100	для передачи	1	1
1101	и должны	1	1
1102	если в	7	1
1103	между героем	1	1
1104	д он	2	1
1105	его из	1	1
1106	убедиться что	1	1
1107	на дороге	2	1
1108	следующий момент	1	1
1109	которые он	1	1
1110	на ее	1	1
1111	из таких	2	1
1112	но им	1	1
1113	и менее	1	1
1114	на те	1	1
1115	переносится в	1	1
1116	и другим	3	1
1117	страниц своего	1	1
1118	всей совокупности	1	1
1119	сюда относится	1	1
1120	особенности этого	1	1
1121	уже говорить	1	1
1122	чрезвычайно много	1	1
1123	различным образом	2	1
1124	быть поняты	1	1
1125	их как	2	1
1126	пор не	1	1
1127	очень сложные	1	1
1128	бежит в	1	1
1129	к ложным	1	1
1130	героем в	1	1
1131	нельзя ли	1	1
1132	всего она	1	1
1133	за это	1	1
1134	связанная с	1	1
1135	она становится	1	1
1136	другое что	1	1
1137	сразу по	1	1
1138	но функция	1	1
1139	где же	1	1
1140	после окончания	1	1
1141	также может	3	1
1142	однако что	1	1
1143	является одним	1	1
1144	в лабиринт	1	1
1145	это положение	2	1
1146	вступает с	2	1
1147	оно есть	1	1
1148	пр как	1	1
1149	зная о	1	1
1150	но вот	2	1
1151	если это	3	1
1152	превращаются в	1	1
1153	и начала	1	1
1154	можно назвать	3	1
1155	может получить	1	1
1156	сестры и	1	1
1157	самая постановка	1	1
1158	которые могут	1	1
1159	влияния на	1	1
1160	явлений и	1	1
1161	пока для	1	1
1162	к героям	1	1
1163	ли он	1	1
1164	то во	1	1
1165	форме рассказа	1	1
1166	о котором	1	1
1167	важное значение	1	1
1168	характерна для	1	1
1169	со стороны	5	1
1170	форму самостоятельного	1	1
1171	в следующей	1	1
1172	в каком	2	1
1173	на своем	1	1
1174	ничего общего	1	1
1175	думает о	1	1
1176	каждый тип	1	1
1177	правда есть	1	1
1178	то здесь	3	1
1179	показать как	2	1
1180	сразу и	2	1
1181	прекрасный сад	1	1
1182	такое положение	1	1
1183	где нет	1	1
1184	что мы	2	1
1185	в принцип	1	1
1186	в очень	2	1
1187	него герой	1	1
1188	герой является	1	1
1189	формах с	1	1
1190	на отношения	1	1
1191	б то	1	1
1192	значение этого	1	1
1193	лежат в	1	1
1194	том как	2	1
1195	в отдельности	1	1
1196	и независимо	1	1
1197	и тогда	3	1
1198	другой вопрос	2	1
1199	в середине	2	1
1200	пользуется для	1	1
1201	для нее	1	1
1202	для меня	1	1
1203	только один	1	1
1204	в итоге	2	1
1205	эта мысль	1	1
1206	первом и	1	1
1207	где вы	1	1
1208	приводит в	1	1
1209	да в	1	1
1210	ощущается как	2	1
1211	от других	2	1
1212	он пришел	1	1
1213	эти связи	1	1
1214	тому или	1	1
1215	более и	1	1
1216	другому что	1	1
1217	и посвящена	1	1
1218	и иных	2	1
1219	при определении	2	1
1220	исключить из	1	1
1221	в совершенно	2	1
1222	типы и	1	1
1223	тогда как	2	1
1224	может играть	2	1
1225	функции действительно	1	1
1226	сюжетов и	2	1
1227	как особая	2	1
1228	имеем в	8	1
1229	может ли	1	1
1230	не совсем	1	1
1231	в данной	2	1
1232	первая основная	1	1
1233	к следующему	1	1
1234	в деревне	1	1
1235	другим но	1	1
1236	большим количеством	1	1
1237	к братьям	1	1
1238	характерен для	1	1
1239	же закон	1	1
1240	то она	1	1
1241	следует только	1	1
1242	формы для	1	1
1243	деле в	1	1
1244	не стоит	1	1
1245	но если	10	1
1246	для достижения	1	1
1247	это сделать	1	1
1248	нет то	1	1
1249	можно сравнить	2	1
1250	их слова	1	1
1251	к основной	1	1
1252	мы еще	1	1
1253	деле он	1	1
1254	или вовсе	1	1
1255	д и	2	1
1256	из этой	1	1
1257	тогда мы	1	1
1258	другого нет	1	1
1259	не первого	1	1
1260	или просто	2	1
1261	на других	1	1
1262	как определенный	2	1
1263	или другому	1	1
1264	приобретают совершенно	1	1
1265	что ему	1	1
1266	с известными	1	1
1267	ему в	1	1
1268	о его	4	1
1269	может не	2	1
1270	по нескольким	1	1
1271	человеческой природой	1	1
1272	др более	1	1
1273	итак в	1	1
1274	в последней	1	1
1275	в первый	1	1
1276	у тебя	1	1
1277	пользуется им	1	1
1278	мы имеем	19	1
1279	на что	1	1
1280	существа и	1	1
1281	героев для	1	1
1282	или с	3	1
1283	он начинает	1	1
1284	бы на	1	1
1285	ее введение	1	1
1286	к истории	1	1
1287	в каких-либо	1	1
1288	которых каждый	1	1
1289	гл vi	1	1
1290	он действует	2	1
1291	нам еще	2	1
1292	и одна	1	1
1293	лиц и	1	1
1294	в полном	1	1
1295	то мы	5	1
1296	а или	2	1
1297	первом месте	1	1
1298	нет это	1	1
1299	таком случае	1	1
1300	эта функция	4	1
1301	приводится к	1	1
1302	мы находим	1	1
1303	видим не	1	1
1304	в ином	3	1
1305	здесь можно	5	1
1306	в таких	3	1
1307	что действительно	2	1
1308	что ни	2	1
1309	силу и	1	1
1310	что совершенно	1	1
1311	и более	2	1
1312	и берет	1	1
1313	входить в	2	1
1314	и которая	1	1
