N	2gram	Propp_Isto	VrazhdaK
321	возникает вопрос	1	1
322	из разных	1	1
323	что образ	2	1
324	но мы	2	1
325	полагает что	1	1
326	тем не	7	1
327	раз и	3	1
328	что как	1	1
329	сих пор	12	1
330	дурак так	1	1
331	встрече с	1	1
332	к страшной	1	1
333	время сна	1	1
334	ему не	1	1
335	на них	2	1
336	где также	1	1
337	первый взгляд	2	1
338	этот мотив	3	1
339	с этим	5	1
340	еще один	3	1
341	во всех	3	1
342	вошли в	1	1
343	постепенно выясняется	1	1
344	до того	1	1
345	во всяком	1	1
346	это и	1	1
347	тот страшно	1	1
348	рассказы о	1	1
349	искать в	1	1
350	то он	2	1
351	это конечно	3	1
352	в полной	1	1
353	не учитывать	1	1
354	и ушел	3	1
355	она же	1	1
356	ориентировался на	1	1
357	работу о	1	1
358	материала это	1	1
359	не могли	1	1
360	по которому	1	1
361	что этот	5	1
362	и русской	1	1
363	ему нужно	1	1
364	он дважды	1	1
365	лет я	1	1
366	к сравнительно	1	1
367	свои позиции	1	1
368	которой он	1	1
369	имеется в	3	1
370	что исследователи	2	1
371	молодой человек	1	1
372	это как	1	1
373	это за	5	1
374	на крыльцо	4	1
375	и всего	1	1
376	брата и	1	1
377	потому что	12	1
378	живет в	3	1
379	также и	3	1
380	одну из	1	1
381	совсем не	1	1
382	он часто	1	1
383	сторону в	1	1
384	только как	1	1
385	не всегда	9	1
386	тех пор	1	1
387	которых не	1	1
388	к своей	1	1
389	он стал	2	1
390	быть и	1	1
391	в частности	3	1
392	не будет	1	1
393	одним словом	4	1
394	из своего	2	1
395	могли иметь	1	1
396	нужно было	2	1
397	целым рядом	1	1
398	в свет	1	1
399	увидел что	1	1
400	совпадают с	1	1
401	на пять	2	1
402	но они	6	1
403	и их	4	1
404	он подошел	2	1
405	говорить о	1	1
406	он хочет	1	1
407	не с	3	1
408	что эта	3	1
409	не вдаваясь	2	1
410	этого как	1	1
411	всех этих	4	1
412	хотя в	3	1
413	точно так	8	1
414	как он	5	1
415	говорит я	1	1
416	один раз	1	1
417	не могла	2	1
418	в форме	3	1
419	вслед за	7	1
420	б в	1	1
421	этот факт	1	1
422	себе силы	1	1
423	но об	1	1
424	этом смысле	1	1
425	тем самым	2	1
426	проникнуть в	3	1
427	что ее	2	1
428	по своей	2	1
429	можно найти	2	1
430	вопрос до	1	1
431	что из	1	1
432	в каком	2	1
433	каждый из	1	1
434	через него	1	1
435	вне его	1	1
436	указания на	1	1
437	можно бы	2	1
438	вдаваясь в	2	1
439	с другой	8	1
440	было бы	11	1
441	а тем	1	1
442	и разнообразных	1	1
443	некоторое время	3	1
444	же только	1	1
445	же на	1	1
446	что же	4	1
447	не самым	1	1
448	среди них	1	1
449	итак чтобы	2	1
450	не совсем	5	1
451	которая называется	1	1
452	соответствии с	2	1
453	себя в	2	1
454	у себя	2	1
455	я с	1	1
456	силу которой	1	1
457	однако в	2	1
458	что для	1	1
459	бы его	2	1
460	ключ к	5	1
461	не пускает	1	1
462	той же	1	1
463	как правило	4	1
464	могут быть	5	1
465	связь образа	1	1
466	мы бы	1	1
467	только по	2	1
468	его отношения	1	1
469	сам в	1	1
470	за него	2	1
471	это можно	1	1
472	такая же	1	1
473	до конца	1	1
474	а одна	1	1
475	в высшей	1	1
476	из первых	1	1
477	к которому	5	1
478	и раньше	1	1
479	во многих	2	1
480	что характер	1	1
481	только при	1	1
482	и от	2	1
483	и есть	5	1
484	во всей	2	1
485	имя не	1	1
486	в силу	7	1
487	на этот	2	1
488	такой же	2	1
489	так это	1	1
490	его слишком	1	1
491	но я	1	1
492	из этого	3	1
493	ли эта	1	1
494	не все	5	1
495	не лучше	1	1
496	этом отношении	1	1
497	хотя он	2	1
498	тут же	2	1
499	уже по	1	1
500	независимо от	1	1
501	друг друга	2	1
502	как ему	1	1
503	вопрос и	1	1
504	другой раз	1	1
505	с ее	2	1
506	бы в	2	1
507	у вас	2	1
508	не просто	5	1
509	только о	2	1
510	в целом	3	1
511	восходят к	6	1
512	как указывает	1	1
513	и сестра	1	1
514	едва ли	2	1
515	и наконец	5	1
516	ничего не	6	1
517	вплоть до	2	1
518	указанием на	2	1
519	доказывает что	2	1
520	поэтому он	2	1
521	к нему	3	1
522	в подобных	1	1
523	котором он	1	1
524	высшей степени	1	1
