N	2gram	Losev_Vlad	Myshleni
263	по этому	3	15
264	но что	5	14
265	свою очередь	2	14
266	одно и	1	14
267	точка зрения	1	14
268	что у	4	14
269	что для	5	14
270	из этого	6	14
271	и здесь	3	14
272	со всей	1	14
273	одним из	3	14
274	одной из	2	14
275	учения о	3	14
276	один и	2	14
277	этих двух	2	14
278	о чем	6	14
279	который в	1	14
280	когда мы	2	14
281	значение для	2	14
282	и во	3	14
283	с его	15	14
284	к которым	1	14
285	последнее время	2	14
286	об этом	13	14
287	что эти	1	14
288	в теории	2	14
289	в действительности	1	13
290	для объяснения	1	13
291	с другими	1	13
292	и тот	2	13
293	его к	3	13
294	если в	1	13
295	в основном	5	13
296	к его	5	13
297	они не	1	13
298	мы имели	1	13
299	учении о	1	13
300	но на	3	13
301	в виде	4	13
302	другом месте	1	13
303	на его	7	13
304	отнюдь не	3	13
305	она не	3	13
306	для всех	2	13
307	точно так	2	13
308	но все	3	13
309	что между	1	13
310	по самой	1	13
311	с ней	3	13
312	в состоянии	1	13
313	лишь в	3	13
314	в меру	2	13
315	факт что	1	13
316	все более	1	13
317	с которыми	2	12
318	даже в	4	12
319	на первый	4	12
320	только на	3	12
321	том чтобы	4	12
322	но он	7	12
323	ясно что	2	12
324	за пределы	3	12
325	тем и	1	12
326	в одной	1	12
327	и потому	8	12
328	в самых	2	12
329	еще более	3	12
330	которые мы	1	12
331	к нему	6	12
332	от его	1	12
333	несмотря на	7	12
334	тем не	8	12
335	тому же	3	12
336	это мы	5	12
337	выражение в	2	12
338	но только	3	12
339	которых мы	1	12
340	никак не	6	12
341	это и	2	12
342	только к	3	12
343	первый план	4	12
344	в ней	5	12
345	в последнее	2	11
346	не столько	4	11
347	не могли	2	11
348	в других	1	11
349	на котором	2	11
350	и которое	1	11
351	на том	1	11
352	отношения к	4	11
353	обстоятельство что	2	11
354	мы будем	4	11
355	с ее	1	11
356	и при	2	11
357	в каком	3	11
358	что понятие	1	11
359	ответ на	2	11
360	на самом	1	11
361	раз в	1	11
362	не по	2	11
363	больше того	2	11
364	что на	2	11
365	нас в	2	11
366	одно из	1	11
367	например в	1	11
368	что этот	4	11
369	мы увидим	4	11
370	вот почему	1	11
371	наряду с	1	11
372	гораздо более	1	11
373	в конце	22	11
374	мысли от	1	11
375	он в	4	11
376	то обстоятельство	2	11
377	ничего общего	1	11
378	или менее	5	11
379	и наконец	2	11
380	есть не	1	11
381	внимание на	1	10
382	в следующем	3	10
383	о которых	1	10
384	что как	1	10
385	что такое	3	10
386	одного из	1	10
387	связи и	1	10
388	в другой	1	10
389	у нас	11	10
390	но вместе	1	10
391	понятий но	1	10
392	указывает на	2	10
393	за собой	1	10
394	и которые	1	10
395	нами выше	1	10
396	но этот	3	10
397	самом начале	1	10
398	у животных	1	10
399	к жизни	2	10
400	что его	8	10
401	учение о	2	10
402	и у	4	10
403	здесь мы	4	10
404	во второй	3	10
405	как с	1	10
406	если не	4	10
407	относится к	1	10
408	не могло	2	10
409	том числе	1	10
410	чем он	1	10
411	и слова	1	10
412	с той	1	10
413	виде в	2	10
414	по пути	1	9
415	и до	4	9
416	для всей	1	9
417	к этим	1	9
418	что уже	1	9
419	по одному	2	9
420	под влиянием	6	9
421	более или	5	9
422	в тех	3	9
423	целом и	1	9
424	приводят к	1	9
425	та же	1	9
426	и поэтому	1	9
427	мы хотели	3	9
428	что же	11	9
429	может не	1	9
430	но эта	2	9
431	этого вопроса	1	9
432	ребенком и	1	9
433	также и	13	9
434	а по	3	9
435	не с	1	9
436	этот факт	2	9
437	что можно	4	9
438	к изучению	2	9
439	место в	2	9
440	в момент	2	9
441	к этой	4	9
442	больше чем	2	9
443	говорить о	1	9
444	то как	2	9
445	не то	3	9
446	и он	7	9
447	и притом	5	9
448	еще в	5	9
449	совершенно не	2	9
450	такого рода	4	9
451	хотя и	9	9
452	в самой	1	9
453	но с	1	9
454	или в	1	9
455	само по	1	9
456	ребенка по	1	8
457	не как	1	8
458	о котором	2	8
459	в этот	5	8
460	и те	1	8
461	уже и	4	8
462	этого мы	1	8
463	нет никаких	2	8
464	детей в	1	8
465	почти всегда	1	8
466	главным образом	5	8
467	что только	1	8
468	обратиться к	1	8
469	от нее	3	8
470	этом возрасте	1	8
471	сам по	1	8
472	поэтому в	1	8
473	в течение	13	8
474	отношении к	2	8
475	еще один	2	8
476	мысли но	1	8
477	нам известно	1	8
478	все равно	1	8
479	образом в	2	8
480	чем мы	1	8
481	дело с	2	8
482	в лет	3	8
483	действительности и	1	8
484	связь с	1	8
485	известно что	2	8
486	убедиться в	1	8
487	не мог	10	8
488	в заключение	1	8
489	собой и	1	8
490	во внимание	1	8
491	себе и	2	8
492	остается в	1	8
493	его развития	1	8
494	в современной	1	8
495	и др	1	8
496	во время	4	8
497	и из	5	8
498	не на	1	8
499	должен был	3	8
500	том как	1	8
501	со стороны	5	8
502	бы с	2	8
503	и тогда	1	8
504	что я	5	8
505	в более	3	8
506	этой области	2	8
507	на которой	1	8
508	и которая	2	8
509	нисколько не	4	8
510	мы его	1	8
511	только то	1	8
512	еще на	3	8
513	что не	3	8
514	в известной	1	8
515	в таком	2	7
516	в разных	1	7
517	и сам	7	7
518	слова с	1	7
519	как процесс	1	7
520	знаем что	2	7
521	на него	3	7
522	он сам	3	7
523	понятие о	1	7
524	это обстоятельство	1	7
525	больше и	1	7
526	этот период	2	7
527	оно имеет	1	7
528	в общем	4	7
529	всех этих	3	7
530	прямо и	2	7
531	содержит в	1	7
532	его и	2	7
533	в значительной	1	7
534	на которые	1	7
535	у них	2	7
536	скажем только	1	7
537	которых он	2	7
538	ничего кроме	1	7
539	том виде	1	7
540	с теми	2	7
541	связаны с	1	7
542	с первого	2	7
543	на место	1	7
544	этому поводу	2	7
545	все больше	1	7
546	же в	3	7
547	это в	2	7
548	которой мы	3	7
549	которая в	1	7
550	но тем	1	7
551	из нее	1	7
552	за ним	1	7
553	в жизни	4	7
554	не существует	1	7
555	которой он	7	7
556	представления о	1	7
557	но они	1	7
558	до того	1	7
559	психологии в	1	7
560	и вместе	1	7
561	общего с	1	7
562	и особенно	6	7
563	с ними	2	7
564	не имеют	1	7
565	при помощи	1	7
566	без всякого	2	7
567	на одной	3	7
568	здесь в	2	7
569	слова не	1	7
570	а также	12	7
571	случае не	1	7
572	но по	2	7
573	он говорит	2	7
574	этом и	2	7
575	одновременно с	2	7
576	вопросу о	1	6
577	и другим	1	6
578	в природе	1	6
579	к ней	7	6
580	уже не	6	6
581	ко всей	1	6
582	как например	1	6
583	раз и	4	6
584	это же	1	6
585	что их	1	6
586	то о	2	6
587	и мы	6	6
588	в двух	1	6
589	в каждом	1	6
590	значение и	1	6
591	оно может	1	6
592	очень рано	1	6
593	как к	4	6
594	том и	1	6
595	слов которые	1	6
596	ни на	1	6
597	бы и	1	6
598	наконец в	3	6
599	и больше	3	6
600	нет и	2	6
601	начиная с	3	6
602	только потому	1	6
603	он как	4	6
604	а это	3	6
605	можно считать	3	6
606	или даже	1	6
607	бы мы	2	6
608	и вообще	12	6
609	которая как	2	6
610	само собой	2	6
611	этот момент	2	6
612	говорит о	1	6
613	требует от	1	6
614	его на	4	6
615	ответить на	1	6
616	в различных	1	6
617	с в	6	6
618	не что	2	6
619	является как	2	6
620	перед ним	1	6
621	имеем дело	1	6
622	одна из	1	6
623	что отношение	1	6
624	что иное	2	6
625	в тот	3	6
626	этими двумя	1	6
627	к чему	1	6
628	как его	1	6
629	для его	2	6
630	очень часто	2	6
631	на другой	1	6
632	умственное развитие	1	6
633	что может	1	6
634	с которым	4	6
635	которого мы	2	6
636	с и	4	6
637	и который	2	6
638	к годам	1	6
639	знает что	1	6
640	всей своей	2	6
641	только одно	4	6
642	еще и	10	6
643	тех же	3	6
644	роль в	1	6
645	что здесь	2	6
646	увидим ниже	5	6
647	хотели бы	3	6
648	не способен	1	6
649	дело в	7	6
650	раз навсегда	1	6
651	ли не	1	6
652	это было	9	6
653	и о	6	6
654	иное как	2	6
655	кроме того	12	5
656	которое является	1	5
657	из всего	1	5
658	им в	3	5
659	свою собственную	1	5
660	в противоположность	1	5
661	только как	1	5
662	к ним	1	5
663	выступает в	1	5
664	того в	2	5
665	поэтому он	1	5
666	если я	1	5
667	того и	3	5
668	деятельности и	1	5
669	языка у	1	5
670	в него	1	5
671	которые он	2	5
672	с такой	1	5
673	на первом	4	5
674	для них	2	5
675	сам с	2	5
676	никто не	1	5
677	так называемая	1	5
678	на их	1	5
679	сейчас же	1	5
680	и второй	1	5
681	действительность в	1	5
682	на две	1	5
683	на ряд	1	5
684	что во	2	5
685	только с	1	5
686	в свое	6	5
687	что ему	1	5
688	когда они	1	5
689	ее на	3	5
690	только его	2	5
691	то мы	3	5
692	от всех	1	5
693	менее всего	2	5
694	эти последние	4	5
695	язык и	1	5
696	человека с	2	5
697	его отношение	1	5
698	ни один	1	5
699	есть все	1	5
700	и ту	2	5
701	от него	3	5
702	самого себя	1	5
703	отношений в	2	5
704	что по	1	5
705	когда в	1	5
706	для выяснения	1	5
707	гораздо больше	1	5
708	в новом	2	5
709	но даже	3	5
710	но то	1	5
711	в изучении	1	5
712	вообще и	1	5
713	вернуться к	1	5
714	быть в	1	5
715	есть только	1	5
716	а следовательно	1	5
717	не просто	1	5
718	себя в	6	5
719	целого ряда	1	5
720	и весь	2	5
721	на протяжении	1	5
722	после того	2	5
723	этот метод	1	5
724	по мнению	1	5
725	чем у	2	5
726	вообще в	4	5
727	другими словами	1	5
728	этих фактов	1	5
729	какой мере	1	5
730	речи о	1	5
731	не для	1	5
732	связанное с	1	5
733	о которой	3	5
734	есть нечто	2	5
735	оказывается в	1	5
736	если это	2	5
737	как понятие	1	5
738	из тех	1	5
739	и человека	1	5
740	между и	1	5
741	сознательно и	1	5
742	у одного	2	5
743	его деятельности	1	5
744	не потому	1	5
745	на первых	1	5
746	заметить что	2	5
747	ответа на	1	5
748	свое время	7	5
749	стороны мы	1	5
750	как у	3	5
751	видеть в	1	5
752	что к	3	5
753	слова на	1	5
754	этим самым	1	5
755	а из	2	5
756	конце концов	6	5
757	дело не	3	5
758	говоря о	2	5
759	у нее	1	5
760	всей его	2	5
761	прежде чем	1	5
762	именно это	1	5
763	особого исследования	1	4
764	вот что	7	4
765	мне кажется	2	4
766	уже на	3	4
767	на эту	3	4
768	так например	3	4
769	всем его	1	4
770	что вся	1	4
771	чего не	1	4
772	на пути	1	4
773	и когда	1	4
774	конечно не	5	4
775	ни одного	2	4
776	является конечно	1	4
777	нас на	1	4
778	чего он	2	4
779	бы то	2	4
780	она в	1	4
781	которого он	2	4
782	на решение	1	4
783	не путем	1	4
784	не было	12	4
785	или не	1	4
786	быть может	1	4
787	и годами	1	4
788	так сказать	2	4
789	а потом	1	4
790	в ответ	2	4
791	и та	1	4
792	в известных	1	4
793	он еще	1	4
794	все дело	1	4
795	заставляет нас	1	4
796	те кто	1	4
797	должны сказать	1	4
798	была бы	1	4
799	имеет дело	1	4
800	приведенных выше	1	4
801	то здесь	1	4
802	к той	2	4
803	в очень	5	4
804	и вот	5	4
805	из его	6	4
806	с которой	2	4
807	для нее	3	4
808	и вся	1	4
809	от других	1	4
810	которую он	6	4
811	только при	1	4
812	что образование	1	4
813	здесь не	6	4
814	и после	1	4
815	не из	2	4
816	если только	1	4
817	о его	7	4
818	существу дела	2	4
819	на нее	1	4
820	способен к	1	4
821	этот раз	7	4
822	и я	7	4
823	вопросе о	1	4
824	сказать только	1	4
825	и внешних	1	4
826	то он	7	4
827	изолированном виде	1	4
828	есть и	1	4
829	к которой	2	4
830	или как	1	4
831	но эти	1	4
832	огромное значение	1	4
833	то новое	1	4
834	как будто	2	4
835	о своих	2	4
836	однако и	1	4
837	самое важное	1	4
838	строго говоря	1	4
839	это объяснение	1	4
840	если он	1	4
841	а именно	4	4
842	одновременно и	1	4
843	обучения на	1	4
844	логики и	1	4
845	в дальнейшем	10	4
846	это с	1	4
847	то это	4	4
848	почти не	2	4
849	по тем	1	4
850	этом мы	1	4
851	когда она	1	4
852	для которого	1	4
853	так мы	1	4
854	всего этого	1	4
855	сила и	1	4
856	возникнуть в	1	4
857	связи со	2	4
858	до какой	1	4
859	эти же	1	4
860	место на	1	4
861	время в	4	4
862	ни было	1	4
863	и сама	2	4
864	также в	1	4
865	силу чего	1	4
866	нам в	2	4
867	совсем не	7	4
868	вывод который	1	4
869	и одновременно	1	4
870	его не	2	4
871	хотя в	2	4
872	сравнительно с	3	4
873	на который	1	4
874	эта работа	1	4
875	а как	1	4
876	прямо говорит	1	4
877	была посвящена	1	4
878	знания в	2	4
879	этих отношений	1	4
880	связанная с	1	4
881	двух сторон	1	4
882	до этого	1	4
883	как о	1	4
884	стороны с	1	4
885	себя и	1	4
886	поэтому не	1	4
887	и если	8	4
888	действительностью и	1	4
889	и самым	1	4
890	из него	1	4
891	дает в	1	4
892	без которых	1	4
893	с того	2	4
894	ему в	4	4
895	слово но	1	4
896	мы сталкиваемся	1	4
897	и эта	1	4
898	нет надобности	1	4
899	одного предмета	1	4
900	не могу	2	4
901	к области	1	4
902	думать что	1	4
903	на всю	2	4
904	также с	1	4
905	прямое выражение	1	4
906	жизни и	8	4
907	только после	2	4
908	известной степени	2	4
909	не удалось	2	4
910	этому вопросу	1	4
911	в чисто	1	4
912	не к	2	4
913	философии и	14	3
914	в настоящем	1	3
915	факты и	1	3
916	и лишь	1	3
917	с двух	1	3
918	раннем детстве	2	3
919	его от	2	3
920	лет в	1	3
921	видно из	2	3
922	он стоит	1	3
923	то почему	1	3
924	по своим	3	3
925	зрения с	1	3
926	этого последнего	3	3
927	с трудом	1	3
928	то его	2	3
929	было сказано	2	3
930	в прошлом	1	3
931	некоторое время	3	3
932	и еще	3	3
933	он так	2	3
934	увидим в	1	3
935	оно представляет	1	3
936	именно с	2	3
937	от них	1	3
938	что даже	2	3
939	еще ни	1	3
940	она есть	1	3
941	привело к	1	3
942	сравнить с	1	3
943	после этого	2	3
944	как можно	1	3
945	своей книги	1	3
946	с двумя	1	3
947	в правильности	1	3
948	он оказывается	1	3
949	и всю	1	3
950	не стоит	1	3
951	а для	1	3
952	с действительно	1	3
953	понимания его	1	3
954	чтобы он	3	3
955	именно что	1	3
956	не были	2	3
957	не могла	3	3
958	и хотя	3	3
959	она уже	1	3
960	в общих	1	3
961	а главное	2	3
962	нам кажется	2	3
963	на слово	2	3
964	не так	1	3
965	раз он	1	3
966	ни малейшего	2	3
967	по всем	3	3
968	ним и	1	3
969	которая и	1	3
970	иметь возможность	1	3
971	интерес к	1	3
972	сводится к	1	3
973	с целью	1	3
974	еще с	2	3
975	и просто	3	3
976	да и	6	3
977	важно отметить	1	3
978	которого не	1	3
979	на другие	1	3
980	он мог	1	3
981	нам возможность	1	3
982	образования и	1	3
983	вернее сказать	2	3
984	и теперь	4	3
985	одной плоскости	1	3
986	для меня	8	3
987	имеет никакого	2	3
988	подобного рода	1	3
989	тогда как	1	3
990	каждый из	1	3
991	настоящей работы	4	3
992	никаких оснований	1	3
993	эти факты	1	3
994	ним но	1	3
995	но который	1	3
996	по двум	2	3
997	до известной	1	3
998	именно к	2	3
999	связанных с	1	3
1000	и пр	1	3
1001	о значении	1	3
1002	о нем	9	3
1003	не содержит	1	3
1004	этом в	2	3
1005	как именно	1	3
1006	говорил он	1	3
1007	из других	1	3
1008	как нечто	2	3
1009	по его	3	3
1010	но уже	3	3
1011	что наша	1	3
1012	как ни	1	3
1013	фактов в	1	3
1014	кто не	2	3
1015	прибегать к	1	3
1016	к проблемам	1	3
1017	и всегда	4	3
1018	вообще является	1	3
1019	же это	1	3
1020	он с	1	3
1021	новое и	1	3
1022	в возможности	1	3
1023	против этого	2	3
1024	бы даже	1	3
1025	общения с	1	3
1026	общих и	1	3
1027	отношением к	2	3
1028	всегда в	1	3
1029	сделать то	1	3
1030	значение не	1	3
1031	в это	6	3
1032	мы с	4	3
1033	нам представляется	3	3
1034	и сейчас	2	3
1035	к теории	1	3
1036	он находит	1	3
1037	которой не	1	3
1038	нельзя было	1	3
1039	и мысли	1	3
1040	во многих	2	3
1041	значительной мере	1	3
1042	теперь в	1	3
1043	желания и	1	3
1044	даже с	1	3
1045	но скорее	1	3
1046	настоящее время	2	3
1047	этих последних	1	3
1048	с большим	1	3
1049	с этими	4	3
1050	как я	2	3
1051	книги в	1	3
1052	этом же	2	3
1053	действительно в	1	3
1054	более ранней	1	3
1055	он на	1	3
1056	которое он	1	3
1057	и всей	1	3
1058	невозможно и	1	3
1059	раннего детства	1	3
1060	в некоторой	1	3
1061	не связанным	1	3
1062	говорит в	2	3
1063	и можно	4	3
1064	что за	1	3
1065	отношениях между	1	3
1066	следовательно и	1	3
1067	понимание и	1	3
1068	выше мы	3	3
1069	но к	1	3
1070	то ни	2	3
1071	всей этой	2	3
1072	не приходится	1	3
1073	и затем	2	3
1074	к кому	1	3
1075	и иной	1	3
1076	условия для	1	3
1077	это делает	3	3
1078	ней в	1	3
1079	основной концепции	1	3
1080	и ничего	1	3
1081	о детской	1	3
1082	вопросом о	1	3
1083	взгляд на	4	3
1084	же самая	1	3
1085	итак мы	1	3
1086	во власти	1	3
1087	человек с	1	3
1088	всего его	1	3
1089	действительно ли	1	3
1090	первых порах	1	3
1091	ближайшим образом	1	3
1092	месте и	1	3
1093	же самый	1	3
1094	к нам	1	3
1095	ли он	2	3
1096	на развитии	1	3
1097	указать на	2	3
1098	всего на	4	3
1099	может сделать	1	3
1100	же время	7	3
1101	поводу того	1	3
1102	логической мысли	1	3
1103	а и	1	3
1104	а скорее	1	3
1105	развития эта	1	3
1106	в настоящее	2	3
1107	сомнения в	1	3
1108	из этой	1	3
1109	не соответствует	1	3
1110	им как	1	3
1111	уже сейчас	1	3
1112	в первый	2	3
1113	на одно	1	3
1114	чем дело	1	3
1115	что так	1	3
1116	без всяких	2	3
1117	или иначе	3	3
1118	самые разнообразные	1	3
1119	и без	2	3
1120	развития к	1	3
1121	поведения и	1	3
1122	мира и	1	3
1123	к своему	4	3
1124	в период	6	3
1125	что тот	1	3
1126	поскольку она	1	3
1127	за то	2	3
1128	а к	24	3
1129	он ни	1	3
1130	от всяких	1	3
1131	через которые	1	3
1132	что касается	6	3
1133	далеко не	1	3
1134	а этот	1	3
1135	это все	1	3
1136	и часто	3	3
1137	на это	2	3
1138	как из	1	3
1139	он и	8	3
1140	быть не	1	3
1141	общей проблемы	1	3
1142	в порядке	2	3
1143	об этой	2	3
1144	и совершенно	2	3
1145	на ту	2	3
1146	первые годы	1	2
1147	же и	1	2
1148	некоторой степени	3	2
1149	лет когда	1	2
1150	время не	1	2
1151	него в	4	2
1152	не хочет	1	2
1153	представлений о	1	2
1154	совершенно невозможно	1	2
1155	и самые	1	2
1156	на свою	3	2
1157	сам собой	1	2
1158	из той	1	2
1159	есть тот	1	2
1160	оказалось что	1	2
1161	нужно чтобы	1	2
1162	всякого реального	1	2
1163	почему это	1	2
1164	случае по	1	2
1165	не имели	2	2
1166	я вижу	1	2
1167	является слишком	1	2
1168	и третий	1	2
1169	тех слов	1	2
1170	явлений но	1	2
1171	он был	20	2
1172	в приведенных	1	2
1173	в нескольких	1	2
1174	мы очень	1	2
1175	кто верует	1	2
1176	жизни он	1	2
1177	почти в	1	2
1178	с самим	2	2
1179	к великому	1	2
1180	из трех	3	2
1181	исследование с	1	2
1182	с вопросом	2	2
1183	в эти	14	2
1184	мы скажем	1	2
1185	мы привели	1	2
1186	при всем	1	2
1187	этой книги	3	2
1188	влияние на	1	2
1189	жить и	1	2
1190	время и	3	2
1191	для изучения	1	2
1192	к себе	2	2
1193	процесса на	1	2
1194	от всякой	2	2
1195	для своего	2	2
1196	и кажется	3	2
1197	через всю	1	2
1198	есть еще	1	2
1199	тем больше	2	2
1200	этой книге	1	2
1201	на себя	3	2
1202	без влияния	2	2
1203	ему то	1	2
1204	характер и	1	2
1205	но когда	1	2
1206	декарта и	1	2
1207	по необходимости	1	2
1208	и представить	2	2
1209	в сторону	1	2
1210	не нужно	1	2
1211	несколько более	2	2
1212	теоретического значения	1	2
1213	говоря в	1	2
1214	бы она	1	2
1215	на множество	1	2
1216	для тех	2	2
1217	точно в	1	2
1218	не будет	1	2
1219	вот в	1	2
1220	в историческом	1	2
1221	которая с	1	2
1222	над ним	1	2
1223	более чем	1	2
1224	не раз	5	2
1225	для той	1	2
1226	конца и	1	2
1227	его как	2	2
1228	подход к	1	2
1229	его личности	2	2
1230	способности к	1	2
1231	теми же	2	2
1232	однако по	1	2
1233	который был	4	2
1234	с с	5	2
1235	это совершенно	1	2
1236	для чего	1	2
1237	и ведет	1	2
1238	себе как	1	2
1239	фантазии и	1	2
1240	где мы	1	2
1241	дальше что	1	2
1242	для самого	1	2
1243	не мешает	2	2
1244	если б	1	2
1245	и против	1	2
1246	его из	1	2
1247	он только	1	2
1248	он несомненно	1	2
1249	от нас	2	2
1250	с каждым	2	2
1251	и внешние	1	2
1252	до всякого	1	2
1253	лет и	4	2
1254	нами с	1	2
1255	себе не	2	2
1256	как вы	2	2
1257	особого рода	2	2
1258	можно назвать	1	2
1259	и так	3	2
1260	я хочу	1	2
1261	и т	3	2
1262	явлений и	1	2
1263	поэзии и	2	2
1264	с удивлением	1	2
1265	показать как	1	2
1266	он выступает	1	2
1267	нет ничего	1	2
1268	но у	1	2
1269	несомненно в	1	2
1270	тотчас же	1	2
1271	заключать в	1	2
1272	внутренние отношения	1	2
1273	на два	1	2
1274	результате такого	1	2
1275	и уже	1	2
1276	факты из	1	2
1277	в которую	2	2
1278	которые можно	1	2
1279	но сам	1	2
1280	него с	1	2
1281	толстой и	2	2
1282	я хотел	2	2
1283	что когда	1	2
1284	сразу в	1	2
1285	исследования что	1	2
1286	в споре	1	2
1287	из первых	1	2
1288	ли можно	1	2
1289	этот последний	1	2
1290	в первых	1	2
1291	не прав	1	2
1292	указанием на	1	2
1293	он оказался	2	2
1294	могли быть	1	2
1295	уже с	1	2
1296	что вместо	1	2
1297	мысли а	1	2
1298	и многие	1	2
1299	которым он	1	2
1300	не во	1	2
1301	сам говорит	2	2
1302	на что	2	2
1303	где он	5	2
1304	а все	1	2
1305	более позднего	1	2
1306	он распространяет	1	2
1307	знания и	3	2
1308	в таких	1	2
1309	с чисто	1	2
1310	на несколько	3	2
1311	отрицать что	1	2
1312	вот это	1	2
1313	более что	2	2
1314	резко и	1	2
1315	за другим	1	2
1316	о понятии	1	2
1317	и постоянно	2	2
1318	особенно в	2	2
1319	как результат	1	2
1320	более подробно	2	2
1321	ему не	2	2
