N	3gram	Losev_Vesc	Myshleni
86	и вместе с	1	7
87	и тому же	1	7
88	содержит в себе	11	7
89	как раз в	2	7
90	вопрос о том	2	7
91	той и другой	2	7
92	в одинаковой мере	1	7
93	в первом случае	2	7
94	одному и тому	1	7
95	по сравнению со	1	6
96	в этом и	2	6
97	и таким образом	2	6
98	по своей структуре	1	6
99	и в частности	2	6
100	то что мы	3	6
101	именно потому что	1	6
102	и том же	1	6
103	только то что	3	6
104	одном и том	1	6
105	и не может	1	6
106	мы находим в	2	6
107	в том смысле	1	6
108	того что мы	1	6
109	оба эти момента	1	6
110	не что иное	12	6
111	что иное как	12	6
112	одним из основных	1	5
113	и как бы	1	5
114	есть прежде всего	4	5
115	указывает на то	3	5
116	кроме того что	1	5
117	этом и заключается	1	5
118	но все же	2	5
119	содержат в себе	1	5
120	том смысле что	1	5
121	в той же	1	5
122	ту же самую	1	5
123	во втором случае	1	5
124	сами по себе	3	5
125	в конце концов	2	5
126	уже по одному	1	5
127	не может не	3	5
128	и в этом	2	5
129	когда мы говорим	1	5
130	в свое время	2	5
131	на этой стадии	1	5
132	в то же	5	5
133	только потому что	1	5
134	не только в	5	5
135	мы видим что	2	4
136	не потому что	5	4
137	имеет дело с	1	4
138	таким образом и	1	4
139	не то что	1	4
140	но так как	1	4
141	мы имеем дело	2	4
142	и во всяком	1	4
143	вбирает в себя	3	4
144	что с точки	1	4
145	но и в	1	4
146	эта точка зрения	1	4
147	в себе и	1	4
148	потому что у	1	4
149	так что в	3	4
150	потому что оно	1	4
151	есть не что	8	4
152	мы должны сказать	1	4
153	есть в сущности	1	4
154	если бы оно	1	4
155	тому как в	1	4
156	психологической точки зрения	1	4
157	но то что	3	3
158	до самого последнего	1	3
159	же самое время	1	3
160	в применении к	2	3
161	никак не может	1	3
162	к действительности и	1	3
163	по одному этому	1	3
164	как мы говорили	1	3
165	то ни было	12	3
166	у нас в	2	3
167	хотя бы и	2	3
168	она не может	3	3
169	если мы хотим	1	3
170	только и может	1	3
171	вместе с развитием	1	3
172	то же время	4	3
173	и только в	1	3
174	не имеет никакого	2	3
175	в результате этого	1	3
176	должны сказать что	1	3
177	то что является	4	3
178	к мысли и	1	3
179	дело в том	4	3
180	хотя бы в	2	3
181	в ряду других	1	3
182	является одним из	1	3
183	оно может быть	1	3
184	того же типа	1	3
185	это было бы	1	3
186	как и во	1	3
187	остановиться на этом	2	3
188	что в свою	1	3
189	того что они	1	3
190	не содержит в	1	3
191	и в результате	1	3
192	самого последнего времени	1	3
193	и со стороны	1	3
194	и во всех	1	3
195	и в конце	1	3
196	по самому своему	1	3
197	мы можем установить	1	3
198	и потому что	1	3
199	один из основных	1	3
200	тех или иных	2	3
201	а потому что	1	3
202	что как бы	1	3
203	как раз и	2	3
204	сознательно и намеренно	1	3
205	бы то ни	12	3
206	не мог бы	2	3
207	того что она	2	3
208	та или иная	1	3
209	в интересующей нас	1	3
210	так как мы	2	3
211	и в самом	1	3
212	а следовательно и	2	3
213	я не могу	1	3
214	того что в	1	3
215	то что для	1	3
216	потому что они	4	3
217	есть все же	1	2
218	то что нам	1	2
219	в той или	2	2
220	это и значит	4	2
221	в одном и	2	2
222	что она не	1	2
223	не только то	1	2
224	том что это	1	2
225	ни в каком	6	2
226	исходить из того	1	2
227	при каких условиях	1	2
228	связанных друг с	1	2
229	нельзя было бы	2	2
230	для себя и	1	2
231	из-за того что	1	2
232	но мы не	1	2
233	потому что она	1	2
234	не может существовать	1	2
235	необходимо должно быть	1	2
236	то что эта	2	2
237	сказать что оно	2	2
238	но только в	1	2
239	я это делаю	1	2
240	но в этом	1	2
241	то что у	2	2
242	самом же деле	1	2
243	и с другой	2	2
244	в сущности и	1	2
245	на самом же	1	2
246	между ними существует	1	2
247	в этой связи	1	2
248	ни при каких	1	2
249	по тем же	1	2
250	здесь и там	1	2
251	с тем же	1	2
252	на действительность и	2	2
253	этого метода является	1	2
254	и может быть	1	2
255	мы говорим что	3	2
256	в чем же	5	2
257	таким образом получается	1	2
258	что не только	1	2
259	не только к	2	2
260	и в сфере	1	2
261	иначе как в	1	2
262	все же не	3	2
263	мы будем говорить	1	2
264	в одном случае	1	2
265	у нее нет	1	2
266	что мы имеем	2	2
267	тем же самым	1	2
268	ничего иного кроме	1	2
269	не только потому	1	2
270	что оно есть	5	2
271	и все же	1	2
272	что может быть	1	2
273	в понятии и	1	2
274	относится к тому	1	2
275	в свете того	1	2
276	новые и новые	1	2
277	то что составляет	1	2
278	к пониманию и	1	2
279	в целом однако	1	2
280	в себе в	4	2
281	какого бы то	2	2
282	а только в	1	2
283	я не хочу	1	2
284	на отдельные звуки	1	2
285	что оно не	1	2
286	однако и здесь	1	2
287	к тому чего	1	2
288	вовсе не в	1	2
289	того метода который	1	2
290	что у него	1	2
291	что только в	2	2
292	может быть совершенно	1	2
293	нужно было бы	2	2
294	все дело заключается	1	2
295	и что эти	1	2
296	оно вообще не	1	2
297	является не просто	1	2
298	если это так	2	2
299	каждой из этих	1	2
300	или хотя бы	1	2
301	в результате такого	1	2
302	существует не только	1	2
303	мы не смогли	1	2
304	он должен быть	1	2
305	мы не знаем	1	2
306	здесь как и	1	2
307	об этом в	1	2
308	ту или иную	3	2
309	самом деле не	1	2
310	что все это	1	2
311	и не только	6	2
312	мы говорим об	1	2
313	только на то	1	2
314	и во всей	1	2
315	когда речь идет	1	2
316	и ничего не	1	2
317	еще один шаг	1	2
318	но как раз	1	2
319	если мы его	1	2
320	другой стороны как	1	2
321	того что к	1	2
322	тот же самый	1	2
323	но само по	1	2
324	то что я	2	2
325	его заключается в	1	2
326	точки зрения и	1	2
327	тот или иной	1	2
328	но если я	1	1
329	нельзя сказать что	2	1
330	не может понять	1	1
331	все то что	2	1
332	заслуживает того чтобы	1	1
333	все эти факты	1	1
334	того что наука	1	1
335	по себе но	1	1
336	по себе а	1	1
337	только одна из	1	1
338	от того и	1	1
339	с которой мы	1	1
340	в том или	2	1
341	не говорит о	2	1
342	по вопросу о	1	1
343	ничего не говорит	1	1
344	но и то	1	1
345	должен признать что	1	1
346	есть не только	2	1
347	с вопросом о	1	1
348	все эти теории	1	1
349	если мы возьмем	3	1
350	если мы скажем	1	1
351	дело не в	1	1
352	это не требует	1	1
353	мы подходим к	1	1
354	точка зрения приводит	1	1
355	в коем случае	1	1
356	только о том	2	1
357	тем более не	1	1
358	и что она	2	1
359	в сущности в	1	1
360	и мы будем	1	1
361	есть вещь и	2	1
362	и понятно что	1	1
363	бы и не	1	1
364	можем ли мы	1	1
365	имеют в виду	1	1
366	отвлеченного понятия это	1	1
367	но даже и	2	1
368	от целого к	1	1
369	в самом первичном	1	1
370	так или иначе	5	1
371	в самом общем	1	1
372	только не мешает	1	1
373	абстрактное понятие и	1	1
374	в действительности же	1	1
375	следовательно никак не	1	1
376	в каком случае	4	1
377	может не быть	1	1
378	этого расхождения и	1	1
379	этих моментов в	1	1
380	не могу найти	1	1
381	а если мы	1	1
382	бы вбирает в	1	1
383	понятий и не	1	1
384	не мешает нам	1	1
385	опыт как бы	1	1
386	в вопросе об	1	1
387	в полной мере	1	1
388	остановиться на одной	1	1
389	но также и	1	1
390	в отдельности и	2	1
391	ничем не отличаются	1	1
392	уже это одно	1	1
393	они вовсе не	1	1
394	каждой из них	1	1
395	следовательно и для	1	1
396	но в чем	2	1
397	значит что мы	6	1
398	же как он	1	1
399	понятие должно быть	1	1
400	что она есть	3	1
401	имеем дело в	1	1
402	время как другие	1	1
403	не нуждается в	1	1
404	качеств и свойств	1	1
405	оно все же	1	1
406	один из наиболее	1	1
407	а не только	2	1
408	всего то что	2	1
409	самим по себе	1	1
410	же это не	1	1
411	с этим последним	1	1
412	между смыслом и	2	1
413	те или иные	1	1
414	один шаг чтобы	1	1
415	она не содержит	1	1
416	целое в котором	1	1
417	этого вопроса в	1	1
418	нечто третье что	2	1
419	находятся в разных	1	1
420	на этот предмет	1	1
421	и у нас	1	1
422	том как эта	1	1
423	в ней нет	1	1
424	сказать что она	3	1
425	то нам станет	1	1
426	как бы вбирает	1	1
427	представим себе что	1	1
428	не было бы	1	1
429	с чем мы	2	1
430	язык и есть	1	1
431	она содержит в	1	1
432	мы как бы	1	1
433	еще и в	1	1
434	прежде всего на	1	1
435	качестве одного из	1	1
436	какое бы то	1	1
437	них мы не	1	1
438	в смысле полного	1	1
439	одна из основных	1	1
440	как мы знаем	1	1
441	по крайней мере	10	1
442	ни у кого	1	1
443	том или другом	2	1
444	в сознании в	1	1
445	в данный момент	1	1
446	как и вся	1	1
447	те или другие	4	1
448	не только это	3	1
449	понимание и не	1	1
450	интересующей нас области	1	1
451	сделать это в	1	1
452	прежде мы должны	1	1
453	вещи от ее	1	1
454	есть тот же	1	1
455	общения с ним	2	1
456	может быть самой	1	1
457	но не просто	1	1
458	возникают сами собой	1	1
459	было бы сказать	2	1
460	в ту или	1	1
461	и относится к	2	1
462	самый вопрос об	1	1
463	реальными вещами и	1	1
464	к самому себе	1	1
465	прежде всего не	1	1
466	то что уже	1	1
467	не есть то	2	1
468	и даже с	1	1
469	вещи так как	1	1
470	да и в	1	1
471	которое и есть	1	1
472	была бы совершенно	1	1
473	и для всех	1	1
474	этим последним термином	1	1
475	всегда относится к	1	1
476	имеем дело не	2	1
477	представить себе такой	1	1
478	вещи как ее	1	1
479	но то и	1	1
480	с другими вещами	7	1
481	если оно не	3	1
482	и другое есть	1	1
483	остановиться только на	1	1
484	превратилось бы в	1	1
485	идеализма и материализма	1	1
486	нечто такое чего	1	1
487	говорили выше что	1	1
488	самое большее что	1	1
489	языка или гортани	1	1
490	существовать в действительности	1	1
491	с ним когда	1	1
492	в понятии а	1	1
493	как бы ни	2	1
494	все эти признаки	1	1
495	общение в собственном	1	1
496	сравнить ее с	1	1
497	для этого метода	1	1
498	с ним и	1	1
499	ни было но	2	1
500	тем что она	1	1
501	что у них	1	1
502	что из них	1	1
503	такой постановки вопроса	1	1
504	не есть просто	5	1
505	он говорит об	1	1
506	и речи она	1	1
507	связи с вопросом	1	1
508	во всех наших	1	1
509	таким образом можно	1	1
510	коем случае не	1	1
511	не вещь а	1	1
512	но в смысле	1	1
513	вопросе об отношении	1	1
514	и есть как	1	1
515	но и для	1	1
516	то же название	2	1
517	и в и	2	1
518	и т д	36	1
519	потому что я	2	1
520	видно уже из	1	1
521	и следовательно от	1	1
522	распадается на отдельные	1	1
523	ответ на вопрос	1	1
524	невозможно было бы	2	1
525	как тем самым	1	1
526	как видно уже	1	1
527	то и в	1	1
528	зрения приводит к	1	1
529	от них и	1	1
530	на том основании	1	1
531	и даже не	3	1
532	это значило бы	3	1
533	для себя в	1	1
534	в действительности и	1	1
535	но если это	3	1
536	как же это	1	1
537	потому что это	1	1
538	взаимного понимания между	2	1
539	было бы вообще	1	1
540	и более или	1	1
541	здесь не только	1	1
542	та и другая	1	1
543	должно было бы	1	1
544	было сказано что	1	1
545	то что оно	2	1
546	существует в действительности	1	1
547	это есть именно	1	1
548	для этого нужно	2	1
549	не может уже	1	1
550	каких условиях не	2	1
551	не значит что	1	1
552	взаимное понимание и	1	1
553	не в том	1	1
554	он сам не	1	1
555	выразить и иначе	1	1
556	и есть то	2	1
557	и пр и	1	1
558	знает что такое	1	1
559	случае не может	1	1
560	по себе совершенно	2	1
561	таким же точно	1	1
562	не то как	1	1
563	внутренней и внешней	1	1
564	ряд структурных образований	1	1
565	когда он говорит	1	1
566	а и в	9	1
567	хотя бы даже	2	1
568	ни в коем	1	1
569	пониманию и уразумению	1	1
570	функции и не	1	1
571	тогда когда я	1	1
572	и так же	1	1
573	и не с	2	1
574	прежде всего оно	1	1
575	между ними в	1	1
576	этот как и	1	1
577	и в то	3	1
578	мы доходим до	1	1
579	в качестве одного	1	1
580	которое приводит к	1	1
581	в таком понимании	1	1
582	стороны и с	1	1
583	что они не	1	1
584	что между ними	1	1
585	с этой характеристикой	1	1
586	на эти три	1	1
587	этом смысле и	1	1
588	и та и	1	1
589	и есть в	1	1
590	с полной ясностью	1	1
591	когда говорят что	1	1
592	как бы самостоятельный	1	1
593	по себе и	1	1
594	и значения эти	1	1
595	это не значит	1	1
596	а не в	2	1
597	или по крайней	2	1
598	можно только то	1	1
599	несмотря на все	1	1
600	же есть не	1	1
601	все же существует	1	1
602	бы его ни	1	1
603	но и к	1	1
604	той или другой	3	1
605	вообще не есть	3	1
606	допустим что мы	1	1
607	таким образом чтобы	1	1
608	было сказать что	1	1
609	это потому что	1	1
610	содержится в самом	1	1
611	в себя уже	1	1
612	в своей повседневной	1	1
613	предполагает в качестве	1	1
614	в себя из	2	1
615	не просто как	1	1
616	что то же	2	1
617	в определенном направлении	2	1
618	как она может	1	1
619	что еще никогда	1	1
620	становится на точку	1	1
621	это может быть	1	1
622	что это есть	3	1
623	в этом понятии	1	1
624	именно в смысле	1	1
625	в уме в	2	1
626	так что из	1	1
627	равно как и	4	1
628	мы скажем что	1	1
629	это так то	2	1
630	и с чем	1	1
631	но только с	1	1
632	так как по	1	1
633	что в результате	2	1
634	тем же правом	1	1
635	значит что в	1	1
636	здесь мы не	1	1
637	из них в	1	1
638	сделать хотя бы	1	1
639	что значит что	3	1
640	самый вопрос о	1	1
641	не менее эта	1	1
642	точка зрения на	1	1
643	с большим трудом	1	1
644	не есть нечто	1	1
645	в себя смысл	2	1
646	перед нами как	1	1
647	оно и есть	1	1
648	только не есть	1	1
649	непосредственного отношения к	1	1
650	это не только	1	1
651	и что все	1	1
652	же точно образом	1	1
653	от этого в	1	1
654	в которой не	1	1
655	к истине и	1	1
656	ни на что	1	1
657	свое внимание на	1	1
658	и следовательно никак	1	1
659	различие между ними	1	1
660	но что же	2	1
661	в данной области	2	1
662	он ничего не	2	1
663	я не знаю	1	1
664	образом и со	1	1
665	себе такой случай	1	1
666	если все это	1	1
667	содержащее в себе	1	1
668	школе и в	1	1
669	одно из самых	1	1
670	в настоящем смысле	1	1
671	и здесь мы	1	1
672	должно быть понято	2	1
673	стороны и что	1	1
674	далеко не все	1	1
675	исчезает и в	1	1
676	в отрыве от	3	1
677	от одной структуры	1	1
678	она все же	1	1
679	понятие и следовательно	1	1
680	нем те или	1	1
681	именно тем что	3	1
682	как мы видим	1	1
683	к его более	1	1
684	но эта точка	1	1
685	она есть то	1	1
686	есть то что	4	1
687	и не потому	1	1
688	не указывает на	3	1
689	равным образом и	2	1
690	при современном состоянии	1	1
691	которая заставляет его	1	1
692	в нем те	1	1
693	со всей полнотой	1	1
694	и то и	1	1
695	от той которую	1	1
696	на эту тему	1	1
697	слово и что	1	1
698	того что есть	1	1
699	никто никогда не	1	1
700	один из моментов	1	1
701	по себе без	2	1
702	только в смысле	1	1
703	это отнюдь не	1	1
704	и что он	1	1
705	сих пор мы	1	1
706	это и есть	4	1
707	вещи и ее	1	1
708	только в своей	1	1
709	что несмотря на	1	1
710	свой смысл и	1	1
711	такой случай что	1	1
712	говорить ни о	1	1
