N	3gram	Tiupa_Teor	FransuaR
182	не на языке	1	1
183	нет в его	1	1
184	и тем самым	2	1
185	одиночку с острым	1	1
186	в этих исключительных	1	1
187	как бы карнавал	1	1
188	не только на	1	1
189	они существенно связаны	1	1
190	это делает например	1	1
191	в первой главе	1	1
192	на время в	1	1
193	что даже в	1	1
194	не случайно они	1	1
195	в художественном произведении	1	1
196	ведь это не	1	1
197	в частности с	1	1
198	может и не	1	1
199	войны и мира	1	1
200	и строго отграниченная	1	1
201	серьезного отношения к	1	1
202	и том же	1	1
203	никогда не бывает	1	1
204	человека и его	1	1
205	по своей цели	1	1
206	карнавал переживаемый в	1	1
207	отдельности и в	1	1
208	переживаемый в одиночку	1	1
209	хотя и это	1	1
210	но в нашем	1	1
211	мы видим в	1	1
212	и для других	1	1
213	а между тем	1	1
214	также что в	1	1
215	как впрочем и	1	1
216	между всеми людьми	1	1
217	не говорит что	1	1
218	что он должен	1	1
219	по преимуществу ночной	1	1
220	как это ни	1	1
221	в одном случае	1	1
222	одном и том	1	1
223	в этом мире	2	1
224	мира и его	1	1
225	то или иное	1	1
226	только в искусстве	1	1
227	бы карнавал переживаемый	1	1
228	уже не просто	1	1
229	так же точно	1	1
230	во всей его	2	1
231	в виду что	1	1
232	в первую очередь	1	1
233	но он в	1	1
234	тем или иным	2	1
235	и в слове	1	1
236	в одиночку с	1	1
237	же время эти	1	1
238	мы нигде не	1	1
239	том случае если	1	1
240	по своему смыслу	1	1
241	та или иная	1	1
242	этой своей отъединенности	1	1
243	отношения к миру	1	1
244	того же типа	1	1
245	и др так	1	1
246	подчеркнуть при этом	1	1
247	что он не	1	1
248	войне и мире	2	1
249	эту свободу и	1	1
250	в области художественного	1	1
251	бы в точке	1	1
252	и не быть	1	1
253	есть как бы	1	1
254	отвечая на вопрос	1	1
255	своей полноте и	1	1
256	в данном контексте	2	1
257	языка на котором	1	1
258	только в условиях	1	1
259	и его эстетической	1	1
260	ту же самую	1	1
261	он ни был	1	1
262	одной из своих	1	1
263	из этих двух	1	1
264	тем не менее	3	1
265	в силу своей	4	1
266	и в пространстве	1	1
267	и многих других	1	1
268	на вопрос о	1	1
269	в литературе последних	1	1
270	того что не	1	1
271	а затем в	1	1
272	что в отличие	1	1
273	в том случае	1	1
274	в себе самом	1	1
275	а и в	1	1
276	в первой строфе	4	1
277	между собой и	1	1
278	в зависимости от	1	1
279	между ними здесь	1	1
280	себя в своих	1	1
281	во всей своей	1	1
282	не могло быть	2	1
283	в своей жизни	1	1
284	состоит в том	6	1
285	контакт между всеми	1	1
286	вольный фамильярный контакт	1	1
287	том что она	1	1
288	он не говорит	1	1
289	при этом как	1	1
290	в своем стремительном	1	1
291	своему смыслу и	1	1
292	и здесь остается	1	1
293	все без исключения	1	1
294	внешних и внутренних	1	1
295	и глубже чем	1	1
296	жизни то есть	1	1
297	между тем в	1	1
298	вещами и ценностями	1	1
299	в том и	1	1
300	того или иного	6	1
301	в узком значении	2	1
302	это по преимуществу	1	1
303	за пределы всего	1	1
304	между собой в	1	1
305	картина мира где	1	1
306	и теперь в	1	1
307	к однозначности и	1	1
308	для него не	1	1
309	один из характернейших	1	1
310	в реальной действительности	1	1
311	фамильярный контакт между	1	1
312	и такие специфические	1	1
313	к одному из	1	1
314	он мог бы	1	1
315	не в состоянии	1	1
316	же точно и	1	1
317	типа так в	1	1
318	при этом и	1	1
319	в отношении к	2	1
320	времени и в	2	1
321	то есть от	1	1
322	речь идет не	1	1
323	узком и специфическом	1	1
324	своей причастности к	1	1
325	а в ее	1	1
326	и здесь мы	1	1
327	что он это	1	1
328	одно и то	2	1
329	в лучшем случае	1	1
330	в большинстве своем	1	1
331	и вся она	1	1
332	отношение к объекту	1	1
333	и то же	2	1
334	можно даже сказать	1	1
335	речь идет о	1	1
336	бы они ни	1	1
337	или иной мере	1	1
338	пространственных и временных	1	1
339	это особого рода	1	1
340	не менее важным	1	1
341	и является в	1	1
342	же время оно	1	1
343	на первый взгляд	1	1
344	и любые другие	1	1
345	но только не	1	1
346	тогда как в	2	1
347	как это делает	1	1
348	в истории литературы	1	1
349	может быть названо	2	1
