N	3gram	Tiupa_Anal	Formalny
143	не только в	3	2
144	мы имеем в	1	2
145	но отнюдь не	2	2
146	всего может быть	1	2
147	в этом случае	4	2
148	лишь одним из	1	2
149	выходит за пределы	1	2
150	или хотя бы	1	2
151	дело не в	2	2
152	художественного восприятия в	1	2
153	в самом начале	3	1
154	как и во	1	1
155	что в литературе	1	1
156	и как бы	1	1
157	этого слова в	1	1
158	значение лишь в	1	1
159	всякое высказывание в	1	1
160	действительно имеет место	1	1
161	лишь в том	3	1
162	вещи но и	1	1
163	виду что в	1	1
164	литературного произведения с	2	1
165	в данном контексте	1	1
166	как система мотивов	1	1
167	одним из первых	1	1
168	бы мы ни	1	1
169	и тогда когда	2	1
170	которые могут быть	1	1
171	в самом объекте	1	1
172	самом деле в	1	1
173	но и на	1	1
174	такое отношение к	1	1
175	в том же	1	1
176	целом все это	1	1
177	в системе языка	1	1
178	том какого рода	1	1
179	в коем случае	2	1
180	во внешнем мире	2	1
181	литературного произведения в	6	1
182	и во всех	1	1
183	но в таком	1	1
184	при изучении литературы	1	1
185	литературного произведения как	5	1
186	литературное произведение не	2	1
187	и не будет	1	1
188	это происходит в	1	1
189	первой из них	1	1
190	вместе с ними	1	1
191	и то же	2	1
192	которое не может	1	1
193	в частности в	2	1
194	бы ни был	1	1
195	как бы не	2	1
196	одного и того	2	1
197	уже потому что	1	1
198	литературное произведение есть	1	1
199	чего бы то	1	1
200	он в этой	1	1
201	том и заключается	1	1
202	может иметь место	1	1
203	науке о литературе	1	1
204	в этой плоскости	1	1
205	событие самого рассказывания	2	1
206	в то что	1	1
207	и вместе с	1	1
208	с художественной идеологемой	1	1
209	это было в	1	1
210	но если бы	1	1
211	до тех пор	1	1
212	а с другой	1	1
213	на этом этапе	1	1
214	произведения в ее	1	1
215	есть не что	4	1
216	и в пределах	2	1
217	что как бы	1	1
218	неизменным в течение	1	1
219	и того же	2	1
220	может быть понят	1	1
221	состоит в том	6	1
222	художественного творчества в	1	1
223	внутренней речи то	1	1
224	как это происходит	1	1
225	в действительности и	1	1
226	иного рода в	1	1
227	при этом от	1	1
228	или во всяком	1	1
229	а не только	2	1
230	ином ее аспекте	1	1
231	своего предмета и	1	1
232	противном случае мы	1	1
233	произведения в его	2	1
234	художественное произведение является	1	1
235	в сторону и	2	1
236	лишь по отношению	1	1
237	между двумя полюсами	1	1
238	произведение не только	1	1
239	в этом последнем	1	1
240	органическое единство всех	1	1
241	данном случае с	1	1
242	произведение искусства есть	1	1
243	собственном смысле слова	1	1
244	в этих случаях	1	1
245	в области гуманитарных	1	1
246	об отсутствии в	1	1
247	в том и	2	1
248	а то и	1	1
249	лишь в тех	1	1
250	что литературное произведение	1	1
251	отца к сыну	1	1
252	той или иной	8	1
253	большей или меньшей	4	1
254	которая сама по	1	1
255	каков бы ни	1	1
256	вне произведения как	1	1
257	на то что	2	1
258	а вместе с	1	1
259	познания и поступка	1	1
260	не столько в	1	1
261	можно утверждать что	1	1
262	на фоне этой	1	1
263	лишь материал для	1	1
264	оно ни было	1	1
265	о том что	8	1
266	бы столь же	1	1
267	по крайней мере	4	1
268	и в самом	3	1
269	во внутренней речи	1	1
270	от отца к	1	1
271	но и не	5	1
272	же мере и	1	1
273	только в качестве	1	1
274	с самим собою	1	1
275	можно сказать что	1	1
276	и даже в	1	1
277	только в том	1	1
278	и той же	1	1
279	то и просто	1	1
280	было в первом	1	1
281	но и все	1	1
282	в художественном творчестве	1	1
283	той же мере	1	1
284	или ином ее	1	1
285	между ними могут	1	1
286	быть понято как	1	1
287	не столько с	1	1
288	т п таким	1	1
289	истории литературы как	1	1
290	что не есть	1	1
291	все же не	1	1
292	в целом все	1	1
293	смысла но не	1	1
294	он не есть	1	1
295	за пределы этой	1	1
296	не что иное	5	1
297	лишь в связи	1	1
298	с той или	2	1
299	что иное как	6	1
300	ни в коем	2	1
301	одно и то	2	1
302	произведение искусства является	1	1
303	так и на	1	1
304	очень близки к	1	1
305	как это свойственно	1	1
306	одной и той	1	1
307	как одну из	1	1
308	у разных авторов	1	1
309	заключается в том	1	1
310	лишь одной из	1	1
311	или меньшей степени	1	1
312	определенной социальной группы	1	1
313	п таким образом	1	1
314	во всех этих	1	1
315	не менее в	1	1
316	не сам по	1	1
317	и заключается что	1	1
318	существует независимо от	1	1
319	оно не является	1	1
320	и при этом	1	1
321	конечно может быть	1	1
322	не изолированно а	1	1
323	учение о художественном	1	1
324	по меньшей мере	1	1
325	литературного развития в	1	1
326	между тем в	1	1
327	должна была бы	1	1
328	том случае если	1	1
329	и вся его	1	1
330	по своей природе	1	1
331	к другому в	1	1
332	в большей или	1	1
333	внешнее и внутреннее	1	1
334	не от отца	1	1
335	в литературной критике	1	1
336	времени и пространстве	5	1
337	этом случае в	1	1
338	со стороны других	1	1
339	более того в	1	1
340	коем случае не	2	1
341	бы оно ни	1	1
342	между прочим и	1	1
343	как и от	1	1
344	таким образом с	1	1
345	можно было бы	1	1
346	среда в которой	1	1
