N	2gram	Losev_Vesc	TeoriaLi
578	и пр	10	1
579	вопрос о	6	1
580	в любом	1	1
581	что явление	1	1
582	собственного я	1	1
583	по тем	1	1
584	своей собственной	2	1
585	– а	3	1
586	согласен с	1	1
587	и заключается	1	1
588	то и	7	1
589	жизненный опыт	1	1
590	она могла	2	1
591	связана с	1	1
592	наконец в	1	1
593	ее восприятия	1	1
594	весьма узко	1	1
595	только мы	2	1
596	в отдельности	4	1
597	не быть	4	1
598	внутри себя	3	1
599	не таково	1	1
600	вмещает в	1	1
601	ним и	1	1
602	чем ему	1	1
603	наличие в	1	1
604	– лишь	1	1
605	сознание в	1	1
606	обычно в	1	1
607	точно и	1	1
608	слова и	7	1
609	с которой	3	1
610	– у	1	1
611	что из	3	1
612	жизни и	6	1
613	путь –	1	1
614	чего не	2	1
615	из своего	1	1
616	и вся	1	1
617	значение для	1	1
618	вы говорите	4	1
619	я для	1	1
620	и ему	1	1
621	зрение и	1	1
622	если нет	1	1
623	и внешнее	2	1
624	втором случае	1	1
625	в различных	1	1
626	эта система	1	1
627	и наиболее	1	1
628	вне моего	1	1
629	образом что	1	1
630	одно из	2	1
631	и до	6	1
632	к сфере	1	1
633	и смыслы	1	1
634	принадлежит не	1	1
635	не что	12	1
636	и внутренней	1	1
637	в истории	3	1
638	не так	2	1
639	и том	1	1
640	личность и	1	1
641	является как	1	1
642	в окружающей	1	1
643	еще один	2	1
644	было и	2	1
645	воображении и	1	1
646	ни от	7	1
647	смысле –	1	1
648	жизни что	1	1
649	и тоже	3	1
650	когда же	2	1
651	– существенно	1	1
652	своей индивидуальной	1	1
653	и формы	2	1
654	и отвечает	2	1
655	из наиболее	2	1
656	это существенно	1	1
657	языка не	1	1
658	с самим	4	1
659	путем постепенного	1	1
660	еще нет	1	1
661	отдельности и	2	1
662	в реальной	1	1
663	ее не	6	1
664	в сфере	6	1
665	она может	4	1
666	– тогда	1	1
667	и многих	1	1
668	него не	1	1
669	само оно	1	1
670	духа и	1	1
671	той же	2	1
672	ее как	4	1
673	именно так	2	1
674	но именно	3	1
675	с нею	19	1
676	как вещью	1	1
677	особенность и	1	1
678	только при	1	1
679	как я	6	1
680	нигде не	1	1
681	в каждый	1	1
682	раз и	2	1
683	что все	2	1
684	то она	2	1
685	ее внутренней	1	1
686	нечто в	1	1
687	неизмеримо более	1	1
688	том же	1	1
689	в сознании	1	1
690	если ее	1	1
691	исходит из	2	1
692	момент в	6	1
693	одна из	6	1
694	всего к	1	1
695	смысла не	1	1
696	поэтому не	1	1
697	не мыслится	1	1
698	но если	12	1
699	здесь и	1	1
700	по поводу	1	1
701	реальность и	2	1
702	под именем	2	1
703	культуры и	1	1
704	стороны не	2	1
705	между вещами	1	1
706	действительности по	1	1
707	образ –	3	1
708	в отдельных	1	1
709	неотделимо от	2	1
710	нет никаких	1	1
711	к этим	2	1
712	– например	1	1
713	уже по	1	1
714	как явление	1	1
715	они могут	1	1
716	предстает как	1	1
717	том о	1	1
718	к языку	1	1
719	не будучи	1	1
720	крайней мере	10	1
721	из них	7	1
722	едва ли	1	1
723	тот же	4	1
724	другого и	1	1
725	внимание и	1	1
726	д и	11	1
727	от ее	6	1
728	хотя по	1	1
729	внутренней жизни	1	1
730	ближе к	2	1
731	представить себе	1	1
732	отождествляться с	1	1
733	себя самой	2	1
734	этих моментов	1	1
735	именно к	1	1
736	этого знания	1	1
737	такое же	1	1
738	этом случае	1	1
739	имя личности	1	1
740	и такой	2	1
741	в свое	2	1
742	одном и	2	1
743	мы видим	5	1
744	в более	2	1
745	собой и	1	1
746	общения в	1	1
747	как смысл	2	1
748	так как	17	1
749	она и	2	1
750	личности а	1	1
751	многих других	1	1
752	от его	2	1
753	что иное	12	1
754	они не	1	1
755	может не	4	1
756	различие между	3	1
757	но из	2	1
758	на язык	3	1
759	свидетельствует о	3	1
760	ее на	2	1
761	первом случае	2	1
762	должно быть	8	1
763	или другая?	1	1
764	искусство в	1	1
765	который бы	3	1
766	общение с	11	1
767	в состоянии	2	1
768	что одна	1	1
769	обе эти	2	1
770	жизни человека	1	1
771	тут? я	1	1
772	в природу	4	1
773	не своей	2	1
774	же самую	1	1
775	себя самого	4	1
776	ее можно	1	1
777	мы конечно	1	1
778	вбирает в	3	1
779	души и	1	1
780	xix веке	1	1
781	для нас	2	1
782	и сама	4	1
783	– независимо	1	1
784	одновременно и	1	1
785	не содержит	5	1
786	из своих	1	1
787	сознания и	2	1
788	это энергия	1	1
789	вместо него	1	1
790	не обладает	1	1
791	стремится к	1	1
792	слово в	2	1
793	этом в	2	1
794	себе никаких	1	1
795	быть или	1	1
796	в третьем	1	1
797	без этого	3	1
798	переживания и	2	1
799	вокруг себя	1	1
800	тому же	1	1
801	раз в	2	1
802	сказать не	1	1
803	ведь это	1	1
804	но с	2	1
805	я помню	1	1
806	что составляет	1	1
807	не было	4	1
808	это всегда	1	1
809	отказаться от	1	1
810	просто как	2	1
811	как видно	1	1
812	и более	4	1
813	не говорит	3	1
814	становления и	1	1
815	и где	1	1
816	этим и	1	1
817	но эта	2	1
818	на нее	2	1
819	от кого	1	1
820	же по	2	1
821	это еще	1	1
822	о каком	2	1
823	себя а	1	1
824	по существу	3	1
825	что не	11	1
826	в бытии	2	1
827	есть жизнь	1	1
828	затем –	1	1
829	сознания но	1	1
830	или иная	1	1
831	чтобы быть	3	1
832	сейчас только	1	1
833	внимание в	1	1
834	но само	1	1
835	между этими	1	1
836	и исторической	1	1
837	не остается	1	1
838	его поступки	1	1
839	своей структуре	1	1
840	и без	4	1
841	же оно	3	1
842	за которым	1	1
843	такова что	1	1
844	чего бы	2	1
845	имя в	3	1
846	но по	1	1
847	не есть	79	1
848	от одной	1	1
849	и абсолютная	1	1
850	между прочим	4	1
851	является не	2	1
852	же точно	2	1
853	однако это	3	1
854	в ряду	1	1
855	ли не	1	1
856	как ее	2	1
857	от этого	3	1
858	занимала столь	1	1
859	данного типа	1	1
860	и со	2	1
861	того и	2	1
862	должно стать	1	1
863	ее понимания	2	1
864	– можно	1	1
865	делает ее	1	1
866	в двух	1	1
867	человек имеет	2	1
868	картину в	1	1
869	форма в	1	1
870	себе и	2	1
871	и кому	2	1
872	из этого	3	1
873	единство и	1	1
874	на столь	1	1
875	его чувства	1	1
876	на себе	5	1
877	вещами в	1	1
878	ничего нельзя	1	1
879	действительности и	5	1
880	бы в	9	1
881	мере в	2	1
882	пребывания в	1	1
883	ему не	3	1
884	же как	3	1
885	звено –	1	1
886	самой себе	1	1
887	словом или	1	1
888	что хотя	1	1
889	на которую	1	1
890	нее нет	1	1
891	проявляет себя	1	1
892	здесь как	2	1
893	полной мере	1	1
894	о различных	1	1
895	которой предполагает	1	1
896	только к	2	1
897	в полной	2	1
898	как ни	1	1
899	жизнь и	2	1
900	лишь ее	1	1
901	в своих	3	1
902	чистая и	1	1
903	оно в	1	1
904	другом –	1	1
905	он ни	1	1
906	и сосредоточение	1	1
907	эти последние	1	1
908	и жизненной	1	1
909	если на	1	1
910	не уничтожается	2	1
911	чего нет	1	1
912	имен и	3	1
913	что несмотря	1	1
914	две стороны	1	1
915	если не	3	1
916	этот звук	1	1
917	она не	9	1
918	я если	1	1
919	когда я	5	1
920	зрения в	1	1
921	нести на	1	1
922	чтобы такое	1	1
923	не дает	1	1
924	ту же	2	1
925	совсем не	2	1
926	силе и	1	1
927	собою как	1	1
928	ибо всякое	1	1
929	не один	1	1
930	части и	2	1
931	с совершенно	1	1
932	так что	9	1
933	оно мыслится	1	1
934	мы понимаем	1	1
935	же типа	1	1
936	говорить об	2	1
937	является его	1	1
938	именно потому	2	1
939	и может	3	1
940	оно и	4	1
941	чем собственно	1	1
942	эта сторона	1	1
943	и их	11	1
944	исчезает и	1	1
945	другим в	1	1
946	существенное для	1	1
947	может оставаться	1	1
948	это явление	1	1
949	в последние	2	1
950	не могла	1	1
951	можно было	6	1
952	если она	11	1
953	но только	4	1
954	является одним	1	1
955	его полноте	1	1
956	или его	2	1
957	стороны и	2	1
958	ничто не	2	1
959	только то	4	1
960	из видов	1	1
961	в xix	1	1
962	является или	3	1
963	также и	9	1
964	он –	1	1
965	взаимопонимания между	2	1
966	то или	5	1
967	у нее	1	1
968	в новое	1	1
969	и последовательное	1	1
970	или иное	1	1
971	когда мы	6	1
972	еще на	1	1
973	на это	5	1
974	было бы	24	1
975	а тем	3	1
976	ее смысл	2	1
977	я это	2	1
978	вещи или	6	1
979	из модификаций	1	1
980	под каким	1	1
981	но без	1	1
982	же самое	1	1
983	есть такое	1	1
984	ту сторону	1	1
985	так называемый	1	1
986	как мы	6	1
987	жизнь однако	1	1
988	жизни не	1	1
989	одного из	2	1
990	указывает на	8	1
991	в понимании	1	1
992	что для	5	1
993	определенное значение	1	1
994	та или	2	1
995	его как	2	1
996	не способное	1	1
997	момент своего	1	1
998	в зависимости	1	1
999	подход к	1	1
1000	этом они	1	1
1001	внутреннее и	3	1
1002	этом и	2	1
1003	как внутреннее	1	1
1004	выявить и	1	1
1005	понимания это	1	1
1006	на отдельные	1	1
1007	это ни	1	1
1008	это ощущение	1	1
1009	даже если	1	1
1010	или слова	1	1
1011	и от	4	1
1012	с бытием	1	1
1013	и есть	40	1
1014	по этому	1	1
1015	с которым	1	1
1016	смысл –	2	1
1017	же в	1	1
1018	бытия и	6	1
1019	к пониманию	3	1
1020	из его	2	1
1021	в уме	3	1
1022	но я	2	1
1023	иной раз	1	1
1024	с пустотой	1	1
1025	на то	9	1
1026	бы ни	3	1
1027	нуждается в	2	1
1028	степени и	2	1
1029	и только	11	1
1030	деле –	1	1
1031	независимо от	5	1
1032	в него	1	1
1033	для этого	5	1
1034	живой действительности	1	1
1035	таким же	1	1
1036	нет не	2	1
1037	именно это	1	1
1038	частности –	1	1
1039	и совершенно	2	1
1040	объективности и	1	1
1041	– тоже	3	1
1042	чтобы служить	1	1
1043	чего еще	1	1
1044	есть не	17	1
1045	кажется что	1	1
1046	к реальному	2	1
1047	иное как	12	1
1048	момент его	1	1
1049	себе а	1	1
1050	других типов	1	1
