N	3gram	Tiupa_Hudo	TeoriaLi
89	по себе а	1	1
90	вследствие того что	1	1
91	если говорить о	2	1
92	и который в	1	1
93	как персонаж сатирический	1	1
94	внешней данности их	1	1
95	была тихая добродушная	1	1
96	только о том	1	1
97	к чужому слову	1	1
98	легко может быть	1	1
99	и поэтому не	1	1
100	состоит как раз	1	1
101	для себя а	1	1
102	в котором по	1	1
103	в противоречие с	2	1
104	как субъекты этического	1	1
105	дамы с собачкой	5	1
106	места в мире	1	1
107	и несет в	1	1
108	заключается в том	1	1
109	можно сказать в	1	1
110	в себя и	1	1
111	бы можно было	1	1
112	духовность предшествующих характеристик	1	1
113	по своему происхождению	1	1
114	не в состоянии	1	1
115	дает ключ к	1	1
116	о том что	14	1
117	то или иное	1	1
118	оказывается не столько	1	1
119	личности в отношении	1	1
120	в эстетическое отношение	1	1
121	себя в другом	2	1
122	таков что душевная	1	1
123	специфически человеческий способ	1	1
124	барышня с кротким	1	1
125	в русской культуре	1	1
126	взглядом очень здоровая	1	1
127	заключает в себе	1	1
128	в свое время	1	1
129	себя а для	1	1
130	пласт художественной реальности	1	1
131	в другом и	1	1
132	в себе и	1	1
133	она могла бы	1	1
134	как бы в	2	1
135	точки зрения в	1	1
136	в литературе в	1	1
137	что одна из	1	1
138	а также в	1	1
139	с самим собою	1	1
140	из этих двух	1	1
141	к одному из	1	1
142	я никогда не	1	1
143	второй и четвертой	1	1
144	нами не как	1	1
145	в своей эстетической	1	1
146	как впрочем и	1	1
147	связи с этим	2	1
148	друг от друга	2	1
149	в настоящее время	1	1
150	при этом не	1	1
151	одной стороны и	1	1
152	добродушная жалостливая барышня	1	1
153	это была тихая	1	1
154	к чужому я	2	1
155	не несет в	1	1
156	в одной из	1	1
157	глядя на ее	1	1
158	том что она	1	1
159	иной эстетической природы	1	1
160	во времени и	1	1
161	в аспекте его	1	1
162	литературного произведения не	1	1
163	на ее полные	1	1
164	но как субъекты	1	1
165	перед нами не	1	1
166	об этом так	1	1
167	с предельной ясностью	1	1
168	некий нравственный закон	1	1
169	в нашем примере	1	1
170	в том случае	2	1
171	дело в том	1	1
172	том и состоит	1	1
173	и не могла	1	1
174	у нее нет	1	1
175	именно потому что	1	1
176	вступает в противоречие	1	1
177	в иных случаях	1	1
178	не как объекты	1	1
179	человеческий способ существования	1	1
180	а между тем	3	1
181	что душевная характеристика	1	1
182	текста характеризующийся единством	1	1
183	именно в этом	1	1
184	с собачкой и	3	1
185	в первом случае	2	1
186	тихая добродушная жалостливая	1	1
187	в первую очередь	2	1
188	самим собою в	1	1
189	противоположной по своему	1	1
190	речь идет о	2	1
191	щеки на мягкую	1	1
192	содержит в себе	2	1
193	и не наступает	1	1
194	как раз в	2	1
195	субъекты этического выбора	1	1
196	кругозора героя и	1	1
197	художественного впечатления бахтин	1	1
198	точно так же	1	1
199	так же как	2	1
200	этой жанровой традиции	1	1
201	а тем более	1	1
202	составляет своего рода	1	1
203	это уже не	1	1
204	предстают перед нами	1	1
205	поэтому вслед за	1	1
206	шею с темной	1	1
207	внутреннего мира личности	1	1
208	в этом случае	1	1
209	об архитектонических формах	1	1
210	а в том	1	1
211	розовые щеки на	1	1
212	казалось бы место	1	1
213	в точке этого	1	1
214	и по отношению	1	1
215	не только на	1	1
216	том что в	4	1
217	к другому человеку	3	1
218	между автором и	2	1
219	своими корнями в	1	1
220	адресата художественной деятельности	1	1
221	в своей жизни	2	1
222	на мягкую белую	1	1
223	наше внимание в	1	1
224	в смерти чиновника	2	1
225	мягким взглядом очень	1	1
226	иного рода это	1	1
227	на первый взгляд	1	1
228	дистанции между ними	1	1
229	то же самое	3	1
230	или иную концепцию	1	1
231	между тем в	2	1
232	жизнь личности в	1	1
233	ее полные розовые	1	1
234	у себя в	1	1
235	та или иная	4	1
236	при всей своей	1	1
237	как субъекта самоопределения	1	1
238	определений таков что	1	1
239	в художественном тексте	1	1
240	личной тайны и	2	1
241	едва ли не	1	1
242	уходит своими корнями	1	1
243	на этом пути	1	1
244	в следующей главе	3	1
245	не более чем	2	1
246	в первой главе	3	1
247	мягкую белую шею	1	1
248	автора и читателя	1	1
249	в еще большей	1	1
250	полные розовые щеки	1	1
251	кротким мягким взглядом	1	1
252	принципиальное различие между	1	1
253	имеем дело с	1	1
254	внешних и внутренних	1	1
255	еще и потому	1	1
256	что несмотря на	1	1
257	в частности с	1	1
258	не во внешних	1	1
259	белую шею с	1	1
260	в чистом виде	1	1
261	это было бы	1	1
