N	2gram	Losev_Dial	Komedia
264	именно в	4	5
265	его на	1	5
266	что по	3	5
267	в это	1	5
268	любви к	2	5
269	а на	1	5
270	к ним	3	5
271	сказать что	19	5
272	все время	4	5
273	тем же	3	5
274	себя в	2	5
275	никогда не	18	5
276	представить себе	2	5
277	и мы	8	5
278	в ее	3	5
279	после этого	3	5
280	но он	3	5
281	можно судить	1	5
282	в мире	3	5
283	что их	2	5
284	в каждом	4	5
285	т д	28	5
286	все остальные	1	5
287	в развитии	1	5
288	не могла	1	5
289	ни одной	1	5
290	друг другу	4	5
291	даже если	4	5
292	и от	5	5
293	от нее	1	5
294	не так	1	5
295	представление о	1	5
296	известно что	1	5
297	что это	21	5
298	здесь нет	1	5
299	вывод что	2	5
300	из того	2	5
301	за пределы	4	5
302	приводит к	1	5
303	ему и	1	5
304	том как	1	5
305	конечно не	9	5
306	да еще	1	5
307	и если	5	5
308	у меня	4	5
309	и теперь	1	5
310	только один	2	5
311	вслед за	2	5
312	в обоих	1	5
313	же самое	3	5
314	той же	1	5
315	что я	5	5
316	в сознании	3	5
317	этом отношении	2	5
318	это не	18	5
319	мы имеем	4	5
320	он и	2	5
321	же не	4	5
322	по существу	2	5
323	и без	1	5
324	к своему	1	5
325	и я	3	5
326	раз в	2	5
327	ему не	1	5
328	от того	2	5
329	жизни и	9	5
330	чаще всего	2	5
331	для этого	2	5
332	что на	2	5
333	в той	4	4
334	каждой из	1	4
335	следует что	2	4
336	в принципе	1	4
337	в духе	1	4
338	новое время	1	4
339	и опять	1	4
340	из самых	1	4
341	например в	2	4
342	правда в	1	4
343	их в	2	4
344	обоих случаях	2	4
345	дома и	1	4
346	по тому	1	4
347	из других	1	4
348	времени в	2	4
349	не всегда	2	4
350	в глаза	1	4
351	его не	7	4
352	одна из	1	4
353	кто из	1	4
354	все его	3	4
355	том чтобы	1	4
356	к их	1	4
357	в состоянии	2	4
358	к которому	1	4
359	и этим	1	4
360	одно из	2	4
361	это слово	1	4
362	не о	5	4
363	как его	1	4
364	не остается	2	4
365	я не	9	4
366	между ними	1	4
367	же как	3	4
368	выражение в	1	4
369	для ее	1	4
370	здесь мы	1	4
371	что эта	5	4
372	важно что	3	4
373	сомневаться в	2	4
374	по своей	5	4
375	как известно	3	4
376	и почему	1	4
377	с которым	2	4
378	образом в	1	4
379	из этого	2	4
380	к сожалению	2	4
381	был бы	1	4
382	когда в	1	4
383	не на	1	4
384	стороны и	4	4
385	бы не	1	4
386	сравнению с	2	4
387	нет ничего	1	4
388	что мы	3	4
389	то и	3	4
390	наконец в	1	4
391	по сравнению	2	4
392	можем судить	1	4
393	что же	5	4
394	и там	1	4
395	ничем не	4	4
396	хотя в	3	4
397	что с	2	4
398	и другие	1	4
399	истинное положение	1	4
400	чем же	1	4
401	все равно	7	4
402	а то	1	4
403	с их	2	4
404	времени и	10	4
405	что ему	1	4
406	по его	1	4
407	или менее	5	4
408	такой же	2	4
409	в поле	1	4
410	мог бы	3	4
411	е в	3	4
412	и их	5	4
413	пор не	1	4
414	далеко не	2	4
415	чтобы не	6	4
416	у нее	1	4
417	которые в	1	4
418	всем том	1	4
419	все более	1	4
420	нуждается в	6	4
421	в основе	4	4
422	во всем	3	3
423	от него	4	3
424	к этой	1	3
425	или по	2	3
426	а у	1	3
427	по себе	39	3
428	более или	5	3
429	или на	3	3
430	если он	1	3
431	похож на	1	3
432	только для	1	3
433	за ней	1	3
434	сам же	1	3
435	при всей	1	3
436	на мой	1	3
437	видно что	2	3
438	все к	1	3
439	представления о	1	3
440	из жизни	2	3
441	между двумя	1	3
442	только на	3	3
443	не приходит	1	3
444	и когда	5	3
445	людей и	1	3
446	от своего	1	3
447	путь к	1	3
448	как на	1	3
449	ней и	1	3
450	для понимания	1	3
451	что именно	3	3
452	речь о	1	3
453	друг с	2	3
454	но там	1	3
455	раз на	1	3
456	этих двух	1	3
457	как две	1	3
458	время и	2	3
459	с другом	2	3
460	поэт был	1	3
461	для своего	3	3
462	для них	1	3
463	в храме	2	3
464	и притом	7	3
465	отношения к	3	3
466	из уст	1	3
467	в таком	4	3
468	от этого	5	3
469	должно было	1	3
470	в эту	1	3
471	на себе	3	3
472	не был	3	3
473	остается в	1	3
474	а с	2	3
475	не он	1	3
476	ли это	4	3
477	взять в	1	3
478	и некая	1	3
479	одну из	1	3
480	отношения с	1	3
481	в новое	1	3
482	какой мере	1	3
483	не раз	2	3
484	могла бы	2	3
485	и есть	20	3
486	если они	1	3
487	сказать о	1	3
488	в какой-то	1	3
489	в один	3	3
490	еще одно	1	3
491	на месте	1	3
492	также что	2	3
493	к одной	1	3
494	почти не	3	3
495	его с	6	3
496	каким он	1	3
497	можно сомневаться	1	3
498	и из	6	3
499	мы в	2	3
500	не могут	4	3
501	не мешает	8	3
502	не более	1	3
503	и одновременно	1	3
504	сходство в	2	3
505	с г	1	3
506	если это	3	3
507	времени не	1	3
508	как о	2	3
509	с ними	4	3
510	связанные с	3	3
511	друг от	1	3
512	принимают за	1	3
513	его и	1	3
514	совершенно не	13	3
515	и более	7	3
516	и чаще	1	3
517	относится к	2	3
518	жениться на	1	3
519	и уже	4	3
520	не меньше	1	3
521	на землю	1	3
522	чем не	2	3
523	было и	1	3
524	если мы	3	3
525	собственного дома	1	3
526	они были	2	3
527	ему в	1	3
528	нет ни	4	3
529	сам себя	1	3
530	ее на	2	3
531	на что	3	3
532	бы на	1	3
533	такое же	1	3
534	мы находим	7	3
535	в виде	2	3
536	однако не	1	3
537	от друга	1	3
538	и эта	3	3
539	указывает на	3	3
540	только два	1	3
541	власть в	1	3
542	с той	2	3
543	и вовсе	1	3
544	является не	3	3
545	на все	2	3
546	один и	1	3
547	нисколько не	7	3
548	должен быть	2	3
549	в одной	4	3
550	на них	1	3
551	жизнь и	5	3
552	ко всему	3	3
553	и потому	6	3
554	сам не	1	3
555	в разной	3	3
556	а к	1	3
557	а как	1	3
558	она не	10	3
559	но при	1	3
560	только как	3	3
561	не с	5	3
562	можно найти	2	3
563	стало быть	17	3
564	на всю	6	3
565	идет речь	2	3
566	ведь мы	1	3
567	они не	3	3
568	будто бы	3	3
569	и самого	1	3
570	в театре	1	3
571	же можно	2	3
572	в голову	2	3
573	это в	1	3
574	является ли	1	3
575	ли в	1	3
576	в эпоху	2	3
577	если она	4	3
578	ни разу	1	3
579	он с	2	3
580	вплоть до	3	3
581	не к	2	3
582	находим в	2	2
583	в душе	8	2
584	не считает	1	2
585	еще раз	2	2
586	уж не	1	2
587	чтобы дать	1	2
588	и очень	2	2
589	же и	11	2
590	находясь в	1	2
591	другой пример	2	2
592	которым они	1	2
593	говорит о	6	2
594	не как	4	2
595	с утра	1	2
596	точно так	3	2
597	одному из	1	2
598	остановиться на	1	2
599	ты не	1	2
600	в широких	1	2
601	сходство между	1	2
602	а напротив	1	2
603	встречается в	1	2
604	жизнь в	2	2
605	на земле	3	2
606	зрения на	1	2
607	к которой	1	2
608	из всего	2	2
609	превращается в	2	2
610	к самому	3	2
611	это противопоставление	1	2
612	друга и	1	2
613	и достаточно	1	2
614	однако даже	1	2
615	почти все	2	2
616	как только	4	2
617	на первый	2	2
618	для исследования	1	2
619	не могли	1	2
620	начиная от	1	2
621	в противоположность	6	2
622	не должен	2	2
623	и следовательно	7	2
624	об отношении	6	2
625	но они	2	2
626	так мы	1	2
627	я думаю	1	2
628	без всякого	3	2
629	в основу	1	2
630	в реальном	1	2
631	думаю что	4	2
632	что все	2	2
633	в зависимости	2	2
634	из трех	1	2
635	от себя	1	2
636	что даже	2	2
637	чувства в	1	2
638	раба и	1	2
639	к ее	1	2
640	быть с	1	2
641	к внутреннему	1	2
642	случае в	1	2
643	то в	8	2
644	мы видим	6	2
645	она и	2	2
646	менее в	1	2
647	хочет быть	2	2
648	жизни так	1	2
649	ним в	1	2
650	с тех	2	2
651	к выводу	2	2
652	каждом из	2	2
653	и сама	1	2
654	одному и	1	2
655	с другими	2	2
656	к жизни	1	2
657	как можно	2	2
658	этого человека	1	2
659	к достижению	1	2
660	не была	1	2
661	и можно	3	2
662	сказал что	3	2
663	этим и	1	2
664	средств чтобы	1	2
665	стали бы	1	2
666	вещей и	5	2
667	очевидно что	1	2
668	я и	3	2
669	судить о	2	2
670	подобно тому	1	2
671	и она	1	2
672	по одному	4	2
673	из чего	1	2
674	между прочим	1	2
675	слишком много	1	2
676	и жизнь	2	2
677	его жизни	1	2
678	же касается	1	2
679	здесь ни	1	2
680	точек зрения	3	2
681	в смысле	5	2
682	не иначе	1	2
683	чтобы понять	3	2
684	а потом	9	2
685	времени а	3	2
686	как надо	1	2
687	со всей	2	2
688	земле и	1	2
689	мы уже	8	2
690	о браке	1	2
691	вступить с	1	2
692	совсем не	1	2
693	на свой	1	2
694	мы стали	1	2
695	на нем	2	2
696	если же	2	2
697	реакции на	1	2
698	и та	8	2
699	и является	2	2
700	чем больше	1	2
701	почти всегда	4	2
702	сами эти	1	2
703	у вас	2	2
704	но об	1	2
705	доходит до	1	2
706	в государстве	1	2
707	того кто	2	2
708	общего с	6	2
709	женился на	1	2
710	них не	1	2
711	или может	1	2
712	теми же	1	2
713	в общем	2	2
714	повседневной жизни	2	2
715	бы ни	3	2
716	которые были	2	2
717	гораздо более	3	2
718	из этой	1	2
719	понять что	1	2
720	меня и	2	2
721	представляет себе	1	2
722	не будет	2	2
723	образом и	3	2
724	в состав	1	2
725	них в	1	2
726	которой не	3	2
727	должна быть	5	2
728	в жизни	3	2
729	с такой	1	2
730	и при	3	2
731	а сами	1	2
732	есть для	2	2
733	на те	1	2
734	о какой-то	1	2
735	это уже	2	2
736	никак не	6	2
737	в большом	1	2
738	в живых	1	2
739	перед ними	1	2
740	его образ	1	2
741	со всеми	2	2
742	от их	2	2
743	не ясно	1	2
744	этой точки	2	2
745	однако что	1	2
746	подходим к	1	2
747	с целью	3	2
748	что это?	2	2
749	этом смысле	4	2
750	и так	2	2
751	жизни в	1	2
752	в компании	1	2
753	себя и	1	2
754	надо считать	2	2
755	ли он	1	2
756	о котором	2	2
757	ничего нет	1	2
758	нет в	1	2
759	к другому	1	2
760	же теперь	1	2
761	в которые	1	2
762	слова о	1	2
763	внимание что	1	2
764	перед нами	3	2
765	какой-нибудь из	1	2
766	бросается в	1	2
767	это дело	1	2
768	их самих	1	2
769	что наши	1	2
770	убеждение в	1	2
771	земли и	1	2
772	это только	3	2
773	и любовь	1	2
774	зависимости от	2	2
775	хотя это	3	2
776	слова и	1	2
777	именно на	1	2
778	что лучше	1	2
779	в которую	1	2
780	отношении к	3	2
781	и наиболее	1	2
782	на примере	1	2
783	и до	2	2
784	же если	1	2
785	в каком	10	2
786	как например	2	2
787	известной степени	1	2
788	что здесь	4	2
789	ее не	1	2
790	от которой	2	2
791	обвинение в	1	2
792	это ясно	1	2
793	не знаем	1	2
794	здесь не	1	2
795	сама она	1	2
796	только с	3	2
797	у них	3	2
798	но это	12	2
799	только потому	4	2
800	во времени	4	2
801	не будучи	3	2
802	в ту	1	2
803	об их	1	2
804	дает нам	2	2
805	одних и	1	2
806	и всякий	3	2
807	всегда можно	1	2
808	мир в	1	2
809	нас не	2	2
810	есть основания	1	2
811	лиц и	1	2
812	еще и	4	2
813	для него	2	2
814	не для	1	2
815	не отличаются	2	2
816	того что	6	2
817	в литературе	1	2
818	ее в	2	2
819	где он	1	2
820	в полном	1	2
821	то мы	2	2
822	бы и	4	2
823	была бы	4	2
824	дают нам	1	2
825	чтобы я	1	2
826	а о	2	2
827	этого не	1	2
828	как этот	1	2
829	это еще	2	2
830	и тому	1	2
831	возможность и	1	2
832	этом что	1	2
833	понимать как	2	2
834	в стороне	1	2
835	как она	7	2
836	все эти	4	2
837	эти две	1	2
838	на душе	1	2
839	при таком	1	2
840	что между	1	2
841	пока не	2	2
842	что тот	1	2
843	не все	1	2
844	мере в	3	2
845	его к	1	2
846	на свете	5	2
847	ко мне	2	2
848	что эти	3	2
849	к одному	1	2
850	сказать и	1	2
851	но его	1	2
852	их точки	1	2
853	и тех	1	2
854	и только	5	2
855	сопоставление с	1	2
856	как же	8	2
857	сам себе	1	2
858	она должна	2	2
859	что вы	1	2
860	это как	3	2
861	в самых	1	2
862	тому как	1	2
863	разной степени	2	2
864	дело не	3	2
865	и может	7	2
866	не знаю	3	2
867	свою жизнь	1	2
868	же что	1	2
869	или его	2	2
870	с ней	2	2
871	тем самым	1	2
872	как не	4	2
873	человека с	1	2
874	человека и	2	2
875	скажет что	1	2
876	скорее наоборот	1	2
877	со своими	2	2
878	помнить что	2	2
879	все больше	1	2
880	в античном	2	2
881	это дает	1	2
882	себе не	7	2
883	здесь же	1	2
884	и дальше	1	2
885	к женщине	1	2
886	и новые	1	2
887	в новой	1	2
888	сам а	1	2
889	иногда даже	1	2
890	три года	1	2
891	которой мы	1	2
892	остается только	2	2
893	дает не	1	1
894	они являются	1	1
895	с объектом	1	1
896	человек может	1	1
897	больше всех	1	1
898	заметим что	1	1
899	оно все	1	1
900	можно говорить	2	1
901	мы и	3	1
902	их из	1	1
903	эти краткие	1	1
904	его изображения	1	1
905	выводу что	2	1
906	этом уже	1	1
907	которые не	2	1
908	вникать в	1	1
909	теперь что	1	1
910	изображение в	1	1
911	то остается	1	1
912	и меньше	1	1
913	нем в	1	1
914	я этого	1	1
915	привести еще	1	1
916	эта идея	1	1
917	становится совершенно	1	1
918	в разных	6	1
919	она уже	1	1
920	или нет	6	1
921	кроме того	2	1
922	не вызывает	1	1
923	и ему	2	1
924	и говорить	4	1
925	что человек	2	1
926	время не	3	1
927	на нас	1	1
928	с жизнью	1	1
929	о времени	1	1
930	в различных	2	1
931	в день	1	1
932	часто даже	2	1
933	впрочем это	1	1
934	над ними	1	1
935	которой все	1	1
936	теперь почти	1	1
937	вопрос об	5	1
938	нет никакой	2	1
939	он имеет	1	1
940	себя так	1	1
941	к полной	1	1
942	как первый	1	1
943	от одного	1	1
944	есть что-то	2	1
945	вот что	1	1
946	на каждой	1	1
947	руке у	1	1
948	этой линии	2	1
949	о мире	2	1
950	мне кажется	2	1
951	на чужой	1	1
952	не помышляя	1	1
953	если ни	1	1
954	я мог	2	1
955	мысль о	2	1
956	но нельзя	2	1
957	что весь	1	1
958	достоверность и	1	1
959	уже на	1	1
960	много раз	3	1
961	времени к	1	1
962	мы получаем	4	1
963	и другим	1	1
964	как более	2	1
965	стороны в	2	1
966	я могу	2	1
967	в последнем	1	1
968	есть тот	1	1
969	как таковой	6	1
970	а именно	3	1
971	в одно	5	1
972	даже до	1	1
973	узнать что	1	1
974	большей или	1	1
975	явление бога	1	1
976	отличается от	3	1
977	начала не	1	1
978	к земле	1	1
979	мало того	1	1
980	для выяснения	1	1
981	но мы	3	1
982	так например	1	1
983	чем бы	1	1
984	все их	1	1
985	современная наука	3	1
986	и нет	2	1
987	первый взгляд	2	1
988	где и	2	1
989	может привести	1	1
990	одно время	3	1
991	действительности в	1	1
992	природы в	1	1
993	не настолько	2	1
994	только благодаря	2	1
995	я вижу	1	1
996	и отчасти	1	1
997	ответить на	1	1
998	в данном	5	1
999	всю его	2	1
1000	находит слова	1	1
1001	я ни	2	1
1002	социальных корней	1	1
1003	она же	1	1
1004	порядок в	1	1
1005	и такие	1	1
1006	не говорит	4	1
1007	себе все	1	1
1008	он только	1	1
1009	другого а	1	1
1010	своей природе	1	1
1011	мы увидим	2	1
1012	действительности как	1	1
1013	в новом	1	1
1014	даже и	3	1
1015	и какова	1	1
1016	этого последнего	1	1
1017	на очень	2	1
1018	вот теперь	1	1
1019	говорить не	1	1
1020	это нам	2	1
1021	чем я	1	1
1022	в моменты	1	1
1023	но даже	1	1
1024	но этот	1	1
1025	в некоем	3	1
1026	никому и	1	1
1027	е о	2	1
1028	зрения одного	1	1
1029	понимаем что	1	1
1030	на второе	1	1
1031	из их	1	1
1032	имея в	1	1
1033	для нее	2	1
1034	и получаем	1	1
1035	о них	1	1
1036	наконец как	1	1
1037	с достойным	1	1
1038	забудем что	1	1
1039	скептицизма и	1	1
1040	только кратковременные	1	1
1041	а между	1	1
1042	говорит что	3	1
1043	не обязательно	5	1
1044	чем его	1	1
1045	я высказал	1	1
1046	сказать несколько	1	1
1047	не что	4	1
1048	является как	2	1
1049	убедиться в	2	1
1050	мере не	1	1
1051	всегда и	4	1
1052	отчет в	1	1
1053	и остается	2	1
1054	е явление	1	1
1055	но ни	1	1
1056	ничего этого	1	1
1057	уже более	1	1
1058	казалось что	1	1
1059	и противопоставление	1	1
1060	них есть	2	1
1061	заметить что	2	1
1062	она ни	3	1
1063	именно так	1	1
1064	следующим образом	1	1
1065	за него	1	1
1066	эти вопросы	3	1
1067	с этими	1	1
1068	раньше не	1	1
1069	они почти	1	1
1070	ли она	1	1
1071	содержание его	1	1
1072	получить в	1	1
1073	учения об	1	1
1074	чего он	1	1
1075	глубины и	1	1
1076	те и	1	1
1077	и отдельные	1	1
1078	но никак	1	1
1079	не умеет	1	1
1080	это что	2	1
1081	можем сказать	3	1
1082	воли и	1	1
1083	именно с	1	1
1084	коем случае	1	1
1085	одной точке	1	1
1086	возникающая в	1	1
1087	есть человек	1	1
1088	имели бы	1	1
1089	уже по	1	1
1090	были бы	3	1
1091	связанное с	1	1
1092	о действительности	1	1
1093	в системе	2	1
1094	но вы	1	1
1095	не просто	19	1
1096	но так	2	1
1097	а содержит	1	1
1098	соответствует ли	3	1
1099	эту же	1	1
1100	или лучше	1	1
1101	есть также	1	1
1102	но сама	1	1
1103	и неизвестно	2	1
1104	свое собственное	1	1
1105	любой другой	1	1
1106	никакому сомнению	1	1
1107	несколько слов	1	1
1108	не происходит	1	1
1109	на осла	1	1
1110	с окружающим	2	1
1111	д все	2	1
1112	всякому ясно	1	1
1113	только не	2	1
1114	и совершенно	4	1
1115	и все-таки	3	1
1116	и одинаково	1	1
1117	есть полная	2	1
1118	действует в	1	1
1119	то оно	4	1
1120	вызывает не	1	1
1121	как такового	1	1
1122	от его	1	1
1123	что иное	4	1
1124	ее была	1	1
1125	первого из	1	1
1126	и больше	2	1
1127	a что	1	1
1128	на том	1	1
1129	вполне понятно	1	1
1130	внимание на	1	1
1131	остаются в	1	1
1132	время в	1	1
1133	из повседневной	1	1
1134	обязательно было	1	1
1135	быть в	5	1
1136	не стремится	1	1
1137	это я	6	1
1138	сравнить с	1	1
1139	как нет	1	1
1140	с нею	3	1
1141	имеем дело	1	1
1142	других источников	1	1
1143	о существовании	1	1
1144	близким к	1	1
1145	зрения самого	2	1
1146	глаза на	1	1
1147	полной мере	1	1
1148	голову не	1	1
1149	можно поручиться	2	1
1150	не больше	5	1
1151	на родном	1	1
1152	в воде	2	1
1153	мертвых душ	1	1
1154	являются в	1	1
1155	мировоззрения и	1	1
1156	тем больше	1	1
1157	во всей	1	1
1158	бы только	2	1
1159	ли и	1	1
1160	вкуса и	1	1
1161	или не	5	1
1162	то не	4	1
1163	всех его	1	1
1164	что под	3	1
1165	мысли не	1	1
1166	не нуждается	9	1
1167	быть только	3	1
1168	что наш	1	1
1169	или хотя	2	1
1170	порождает и	1	1
1171	этого можно	1	1
1172	вопрос почему	1	1
1173	и по-видимому	1	1
1174	человек и	2	1
1175	воздействие на	1	1
1176	и само	1	1
1177	человек в	1	1
1178	том и	1	1
1179	которое и	1	1
1180	и людьми	1	1
1181	сознания как	1	1
1182	во главе	1	1
1183	черты сходства	1	1
1184	если я	1	1
1185	и являются	1	1
1186	можно принять	1	1
1187	свою полную	1	1
1188	своему господину	1	1
1189	того он	1	1
1190	нас от	1	1
1191	в сторону	1	1
1192	а только	5	1
1193	из одного	1	1
1194	и подобных	2	1
1195	не узнал	2	1
1196	что как	2	1
1197	жизни где	1	1
1198	ли что	2	1
1199	он сам	6	1
1200	всю ее	2	1
1201	той или	11	1
1202	люди и	1	1
1203	не лучше	2	1
1204	имеет ничего	3	1
1205	понятий и	2	1
1206	на которую	1	1
1207	они к	1	1
1208	не знаешь	1	1
1209	именно как	2	1
1210	могли бы	1	1
1211	мы же	1	1
1212	о себе	1	1
1213	же все	1	1
1214	но как	7	1
1215	о происхождении	1	1
1216	что же?	1	1
1217	лишь ее	1	1
1218	при чтении	1	1
1219	что нет	1	1
1220	говорил о	2	1
1221	не хочешь	1	1
1222	действие в	1	1
1223	не видят	1	1
1224	человек совершает	1	1
1225	когда я	2	1
1226	другом и	1	1
1227	нужен в	1	1
1228	так быстро	1	1
1229	хочет чтобы	1	1
1230	которые и	1	1
1231	как человек	1	1
1232	только об	1	1
1233	поручиться что	2	1
1234	поправки в	1	1
1235	чем другом	2	1
1236	и весьма	1	1
1237	сюда же	1	1
1238	бы они	1	1
1239	надо сказать	1	1
1240	год и	1	1
1241	в шутку	1	1
1242	не были	1	1
1243	до чего	1	1
1244	иметь в	4	1
1245	него же	1	1
1246	проявления его	1	1
1247	всякий другой	1	1
1248	человека по	1	1
1249	в современной	2	1
1250	чтобы их	1	1
1251	где все	1	1
1252	изображения в	1	1
1253	уже одно	1	1
1254	реальная жизнь	2	1
1255	это может	4	1
1256	кольца на	1	1
1257	над ним	1	1
1258	как один	2	1
1259	но тут	3	1
1260	и третье	1	1
1261	его так	1	1
1262	себя за	1	1
1263	больше на	1	1
1264	важно только	1	1
1265	нем и	2	1
1266	или меньшей	1	1
1267	я в	3	1
1268	от человека	1	1
1269	почему же	2	1
1270	так из	1	1
1271	для той	2	1
1272	человека его	1	1
1273	сил природы	1	1
1274	чем она	2	1
1275	знаем что	2	1
1276	крайней мере	11	1
1277	это вовсе	2	1
1278	культуры и	1	1
1279	время на	1	1
1280	отличалось от	1	1
1281	всех указанных	2	1
1282	совершенно особый	1	1
1283	его как	1	1
1284	и др	2	1
1285	если два	1	1
1286	вторую половину	1	1
1287	законов и	1	1
1288	популярна в	1	1
1289	понимать не	2	1
1290	не против	1	1
1291	подойти к	1	1
1292	это ни	1	1
1293	почти всех	1	1
1294	мы будем	2	1
1295	ты мне	1	1
1296	на весь	1	1
1297	об этих	1	1
1298	подходе к	1	1
1299	всю жизнь	2	1
1300	ибо в	1	1
1301	его персонажи	1	1
1302	там где	1	1
1303	в самих	1	1
1304	эти качества	1	1
1305	показывает что	2	1
1306	это совершенно	1	1
1307	в него	2	1
1308	себе как	3	1
1309	образ как	2	1
1310	разве только	1	1
1311	одного и	1	1
1312	конкретной исторической	1	1
1313	которого она	1	1
1314	еще с	1	1
1315	нее не	1	1
1316	было с	1	1
1317	и самый	1	1
1318	нечто совсем	2	1
1319	следовательно не	2	1
1320	нему с	1	1
1321	можно только	4	1
1322	в особенности	6	1
1323	себе самом	2	1
