N	3gram	Ircho_Kome	Psycholo
119	конечно в том	1	3
120	несмотря на то	1	3
121	она должна быть	1	3
122	о мести и	1	3
123	один из самых	1	3
124	в своем роде	1	3
125	в высшей степени	2	3
126	бы то ни	3	3
127	то же время	11	3
128	по тому же	1	3
129	из которых складывается	1	3
130	том виде как	1	3
131	в это время	1	3
132	едва ли не	4	3
133	ничего общего с	1	3
134	в то же	11	3
135	с другом и	1	3
136	сих пор на	1	3
137	что и здесь	1	3
138	в этом случае	2	3
139	то обстоятельство что	3	3
140	о том в	1	3
141	после того как	3	3
142	чем идет речь	2	2
143	мере в какой	1	2
144	одной стороны и	2	2
145	одного из них	1	2
146	а может быть	1	2
147	что мы не	1	2
148	что и для	1	2
149	и если в	1	2
150	к одному и	1	2
151	сих пор в	1	2
152	а то что	1	2
153	к этому вопросу	1	2
154	у него в	1	2
155	в которых этот	1	2
156	к которой мы	1	2
157	самом деле здесь	1	2
158	так или иначе	3	2
159	так и в	1	2
160	но при этом	1	2
161	что она не	1	2
162	в полной мере	1	2
163	не иначе как	2	2
164	и тем самым	1	2
165	тот же прием	1	2
166	к вопросу о	1	2
167	с тем как	1	2
168	но в этом	1	2
169	и не дает	1	2
170	по самой своей	1	2
171	в тех случаях	1	2
172	в связи с	3	2
173	в ответ на	4	2
174	вместе с ним	3	2
175	если бы на	1	2
176	то что и	1	2
177	но и в	1	2
178	по крайней мере	1	2
179	в чем же	2	2
180	но столь же	2	2
181	из этих слов	1	2
182	это может служить	1	2
183	во всех трех	1	2
184	и все его	1	2
185	здесь нет и	3	2
186	и для ее	1	2
187	одной стороны он	1	2
188	мы имеем в	2	2
189	и все же	2	2
190	ни одно из	3	2
191	и как раз	1	2
192	и столь же	1	2
193	принадлежат к числу	1	2
194	в той же	1	2
195	на задний план	1	2
196	согласии с этим	1	2
197	и ничем не	1	2
198	должно было бы	1	2
199	потому что как	1	2
200	может быть только	1	2
201	все же в	1	2
202	и если бы	1	2
203	он нисколько не	1	2
204	в первом случае	1	2
205	самой своей природе	1	2
206	как и всякий	2	2
207	мы помним что	1	2
208	то ни было	3	2
209	но вместе с	1	2
210	так как он	2	2
211	на первый план	1	2
212	для нас важно	1	2
213	так как все	1	2
214	столь же ясно	1	2
215	на каждом шагу	1	2
216	сих пор не	2	2
217	самом деле мы	1	2
218	все тот же	1	2
219	равно как и	3	2
220	в ней и	1	2
221	но никак не	1	2
222	хотя и не	2	2
223	в трагедии и	1	2
224	на одном из	1	2
225	но в их	1	2
226	как мы видели	1	2
227	мы едва ли	1	2
228	и ничего не	1	2
229	имеем в виду	2	2
230	только для того	2	2
231	одной стороны мы	1	2
232	и в свою	2	2
233	с ней в	1	2
234	тому что она	1	2
235	что в каждом	1	1
236	до того как	1	1
237	точки зрения того	1	1
238	же очевидно что	1	1
239	в своем доме	1	1
240	с тем мы	1	1
241	в силу своих	1	1
242	бы при этом	1	1
243	и всякого другого	1	1
244	в той мере	1	1
245	в чем не	2	1
246	бы в двух	1	1
247	мы имели бы	1	1
248	нет ничего кроме	1	1
249	то что не	1	1
250	один из них	1	1
251	все что она	1	1
252	не был бы	1	1
253	сообщить о том	1	1
254	мы не найдем	1	1
255	она могла бы	1	1
256	и всякий другой	1	1
257	бы он не	1	1
258	если бы исследователи	1	1
259	об этом не	1	1
260	по отношению ко	2	1
261	является ли это	1	1
262	признать что и	1	1
263	что весь этот	1	1
264	что надо делать	1	1
265	их образы в	1	1
266	именно об этом	2	1
267	в частности о	1	1
268	можем заключить что	1	1
269	в которой мы	1	1
270	и результаты его	1	1
271	что между тремя	1	1
272	на поле битвы	1	1
273	говоря можно было	1	1
274	в разговоре с	1	1
275	таким образом если	1	1
276	даже в тех	1	1
277	в другом контексте	1	1
278	том числе и	2	1
279	не могла быть	1	1
280	лишь бы не	1	1
281	все что угодно	1	1
282	говорит о ее	1	1
283	мы узнаем что	1	1
284	ни разу не	3	1
285	не забудем что	1	1
286	к нему так	1	1
287	не ясно с	1	1
288	такой же реальный	1	1
289	из них не	1	1
290	той мере в	1	1
291	что действующие лица	1	1
292	каждой из них	2	1
293	то ясно что	1	1
294	не в их	1	1
295	совсем другой смысл	1	1
296	только один из	1	1
297	чтобы понять как	1	1
298	на этот раз	2	1
299	столь же очевидно	1	1
300	сцены в которых	1	1
301	но все же	3	1
302	конце концов к	1	1
303	самым тесным образом	1	1
304	к ней и	1	1
305	бы они не	1	1
306	таким образом из	1	1
307	принципиальное различие между	1	1
308	и здесь не	1	1
309	первую из этих	1	1
310	уверен в его	1	1
311	с ним не	1	1
312	чуть ли не	2	1
313	если мы сравним	1	1
314	что по существу	1	1
315	не могла не	1	1
316	в каждой из	1	1
317	говорит о своей	1	1
318	как мы знаем	1	1
319	как это было	1	1
320	же ясно что	1	1
321	при таком подходе	1	1
322	с того что	1	1
323	и тому же	1	1
324	с первых же	3	1
325	собой разумеется что	3	1
326	может быть даже	1	1
327	и без всякого	1	1
328	и не была	1	1
329	был ее брат	1	1
330	так тот и	1	1
331	есть все основания	1	1
332	в такое же	1	1
333	тому что и	1	1
334	человека т е	1	1
335	не всегда можно	1	1
336	и тем более	2	1
337	и к тому	2	1
338	образом и здесь	1	1
339	при всем сходстве	1	1
340	сказать что ни	1	1
341	независимо от того	1	1
342	о том к	1	1
343	совершенно различных по	1	1
344	сходятся в одной	1	1
345	и почему он	1	1
346	в одной из	1	1
347	все основания полагать	1	1
348	у того же	4	1
349	так что с	1	1
350	что мы имеем	1	1
351	в достаточной степени	3	1
352	так же нельзя	1	1
353	и в своей	1	1
354	главным образом для	1	1
355	того же автора	2	1
356	главным образом в	1	1
357	он и не	2	1
358	как раз к	1	1
359	в первую очередь	2	1
360	разве не ясно	1	1
361	тем что она	1	1
362	что ни одно	2	1
363	что вместе с	1	1
364	в каком направлении	1	1
365	нет ничего более	1	1
366	она никак не	1	1
367	ли не самым	2	1
368	против его воли	1	1
369	пьесы и что	1	1
370	нет ни одного	1	1
371	что в некоторых	1	1
372	потому что с	1	1
373	ясно с самого	1	1
374	ни в чем	2	1
375	он умер и	1	1
376	которой в своем	1	1
377	если бы не	1	1
378	на этом вопросе	1	1
379	сравнивает себя с	1	1
380	и как она	1	1
381	в самом начале	1	1
382	не может служить	1	1
383	что герои трагедий	1	1
384	и даже не	1	1
385	не дает нам	1	1
386	отнюдь не является	1	1
387	том что его	1	1
388	стало ясно что	2	1
389	того чтобы дать	1	1
390	же что и	1	1
391	в частности на	1	1
392	здесь не только	1	1
393	хотя бы по	2	1
394	что она любит	1	1
395	как все они	1	1
396	в том же	2	1
397	не один раз	1	1
398	таким образом для	1	1
399	в том числе	2	1
400	что он так	1	1
401	т п не	1	1
402	так что он	1	1
403	в ней как	1	1
404	к лицу с	1	1
405	к прямо противоположному	1	1
406	и не имеет	1	1
407	заботится о том	1	1
408	не имеет другого	1	1
409	как мы помним	1	1
410	по тому что	3	1
411	не знает что	1	1
412	и до того	1	1
413	как например в	1	1
414	и не могла	1	1
415	он не хочет	1	1
416	как он полагает	1	1
417	мы можем сказать	1	1
418	к человеку и	1	1
419	больше чем в	1	1
420	ни о чем	1	1
421	что ни в	1	1
422	там и здесь	3	1
423	сомневаться в том	1	1
424	но при всем	1	1
425	ставит нас перед	1	1
426	еще раз в	1	1
427	и в то	2	1
428	нашего времени и	1	1
429	всех трех главах	1	1
430	в нем не	1	1
431	соответствии с общим	1	1
432	они принадлежат к	1	1
433	не имеет ничего	1	1
434	ли в этом	1	1
435	а не в	1	1
436	его дочь и	1	1
437	даже не в	1	1
438	к ним в	1	1
439	в своих руках	1	1
440	у него не	1	1
441	вовсе не является	1	1
442	но в основе	1	1
443	и что из	1	1
444	лицом к лицу	1	1
445	ставить вопрос о	1	1
446	и в его	1	1
447	с этой целью	1	1
448	сознательной или бессознательной	1	1
449	как только он	1	1
450	в третий раз	1	1
451	с каждым новым	1	1
452	в двух словах	1	1
453	не более чем	1	1
454	о том чтобы	3	1
455	тем что он	1	1
456	как это не	1	1
457	само собой разумеется	3	1
458	мы можем теперь	1	1
459	должна была бы	1	1
460	на русский язык	1	1
461	тому что в	1	1
462	малейшего сомнения в	1	1
463	в течение всей	1	1
464	действия и в	1	1
465	и в другой	1	1
466	из того же	2	1
467	мы понимаем что	1	1
468	ведет себя как	1	1
469	но и здесь	2	1
470	он должен быть	1	1
471	на второй план	1	1
472	не могут найти	1	1
473	и несмотря на	1	1
474	она ни в	1	1
475	едва ли могла	1	1
476	из его слов	1	1
477	в свое время	1	1
478	сам не знает	1	1
479	но об этом	1	1
480	самом деле не	1	1
481	разобраться в том	1	1
482	дают нам возможность	1	1
483	сомнения в том	1	1
484	стремится не к	1	1
485	что у того	1	1
486	в первой половине	2	1
487	ни малейшего сомнения	1	1
488	мы убеждаемся в	1	1
489	в противном случае	1	1
490	мы найдем в	2	1
491	истинное положение вещей	3	1
492	в социальном отношении	1	1
493	что она и	1	1
494	в своих отношениях	1	1
495	спасает от смерти	1	1
496	средний путь между	1	1
497	от него в	1	1
498	в виду конечно	1	1
499	одному и тому	1	1
500	одно из его	1	1
501	не сводится к	1	1
502	и в остальных	1	1
503	самого начала что	1	1
504	этой работы было	1	1
505	вызов в суд	1	1
506	уяснить себе его	1	1
507	но только не	1	1
508	стихов в которых	1	1
509	по этому вопросу	1	1
510	все равно что	1	1
511	из действующих лиц	1	1
512	как к источнику	1	1
513	он говорит о	1	1
514	он был бы	1	1
515	тому как мы	1	1
516	едва ли можно	1	1
517	к себе и	1	1
518	и там и	3	1
519	является едва ли	1	1
520	взад и вперед	1	1
