N	2gram	Voloshinov	slovoVRo
513	учитывает и	1	1
514	и должно	2	1
515	точное и	1	1
516	но такая	1	1
517	с миром	1	1
518	момента в	1	1
519	композиции в	2	1
520	и дает	1	1
521	стиля есть	1	1
522	его за	1	1
523	мы чувствуем	1	1
524	символов и	2	1
525	мысли и	1	1
526	но тем	1	1
527	свою новую	1	1
528	монологического высказывания	1	1
529	находятся в	1	1
530	общения с	1	1
531	слова всякое	1	1
532	языка она	1	1
533	одно из	1	1
534	мышление и	1	1
535	изучении художественного	1	1
536	сводится к	1	1
537	в живом	1	1
538	поэтическом стиле	1	1
539	но что	1	1
540	язык сплошь	1	1
541	что слово	1	1
542	в помощи	1	1
543	произведение и	1	1
544	всякое высказывание	1	1
545	и он	1	1
546	этом нужно	1	1
547	единая и	1	1
548	мы понимаем	2	1
549	письменной речи	1	1
550	от своего	2	1
551	и этот	2	1
552	равно как	1	1
553	поэтической речи	3	1
554	жанров язык	1	1
555	весь этот	1	1
556	понимании языка	1	1
557	из литературы	1	1
558	социологического подхода	1	1
559	этого необходимо	1	1
560	их только	1	1
561	сознания нет	1	1
562	конечном счете	1	1
563	систему и	1	1
564	явления как	1	1
565	ибо здесь	1	1
566	двух разных	2	1
567	в высказываниях	2	1
568	слово но	1	1
569	понимания и	1	1
570	язык еще	1	1
571	в которых	1	1
572	в лирике	1	1
573	данной социальной	1	1
574	применяется к	1	1
575	но у	1	1
576	важное значение	1	1
577	предмету но	1	1
578	него невозможно	1	1
579	вследствие этого	1	1
580	автору и	1	1
581	говорить и	1	1
582	всей своей	2	1
583	материала или	1	1
584	к другому	1	1
585	пушкина или	1	1
586	и философия	1	1
587	единства литературного	1	1
588	как стиль	1	1
589	на одном	1	1
590	их внутренней	2	1
591	особенности в	1	1
592	каждый из	1	1
593	только одно	1	1
594	нет ничего	2	1
595	речевых элементов	1	1
596	то он	1	1
597	при наличии	1	1
598	чем же	2	1
599	не существует	1	1
600	сразу в	1	1
601	относятся все	1	1
602	реального языка	1	1
603	в действительности	2	1
604	и ценностный	1	1
605	что мы	1	1
606	не имеют	1	1
607	представим себе	2	1
608	категорий но	2	1
609	говорить не	1	1
610	объекта в	1	1
611	и если	1	1
612	в нескольких	1	1
613	и место	1	1
614	можно лишь	1	1
615	лео шпицер	1	1
616	может овладеть	1	1
617	языковые особенности	1	1
618	от произведения	1	1
619	быть не	1	1
620	до его	1	1
621	основные и	1	1
622	в этот	2	1
623	в эстетической	1	1
624	наиболее полно	2	1
625	экспрессии в	3	1
626	между отдельными	1	1
627	и композиции	2	1
628	всегда задан	1	1
629	языковую жизнь	1	1
630	стилистических приемов	6	1
631	эпохи но	1	1
632	и наиболее	2	1
633	для данного	1	1
634	чем его	1	1
635	превращается в	3	1
636	для своей	1	1
637	всегда нуждается	1	1
638	и существенного	1	1
639	литературы в	1	1
640	художественного произведения	5	1
641	как свой	1	1
642	о языке	2	1
643	между людьми	1	1
644	среди них	1	1
645	словами и	1	1
646	она ни	1	1
647	и превращается	1	1
648	синтаксической конструкции	1	1
649	произведения чтобы	1	1
650	сознания но	1	1
651	сложнее и	1	1
652	стороны оно	1	1
653	наиболее близкий	1	1
654	язык во	1	1
655	как все	1	1
656	который в	1	1
657	и внутренняя	2	1
658	но если	1	1
659	и именно	1	1
660	его роль	1	1
661	отбора и	1	1
662	о художественном	1	1
663	входящих в	1	1
664	в самой	1	1
665	за норму	1	1
666	тот же	2	1
667	истории языка	2	1
668	мог бы	2	1
669	в синтаксической	1	1
670	всего своего	1	1
671	этот материал	2	1
672	его можно	1	1
673	широко пользуется	1	1
674	осуществляются в	1	1
675	этого и	1	1
676	включенные в	1	1
677	момент как	1	1
678	проблема поэтического	1	1
679	принимая его	1	1
680	не зная	1	1
681	касаемся здесь	1	1
682	и развивается	1	1
683	не вводит	1	1
684	и столь	1	1
685	выражения в	1	1
686	иной характер	1	1
687	ним мы	1	1
688	шаблонов и	1	1
689	здесь нет	1	1
690	ситуацию и	1	1
691	сознания с	1	1
692	с единым	1	1
693	стилистических форм	3	1
694	о значении	1	1
695	жанра все	1	1
696	и вот	1	1
697	мы имеем	1	1
698	нем с	1	1
699	и специфические	1	1
700	поэтического сознания	1	1
701	что мир	1	1
702	которых он	1	1
703	ними и	1	1
704	наиболее устойчивых	1	1
705	к истории	1	1
706	только его	2	1
707	он и	1	1
708	связей и	1	1
709	что при	1	1
710	оценок поэтому	1	1
711	в напряженном	1	1
712	и сквозь	1	1
713	слова этот	1	1
714	синтаксическая конструкция	1	1
715	с системой	1	1
716	и через	1	1
717	то мы	1	1
718	о стиле	1	1
719	или иную	1	1
720	богатство и	1	1
721	конкретного произведения	1	1
722	сознания и	2	1
723	контекстами в	1	1
724	же не	1	1
725	в социальное	1	1
726	возможно только	1	1
727	находит свое	1	1
728	проникают в	1	1
729	пример такой	1	1
730	все равно	1	1
731	приходится выбирать	1	1
732	стилистические функции	1	1
733	выпадают из	1	1
734	самый предмет	1	1
735	в конечном	1	1
736	ко второму	1	1
737	эстетический объект	7	1
738	и композиционных	1	1
739	в несколько	1	1
740	не дан	1	1
741	взаимодействия и	1	1
742	в свои	1	1
743	что к	1	1
744	этого произведения	1	1
745	смешения разных	1	1
746	произведение как	1	1
747	преломления в	1	1
748	единству языка	1	1
749	остается устойчивым	1	1
750	узких пределах	1	1
751	последнем счете	1	1
752	он говорит	1	1
753	его понимании	1	1
754	приемов но	2	1
755	помимо этого	2	1
756	приближается к	1	1
757	борьбы и	1	1
758	неизбежно включает	1	1
759	отнесена к	1	1
760	время ощущается	1	1
761	или же	1	1
762	долгое время	1	1
763	подобно тому	1	1
764	лишь с	1	1
765	оценкой и	1	1
766	им и	1	1
767	всем своем	1	1
768	в мире	1	1
769	открытой форме	1	1
770	об особой	2	1
771	смысловой и	1	1
772	и характер	1	1
773	постановка вопроса	1	1
774	как своеобразную	1	1
775	как замкнутое	1	1
776	и синтаксической	1	1
777	один и	1	1
778	в действительной	1	1
779	должно было	1	1
780	этой концепции	1	1
781	бы мы	1	1
782	связанный с	1	1
783	или их	1	1
784	которые с	1	1
785	грубой ошибкой	1	1
786	и синтаксические	1	1
787	его моментом	1	1
788	которая есть	1	1
789	строит свое	1	1
790	бы в	2	1
791	поэтическое произведение	1	1
792	что такое	1	1
793	на всем	1	1
794	выйти за	1	1
795	тем более	1	1
796	часто и	1	1
797	контекста и	1	1
798	случае и	2	1
799	поэт не	1	1
800	и падения	1	1
801	ко всем	1	1
802	оторванные от	1	1
803	эта полнота	1	1
804	организован как	1	1
805	другими словами	1	1
806	может идти	1	1
807	здесь она	1	1
808	и остаются	1	1
809	есть чисто	1	1
810	совсем не	1	1
811	тому как	1	1
812	к новым	1	1
813	что всякий	1	1
814	близкий к	1	1
815	на самый	1	1
816	ни была	1	1
817	мы должны	6	1
818	не входит	1	1
819	в искусстве	3	1
820	быть сведены	1	1
821	материала так	1	1
822	системе языка	1	1
823	эта социальная	1	1
824	жизненных ситуациях	1	1
825	должны быть	1	1
826	не актуализуется	1	1
827	этот разрыв	1	1
828	себе на	1	1
829	но даже	1	1
830	всего его	1	1
831	автора остается	1	1
832	и является	2	1
833	к литературному	1	1
834	процессе творчества	1	1
835	и определяет	1	1
836	в материале	5	1
837	и тот	1	1
838	и делают	2	1
839	этого кругозора	1	1
840	отношений между	2	1
841	который мы	2	1
842	еще в	2	1
843	в действительном	1	1
844	как мог	1	1
845	такой своеобразный	1	1
846	контекстах может	1	1
847	были рождены	1	1
848	конечно для	1	1
849	не проникнет	1	1
850	индивидуальное высказывание	1	1
851	как из	1	1
852	не дано	1	1
853	в целое	1	1
854	как их	1	1
855	творческой работы	1	1
856	противостоит не	1	1
857	стилистики в	1	1
858	и никогда	1	1
859	литературное произведение	2	1
860	правда все	1	1
861	лингвистики в	2	1
862	особенностей и	1	1
863	главное и	1	1
864	одной системы	1	1
865	системы даже	1	1
866	есть его	1	1
867	здесь для	1	1
868	все явления	2	1
869	в словесной	1	1
870	в общем	2	1
871	статьи и	1	1
872	поэта являются	1	1
873	языка наиболее	1	1
874	говорить об	2	1
875	и законченное	1	1
876	же слова	1	1
877	мы слышим	1	1
878	на место	1	1
879	его к	1	1
880	на который	1	1
881	отнюдь не	1	1
882	и свободной	1	1
883	сознания возможно	1	1
884	себе а	1	1
885	свое идеологическое	1	1
886	прямая речь	1	1
887	само по	1	1
888	проблем стилистики	1	1
889	тенденциям и	1	1
890	пути к	2	1
891	как индивидуальное	2	1
892	на эту	1	1
893	искусства в	1	1
894	ценностный кругозор	1	1
895	сведены к	1	1
896	превращаются в	1	1
897	он действительно	1	1
898	следовательно не	1	1
