N	3gram	Trubetskoy	KulturaY
119	может быть довольно	1	1
120	говорить что в	1	1
121	себе еще не	1	1
122	в данном частном	1	1
123	на том основании	1	1
124	для борьбы с	1	1
125	не могло бы	1	1
126	отнюдь не является	1	1
127	в области внутренней	1	1
128	на том же	1	1
129	лишь к тому	1	1
130	не только эта	1	1
131	она могла бы	1	1
132	мог бы привести	1	1
133	которых идет речь	1	1
134	не может но	1	1
135	здесь же мы	1	1
136	таким же образом	2	1
137	во что бы	3	1
138	этого не меняется	1	1
139	все они имеют	1	1
140	трудно видеть что	1	1
141	образом в последние	1	1
142	о которых идет	1	1
143	сказать только то	1	1
144	легко убедимся что	1	1
145	а о самой	1	1
146	по себе еще	1	1
147	это конечно не	1	1
148	тогда когда они	2	1
149	и тем самым	2	1
150	во многих случаях	1	1
151	конечно не может	1	1
152	принципиально отличается от	1	1
153	или в лучшем	2	1
154	в этой роли	1	1
155	роль в истории	1	1
156	то ни было	1	1
157	также и то	1	1
158	несмотря на все	1	1
159	и вопрос о	1	1
160	то же самое	1	1
161	мы говорили выше	1	1
162	в этих последних	1	1
163	свое место такому	1	1
164	духовной культуры в	1	1
165	идеал и образец	1	1
166	отнюдь не следует	1	1
167	потому что и	1	1
168	что он есть	1	1
169	в значительной степени	1	1
170	о том чтобы	2	1
171	это как не	1	1
172	этого слова но	1	1
173	речь шла о	1	1
174	и не может	3	1
175	то ни стало	3	1
176	подходить к вопросу	1	1
177	что в большинстве	1	1
178	само собой разумеется	1	1
179	том основании что	1	1
180	отношениях к другим	1	1
181	является не только	1	1
182	заключается не в	1	1
183	том и в	2	1
184	переносится в область	1	1
185	прежде всего на	1	1
186	не только от	1	1
187	нельзя понимать как	1	1
188	что вся эта	1	1
189	но это же	1	1
190	но она не	2	1
191	так как оно	1	1
192	чтобы мы были	1	1
193	недоразумению так как	1	1
194	в себе и	2	1
195	свидетельствуют о том	1	1
196	к одному из	1	1
197	еще не было	1	1
198	из всех этих	1	1
199	политические и экономические	1	1
200	бы речь шла	2	1
201	об этом и	1	1
202	что в этих	1	1
203	если бы речь	2	1
204	можно сказать только	1	1
205	что бы то	3	1
206	к созданию нового	1	1
207	и в частности	1	1
208	от всякого другого	1	1
209	и с точки	1	1
210	дело в том	1	1
211	всех этих случаях	1	1
212	как и следовало	1	1
213	в данном вопросе	2	1
214	ничто иное как	1	1
215	если бы все	1	1
216	но можно ли	1	1
217	во всех этих	1	1
218	с самого начала	1	1
219	содержат в себе	1	1
220	при таких условиях	3	1
221	и то что	3	1
222	можно было говорить	1	1
223	что касается до	1	1
224	решать вопрос о	1	1
225	именно по этому	1	1
226	представить себе что	1	1
227	но и для	1	1
228	и все же	1	1
229	между прочим и	1	1
230	от нас и	1	1
231	в том виде	1	1
232	то это потому	2	1
233	и не только	1	1
234	из которых каждый	2	1
235	заключающим в себе	1	1
236	есть по существу	1	1
237	в другом случае	2	1
238	разумеется только в	1	1
