N	4gram	Tiupa_Disk	TeoriaLi
128	не столько от содержания	1	1
129	нормативное приложение запечатленного в	1	1
130	произведение искусства не сводится	1	1
131	в противоположность характеру типу	1	1
132	или острота наизнанку глупость	1	1
133	преступается не предначертанность судьбы	1	1
134	родственным анекдотическому дискурсу речевая	1	1
135	далеко не сводится к	1	1
136	отношению к самому герою	1	1
137	реакцию предварительное знакомство слушателей	1	1
138	несобственно-прямая речь включая разные	1	1
139	в том что в	3	1
140	очередь определяется предметом целью	2	1
141	ощущаться завершенная и строго	1	1
142	фактический слушатель читатель может	1	1
143	есть монолог в чистом	1	1
144	проецировать чужой экзистенциальный опыт	1	1
145	свою очередь определяется предметом	2	1
146	биография возможна только в	1	1
147	составляет преломляющая несобственно-прямая речь	1	1
148	не может обладать собственным	1	1
149	жизни то есть субъектом	1	1
150	непристойность необыкновенное в новелле	1	1
151	текста да и персонажи	1	1
152	внутренняя активность адресата при	1	1
153	биография и не дает	1	1
154	в просторную сферу исторического	1	1
155	протороманного коммуникативного события суть	1	1
156	прежде всего к ценностной	1	1
157	судьбы а некий нравственный	1	1
158	романного видения мира романного	1	1
159	его под сводами чужой	1	1
160	ни изменить ничего нельзя	1	1
161	без благоговейного приятия и	1	1
162	занять уготованной ему позиции	1	1
163	может быть определена как	2	1
164	восприятия сказания или анекдота	1	1
165	следит за блужданиями его	1	1
166	суть равнодостойные субъекты смыслополагания	1	1
167	речевой акт притчевого типа	1	1
168	любой индивид чтобы быть	1	1
169	была впервые освоена в	1	1
170	скрытой полускрытой рассеянной чужой	1	1
171	быть субъектом ролевого действия	1	1
172	ценностно-смысловой картины мира с	1	1
173	точными они бытуют как	1	1
174	не выбирают а по	1	1
175	по отношению к самому	1	1
176	иной конкретной ценностно-смысловой картины	1	1
177	нравственный закон собственно и	1	1
178	блужданиями его под сводами	1	1
179	сколько от мастерства рассказчика	1	1
180	позиции в мире это	1	1
181	ситуации рассказывания а не	1	1
182	интонации и оценки и	1	1
183	принципиально недопустимая в сказании	1	1
184	присутствия в мире на	1	1
185	предстают перед нами не	1	1
186	занимательное неожиданное маловероятное беспрецедентное	1	1
187	индивидуальной жизненной практике может	1	1
188	в сказании или притче	1	1
189	развития самоопределяющегося субъекта жизни	1	1
190	ни столь свободным как	1	1
191	адресата от героя окажется	1	1
192	заключается в том что	1	1
193	человеческому существованию вследствие которого	1	1
194	но от божья повеленья	1	1
195	слова манифестирующего двоякий жизненный	1	1
196	восприятия со стороны адресата	1	1
197	иного включает в себя	1	1
198	с позиций классического реализма	1	1
199	и поучаемого это разделение	1	1
200	адресатом некоего ценностного урока	1	1
201	к этим моментам родственным	1	1
202	далеко не сводятся к	1	1
203	нас самих состоят все	1	1
204	иного языка и возможность	1	1
205	ни анекдот ни притча	1	1
206	диалогизм биографического слова не	1	1
207	ни для рассказчика ни	1	1
208	позицию опираясь на индивидуальный	1	1
209	романного дискурса призван обладать	1	1
210	содержание к собственной ситуации	1	1
211	рода взаимная условленность конвенциональность	1	1
212	персонажа то она здесь	1	1
213	анекдотическому дискурсу речевая маска	1	1
214	обычно является сюжетообразующим при	1	1
215	пассивным как к содержанию	1	1
216	то есть субъектом самоопределения	1	1
217	чужой речи и т.п	2	1
218	соседствами именно это ощущение	1	1
219	мира романного образа и	1	1
220	опыт присутствия в мире	1	1
221	или притче была впервые	1	1
222	в новелле есть нарушение	1	1
223	картины мира с совершенно	1	1
224	жизненного опыта их свободного	1	1
225	в притче универсального опыта	1	1
226	события суть равнодостойные субъекты	1	1
227	даже будучи порой фактически	1	1
228	в себя и возможность	1	1
229	обнаруживается преодолеваемая даль и	1	1
230	активного приятия не удовлетворяясь	1	1
231	вещами и ценностями иными	1	1
232	в первую очередь по	1	1
233	масштабов и соотношений такая	1	1
234	для рассказчика ни для	1	1
235	фуко представляет собой позицию	1	1
236	фатально непреложный и неоспоримый	1	1
237	как к содержанию анекдота	1	1
238	возможна только в вероятностном	1	1
239	или сплетни то есть	1	1
240	нашего высказывания и в	1	1
241	чего анекдот не знает	1	1
242	говорит и кому говорят	1	1
243	и характерное для восприятия	1	1
244	где образ становящегося человека	1	1
245	жанра высказывания жанр в	1	1
246	анекдот легко может быть	1	1
247	требует анекдот но без	1	1
248	не у-влекать слушателей преодолевая	1	1
249	не сводится к служебной	1	1
250	к собственной ситуации жизненного	1	1
251	было и не могло	1	1
252	не быть субъектом ролевого	1	1
253	мире случайности полноценная биография	1	1
254	выбор лексики например в	1	1
255	и ценностями иными соседствами	1	1
256	в акте выбора осуществляется	1	1
257	деятельности персонажа то она	1	1
258	зависит от жанра высказывания	1	1
259	всем потому что из	1	1
260	в нем определенные возможности	1	1
261	предварительное знакомство слушателей с	1	1
262	живет в готовом стабильно	2	1
263	встречающихся в дискурсе речевой	1	1
264	но без благоговейного приятия	1	1
265	слова прямой речи именно	1	1
266	несет в себе рецептивную	1	1
267	и возможность иного языка	1	1
268	припоминая и примеряя ее	1	1
269	мы строим свою речь	1	1
270	по своей коммуникативной природе	1	1
271	мира которая своей карнавальной	1	1
272	окажется неадекватным субъект объект	1	1
273	акте выбора осуществляется или	1	1
274	жизнеописания вполне самобытно но	1	1
275	нем звучит один голос	2	1
276	реализатором самобытного смысла развертывающейся	1	1
277	ценностной дистанции между ними	1	1
278	перед ним определенные задания	1	1
279	звук в архитектуру души	1	1
280	притче была впервые освоена	1	1
281	опираясь на индивидуальный опыт	1	1
282	в анекдоте подготовившем почву	1	1
283	другому что касается ментальной	1	1
284	самому тогда как притчу	1	1
285	или субъектом этического выбора	1	1
286	различного жизненного опыта их	1	1
287	виде целенаправленно устремленный от	1	1
288	типа есть монолог в	1	1
289	и не быть субъектом	1	1
290	притче о блудном сыне	1	1
291	прямой речи именно диалог	1	1
292	манифестирующего двоякий жизненный опыт	1	1
293	ментальной и речевой деятельности	1	1
294	чтобы быть субъектом данного	1	1
295	целью и ситуацией высказывания	3	1
296	представляет собой исторически продуктивный	1	1
297	чужому слову чего не	1	1
298	иных пространственно-временных масштабов и	1	1
299	преломляющая несобственно-прямая речь включая	1	1
300	мира с совершенно иными	1	1
301	полускрытой рассеянной чужой речи	1	1
302	в форме определенной жанровой	1	1
303	анекдота не столько от	1	1
304	оговорка где слово деритуализовано	1	1
305	из нас самих состоят	1	1
306	раскованной беседы автора с	1	1
307	касается ментальной и речевой	1	1
308	постоянно переходит к позиции	1	1
309	судьбы они едины судьба	1	1
310	субъекты смыслополагания между которыми	1	1
311	жанровой схемы и в	1	1
312	бы непосредственного присутствия рассказчика	1	1
313	не требует анекдот но	1	1
314	и в форме индивидуального	1	1
315	анекдот должен не у-влекать	1	1
316	отграниченная система смыслов оно	1	1
317	содержанию сказания это позиция	1	1
318	выводится в просторную сферу	1	1
319	быть проделано и рассказывающим	1	1
320	герою жизнеописания чего анекдот	1	1
321	столь пассивным как к	1	1
322	универсального опыта к индивидуальной	1	1
323	может обладать собственным смыслом	1	1
324	схемы и в форме	1	1
325	уникальным жизненным опытом выводится	1	1
326	строго отграниченная система смыслов	2	1
327	у-влекать слушателей преодолевая их	1	1
328	между которыми устанавливаются отношения	1	1
329	с его уникальным жизненным	1	1
330	учителя жизни постоянно переходит	1	1
331	произведения по своим коммуникативным	1	1
332	иносказательность является своего рода	1	1
333	в сказании повествуемой ситуации	1	1
334	со стороны адресата притчи	1	1
335	определяется предметом целью и	3	1
336	собой исторически продуктивный тип	1	1
337	обладает достоверным но не	1	1
338	первое может быть проделано	1	1
339	ним определенные задания реализуют	1	1
340	на поучающего и поучаемого	1	1
341	индивида и его поступки	1	1
342	дистанции между ними здесь	1	1
343	сюжетообразующим при этом и	1	1
344	он от позиции учителя	1	1
345	приятия не удовлетворяясь репродуктивной	1	1
346	может и должен занять	1	1
347	с одной стороны и	3	1
348	сказание в известном смысле	1	1
349	включает в себя и	1	1
350	притчи может быть определена	1	1
351	неуместность ошибка оговорка где	1	1
352	да и персонажи сказания	1	1
353	наизнанку глупость неуместность ошибка	1	1
354	опыт чужой жизненной позиции	1	1
355	своим коммуникативным параметрам сродни	1	1
356	а не ценностно дистанцированной	1	1
357	излагаемой жизни как исполненной	1	1
358	между ними здесь невозможно	1	1
359	может ощущаться завершенная и	1	1
360	предметно-тематическое содержание жизнеописания вполне	1	1
361	слушатель читатель может и	1	1
362	анекдоте подготовившем почву для	1	1
363	интонации доверительной и раскованной	1	1
364	которым обнаруживается преодолеваемая даль	1	1
365	собственной ситуации жизненного выбора	1	1
366	проделано и рассказывающим притчу	1	1
367	от героя окажется неадекватным	1	1
368	сторону индивида и его	1	1
369	сводится к этим моментам	1	1
370	знает к его ценностно-смысловой	1	1
371	должен не у-влекать слушателей	1	1
372	их отношении к предмету	1	1
373	установка не на раскрытие	1	1
374	занять любой индивид чтобы	1	1
375	что из нас самих	1	1
376	невозможно притчевое нормативное самоотождествление	1	1
377	беседы автора с читателем	1	1
378	участников коммуникативного события на	1	1
379	жанр посрамляющий умершее солнце	1	1
380	жизненной практике может быть	1	1
381	акт притчевого типа есть	1	1
382	первую очередь по отношению	1	1
383	формы скрытой полускрытой рассеянной	1	1
384	юмора умения отрешиться от	1	1
385	и запечатлевающий основу такой	1	1
386	лишь в стилевых формах	1	1
387	уметь проецировать чужой экзистенциальный	1	1
388	как слухи или сплетни	1	1
389	моделью причастности к общему	1	1
390	быть определена как регулятивная	1	1
391	дает позвоночника роману человек	1	1
392	достоверным но не верифицируемым	1	1
393	речевой деятельности персонажа то	1	1
394	чистом виде целенаправленно устремленный	1	1
395	может и не занять	1	1
396	раз-влекать их предлагая адресату	1	1
397	живое непредубежденное любопытство к	1	1
398	когда мы строим свою	1	1
399	сродни любому иному роду	1	1
400	при этом и сам	1	1
401	или преступается не предначертанность	1	1
402	характерное для восприятия сказания	1	1
403	заинтересовывать судьбой отдельных лиц	1	1
404	курьезное любопытное занимательное неожиданное	1	1
405	определена как регулятивная отношение	1	1
406	разъединяет участников коммуникативного события	1	1
407	правило лишь в стилевых	1	1
408	той или иной мере	1	1
409	интересно всем потому что	1	1
410	иными соседствами именно это	1	1
411	с читателем к иллюзии	1	1
412	к его ценностно-смысловой позиции	1	1
413	предначертанность судьбы а некий	1	1
414	равнодостойности сознаний встречающихся в	1	1
415	возможность иной интонации и	1	1
416	еще не есть биография	1	1
417	притче универсального опыта к	1	1
418	к своему герою определяемое	1	1
419	случае его вступление в	1	1
420	ответную реакцию предварительное знакомство	1	1
421	не удовлетворяясь репродуктивной рецепцией	1	1
422	фон романного видения мира	1	1
423	готовом стабильно дифференцированном и	2	1
424	всего к ценностной однозначности	1	1
425	именно это ощущение составляет	1	1
426	к реальному человеческому существованию	1	1
427	можно даже сказать что	1	1
428	к другому что касается	1	1
429	ставят перед ним определенные	1	1
430	это разделение иерархично оно	1	1
431	ней установка не на	1	1
432	и развития самоопределяющегося субъекта	1	1
433	известном смысле домонологично оно	1	1
434	жизнеописания чего анекдот не	1	1
435	свою жизненную позицию опираясь	1	1
436	недопустимая в сказании или	1	1
437	есть нарушение запрета есть	1	1
438	как бы непосредственного присутствия	1	1
439	к содержанию сказания это	1	1
440	то есть принадлежат самой	1	1
441	на свой опыт жизни	1	1
442	опыт запечатлеваемый и запечатлевающий	1	1
443	языка и возможность иной	1	1
444	призван обладать проективной компетентностью	1	1
445	образа и романного слова	1	1
446	иными границами между вещами	1	1
447	выражает внеличную сторону индивида	1	1
448	что касается ментальной и	1	1
449	герою определяемое отсутствием ценностной	1	1
450	которыми устанавливаются отношения ценностно-смысловой	1	1
451	некий нравственный закон собственно	1	1
452	и романного слова эта	1	1
453	его уникальным жизненным опытом	1	1
454	судьба выражает внеличную сторону	1	1
455	согласия за которым обнаруживается	1	1
456	актанту не может обладать	1	1
457	и строго отграниченная система	2	1
458	сплетни то есть принадлежат	1	1
459	себя и возможность иного	1	1
460	характеру типу актанту не	1	1
461	порой фактически точными они	1	1
462	в евгении онегине но	1	1
463	в свою очередь определяется	2	1
464	есть профанация священного новелла	1	1
465	автора с читателем к	1	1
466	закономерно приводит к интонации	1	1
467	но раз-влекать их предлагая	1	1
468	предметом целью и ситуацией	3	1
469	живого голоса зримого жеста	1	1
470	жизни постоянно переходит к	1	1
471	в том случае если	1	1
472	знакомство слушателей с содержанием	1	1
473	к самому герою жизнеописания	1	1
474	человеком неким ибо предметно-тематическое	1	1
475	механизмом активизации воспринимающего сознания	1	1
476	в эпических жанрах а	1	1
477	экзистенциальный опыт присутствия в	1	1
478	собой позицию которую может	1	1
479	рассказывания а не ценностно	1	1
480	возможность иного включает в	1	1
481	субъекта объекта и адресата	2	1
482	в другом и другого	1	1
483	сказания не от своея	1	1
484	в мире это требует	1	1
485	жизни повествователя о ней	1	1
486	жизнь глазами анекдота это	1	1
487	как субъекты этического выбора	1	1
488	преодолевая их внутреннюю обособленность	1	1
489	быть субъектом данного высказывания	1	1
490	при этом остается регламентированной	1	1
491	существенно связаны с языком	1	1
492	носителей различного жизненного опыта	1	1
493	и раскованной беседы автора	1	1
494	типу актанту не может	1	1
495	компетентность восприятия со стороны	1	1
496	одном и том же	1	1
497	непреложный и неоспоримый круговорот	1	1
498	любопытное занимательное неожиданное маловероятное	1	1
499	анекдота ни столь пассивным	1	1
500	однако диалогизм биографического слова	1	1
501	ценностями иными соседствами именно	1	1
502	самой ситуации рассказывания а	1	1
503	и потому нейтральное к	1	1
504	видения мира романного образа	1	1
505	перед нами не как	1	1
506	понимание излагаемой жизни как	1	1
507	отношение слушателя к содержанию	1	1
508	глупость неуместность ошибка оговорка	1	1
509	сознаний встречающихся в дискурсе	1	1
510	устремленный от одного сознания	1	1
511	просторную сферу исторического бытия	1	1
512	только раскрывают содержание судьбы	1	1
513	подготовившем почву для жизнеописания	1	1
514	иерархично оно не предполагает	1	1
515	и иных пространственно-временных масштабов	1	1
516	впервые освоена в анекдоте	1	1
517	как правило лишь в	1	1
518	сказания это позиция активного	1	1
519	жанр в свою очередь	1	1
520	дело в том что	3	1
521	поступки только раскрывают содержание	1	1
522	адресата при этом остается	1	1
523	слова не сводится к	1	1
524	персонажи сказания не от	1	1
525	мира вокруг я героя	1	1
526	доверия к чужому слову	1	1
527	от позиции учителя жизни	1	1
528	от содержания сколько от	1	1
529	не несет в себе	1	1
530	определенной жанровой схемы и	1	1
531	ничего нельзя не сделав	1	1
532	должен занять любой индивид	1	1
533	для восприятия сказания или	1	1
534	острота или острота наизнанку	1	1
535	и как бы непосредственного	1	1
536	нельзя не сделав хуже	1	1
537	чего не требует анекдот	1	1
538	отрешиться от нудительной серьезности	1	1
539	события на поучающего и	1	1
540	не отделен от своей	1	1
541	ее содержание к собственной	1	1
542	этом и сам текст	1	1
543	персонажи не выбирают а	1	1
544	сознания к другому что	1	1
545	не было и не	1	1
546	в таком случае его	1	1
547	мишеля фуко представляет собой	1	1
548	и сам текст анекдота	1	1
549	запрета есть профанация священного	1	1
550	чувства юмора умения отрешиться	1	1
551	индивидуальный опыт чужой жизненной	1	1
552	объект и адресат протороманного	1	1
553	носителем и реализатором самобытного	1	1
554	себе самому тогда как	1	1
555	конкретной ценностно-смысловой картины мира	1	1
556	слушателей преодолевая их внутреннюю	1	1
557	иной интонации и оценки	1	1
558	самоотождествление с человеком неким	1	1
559	повеленья сказание в известном	1	1
560	нам всегда предносится целое	1	1
561	ни в мире императивной	1	1
562	завершенная и строго отграниченная	2	1
563	из уст в уста	1	1
564	параметрам сродни любому иному	1	1
565	содержанию анекдота ни столь	1	1
566	становящегося человека с его	1	1
567	возможность иного языка и	1	1
568	культуры в самом общем	1	1
569	жизненный опыт запечатлеваемый и	1	1
570	содержание жизнеописания вполне самобытно	1	1
571	своей судьбы они едины	1	1
572	с человеком неким ибо	1	1
573	которого он от позиции	1	1
574	это игра случая непредсказуемое	1	1
575	равнодостойные субъекты смыслополагания между	1	1
576	к индивидуальной жизненной практике	1	1
577	императивной нормы ни в	1	1
578	монолог в чистом виде	1	1
579	поведение двух сыновей в	1	1
580	столько от содержания сколько	1	1
581	опыта к индивидуальной жизненной	1	1
582	сочинение литературного произведения по	1	1
583	жизни как исполненной некоторого	1	1
584	границами между вещами и	1	1
585	нечто смешное но обязательно	1	1
586	которую может и должен	1	1
587	сказания или анекдота ценностное	1	1
588	особое отношение к своему	1	1
589	продуктивный тип высказывания реализующий	1	1
590	становления и развития самоопределяющегося	1	1
591	ибо предметно-тематическое содержание жизнеописания	1	1
592	целое нашего высказывания и	1	1
593	внеличную сторону индивида и	1	1
594	диалогизированного слова прямой речи	1	1
595	запечатленного в притче универсального	1	1
596	адресат протороманного коммуникативного события	1	1
597	биографического слова не сводится	1	1
598	глазами анекдота это игра	1	1
599	называемого чувства юмора умения	1	1
600	ситуации произнесения сказания субъект	1	1
601	слова эта возможность иного	1	1
602	оно не предполагает хоровой	1	1
603	едины судьба выражает внеличную	1	1
604	ними здесь невозможно притчевое	1	1
605	неадекватным субъект объект и	1	1
606	и его поступки только	1	1
607	эта возможность иного включает	1	1
608	можно припоминая и примеряя	1	1
609	героя окажется неадекватным субъект	1	1
610	от божья повеленья сказание	1	1
611	и прежде всего к	1	1
612	оценки и иных пространственно-временных	1	1
613	в мире императивной нормы	1	1
614	повествователя о ней установка	1	1
615	своему герою определяемое отсутствием	1	1
616	свой опыт жизни а	1	1
617	собственным смыслом ни в	1	1
618	будучи порой фактически точными	1	1
619	на индивидуальный опыт чужой	1	1
620	это ощущение составляет необходимый	1	1
621	его ценностно-смысловой позиции в	1	1
622	собственно и составляющий морализаторскую	1	1
623	игра случая непредсказуемое стечение	1	1
624	как того требует авторитетное	1	1
625	и примеряя ее содержание	1	1
626	убавить ни изменить ничего	1	1
627	например в значительной степени	1	1
628	приложение запечатленного в притче	1	1
629	острота наизнанку глупость неуместность	1	1
630	не знает к его	1	1
631	коммуникативную стратегию эстетического по	1	1
632	освоена в анекдоте подготовившем	1	1
633	за которым обнаруживается преодолеваемая	1	1
634	запечатлеваемый и запечатлевающий основу	1	1
635	в той или иной	1	1
636	изобразителя жизни повествователя о	1	1
637	фактически точными они бытуют	1	1
638	коммуникативного события на поучающего	1	1
639	одного сознания к другому	1	1
640	столь свободным как к	1	1
641	читатель может и не	1	1
642	система смыслов оно стремится	1	1
643	благоговейного приятия и ученичества	1	1
644	составляющий морализаторскую премудрость притчевого	1	1
645	чужой экзистенциальный опыт присутствия	1	1
646	стремится к однозначности и	1	1
647	отделен от своей судьбы	1	1
648	слову чего не требует	1	1
649	она здесь присутствует как	1	1
650	к однозначности и прежде	1	1
651	выбирают а по своей	1	1
652	внеязыковое и потому нейтральное	1	1
653	зримого жеста и как	1	1
654	это известного рода взаимная	1	1
655	дискурсу речевая маска биографа	1	1
656	лексики например в значительной	1	1
657	предел до которого анекдот	1	1
658	противоположность характеру типу актанту	1	1
659	по своим коммуникативным параметрам	1	1
660	и слушающих общим знанием	1	1
661	существованию вследствие которого он	1	1
662	хоровое слово общенародной хвалы	1	1
663	своего рода механизмом активизации	1	1
664	не предначертанность судьбы а	1	1
665	поучаемого это разделение иерархично	1	1
666	совершенно иной конкретной ценностно-смысловой	1	1
667	мире императивной нормы ни	1	1
668	в значительной степени зависим	1	1
669	словесное кощунство и непристойность	1	1
670	но не верифицируемым знанием	1	1
671	известного рода взаимная условленность	1	1
672	является сюжетообразующим при этом	1	1
673	а по своей природе	1	1
674	человека с его уникальным	1	1
675	свободным как к содержанию	1	1
676	неприемлемо ни для рассказчика	1	1
677	проектировать свою жизненную позицию	1	1
678	необыкновенное в новелле есть	1	1
679	ночной жанр посрамляющий умершее	1	1
680	таком случае его вступление	1	1
681	смыслополагания между которыми устанавливаются	1	1
682	не сводится к этим	1	1
683	здесь невозможно притчевое нормативное	1	1
684	к содержанию анекдота ни	1	1
685	дискурса призван обладать проективной	1	1
686	взаимная условленность конвенциональность общения	1	1
687	отсутствием ценностной дистанции между	1	1
688	романного слова эта возможность	1	1
689	одним и тем же	1	1
690	потому нейтральное к языку	1	1
691	в форме индивидуального речевого	1	1
692	позиция активного приятия не	1	1
693	принципиальная для притчи иносказательность	1	1
694	в известном смысле домонологично	1	1
695	так называемого чувства юмора	1	1
696	формах косвенной речи хотя	1	1
697	то же время они	1	1
698	неким ибо предметно-тематическое содержание	1	1
699	и реализатором самобытного смысла	1	1
700	в классическом романе реалистической	1	1
701	любопытство к реальному человеческому	1	1
702	сводится к служебной роли	1	1
703	позицию которую может и	1	1
704	здесь присутствует как правило	1	1
705	к позиции изобразителя жизни	1	1
706	божья повеленья сказание в	1	1
707	за блужданиями его под	1	1
708	и в форме определенной	1	1
709	практике может быть осуществлено	1	1
710	нарушение запрета есть профанация	1	1
711	отношении к предмету речи	1	1
712	не дает позвоночника роману	1	1
713	субъект объект и адресат	1	1
714	анекдота это игра случая	1	1
715	поучающего и поучаемого это	1	1
716	вполне самобытно но и	1	1
717	представляет собой позицию которую	1	1
718	от жанра высказывания жанр	1	1
719	переходит к позиции изобразителя	1	1
720	смыслов оно стремится к	1	1
721	рода механизмом активизации воспринимающего	1	1
722	может быть осуществлено только	1	1
723	к иллюзии живого голоса	1	1
724	активность адресата при этом	1	1
725	коммуникативным параметрам сродни любому	1	1
726	и персонажи сказания не	1	1
727	притчи иносказательность является своего	1	1
728	читателем к иллюзии живого	1	1
729	обладать собственным смыслом ни	1	1
730	и оценки и иных	1	1
731	в целом ряде произведений	1	1
732	вследствие которого он от	1	1
733	здесь действующие лица по	1	1
734	целенаправленно устремленный от одного	1	1
735	с совершенно иными границами	1	1
736	является своего рода механизмом	1	1
737	жизнеописание несет в себе	1	1
738	но как субъекты этического	1	1
739	между вещами и ценностями	1	1
740	они бытуют как слухи	1	1
741	закон собственно и составляющий	1	1
742	с языком ставят перед	1	1
743	мы имеем дело с	1	1
744	как к содержанию сказания	1	1
745	дискурсе речевой акт притчевого	1	1
746	жизненную позицию опираясь на	1	1
747	и составляющий морализаторскую премудрость	1	1
748	оно стремится к однозначности	1	1
749	выбора осуществляется или преступается	1	1
750	слушающих общим знанием поэтому	1	1
751	этим моментам родственным анекдотическому	1	1
752	с ее иносказательностью требует	1	1
753	морализаторскую премудрость притчевого назидания	1	1
754	приобщения к общенародной хвале	1	1
755	кто говорит и кому	1	1
756	случая непредсказуемое стечение обстоятельств	1	1
757	ни к чему не	1	1
758	нормативное самоотождествление с человеком	1	1
759	текст анекдота выбор лексики	1	1
760	связаны с языком ставят	1	1
761	но и характерное для	1	1
762	как регулятивная отношение слушателя	1	1
763	жизненным опытом выводится в	1	1
764	доверительной и раскованной беседы	1	1
765	потому что из нас	1	1
766	или субъектом инициативного самообнаружения	1	1
767	притчевое нормативное самоотождествление с	1	1
768	определяемое отсутствием ценностной дистанции	1	1
769	притча разъединяет участников коммуникативного	1	1
770	посрамление словесное кощунство и	1	1
771	и должен занять любой	1	1
772	романного образа и романного	1	1
773	ощущение составляет необходимый фон	1	1
774	сказании или притче была	1	1
775	л.с выготским и н.и	2	1
776	коммуникативного события суть равнодостойные	1	1
777	опытом выводится в просторную	1	1
778	наличие так называемого чувства	1	1
779	голоса зримого жеста и	1	1
780	полноценная биография возможна только	1	1
781	значительной степени зависим от	1	1
782	которые лежат в основе	1	1
783	от своей судьбы они	1	1
784	ни притча не знают	1	1
785	составляет необходимый фон романного	1	1
786	к чужому слову чего	1	1
787	изменить ничего нельзя не	1	1
788	адресата притчи может быть	1	1
789	мире всеобщей межличностной соотносительности	1	1
790	самому герою жизнеописания чего	1	1
791	картина мира которая своей	1	1
