N	3gram	Trubetskoy	Russkaja
215	на первый взгляд	1	1
216	и сейчас стоят	1	1
217	существ из двух	1	1
218	он не может	2	1
219	в мире есть	1	1
220	в связи с	3	1
221	то же самое	1	1
222	мы говорили выше	6	1
223	язык и культуру	1	1
224	то придется признать	1	1
225	и все же	1	1
226	существ к которой	1	1
227	в один общий	1	1
228	вытекающей из этого	1	1
229	к которой этот	1	1
230	v но если	1	1
231	в том же	3	1
232	зорко следить за	1	1
233	общечеловеческая цивилизация и	1	1
234	культуру общечеловеческой цивилизацией	1	1
235	которых идет речь	3	1
236	на него похоже	1	1
237	более на него	1	1
238	к одному из	1	1
239	не следует чтобы	2	1
240	не играет роли	1	1
241	в том числе	1	1
242	тем не менее	4	1
243	сильнее чем сильнее	1	1
244	образом оказывается что	1	1
245	но все же	2	1
246	самой совершенной его	1	1
247	несмотря на все	1	1
248	только то что	2	1
249	мы уже указали	1	1
250	лучше а то	1	1
251	на себе отпечаток	2	1
252	общечеловеческой цивилизацией и	1	1
253	всякая естественная группа	1	1
254	древних галлов и	1	1
255	остальных подобных им	1	1
256	всегда помнить что	1	1
257	что для этого	1	1
258	во всем мире	1	1
259	столь наивно уверены	1	1
260	бессознательно считает себя	1	1
261	которых мы говорили	4	1
262	себя человечеством свою	1	1
263	в начале этой	2	1
264	с ними вместе	1	1
265	в совместной работе	1	1
266	в мире является	1	1
267	выраженной эгоцентрической психологией	1	1
268	в свою очередь	2	1
269	в вышеопределенном смысле	1	1
270	для всех них	1	1
271	только с точки	1	1
272	только в этом	1	1
273	в этом и	1	1
274	никогда не было	1	1
275	вселенной венцом создания	1	1
276	и при отсутствии	1	1
277	ничто иное как	1	1
278	тем более что	1	1
279	культура того народа	1	1
280	ко всем этим	1	1
281	его сословие его	1	1
282	существ то которое	1	1
283	всех остальных подобных	1	1
284	во всех странах	1	1
285	в культурном отношении	3	1
286	придется признать что	1	1
287	ярко выраженной эгоцентрической	1	1
288	естественная группа существ	1	1
289	называли себя человечеством	1	1
290	тот или иной	1	1
291	галлов и германцев	2	1
292	наивно уверены в	1	1
293	и по сие	1	1
294	его раса лучше	1	1
295	лучше всех остальных	1	1
296	состоит в том	1	1
297	группа существ к	1	1
298	к тому же	5	1
299	ко всему этому	2	1
300	данного народа а	2	1
301	одного и того	3	1
302	именно с точки	1	1
303	как бы то	2	1
304	человечеством свою культуру	1	1
305	друг к другу	2	1
306	трудно видеть что	1	1
307	нечего и говорить	3	1
308	ближе более на	1	1
