N	2gram	Losev_Vlad	VrazhdaK
281	он всегда	2	1
282	не будем	3	1
283	он как	4	1
284	с очень	2	1
285	дает нам	1	1
286	не хотел	1	1
287	о появлении	1	1
288	еще более	3	1
289	хуже и	1	1
290	к брату	2	1
291	перед своим	1	1
292	а почему	1	1
293	возвращается в	2	1
294	что это	2	1
295	обычно не	1	1
296	хотя и	9	1
297	от нас	2	1
298	а это	3	1
299	н к	3	1
300	одному из	1	1
301	лет от	1	1
302	и был	6	1
303	воспоминания о	1	1
304	он и	8	1
305	он вновь	1	1
306	и из	5	1
307	и сильно	1	1
308	целого ряда	1	1
309	только не	2	1
310	того что	6	1
311	в другой	1	1
312	говорит о	1	1
313	было время	1	1
314	знаю что	2	1
315	чем у	2	1
316	ж он	1	1
317	я тоже	1	1
318	от этой	1	1
319	два дня	1	1
320	в качестве	7	1
321	давно был	1	1
322	нас в	2	1
323	заметим что	1	1
324	него в	4	1
325	вас и	2	1
326	не хочет	1	1
327	прежде всего	5	1
328	тогда же	2	1
329	никуда не	2	1
330	годы он	2	1
331	разных лиц	1	1
332	разобраться в	1	1
333	другой стороны	3	1
334	а другие	2	1
335	быть может	1	1
336	их всех	1	1
337	и учиться	1	1
338	считал его	1	1
339	нет ничего	1	1
340	себе не	2	1
341	появилась в	2	1
342	в этих	5	1
343	но на	3	1
344	за это	2	1
345	заграничное путешествие	1	1
346	в их	2	1
347	о своем	3	1
348	все равно	1	1
349	первое заграничное	1	1
350	он тогда	1	1
351	мы находим	2	1
352	тому же	3	1
353	написать вам	1	1
354	есть еще	1	1
355	обращается в	1	1
356	за что	2	1
357	полной уверенности	1	1
358	но с	1	1
359	и самые	1	1
360	христа и	1	1
361	находился в	1	1
362	без всяких	2	1
363	высоко ценил	2	1
364	ему но	1	1
365	он уже	7	1
366	в разные	1	1
367	же с	22	1
368	а за	3	1
369	то было	1	1
370	этого не	2	1
371	и глубокой	1	1
372	и сам	7	1
373	с такими	1	1
374	в одном	2	1
375	августа года	2	1
376	их и	1	1
377	равно как	1	1
378	год в	1	1
379	что за	1	1
380	на расстоянии	1	1
381	тот кто	1	1
382	во внимание	1	1
383	на нее	1	1
384	на свою	3	1
385	сердце и	1	1
386	еще в	5	1
387	о своей	1	1
388	но не	5	1
389	у людей	1	1
390	но вот	4	1
391	если это	2	1
392	именно в	4	1
393	из парижа	3	1
394	времен он	1	1
395	уже на	3	1
396	в августе	1	1
397	жизни и	8	1
398	сказал ему	2	1
399	то время	6	1
400	представление о	2	1
401	в таком	2	1
402	я очень	2	1
403	в жизни	4	1
404	уже давно	3	1
405	более что	2	1
406	в печати	2	1
407	меня в	2	1
408	человек и	1	1
409	правда в	3	1
410	в молодости	1	1
411	ясно что	2	1
412	не знал	1	1
413	как о	1	1
414	также в	1	1
415	равно не	1	1
416	я всегда	1	1
417	этот раз	7	1
418	не есть	4	1
419	это время	7	1
420	эта была	1	1
421	отзывался о	2	1
422	между прочим	18	1
423	не переставал	1	1
424	и перед	1	1
425	как в	6	1
426	оказалось что	1	1
427	внимание к	1	1
428	не мешало	2	1
429	стал на	1	1
430	следовательно и	1	1
431	роль в	1	1
432	правда не	1	1
433	к леонтьеве	1	1
434	ли не	1	1
435	по своему	5	1
436	еще к	1	1
437	сомневаетесь в	1	1
438	и я	7	1
439	что никто	1	1
440	навсегда и	1	1
441	сразу же	1	1
442	никто не	1	1
443	но у	1	1
444	да и	6	1
445	его жизни	12	1
446	по его	3	1
447	прочим и	2	1
448	ли он	2	1
449	чувствовал себя	2	1
450	о котором	2	1
451	том как	1	1
452	веру в	1	1
453	это было	9	1
454	в итоге	1	1
455	пока не	2	1
456	о второй	1	1
457	в сторону	1	1
458	во сне	2	1
459	христианство с	1	1
460	не имеет	2	1
461	ничего общего	1	1
462	н трубецкой	1	1
463	но мы	3	1
464	хуже чем	1	1
465	тем не	8	1
466	что пишет	3	1
467	что тот	1	1
468	раз и	4	1
469	через год	3	1
470	под влиянием	6	1
471	что как	1	1
472	на днях	2	1
473	и вообще	12	1
474	гораздо больше	1	1
475	года и	3	1
476	фета в	1	1
477	не был	6	1
478	с первого	2	1
479	ему не	2	1
480	на них	1	1
481	время с	2	1
482	жизнь и	3	1
483	писал я	2	1
484	с этим	3	1
485	еще один	2	1
486	во всех	4	1
487	июле года	2	1
488	сам же	1	1
489	полемика с	2	1
490	до того	1	1
491	и враг	1	1
492	во всяком	8	1
493	весьма критически	1	1
494	в стиле	1	1
495	это и	2	1
496	года с	1	1
497	было не	2	1
498	я вижу	1	1
499	то он	7	1
500	между нами	1	1
501	выражение в	2	1
502	и отчасти	1	1
503	это конечно	4	1
504	того в	2	1
505	в полной	3	1
506	первый план	4	1
507	и ушел	1	1
508	было в	1	1
509	с конца	1	1
510	от ноября	2	1
511	не могли	2	1
512	мыслей и	1	1
513	к в	1	1
514	что этот	4	1
515	с н	11	1
516	россию и	1	1
517	человека он	1	1
518	был также	1	1
519	которой он	7	1
520	несомненно в	1	1
521	важнее всего	1	1
522	молодой человек	2	1
523	н ф	5	1
524	вестник европы	3	1
525	свою книгу	2	1
526	тотчас же	1	1
527	на страницах	1	1
528	не любил	3	1
529	это за	1	1
530	и всего	1	1
531	за обедом	1	1
532	я ее	1	1
533	потому что	16	1
534	не знаю	2	1
535	это то	1	1
536	и и	8	1
537	д в	1	1
538	также и	13	1
539	и речи	3	1
540	у фета	1	1
541	совсем не	7	1
542	он часто	1	1
543	так называемую	1	1
544	только об	2	1
545	только как	1	1
546	человека как	3	1
547	к михайловского	2	1
548	близкий к	2	1
549	же письме	2	1
550	конце жизни	1	1
551	больше не	1	1
552	тех пор	2	1
553	его братом	1	1
554	которых не	1	1
555	к своей	2	1
556	в ответ	2	1
557	он стал	3	1
558	была ему	2	1
559	быть и	1	1
560	в июле	4	1
561	во второй	3	1
562	с помощью	1	1
563	котором уже	1	1
564	в частности	4	1
565	не будет	1	1
566	июня года	7	1
567	году когда	1	1
568	и лишь	1	1
569	из своего	3	1
570	но зато	2	1
571	из россии	4	1
572	в свет	2	1
573	не могло	2	1
574	увидел что	1	1
575	на пять	1	1
576	но они	1	1
577	любил и	3	1
578	говорить о	1	1
579	не с	1	1
580	одно и	1	1
581	отношении к	2	1
582	себе на	1	1
583	всех этих	3	1
584	хотя в	2	1
585	точно так	2	1
586	как он	4	1
587	взглядами и	2	1
588	не могла	3	1
589	это была	3	1
590	я надеюсь	1	1
591	этот факт	2	1
592	несколько позже	1	1
593	этом смысле	4	1
594	тем самым	2	1
595	ему было	3	1
596	вот в	1	1
597	он относился	2	1
598	по своей	4	1
599	можно найти	1	1
600	от того	2	1
601	к людям	1	1
602	вы не	2	1
603	почти одновременно	1	1
604	которую он	6	1
605	в каком	3	1
606	каждый из	1	1
607	в москве	13	1
608	без труда	1	1
609	вражды и	1	1
610	свою очередь	2	1
611	года на	3	1
612	сентябре года	1	1
613	и князь	1	1
614	и можно	4	1
615	его отношение	1	1
616	у которого	3	1
617	характера он	1	1
618	годов в	2	1
619	этот период	2	1
620	как известно	2	1
621	с другой	3	1
622	было бы	7	1
623	это же	1	1
624	вопросу о	1	1
625	некоторое время	3	1
626	верил в	1	1
627	что же	11	1
628	как на	2	1
629	старшего брата	1	1
630	себя в	6	1
631	и несомненно	1	1
632	у себя	1	1
633	последнего в	1	1
634	я с	1	1
635	которых он	2	1
636	выразилось в	1	1
637	и никогда	2	1
638	что для	5	1
639	оба они	3	1
640	по которой	1	1
641	а вот	3	1
642	затем в	1	1
643	бы его	2	1
644	писал о	2	1
645	той же	6	1
646	заключается в	1	1
647	без ответа	1	1
648	как тот	1	1
649	он сказал	2	1
650	м о	1	1
651	не имел	1	1
652	это можно	3	1
653	ответил что	1	1
654	от роду	1	1
655	до конца	8	1
656	в высшей	2	1
657	из первых	1	1
658	он выехал	2	1
659	и раньше	1	1
660	во многих	2	1
661	что только	1	1
662	был в	5	1
663	прямое выражение	1	1
664	только при	1	1
665	своего приятеля	1	1
666	и от	6	1
667	ввиду этого	1	1
668	человечества и	1	1
669	и есть	2	1
670	и гораздо	1	1
671	во всей	1	1
672	в силу	1	1
673	на этот	9	1
674	никому не	1	1
675	от апреля	1	1
676	по крайней	1	1
677	всю жизнь	4	1
678	всегда считал	1	1
679	же года	9	1
680	его слишком	1	1
681	но я	4	1
682	новыми людьми	1	1
683	и дал	1	1
684	есть все	1	1
685	говорил и	2	1
686	в №	2	1
687	россию его	1	1
688	из этого	6	1
689	не стоит	1	1
690	ним на	1	1
691	от них	1	1
692	в декабре	1	1
693	этом отношении	2	1
694	в рукописи	2	1
695	во франции	1	1
696	тут же	7	1
697	а следовательно	1	1
698	же это	1	1
699	каким был	1	1
700	марте года	2	1
701	не имело	1	1
702	всяком случае	8	1
703	конце концов	6	1
704	независимо от	1	1
705	момент его	1	1
706	друг друга	3	1
707	с ее	1	1
708	из него	1	1
709	женщины между	1	1
710	же он	1	1
711	бы в	1	1
712	у вас	2	1
713	не просто	1	1
714	года а	1	1
715	того же	11	1
716	в целом	3	1
717	весьма важно	2	1
718	крайней мере	1	1
719	вестника европы	1	1
720	свои собственные	1	1
721	едва ли	3	1
722	и наконец	2	1
723	в известной	1	1
724	ничего не	4	1
725	вплоть до	4	1
726	но нас	1	1
727	указанием на	1	1
728	поэтому он	1	1
729	к нему	6	1
730	он оказался	2	1
731	нему с	1	1
732	котором он	2	1
733	высшей степени	1	1
