N	3gram	Bakhtin_Fr	Analitik
147	о чем свидетельствует	1	1
148	и тем же	1	1
149	и т.п и	1	1
150	к миру но	1	1
151	на этот раз	1	1
152	с тех пор	1	1
153	не нуждается в	1	1
154	в себе оба	1	1
155	все же не	1	1
156	не только во	1	1
157	только то что	2	1
158	лицом к лицу	1	1
159	на самом же	1	1
160	или во всяком	1	1
161	смертью в той	1	1
162	и т.п все	2	1
163	и особенно в	1	1
164	в году о	1	1
165	и состоит что	1	1
166	имея в виду	1	1
167	и т.п в	1	1
168	в чем дело	1	1
169	и в этой	1	1
170	в этом последнем	1	1
171	смысл и значение	1	1
172	ко второму изданию	1	1
173	в области литературы	1	1
174	жизнью и смертью	3	1
175	и всего романа	1	1
176	аспекта одного и	1	1
177	в одном из	1	1
178	том случае если	1	1
179	в ту эпоху	8	1
180	но прежде всего	1	1
181	в начале года	1	1
182	стороны одной и	1	1
183	самом же деле	1	1
184	в большинстве случаев	3	1
185	только в его	1	1
186	же время он	1	1
187	в одном лице	2	1
188	имеем в виду	2	1
189	в этом же	1	1
190	смерти старого и	1	1
191	но дело в	1	1
192	в какой-то степени	1	1
193	и в особенности	1	1
194	существенно связаны с	1	1
195	наконец в качестве	1	1
196	в сущности это	1	1
197	один из характернейших	1	1
198	перед нами как	1	1
199	к одному из	1	1
200	требует от нас	1	1
201	том же году	1	1
202	и так сказать	2	1
203	да и в	1	1
204	в художественном творчестве	1	1
205	так и их	1	1
206	в то время	1	1
207	своей причастности к	1	1
208	мы встречаемся с	1	1
209	при этом и	1	1
210	во всех своих	1	1
211	в большей или	2	1
212	жизни и смерти	2	1
213	мы уже отмечали	1	1
214	но никто не	1	1
215	в несколько ином	1	1
216	аналогичное но в	1	1
217	на самом деле	5	1
218	и в частности	1	1
219	одним и тем	1	1
220	особый тип общения	1	1
221	только тогда когда	1	1
222	как раз в	3	1
223	и все его	1	1
224	или меньшей степени	2	1
225	также и в	1	1
226	мы имеем в	2	1
227	всего может быть	1	1
228	все эти три	2	1
229	он и не	1	1
230	в собственном смысле	1	1
231	же время оно	1	1
232	как мы увидим	1	1
233	так и в	1	1
234	но и самого	1	1
235	во второй половине	1	1
236	для более широкого	1	1
237	как сам он	1	1
238	между прочим и	1	1
239	мы уже говорили	5	1
240	том числе и	3	1
241	оно может быть	1	1
242	что и в	1	1
243	приводит его к	1	1
244	места и для	1	1
245	но и для	1	1
246	после того как	1	1
247	более широкого и	1	1
