N	2gram	Propp_Isto	Stilisti
165	связи с	9	3
166	и даже	4	3
167	здесь мы	6	3
168	но для	2	3
169	и тому	1	3
170	может стать	1	3
171	вряд ли	1	3
172	все эти	8	3
173	как в	6	3
174	по своему	1	3
175	должно было	2	3
176	том что	12	3
177	роль в	2	3
178	об этом	8	3
179	перед нами	4	3
180	еще не	15	3
181	до того	1	3
182	его и	6	3
183	то он	1	3
184	а к	1	3
185	в котором	5	3
186	в какой-нибудь	1	3
187	если не	2	3
188	связь и	2	3
189	этом мы	1	3
190	и поэтому	1	3
191	между тем	2	3
192	во второй	2	3
193	не знает	2	3
194	в частности	6	3
195	только на	2	3
196	не с	2	3
197	в тех	3	3
198	связь между	2	3
199	в начале	2	3
200	целый ряд	3	3
201	конечно не	3	3
202	уже видели	4	3
203	от того	3	3
204	перед ним	1	3
205	их в	6	3
206	заметить что	2	3
207	нет и	1	3
208	не будет	1	3
209	сказать что	5	3
210	главным образом	3	3
211	будем говорить	1	3
212	в голову	1	3
213	жизни и	2	3
214	этого слова	3	3
215	и эта	1	3
216	у них	1	3
217	не мог	2	3
218	и для	3	3
219	это не	10	3
220	из них	7	3
221	он должен	3	3
222	только одна	3	2
223	и ту	1	2
224	весь комплекс	1	2
225	без языка	1	2
226	был и	1	2
227	находятся в	1	2
228	для всех	1	2
229	и он	2	2
230	мы найдем	2	2
231	и этот	2	2
232	ничем не	2	2
233	на эти	1	2
234	что иное	6	2
235	и эту	1	2
236	увидим что	2	2
237	зависит от	1	2
238	итак мы	1	2
239	в языке	1	2
240	был бы	1	2
241	с развитием	1	2
242	и при	2	2
243	и потому	2	2
244	предмет или	1	2
245	каждый из	1	2
246	мы имеем	24	2
247	еще более	3	2
248	как нет	2	2
249	человек с	1	2
250	с ним	1	2
251	и указывает	1	2
252	кроме того	1	2
253	о чем	1	2
254	между типом	1	2
255	но как	2	2
256	для них	3	2
257	с другими	1	2
258	будет иметь	1	2
259	смысле этого	3	2
260	как нечто	3	2
261	с собой	4	2
262	но это	5	2
263	о них	1	2
264	сказать не	1	2
265	а на	5	2
266	связь с	12	2
267	в своих	1	2
268	не было	2	2
269	на этот	1	2
270	материал для	1	2
271	из героев	1	2
272	или в	14	2
273	к чему	2	2
274	с ней	6	2
275	в наших	2	2
276	равно как	3	2
277	но эта	2	2
278	или несколько	2	2
279	но не	10	2
280	сознания человека	1	2
281	тем что	8	2
282	из всего	1	2
283	он говорит	1	2
284	в жизни	3	2
285	показаться что	1	2
286	в связи	5	2
287	ясно что	2	2
288	как не	2	2
289	что он	17	2
290	случаях когда	2	2
291	или даже	1	2
292	не есть	3	2
293	в своей	4	2
294	в мире	1	2
295	на эту	1	2
296	в этих	18	2
297	это же	1	2
298	к нашей	2	2
299	и сам	1	2
300	миру и	1	2
301	по своей	1	2
302	легче всего	1	2
303	войти в	1	2
304	себе и	2	2
305	в каком	1	2
306	тому же	4	2
307	должен быть	1	2
308	но мы	1	2
309	сих пор	7	2
310	связано с	4	2
311	в дальнейшем	8	2
312	с этим	13	2
313	нет ничего	3	2
314	случай когда	4	2
315	к этому	10	2
316	бы не	1	2
317	человека в	2	2
318	между собой	2	2
319	вопрос о	4	2
320	видим что	7	2
321	со всех	1	2
322	хозяйственной и	1	2
323	теперь к	3	2
324	из этих	5	2
325	его не	3	2
326	ни один	2	2
327	не должен	1	2
328	относится к	3	2
329	также и	1	2
330	представляет собой	6	2
331	за столом	1	2
332	на два	1	2
333	не всегда	7	2
334	что вся	1	2
335	он не	11	2
336	этот процесс	1	2
337	в середине	1	2
338	только тогда	2	2
339	в него	3	2
340	между двумя	6	2
341	от которых	2	2
342	для этого	1	2
343	они еще	1	2
344	тем и	1	2
345	ее с	1	2
346	в нашей	1	2
347	по отношению	2	2
348	в пределах	5	2
349	выражения как	1	2
350	и те	1	2
351	останавливаться на	2	2
352	этот вопрос	3	2
353	не должно	1	2
354	человека с	2	2
355	ту же	2	2
356	человека и	1	2
357	себе в	2	2
358	должны были	4	2
359	перейти к	2	2
360	и несколько	1	2
361	почему же	1	2
362	отношение к	4	2
363	друг другу	2	2
364	тех случаях	2	2
365	которые в	1	2
366	вовсе не	3	2
367	он сказал	1	2
368	одной из	1	2
369	тот же	2	2
370	к которому	6	2
371	есть не	2	2
372	к миру	1	2
373	отношению к	2	2
374	из трех	3	2
375	здесь не	6	2
376	именно с	1	2
377	однако в	1	2
378	этой ситуации	1	2
379	человек не	1	2
380	в которых	7	2
381	эти вопросы	1	2
382	не будут	1	2
383	друг друга	6	2
384	не из	1	2
385	таким же	5	2
386	вторая группа	1	2
387	иное как	6	2
388	к нему	12	2
389	уже с	3	1
390	в особенности	3	1
391	к сожалению	1	1
392	что в	29	1
393	от социального	1	1
394	который нельзя	1	1
395	нами вполне	1	1
396	было так	1	1
397	не происходит	2	1
398	как к	2	1
399	и весь	1	1
400	с полной	1	1
401	именно к	1	1
402	дает нам	3	1
403	вместе со	1	1
404	и другие	6	1
405	образом появление	1	1
406	утверждать что	2	1
407	является в	2	1
408	только не	2	1
409	можно заметить	2	1
410	в другой	6	1
411	все что	4	1
412	или наоборот	2	1
413	только одного	1	1
414	до сих	7	1
415	на языке	1	1
416	все его	1	1
417	он уже	2	1
418	собой и	1	1
419	купца и	1	1
420	человека к	1	1
421	ему в	2	1
422	не противоречит	5	1
423	что всякая	1	1
424	же и	1	1
425	врагов но	1	1
426	был очень	1	1
427	чего не	1	1
428	было уже	1	1
429	на вопрос	1	1
430	племени и	4	1
431	происходит потому	1	1
432	также что	2	1
433	и земледелию	1	1
434	себе элементы	1	1
435	роль и	1	1
436	того как	3	1
437	о той	1	1
438	в основном	1	1
439	через несколько	1	1
440	же этот	1	1
441	в земной	1	1
442	которой не	1	1
443	об одном	1	1
444	которые он	1	1
445	своей основной	1	1
446	что человек	1	1
447	его с	2	1
448	которых мы	1	1
449	но еще	1	1
450	в состоянии	2	1
451	что я	2	1
452	связан с	5	1
453	бросается в	1	1
454	нам достаточно	1	1
455	дело с	2	1
456	с миром	3	1
457	над природой	1	1
458	увидим дальше	1	1
459	и дает	1	1
460	даже в	4	1
461	была бы	1	1
462	которых он	1	1
463	из всех	1	1
464	с ростом	1	1
465	уже знаем	3	1
466	тогда он	1	1
467	содержит в	2	1
468	них были	1	1
469	этот момент	1	1
470	материалом а	1	1
471	могут образоваться	1	1
472	это уже	3	1
473	тем как	1	1
474	связанное с	2	1
475	как говорит	1	1
476	никак не	1	1
477	как раз	1	1
478	что так	2	1
479	тем не	6	1
480	народов у	1	1
481	такое же	4	1
482	могла бы	1	1
483	о нем	2	1
484	жизни эти	1	1
485	не как	1	1
486	часто встречающиеся	1	1
487	ее в	3	1
488	а затем	6	1
489	искать в	1	1
490	всего поддается	1	1
491	на лице	1	1
492	совсем так	2	1
493	что собственно	1	1
494	всего мы	1	1
495	одному из	2	1
496	в работах	1	1
497	носят название	1	1
498	остановиться на	1	1
499	социального положения	1	1
500	но чаще	1	1
501	с нашей	1	1
502	одно из	2	1
503	понимания этого	1	1
504	ни в	2	1
505	и делает	1	1
506	орла в	3	1
507	другой стороны	10	1
508	он уходит	3	1
509	там и	1	1
510	превратиться в	1	1
511	по ходу	2	1
512	нет никакого	1	1
513	последний случай	1	1
514	и эти	5	1
515	по мере	2	1
516	сколько бы	1	1
517	бы что	2	1
518	предположить что	11	1
519	как можно	1	1
520	у него	4	1
521	в следующем	1	1
522	все равно	3	1
523	в более	1	1
524	убедительно показывает	1	1
525	в виде	2	1
526	дома в	8	1
527	однако не	2	1
528	должен был	5	1
529	говорит он	1	1
530	собственности и	1	1
531	за ним	4	1
532	в таких	3	1
533	как они	1	1
534	как же	1	1
535	является и	3	1
536	бы только	1	1
537	это всегда	1	1
538	или не	3	1
539	с изучением	3	1
540	иногда и	1	1
541	мотивов к	1	1
542	одного человека	1	1
543	однако мы	1	1
544	из приведенных	3	1
545	чтобы эти	1	1
546	от своего	3	1
547	на несколько	1	1
548	есть явление	1	1
549	что его	2	1
550	из сторон	1	1
551	каким образом	1	1
552	из сознания	1	1
553	и где	1	1
554	будто бы	1	1
555	дать человеку	1	1
556	одним из	4	1
557	это еще	2	1
558	в предметах	1	1
559	становится уже	1	1
560	же как	8	1
561	по существу	3	1
562	на себя	5	1
563	образом мы	2	1
564	где они	2	1
565	тела и	1	1
566	именно в	1	1
567	или на	1	1
568	на месте	2	1
569	уже говорили	1	1
570	и действительно	5	1
571	человека при	1	1
572	это даже	1	1
573	мы это	2	1
574	он у	2	1
575	в таком	1	1
576	вообще не	2	1
577	например в	3	1
578	так много	1	1
579	понимать как	1	1
580	в числе	2	1
581	с одним	2	1
582	той роли	1	1
583	и данный	1	1
584	к которым	3	1
585	одна сторона	1	1
586	с которой	1	1
587	к таким	1	1
588	культового характера	1	1
589	я не	3	1
590	двумя мирами	5	1
591	но иногда	1	1
592	и вновь	2	1
593	имеют общую	1	1
594	с ними	5	1
595	доступ в	1	1
596	многих других	2	1
597	эта форма	3	1
598	эти две	1	1
599	сам с	1	1
600	большинстве случаев	3	1
601	они были	1	1
602	за свое	1	1
603	является не	1	1
604	одном из	3	1
605	так на	2	1
606	нам возможность	1	1
607	который уже	1	1
608	человека на	1	1
609	другом месте	1	1
610	совершенно одинаково	1	1
611	не смеется	1	1
612	отчасти и	1	1
613	это происходит	2	1
614	по себе	3	1
615	от этого	1	1
616	на все	2	1
617	если я	3	1
618	этого вопроса	1	1
619	со своей	2	1
620	других племен	1	1
621	хлеба но	1	1
622	видели есть	1	1
623	остановимся только	1	1
624	наук в	1	1
625	идеологическим отражением	1	1
626	от всех	1	1
627	в новом	1	1
628	нечто цельное	1	1
629	в иной	2	1
630	ней вполне	1	1
631	именно эта	1	1
632	в себя	3	1
633	лежит в	1	1
634	но уже	1	1
635	из которого	3	1
636	со стороны	3	1
637	или их	1	1
638	не стал	1	1
639	превращался в	1	1
640	знает что	1	1
641	чтобы убедиться	1	1
642	в сторону	3	1
643	всей своей	1	1
644	в чем	4	1
645	их нельзя	1	1
646	что вообще	1	1
647	то хотя	1	1
648	ему как	3	1
649	откуда я	1	1
650	так например	3	1
651	могло бы	2	1
652	это так	1	1
653	в одной	4	1
654	всего с	1	1
655	тем более	1	1
656	руки и	2	1
657	птицей и	1	1
658	которые были	1	1
659	показать как	1	1
660	другом случае	3	1
661	дома и	4	1
662	своей будущей	1	1
663	вопрос поставленный	1	1
664	отношений которые	1	1
665	этот мотив	8	1
666	еще один	1	1
667	все они	1	1
668	действия которые	1	1
669	и стала	1	1
670	конечно все	1	1
671	в русской	5	1
672	к одному	1	1
673	в большинстве	2	1
674	возникновение и	1	1
675	перестает быть	1	1
676	не менее	6	1
677	это и	4	1
678	в знак	2	1
679	и та	1	1
680	наконец и	1	1
681	к какому	1	1
682	на природу	1	1
683	одна из	2	1
684	выступает в	1	1
685	более чем	1	1
686	был связан	1	1
687	всего эта	1	1
688	для его	1	1
689	это конечно	1	1
690	герой получает	3	1
691	к одной	1	1
692	для создания	1	1
693	был только	1	1
694	когда появляется	2	1
695	не свидетельствуют	1	1
696	что этот	4	1
697	это сделать	1	1
698	б мы	1	1
699	сливается с	1	1
700	на этом	5	1
701	с лицом	1	1
702	в исторической	3	1
703	она должна	1	1
704	я тебе	6	1
705	роли которую	1	1
706	ясно и	1	1
707	тех же	2	1
708	которой он	3	1
709	не имеют	2	1
710	цели и	1	1
711	нельзя было	2	1
712	поводом для	1	1
713	одну особенность	1	1
714	которой и	1	1
715	и легче	1	1
716	отражает действительность	1	1
717	указать на	4	1
718	в руки	3	1
719	совпадает с	1	1
720	она не	4	1
721	в течение	6	1
722	и каждое	1	1
723	чтобы он	3	1
724	представления о	2	1
725	комнаты и	1	1
726	только как	1	1
727	и если	3	1
728	ему и	1	1
729	перо и	2	1
730	происходило с	2	1
731	мальчика который	1	1
732	в умении	1	1
733	нет но	1	1
734	здесь только	1	1
735	в другом	11	1
736	и тех	1	1
737	всей той	1	1
738	тому как	3	1
739	в каких	1	1
740	это только	2	1
741	должны поставить	1	1
742	являются не	1	1
743	с какой	1	1
744	на поле	3	1
745	сравнению с	2	1
746	с новым	1	1
747	оно также	1	1
748	природу в	1	1
749	и другой	1	1
750	этих трех	1	1
751	возможно мы	1	1
752	вышел из	1	1
753	так что	8	1
754	дело не	3	1
755	во время	8	1
756	эту связь	2	1
757	к своей	4	1
758	себе что	1	1
759	вся группа	1	1
760	из которой	1	1
761	отношения не	2	1
762	самого хозяина	1	1
763	когда он	2	1
764	уже только	2	1
765	один шаг	1	1
766	он получает	1	1
767	его нельзя	1	1
768	к тем	2	1
769	итоги мы	1	1
770	народов и	1	1
771	ему стали	1	1
772	если же	2	1
773	должны быть	1	1
774	но они	2	1
775	тесно связанные	1	1
776	в человеческом	2	1
777	здесь нас	1	1
778	с этой	3	1
779	говорить о	1	1
780	что эта	2	1
781	он взял	2	1
782	связь не	1	1
783	и что	6	1
784	не будем	6	1
785	как он	1	1
786	словами к	1	1
787	позже на	1	1
788	для человека	1	1
789	не могла	3	1
790	которых это	1	1
791	приходит к	1	1
792	так чтобы	1	1
793	оказывается что	2	1
794	действительность но	2	1
795	почти всегда	2	1
796	иметь в	1	1
797	становится таким	2	1
798	говоря о	1	1
799	или его	2	1
800	он в	3	1
801	превращается в	10	1
802	и до	1	1
803	даже не	2	1
804	если его	1	1
805	только то	1	1
806	обстановка и	1	1
807	которые по	1	1
808	друга и	1	1
809	перед тем	1	1
810	и находит	1	1
811	к людям	1	1
812	но вместе	1	1
813	при помощи	11	1
814	к которой	1	1
815	что бы	1	1
816	появлением собственности	1	1
817	а из	1	1
818	например на	1	1
819	хотел было	1	1
820	достаточно чтобы	2	1
821	разных по	1	1
822	в глаза	2	1
823	еще на	2	1
824	свое существование	1	1
825	совершенно неожиданно	1	1
826	с другой	10	1
827	имеем в	6	1
828	смысле как	1	1
829	охоту на	1	1
830	они находятся	1	1
831	пребывание в	4	1
832	говорит о	1	1
833	нечто что	1	1
834	может послужить	1	1
835	к ним	1	1
836	и вне	1	1
837	без всякого	1	1
838	всегда или	2	1
839	носит характер	1	1
840	он является	3	1
841	одного из	2	1
842	языка не	1	1
843	и о	2	1
844	состоит из	1	1
845	указывают на	2	1
846	ко всей	1	1
847	нам необходимо	2	1
848	и самого	1	1
849	что тот	1	1
850	его как	1	1
851	он так	1	1
852	этот круг	1	1
853	с кем-нибудь	1	1
854	наряду с	4	1
855	и во	1	1
856	принадлежит к	4	1
857	но нет	1	1
858	по сравнению	2	1
859	это мы	2	1
860	не можем	2	1
861	возможно что	7	1
862	это служит	2	1
863	не совсем	5	1
864	именно так	3	1
865	за него	3	1
866	в общих	1	1
867	быть в	1	1
868	за пределами	1	1
869	в своем	2	1
870	в ход	1	1
871	или жажды	1	1
872	нашей точки	1	1
873	это дает	1	1
874	не отражает	2	1
875	можно привести	1	1
876	на один	2	1
877	но по-видимому	1	1
878	мы сейчас	2	1
879	и есть	3	1
880	входят в	1	1
881	то для	1	1
882	образом в	2	1
883	столь же	1	1
884	а впоследствии	3	1
885	в силу	2	1
886	говорили выше	1	1
887	мы теперь	1	1
888	каждое из	1	1
889	все еще	7	1
890	этой жизни	1	1
891	как будто	2	1
892	же в	6	1
893	мольбу о	1	1
894	на то	4	1
895	но если	2	1
896	эту действительность	1	1
897	которых нельзя	1	1
898	и по	6	1
899	нам становится	1	1
900	там где	8	1
901	в эти	1	1
902	увидим ниже	4	1
903	коллектива в	1	1
904	с едва	1	1
905	это слишком	2	1
906	здесь в	2	1
907	он к	3	1
908	воздействия на	1	1
909	здесь же	1	1
910	эти новые	2	1
911	со своими	2	1
912	мужа и	1	1
913	превратился в	1	1
914	всех этих	3	1
915	если она	1	1
916	же он	3	1
917	должны будем	1	1
918	но там	1	1
919	о связи	5	1
920	что при	3	1
921	нее и	2	1
922	следует за	2	1
923	голода или	1	1
924	иногда в	1	1
925	быта и	1	1
926	которого она	1	1
927	не то	2	1
928	ничего удивительного	1	1
929	на ту	2	1
930	она является	1	1
931	к более	2	1
932	этот материал	3	1
933	с возникновением	1	1
934	эту задачу	1	1
