N	4gram	Berdyaev_O	Mirosoze
96	только одно благоденствие человеку	1	1
97	есть не только страшная	1	1
98	и мир переменится и	1	1
99	боится достигнуть цели и	1	1
100	и хаоса никогда не	1	1
101	самый дикий каприз своя	1	1
102	все тянется к нему	1	1
103	утра до вечера куда	1	1
104	ты можешь с гордостью	1	1
105	веры а не чудесной	1	1
106	с неблагородной или лучше	1	1
107	всех выгод даже и	1	1
108	что только одно нормальное	1	1
109	и то богов а	1	1
110	легче была бы ноша	1	1
111	дело доходит до таблички	1	1
112	что добро и что	1	1
113	выгодах? ведь может быть	1	1
114	сделали так для того	1	1
115	с того ни с	1	1
116	было для человека и	1	1
117	в божественном миропорядке отсюда	1	1
118	ибо конечно они невольники	1	1
119	мечты свою пошлейшую глупость	1	1
120	есть один только случай	1	1
121	всяком случае сохраняет нам	1	1
122	указать на этих детей	1	1
123	удержать за собой единственно	1	1
124	и дела переменятся и	1	1
125	и мысли и все	1	1
126	физически и мир переменится	1	1
127	не могу что иной	1	1
128	а определить нельзя потому	1	1
129	так человек нарочно сумасшедшим	1	1
130	жаждал свободной веры а	1	1
131	люди а не фортепианные	1	1
132	сам инстинктивно боится достигнуть	1	1
133	устремлено на людей и	1	1
134	и сделали так для	1	1
135	он не созерцает божественный	1	1
136	так любит разрушение и	1	1
137	он человек а не	1	1
138	люди исключительно люди с	1	1
139	это бы еще ничего	1	1
140	не собственно в цели	1	1
141	божеским и дьявольским не	1	1
142	найдет так человек устроен	1	1
143	жизни а не собственно	1	1
144	загадки тут берега сходятся	1	1
145	уважая его менее менее	1	1
146	нему как к солнцу	1	1
147	вместо твердого древнего закона	1	1
148	новое будет богом человек	1	1
149	сказать с ретроградной и	1	1
150	того чтобы самому себе	1	1
151	и в самом деле	1	1
152	в глубине человеческой природы	1	1
153	дважды два четыре есть	1	1
154	будет одно только дважды	1	1
155	сходятся тут все противоречия	1	1
156	характер его интересовали люди	1	1
157	земле к которой человечество	1	1
158	тут все противоречия вместе	1	1
159	но обидно то что	1	1
160	любит разрушение и хаос	1	1
161	должен был человек решать	1	1
162	с чего это непременно	1	1
163	слова мити карамазова красота	1	1
164	ведь это глупейшее ведь	1	1
165	нам самое главное и	1	1
166	и сильных? нет нам	1	1
167	пожелать себе даже и	1	1
168	вдоволь для всякого вместе	1	1
169	человеку надо какого-то нормального	1	1
170	страдания т е от	1	1
171	ужасной он не созерцает	1	1
172	дьявольским не совпадает у	1	1
173	между божеским и дьявольским	1	1
174	широк я бы сузил	1	1
175	выгоды а иногда и	1	1
176	никогда не было для	1	1
177	одного только умного ведь	1	1
178	это глупейшее ведь этот	1	1
179	людях слишком высоко ибо	1	1
180	его интересовали люди исключительно	1	1
181	в том случае если	1	1
182	дважды два четыре т	1	1
183	не потому ли может	1	1
184	бы даже до сумасшествия	1	1
185	ему разум и выгода	1	1
186	уже с идеалом содомским	1	1
187	какой-нибудь джентльмен с неблагородной	1	1
188	природы в глубину эту	1	1
189	может быть всего выгоднее	1	1
190	достоевского нет ничего кроме	1	1
191	что и это все	1	1
192	самому себе подтвердить что	1	1
193	оси образуется вихрь страстных	1	1
194	не так как повелевали	1	1
195	мир переменится и дела	1	1
196	настоять на своем я	1	1
197	сердцем должен был человек	1	1
198	свободной любви человека чтобы	1	1
199	они что человеку надо	1	1
200	творений достоевского все вращается	1	1
201	личность и нашу индивидуальность	1	1
202	у достоевского с обычным	1	1
203	небесный но может ли	1	1
204	природы всем бросается в	1	1
205	что сам инстинктивно боится	1	1
206	не быть связанным обязанностью	1	1
207	и скажет нам всем	1	1
208	ничего но обидно то	1	1
209	скажете что и это	1	1
210	собственное вольное и свободное	1	1
211	рассудок возьмет свое так	1	1
212	арифметики когда будет одно	1	1
213	которая разумеется должна быть	1	1
214	состоит чтобы человек поминутно	1	1
215	которой все системы и	1	1
216	жорж занд в гюго	1	1
217	виноваты остальные слабые люди	1	1
218	есть на земле особенно	1	1
219	формы все охлажденные и	1	1
220	не жизнь господа а	1	1
221	нам опять по своей	1	1
222	неужто же и впрямь	1	1
223	от самой пустейшей причины	1	1
224	возможность предварительного расчета все	1	1
225	тебе дороги лишь десятки	1	1
226	е формула а ведь	1	1
227	него сердце его и	1	1
228	лишь десятки тысяч великих	1	1
229	так твердо так торжественно	1	1
230	как дважды два четыре	1	1
231	впрямь приходил ты лишь	1	1
232	на периферии бытия но	1	1
233	обидно то что ведь	1	1
234	того что человек всегда	1	1
235	пагубного вздора самой неэкономической	1	1
236	мы не с тобой	1	1
237	производит свои антропологические исследования	1	1
238	тут ты судил о	1	1
239	заключениям нашего рассудка о	1	1
240	человека к человеку но	1	1
241	вред и противоречит самым	1	1
242	воля будет когда дело	1	1
243	вы так твердо так	1	1
244	он был до глубины	1	1
245	себе даже и глупейшего	1	1
246	ужасная вещь страшная потому	1	1
247	воистину воистину горит как	1	1
248	опять по своей глупой	1	1
249	стремится только и заключается	1	1
250	выгод даже и в	1	1
251	не по силам людей	1	1
252	самой жизни а не	1	1
253	ты увеличил им ее	1	1
254	четыре т е формула	1	1
255	в силах вместить столь	1	1
256	он не созерцает красоты	1	1
257	тобой а с ним	1	1
258	неопределимая а определить нельзя	1	1
259	то что ведь непременно	1	1
260	в душе не отрицает	1	1
261	с утра до вечера	1	1
262	и противоречит самым здравым	1	1
263	для нашего брата из	1	1
264	такая ли своя воля	1	1
265	бы и не любя	1	1
266	люди с их душевным	1	1
267	и горит от него	1	1
268	дано было познать человека	1	1
269	верю в это я	1	1
270	всеобщего будущего благоразумия возникнет	1	1
271	дважды два и без	1	1
272	своя воля будет когда	1	1
273	благоразумия возникнет какой-нибудь джентльмен	1	1
274	иметь право пожелать себе	1	1
275	все это благоразумие с	1	1
276	он схватывал только их	1	1
277	поступил как бы и	1	1
278	ним вот наша тайна	1	1
279	одно из самых гениальных	1	1
280	все насыщено страстным к	1	1
281	даже широк я бы	1	1
282	я отвечаю за это	1	1
283	насыщено страстным к нему	1	1
284	хлеб земной вдоволь для	1	1
285	можно и против собственной	1	1
286	самом деле господа может	1	1
287	говорят о том что	1	1
288	что иной высший даже	1	1
289	нашего рассудка о выгодах	1	1
290	берега сходятся тут все	1	1
291	созерцает божественный покой красоты	1	1
292	последователей найдет так человек	1	1
293	глазах слабого вечно порочного	1	1
294	с ним может быть	1	1
295	нам всем а что	1	1
296	если вы скажете что	1	1
297	что не в силах	1	1
298	нашего брата из всего	1	1
299	разрушения и хаоса никогда	1	1
300	пропущенная самая выгодная выгода	1	1
301	и рассудок возьмет свое	1	1
302	только и состоит чтобы	1	1
303	гордостью указать на этих	1	1
304	человека чтобы свободно пошел	1	1
305	богом человек и переменится	1	1
306	ногой прахом единственно с	1	1
307	ни с сего среди	1	1
308	может быть человек любит	1	1
309	тебе была дороже всего	1	1
310	их природу и характер	1	1
311	что есть необычайного гадательного	1	1
312	до арифметики когда будет	1	1
313	тот сам станет бог	1	1
314	им ее еще больше	1	1
315	главное и самое дорогое	1	1
316	красота перенести я притом	1	1
317	что как дважды два	1	1
318	фортепианные клавиши если вы	1	1
319	даже вредного глупого даже	1	1
320	твердо так торжественно уверены	1	1
321	переменится физически и мир	1	1
322	себе даже вредного глупого	1	1
323	быть человек так любит	1	1
324	к чему бы ни	1	1
325	воля бывает не потому	1	1
326	дикий каприз своя фантазия	1	1
327	выгодная выгода которая ни	1	1
328	решать впредь сам что	1	1
329	между добром и злом	2	1
330	с умом высоким начинает	1	1
331	и действительно в том	1	1
332	ушел от гордых и	1	1
333	это благоразумие с одного	1	1
334	остановит и рассудок возьмет	1	1
335	ведь это единственная причина	1	1
336	и почему вы так	1	1
337	можно ли сказать что	2	1
338	свой собственный хотя бы	1	1
339	а что господа не	1	1
340	ты лишь к избранным	1	1
341	могу что иной высший	1	1
342	тут дьявол с богом	1	1
343	все устойчивые формы все	1	1
344	и в том случае	1	1
345	только и заключается в	1	1
346	взяли все эти мудрецы	1	1
347	в своем художественном творчестве	2	1
348	что не могли вытерпеть	1	1
349	людей а потому поступил	1	1
350	должно свое собственное вольное	1	1
351	выгодно? не ошибается ли	1	1
352	от гордых и воротился	1	1
353	приносит нам явный вред	1	1
354	причина сознания в этих	1	1
355	ли может быть человек	1	1
356	сострадать потому что слишком	1	1
357	но и тут ты	1	1
358	заслугу себе и своим	1	1
359	детей свободы свободной любви	1	1
360	обязанностью желать себе одного	1	1
361	торжественно уверены что только	1	1
362	последней глубине человека в	1	1
363	и везде кто бы	1	1
364	взял все что есть	1	1
365	только один когда человек	1	1
366	особенно в иных случаях	1	1
367	поработить человека чудом и	1	1
368	желать себе одного только	1	1
369	а не фортепианные клавиши	1	1
370	всего выгоднее для нашего	1	1
371	того чтобы ко всему	1	1
372	человек всегда и везде	1	1
373	ведь может быть человек	1	1
374	все чувствуют значительность версилова	1	1
375	бог тогда новая жизнь	1	1
376	не созерцает красоты в	1	1
377	человек устроен и все	1	1
378	деле господа может быть	1	1
379	высоко ибо конечно они	1	1
380	так торжественно уверены что	1	1
381	во имя твое но	1	1
382	сего среди всеобщего будущего	1	1
383	человек решать впредь сам	1	1
384	исторические памятники ни произведения	1	1
385	и кто знает может	1	1
386	к солнцу все исходит	1	1
387	ведь все дело-то человеческое	1	1
388	было познать человека в	1	1
389	иногда и положительно должно	1	1
390	существо проблематическое и загадочное	1	1
391	есть та самая пропущенная	1	1
392	т е формула а	1	1
393	постоянно разлетаются к черту	1	1
394	чтобы свободно пошел он	1	1
395	нарочно сознательно пожелать себе	1	1
396	человека ты поступил как	1	1
397	право пожелать себе даже	1	1
398	до записок из подполья	1	1
399	кажется и действительно в	1	1
400	бы ближе к любви	1	1
401	не в силах вместить	1	1
402	и не может быть	1	1
403	человек не арифметика человек	1	1
404	людей ты увеличил им	1	1
405	должна быть не иное	1	1
406	цель на земле к	1	1
407	и с умом высоким	1	1
408	человек может нарочно сознательно	1	1
409	и выгода хотеть же	1	1
410	фантастический элемент именно свои	1	1
411	таблички и до арифметики	1	1
412	никогда не откажется страдание	1	1
413	уста атеиста ивана карамазова	1	1
414	тянется к нему как	1	1
415	будет богом человек и	1	1
416	каприз и в самом	1	1
417	все внимание его было	1	1
418	ближе к любви ибо	1	1
419	солнцу все исходит от	1	1
420	силы в безмерности своих	1	1
421	случай только один когда	1	1
422	от существа одаренного такими	1	1
423	а не собственно в	1	1
424	вечно порочного и вечно	1	1
425	у достоевского нельзя найти	1	1
426	том случае если приносит	1	1
427	его ужаснувшим но и	1	1
428	и хлеб земной вдоволь	1	1
429	цели и довершить созидаемое	1	1
430	разрушение и хаос что	1	1
431	неблагородной или лучше сказать	1	1
432	может быть он равно	1	1
433	человек любит не одно	1	1
434	так как повелевали ему	1	1
435	в нем нет ничего	1	1
436	что их было всего	1	1
437	самым здравым заключениям нашего	1	1
438	было устремлено на людей	1	1
439	на своем я верю	1	1
440	и теории постоянно разлетаются	1	1
441	их было всего только	1	1
442	для того чтобы ко	1	1
443	системы и теории постоянно	1	1
444	и великий инквизитор обвиняет	1	1
445	любви ибо легче была	1	1
446	столкнуть ли нам все	1	1
447	сохраняет нам самое главное	1	1
448	герой „записок из подполья	1	1
449	с идеалом содомским в	1	1
450	жизнь господа а начало	1	1
451	которой бы кажется и	1	1
452	ли нам все это	1	1
453	достоевскому дано было познать	1	1
454	среди всеобщего будущего благоразумия	1	1
455	различие между достоевским и	1	1
456	бывает не потому ли	1	1
457	в преступлении и наказании	3	1
458	в руководстве твой образ	1	1
459	я нисколько не удивлюсь	1	1
460	хотение свой собственный хотя	1	1
461	человек пожелает самого пагубного	1	1
462	и положительно должно свое	1	1
463	глупейшего а именно чтобы	1	1
464	в заслугу себе и	1	1
465	тут берега сходятся тут	1	1
466	иначе сказать в самой	1	1
467	глупого даже глупейшего а	1	1
468	вокруг этой оси образуется	1	1
469	слишком даже широк я	1	1
470	с идеала мадонны а	1	1
471	ничего и никогда не	1	1
472	и от которой все	1	1
473	о людях слишком высоко	1	1
474	человек нарочно сумасшедшим на	1	1
475	новая жизнь тогда новый	1	1
476	на земле к которой	1	1
477	достоевского с обычным различием	1	1
478	для того чтобы самому	1	1
479	одаренного такими странными качествами?	1	1
480	гордых и воротился к	1	1
481	все еще люди а	1	1
482	клавиши если вы скажете	1	1
483	человечество стремится только и	1	1
484	ибо легче была бы	1	1
485	себе что он человек	1	1
486	умного ведь это глупейшее	1	1
487	как бы перестав ему	1	1
488	нормальное и положительное одним	1	1
489	и хаос что сам	1	1
490	пошлейшую глупость пожелает удержать	1	1
491	какая уж тут своя	1	1
492	одна возможность предварительного расчета	1	1
493	с их душевным складом	1	1
494	чтобы иметь право пожелать	1	1
495	бы он ни был	1	1
496	веры тебе была дороже	1	1
497	пожелает самого пагубного вздора	1	1
498	хотя бы даже до	1	1
499	судил о людях слишком	1	1
500	свои фантастические мечты свою	1	1
501	этом он был гностиком	1	1
502	увеличил им ее еще	1	1
503	притом не могу что	1	1
504	что ведь все дело-то	1	1
505	племени с земным? и	1	1
506	находится в противоречии с	1	1
507	будущего благоразумия возникнет какой-нибудь	1	1
508	от него и потребовал	1	1
509	в обычном смысле слова	1	1
510	кто бы он ни	1	1
511	было всего только несколько	1	1
512	свободной веры а не	1	1
513	противоречит самым здравым заключениям	1	1
514	могли вытерпеть того что	1	1
515	и ужасная вещь страшная	1	1
516	их во имя твое	1	1
517	и к чему бы	1	1
518	когда человек может нарочно	1	1
519	поминутно доказывал себе что	1	1
520	иное что как дважды	1	1
521	а остальные? и чем	1	1
522	господа не столкнуть ли	1	1
523	жертвы их во имя	1	1
524	вольное и свободное хотение	1	1
525	только одно нормальное и	1	1
526	этой беспрерывности процесса достижения	1	1
527	человек а не штифтик	1	1
528	и что зло имея	1	1
529	и впрямь приходил ты	1	1
530	даже и в том	1	1
531	самая выгодная выгода которая	1	1
532	все дело-то человеческое кажется	1	1
533	если бы достоевский раскрыл	1	1
534	совпадает у достоевского с	1	1
535	хотел а вовсе не	1	1
536	именно чтобы иметь право	1	1
537	дороги лишь десятки тысяч	1	1
538	смеет убить себя тот	1	1
539	страшнее кто уже с	1	1
540	человек поминутно доказывал себе	1	1
541	глупость пожелает удержать за	1	1
542	убить себя тот бог	1	1
543	он равно настолько же	1	1
544	доходит до таблички и	1	1
545	человеку выгодно? не ошибается	1	1
546	глупейшее ведь этот свой	1	1
547	человека как от существа	1	1
548	а это было бы	1	1
549	всем бросается в глаза	1	1
550	так для того чтобы	1	1
551	что малосильны порочны ничтожны	1	1
552	какого-то нормального какого-то добровольного	1	1
553	выгодах потому что во	1	1
554	всегда и везде кто	1	1
555	только страшная но и	1	1
556	он ни был любил	1	1
557	что человек всегда и	1	1
558	потому что малосильны порочны	1	1
559	вся-то цель на земле	1	1
560	человек так любит разрушение	1	1
561	человек от настоящего страдания	1	1
562	и свободными потому что	1	1
563	человек и с умом	1	1
564	фантазия раздраженная иногда хотя	1	1
565	даже сердцем человек и	1	1
566	е от разрушения и	1	1
567	свободными потому что малосильны	1	1
568	вы скажете что и	1	1
569	себе одного только умного	1	1
570	мадонны а кончает идеалом	1	1
571	инстинктивно боится достигнуть цели	1	1
572	чувство личности и личной	1	1
573	не созерцает божественный покой	1	1
574	что наконец-то они побороли	1	1
575	на два периода до	1	1
576	беспрерывности процесса достижения иначе	1	1
577	станет бог тогда новая	1	1
578	душа что не в	1	1
579	свои силы в безмерности	1	1
580	даже глупейшего а именно	1	1
581	человек и переменится физически	1	1
582	чудом и жаждал свободной	1	1
583	этой оси образуется вихрь	1	1
584	их веры тебе была	1	1
585	потому что ведь все	1	1
586	а не чудесной жаждал	1	1
587	беспорочные годы нет широк	1	1
588	бунтовщики ты обещал им	1	1
589	один только случай только	1	1
590	пожелает удержать за собой	1	1
591	его природы всем бросается	1	1
592	любил действовать так как	1	1
593	что люди все еще	1	1
594	я притом не могу	1	1
595	как повелевали ему разум	1	1
596	физиономией упрет руки в	1	1
597	только бога но и	1	1
598	перенести я притом не	1	1
599	сердце его и воистину	1	1
600	табличке и хаос и	1	1
601	чем виновата слабая душа	1	1
602	чего же можно ожидать	1	1
603	и дьявольским не совпадает	1	1
604	загадка о человеке вообще	1	1
605	есть уже не жизнь	1	1
606	за собой единственно для	1	1
607	может быть что и	1	1
608	быть выгоднее всех выгод	1	1
609	ли своя воля бывает	1	1
610	и до арифметики когда	1	1
611	вредного глупого даже глупейшего	1	1
612	случаях а в частности	1	1
613	людского племени с земным?	1	1
614	все можно рассчитать по	1	1
615	красоты в космосе в	1	1
616	силах вместить столь страшных	1	1
617	как хотел а вовсе	1	1
618	не стоит именно от	1	1
619	мысли и все чувства	1	1
620	и таинственная вещь тут	1	1
621	им хлеб небесный но	1	1
622	чтобы ко всему этому	1	1
623	может быть выгоднее всех	1	1
624	два периода до записок	1	1
625	нам дороги и слабые	1	1
626	они побороли свободу и	1	1
627	ведь непременно последователей найдет	1	1
628	на этих детей свободы	1	1
629	земной вдоволь для всякого	1	1
630	исходит от него и	1	1
631	знает может быть что	1	1
632	этих детей свободы свободной	1	1
633	глупейшего и не быть	1	1
634	слишком высоко ибо конечно	1	1
635	записок из подполья и	1	1
636	что человек от настоящего	1	1
637	на земле особенно в	1	1
638	высший даже сердцем человек	1	1
639	нет ничего кроме человека	1	1
640	свободное хотение свой собственный	1	1
641	жизни их чувств и	1	1
642	свободы свободной любви свободной	1	1
643	и свободное хотение свой	1	1
644	может быть человек так	1	1
645	с тобой а с	1	1
646	созерцает красоты в космосе	1	1
647	ничтожны и бунтовщики ты	1	1
648	не было для человека	1	1
649	до таблички и до	1	1
650	т е от разрушения	1	1
651	человека чудом и жаждал	1	1
652	классификацию не подходит и	1	1
653	только несколько тысяч да	1	1
654	только дважды два четыре	1	1
655	же можно и против	1	1
656	особенно ни природа ни	1	1
657	красота есть не только	1	1
658	от человека как от	1	1
659	насмешливой физиономией упрет руки	1	1
660	и глупейшего и не	1	1
661	связано у достоевского с	1	1
662	остальные слабые люди что	1	1
663	можно рассчитать по табличке	1	1
664	сознательно пожелать себе даже	1	1
665	и против собственной выгоды	1	1
666	а иногда и положительно	1	1
667	еще страшнее кто уже	1	1
668	или лучше сказать с	1	1
669	и он схватывал только	1	1
670	разлетаются к черту и	1	1
671	та самая пропущенная самая	1	1
672	вещь страшная потому что	1	1
673	возникнет какой-нибудь джентльмен с	1	1
674	все исходит от него	1	1
675	достижения иначе сказать в	1	1
676	ни природа ни исторические	1	1
677	положительному благоразумию примешать свой	1	1
678	мадонны и горит от	1	1
679	добро и что зло	1	1
680	остальные? и чем виноваты	1	1
681	цели которая разумеется должна	1	1
682	а в частности может	1	1
683	своем художественном творчестве в	1	1
684	же и впрямь приходил	1	1
685	же можно ожидать от	1	1
686	есть необычайного гадательного и	1	1
687	тогда новая жизнь тогда	1	1
688	и упоминать не стоит	1	1
689	в одной этой беспрерывности	1	1
690	чудесной жаждал свободной любви	1	1
691	в безмерности своих стремлений	1	1
692	так что уж одна	1	1
693	личности и личной судьбы	1	1
694	глупой воле пожить курсив	1	1
695	и насмешливой физиономией упрет	1	1
696	это было бы ближе	1	1
697	не ошибается ли разум-то	1	1
698	различие между божеским и	1	1
699	фантастические мечты свою пошлейшую	1	1
700	в самой жизни а	1	1
701	в самом деле господа	1	1
702	в космосе в божественном	1	1
703	богов а остальные? и	1	1
704	тут своя воля будет	1	1
705	нам все это благоразумие	1	1
706	того чтобы сделать людей	1	1
707	к избранным и для	1	1
708	собой единственно для того	1	1
709	умом высоким начинает с	1	1
710	но вспомни что их	1	1
711	ни исторические памятники ни	1	1
712	к катастрофе за грани	1	1
713	достоевского все вращается вокруг	1	1
714	что человеку надо какого-то	1	1
715	а именно чтобы иметь	1	1
716	юные беспорочные годы нет	1	1
717	расчета все остановит и	1	1
718	в частности может быть	1	1
719	впредь сам что добро	1	1
720	вовсе не так как	1	1
721	все есть лишь его	1	1
722	и воистину воистину горит	1	1
723	еще ничего но обидно	1	1
724	том все ли дозволено	1	1
725	одно нормальное и положительное	1	1
726	ожидать от человека как	1	1
727	свое так человек нарочно	1	1
728	страшная но и таинственная	1	1
729	которая ни под какую	1	1
730	и есть та самая	1	1
731	твое но вспомни что	1	1
732	по силам людей а	1	1
733	но и таинственная вещь	1	1
734	и вот оказывается что	1	1
735	к которой человечество стремится	1	1
736	да ведь это единственная	1	1
737	не с тобой а	1	1
738	лучше сказать с ретроградной	1	1
739	один когда человек может	1	1
740	выгода хотеть же можно	1	1
741	и положительное одним словом	1	1
742	внимание его было устремлено	1	1
743	свое собственное вольное и	1	1
744	может нарочно сознательно пожелать	1	1
745	дела переменятся и мысли	1	1
746	не иное что как	1	1
747	ведь дважды два четыре	1	1
748	свою пошлейшую глупость пожелает	1	1
749	не штифтик курсив мой	1	1
750	и не быть связанным	1	1
751	уж тут своя воля	1	1
752	вещь тут дьявол с	1	1
753	господа может быть всего	1	1
754	кто уже с идеалом	1	1
755	и без моей воли	1	1
756	никакого другого дела никакого	1	1
757	идеалом содомским еще страшнее	1	1
758	не столкнуть ли нам	1	1
759	интересовали люди исключительно люди	1	1
760	пожелать себе даже вредного	1	1
761	два четыре есть уже	1	1
762	два и без моей	1	1
763	свободно пошел он за	1	1
764	свобода их веры тебе	1	1
765	и не любя их	1	1
766	настоящего страдания т е	1	1
767	все остановит и рассудок	1	1
768	что и вся-то цель	1	1
769	воле пожить курсив мой	1	1
770	примешать свой пагубный фантастический	1	1
771	прежде всего двух женщин	1	1
772	раздраженная иногда хотя бы	1	1
773	самое главное и самое	1	1
774	переменятся и мысли и	1	1
775	подтвердить что люди все	1	1
776	была бы ноша его	1	1
777	так как хотел а	1	1
778	его и воистину воистину	1	1
779	что неопределимая а определить	1	1
780	имя твое но вспомни	1	1
781	побороли свободу и сделали	1	1
782	образом их жизни их	1	1
783	рассчитать по табличке и	1	1
784	людей и он схватывал	1	1
785	кажется и упоминать не	1	1
786	уверены что только одно	1	1
787	великолепной жертвы их во	1	1
788	десятки тысяч великих и	1	1
789	ошибается ли разум-то в	1	1
790	природа ни исторические памятники	1	1
791	в это я отвечаю	1	1
792	переменится и дела переменятся	1	1
793	единственная причина сознания в	1	1
794	великих и сильных? нет	1	1
795	а не штифтик курсив	1	1
796	было бы ближе к	1	1
797	случае если приносит нам	1	1
798	здравым заключениям нашего рассудка	1	1
799	одно только дважды два	1	1
800	иной высший даже сердцем	1	1
801	ни с того ни	1	1
802	проблематическое и загадочное природа	1	1
803	подросток одно из самых	1	1
804	или тебе дороги лишь	1	1
805	чтобы все эти логарифмы	1	1
806	которой человечество стремится только	1	1
807	путем отречения от свободы	1	1
808	зло было для него	1	1
809	горит от него сердце	1	1
810	да неужто же и	1	1
811	и чем виноваты остальные	1	1
812	уже не жизнь господа	1	1
813	два четыре т е	1	1
814	сказать в самой жизни	1	1
815	надо какого-то нормального какого-то	1	1
816	полярности человеческой природы это	1	1
817	ты поступил как бы	1	1
818	ли разум-то в выгодах?	1	1
819	скажет нам всем а	1	1
820	кто смеет убить себя	1	1
821	поступил как бы перестав	1	1
822	свой каприз и в	1	1
823	частности может быть выгоднее	1	1
824	начинает с идеала мадонны	1	1
825	дьявол с богом борется	1	1
826	а вовсе не так	1	1
827	таинственную глубину человеческой природы	1	1
828	своем я верю в	1	1
829	исключительно люди с их	1	1
830	выгоднее всех выгод даже	1	1
831	своя фантазия раздраженная иногда	1	1
832	люди что не могли	1	1
833	определить нельзя потому что	1	1
834	приходил ты лишь к	1	1
835	в уста атеиста ивана	1	1
836	идеала мадонны а кончает	1	1
837	действовать так как хотел	1	1
838	элемент именно свои фантастические	1	1
839	был любил действовать так	1	1
840	ему сострадать потому что	1	1
841	рассудка о выгодах потому	1	1
842	на тысячи миллионов счастливых	1	1
843	отвечаю за это потому	1	1
844	связанным обязанностью желать себе	1	1
845	свободным сердцем должен был	1	1
846	если приносит нам явный	1	1
847	доказывал себе что он	1	1
848	глубину человеческой природы в	1	1
849	нет широк человек слишком	1	1
850	уверен что человек от	1	1
851	страстном буйном исступленном движении	1	1
852	и бунтовщики ты обещал	1	1
853	человек слишком даже широк	1	1
854	этот свой каприз и	1	1
855	лишь к избранным и	1	1
856	если вдруг ни с	1	1
857	своя воля бывает не	1	1
858	страшная потому что неопределимая	1	1
859	упоминать не стоит именно	1	1
860	хотеть же можно и	1	1
861	под какую классификацию не	1	1
862	сердцем человек и с	1	1
863	что есть на земле	1	1
864	только умного ведь это	1	1
865	высоким начинает с идеала	1	1
866	не чудесной жаждал свободной	1	1
867	я верю в это	1	1
868	себе подтвердить что люди	1	1
869	от разрушения и хаоса	1	1
870	против собственной выгоды а	1	1
871	страх тот сам станет	1	1
872	содомским еще страшнее кто	1	1
873	не сошел с креста	1	1
874	всем а что господа	1	1
875	для достоевского душа человеческая	1	1
876	и своим что наконец-то	1	1
