N	2gram	Ircho_Kome	formyVre
248	мы находим	2	6
249	от друга	2	6
250	в эпоху	1	6
251	особенно в	1	6
252	в начале	7	6
253	мы и	1	5
254	с этой	3	5
255	о чем	2	5
256	одно из	1	5
257	тем что	5	5
258	в порядке	2	5
259	в своей	3	5
260	почти все	1	5
261	в это	3	5
262	было и	1	5
263	отсюда и	1	5
264	хотя бы	2	5
265	только на	2	5
266	но они	2	5
267	борьбе с	1	5
268	всего этого	2	5
269	искусстве и	1	5
270	что все	1	5
271	вполне понятно	1	5
272	следовательно и	1	5
273	от этого	2	5
274	той или	1	5
275	как человек	1	5
276	так что	6	5
277	и является	1	5
278	по своей	2	5
279	в этой	9	5
280	протяжении всего	3	5
281	и от	2	5
282	чаще всего	3	5
283	там где	1	5
284	здесь же	1	5
285	в какой-то	3	5
286	мы встречаем	5	5
287	что они	4	5
288	не на	1	5
289	и они	1	5
290	с ними	2	5
291	далеко не	1	5
292	они не	1	5
293	не имеет	1	5
294	да и	5	5
295	не имеют	1	5
296	и уже	2	5
297	чем не	1	5
298	той же	3	5
299	произведения и	1	5
300	он может	1	5
301	эпохи возрождения	1	5
302	мы имеем	1	5
303	не без	1	5
304	или в	5	5
305	места в	1	5
306	об этом	2	5
307	первый план	1	5
308	и почти	1	5
309	и ни	1	5
310	нового времени	7	5
311	числе и	1	5
312	бы он	1	5
313	и только	1	5
314	во всем	1	4
315	от него	1	4
316	только что	2	4
317	см например	2	4
318	по всему	3	4
319	даже в	3	4
320	а затем	4	4
321	не являются	2	4
322	его от	1	4
323	другой стороны	6	4
324	по себе	2	4
325	в своих	2	4
326	из самых	2	4
327	или на	2	4
328	в одно	1	4
329	в данном	1	4
330	он был	4	4
331	в другом	5	4
332	времени мы	1	4
333	людей и	1	4
334	по отношению	5	4
335	они с	2	4
336	и те	1	4
337	в глаза	1	4
338	друг на	1	4
339	затем в	2	4
340	в нашем	2	4
341	не был	1	4
342	жизни так	2	4
343	несмотря на	5	4
344	проявляется в	1	4
345	к жизни	1	4
346	эпизоде с	1	4
347	что не	1	4
348	о которых	6	4
349	в чем	3	4
350	совсем не	2	4
351	явления в	1	4
352	за ними	1	4
353	античной литературы	5	4
354	в новое	2	4
355	друг другу	2	4
356	их к	3	4
357	человеческую жизнь	1	4
358	в один	2	4
359	любви и	1	4
360	и вот	4	4
361	случая и	2	4
362	по всем	2	4
363	в последнем	1	4
364	которых мы	2	4
365	и при	1	4
366	времени к	1	4
367	мы здесь	1	4
368	с бытовым	1	4
369	из того	2	4
370	для них	2	4
371	что он	11	4
372	перед нами	1	4
373	и более	2	4
374	же самое	2	4
375	принадлежит к	2	4
376	игра с	1	4
377	всяком случае	4	4
378	друг друга	2	4
379	формы и	1	4
380	они были	1	4
381	одних и	1	4
382	на дорогу	1	4
383	не для	1	4
384	бы на	1	4
385	как у	1	4
386	у нас	3	4
387	все равно	1	4
388	раз в	2	4
389	так в	6	4
390	к концу	3	4
391	со своей	3	4
392	на его	5	4
393	в одной	1	4
394	тем более	1	4
395	и тех	1	4
396	не понимающего	1	4
397	как он	2	4
398	же что	1	4
399	с большой	1	4
400	в тексте	1	4
401	и о	3	4
402	которыми он	1	4
403	в лице	2	4
404	с которыми	1	3
405	тому что	4	3
406	другой пример	1	3
407	из всех	2	3
408	время не	1	3
409	нас в	3	3
410	на нас	1	3
411	отношений в	1	3
412	в борьбе	1	3
413	можно говорить	1	3
414	жизнь в	1	3
415	похож на	1	3
416	в соответствии	2	3
417	в более	4	3
418	герой в	1	3
419	культуры в	1	3
420	всякого рода	1	3
421	во внешнем	1	3
422	и отчасти	1	3
423	не могли	2	3
424	вопрос о	5	3
425	которой он	2	3
426	и художественного	1	3
427	углом зрения	1	3
428	самого начала	2	3
429	и еще	5	3
430	как на	2	3
431	находится в	2	3
432	в зависимости	1	3
433	все время	2	3
434	в помине	1	3
435	этот образ	1	3
436	не мог	4	3
437	внимание на	1	3
438	у аристофана	8	3
439	же как	3	3
440	одна из	4	3
441	в двух	6	3
442	бы в	3	3
443	связь с	2	3
444	выражение в	1	3
445	для развития	1	3
446	на этом	3	3
447	как это	7	3
448	в тех	5	3
449	и детей	1	3
450	миру и	1	3
451	реального исторического	1	3
452	и возрождения	1	3
453	главным образом	4	3
454	не могла	2	3
455	теми же	1	3
456	если они	3	3
457	его к	1	3
458	и самый	1	3
459	от греческого	1	3
460	и здесь	6	3
461	и дает	2	3
462	это уже	2	3
463	если не	1	3
464	почти всегда	2	3
465	главный герой	1	3
466	и затем	1	3
467	бы не	1	3
468	сравнению с	1	3
469	зависимости от	1	3
470	нет в	1	3
471	не входит	1	3
472	и были	2	3
473	еще и	2	3
474	бы и	1	3
475	в течение	5	3
476	в свою	2	3
477	в значительной	1	3
478	наконец в	3	3
479	ряд с	1	3
480	значение для	1	3
481	на землю	3	3
482	целый ряд	2	3
483	и быта	1	3
484	в данной	1	3
485	нем не	1	3
486	событий в	2	3
487	пародия на	1	3
488	если мы	1	3
489	тем же	2	3
490	но это	2	3
491	в трагедии	3	3
492	которые в	3	3
493	ему в	2	3
494	нет ни	1	3
495	ни с	1	3
496	одна и	1	3
497	совершенно не	1	3
498	однако не	2	3
499	а на	2	3
500	от всех	1	3
501	в сферу	1	3
502	по своему	5	3
503	не столько	1	3
504	это было	5	3
505	но конечно	1	3
506	и внутреннее	1	3
507	мира как	1	3
508	и эти	1	3
509	с самого	3	3
510	человек из	1	3
511	но при	1	3
512	надо было	3	3
513	как уже	1	3
514	конечно в	1	3
515	при всем	3	3
516	по сравнению	1	3
517	времени с	1	3
518	к ней	2	3
519	вплоть до	1	3
520	все более	4	3
521	природой и	1	3
522	времени а	2	3
523	что на	4	3
524	не к	2	3
525	находим в	2	2
526	человек может	1	2
527	всего это	1	2
528	случае в	1	2
529	ее основных	1	2
530	и очень	2	2
531	только два	2	2
532	более что	1	2
533	что люди	1	2
534	ссылаясь на	2	2
535	которой они	1	2
536	в дом	1	2
537	остановиться на	2	2
538	с известной	2	2
539	ясно что	9	2
540	с собой	2	2
541	приходит к	1	2
542	вопрос об	1	2
543	в духе	3	2
544	герои и	1	2
545	комедии аристофана	8	2
546	к более	1	2
547	представление о	3	2
548	представители этого	1	2
549	правда в	3	2
550	как таковой	1	2
551	на следующий	1	2
552	отличается от	1	2
553	и нет	1	2
554	природы в	1	2
555	и питьем	1	2
556	я вижу	1	2
557	героя или	1	2
558	было в	1	2
559	служит для	1	2
560	имеет в	2	2
561	из жизни	1	2
562	с трудом	1	2
563	только под	1	2
564	из себя	1	2
565	особое место	1	2
566	особенно важно	1	2
567	говорить о	3	2
568	отметить что	1	2
569	до того	1	2
570	страны в	1	2
571	вернуться к	2	2
572	они должны	1	2
573	в каждом	2	2
574	женщин и	2	2
575	от них	3	2
576	тут же	2	2
577	однако эти	1	2
578	что даже	1	2
579	а мы	2	2
580	этом же	2	2
581	быта и	1	2
582	к нему	5	2
583	то в	1	2
584	не зная	1	2
585	что у	6	2
586	человеку не	1	2
587	собой в	2	2
588	что уже	1	2
589	были эти	1	2
590	этой же	3	2
591	после этого	3	2
592	и сама	1	2
593	и этим	1	2
594	для своего	2	2
595	лучше всего	1	2
596	в человеческую	1	2
597	тому же	14	2
598	собой разумеется	1	2
599	и притом	2	2
600	как по	2	2
601	сказал что	1	2
602	по аналогии	1	2
603	на себя	5	2
604	о смерти	1	2
605	также в	3	2
606	и она	1	2
607	между прочим	2	2
608	одном из	4	2
609	по традиционной	1	2
610	нашей эры	2	2
611	а только	1	2
612	могло бы	1	2
613	и своей	1	2
614	а потом	1	2
615	вошли в	1	2
616	были в	2	2
617	для создания	1	2
618	где бы	1	2
619	него самого	1	2
620	и та	1	2
621	никто не	3	2
622	хотя в	1	2
623	чем больше	1	2
624	соединении с	1	2
625	и тот	1	2
626	себя на	1	2
627	где в	1	2
628	даже не	4	2
629	и сам	5	2
630	должны были	9	2
631	была уже	2	2
632	с людьми	1	2
633	между людьми	2	2
634	культуры и	1	2
635	что во	1	2
636	его как	1	2
637	бы его	1	2
638	в каком	1	2
639	и каждый	1	2
640	о его	5	2
641	едой и	1	2
642	всех сторон	1	2
643	которое мы	1	2
644	них не	1	2
645	в полном	2	2
646	п в	1	2
647	аристофана на	1	2
648	в философии	2	2
649	и особенно	7	2
650	мы видели	2	2
651	можно только	1	2
652	романа с	1	2
653	в состав	2	2
654	и против	1	2
655	опирается на	1	2
656	они и	1	2
657	если в	3	2
658	место во	2	2
659	его с	2	2
660	на ее	2	2
661	литературе нового	1	2
662	в большом	2	2
663	в действии	2	2
664	в область	1	2
665	он действует	1	2
666	разного рода	1	2
667	бытовом плане	1	2
668	утверждает что	1	2
669	его реальной	1	2
670	и создает	1	2
671	его образ	1	2
672	там же	4	2
673	от их	1	2
674	стран и	1	2
675	самим собой	1	2
676	так называемый	1	2
677	одновременно с	3	2
678	времени не	1	2
679	и такая	2	2
680	как для	1	2
681	которые могут	1	2
682	данном случае	1	2
683	о котором	1	2
684	говорить и	1	2
685	в разработке	1	2
686	взаимоотношения между	1	2
687	бросается в	1	2
688	то он	1	2
689	он же	1	2
690	и всех	1	2
691	в очень	1	2
692	со всех	1	2
693	то и	3	2
694	и чаще	2	2
695	и поэтому	2	2
696	и тогда	1	2
697	из которой	2	2
698	только один	2	2
699	отношении к	1	2
700	от других	1	2
701	он становится	1	2
702	каждый из	3	2
703	действия и	1	2
704	на которые	3	2
705	соответствии с	2	2
706	историческая действительность	1	2
707	с нею	1	2
708	этого слова	1	2
709	но если	4	2
710	связей и	1	2
711	идей и	1	2
712	и после	3	2
713	или вовсе	3	2
714	внешнее и	1	2
715	высшей степени	1	2
716	самое слово	1	2
717	попадает в	1	2
718	борьба и	1	2
719	ее на	1	2
720	времени это	2	2
721	идет о	5	2
722	и новой	4	2
723	где он	2	2
724	авторы и	1	2
725	в честь	3	2
726	себя в	2	2
727	в бытовом	1	2
728	с их	4	2
729	литературу и	1	2
730	непосредственно в	1	2
731	образом в	2	2
732	этого рода	2	2
733	которые как	1	2
734	и эта	1	2
735	и новых	1	2
736	что их	1	2
737	до наших	1	2
738	в стороне	1	2
739	мира а	1	2
740	за которым	1	2
741	является не	2	2
742	к своему	1	2
743	в соединении	1	2
744	не столь	2	2
745	и людей	2	2
746	что им	1	2
747	те явления	1	2
748	но уже	1	2
749	должен быть	1	2
750	человека не	1	2
751	буквальном смысле	1	2
752	обычно в	1	2
753	реальный мир	1	2
754	его не	1	2
755	одну из	2	2
756	и образов	1	2
757	части и	1	2
758	в искусстве	1	2
759	не о	1	2
760	частности в	2	2
761	в пути	1	2
762	еще в	9	2
763	с человеком	1	2
764	как их	1	2
765	в римских	1	2
766	со своими	1	2
767	наконец что	1	2
768	не осталось	1	2
769	сказать в	1	2
770	зрения на	2	2
771	само собой	2	2
772	в так	2	2
773	у великих	1	2
774	и вариаций	1	1
775	они являются	1	1
776	является в	1	1
777	философии и	2	1
778	традиционный образ	1	1
779	места и	1	1
780	об отражении	1	1
781	быть использованы	1	1
782	в настоящем	2	1
783	еще раз	1	1
784	мы найдем	4	1
785	морем и	1	1
786	и мира	1	1
787	созданные в	1	1
788	бытового плана	1	1
789	особый и	1	1
790	именно на	2	1
791	на эти	1	1
792	законном браке	1	1
793	этих событий	1	1
794	выводу что	1	1
795	остались бы	1	1
796	как носитель	1	1
797	исходя из	1	1
798	три типа	1	1
799	фрагментах и	1	1
800	очень много	1	1
801	жизнь или	1	1
802	до него	1	1
803	всех случаях	1	1
804	реальных и	1	1
805	дело с	3	1
806	жалобы и	1	1
807	в финале	2	1
808	пределах одного	1	1
809	потому именно	1	1
810	тем как	2	1
811	одно это	1	1
812	не вызывает	1	1
813	в современности	1	1
814	афродиты и	1	1
815	него в	1	1
816	состояние мира	1	1
817	своего сына	1	1
818	исторического лица	2	1
819	женщины и	1	1
820	является время	1	1
821	приобщиться к	1	1
822	этим объясняется	3	1
823	люди и	1	1
824	ко всем	1	1
825	более или	1	1
826	могла обойтись	1	1
827	и новый	1	1
828	он имеет	1	1
829	на свой	1	1
830	в первом	2	1
831	дело обстояло	1	1
832	и позже	1	1
833	на чужой	1	1
834	случаях когда	1	1
835	им по	1	1
836	очистительной жертвы	1	1
837	как об	1	1
838	традиционные схемы	1	1
839	уходят из	1	1
840	из всего	2	1
841	принципы построения	1	1
842	и другим	1	1
843	аристофана здесь	1	1
844	века мы	1	1
845	к самому	1	1
846	что по	3	1
847	первой половине	2	1
848	борьбе и	1	1
849	на эту	1	1
850	термин этот	1	1
851	аристофана мы	1	1
852	дома и	1	1
853	не вполне	2	1
854	задняя часть	1	1
855	не менее	6	1
856	один ряд	1	1
857	с последующим	1	1
858	почти ни	1	1
859	от дороги	1	1
860	бросить свой	1	1
861	государство со	1	1
862	и оттенки	1	1
863	для их	3	1
864	в форму	2	1
865	связанного с	1	1
866	так например	1	1
867	трудом в	1	1
868	только теперь	1	1
869	жизни к	1	1
870	обращение к	1	1
871	соединение в	1	1
872	службу и	1	1
873	друзья его	1	1
874	и иногда	1	1
875	его мать	1	1
876	действительности в	1	1
877	нам не	1	1
878	великих французских	1	1
879	к этой	1	1
880	всю его	1	1
881	больше чем	5	1
882	темы и	1	1
883	литературного наследия	2	1
884	же времени	1	1
885	себе все	1	1
886	и лирических	1	1
887	к типу	1	1
888	в динамике	1	1
889	за исключением	3	1
890	iii и	1	1
891	связь его	1	1
892	на очень	1	1
893	представления о	2	1
894	ее у	1	1
895	в моменты	1	1
896	в нескольких	2	1
897	других и	1	1
898	объясняется и	1	1
899	к эпохе	2	1
900	нам по	1	1
901	он помогает	1	1
902	и дают	2	1
903	отрыве от	1	1
904	комедии как	4	1
905	миф о	1	1
906	не всегда	2	1
907	вопроса об	1	1
908	в руках	4	1
909	поэтому мы	2	1
910	почве и	1	1
911	тогда же	1	1
912	аналогий в	1	1
913	точек зрения	2	1
914	перспективы и	1	1
915	к философии	1	1
916	в ранних	2	1
917	превращается в	1	1
918	дошли до	1	1
919	его по	1	1
920	в каждой	1	1
921	сил в	1	1
922	что нынешние	1	1
923	в применении	1	1
924	вынуждены были	1	1
925	возникавшие в	1	1
926	яркий пример	1	1
927	отношений с	1	1
928	же его	1	1
929	себе в	1	1
930	так мы	1	1
931	видно что	1	1
932	и формы	2	1
933	греции и	3	1
934	на море	4	1
935	его же	1	1
936	сцены в	1	1
937	среди них	1	1
938	совершенно ясна	1	1
939	отношений и	1	1
940	самом начале	3	1
941	является конечно	1	1
942	которого они	1	1
943	же так	1	1
944	по случаю	3	1
945	него не	1	1
946	до высшей	1	1
947	тех случаях	1	1
948	ее как	1	1
949	как правило	5	1
950	в уже	4	1
951	не больше	1	1
952	реальной жизни	1	1
953	следующим образом	1	1
954	на него	4	1
955	это отношение	1	1
956	почти нет	1	1
957	есть по	1	1
958	направлена также	1	1
959	который в	2	1
960	ясно во	1	1
961	воли и	1	1
962	речь о	2	1
963	о браке	1	1
964	к этим	3	1
965	для этой	3	1
966	совсем иной	1	1
967	так у	1	1
968	не представляется	1	1
969	друга во	1	1
970	восходят к	2	1
971	по которым	6	1
972	который они	1	1
973	едва ли	16	1
974	наибольшей степени	1	1
975	со столь	1	1
976	от ее	1	1
977	гораздо более	2	1
978	на античных	1	1
979	ближе к	1	1
980	время для	1	1
981	бы то	4	1
982	с радостью	1	1
983	не происходит	1	1
984	и представляет	1	1
985	под открытым	1	1
986	и политическая	1	1
987	событий а	1	1
988	не противоречит	1	1
989	мира из	1	1
990	поскольку в	1	1
991	а наоборот	1	1
992	от его	1	1
993	к человеку	2	1
994	вокруг этого	1	1
995	к природе	1	1
996	самый характер	1	1
997	своему содержанию	1	1
998	на том	1	1
999	такого рода	6	1
1000	в состоянии	3	1
1001	о месте	1	1
1002	мы знаем	5	1
1003	начала и	1	1
1004	своей социальной	1	1
1005	героев которые	1	1
1006	его лежит	1	1
1007	элементов и	1	1
1008	к которому	4	1
1009	однако этот	1	1
1010	с тех	1	1
1011	походах и	1	1
1012	на поверхность	1	1
1013	тем не	3	1
1014	такова в	1	1
1015	от начала	1	1
1016	этот источник	1	1
1017	значительной степени	1	1
1018	аналогии с	2	1
1019	протяжении полутора	1	1
1020	и за	3	1
1021	в тот	1	1
1022	и вернуться	1	1
1023	всегда является	1	1
1024	это слово	4	1
1025	участию в	1	1
1026	в страну	1	1
1027	противоречие между	2	1
1028	наше внимание	1	1
1029	ориентации на	1	1
1030	мировоззрения и	1	1
1031	говорит он	1	1
1032	классические греческие	1	1
1033	игру случая	1	1
1034	человек а	1	1
1035	свои сюжеты	1	1
1036	открытым небом	1	1
1037	одним из	3	1
1038	времени у	1	1
1039	более поздние	2	1
1040	каждая из	1	1
1041	или хотя	1	1
1042	порождает и	1	1
1043	целом ряде	1	1
1044	iii в	7	1
1045	время находились	1	1
1046	в изображении	2	1
1047	даются в	1	1
1048	эти три	1	1
1049	сознания как	1	1
1050	во главе	1	1
1051	сделать его	1	1
1052	в рукописях	1	1
1053	в идейной	1	1
1054	что стало	1	1
1055	типа к	1	1
1056	больше всего	2	1
1057	возможности для	1	1
1058	достаточно назвать	2	1
1059	в первые	2	1
1060	в греческих	2	1
1061	пародии на	1	1
1062	в эту	2	1
1063	по своим	1	1
1064	на себе	1	1
1065	в самих	1	1
1066	и являются	1	1
1067	были известны	2	1
1068	труда в	1	1
1069	чтобы понять	1	1
1070	по поводу	7	1
1071	выступает с	2	1
1072	понятий и	1	1
1073	и мир	2	1
1074	в русской	1	1
1075	же названием	1	1
1076	сократа и	1	1
1077	с новой	2	1
1078	быть объяснена	1	1
1079	до самой	1	1
1080	для его	1	1
1081	это были	2	1
1082	образа сократа	1	1
1083	в устах	1	1
1084	действия в	1	1
1085	чтобы в	1	1
1086	ни встречи	1	1
1087	этой войны	1	1
1088	действие в	1	1
1089	они вынуждены	1	1
1090	вступить на	1	1
1091	все остальные	3	1
1092	месте в	1	1
1093	зрения в	1	1
1094	мы достаточно	1	1
1095	греческой и	1	1
1096	не дает	1	1
1097	существующему и	1	1
1098	между тем	9	1
1099	исторической ограниченности	1	1
1100	комедии и	7	1
1101	об исторической	1	1
1102	соответствует и	1	1
1103	на весь	1	1
1104	обычно на	1	1
1105	говорить об	1	1
1106	действующих лиц	8	1
1107	и тем	2	1
1108	стороне от	1	1
1109	оказывается в	1	1
1110	остаться в	3	1
1111	но зато	1	1
1112	надо сказать	1	1
1113	год и	1	1
1114	в идеологическом	1	1
1115	всех других	1	1
1116	не приходится	1	1
1117	из него	1	1
1118	и что	2	1
1119	и силами	1	1
1120	время когда	2	1
1121	потребность в	1	1
1122	к ее	2	1
1123	составная часть	1	1
1124	включается в	1	1
1125	видимо и	2	1
1126	проблем в	1	1
1127	доходит до	1	1
1128	этом смысле	2	1
1129	кроме этих	1	1
1130	сил и	1	1
1131	самому существу	1	1
1132	родился в	1	1
1133	как поступить	1	1
1134	могла бы	2	1
1135	явления которые	1	1
1136	занимает в	1	1
1137	его герои	2	1
1138	ко времени	3	1
1139	ни одной	3	1
1140	еще была	1	1
1141	превратилась в	1	1
1142	но без	1	1
1143	он в	1	1
1144	обычно его	1	1
1145	от государства	1	1
1146	наиболее яркий	2	1
1147	к новым	1	1
1148	это вовсе	1	1
1149	однако в	4	1
1150	время на	1	1
1151	другая попытка	1	1
1152	оба они	1	1
1153	вторую половину	1	1
1154	иногда в	1	1
1155	в отрывках	4	1
1156	в доме	6	1
1157	о других	1	1
1158	в пародийном	1	1
1159	известны в	1	1
1160	даже если	3	1
1161	в первой	2	1
1162	все резче	1	1
1163	все остальное	1	1
1164	с которым	1	1
1165	в общем	2	1
1166	средних и	1	1
1167	всю жизнь	1	1
1168	бы быть	1	1
1169	свои силы	1	1
1170	раскрывается с	1	1
1171	о роли	1	1
1172	время он	1	1
1173	которые были	2	1
1174	римской империи	2	1
1175	у плутарха	1	1
1176	его влияние	1	1
1177	который был	1	1
1178	речи о	1	1
1179	независимо от	5	1
1180	большую часть	1	1
1181	комедию и	1	1
1182	чтобы не	1	1
1183	каждого из	2	1
1184	мира находится	1	1
1185	на рубеже	1	1
1186	в развитии	2	1
1187	иронии и	1	1
1188	были бы	1	1
1189	с полной	1	1
1190	всех отношениях	1	1
1191	включая сюда	3	1
1192	представляет себе	1	1
1193	известностью в	1	1
1194	в последующих	1	1
1195	на римской	1	1
1196	те не	1	1
1197	вопросы о	1	1
1198	за несколько	1	1
1199	обвинения в	4	1
1200	самым существенным	1	1
1201	жанра и	1	1
1202	в самый	1	1
1203	не раскрывается	1	1
1204	знакомых нам	1	1
1205	известно что	4	1
1206	как почти	1	1
1207	почти не	2	1
1208	этого понятия	1	1
1209	которые он	3	1
1210	своих героев	1	1
1211	ассоциаций так	1	1
1212	лишь только	1	1
1213	даже со	1	1
1214	на те	2	1
1215	уже знаем	1	1
1216	что это	5	1
1217	в положение	3	1
1218	и из	2	1
1219	в наиболее	4	1
1220	присущ и	1	1
1221	в другой	1	1
1222	стороны в	1	1
1223	весь ее	1	1
1224	из которых	5	1
1225	времени когда	1	1
1226	о которой	1	1
1227	частная собственность	1	1
1228	интерес к	2	1
1229	к выводу	2	1
1230	не обходится	2	1
1231	брак к	1	1
1232	неизвестно кем	1	1
1233	видели как	1	1
1234	его далеко	1	1
1235	сводится к	1	1
1236	подобно тому	1	1
1237	см особенно	1	1
1238	до эпохи	1	1
1239	этот же	1	1
1240	под этим	1	1
1241	филологов и	1	1
1242	один человек	1	1
1243	организующим началом	1	1
1244	самого и	1	1
1245	такого же	1	1
1246	должен был	1	1
1247	или непосредственно	1	1
1248	из сказанного	1	1
1249	тон в	1	1
1250	этой точки	1	1
1251	не более	2	1
1252	и одновременно	3	1
1253	то на	1	1
1254	изображения в	1	1
1255	благодаря своей	1	1
1256	с ней	1	1
1257	обходится без	1	1
1258	v в	27	1
1259	не делает	1	1
1260	из уст	1	1
1261	говорить в	1	1
1262	появляются на	1	1
1263	и роль	1	1
1264	ему что	1	1
1265	кем и	1	1
1266	и iv	1	1
1267	с такими	1	1
1268	оценивается в	1	1
1269	опубликовать в	1	1
1270	художественного мышления	4	1
1271	приводит к	1	1
1272	становится ясным	1	1
1273	эта борьба	1	1
1274	в родном	1	1
1275	при всех	1	1
1276	и материальной	1	1
1277	из своей	2	1
1278	стало быть	1	1
1279	реальная жизнь	1	1
1280	и римской	1	1
1281	огромную роль	1	1
1282	ее характер	1	1
1283	говорили что	1	1
1284	того на	1	1
1285	имеет свои	1	1
1286	такое положение	1	1
1287	аристофана в	5	1
1288	так уже	1	1
1289	своего выражения	1	1
1290	со временем	2	1
1291	в диалоге	1	1
1292	образом все	1	1
1293	типов но	1	1
1294	плане в	1	1
1295	и частной	1	1
1296	двух последних	1	1
1297	была найдена	1	1
1298	их самих	1	1
1299	дошедшие до	1	1
1300	около двух	1	1
1301	этой традиции	1	1
1302	то были	1	1
1303	ли он	1	1
