N	2gram	Bakhtin_KF	TeoriaLi
99	совпадает с	1	4
100	входит в	4	4
101	в другом	3	4
102	говорить о	2	4
103	отношении к	2	4
104	и т.д	4	4
105	в нашем	1	4
106	к тому	1	4
107	этого слова	2	4
108	никогда не	5	4
109	или иным	2	4
110	и того	2	4
111	это не	10	4
112	хотя и	1	4
113	в литературе	1	4
114	слова в	2	4
115	в их	9	4
116	его в	5	4
117	но он	1	4
118	не знает	5	4
119	мира и	4	4
120	по своему	3	4
121	а только	1	4
122	субъекта и	1	4
123	в свою	3	4
124	в форме	1	4
125	того же	1	4
126	одного и	2	4
127	с ее	2	4
128	в целом	10	4
129	и ее	2	4
130	и к	1	3
131	к действительности	1	3
132	во втором	1	3
133	в момент	3	3
134	для себя	7	3
135	была бы	1	3
136	только не	1	3
137	если бы	8	3
138	все эти	11	3
139	а именно	1	3
140	именно в	5	3
141	в жизни	2	3
142	имеет место	1	3
143	к его	1	3
144	в соответствии	2	3
145	их в	1	3
146	никто не	1	3
147	в иной	1	3
148	тем не	2	3
149	культуры в	1	3
150	свою очередь	1	3
151	между собой	1	3
152	потому что	2	3
153	причастности к	1	3
154	в одном	5	3
155	имеем в	2	3
156	мог бы	1	3
157	во всей	4	3
158	от себя	10	3
159	понятие о	1	3
160	и для	10	3
161	к содержанию	2	3
162	и то	2	3
163	и автора	1	3
164	мышления и	2	3
165	в единое	2	3
166	и потому	2	3
167	с точки	10	3
168	ни к	2	3
169	эстетического созерцания	5	3
170	как раз	1	3
171	прежде всего	4	3
172	или в	1	3
173	в контексте	5	3
174	и как	2	3
175	вовсе не	7	3
176	той или	3	3
177	его эстетической	1	3
178	во всех	11	3
179	а с	2	3
180	ценностного центра	4	3
181	в акте	3	3
182	в которой	1	3
183	не будет	2	3
184	он должен	1	3
185	не с	1	3
186	нового времени	1	3
187	говоря о	1	3
188	этом смысле	3	3
189	в этой	2	3
190	и др	1	3
191	человеческой жизни	1	3
192	столь же	1	3
193	лирический герой	1	3
194	и по	1	3
195	отнюдь не	7	3
196	в точке	1	3
197	мира в	6	3
198	более не	1	2
199	мире и	1	2
200	образом и	1	2
201	один из	2	2
202	и здесь	7	2
203	и мира	1	2
204	и на	3	2
205	жизни а	1	2
206	переживание переживания	2	2
207	жить и	2	2
208	на этом	1	2
209	из которых	2	2
210	а затем	1	2
211	по себе	2	2
212	оно не	2	2
213	и даже	1	2
214	эстетической деятельности	1	2
215	здесь мы	4	2
216	самом деле	3	2
217	две строфы	1	2
218	имеет дело	1	2
219	жизнь на	1	2
220	с ними	4	2
221	вместе с	1	2
222	жизни в	5	2
223	себя и	5	2
224	отличается от	1	2
225	вследствие этого	2	2
226	в известном	1	2
227	всей своей	2	2
228	в каком	4	2
229	своей жизни	1	2
230	о том	3	2
231	сам же	1	2
232	я во	1	2
233	это и	3	2
234	при условии	2	2
235	вытекает из	2	2
236	совершенно иной	1	2
237	к нему	12	2
238	в значительной	1	2
239	и иных	1	2
240	на основе	7	2
241	но во	1	2
242	сознания в	2	2
243	для меня	22	2
244	не могло	1	2
245	только на	1	2
246	вступает в	3	2
247	может служить	1	2
248	и это	12	2
249	превращается в	1	2
250	времени и	4	2
251	значительной степени	1	2
252	соответствии с	2	2
253	если мы	1	2
254	тем же	1	2
255	места для	1	2
256	что она	1	2
257	здесь не	3	2
258	в противном	1	2
259	он и	2	2
260	в системе	1	2
261	не просто	1	2
262	видения мира	1	2
263	жизни но	3	2
264	мир все	1	2
265	бы то	2	2
266	вокруг него	2	2
267	основе своей	2	2
268	моя жизнь	1	2
269	в последней	1	2
270	одной из	1	2
271	к смыслу	1	2
272	несмотря на	1	2
273	я как	1	2
274	ни было	4	2
275	ее в	1	2
276	все это	10	2
277	что и	7	2
278	или иную	1	2
279	мире можно	1	2
280	как ученый	1	2
281	к чему	3	2
282	дело в	2	2
283	даль и	1	2
284	я и	5	2
285	тому что	2	2
286	в какой	1	2
287	я не	6	2
288	эстетического субъекта	2	2
289	противном случае	1	2
290	не от	1	2
291	данный момент	3	2
292	это было	2	2
293	в чем	4	2
294	делает его	1	2
295	об этом	1	2
296	должен быть	7	2
297	а для	2	2
298	ценностный центр	2	2
299	но как	5	2
300	данном контексте	1	2
301	ту или	1	2
302	то ни	2	2
303	этом мире	2	2
304	дело не	2	2
305	быть и	3	2
306	к такой	1	2
307	в первом	1	2
308	свою жизнь	2	2
309	и эстетической	1	2
310	от своего	1	2
311	это может	1	2
312	во мне	3	2
313	человека и	3	2
314	его я	1	2
315	в большинстве	1	2
316	с человеком	3	2
317	всей его	2	2
318	тем или	1	2
319	могла бы	4	2
320	заданности и	1	2
321	что может	1	2
322	известном смысле	1	2
323	о его	1	2
324	с чем	1	2
325	включает в	2	2
326	автора как	2	2
327	в данный	3	2
328	события в	3	2
329	ни был	2	2
330	чтобы не	2	2
331	жизненные ценности	1	1
332	к такому	1	1
333	от него	3	1
334	все что	1	1
335	вступить в	2	1
336	можно говорить	1	1
337	и конечно	2	1
338	одном случае	1	1
339	здесь именно	1	1
340	же и	1	1
341	в событии	5	1
342	такова же	1	1
343	и свою	1	1
344	местом в	1	1
345	как содержание	1	1
346	его с	2	1
347	все люди	1	1
348	живет в	1	1
349	на ее	1	1
350	на первом	2	1
351	случае мы	2	1
352	дело с	2	1
353	в которую	1	1
354	есть для	1	1
355	что делает	1	1
356	бытия я	1	1
357	она лишь	1	1
358	что это	4	1
359	содержит в	1	1
360	с ним	5	1
361	это уже	2	1
362	тем как	3	1
363	оно становится	1	1
364	ты и	1	1
365	не как	4	1
366	предполагает не	1	1
367	смыслу и	2	1
368	смысле можно	1	1
369	и делает	3	1
370	в результате	1	1
371	имеем не	1	1
372	противоречие с	1	1
373	с собой	1	1
374	и само	2	1
375	смысла в	2	1
376	в единстве	8	1
377	со всеми	2	1
378	не сможет	1	1
379	должен был	1	1
380	их не	1	1
381	же я	1	1
382	до этого	1	1
383	сознание не	1	1
384	однако что	2	1
385	с ней	1	1
386	жизнь в	1	1
387	смысла и	2	1
388	принципиально иной	1	1
389	мы говорим	2	1
390	мысль о	1	1
391	все моменты	1	1
392	поступок в	6	1
393	тем что	3	1
394	практически не	1	1
395	расположение их	1	1
396	в составе	2	1
397	и будет	1	1
398	и действительно	6	1
399	включен в	1	1
400	если он	1	1
401	в эстетическую	1	1
402	и должен	2	1
403	меня в	3	1
404	с тем	2	1
405	стороны в	3	1
406	и вокруг	2	1
407	возможна только	1	1
408	переживания как	2	1
409	с собою	1	1
410	все же	5	1
411	человек со	1	1
412	к бытию	1	1
413	своему смыслу	1	1
414	предмета и	1	1
415	не имеет	6	1
416	бы не	3	1
417	действительную жизнь	1	1
418	ему и	1	1
419	зависимости от	1	1
420	поскольку он	3	1
421	себя не	3	1
422	между ним	1	1
423	в это	2	1
424	нет в	4	1
425	включая и	1	1
426	всем его	3	1
427	жизни является	2	1
428	с этим	1	1
429	все они	2	1
430	только одно	1	1
431	можно в	1	1
432	и я	6	1
433	моего сознания	2	1
434	совершенно не	7	1
435	все и	1	1
436	существенный момент	1	1
437	ясность и	1	1
438	полноте и	1	1
439	не существует	1	1
440	шире и	1	1
441	в котором	24	1
442	осуществляется в	1	1
443	зависит от	1	1
444	в действительности	1	1
445	и такие	1	1
446	и пр	3	1
447	лицом и	1	1
448	вопрос о	2	1
449	это мир	4	1
450	содержания в	1	1
451	более чем	1	1
452	мира как	2	1
453	заключать в	1	1
454	это событие	1	1
455	помимо его	1	1
456	всех его	2	1
457	каким бы	1	1
458	с моей	3	1
459	она могла	2	1
460	единства в	2	1
461	не должно	3	1
462	из жизни	1	1
463	не быть	3	1
464	способу мышления	1	1
465	этом пути	1	1
466	вмещает в	1	1
467	ним и	3	1
468	эти стороны	1	1
469	с нашим	1	1
470	а через	1	1
471	задана как	1	1
472	сознание в	1	1
473	слова и	1	1
474	положений и	1	1
475	с которой	1	1
476	и теперь	1	1
477	жизни и	8	1
478	чего не	2	1
479	не носит	1	1
480	значение для	1	1
481	в противоречие	1	1
482	я для	1	1
483	не об	1	1
484	оценки и	2	1
485	в различных	1	1
486	одно из	1	1
487	в мир	2	1
488	и до	1	1
489	для которого	3	1
490	и смыслы	1	1
491	в истории	1	1
492	последних двух	1	1
493	всю полноту	1	1
494	и находит	1	1
495	от своей	5	1
496	было и	2	1
497	жизни что	1	1
498	всего что	1	1
499	автора его	2	1
500	и себя	1	1
501	этого мира	3	1
502	и эстетического	1	1
503	к ним	4	1
504	т.е не	2	1
505	не становится	1	1
506	это существенно	1	1
507	настоящее время	1	1
508	ее не	1	1
509	она может	1	1
510	той же	1	1
511	ее как	2	1
512	жизнь других	1	1
513	смысле не	2	1
514	целого и	1	1
515	ее мышления	1	1
516	до конца	3	1
517	за его	1	1
518	эстетическому субъекту	2	1
519	только при	1	1
520	как я	1	1
521	субъектом и	1	1
522	мышления но	1	1
523	нигде не	3	1
524	в одной	1	1
525	раз и	2	1
526	что все	1	1
527	том же	1	1
528	к миру	1	1
529	в сознании	2	1
530	исходит из	1	1
531	момент в	7	1
532	выбора все	1	1
533	одна из	1	1
534	момент свершения	1	1
535	данности бытия	1	1
536	не мыслится	1	1
537	здесь и	1	1
538	по поводу	1	1
539	культуры и	5	1
540	зрения автора	1	1
541	к предмету	1	1
542	культуры как	1	1
543	к этим	1	1
544	события она	1	1
545	друг друга	1	1
546	научной истины	1	1
547	все с	1	1
548	освобождения от	1	1
549	в настоящее	1	1
550	едва ли	2	1
551	тот же	3	1
552	другого и	2	1
553	деятельности и	2	1
554	своего развития	1	1
555	могли быть	1	1
556	как основной	1	1
557	ближе к	3	1
558	этих моментов	2	1
559	именно к	1	1
560	проникает в	5	1
561	которой я	2	1
562	обе стороны	1	1
563	ответственность за	2	1
564	мы видим	1	1
565	видения в	1	1
566	собой и	1	1
567	имеют место	2	1
568	со мной	7	1
569	так как	1	1
570	меня эта	1	1
571	она и	1	1
572	от его	5	1
573	они не	1	1
574	может не	2	1
575	но из	1	1
576	на язык	3	1
577	не решает	1	1
578	первом случае	1	1
579	должно быть	6	1
580	время и	5	1
581	всех сторон	1	1
582	других для	2	1
583	ценностей или	1	1
584	а тот	1	1
585	своей причастности	1	1
586	бытия не	2	1
587	не для	1	1
588	не своей	1	1
589	в некоторое	2	1
590	и нераздельное	1	1
591	ее можно	1	1
592	для нас	4	1
593	и сама	1	1
594	и одна	1	1
595	и через	1	1
596	систему ценностей	1	1
597	одновременно и	1	1
598	не содержит	1	1
599	не субъективно	1	1
600	сознания и	3	1
601	им с	1	1
602	противоречие между	1	1
603	весь мир	2	1
604	в третьем	1	1
605	высшей ценностью	1	1
606	не путем	1	1
607	не была	1	1
608	ведь это	2	1
609	но с	1	1
610	не было	8	1
611	бы для	1	1
612	говорим о	2	1
613	отказаться от	2	1
614	отношения являются	1	1
615	ее действительного	1	1
616	становления и	1	1
617	и где	1	1
618	но эта	6	1
619	места в	4	1
620	себя а	4	1
621	позицию по	1	1
622	что не	3	1
623	в бытии	26	1
624	за свою	1	1
625	не допуская	1	1
626	чтобы быть	2	1
627	внимание в	1	1
628	но само	1	1
629	и исторической	1	1
630	не остается	2	1
631	и эстетический	2	1
632	бы быть	5	1
633	своей структуре	1	1
634	не подлежит	1	1
635	вследствие того	1	1
636	большинстве случаев	1	1
637	не есть	22	1
638	бытию и	1	1
639	как другого	1	1
640	и абсолютная	1	1
641	между прочим	1	1
642	рядом с	3	1
643	акта в	2	1
644	при таком	1	1
645	определяет его	1	1
646	сознания как	2	1
647	и религии	1	1
648	активностью в	1	1
649	от этого	2	1
650	остается лишь	1	1
651	остановимся на	1	1
652	больше и	1	1
653	его жизни	3	1
654	на его	1	1
655	для героя	1	1
656	себе и	3	1
657	точек зрения	1	1
658	единство и	1	1
659	смысловой значимости	2	1
660	своей значимости	3	1
661	особенно в	1	1
662	действительности и	1	1
663	вживания в	1	1
664	и другого	3	1
665	лишь однажды	1	1
666	и мир	2	1
667	основе его	1	1
668	остается в	1	1
669	в каждом	3	1
670	здесь как	1	1
671	к настоящему	1	1
672	может иметь	2	1
673	том случае	1	1
674	со всех	1	1
675	только к	1	1
676	жизнь и	2	1
677	как себя	1	1
678	в своих	4	1
679	мире других	1	1
680	значимые и	1	1
681	он ни	2	1
682	жизни я	1	1
683	эмоционально-волевое отношение	2	1
684	на задний	1	1
685	этой своей	1	1
686	в лучшем	1	1
687	чего нет	1	1
688	границы и	1	1
689	если не	2	1
690	она не	2	1
691	когда я	3	1
692	значимость в	1	1
693	задний план	1	1
694	не дает	3	1
695	и передачи	1	1
696	не тот	1	1
697	ту же	1	1
698	совсем не	2	1
699	но всегда	2	1
700	мир как	6	1
701	человека как	1	1
702	не более	1	1
703	так называемые	1	1
704	говорить об	1	1
705	просто не	1	1
706	на чем	1	1
707	и может	3	1
708	а по	2	1
709	другим и	1	1
710	и их	6	1
711	может оставаться	1	1
712	между жизнью	1	1
713	отношений между	1	1
714	но только	1	1
715	его полноте	1	1
716	ни одно	5	1
717	лежат в	3	1
718	и жизни	4	1
719	не способна	2	1
720	также и	1	1
721	этих случаях	1	1
722	то или	2	1
723	или иное	2	1
724	когда мы	1	1
725	не совпадает	1	1
726	еще на	1	1
727	себя за	2	1
728	неслиянное и	1	1
729	единицы и	1	1
730	было бы	8	1
731	а тем	1	1
732	ее смысл	1	1
733	поскольку оно	1	1
734	не по	4	1
735	я это	1	1
736	из нее	2	1
737	некое эстетическое	1	1
738	же самое	1	1
739	как мы	1	1
740	жизни не	1	1
741	и каждая	1	1
742	его как	5	1
743	в зависимости	1	1
744	подход к	1	1
745	сказать в	1	1
746	но прежде	1	1
747	произведения не	1	1
748	связи между	1	1
749	лишь путем	1	1
750	и от	1	1
751	и есть	10	1
752	с которым	1	1
753	однако по	1	1
754	же в	1	1
755	единством а	1	1
756	бытия и	10	1
757	к пониманию	1	1
758	всю жизнь	1	1
759	из его	3	1
760	но я	2	1
761	на то	1	1
762	эмоционально-волевым тоном	5	1
763	себе самому	1	1
764	бы ни	1	1
765	я люблю	1	1
766	нуждается в	1	1
767	и только	7	1
768	вся система	1	1
769	ответственного за	1	1
770	чему не	2	1
771	независимо от	3	1
772	лучшем случае	1	1
773	в него	2	1
774	для этого	2	1
775	ориентирована на	1	1
776	и объект	1	1
777	нет не	1	1
778	и совершенно	3	1
779	действительной жизни	3	1
780	дело здесь	2	1
781	содержания не	1	1
782	жизнью и	1	1
783	кажется что	2	1
784	бытия чтобы	1	1
785	и иные	1	1
786	момент его	9	1
787	себе а	2	1
788	котором он	3	1
