N	2gram	Vygotskiy_	Russkaja
368	совершенно бессильна	1	1
369	и многие	1	1
370	один из	3	1
371	эти элементы	1	1
372	на попытки	1	1
373	человека к	4	1
374	что у	3	1
375	и мы	3	1
376	за ним	1	1
377	сейчас в	2	1
378	друг к	2	1
379	ничем не	3	1
380	этому пути	2	1
381	в принципе	1	1
382	на эти	3	1
383	а наоборот	1	1
384	вообще не	1	1
385	себя только	1	1
386	одна не	1	1
387	сравнению со	1	1
388	себе представить	1	1
389	и материал	1	1
390	а по	1	1
391	которые не	4	1
392	которая в	2	1
393	переходит в	1	1
394	время и	1	1
395	отношению к	11	1
396	собой в	1	1
397	том числе	3	1
398	силы можно	1	1
399	которых мы	2	1
400	мы не	13	1
401	реальными политиками	1	1
402	на ее	2	1
403	других странах	1	1
404	делает возможным	1	1
405	что значит	1	1
406	в состоянии	2	1
407	связи между	3	1
408	с этой	7	1
409	это не	5	1
410	он как	4	1
411	мы знаем	3	1
412	в себя	2	1
413	при переходе	2	1
414	действительность или	3	1
415	только от	2	1
416	в применении	2	1
417	если у	1	1
418	можно назвать	2	1
419	свою точку	1	1
420	до самого	1	1
421	самых различных	1	1
422	даже в	4	1
423	то у	1	1
424	прийти к	2	1
425	от которого	1	1
426	не для	1	1
427	эта идея	1	1
428	переносится в	1	1
429	ни было	1	1
430	всех остальных	3	1
431	ничего кроме	3	1
432	уже знаем	1	1
433	взаимодействия между	1	1
434	себе те	1	1
435	человек с	3	1
436	на деле	5	1
437	совершенно различных	1	1
438	на службу	1	1
439	а это	1	1
440	чтобы стать	1	1
441	решения вопроса	1	1
442	этом отношении	6	1
443	этого мало	1	1
444	и результаты	2	1
445	о себе	1	1
446	в постоянном	1	1
447	что при	3	1
448	в сущности	13	1
449	в ее	3	1
450	на отдельные	3	1
451	это обстоятельство	2	1
452	что так	1	1
453	так и	12	1
454	он на	3	1
455	привести к	2	1
456	мало того	1	1
457	те же	2	1
458	в удовлетворении	1	1
459	далее что	2	1
460	и говорить	1	1
461	стороны их	1	1
462	о которой	2	1
463	в область	1	1
464	и всегда	1	1
465	все свое	1	1
466	в полном	3	1
467	в тот	1	1
468	не являются	1	1
469	остановиться на	1	1
470	мыслящего человека	1	1
471	не хочет	2	1
472	обоими видами	1	1
473	согласии с	2	1
474	мышление и	5	1
475	не столько	4	1
476	чем для	2	1
477	которое является	1	1
478	с другими	5	1
479	собой разумеется	1	1
480	с определенным	1	1
481	коренным образом	1	1
482	но этого	1	1
483	это противоречие	1	1
484	постольку поскольку	2	1
485	возможно только	1	1
486	смысле этого	6	1
487	быть может	1	1
488	противоречие между	1	1
489	но на	4	1
490	не на	1	1
491	когда же	1	1
492	с совершенной	1	1
493	разумеется не	1	1
494	тому же	1	1
495	все черты	1	1
496	содержат в	1	1
497	бы чрезвычайно	1	1
498	на будущее	1	1
499	связь с	2	1
500	на каком	1	1
501	сферы влияния	2	1
502	фактических данных	2	1
503	по пути	2	1
504	материал для	1	1
505	или не	1	1
506	столько же	1	1
507	здесь мы	1	1
508	на которых	4	1
509	в которой	6	1
510	от тех	1	1
511	заключает в	1	1
512	в собственном	8	1
513	различных людей	1	1
514	другой вид	2	1
515	что к	1	1
516	с ней	3	1
517	с таким	8	1
518	ли оно	1	1
519	слова но	1	1
520	это положение	5	1
521	заключается не	1	1
522	показать что	7	1
523	заключается в	12	1
524	дело в	3	1
525	результате этого	1	1
526	из двух	3	1
527	оно есть	2	1
528	которые как	1	1
529	лишь постольку	2	1
530	что не	2	1
531	когда речь	1	1
532	интересовать только	1	1
533	сознании в	1	1
534	к внешней	1	1
535	отношение человека	1	1
536	обозначить как	1	1
537	и другое	1	1
538	а то	1	1
539	из всего	1	1
540	вот это	1	1
541	и будет	1	1
542	и действительно	1	1
543	превращается в	3	1
544	себя из	1	1
545	до степени	1	1
546	представление о	7	1
547	или хотя	1	1
548	очевидно что	4	1
549	к другим	1	1
550	здесь же	1	1
551	результаты этого	2	1
552	может в	1	1
553	исходить из	1	1
554	бы все	1	1
555	выход из	1	1
556	в жизни	2	1
557	более что	1	1
558	положение в	1	1
559	случае не	2	1
560	человек и	1	1
561	из тех	3	1
562	пищи и	1	1
563	связаны друг	1	1
564	и без	1	1
565	в связи	3	1
566	к его	3	1
567	физически и	1	1
568	и внутренне	1	1
569	очередь является	1	1
570	же как	8	1
571	но по	1	1
572	или даже	2	1
573	только то	2	1
574	между прочим	1	1
575	к другу	3	1
576	в одно	1	1
577	даже тогда	1	1
578	и вопрос	1	1
579	ними не	1	1
580	и просто	1	1
581	момент и	1	1
582	другом месте	6	1
583	в которых	6	1
584	однако это	1	1
585	которые являются	1	1
586	себя к	1	1
587	собой не	1	1
588	силу этого	4	1
589	не менее	1	1
590	этим самым	1	1
591	этого слова	7	1
592	понимание и	2	1
593	от этого	4	1
594	по своему	1	1
595	на все	5	1
596	может привести	2	1
597	того и	1	1
598	весь ход	1	1
599	этого вопроса	1	1
600	в истории	7	1
601	в такой	4	1
602	к какому	1	1
603	обе эти	4	1
604	свою особую	2	1
605	со своей	1	1
606	необходимо иметь	1	1
607	работа в	2	1
608	как не	1	1
609	в свете	5	1
610	единства которое	1	1
611	может явиться	3	1
612	на известной	1	1
613	то естественно	3	1
614	осуществляет свое	1	1
615	войти в	1	1
616	работы по	1	1
617	будет пользоваться	1	1
618	на точку	2	1
619	две или	1	1
620	что оба	1	1
621	к признанию	2	1
622	и это	3	1
623	к мысли	3	1
624	в сторону	1	1
625	числе и	3	1
626	живой отклик	1	1
627	и постоянно	2	1
628	об этом	6	1
629	должен быть	6	1
630	своей жизни	1	1
631	отдельные ее	1	1
632	к созданию	1	1
633	и таким	2	1
634	так например	1	1
635	сейчас же	1	1
636	и у	1	1
637	как только	3	1
638	вовсе не	5	1
639	могло бы	2	1
640	на другие	1	1
641	и обратно	1	1
642	на первый	3	1
643	в одной	3	1
644	тем более	7	1
645	по крайней	1	1
646	выяснению того	2	1
647	говорили выше	4	1
648	для решения	1	1
649	проходить в	1	1
650	перед нами	7	1
651	из области	2	1
652	связано с	3	1
653	казалось бы	8	1
654	и другого	1	1
655	как сказано	1	1
656	вопроса о	3	1
657	бы в	5	1
658	на них	1	1
659	с реальной	1	1
660	чтобы сделать	1	1
661	эта точка	1	1
662	является для	6	1
663	если с	1	1
664	и логически	1	1
665	что эти	3	1
666	что та	2	1
667	к индивидуальному	1	1
668	к одному	1	1
669	в общении	2	1
670	которая как	1	1
671	у этих	1	1
672	природы в	1	1
673	с необычайной	1	1
674	тем в	1	1
675	и оставаться	1	1
676	из вида	1	1
677	две совершенно	1	1
678	совершенно ином	1	1
679	но можно	1	1
680	может иметь	1	1
681	по количеству	1	1
682	можно сказать	6	1
683	но все	3	1
684	но как	1	1
685	же принципиально	1	1
686	не является	16	1
687	и эти	2	1
688	всему этому	1	1
689	ее к	1	1
690	и других	4	1
691	бы к	3	1
692	в основе	9	1
693	указали на	1	1
694	бы показать	1	1
695	каждая из	2	1
696	с самого	9	1
697	языка и	3	1
698	язык и	1	1
699	данный момент	1	1
700	ни у	1	1
701	своей собственной	1	1
702	в очень	1	1
703	тех же	3	1
704	единое целое	4	1
705	применении к	1	1
706	сейчас не	3	1
707	той и	1	1
708	но ведь	2	1
709	это как	2	1
710	силы и	1	1
711	и заключается	2	1
712	то и	4	1
713	доказать что	1	1
714	чтобы он	1	1
715	представления о	1	1
716	интересов и	1	1
717	зрения этих	1	1
718	зрения в	1	1
719	в свою	4	1
720	входит в	1	1
721	который мы	3	1
722	настоящими реальными	1	1
723	связь и	2	1
724	также и	2	1
725	ту же	3	1
726	по сравнению	10	1
727	личности и	1	1
728	не по	1	1
729	сказано выше	1	1
730	не удастся	1	1
731	не быть	1	1
732	другом в	2	1
733	к новым	1	1
734	будет как	1	1
735	и второй	2	1
736	главное и	1	1
737	не всегда	1	1
738	своим собственным	1	1
739	важно то	1	1
740	относится не	1	1
741	можно формулировать	1	1
742	себе что	1	1
743	из которой	3	1
744	а ее	1	1
745	сознании и	1	1
746	только тогда	4	1
747	и теперь	2	1
748	к известной	2	1
749	может принимать	1	1
750	что касается	1	1
751	только один	1	1
752	его практическую	1	1
753	по возможности	1	1
754	и вся	2	1
755	не могло	5	1
756	он всегда	1	1
757	и их	5	1
758	две части	2	1
759	что эта	7	1
760	всех других	1	1
761	на его	1	1
762	целостности личности	1	1
763	хотя в	1	1
764	шла о	1	1
765	силы в	1	1
766	отказ от	1	1
767	в различных	1	1
768	не могла	1	1
769	для данного	2	1
770	когда оно	1	1
771	у кого	1	1
772	иметь в	1	1
773	выводом из	3	1
774	мы хотим	2	1
775	это стремление	1	1
776	но дело	1	1
777	не следует	1	1
778	учений и	1	1
779	значительной степени	2	1
780	стороны и	3	1
781	дать ему	1	1
782	что такая	1	1
783	что ее	1	1
784	от своего	1	1
785	движения в	1	1
786	как оно	1	1
787	вот в	1	1
788	отклик в	1	1
789	деятельность в	1	1
790	по своей	9	1
791	что отдельные	2	1
792	человека с	3	1
793	стало быть	2	1
794	которое будет	1	1
795	это значило	1	1
796	самого начала	9	1
797	свою очередь	3	1
798	ином виде	1	1
799	должны были	6	1
800	в какое-то	1	1
801	всегда будет	1	1
802	в обществе	1	1
803	им в	1	1
804	внутренняя связь	1	1
805	еще на	4	1
806	идет о	5	1
807	всегда и	3	1
808	преимущественно из	1	1
809	могла бы	2	1
810	этом вопросе	4	1
811	в данной	1	1
812	с ее	3	1
813	с другой	16	1
814	это же	1	1
815	возрасте а	1	1
816	как мы	11	1
817	ибо каждая	1	1
818	назвать эгоцентрической	1	1
819	к удовлетворению	3	1
820	представить как	1	1
821	к ним	2	1
822	признать за	1	1
823	же самое	4	1
824	тот или	1	1
825	двух других	1	1
826	удельного веса	1	1
827	к ней	1	1
828	без всякого	2	1
829	нет и	1	1
830	а скорее	2	1
831	и писать	1	1
832	одного из	4	1
833	которых он	3	1
834	в сфере	4	1
835	наука и	1	1
836	что во	1	1
837	если мы	8	1
838	чтобы они	1	1
839	крайней мере	1	1
840	этих последних	1	1
841	для всей	3	1
842	и никакого	1	1
843	в силе	1	1
844	соответствующих понятий	1	1
845	его личности	1	1
846	могут быть	5	1
847	не за	1	1
848	становясь на	1	1
849	с большим	1	1
850	слишком далеко	2	1
851	формы в	1	1
852	и все	7	1
853	образом как	3	1
854	просто в	1	1
855	играют в	2	1
856	до конца	1	1
857	сущности и	1	1
858	на него	3	1
859	основе его	1	1
860	к которому	4	1
861	ход и	3	1
862	этой действительности	1	1
863	должны быть	2	1
864	с элементами	1	1
865	это отношение	1	1
866	свое мышление	1	1
867	он принадлежит	1	1
868	эту мысль	1	1
869	речь не	3	1
870	котором мы	1	1
871	с которым	1	1
872	в зависимости	8	1
873	т.е как	1	1
874	столь же	8	1
875	в общем	5	1
876	на этот	7	1
877	он может	2	1
878	подходе к	1	1
879	они сами	1	1
880	такой же	3	1
881	своему существу	1	1
882	том виде	1	1
883	же мы	1	1
884	оно является	1	1
885	и целостности	1	1
886	этот последний	1	1
887	те кто	2	1
888	об этой	3	1
889	именно с	1	1
890	выражение в	1	1
891	важно отметить	2	1
892	для этих	1	1
893	от них	2	1
894	на место	2	1
895	под именем	2	1
896	к этому	7	1
897	к новой	1	1
898	только такое	1	1
899	что кроме	2	1
900	оказывается что	1	1
901	что наша	1	1
902	появляется у	1	1
903	и внешней	1	1
904	образом оказывается	1	1
905	же это	2	1
906	само собой	1	1
907	в отдельных	3	1
908	ли может	1	1
909	нашего рассуждения	2	1
910	стать на	1	1
911	понятие о	2	1
912	бы это	1	1
913	что вся	1	1
914	воздействия на	1	1
915	связаны с	2	1
916	для чего	1	1
917	не удалось	2	1
918	лишь пассивно	1	1
919	разницей что	1	1
920	к ее	2	1
921	точка зрения	3	1
922	того же	1	1
923	при современном	1	1
924	и сама	1	1
925	в самой	4	1
926	имеет свою	2	1
927	в один	4	1
928	он с	1	1
929	не будучи	1	1
930	и логики	1	1
931	это она	1	1
932	такой вид	1	1
933	в какую-то	1	1
934	что на	2	1
935	в известной	2	1
936	есть не	3	1
937	никак не	1	1
938	сделано в	1	1
939	сомнений в	2	1
940	его можно	1	1
941	по нашему	2	1
942	ее отношения	3	1
