N	2gram	Bakhtin_fo	Komedia
475	отношения к	7	3
476	из уст	1	3
477	в таком	4	3
478	от этого	4	3
479	в греческом	29	3
480	в эту	1	3
481	на себе	1	3
482	не был	2	3
483	с радостью	1	3
484	того в	2	3
485	для создания	1	3
486	для развития	1	3
487	для этой	1	3
488	одну из	2	3
489	в новое	4	3
490	могла бы	1	3
491	что ты	1	3
492	протяжении всего	2	3
493	их к	3	3
494	и есть	3	3
495	роль играет	1	3
496	если они	2	3
497	в какой-то	4	3
498	в один	2	3
499	является конечно	1	3
500	мы видели	2	3
501	на месте	1	3
502	не делает	1	3
503	от греческого	3	3
504	его с	2	3
505	для себя	8	3
506	каким он	1	3
507	в действии	1	3
508	о которой	1	3
509	мы в	1	3
510	интерес к	1	3
511	не могут	4	3
512	не более	1	3
513	мы понимаем	1	3
514	как о	1	3
515	с ними	1	3
516	связанные с	5	3
517	друг от	2	3
518	его и	2	3
519	в хронологическом	1	3
520	совершенно не	3	3
521	и более	3	3
522	и уже	4	3
523	не меньше	1	3
524	чем они	3	3
525	на землю	2	3
526	чем не	5	3
527	действия и	1	3
528	было и	4	3
529	в присутствии	4	3
530	не совсем	1	3
531	если мы	2	3
532	принадлежит к	4	3
533	за пределами	2	3
534	том же	4	3
535	в самой	3	3
536	они были	4	3
537	этот отрывок	1	3
538	ему в	3	3
539	ее на	1	3
540	сам он	1	3
541	трагедии в	1	3
542	не без	2	3
543	бы на	1	3
544	не являются	3	3
545	такое же	1	3
546	мы находим	2	3
547	в виде	1	3
548	однако не	2	3
549	под тем	1	3
550	от друга	2	3
551	и эта	2	3
552	только два	2	3
553	власть в	1	3
554	является не	2	3
555	высшей степени	1	3
556	нисколько не	1	3
557	в каждой	1	3
558	должен быть	2	3
559	в одной	2	3
560	на них	2	3
561	жизнь и	4	3
562	и потому	4	3
563	а как	3	3
564	достаточно назвать	1	3
565	она не	2	3
566	так называемой	1	3
567	таким же	1	3
568	конечно в	1	3
569	стало быть	1	3
570	на всю	1	3
571	в большинстве	3	3
572	числе и	4	3
573	они не	4	3
574	в высшей	1	3
575	по этому	2	3
576	в античной	1	3
577	в эти	1	3
578	в эпоху	5	3
579	в так	1	3
580	вплоть до	3	3
581	не к	2	3
582	находим в	1	2
583	философии и	1	2
584	в центре	2	2
585	в настоящем	1	2
586	и очень	1	2
587	на эти	1	2
588	же и	2	2
589	о будущем	1	2
590	см например	3	2
591	более что	2	2
592	площади и	1	2
593	другой пример	1	2
594	на своей	2	2
595	и был	1	2
596	говорит о	1	2
597	те же	5	2
598	не как	2	2
599	остановиться на	1	2
600	в греческих	1	2
601	даже для	1	2
602	жизнь в	2	2
603	как об	1	2
604	на земле	2	2
605	зрения на	1	2
606	к более	1	2
607	из всего	1	2
608	к самому	1	2
609	в порядке	4	2
610	и те	4	2
611	друга и	1	2
612	почти все	4	2
613	в форму	1	2
614	связанного с	1	2
615	как только	1	2
616	мы встретим	1	2
617	на первый	2	2
618	нам не	1	2
619	не могли	3	2
620	литературного наследия	1	2
621	которой он	3	2
622	отсюда и	3	2
623	начиная от	3	2
624	и следовательно	5	2
625	в этот	5	2
626	но они	3	2
627	и отец	1	2
628	в ранних	1	2
629	они с	3	2
630	не вполне	1	2
631	за другом	2	2
632	друг на	4	2
633	и формы	1	2
634	меч и	1	2
635	вернуться к	2	2
636	отношений и	1	2
637	чтобы они	4	2
638	него не	1	2
639	для всей	1	2
640	тех случаях	1	2
641	они должны	1	2
642	в основу	3	2
643	такая же	1	2
644	под влиянием	1	2
645	в реальном	2	2
646	в делах	1	2
647	что все	4	2
648	в зависимости	1	2
649	были в	2	2
650	что даже	2	2
651	а мы	2	2
652	вином и	1	2
653	случае в	1	2
654	за несколько	1	2
655	то в	2	2
656	выступает с	1	2
657	общественной жизни	1	2
658	единственной целью	1	2
659	мы видим	4	2
660	она и	1	2
661	жизни так	1	2
662	к выводу	1	2
663	каждом из	2	2
664	и сама	1	2
665	в тот	1	2
666	с другими	3	2
667	даже на	1	2
668	к жизни	2	2
669	как можно	3	2
670	свои чувства	1	2
671	к отцу	1	2
672	как по	2	2
673	сказал что	1	2
674	открытым небом	1	2
675	этим и	1	2
676	более поздние	1	2
677	вещей и	7	2
678	я и	1	2
679	на волю	1	2
680	большинстве случаев	2	2
681	между прочим	1	2
682	рядом с	4	2
683	покончить с	1	2
684	и жизнь	1	2
685	его жизни	11	2
686	служит для	1	2
687	слово в	1	2
688	к вопросу	2	2
689	точек зрения	1	2
690	нашей эры	2	2
691	в смысле	5	2
692	в философии	2	2
693	чтобы понять	1	2
694	а потом	2	2
695	и мир	1	2
696	времени а	2	2
697	в уста	2	2
698	что происходит	1	2
699	мы уже	17	2
700	ту же	4	2
701	совсем не	4	2
702	на свой	1	2
703	за ними	3	2
704	и та	2	2
705	и является	2	2
706	чем больше	1	2
707	для человека	1	2
708	время когда	1	2
709	начинается с	2	2
710	почти всегда	2	2
711	себя на	1	2
712	видимо и	1	2
713	сами эти	1	2
714	где в	1	2
715	доходит до	1	2
716	этот вопрос	1	2
717	была уже	2	2
718	она была	1	2
719	с такими	1	2
720	его герои	1	2
721	с людьми	1	2
722	наиболее яркий	1	2
723	бы его	1	2
724	но нет	1	2
725	это делает	1	2
726	но прежде	1	2
727	них не	2	2
728	действующим лицом	2	2
729	теми же	1	2
730	в общем	1	2
731	бы ни	1	2
732	которые были	1	2
733	с ее	7	2
734	гораздо более	1	2
735	из этой	1	2
736	случая и	3	2
737	образом и	2	2
738	в состав	1	2
739	место во	2	2
740	в основном	12	2
741	живет в	1	2
742	должна быть	1	2
743	которых мы	1	2
744	в жизни	6	2
745	и при	1	2
746	есть для	1	2
747	и дает	3	2
748	на те	1	2
749	это уже	1	2
750	на несколько	1	2
751	в большом	1	2
752	не обходится	1	2
753	сводится к	1	2
754	его образ	1	2
755	со всеми	4	2
756	от их	1	2
757	этой точки	1	2
758	главный герой	2	2
759	и такая	1	2
760	и так	2	2
761	жизни в	11	2
762	себя и	6	2
763	и были	2	2
764	нет в	2	2
765	к другому	2	2
766	не входит	2	2
767	перед нами	1	2
768	бросается в	1	2
769	действия но	1	2
770	их самих	1	2
771	относящихся к	1	2
772	первой из	1	2
773	котором он	1	2
774	зависимости от	1	2
775	слова и	4	2
776	с которой	2	2
777	именно на	1	2
778	и наиболее	1	2
779	и до	7	2
780	лишь бы	1	2
781	в каком	2	2
782	еще один	1	2
783	связанных с	3	2
784	комедию и	1	2
785	под открытым	1	2
786	имеем в	3	2
787	известной степени	1	2
788	что здесь	2	2
789	этого времени	2	2
790	нем не	3	2
791	лучше всего	2	2
792	содержанию и	1	2
793	во втором	2	2
794	здесь не	5	2
795	по всем	3	2
796	ряд моментов	1	2
797	только с	1	2
798	у них	4	2
799	но это	1	2
800	во времени	6	2
801	стороны он	1	2
802	в ту	1	2
803	строится на	1	2
804	в социальном	1	2
805	именно к	1	2
806	этом случае	1	2
807	одних и	2	2
808	в любви	1	2
809	мир в	6	2
810	своей любви	1	2
811	это был	1	2
812	нас не	1	2
813	так уже	1	2
814	времени это	1	2
815	еще и	3	2
816	для него	5	2
817	не для	3	2
818	к первой	1	2
819	того что	5	2
820	в литературе	17	2
821	ее в	2	2
822	где он	2	2
823	в полном	2	2
824	бы и	1	2
825	была бы	2	2
826	формы и	4	2
827	этого рода	1	2
828	от всех	2	2
829	как этот	1	2
830	места в	2	2
831	которые как	1	2
832	дошедший до	1	2
833	в стороне	2	2
834	не похож	3	2
835	не имеющего	1	2
836	как она	3	2
837	случаях когда	1	2
838	все эти	12	2
839	на фоне	3	2
840	и со	1	2
841	и людей	2	2
842	войти в	1	2
843	пока не	1	2
844	что тот	1	2
845	особенно в	3	2
846	в форме	5	2
847	его к	2	2
848	ко мне	1	2
849	но его	1	2
850	и тех	2	2
851	друг за	2	2
852	и снова	1	2
853	которого и	1	2
854	первый план	2	2
855	встречаем мы	1	2
856	и только	3	2
857	же от	1	2
858	не понимающего	4	2
859	это как	1	2
860	характера в	2	2
861	как уже	3	2
862	разной степени	1	2
863	против нее	1	2
864	дело не	1	2
865	и может	2	2
866	имеет в	2	2
867	свою жизнь	1	2
868	риме в	1	2
869	же что	3	2
870	на три	1	2
871	частности в	1	2
872	с ней	1	2
873	как не	1	2
874	человека с	1	2
875	человека и	15	2
876	с человеком	2	2
877	быту и	1	2
878	могло быть	5	2
879	со своими	1	2
880	человека из	1	2
881	все больше	1	2
882	сказать в	2	2
883	в античном	6	2
884	в браке	2	2
885	себе не	1	2
886	здесь же	2	2
887	и дальше	1	2
888	в случае	1	2
889	в новой	1	2
890	ни был	2	2
891	сам а	1	2
892	которой мы	1	2
893	этому вопросу	2	2
894	это на	1	1
895	и вариаций	1	1
896	никаких следов	2	1
897	будем называть	1	1
898	человек может	1	1
899	был и	1	1
900	на родину	1	1
901	нет здесь	3	1
902	только чтобы	1	1
903	ребенка и	1	1
904	об отражении	1	1
905	быть использованы	1	1
906	которая была	1	1
907	образов в	1	1
908	бытового плана	1	1
909	мы и	4	1
910	ее основных	2	1
911	выводу что	1	1
912	в момент	1	1
913	остались бы	1	1
914	три типа	1	1
915	фрагментах и	1	1
916	нем в	2	1
917	всех случаях	1	1
918	в пародийном	1	1
919	мне то	1	1
920	вопросу о	3	1
921	возникает между	1	1
922	эта идея	1	1
923	на второй	1	1
924	эта новая	1	1
925	потому именно	1	1
926	они уже	1	1
927	в разных	6	1
928	связи в	1	1
929	кроме того	7	1
930	их жизни	1	1
931	одно это	1	1
932	они конечно	1	1
933	а мне	1	1
934	в некоторых	4	1
935	не вызывает	1	1
936	фольклорной традиции	2	1
937	проявлений и	1	1
938	отношении других	1	1
939	с более	1	1
940	его поступки	1	1
941	и говорить	1	1
942	мы вернемся	1	1
943	что человек	1	1
944	афродиты и	1	1
945	время не	2	1
946	на нас	3	1
947	и верность	1	1
948	об авторстве	1	1
949	тогда же	1	1
950	беседу с	1	1
951	о времени	2	1
952	в различных	2	1
953	в день	1	1
954	над ними	2	1
955	которой все	1	1
956	вопрос об	2	1
957	является время	1	1
958	нет никакой	1	1
959	в борьбе	2	1
960	могла обойтись	1	1
961	он имеет	1	1
962	стороне от	1	1
963	типов в	1	1
964	дело обстояло	1	1
965	и позже	1	1
966	на чужой	1	1
967	но нельзя	1	1
968	весь этот	1	1
969	менелай и	1	1
970	что весь	1	1
971	герои и	1	1
972	большую часть	1	1
973	уже на	3	1
974	принципы построения	1	1
975	в числе	1	1
976	времени к	1	1
977	места и	1	1
978	как более	1	1
979	стороны в	1	1
980	представители этого	1	1
981	неизвестно кем	1	1
982	века мы	1	1
983	в последнем	3	1
984	о судьбе	1	1
985	выход из	2	1
986	образы эти	1	1
987	кем и	1	1
988	в одно	3	1
989	присущ и	1	1
990	всю эту	2	1
991	но очень	2	1
992	задняя часть	1	1
993	герой в	2	1
994	своего выражения	1	1
995	один ряд	1	1
996	с последующим	1	1
997	на следующий	2	1
998	отличается от	1	1
999	начала не	1	1
1000	почти ни	1	1
1001	от дороги	1	1
1002	бросить свой	1	1
1003	и оттенки	1	1
1004	но мы	1	1
1005	и стал	2	1
1006	жизни к	1	1
1007	все их	1	1
1008	соединение в	1	1
1009	и нет	2	1
1010	службу и	1	1
1011	знакомых нам	1	1
1012	моменты в	2	1
1013	время с	1	1
1014	эпизод с	1	1
1015	существу не	3	1
1016	нас этот	1	1
1017	где и	3	1
1018	всего они	1	1
1019	и грубой	1	1
1020	великих французских	1	1
1021	только благодаря	1	1
1022	и отчасти	1	1
1023	на этой	4	1
1024	в данном	4	1
1025	всю его	1	1
1026	что им	1	1
1027	она же	2	1
1028	и такие	1	1
1029	для грека	2	1
1030	же времени	1	1
1031	на голове	1	1
1032	себе все	1	1
1033	и лирических	1	1
1034	к типу	1	1
1035	он только	2	1
1036	iii и	1	1
1037	два момента	1	1
1038	своей природе	1	1
1039	связь его	1	1
1040	мы увидим	2	1
1041	в новом	1	1
1042	на очень	1	1
1043	ее у	1	1
1044	входит в	3	1
1045	до него	1	1
1046	и изображение	1	1
1047	в моменты	1	1
1048	но этот	1	1
1049	которыми он	3	1
1050	не давали	1	1
1051	героя в	1	1
1052	с трудом	1	1
1053	только под	2	1
1054	для нее	1	1
1055	он дает	1	1
1056	чтобы придать	1	1
1057	особое место	2	1
1058	времени мы	1	1
1059	увидим что	1	1
1060	почве и	1	1
1061	что люди	2	1
1062	борьбе с	4	1
1063	совершенно различных	1	1
1064	этого жанра	1	1
1065	наконец как	1	1
1066	не обязательно	2	1
1067	комедию в	1	1
1068	значительной степени	1	1
1069	дошли до	1	1
1070	его по	1	1
1071	здесь прежде	1	1
1072	освоения в	1	1
1073	сил в	1	1
1074	несравненно меньше	1	1
1075	углом зрения	2	1
1076	вынуждены были	1	1
1077	яркий пример	1	1
1078	отношений с	1	1
1079	искусстве и	4	1
1080	право говорить	1	1
1081	страны в	2	1
1082	в описании	1	1
1083	совершенно ясна	1	1
1084	бога и	2	1
1085	появление новой	1	1
1086	же так	1	1
1087	однако эти	1	1
1088	своего образа	1	1
1089	вино и	1	1
1090	она у	1	1
1091	она ни	3	1
1092	частности на	1	1
1093	следующим образом	1	1
1094	построении образов	1	1
1095	с этими	2	1
1096	почти нет	1	1
1097	есть по	1	1
1098	в данной	2	1
1099	сохранился еще	1	1
1100	существенного значения	2	1
1101	в идейной	1	1
1102	в положенный	1	1
1103	у лукиана	1	1
1104	в помине	2	1
1105	этот момент	2	1
1106	особенно часто	1	1
1107	на котором	2	1
1108	есть человек	1	1
1109	были бы	1	1
1110	в системе	1	1
1111	которой в	1	1
1112	друга во	1	1
1113	строго говоря	2	1
1114	каков бы	1	1
1115	и неизвестно	2	1
1116	наибольшей степени	1	1
1117	жанра в	1	1
1118	известно нам	1	1
1119	не происходит	1	1
1120	и весь	2	1
1121	и представляет	1	1
1122	которую они	1	1
1123	и совершенно	3	1
1124	брак к	1	1
1125	ее и	1	1
1126	и политическая	1	1
1127	еще одну	1	1
1128	см особенно	1	1
1129	обо всем	1	1
1130	не противоречит	1	1
1131	течение которого	1	1
1132	как такового	1	1
1133	а наоборот	1	1
1134	от его	1	1
1135	я тебя	1	1
1136	вокруг этого	1	1
1137	честь богини	1	1
1138	своему содержанию	1	1
1139	и больше	1	1
1140	двух последних	1	1
1141	от природы	3	1
1142	на том	1	1
1143	вполне понятно	4	1
1144	внимание на	2	1
1145	время в	7	1
1146	до эпохи	1	1
1147	его лежит	1	1
1148	всем и	1	1
1149	как нет	1	1
1150	второй план	1	1
1151	с нею	2	1
1152	и указывает	1	1
1153	однако этот	1	1
1154	связей и	1	1
1155	высоко и	1	1
1156	походах и	1	1
1157	еды и	17	1
1158	только во	1	1
1159	такова в	1	1
1160	этот источник	1	1
1161	состояние мира	1	1
1162	известный элемент	1	1
1163	всегда является	1	1
1164	вошел в	1	1
1165	в человеческую	2	1
1166	не больше	1	1
1167	в страну	1	1
1168	наше внимание	1	1
1169	тем больше	1	1
1170	все от	1	1
1171	во всей	3	1
1172	с приметами	1	1
1173	классические греческие	1	1
1174	или не	2	1
1175	повсюду в	1	1
1176	по ложному	1	1
1177	и некоторые	1	1
1178	игру случая	1	1
1179	человеческой судьбы	1	1
1180	человек а	1	1
1181	всех его	2	1
1182	быть только	4	1
1183	к греческому	2	1
1184	и строится	1	1
1185	или хотя	1	1
1186	так много	1	1
1187	ход событий	1	1
1188	был поставлен	1	1
1189	человек и	2	1
1190	он ни	2	1
1191	время находились	1	1
1192	без него	1	1
1193	и само	1	1
1194	эти три	1	1
1195	человек в	5	1
1196	себя как	1	1
1197	все сплошь	1	1
1198	человеке и	1	1
1199	во главе	1	1
1200	следовательно и	3	1
1201	и являются	1	1
1202	свой счет	1	1
1203	типа к	1	1
1204	связанный с	1	1
1205	а только	2	1
1206	из одного	1	1
1207	пародии на	1	1
1208	частной жизни	24	1
1209	могло бы	1	1
1210	что как	1	1
1211	жизни где	1	1
1212	удары судьбы	1	1
1213	последующих веков	1	1
1214	он сам	2	1
1215	и своей	2	1
1216	той или	3	1
1217	люди и	1	1
1218	частности о	1	1
1219	понятий и	1	1
1220	вошли в	1	1
1221	остановимся здесь	1	1
1222	нравов и	1	1
1223	государство со	1	1
1224	же названием	1	1
1225	именно как	4	1
1226	сократа и	1	1
1227	могли бы	1	1
1228	быть объяснена	1	1
1229	до самой	1	1
1230	же все	1	1
1231	и вернуться	1	1
1232	но как	1	1
1233	приведем несколько	1	1
1234	участию в	1	1
1235	для его	1	1
1236	в долг	1	1
1237	от героев	1	1
1238	где бы	1	1
1239	граничащего с	1	1
1240	этой войны	1	1
1241	этого ряда	7	1
1242	говорил о	1	1
1243	героя и	7	1
1244	он его	1	1
1245	они становятся	1	1
1246	картины мира	2	1
1247	действие в	1	1
1248	они вынуждены	1	1
1249	событие как	1	1
1250	когда я	2	1
1251	зрения в	1	1
1252	другом и	2	1
1253	и новый	1	1
1254	греческой и	1	1
1255	существующему и	1	1
1256	как человек	4	1
1257	об исторической	1	1
1258	объясняется и	1	1
1259	соответствует и	1	1
1260	обычно на	1	1
1261	идей и	1	1
1262	явления в	2	1
1263	сюда же	2	1
1264	здесь на	5	1
1265	никого не	1	1
1266	но зато	1	1
1267	надо сказать	1	1
1268	год и	1	1
1269	известные элементы	1	1
1270	и мотив	2	1
1271	не были	4	1
1272	то на	1	1
1273	и определяет	1	1
1274	и силами	1	1
1275	из сказанного	1	1
1276	ругательств в	1	1
1277	составная часть	1	1
1278	обширный материал	1	1
1279	включается в	1	1
1280	его жизнь	2	1
1281	и затем	1	1
1282	миру и	2	1
1283	ведет не	1	1
1284	где все	1	1
1285	изображения в	1	1
1286	уже одно	1	1
1287	реальная жизнь	1	1
1288	но ей	1	1
1289	говорили что	1	1
1290	самому существу	1	1
1291	мы здесь	1	1
1292	реального исторического	3	1
1293	как поступить	1	1
1294	значение и	7	1
1295	так называемого	1	1
1296	тот или	1	1
1297	так называемый	2	1
1298	очистительной жертвы	1	1
1299	это вовсе	1	1
1300	культуры и	1	1
1301	что во	1	1
1302	время на	1	1
1303	другая попытка	1	1
1304	оба они	1	1
1305	его как	1	1
1306	и др	13	1
1307	едой и	1	1
1308	для изображения	1	1
1309	которое мы	1	1
1310	о других	1	1
1311	в военных	1	1
