N	2gram	Medvedev_F	SlovoVZh
459	структуру художественного	1	1
460	поэтому можно	1	1
461	высказывание с	1	1
462	только как	3	1
463	и почти	1	1
464	случае мы	1	1
465	что уже	1	1
466	того чтобы	4	1
467	осознавать себя	1	1
468	не должен	1	1
469	именно этим	1	1
470	здесь слово	1	1
471	другой все	1	1
472	в основе	7	1
473	и их	13	1
474	между теорией	1	1
475	особенно важное	1	1
476	его содержание	2	1
477	еще более	6	1
478	не должно	1	1
479	и иных	2	1
480	ту же	1	1
481	степень его	1	1
482	на основе	6	1
483	ее до	2	1
484	в другом	2	1
485	социальной группе	1	1
486	несмотря на	2	1
487	каждое жизненное	1	1
488	но эти	1	1
489	вопросу о	1	1
490	и форму	1	1
491	на что	1	1
492	стиль в	1	1
493	в ритме	2	1
494	что собственно	1	1
495	взаимоотношений и	1	1
496	и должна	3	1
497	поэтическое высказывание	1	1
498	в теории	1	1
499	обстоит дело	1	1
500	высшую степень	1	1
501	для всего	3	1
502	что это	1	1
503	обычно не	1	1
504	отношении он	1	1
505	в противном	2	1
506	хотя и	3	1
507	оно является	1	1
508	и тогда	1	1
509	совершенно необходимо	1	1
510	понятна и	1	1
511	этом отношении	7	1
512	историческая поэтика	2	1
513	это уже	1	1
514	же степени	2	1
515	ни была	3	1
516	эта же	2	1
517	оно начинает	1	1
518	позиции автора	1	1
519	в ее	10	1
520	это по	1	1
521	и тем	3	1
522	в руках	1	1
523	кажется что	1	1
524	остается только	1	1
525	сам по	2	1
526	такого анализа	1	1
527	можно определить	1	1
528	проникает в	1	1
529	физическая или	1	1
530	все основные	1	1
531	какой бы	2	1
532	один шаг	2	1
533	в частности	4	1
534	говорит о	1	1
535	нашего времени	1	1
536	правда это	2	1
537	социального целого	1	1
538	для нее	2	1
539	здесь на	1	1
540	и художественно	2	1
541	и больше	1	1
542	какие именно	1	1
543	в изучении	1	1
544	не как	7	1
545	аналогии с	4	1
546	остаться в	1	1
547	однако эта	1	1
548	литературе и	2	1
549	со всей	3	1
550	увидим что	1	1
551	и вся	2	1
552	должны быть	6	1
553	в качестве	2	1
554	и некоторые	1	1
555	или иных	1	1
556	для другой	1	1
557	произведения но	1	1
558	потому не	1	1
559	конечно невозможна	1	1
560	вступает в	2	1
561	его смысла	2	1
562	вопросов связанных	1	1
563	этом слово	1	1
564	в содержании	7	1
565	и точность	1	1
566	в науке	2	1
567	самом же	1	1
568	в одном	2	1
569	в области	6	1
570	искусством и	1	1
571	у нас	6	1
572	на которой	1	1
573	было говорить	2	1
574	кто же	1	1
575	что каждый	2	1
576	не переходя	1	1
577	можно было	1	1
578	которая только	1	1
579	социально-экономической закономерности	2	1
580	а между	1	1
581	же не	1	1
582	в результате	8	1
583	к делу	1	1
584	и это	4	1
585	исторических вопросов	1	1
586	ориентируется в	2	1
587	содержания они	1	1
588	же он	1	1
589	не приблизимся	1	1
590	ни одной	2	1
591	ни были	2	1
592	сводится к	6	1
593	нечего делать	1	1
594	для них	4	1
595	и создает	2	1
596	более и	3	1
597	значительной степени	3	1
598	деле и	1	1
599	в поэтике	3	1
600	этом смысле	3	1
601	с ней	1	1
602	участие в	1	1
603	в поэтическом	6	1
604	всего определяется	1	1
605	чрезвычайно узок	1	1
606	том и	1	1
607	что поэтическое	1	1
608	далеко не	2	1
609	только то	1	1
610	в современной	2	1
611	уже и	1	1
612	не вполне	1	1
613	историка литературы	4	1
614	у него	1	1
615	стороны как	1	1
616	не на	3	1
617	в истории	10	1
618	не могут	8	1
619	как чисто	1	1
620	все равно	1	1
621	элемент ее	2	1
622	лингвистический анализ	1	1
623	к постановке	1	1
624	по мнению	1	1
625	формах их	1	1
626	же время	13	1
627	его структуру	1	1
628	чисто лингвистического	1	1
629	не существует	1	1
630	более широком	1	1
631	материала при	1	1
632	в рамки	1	1
633	при помощи	2	1
634	в виде	2	1
635	свое значение	1	1
636	из одного	1	1
637	о литературе	9	1
638	к которой	1	1
639	в обоих	1	1
640	здесь имеет	1	1
641	отметить что	2	1
642	у нее	1	1
643	самого начала	2	1
644	является социальным	1	1
645	от высказывания	1	1
646	непосредственно в	5	1
647	предмета изучения	1	1
648	в большинстве	6	1
649	свою очередь	6	1
650	всей его	1	1
651	со словами	1	1
652	социальным фактором	1	1
653	стиль и	1	1
654	приблизимся к	1	1
655	мы здесь	1	1
656	фактором и	1	1
657	не совпадают	1	1
658	называемый формальный	1	1
659	произведение не	2	1
660	чисто художественных	1	1
661	не было	7	1
662	и вступает	1	1
663	связи с	12	1
664	стал бы	2	1
665	положения в	2	1
666	и определений	3	1
667	связанных с	2	1
668	быть более	1	1
669	сами по	4	1
670	более или	7	1
671	бы по	1	1
672	материал для	1	1
673	все то	1	1
674	что является	1	1
675	его почвы	1	1
676	и приемов	2	1
677	с ее	7	1
678	общения между	1	1
679	было бы	10	1
680	оставаясь в	1	1
681	этого основного	1	1
682	не знает	1	1
683	науки об	12	1
684	как особая	1	1
685	образом не	3	1
686	оно ни	1	1
687	поэтических высказываний	1	1
688	в поэтической	4	1
689	к тому	6	1
690	нем и	2	1
691	именно и	1	1
692	формальный метод	19	1
693	образом во	1	1
694	и различные	1	1
695	наука до	1	1
696	теоретическая поэтика	3	1
697	содержание произведения	1	1
698	подвести итоги	1	1
699	этот пафос	1	1
700	задачи в	1	1
701	равно как	2	1
702	ведь это	1	1
703	и ценности	1	1
704	историк литературы	3	1
705	так называемый	1	1
706	произведения в	9	1
707	своим содержанием	1	1
708	для историка	1	1
709	как мы	10	1
710	к определенным	1	1
711	этой закономерности	2	1
712	миром и	1	1
713	и социологическая	1	1
714	по аналогии	5	1
715	являются лишь	2	1
716	как идеологическая	1	1
717	содержание но	1	1
718	бытия и	1	1
719	наметить в	1	1
720	и о	3	1
721	слова с	1	1
722	действительного художественного	1	1
723	о самом	1	1
724	в высшую	1	1
725	с социологией	1	1
726	этого нельзя	1	1
727	менее всего	4	1
728	как его	3	1
729	проф сакулиным	1	1
730	что для	3	1
731	где они	1	1
732	должны искать	1	1
733	главным и	1	1
734	социологии не	1	1
735	если мы	5	1
736	тем же	3	1
737	от всего	1	1
738	и эта	2	1
739	шаг не	2	1
740	стиля как	1	1
741	когда человек	1	1
742	моментов в	1	1
743	не те	1	1
744	наряду с	1	1
745	но есть	2	1
746	представлять себе	3	1
747	и во	2	1
748	именно в	12	1
749	понимании форма	1	1
750	только одна	2	1
751	и всего	1	1
752	некоторые марксисты	1	1
753	языке мы	1	1
754	они должны	2	1
755	но эта	2	1
756	нужен но	1	1
757	или хотя	1	1
758	нам известна	1	1
759	к другим	4	1
760	не можем	3	1
761	искусства как	2	1
762	действительности к	1	1
763	в таком	2	1
764	не перестает	3	1
765	всех сторон	1	1
766	было дано	1	1
767	следующим образом	1	1
768	других идеологических	3	1
769	например в	1	1
770	сама по	2	1
771	современного искусствоведения	1	1
772	форма и	2	1
773	интонации с	1	1
774	само собою	2	1
775	остается еще	1	1
776	в высшей	4	1
777	положение в	1	1
778	к которому	2	1
779	эти вопросы	2	1
780	этого бытия	1	1
781	время не	2	1
782	между говорящими	1	1
783	оно всегда	1	1
784	этой реальной	1	1
785	характер и	2	1
786	это основное	1	1
787	во внутренней	1	1
788	внешний фактор	1	1
789	и без	1	1
790	других областей	1	1
791	стиля и	2	1
792	лишь поскольку	1	1
793	конечно гораздо	1	1
794	в жесте	1	1
795	же оно	1	1
796	нигде не	3	1
797	это та	2	1
798	как о	8	1
799	то она	1	1
800	не исчерпывает	1	1
801	требования и	1	1
802	эти три	1	1
803	а художественного	1	1
804	себе не	1	1
805	столь же	2	1
806	значение смысл	1	1
807	в общем	8	1
808	непосредственно и	1	1
809	этих форм	1	1
810	подхода к	4	1
811	же как	3	1
812	или даже	3	1
813	к пониманию	1	1
814	произведения этот	1	1
815	исходит из	1	1
816	чрезвычайно сложным	1	1
817	места в	2	1
818	стиле и	1	1
819	в порядке	1	1
820	деле это	1	1
821	рядом с	1	1
822	из его	2	1
823	момент в	1	1
824	вне произведения	1	1
825	науке о	1	1
826	и прежде	3	1
827	ей в	1	1
828	со специфической	1	1
829	в слове	4	1
830	живет и	1	1
831	слова из	1	1
832	деле в	1	1
833	весь этот	1	1
834	для определения	2	1
835	жизни в	2	1
836	что именно	2	1
837	есть только	3	1
838	что социологический	1	1
839	противном случае	2	1
840	дальше и	1	1
841	именно этого	1	1
842	поэтического стиля	2	1
843	ровно ничего	1	1
844	социологической закономерности	1	1
845	того если	1	1
846	тем это	1	1
847	но если	1	1
848	имеет и	2	1
849	они не	7	1
850	и понимания	1	1
851	в словах	1	1
852	только внешней	1	1
853	при таком	5	1
854	них и	1	1
855	социологией не	1	1
856	зрения не	1	1
857	на себя	1	1
858	от его	3	1
859	опираться на	1	1
860	данной социальной	1	1
861	слова как	2	1
862	тех или	1	1
863	и утверждают	1	1
864	все более	4	1
865	и только	5	1
866	один и	1	1
867	тона в	1	1
868	всего современного	1	1
869	кругозором и	1	1
870	поэтической формы	1	1
871	были не	2	1
872	по своей	1	1
873	на этих	1	1
874	именно эта	1	1
875	не вне	1	1
876	по самому	1	1
877	в двух	1	1
878	убедиться в	2	1
879	метода его	1	1
880	или иного	8	1
881	может и	2	1
882	важное значение	1	1
883	и оно	1	1
884	здесь же	1	1
885	друг друга	4	1
886	но самый	1	1
887	в эти	1	1
888	чтобы вскрыть	2	1
889	лучшем случае	3	1
890	но уже	1	1
891	для этой	2	1
892	которые проникают	1	1
893	первого же	1	1
894	процессе этого	2	1
895	в последующем	1	1
896	к вопросу	2	1
897	для этого	6	1
898	марксистский метод	3	1
899	можно с	1	1
900	конечно эта	1	1
901	и искусство	1	1
902	не из	5	1
903	если она	2	1
904	определяется прежде	1	1
905	оценки является	1	1
906	чтобы убедиться	2	1
907	и обратно	1	1
908	искусства в	4	1
909	его значение	1	1
910	этом достаточно	1	1
911	в смысле	2	1
912	художественного произведения-вещи	1	1
913	определяется в	1	1
914	на их	3	1
915	слов и	1	1
916	установку на	1	1
917	чтобы не	2	1
918	структурного элемента	1	1
919	определяют его	1	1
920	из этой	2	1
921	но особенно	1	1
922	становится только	2	1
923	в целом	7	1
924	нам кажется	2	1
925	единство и	2	1
926	ничего общего	2	1
927	в лице	2	1
928	культуры в	1	1
929	себя в	1	1
930	крайней мере	1	1
931	это бывает	1	1
932	и из	1	1
933	а лишь	4	1
934	или менее	7	1
935	ним на	1	1
936	идеологическое явление	4	1
937	вовсе не	18	1
938	с соответствующими	1	1
939	специфической социальной	1	1
940	думать что	4	1
941	от предмета	1	1
942	всякой художественной	1	1
943	два основных	1	1
944	не то	3	1
945	гораздо больше	1	1
946	нее не	2	1
947	поэзии к	1	1
948	на эту	1	1
949	тем более	1	1
950	по крайней	1	1
951	из формальных	1	1
952	не найдем	3	1
953	мы видели	5	1
954	перед нами	3	1
955	чем более	1	1
956	тем художественное	1	1
957	понята и	1	1
958	и самый	3	1
959	понять и	1	1
960	же мы	1	1
961	его место	2	1
962	вне ее	3	1
963	социальных же	1	1
964	моменты произведения	1	1
965	который и	1	1
966	всяком случае	6	1
967	искусства может	1	1
968	того о	1	1
969	лингвистическое явление	2	1
970	которые в	1	1
971	и всесторонне	1	1
972	идеологическая ценность	1	1
973	поля рассмотрения	1	1
974	на них	1	1
975	нашу задачу	1	1
976	высшей степени	4	1
977	тенденция к	2	1
978	произведение является	2	1
