N	3gram	Bakhtin_Pr	Formalny
362	форму и содержание	1	1
363	в его лингвистической	3	1
364	самым неправильным было	1	1
365	материала к которому	1	1
366	в художественном творчестве	9	1
367	она может и	1	1
368	связи и взаимоотношения	1	1
369	в то время	1	1
370	этом смысле мы	2	1
371	со всеми другими	1	1
372	от чего не	1	1
373	бы ни было	1	1
374	место и у	1	1
375	это можно выразить	1	1
376	не для того	1	1
377	в области наук	1	1
378	хотя и не	1	1
379	материала в его	1	1
380	языка в поэзии	1	1
381	в узком смысле	1	1
382	не было бы	1	1
383	прямого отношения к	1	1
384	не чем иным	1	1
385	с помощью которого	1	1
386	резко отличается от	1	1
387	дело обстоит не	1	1
388	не что иное	1	1
389	отметить что в	1	1
390	и быть не	1	1
391	что иное как	1	1
392	ни в коем	2	1
393	выходя за его	1	1
394	в нашу задачу	1	1
395	в их конкретном	1	1
396	и этические оценки	1	1
397	и понять его	1	1
398	точки зрения одной	1	1
399	не может в	1	1
400	в этом произведении	1	1
401	на произведение в	1	1
402	только в искусстве	2	1
403	как одну из	1	1
404	к материалу к	2	1
405	познания и этической	1	1
406	и от всех	1	1
407	в его своеобразии	3	1
408	вследствие этого и	1	1
409	в наши задачи	1	1
410	в полном согласии	1	1
411	как одна из	1	1
412	называемый формальный метод	1	1
413	который был бы	1	1
414	и в свою	1	1
415	быть определен в	1	1
416	может быть признана	1	1
417	для историка литературы	1	1
418	действительность познания и	4	1
419	качественной стороны звукового	1	1
420	никогда не может	2	1
421	здесь не может	1	1
422	и потому в	1	1
423	отрицательное отношение к	1	1
424	мир в его	1	1
425	та или иная	1	1
426	материал в его	1	1
427	хотя бы только	1	1
428	продуктивная разработка истории	1	1
429	единство создается не	1	1
430	она не могла	1	1
431	более того в	1	1
432	вопрос о том	1	1
433	не должна быть	1	1
434	коем случае не	2	1
435	в самом широком	1	1
436	из важнейших проблем	1	1
437	это и есть	1	1
438	художественного виденья и	1	1
439	не могла бы	1	1
440	отношения к материалу	2	1
441	можно было бы	3	1
442	истории того или	1	1
443	его отношение к	1	1
444	языка для понимания	1	1
445	целом и в	1	1
