N	3gram	Bakhtin_Pr	Freidism
111	но тем не	1	1
112	а как бы	1	1
113	отца с сыном	1	1
114	сталкивается здесь с	1	1
115	только себя и	1	1
116	но в отличие	1	1
117	того или иного	1	1
118	как будто бы	1	1
119	что она не	3	1
120	той или иной	1	1
121	но прежде всего	1	1
122	он не принимает	1	1
123	том что это	1	1
124	таком случае это	1	1
125	вполне понятно что	2	1
126	в противоречии с	1	1
127	что же это	1	1
128	и даже не	1	1
129	от того в	1	1
130	до известной степени	1	1
131	сравнить его с	1	1
132	как и речь	1	1
133	и наконец в	2	1
134	то что он	1	1
135	все зависит от	1	1
136	и только в	1	1
137	мы должны перейти	1	1
138	в пределах того	2	1
139	в самую гущу	1	1
140	в пределах одной	1	1
141	но и в	1	1
142	же это за	1	1
143	и вот в	1	1
144	к себе самому	4	1
145	как мы знаем	1	1
146	по крайней мере	2	1
147	другая точка зрения	1	1
148	отражает в себе	1	1
149	более того она	1	1
150	по сравнению с	1	1
151	в нем мы	1	1
152	же что и	1	1
153	была бы совершенно	1	1
154	но она не	1	1
155	социальной группы к	1	1
156	что бы то	1	1
157	только в свете	1	1
158	они и не	1	1
159	для него не	2	1
160	если же мы	1	1
161	во всех его	1	1
162	может быть даже	1	1
163	имеем в виду	1	1
164	и о своем	3	1
165	силу и глубину	1	1
166	то что может	1	1
167	рядом с ним	1	1
168	в своей совокупности	1	1
169	в себе и	2	1
170	большое значение в	1	1
171	как бы в	6	1
172	не то чем	1	1
173	в целом ряде	2	1
174	может быть понято	1	1
175	в том же	1	1
176	он и не	1	1
177	иное отношение к	1	1
178	того и другого	2	1
179	конечно не в	2	1
180	в каждом слове	1	1
181	как и всякое	2	1
182	центр тяжести в	1	1
183	они не могут	1	1
184	при всей ее	1	1
185	во что бы	1	1
186	в то время	2	1
187	или может быть	1	1
188	всех этих идеологических	1	1
189	их в целом	1	1
190	и быть не	1	1
191	чтобы войти в	1	1
192	зависит от того	1	1
193	друг на друга	2	1
194	оценки точки зрения	1	1
195	части нашей работы	1	1
196	но что же	1	1
197	все же не	3	1
198	разобраться в этом	1	1
199	и пр как	1	1
200	уже не может	1	1
201	нельзя не согласиться	1	1
202	быть объяснены и	1	1
203	однако в этом	1	1
204	хотя и не	3	1
205	не показывает нам	1	1
206	дело здесь в	1	1
207	не было бы	1	1
208	же явления происходят	1	1
209	но не только	1	1
210	друг с другом	3	1
211	но при этом	2	1
212	он остается в	1	1
213	в одной плоскости	7	1
214	от всех этих	1	1
215	не опирается на	1	1
216	каких бы то	1	1
217	а между тем	1	1
218	могут быть поняты	1	1
219	то же что	3	1
220	дело в том	1	1
221	иметь в виду	1	1
222	как и все	4	1
223	она не может	1	1
224	в этом пункте	1	1
225	как мы видим	1	1
226	и у самого	1	1
227	мира а не	1	1
228	мы не знаем	1	1
229	данной социальной группы	1	1
230	литературе как мы	1	1
231	так же как	1	1
232	целом ряде других	2	1
233	смысле слова и	1	1
234	во время работы	1	1
235	смысле этого слова	1	1
236	это есть лишь	1	1
237	прежде всего ту	1	1
238	ввести его в	1	1
239	и никогда не	1	1
240	переносит центр тяжести	1	1
241	точки зрения этого	1	1
242	точки зрения его	1	1
243	и в то	2	1
244	есть прежде всего	1	1
245	пределах того что	1	1
246	к той же	1	1
247	должны перейти к	1	1
248	не согласиться с	2	1
249	не только не	2	1
250	в своем собственном	1	1
251	но именно в	1	1
252	менее всего это	1	1
253	так как его	1	1
254	всяком случае не	1	1
255	но не в	1	1
256	так как в	1	1
257	и не могут	1	1
258	нужно сказать что	1	1
259	с ним а	1	1
260	с другими моментами	1	1
261	и наконец к	1	1
262	чтобы в ней	1	1
263	на первый взгляд	1	1
264	сказать что вся	1	1
265	о себе самом	12	1
266	в маленьком масштабе	1	1
267	внешнего мира в	1	1
268	последнее слово в	1	1
269	все в нем	1	1
270	остается в пределах	2	1
271	что как раз	1	1
272	что с точки	1	1
273	все же остается	1	1
274	что это не	1	1
275	но все же	3	1
276	все это не	1	1
277	в нем и	1	1
278	и в нем	2	1
279	в котором они	1	1
280	себе и в	1	1
281	как бы ни	1	1
282	мы имеем в	1	1
283	пробным камнем для	1	1
284	между тем как	5	1
285	общего не имеет	1	1
286	таким образом и	2	1
287	является одним из	1	1
288	самую точку зрения	1	1
289	части нашей книги	1	1
290	из одного плана	1	1
291	оно может быть	2	1
292	и входит в	2	1
293	говорит об этом	1	1
294	явления происходят и	1	1
295	и следовательно в	1	1
296	теми же самыми	1	1
297	во всех сферах	1	1
298	можно было бы	3	1
299	о себе сам	1	1
300	камнем для испытания	1	1
301	нам кажется что	3	1
302	прежде всего на	1	1
303	и потому не	1	1
304	начала и до	2	1
305	в настоящее время	3	1
306	раз и навсегда	1	1
307	то ни стало	1	1
