N	3gram	Tiupa_Vved	Problema
146	один и тот	1	2
147	но и не	1	2
148	того и другого	1	2
149	и для нас	2	2
150	мы не можем	1	2
151	ни одна из	1	2
152	в войне и	2	2
153	у древних греков	1	2
154	и это не	1	2
155	во всей его	1	2
156	как и у	2	2
157	и все же	6	2
158	и тот же	1	2
159	а не только	1	2
160	для этого необходимо	1	2
161	в том же	1	2
162	хотя она и	1	2
163	в известной мере	1	2
164	могло бы быть	1	2
165	друг на друга	2	2
166	к тому или	1	2
167	не было и	2	2
168	в нем не	1	2
169	из них не	1	2
170	которая может быть	1	2
171	а не в	1	2
172	себя не только	1	2
173	в свою очередь	5	2
174	и не может	1	2
175	тому или иному	2	2
176	никогда не может	1	2
177	внимание на то	1	2
178	а то и	2	2
179	человеческой жизни в	1	2
180	здесь как и	1	2
181	как и для	3	2
182	и той же	1	2
183	но в конце	1	2
184	тем что они	1	2
185	как раз в	1	2
186	одной и той	1	2
187	не мог быть	1	2
188	и в самом	1	2
189	времени и пространстве	1	2
190	в основе своей	2	2
191	в одном и	1	1
192	обычно имеет место	1	1
193	чего не было	1	1
194	одна из этих	1	1
195	в том как	2	1
196	и в другом	1	1
197	здесь как будто	1	1
198	мере в какой	2	1
199	но пока еще	1	1
200	и представляет собой	4	1
201	входит в состав	1	1
202	начала и конца	1	1
203	но не только	1	1
204	но при этом	3	1
205	начало и конец	2	1
206	бы оно было	1	1
207	раз та самая	1	1
208	уже в самом	1	1
209	речь идет о	3	1
210	может и должен	1	1
211	по аналогии с	2	1
212	означает то что	1	1
213	человеческих отношений в	1	1
214	быть не только	1	1
215	и такого рода	1	1
216	в первой главе	1	1
217	что это не	1	1
218	слова при этом	1	1
219	не входит в	2	1
220	поры до времени	1	1
221	в той же	1	1
222	в нашем случае	3	1
223	в евгении онегине	1	1
224	они могут быть	1	1
225	вопросы о том	1	1
226	и некоторого рода	1	1
227	может быть несколько	1	1
228	а на самом	1	1
229	в каждой из	1	1
230	дело не с	1	1
231	и не является	1	1
232	и вполне закономерно	1	1
233	каждого из нас	1	1
234	я никак не	1	1
235	к новой жизни	1	1
236	которые могли бы	1	1
237	к тому чтобы	1	1
238	не все что	2	1
239	было бы не	1	1
240	времени и пространства	1	1
241	этого термина в	1	1
242	и даже в	1	1
243	состоит в том	2	1
244	оно взывает к	1	1
245	из того что	1	1
246	герой нашего времени	1	1
247	ли это что	1	1
248	добра и зла	1	1
249	в основе всякого	1	1
250	как и все	1	1
251	и не субъективна	1	1
252	тем же самым	1	1
253	для указания на	1	1
254	тем самым в	1	1
255	у него нет	1	1
256	истории вообще не	1	1
257	мы не должны	1	1
258	и он не	1	1
259	а во время	2	1
260	прежде всего в	1	1
261	о любви и	1	1
262	в году в	1	1
263	же самое и	1	1
264	не говорится но	1	1
265	мы пока еще	1	1
266	благодаря тому что	1	1
267	в самом начале	1	1
268	в художественной литературе	1	1
269	бы и не	2	1
270	отнюдь не в	3	1
271	что же в	1	1
272	но и этот	1	1
273	а не к	1	1
274	до известной степени	1	1
275	в данном контексте	1	1
276	в одном из	1	1
277	мы читаем о	1	1
278	самое и в	1	1
279	со своей собственной	1	1
280	и со стороны	1	1
281	он не может	1	1
282	в котором он	1	1
283	что же было	1	1
284	было и не	1	1
285	и можно сказать	1	1
286	не в том	3	1
287	для древних греков	1	1
288	во втором случае	1	1
289	а что же	1	1
290	что для него	1	1
291	в результате которого	1	1
292	но на этот	1	1
293	может быть не	3	1
294	в первом случае	1	1
295	ни о чем	1	1
296	и тоже не	1	1
297	как и всякий	1	1
298	к одной и	1	1
299	но и с	1	1
300	и притом весьма	1	1
301	смысла то есть	1	1
302	что они не	1	1
303	до поры до	1	1
304	по сути дела	4	1
305	на то чтобы	1	1
306	в наше время	1	1
307	выражается в слове	1	1
308	из рассмотренных выше	1	1
309	то же время	4	1
310	объективна и не	1	1
311	в этом последнем	1	1
312	языка как системы	1	1
313	который в свою	1	1
314	жизни то есть	1	1
315	как раз его	1	1
316	другим потому что	2	1
317	мы при этом	1	1
318	он вместе с	1	1
319	можно представить себе	1	1
320	как раз та	1	1
321	к такого рода	1	1
322	не объективна и	1	1
323	при встрече с	1	1
324	что мы читаем	1	1
325	за свое существование	1	1
326	в жизни так	1	1
327	внутренней и внешней	1	1
328	отнюдь не означает	1	1
329	в живой речи	1	1
330	обратим внимание на	2	1
331	не только от	1	1
332	есть знак который	1	1
333	кажется что все	1	1
334	видя в нем	1	1
335	и едва ли	1	1
336	на второй план	1	1
337	именно такого рода	1	1
338	сознания которая не	1	1
339	но тут же	1	1
340	на котором он	1	1
341	это все равно	1	1
342	во времени и	1	1
343	однако в данном	1	1
344	говорит нам о	1	1
345	о чем однако	1	1
346	однако и в	1	1
347	и мышления в	1	1
348	несет в себе	4	1
349	наших представлений о	1	1
350	в своей первоначальной	1	1
351	все это свидетельствует	1	1
352	как он сам	1	1
353	едва ли не	2	1
354	лермонтова герой нашего	1	1
355	должен был бы	1	1
356	если бы оно	1	1
357	смысла а не	1	1
358	того что на	1	1
359	имеем дело с	4	1
