N	2gram	Potebnia_M	DiskursI
104	его в	6	7
105	к этому	3	7
106	в этой	3	7
107	я в	1	7
108	могут быть	6	7
109	например в	9	7
110	ни в	2	7
111	в процессе	2	7
112	перед нами	3	7
113	той же	6	7
114	но это	9	7
115	в пределах	1	7
116	лишь в	2	7
117	и ее	1	7
118	и его	4	7
119	не как	3	6
120	одно из	6	6
121	в строгом	1	6
122	именно в	5	6
123	и того	2	6
124	времени в	1	6
125	крайней мере	8	6
126	никогда не	2	6
127	то в	1	6
128	сказать и	2	6
129	с точки	3	6
130	в ее	3	6
131	не знает	4	6
132	во всех	1	6
133	однако в	1	6
134	в сущности	3	6
135	и то	13	6
136	значении этого	1	6
137	что он	8	6
138	к его	2	6
139	в которых	5	6
140	по крайней	8	6
141	в истории	2	6
142	что же	3	6
143	здесь не	1	6
144	дело в	1	6
145	времени и	2	6
146	в одной	1	6
147	тому как	6	6
148	и может	4	6
149	отношение к	2	6
150	одного из	1	6
151	в той	2	5
152	исходя из	1	5
153	в виду	1	5
154	из двух	4	5
155	мысль о	12	5
156	по своим	1	5
157	к своим	1	5
158	в ряду	7	5
159	было в	6	5
160	своей природе	1	5
161	не всегда	5	5
162	но они	1	5
163	говорить о	6	5
164	значительной степени	2	5
165	не вполне	1	5
166	свою очередь	6	5
167	перед ним	1	5
168	в прошлом	1	5
169	к ним	3	5
170	сказать что	8	5
171	несмотря на	2	5
172	проявляется в	2	5
173	я и	3	5
174	так сказать	6	5
175	же касается	1	5
176	внутренней речи	1	5
177	но при	1	5
178	тем что	13	5
179	одного и	2	5
180	во второй	1	5
181	один из	7	5
182	по слову	1	5
183	подобно тому	3	5
184	себе не	6	5
185	за пределы	2	5
186	оно не	7	5
187	в свою	6	5
188	известной степени	1	5
189	известного рода	2	5
190	переход от	3	5
191	принадлежит к	1	5
192	при котором	2	5
193	ничего не	1	5
194	того что	24	5
195	того как	10	5
196	о нем	1	5
197	в ней	11	5
198	и состоит	2	5
199	мира и	1	5
200	в их	2	5
201	и потому	9	5
202	из этих	10	5
203	что касается	1	5
204	но она	1	5
205	стороны и	1	5
206	же самое	3	5
207	как будто	1	5
208	не к	4	5
209	в самом	11	4
210	и к	5	4
211	человеческой жизни	3	4
212	по выражению	1	4
213	в результате	1	4
214	по мере	12	4
215	и само	1	4
216	а напротив	2	4
217	в первом	5	4
218	или на	2	4
219	и до	2	4
220	в жизни	1	4
221	его на	3	4
222	отличается от	1	4
223	во всяком	4	4
224	из жизни	1	4
225	между двумя	5	4
226	чего не	1	4
227	только на	4	4
228	из виду	4	4
229	и представляет	1	4
230	что они	2	4
231	по преимуществу	1	4
232	об одном	2	4
233	в произведении	4	4
234	тем не	7	4
235	связи с	6	4
236	одним из	3	4
237	что не	12	4
238	я не	1	4
239	не есть	24	4
240	одном из	4	4
241	по себе	26	4
242	и это	6	4
243	в наше	1	4
244	и тем	8	4
245	как это	1	4
246	должны быть	3	4
247	хотя в	3	4
248	это в	2	4
249	и есть	4	4
250	с ним	10	4
251	не ограничивается	1	4
252	из того	2	4
253	не могут	7	4
254	не более	1	4
255	можно назвать	2	4
256	к другому	3	4
257	свое время	1	4
258	более чем	2	4
259	в современном	1	4
260	для меня	5	4
261	составляет не	1	4
262	первобытного человека	1	4
263	и во	1	4
264	у них	1	4
265	не знают	1	4
266	этом случае	2	4
267	в свое	2	4
268	зависит от	7	4
269	того и	2	4
270	в основании	2	4
271	есть в	6	4
272	и др	1	4
273	со своим	2	4
274	слова не	2	4
275	или в	4	4
276	в какой	3	4
277	однако это	1	4
278	по своему	2	4
279	но уже	2	4
280	на его	4	4
281	вследствие чего	1	4
282	может иметь	1	4
283	а к	4	4
284	а по	1	4
285	может и	1	4
286	настоящего времени	3	4
287	говоря уже	1	3
288	таковы например	1	3
289	которая в	1	3
290	более или	6	3
291	но все	2	3
292	и сам	1	3
293	к другим	4	3
294	там же	8	3
295	их в	3	3
296	в одно	8	3
297	чем не	1	3
298	на первый	1	3
299	первый взгляд	1	3
300	с этим	12	3
301	в действительности	7	3
302	вопрос о	2	3
303	входит в	3	3
304	имея в	1	3
305	словесного выражения	1	3
306	принадлежащих к	1	3
307	прозы в	1	3
308	как на	6	3
309	самого говорящего	1	3
310	тут же	2	3
311	понятие о	3	3
312	и он	1	3
313	и столь	1	3
314	к которому	1	3
315	стремится к	3	3
316	и притом	3	3
317	или не	3	3
318	в которой	9	3
319	к чему	2	3
320	в области	3	3
321	между собой	1	3
322	как у	2	3
323	здесь как	3	3
324	но как	2	3
325	самому себе	1	3
326	одно и	7	3
327	и что	13	3
328	для человека	8	3
329	в форме	2	3
330	но так	3	3
331	то ни	1	3
332	было бы	16	3
333	его как	3	3
334	и от	5	3
335	бы быть	3	3
336	и по	5	3
337	них в	2	3
338	принадлежат к	1	3
339	должна быть	2	3
340	с миром	1	3
341	необходимая для	1	3
342	говорящего и	3	3
343	заключается в	2	3
344	себя с	1	3
345	отношения к	2	3
346	вместе с	22	3
347	не имеет	10	3
348	да и	2	3
349	о котором	2	3
350	в следующей	1	3
351	всей своей	1	3
352	но оно	6	3
353	это и	2	3
354	и более	4	3
355	языка и	5	3
356	но здесь	1	3
357	на том	1	3
358	слова и	8	3
359	в первых	1	3
360	на основании	1	3
361	заметить что	7	3
362	в сказке	1	3
363	речи в	1	3
364	тем же	6	3
365	как мы	8	3
366	их с	1	3
367	то она	1	3
368	к миру	1	3
369	всяком случае	3	3
370	по этой	1	3
371	событием и	1	3
372	жизни не	3	3
373	к содержанию	4	3
374	в сочетании	1	3
375	на языке	2	3
376	ему в	2	3
377	и было	1	3
378	уже в	10	3
379	мы не	17	3
380	еще и	1	3
381	с их	1	3
382	место в	4	3
383	однако не	1	3
384	что ни	3	3
385	а о	1	3
386	виду что	2	3
387	и без	9	3
388	не подлежит	2	3
389	все эти	1	3
390	или даже	1	3
391	в новом	2	3
392	в каждой	4	3
393	об этом	4	3
394	или менее	6	3
395	особенно в	1	3
396	не говоря	3	3
397	как показывает	1	3
398	том случае	2	3
399	он говорит	3	3
400	а его	1	3
401	как представляется	1	3
402	она не	4	3
403	хотя бы	3	3
404	когда он	1	3
405	в начале	3	3
406	в большинстве	2	3
407	с человеком	1	3
408	имеет свою	2	3
409	к ней	7	3
410	указывает на	8	3
411	слова в	7	3
412	жизни и	3	3
413	уже о	1	3
414	для этого	1	3
415	и наконец	3	3
416	что на	3	3
417	во всем	2	2
418	мы можем	13	2
419	в душе	17	2
420	в настоящем	1	2
421	всего человека	2	2
422	с этой	2	2
423	или по	2	2
424	еще более	1	2
425	мысли и	8	2
426	действие и	1	2
427	те же	6	2
428	которое может	1	2
429	нас в	3	2
430	то ли	1	2
431	переходит к	1	2
432	как было	1	2
433	как субъекта	1	2
434	и с	4	2
435	самом общем	1	2
436	за ним	4	2
437	которое по	1	2
438	от всего	4	2
439	и требует	1	2
440	упускать из	2	2
441	в собственном	3	2
442	только через	1	2
443	приходит в	1	2
444	мысли о	6	2
445	это бывает	1	2
446	большей или	1	2
447	значение не	4	2
448	деятельности на	1	2
449	так например	3	2
450	большей части	2	2
451	некоторые из	1	2
452	для того	8	2
453	и другой	1	2
454	и действия	2	2
455	одной и	6	2
456	в различных	2	2
457	а между	6	2
458	внимания к	1	2
459	принадлежит не	1	2
460	указания на	2	2
461	было сказано	2	2
462	я с	1	2
463	этот человек	1	2
464	том чтобы	4	2
465	все то	3	2
466	в нашем	1	2
467	на него	3	2
468	слово не	6	2
469	для понимания	5	2
470	который в	2	2
471	он сам	2	2
472	по поводу	8	2
473	романа и	1	2
474	что даже	5	2
475	общих чертах	2	2
476	к языку	1	2
477	едва ли	1	2
478	не то	6	2
479	от ее	2	2
480	своего развития	1	2
481	другим что	1	2
482	к нему	7	2
483	в науках	1	2
484	бы то	2	2
485	на язык	1	2
486	должно быть	9	2
487	время в	3	2
488	я как	5	2
489	ни было	2	2
490	это обстоятельство	1	2
491	бытия и	1	2
492	с другими	9	2
493	не от	3	2
494	на выражение	1	2
495	природу и	1	2
496	у него	3	2
497	отношения между	4	2
498	что она	4	2
499	как его	1	2
500	но для	1	2
501	из уст	1	2
502	очевидно что	9	2
503	на я	1	2
504	большинстве случаев	2	2
505	должно было	2	2
506	себе и	1	2
507	к мысли	4	2
508	а только	7	2
509	в чем	6	2
510	происходит только	1	2
511	не нужно	1	2
512	как субъект	2	2
513	что как	4	2
514	и понимание	1	2
515	а потом	2	2
516	в каждом	6	2
517	точкой зрения	1	2
518	ни убавить	1	2
519	лица и	3	2
520	и быть	3	2
521	вообще в	1	2
522	появляется в	1	2
523	перехода от	3	2
524	не заключает	3	2
525	иметь в	2	2
526	могла бы	2	2
527	или меньшей	1	2
528	целом и	1	2
529	и позднее	1	2
530	жизнь как	1	2
531	что может	1	2
532	в первой	1	2
533	теми же	1	2
534	они были	1	2
535	его к	2	2
536	а как	2	2
537	развития в	2	2
538	чем и	1	2
539	мы видели	5	2
540	представляет себе	1	2
541	на деле	8	2
542	а потому	8	2
543	в последнем	4	2
544	как с	1	2
545	в языке	19	2
546	его с	3	2
547	на ее	2	2
548	и при	5	2
549	лично для	1	2
550	потом и	1	2
551	не всякий	1	2
552	говорит и	1	2
553	своей исходной	1	2
554	нашего времени	2	2
555	из которых	1	2
556	то с	1	2
557	и вполне	2	2
558	том и	1	2
559	сами по	3	2
560	если бы	20	2
561	самом деле	5	2
562	от своего	2	2
563	ни о	3	2
564	с таким	3	2
565	ни одно	2	2
566	в памяти	4	2
567	от его	2	2
568	не приводит	1	2
569	влияния на	2	2
570	себя и	4	2
571	теории как	1	2
572	о любви	2	2
573	ни прибавить	1	2
574	одним и	4	2
575	время и	2	2
576	прибавить ни	1	2
577	отнести к	1	2
578	тех же	1	2
579	заключать в	1	2
580	до настоящего	1	2
581	мы его	2	2
582	и и	1	2
583	не должно	1	2
584	на основе	1	2
585	каждый в	1	2
586	и теперь	6	2
587	себя не	1	2
588	отношении к	3	2
589	к одному	7	2
590	вслед за	6	2
591	целый ряд	2	2
592	он есть	1	2
593	и возможность	1	2
594	каждый из	1	2
595	не представляет	1	2
596	поэзии как	1	2
597	и той	4	2
598	имеет своим	1	2
599	не знаем	5	2
600	всякий раз	1	2
601	на этот	1	2
602	легко может	1	2
603	этого слова	14	2
604	есть к	3	2
605	коего мы	4	2
606	друг друга	6	2
607	во времени	2	2
608	в самой	1	2
609	только о	2	2
610	события и	1	2
611	ответ на	3	2
612	но на	2	2
613	же несомненно	1	2
614	может не	1	2
615	ни с	1	2
616	свидетельствует о	1	2
617	в первый	1	2
618	все это	4	2
619	в художественной	1	2
620	он как	2	2
621	что так	1	2
622	что с	2	2
623	ее в	2	2
624	что собственно	2	2
625	чем он	1	2
626	возможно только	6	2
627	как нечто	3	2
628	другого в	2	2
629	отказаться от	2	2
630	то к	4	2
631	что будет	3	2
632	которое было	2	2
633	предмет о	1	2
634	впрочем не	1	2
635	так в	4	2
636	к своему	3	2
637	со своей	2	2
638	света и	2	2
639	по его	1	2
640	в воображении	1	2
641	это было	3	2
642	сомнение в	1	2
643	вовсе не	13	2
644	как все	1	2
645	и вообще	4	2
646	тем более	9	2
647	и другого	2	2
648	быть вполне	1	2
649	ему не	2	2
650	совмещает в	2	2
651	первобытный человек	2	2
652	с самого	1	2
653	он ни	1	2
654	к божественному	1	2
655	случае если	2	2
656	его не	2	2
657	здесь можно	1	2
658	не по	1	2
659	нельзя не	1	2
660	для кого	1	2
661	мы должны	6	2
662	быть и	1	2
663	и их	4	2
664	в науке	3	2
665	заключает в	10	2
666	только то	1	2
667	чтобы не	1	2
668	человека с	2	2
669	с понятием	3	2
670	по той	1	2
671	и вне	1	2
672	слово же	1	2
673	оно живет	1	2
674	в голову	3	2
675	языка с	2	2
676	речи не	1	2
677	на то	6	2
678	право на	1	2
679	и относительно	2	2
680	и только	5	2
681	же это	1	2
682	человек не	4	2
683	к работе	1	2
684	которой нет	2	2
685	не могло	3	2
686	есть не	9	2
687	для другого	1	2
688	однако на	1	2
689	возможна только	1	2
690	науки о	1	1
691	различии их	1	1
692	без чего	1	1
693	с которого	1	1
694	сколько и	2	1
695	для нее	1	1
696	что если	5	1
697	я по	1	1
698	это справедливо	1	1
699	здесь же	1	1
700	духовная и	1	1
701	всего на	1	1
702	же и	3	1
703	самого себя	3	1
704	творчества в	1	1
705	и самому	1	1
706	они имеют	1	1
707	не носит	1	1
708	и имеет	1	1
709	за действительный	1	1
710	случае мы	1	1
711	степени как	1	1
712	чувства как	1	1
713	тому что	6	1
714	людей но	1	1
715	даже в	3	1
716	его за	2	1
717	этом заключается	1	1
718	в разных	4	1
719	тем как	4	1
720	в большей	3	1
721	примыкает к	4	1
722	признаков этого	1	1
723	как говорит	1	1
724	что человек	4	1
725	на нас	4	1
726	например с	1	1
727	речь только	1	1
728	впоследствии такие	1	1
729	по способу	1	1
730	о силе	1	1
731	те свойства	1	1
732	как она	2	1
733	предполагает в	2	1
734	этим путем	1	1
735	я может	1	1
736	вопрос на	1	1
737	от одного	5	1
738	на мир	2	1
739	из нее	2	1
740	равно как	2	1
741	кто говорит	1	1
742	и там	1	1
743	образов в	1	1
744	форму и	1	1
745	на существование	1	1
746	и будут	1	1
747	к более	1	1
748	в речи	4	1
749	из сцен	1	1
750	или другие	1	1
751	места и	1	1
752	и другим	2	1
753	и должен	1	1
754	с тем	9	1
755	чем теперь	2	1
756	к самому	2	1
757	а именно	1	1
758	наш взгляд	1	1
759	в природе	3	1
760	говорящего это	1	1
761	которое не	2	1
762	и слово	6	1
763	есть то	3	1
764	в это	2	1
765	когда бы	1	1
766	при помощи	2	1
767	не имели	2	1
768	искусств в	1	1
769	на одном	2	1
770	не удается	1	1
771	относящимся к	1	1
772	на все	3	1
773	что подтверждается	1	1
774	можем видеть	1	1
775	было содержанием	1	1
776	действительности в	1	1
777	тем в	1	1
778	состоит не	4	1
779	другими и	1	1
780	с точкой	1	1
781	в такой	2	1
782	мы вместе	1	1
783	оно имеет	3	1
784	которые не	1	1
785	нечто общее	1	1
786	мысли что	6	1
787	восприятия и	2	1
788	не существует	5	1
789	коренится в	1	1
790	видно что	4	1
791	совокупность этих	1	1
792	с конца	1	1
793	то это	9	1
794	можно считать	1	1
795	следовало бы	2	1
796	тем слово	1	1
797	случаях к	1	1
798	не согласиться	1	1
799	которой он	1	1
800	раз и	1	1
801	наука не	1	1
802	одно целое	3	1
803	он был	1	1
804	что всякое	1	1
805	творческую способность	1	1
806	идеал и	1	1
807	сводятся к	2	1
808	символическое значение	1	1
809	имеет в	1	1
810	значения слова	1	1
811	но даже	3	1
812	понятия в	1	1
813	но эти	1	1
814	искусства и	3	1
815	что первая	1	1
816	с другим	2	1
817	научной мысли	2	1
818	как совокупность	2	1
819	цель его	2	1
820	должна была	1	1
821	в изучении	1	1
822	быть названо	2	1
823	не об	2	1
824	на пути	2	1
825	приходит к	1	1
826	значение чем	1	1
827	приходит на	1	1
828	вообще но	1	1
829	превращается в	3	1
830	затруднений при	1	1
831	его по	1	1
832	в смысле	4	1
833	не что	1	1
834	от той	2	1
835	этой картины	1	1
836	так же	6	1
837	оно существует	1	1
838	большую или	1	1
839	что те	2	1
840	в глаза	2	1
841	всего что	1	1
842	пути от	1	1
843	его собственной	1	1
844	существовать не	1	1
845	некоторое время	3	1
846	именно такого	1	1
847	и еще	1	1
848	не дай	1	1
849	об отсутствии	1	1
850	если это	1	1
851	с самим	1	1
852	которое так	1	1
853	природа как	1	1
854	заметное влияние	2	1
855	такая же	2	1
856	быть в	1	1
857	находится в	5	1
858	как я	1	1
859	есть по	1	1
860	отношения в	1	1
861	чтобы при	1	1
862	каждое из	2	1
863	обширны и	1	1
864	оно представляет	1	1
865	без которой	2	1
866	их существование	1	1
867	от них	4	1
868	в сфере	1	1
869	в противном	1	1
870	от себя	1	1
871	на котором	4	1
872	теперь а	1	1
873	или нет	1	1
874	к этим	1	1
875	вроде тех	1	1
876	уже по	3	1
877	в системе	2	1
878	действие или	1	1
879	случае когда	1	1
880	них может	1	1
881	но сама	1	1
882	поэзия не	1	1
883	подлежит сомнению	1	1
884	поэзии к	1	1
885	на них	2	1
886	того о	1	1
887	восприятии и	1	1
888	себе самом	1	1
889	их мысли	1	1
890	представить себе	5	1
891	же масштабом	1	1
892	только не	5	1
893	не зная	1	1
894	которым человек	1	1
895	о влиянии	2	1
896	но более	1	1
897	и мы	3	1
898	то оно	4	1
899	она и	1	1
900	и большая	1	1
901	менее в	1	1
902	что иное	1	1
903	же словом	3	1
904	после того	2	1
905	похожи на	1	1
906	но из	1	1
907	мысли только	1	1
908	отнимает у	1	1
909	не принадлежит	2	1
910	вообще а	1	1
911	но еще	1	1
912	в состоянии	5	1
913	для которой	1	1
914	именно из	2	1
915	в совершенно	1	1
916	тогда и	3	1
917	своего смысла	1	1
918	интереса в	1	1
919	него в	1	1
920	могло бы	2	1
921	поэзии в	2	1
922	между различными	1	1
923	которого он	1	1
924	в буквальном	2	1
925	его восприятием	1	1
926	позднее явление	2	1
927	говоря словами	2	1
928	xix века	1	1
929	личного творчества	1	1
930	о ком	1	1
931	личности к	1	1
932	легко представить	1	1
933	по содержанию	2	1
934	его сознанию	1	1
935	веры а	1	1
936	сложное художественное	1	1
937	входят в	3	1
938	не была	1	1
939	и восприятие	1	1
940	чем в	2	1
941	входящие в	1	1
942	из мысли	2	1
943	в художественном	1	1
944	на разных	2	1
945	и отношения	1	1
946	не знание	1	1
947	и лишена	1	1
948	не говорит	2	1
949	их по	1	1
950	что его	3	1
951	получает возможность	2	1
952	но совершенно	1	1
953	про себя	1	1
954	это история	1	1
955	и чисто	1	1
956	которое в	2	1
957	от света	1	1
958	быть только	5	1
959	в понятии	2	1
960	развития как	1	1
961	я или	1	1
962	в таком	6	1
963	мере того	8	1
964	между этими	1	1
965	не сознается	1	1
966	не остается	1	1
967	человек и	2	1
968	необходимости и	1	1
969	этом последнем	2	1
970	каком находится	1	1
971	в связи	1	1
972	между ними	4	1
973	чего оно	1	1
974	встречается в	1	1
975	при восприятии	2	1
976	и именно	1	1
977	всего он	1	1
978	всем своем	1	1
979	содержание к	1	1
980	на который	2	1
981	без которого	2	1
982	народная поэзия	2	1
983	человеке и	2	1
984	от этого	2	1
985	три момента	1	1
986	в двух	1	1
987	и следовательно	3	1
988	лишь для	1	1
989	в первые	1	1
990	точек зрения	1	1
991	достигает своего	1	1
992	как ряд	1	1
993	из одного	3	1
994	своей мысли	4	1
995	произведение есть	2	1
996	теперь и	2	1
997	жизни то	2	1
998	в других	3	1
999	сих пор	4	1
1000	человека а	2	1
1001	а для	1	1
1002	бы в	3	1
1003	что хотя	8	1
1004	на которую	2	1
1005	следует однако	2	1
1006	должен был	2	1
1007	только от	7	1
1008	она коренится	1	1
1009	необходимое условие	1	1
1010	как того	1	1
1011	что такое	2	1
1012	если оно	1	1
1013	приводит его	1	1
1014	где теперь	1	1
1015	не означает	1	1
1016	можно принять	1	1
1017	человеческой деятельности	2	1
1018	в мысль	1	1
1019	многих из	1	1
1020	времени для	1	1
1021	все остальные	3	1
1022	близко к	1	1
1023	образ не	2	1
1024	другом и	1	1
1025	в объеме	1	1
1026	я оно	1	1
1027	еще только	2	1
1028	котором одна	1	1
1029	не дает	2	1
1030	очевидно не	1	1
1031	от содержания	1	1
1032	этого к	1	1
1033	не отличаются	1	1
1034	не один	2	1
1035	своей субъективности	1	1
1036	для понятия	2	1
1037	или же	8	1
1038	и подавляющего	1	1
1039	к любви	1	1
1040	не мог	1	1
1041	на чем	3	1
1042	не будет	4	1
1043	как объект	1	1
1044	личности художника	1	1
1045	прозе и	1	1
1046	в основание	2	1
1047	еще для	1	1
1048	в приведенном	3	1
1049	к ее	1	1
1050	но только	3	1
1051	отдельных лиц	2	1
1052	читателя или	1	1
1053	даже не	2	1
1054	этом смысле	2	1
1055	уже одно	1	1
1056	и образов	1	1
1057	то или	2	1
1058	посредством слова	8	1
1059	была уже	1	1
1060	мы еще	1	1
1061	когда мы	4	1
1062	которого в	3	1
1063	второе значение	2	1
1064	был прежде	1	1
1065	например не	2	1
1066	не само	1	1
1067	своего значения	1	1
1068	смерть но	1	1
1069	но без	2	1
1070	природы и	2	1
1071	мы называем	2	1
1072	но есть	3	1
1073	к человеческому	1	1
1074	однако от	1	1
1075	выражений и	1	1
1076	которое мы	2	1
1077	более позднее	1	1
1078	так что	14	1
1079	в некотором	2	1
1080	жизни с	1	1
1081	образом в	4	1
1082	предполагает представление	1	1
1083	в человеческой	3	1
1084	в общем	1	1
1085	однако по	2	1
1086	своей и	1	1
1087	формы и	2	1
1088	в образовании	3	1
1089	следует заметить	1	1
1090	там где	6	1
1091	более что	1	1
1092	других вполне	1	1
1093	во время	4	1
1094	по нескольку	1	1
1095	нам только	1	1
1096	и чем	3	1
1097	меньшей степени	1	1
1098	на эту	1	1
1099	обращается к	2	1
1100	искусства в	1	1
1101	что до	3	1
1102	пришел к	1	1
1103	на слово	2	1
1104	можно только	3	1
1105	для многих	1	1
1106	почему он	2	1
1107	были бы	1	1
1108	от нее	2	1
1109	собаки но	2	1
1110	или слов	1	1
1111	и законченность	1	1
1112	самому то	1	1
1113	образом и	3	1
1114	однако с	1	1
1115	до сих	4	1
1116	он уже	1	1
1117	в тени	2	1
1118	от сознания	3	1
1119	немцев и	1	1
1120	проч но	1	1
1121	и здесь	3	1
1122	и поэтическое	1	1
1123	и должны	1	1
1124	до своего	1	1
1125	понятие и	1	1
1126	речи но	1	1
1127	мы назвали	2	1
1128	к одной	4	1
1129	следует ли	1	1
1130	молитве и	1	1
1131	если же	1	1
1132	оно было	1	1
1133	не идет	1	1
1134	ср с	1	1
1135	образа и	6	1
1136	связан в	1	1
1137	что это	6	1
1138	не были	4	1
1139	никак не	3	1
1140	сам по	9	1
1141	открывает себя	1	1
1142	переходит от	2	1
1143	этот не	1	1
1144	о которой	1	1
1145	в область	1	1
1146	мы в	3	1
1147	более глубокое	1	1
1148	как одного	1	1
1149	к сознанию	4	1
1150	из нескольких	1	1
1151	показать на	1	1
1152	не признает	1	1
1153	вся основана	1	1
1154	на читателя	1	1
1155	имел для	1	1
1156	мере и	1	1
1157	можно было	1	1
1158	под этим	1	1
1159	в более	4	1
1160	как о	3	1
1161	и приобретает	1	1
1162	от их	1	1
1163	понимание как	1	1
1164	так или	2	1
1165	начинается с	1	1
1166	с ними	6	1
1167	отличаются от	1	1
1168	до этого	2	1
1169	язык представляет	1	1
1170	понимание которое	1	1
1171	строгом смысле	2	1
1172	образуют для	1	1
1173	что у	4	1
1174	как при	3	1
1175	к чему-то	1	1
1176	тоже не	1	1
1177	например и	2	1
1178	необходимой для	1	1
1179	то время	7	1
1180	это время	1	1
1181	значения и	1	1
1182	на наш	2	1
1183	происхождения и	1	1
1184	может получить	1	1
1185	действительность с	1	1
1186	отдельного человека	1	1
1187	анализа в	1	1
1188	может стать	3	1
1189	оно объединяет	1	1
1190	в слове	41	1
1191	этим в	1	1
1192	никто не	5	1
1193	никем не	2	1
1194	в словах	3	1
1195	вследствие своей	1	1
1196	как наука	1	1
1197	бы не	6	1
1198	поэзии и	8	1
1199	нечто большее	1	1
1200	собою в	1	1
1201	том как	3	1
1202	зависимости от	1	1
1203	а под	1	1
1204	нераздельное единство	1	1
1205	в известном	1	1
1206	эта последняя	4	1
1207	друг от	2	1
1208	которая не	2	1
1209	в каком	8	1
1210	и читатель	1	1
1211	на другие	7	1
1212	говорится что	1	1
1213	к какой	1	1
1214	я говорю	1	1
1215	который и	1	1
1216	принадлежит ему	2	1
1217	эта особенность	1	1
1218	нет ничего	2	1
1219	слова является	1	1
1220	языка которое	1	1
1221	его и	1	1
1222	наука в	1	1
1223	что эту	1	1
1224	бы и	4	1
1225	ряду других	3	1
1226	слова которое	1	1
1227	сложившиеся в	1	1
1228	рассуждениях по	1	1
1229	не перед	1	1
1230	где нет	1	1
1231	состоять в	2	1
1232	их самих	1	1
1233	прямой зависимости	1	1
1234	это нечто	1	1
1235	это явление	1	1
1236	которые однако	1	1
1237	что сила	2	1
1238	оба эти	2	1
1239	или меньшую	1	1
1240	это событие	2	1
1241	то и	10	1
1242	и между	4	1
1243	на отношения	2	1
1244	связана с	1	1
1245	того чтобы	5	1
1246	и если	4	1
1247	другим на	1	1
1248	сознание и	5	1
1249	это то	1	1
1250	это только	2	1
1251	не быть	1	1
1252	при слове	4	1
1253	из его	1	1
1254	следует сказать	3	1
1255	а через	1	1
1256	план и	1	1
1257	своего происхождения	2	1
1258	мне представляется	1	1
1259	развития и	1	1
1260	то все	1	1
1261	природы в	3	1
1262	приводит в	1	1
1263	я это	1	1
1264	общие черты	2	1
1265	человека только	2	1
1266	этом на	1	1
1267	то ж	4	1
1268	произведения при	1	1
1269	мысль человека	1	1
1270	это различие	1	1
1271	напротив в	2	1
1272	еще один	1	1
1273	только это	1	1
1274	только знание	1	1
1275	и наоборот	5	1
1276	разовьется в	1	1
1277	не умер	1	1
1278	как например	2	1
1279	котором нет	1	1
1280	принята в	1	1
1281	потому и	1	1
1282	таким путем	2	1
1283	на более	2	1
1284	должно происходить	1	1
1285	глубокое и	1	1
1286	может ли	1	1
1287	что здесь	1	1
1288	нет и	2	1
1289	он в	1	1
1290	в первобытном	2	1
1291	мог бы	1	1
1292	чем она	1	1
1293	начиная с	1	1
1294	в самую	1	1
1295	не за	1	1
1296	произведения и	1	1
1297	своего я	1	1
1298	какой она	1	1
1299	она имела	1	1
1300	действия не	1	1
1301	предмета в	2	1
1302	но именно	1	1
1303	из первых	1	1
1304	в образе	4	1
1305	в глазах	3	1
1306	только при	2	1
1307	и природу	1	1
1308	внешнее по	1	1
1309	том же	2	1
1310	мысли не	5	1
1311	к субъекту	2	1
1312	и проч	25	1
1313	но если	2	1
