N	2gram	Bakhtin_Pr	FransuaR
116	в большинстве	3	24
117	отношение к	4	24
118	большинстве случаев	3	23
119	так сказать	8	23
120	своего рода	1	23
121	и здесь	5	23
122	с ним	13	23
123	и для	5	23
124	в их	5	23
125	есть и	2	23
126	к нему	13	23
127	это не	13	23
128	даже в	7	22
129	не было	5	22
130	а в	9	22
131	тем что	5	22
132	что и	10	22
133	и других	8	22
134	там где	12	22
135	поэтому и	3	22
136	вместе с	2	22
137	и во	2	22
138	и о	5	22
139	в своих	5	21
140	именно в	8	21
141	в отношении	3	21
142	уже в	9	21
143	и как	10	21
144	есть в	10	21
145	в качестве	1	21
146	одним из	11	21
147	в себя	3	21
148	что это	1	21
149	ни в	5	21
150	и наконец	5	21
151	в виду	2	20
152	и это	5	20
153	в значительной	1	20
154	одной из	1	20
155	этом отношении	7	20
156	с точки	21	20
157	как раз	9	20
158	в образе	4	20
159	они были	1	20
160	самом деле	9	20
161	во всем	1	19
162	их в	8	19
163	к этому	6	19
164	в эту	1	19
165	того же	1	19
166	за пределы	10	19
167	было бы	10	19
168	с ее	5	19
169	в дальнейшем	2	19
170	с другой	3	19
171	на протяжении	3	19
172	хотя и	1	19
173	в форме	8	19
174	далеко не	3	19
175	существенную роль	1	18
176	на мир	10	18
177	со всеми	1	18
178	конечно и	5	18
179	это и	10	18
180	здесь не	2	18
181	одна из	4	18
182	но они	4	18
183	превращается в	4	18
184	весь мир	1	18
185	на этом	1	18
186	перед нами	8	18
187	связан с	1	18
188	это в	3	18
189	и смерти	7	17
190	для того	3	17
191	конечно не	7	17
192	в результате	6	17
193	можно было	5	17
194	своего времени	3	17
195	на его	7	17
196	числе и	1	17
197	в плане	5	17
198	такой же	1	17
199	еще более	1	17
200	но все	8	17
201	и вот	4	17
202	того что	4	17
203	а не	30	17
204	в другом	1	16
205	с одной	1	16
206	между ними	4	16
207	с образами	1	16
208	между тем	5	16
209	нужно сказать	2	16
210	и одновременно	5	16
211	почти вовсе	1	16
212	тот же	4	16
213	в четвертой	1	16
214	в начале	3	16
215	начала и	3	16
216	в свете	4	16
217	ничего не	8	16
218	они не	5	16
219	дело в	1	16
220	мысли и	5	15
221	характерно что	2	15
222	в которой	6	15
223	из этих	2	15
224	с их	9	15
225	от всех	1	15
226	одно из	2	15
227	почти все	1	15
228	как на	4	15
229	в нашем	3	15
230	в первой	3	15
231	еще в	1	15
232	пор еще	1	15
233	в истории	3	15
234	в самой	10	15
235	с начала	2	15
236	и прежде	2	15
237	и образ	1	14
238	в котором	6	14
239	характер и	1	14
240	в чем	2	14
241	образом в	2	14
242	и по	4	14
243	с миром	2	14
244	мы не	3	14
245	на них	1	14
246	здесь только	1	14
247	все что	6	14
248	в данном	3	14
249	и он	3	14
250	несмотря на	7	14
251	в более	1	14
252	по существу	5	14
253	и сам	5	13
254	о мире	6	13
255	с этим	2	13
256	во все	5	13
257	и еще	2	13
258	что все	5	13
259	его к	4	13
260	в основном	2	13
261	на языке	2	13
262	в третьей	1	13
263	в одной	9	13
264	мира в	6	13
265	в жизни	7	13
266	здесь нет	3	13
267	подчеркнуть что	4	13
268	не знает	5	13
269	отличие от	3	13
270	в мире	10	13
271	в других	1	13
272	бы в	7	13
273	и есть	6	13
274	в последующих	2	13
275	они и	3	13
276	только на	1	13
277	не на	6	13
278	мир и	6	13
279	этот процесс	1	13
280	или в	2	13
281	и эта	3	13
282	так в	1	13
283	это было	3	13
284	жизнь и	3	13
285	как он	5	13
286	в книге	4	13
287	более того	5	13
288	другой стороны	3	12
289	во всей	2	12
290	те же	3	12
291	мировой литературы	2	12
292	и ее	5	12
293	та же	1	12
294	жизни в	3	12
295	о нем	16	12
296	у нас	2	12
297	менее всего	4	12
298	другом месте	1	12
299	место в	2	12
300	из всех	1	12
301	только для	2	12
302	можно сказать	3	12
303	в творчестве	6	12
304	здесь с	3	12
305	по своей	1	12
306	не могут	6	12
307	он в	3	12
308	все то	5	12
309	смерти и	1	12
310	но здесь	2	12
311	лишь в	4	12
312	но именно	5	12
313	нужно подчеркнуть	1	12
314	благодаря этому	2	12
315	этих форм	1	12
316	об этом	4	12
317	характерно для	2	12
318	в пределах	13	12
319	мы слышим	2	12
320	зрения на	12	11
321	из самых	1	11
322	на эту	1	11
323	так например	1	11
324	уже не	14	11
325	отметить что	2	11
326	подчеркнем что	1	11
327	что они	3	11
328	в последующие	1	11
329	той или	3	11
330	и что	2	11
331	она была	1	11
332	и самый	1	11
333	того как	1	11
334	наконец в	2	11
335	в отличие	3	11
336	из этого	1	11
337	и т.д	2	11
338	все время	4	11
339	и миром	1	11
340	и особенно	2	11
341	это уже	1	11
342	и так	1	11
343	с ними	3	11
344	и более	2	11
345	слова и	2	11
346	ни с	1	11
347	формы и	1	11
348	между собою	1	11
349	он говорит	3	11
350	другими словами	2	11
351	по отношению	17	10
352	на котором	3	10
353	все его	4	10
354	на земле	1	10
355	все остальные	1	10
356	что для	4	10
357	его как	6	10
358	поэтому в	2	10
359	да и	3	10
360	в главе	1	10
361	данном случае	3	10
362	человека и	2	10
363	или иной	3	10
364	конце концов	7	10
365	где они	1	10
366	к тому	1	10
367	даже и	2	10
368	на этот	2	10
369	значительной степени	1	10
370	для понимания	5	10
371	по преимуществу	3	10
372	к которому	1	10
373	в изображении	2	10
374	здесь как	1	10
375	выражение в	6	10
376	ту же	1	10
377	мы остановимся	3	10
378	образом и	1	10
379	громадную роль	1	10
380	в процессе	4	10
381	им в	4	10
382	выходит за	2	10
383	сочетается с	6	10
384	хотя он	1	10
385	во второй	1	10
386	эпохи и	1	10
387	в целом	8	10
388	еще раз	3	9
389	здесь же	1	9
390	характер в	1	9
391	нашей работы	1	9
392	с образом	3	9
393	как это	2	9
394	в тех	1	9
395	значение и	1	9
396	весь этот	2	9
397	но на	2	9
398	в которых	2	9
399	о котором	1	9
400	именно на	2	9
401	не понимает	1	9
402	до известной	1	9
403	как к	3	9
404	ведь это	3	9
405	и со	3	9
406	нужно отметить	1	9
407	это как	2	9
408	же в	3	9
409	романа в	8	9
410	что на	1	9
411	говорит о	1	9
412	под названием	1	9
413	вся эта	1	9
414	вполне понятно	1	9
415	отношения к	4	9
416	но как	4	9
417	мы можем	3	9
418	что образ	2	9
419	своего романа	2	9
420	правда не	1	9
421	не имеет	2	9
422	и были	1	9
423	со всею	3	9
424	чем же	2	9
425	видим что	2	9
426	относится к	2	9
427	известной степени	1	9
428	между людьми	1	9
429	и то	1	9
430	для нас	3	9
431	но конечно	3	9
432	первый план	1	9
433	конечно в	2	9
434	отношению к	17	9
435	что не	6	9
436	и мира	1	8
437	со всем	2	8
438	с этой	1	8
439	более или	1	8
440	не менее	3	8
441	через все	1	8
442	следовательно и	2	8
443	на первый	1	8
444	понятно что	1	8
445	но эти	2	8
446	в этот	2	8
447	людей и	2	8
448	в другое	3	8
449	или менее	1	8
450	всего в	2	8
451	переходим к	2	8
452	xviii века	1	8
453	одном из	3	8
454	от этого	2	8
455	под влиянием	1	8
456	т.п все	2	8
457	и при	1	8
458	то время	3	8
459	в совершенно	2	8
460	значение в	1	8
461	сам он	5	8
462	он как	4	8
463	но эта	4	8
464	на одном	1	8
465	борьба с	2	8
466	человека с	1	8
467	его романе	1	8
468	особый характер	1	8
469	для этого	4	8
470	мы сказали	2	8
471	от него	3	8
472	всякого рода	1	8
473	перестает быть	4	8
474	мы увидим	1	8
475	по поводу	2	8
476	ко всему	1	8
477	они в	1	8
478	и она	1	8
479	так что	3	8
480	здесь мы	3	8
481	все те	2	8
482	и ни	1	8
483	протяжении всего	2	8
484	превращаются в	1	8
485	если бы	12	8
486	но с	4	8
487	это очень	4	8
488	самой жизни	2	8
489	с самого	3	8
490	почти полностью	1	8
491	его целом	8	8
492	же и	2	7
493	не как	15	7
494	новое время	1	7
495	во всяком	5	7
496	книге о	1	7
497	искусства и	1	7
498	времени в	2	7
499	себе и	3	7
500	к ним	3	7
501	и там	1	7
502	на него	4	7
503	от них	3	7
504	к этим	2	7
505	точка зрения	14	7
506	что у	5	7
507	на том	1	7
508	мы говорили	1	7
509	в развитии	1	7
510	между всеми	1	7
511	и та	1	7
512	и несколько	1	7
513	подобно тому	5	7
514	весь роман	1	7
515	литературы в	1	7
516	нет и	4	7
517	только с	2	7
518	мир в	4	7
519	где он	1	7
520	в виде	1	7
521	своей книге	2	7
522	всего романа	3	7
523	по всему	1	7
524	шекспира и	2	7
525	в некоторых	1	7
526	жить и	1	7
527	что значит	2	7
528	правда в	2	7
529	что по	1	7
530	притом в	1	7
531	тенденция к	1	7
532	и оценки	2	7
533	себя в	5	7
534	но его	1	7
535	в состоянии	1	7
536	и этим	2	7
537	это конечно	1	7
538	правильного понимания	1	7
539	всех его	1	7
540	как его	2	7
541	в таком	2	7
542	в новое	1	7
543	которые были	3	7
544	а как	8	7
545	и за	1	7
546	был бы	6	7
547	вот как	1	7
548	никак не	3	7
549	из которых	3	7
550	наконец и	1	7
551	и если	1	7
552	к себе	2	7
553	точку зрения	9	7
554	а на	1	7
555	есть только	5	7
556	к концу	1	7
557	должен быть	1	7
558	его не	2	7
559	тому как	5	7
560	в свою	1	7
561	думать что	1	7
562	на всю	1	7
563	последнее слово	10	7
564	его творчество	4	7
565	по этому	2	7
566	во времени	4	6
567	и был	3	6
568	не столько	3	6
569	жизнь в	2	6
570	в один	2	6
571	и перед	3	6
572	казалось бы	1	6
573	не могли	3	6
574	хотя бы	5	6
575	в противоположность	3	6
576	имеем в	2	6
577	уже и	2	6
578	себе в	1	6
579	его интересует	1	6
580	поэтому все	1	6
581	находится в	2	6
582	что она	6	6
583	своей эпохи	3	6
584	для своего	2	6
585	котором мы	2	6
586	сущности только	2	6
587	судить о	1	6
588	не остается	1	6
589	и следовательно	7	6
590	всей их	1	6
591	ведь в	1	6
592	например у	2	6
593	и глубоко	1	6
594	смысле слова	1	6
595	для них	3	6
596	и самая	1	6
597	к его	1	6
598	в нее	1	6
599	на их	1	6
600	его и	4	6
601	то он	3	6
602	тем же	1	6
603	и смерть	1	6
604	у них	1	6
605	как у	4	6
606	и пр	3	6
607	очень характерно	1	6
608	он становится	1	6
609	первом плане	1	6
610	и вы	2	6
611	в руках	1	6
612	или даже	2	6
613	но особенно	1	6
614	людей в	1	6
615	и эти	1	6
616	xx века	1	6
617	есть о	1	6
618	во многом	1	6
619	которые в	2	6
620	происходит в	1	6
621	как будто	4	6
622	за счет	2	6
623	вот это	1	6
624	тех кто	1	6
625	и которые	1	6
626	его на	2	6
627	а именно	4	6
628	понимания и	2	6
629	и слово	6	6
630	существенный момент	1	6
631	представления о	1	6
632	была еще	1	6
633	говорить о	3	6
634	самого начала	4	6
635	жизни как	1	6
636	это прежде	1	6
637	такого рода	1	6
638	не была	1	6
639	литературе и	1	6
640	не дает	4	6
641	что эта	1	6
642	с таким	1	6
643	могут быть	5	6
644	можно только	1	6
645	переходит в	2	6
646	и мировоззрения	1	6
647	совершенно не	2	6
648	характерен для	1	6
649	он может	4	6
650	этого слова	3	6
651	друг друга	10	6
652	поэтому он	1	6
653	принадлежит к	1	6
654	все элементы	1	6
655	нет ни	5	6
656	ее в	2	6
657	в обычном	3	6
658	как она	2	6
659	в новом	1	6
660	видит в	1	6
661	в искусстве	2	6
662	входит в	11	6
663	от того	4	6
664	свое значение	1	6
665	со своими	6	6
666	него и	1	6
667	для эпохи	1	6
668	таким же	4	6
669	в применении	1	5
670	и над	2	5
671	друг в	3	5
672	форму и	2	5
673	его романа	2	5
674	к самому	1	5
675	сливается с	6	5
676	и отчасти	1	5
677	раз и	4	5
678	отсюда и	2	5
679	всем этим	2	5
680	и когда	1	5
681	он так	1	5
682	для всей	1	5
683	жизни с	1	5
684	и могли	1	5
685	все в	7	5
686	такова была	1	5
687	быть только	3	5
688	проявляется в	2	5
689	с другими	11	5
690	чем в	3	5
691	дано в	3	5
692	с одним	2	5
693	из одного	4	5
694	смысл и	2	5
695	и речи	1	5
696	из него	1	5
697	который был	1	5
698	одного и	2	5
699	и самое	4	5
700	тогда когда	2	5
701	на первом	2	5
702	к брату	1	5
703	в другой	4	5
704	бы не	3	5
705	ему и	1	5
706	сравнению с	2	5
707	по сравнению	2	5
708	из его	4	5
709	со всей	2	5
710	которую он	2	5
711	каждый из	1	5
712	как например	2	5
713	но прежде	1	5
714	не во	3	5
715	мы имеем	2	5
716	которых он	1	5
717	лиц и	1	5
718	и всегда	1	5
719	слово в	3	5
720	и человеческой	1	5
721	этой новой	2	5
722	тем более	2	5
723	ему не	2	5
724	есть не	3	5
725	тем самым	3	5
726	же самое	1	5
727	явление в	1	5
728	и самого	4	5
729	сливаются в	1	5
730	дело здесь	1	5
731	что было	4	5
732	на границах	1	5
733	можно говорить	2	5
734	его за	1	5
735	что дело	2	5
736	ко всем	2	5
737	в первом	3	5
738	но самое	1	5
739	того он	1	5
740	было не	1	5
741	но даже	1	5
742	но уже	1	5
743	с этими	1	5
744	входят в	3	5
745	а следовательно	1	5
746	друг с	4	5
747	то в	1	5
748	и весь	1	5
749	свобода и	1	5
750	от его	1	5
751	на язык	1	5
752	первом случае	1	5
753	должно быть	4	5
754	земли в	1	5
755	в произведении	4	5
756	притом не	1	5
757	в человеке	15	5
758	ни было	4	5
759	этот мир	3	5
760	и сама	1	5
761	всего необходимо	1	5
762	же как	5	5
763	в глубины	1	5
764	он сам	9	5
765	мире и	1	5
766	для его	4	5
767	совсем не	1	5
768	и оценок	1	5
769	всех других	1	5
770	но только	3	5
771	он понимает	2	5
772	независимо от	1	5
773	во втором	1	5
774	почти не	1	5
775	должна быть	4	5
776	ведь он	2	5
777	их как	1	5
778	у шекспира	2	5
779	в слове	1	5
780	своего отца	1	5
781	своей жизни	2	5
782	себя и	4	5
783	не является	2	5
784	автора и	7	5
785	если мы	1	5
786	с нею	1	5
787	к миру	1	5
788	всяком случае	3	5
789	в едином	6	5
790	с исключительной	1	5
791	своему существу	1	5
792	ничем не	2	5
793	мире в	3	5
794	многие из	1	5
795	видеть в	1	5
796	бы и	6	5
797	места в	1	5
798	вообще не	1	5
799	словом и	2	5
800	что мы	2	5
801	живой и	1	5
802	к своему	1	5
803	нисколько не	2	5
804	с другом	4	5
805	на свете	1	5
806	человека в	8	5
807	церкви и	1	5
808	в человеческом	1	5
809	стороны и	1	5
810	только то	3	5
811	вы не	1	5
812	вступают в	3	5
813	он знает	3	5
814	слова в	4	5
815	и только	2	5
816	и новые	1	5
817	не к	1	5
818	они являются	1	4
819	до него	1	4
820	он считает	1	4
821	не хочет	1	4
822	силой и	1	4
823	я не	7	4
824	и само	2	4
825	в живописи	1	4
826	победу над	1	4
827	этого образа	1	4
828	к этой	1	4
829	в действительности	1	4
830	ничто не	1	4
831	и той	1	4
832	одной и	1	4
833	о них	2	4
834	предисловии к	2	4
835	ни одного	4	4
836	ее как	3	4
837	в контексте	2	4
838	нигде не	6	4
839	века но	1	4
840	что даже	1	4
841	время и	2	4
842	где начинается	1	4
843	увидим дальше	1	4
844	имели место	1	4
845	есть с	2	4
846	но для	2	4
847	романе и	1	4
848	эти три	2	4
849	особенности в	1	4
850	в каждом	11	4
851	о себе	12	4
852	своей книги	1	4
853	разобранный нами	1	4
854	одно и	1	4
855	этот вопрос	3	4
856	над ним	1	4
857	как один	1	4
858	он еще	2	4
859	не раз	3	4
860	ту сторону	2	4
861	них не	2	4
862	что только	1	4
863	бы ни	1	4
864	последние слова	1	4
865	мира его	1	4
866	люди в	1	4
867	них в	2	4
868	также что	1	4
869	и далее	1	4
870	речи как	1	4
871	оно не	2	4
872	самим собой	1	4
873	их и	3	4
874	есть нечто	2	4
875	сочетается здесь	2	4
876	в словах	2	4
877	есть на	1	4
878	нем только	1	4
879	при всех	1	4
880	не входит	3	4
881	это мир	1	4
882	в очень	1	4
883	да еще	1	4
884	у меня	4	4
885	и больше	1	4
886	частности и	1	4
887	мир а	1	4
888	не совсем	2	4
889	и роста	1	4
890	это вовсе	2	4
891	только его	1	4
892	но если	1	4
893	не видит	1	4
894	именно этот	2	4
895	при изображении	1	4
896	иногда в	1	4
897	понять и	3	4
898	он должен	1	4
899	которым он	1	4
900	ее на	1	4
901	романа но	3	4
902	оно и	1	4
903	только и	1	4
904	говорит об	2	4
905	правда о	2	4
906	в предисловии	1	4
907	одну из	1	4
908	и времени	1	4
909	к ней	1	4
910	общества и	1	4
911	в мировоззрении	3	4
912	в пятой	1	4
913	мира с	1	4
914	которая была	1	4
915	мы и	2	4
916	роль и	1	4
917	не так	3	4
918	что человек	1	4
919	нами в	5	4
920	по себе	13	4
921	в борьбе	1	4
922	на такой	1	4
923	было очень	1	4
924	разобранные нами	2	4
925	форме в	1	4
926	находит себе	1	4
927	духа в	1	4
928	становления в	1	4
929	видеть и	1	4
930	которой он	1	4
931	с рабле	1	4
932	слов о	2	4
933	и значение	1	4
934	от лица	1	4
935	этого мира	6	4
936	в следующий	1	4
937	самом начале	3	4
938	который в	2	4
939	и именно	1	4
940	и становится	2	4
941	только не	1	4
942	она и	3	4
943	не видел	1	4
944	ведь они	2	4
945	образ в	2	4
946	говорит он	9	4
947	и притом	3	4
948	что за	1	4
949	но ведь	4	4
950	него был	1	4
951	есть именно	1	4
952	его жизни	2	4
953	представляется нам	2	4
954	точек зрения	5	4
955	людьми и	1	4
956	в смысле	4	4
957	для правильного	1	4
958	в уста	3	4
959	находит свое	2	4
960	оно ни	2	4
961	был так	1	4
962	к образу	1	4
963	прошлого и	2	4
964	или же	2	4
965	и тем	2	4
966	кажется что	4	4
967	если же	3	4
968	не по	3	4
969	нем и	2	4
970	друг другу	3	4
971	заключается в	3	4
972	но несмотря	1	4
973	же мы	2	4
974	свою жизнь	2	4
975	не исчерпывается	3	4
976	утверждает что	1	4
977	и вполне	2	4
978	в прошлое	2	4
979	и форм	1	4
980	ряде других	2	4
981	все события	1	4
982	дело идет	12	4
983	нельзя сказать	1	4
984	и отдельных	1	4
985	пусть и	1	4
986	можно найти	3	4
987	в известном	1	4
988	отрывок из	1	4
989	из тех	3	4
990	со всех	2	4
991	ни на	2	4
992	ли он	2	4
993	всего на	1	4
994	не могло	1	4
995	значение для	2	4
996	знает и	2	4
997	делает его	1	4
998	и своего	1	4
999	без всякого	1	4
1000	заметить что	2	4
1001	что я	2	4
1002	характерное для	1	4
1003	но их	1	4
1004	образом все	2	4
1005	со своим	4	4
1006	из своих	1	4
1007	на которой	2	4
1008	же не	1	4
1009	по ту	2	4
1010	становящегося мира	1	4
1011	и слова	1	4
1012	как ее	2	4
1013	единство и	1	4
1014	целого и	1	4
1015	самого автора	7	4
1016	быть и	1	4
1017	что касается	1	4
1018	длинный ряд	1	4
1019	что из	3	4
1020	у нее	1	4
1021	на это	2	4
1022	считает что	1	4
1023	свою речь	1	4
1024	этому вопросу	1	4
1025	особенно у	1	4
1026	в чисто	2	4
1027	с которой	4	3
1028	типа как	1	3
1029	своей статье	1	3
1030	и люди	1	3
1031	как отдельные	1	3
1032	говорили в	2	3
1033	он видит	1	3
1034	момента во-первых	1	3
1035	какой бы	2	3
1036	в пост	1	3
1037	него в	2	3
1038	роман в	2	3
1039	виду прежде	1	3
1040	в живом	1	3
1041	переходит к	2	3
1042	на которых	1	3
1043	именно и	2	3
1044	характера но	1	3
1045	ну и	1	3
1046	в новую	3	3
1047	прямо сказать	1	3
1048	же точно	1	3
1049	можно прямо	1	3
1050	смерть в	1	3
1051	где она	2	3
1052	по своим	4	3
1053	он есть	5	3
1054	есть то	4	3
1055	себе все	2	3
1056	больше всего	1	3
1057	первая глава	1	3
1058	у самого	3	3
1059	положений и	1	3
1060	углом зрения	2	3
1061	романе не	1	3
1062	на ней	1	3
1063	в прошлом	1	3
1064	и формы	1	3
1065	в голове	1	3
1066	том чтобы	1	3
1067	знает только	1	3
1068	что именно	2	3
1069	тем как	4	3
1070	которой в	1	3
1071	бы то	3	3
1072	даже по	1	3
1073	все стороны	2	3
1074	остро и	1	3
1075	остаются в	1	3
1076	которого он	1	3
1077	и оценку	1	3
1078	видения и	10	3
1079	это слово	1	3
1080	а с	4	3
1081	в самые	1	3
1082	остается в	2	3
1083	первоначально в	1	3
1084	будто бы	1	3
1085	напомним что	1	3
1086	времени как	1	3
1087	тому что	3	3
1088	и исторической	1	3
1089	в дантовском	2	3
1090	ясно что	1	3
1091	в устах	2	3
1092	особенно резко	1	3
1093	время как	2	3
1094	не есть	2	3
1095	был не	2	3
1096	как ряд	1	3
1097	вводит в	2	3
1098	а для	1	3
1099	вошли в	1	3
1100	и мир	4	3
1101	они вступают	1	3
1102	его творчестве	3	3
1103	они становятся	1	3
1104	к роману	1	3
1105	в лучшем	3	3
1106	эти слова	1	3
1107	и веселья	1	3
1108	не будет	1	3
1109	проникнуть в	2	3
1110	вот в	1	3
1111	бы к	2	3
1112	откликом на	1	3
1113	могла бы	1	3
1114	истории и	1	3
1115	равно как	1	3
1116	как человек	2	3
1117	но есть	2	3
1118	подойти к	1	3
1119	и жизнью	1	3
1120	вовлекает в	1	3
1121	свободой и	1	3
1122	необходимо учитывать	1	3
1123	он его	1	3
1124	сущности не	1	3
1125	и сами	1	3
1126	от всякого	1	3
1127	на совершенно	1	3
1128	которые он	3	3
1129	и свое	2	3
1130	образа и	1	3
1131	не находим	1	3
1132	пятой главе	1	3
1133	как вы	4	3
1134	от своего	1	3
1135	является одним	2	3
1136	на столе	1	3
1137	также не	2	3
1138	явлений и	1	3
1139	приводит к	4	3
1140	вследствие этого	2	3
1141	в каком	2	3
1142	времени он	1	3
1143	его стиля	1	3
1144	так чтобы	3	3
1145	этой работы	2	3
1146	это только	1	3
1147	основе этого	1	3
1148	он является	1	3
1149	ценный материал	1	3
1150	после смерти	1	3
1151	работа над	1	3
1152	в годах	1	3
1153	области литературы	1	3
1154	и наиболее	1	3
1155	в мир	4	3
1156	чем не	1	3
1157	всех трех	1	3
1158	на две	1	3
1159	и правды	1	3
1160	утрачивает свою	2	3
1161	в произведениях	5	3
1162	не из	3	3
1163	у вас	4	3
1164	и всякий	1	3
1165	то ни	3	3
1166	действительности в	1	3
1167	при всей	1	3
1168	из основных	1	3
1169	дантовском мире	3	3
1170	или с	1	3
1171	себя самого	5	3
1172	только чисто	2	3
1173	и тут	1	3
1174	новый тип	1	3
1175	здесь конечно	3	3
1176	смысле этого	2	3
1177	участие в	1	3
1178	для других	2	3
1179	на нее	1	3
1180	этих условиях	2	3
1181	в сферу	1	3
1182	иной раз	1	3
1183	почти во	1	3
1184	со своей	1	3
1185	перешли в	1	3
1186	сочетаются с	1	3
1187	в каждой	3	3
1188	к одному	1	3
1189	не укладывается	2	3
1190	она не	9	3
1191	но при	1	3
1192	всерьез и	1	3
1193	здесь совершенно	1	3
1194	лишь как	6	3
1195	иной степени	2	3
1196	носят у	1	3
1197	романа на	1	3
1198	же это	2	3
1199	человек не	1	3
1200	противоречии с	1	3
1201	из библии	1	3
1202	сознания в	2	3
1203	нем до	1	3
1204	которые не	1	3
1205	которая в	1	3
1206	т.е в	1	3
1207	он всегда	1	3
1208	и другими	6	3
1209	одной плоскости	7	3
1210	иначе чем	1	3
1211	такой образ	2	3
1212	изображается как	1	3
1213	лежит на	1	3
1214	является здесь	1	3
1215	века мы	1	3
1216	у которого	1	3
1217	в одно	1	3
1218	в художественном	5	3
1219	жизни на	1	3
1220	на материале	6	3
1221	не существует	1	3
1222	еще далеко	1	3
1223	то это	1	3
1224	этом мы	1	3
1225	вот почему	3	3
1226	старой и	1	3
1227	между отдельными	2	3
1228	и литературных	1	3
1229	всегда и	1	3
1230	ней и	1	3
1231	быть в	2	3
1232	же она	1	3
1233	него не	4	3
1234	наряду с	1	3
1235	именно эти	1	3
1236	и возможности	1	3
1237	нам важно	3	3
1238	виктор гюго	1	3
1239	к человеку	3	3
1240	в стиле	1	3
1241	на этих	1	3
1242	далеко за	1	3
1243	и через	2	3
1244	ее целом	1	3
1245	одном месте	1	3
1246	свободы и	1	3
1247	в полной	1	3
1248	не о	3	3
1249	образа как	1	3
1250	и того	1	3
1251	человек в	2	3
1252	такие же	1	3
1253	чтобы его	2	3
1254	в индивидуальном	1	3
1255	времени а	1	3
1256	смысловой связи	1	3
1257	именно потому	3	3
1258	дистанции между	1	3
1259	и будущее	1	3
1260	его творчества	8	3
1261	явления в	1	3
1262	себя на	2	3
1263	этом смысле	12	3
1264	вперед в	1	3
1265	они могут	2	3
1266	ни одной	3	3
1267	и глубокое	1	3
1268	бы оно	1	3
1269	есть все	1	3
1270	в точке	5	3
1271	которого мы	1	3
1272	а потому	4	3
1273	за ним	2	3
1274	по форме	1	3
1275	к одной	1	3
1276	в большом	3	3
1277	от этой	1	3
1278	он действует	1	3
1279	из того	1	3
1280	целом ряде	3	3
1281	радости и	1	3
1282	с ней	1	3
1283	может стать	1	3
1284	них он	1	3
1285	эта тема	1	3
1286	именно поэтому	1	3
1287	со стороны	6	3
1288	друг от	2	3
1289	которая не	2	3
1290	все сферы	1	3
1291	речей и	1	3
1292	все три	6	3
1293	как целое	2	3
1294	совершенно иной	1	3
1295	как пример	1	3
1296	уже отмечали	2	3
1297	и тогда	1	3
1298	или иных	1	3
1299	в первых	1	3
1300	не потому	4	3
1301	ее с	3	3
1302	на своем	2	3
1303	и тон	2	3
1304	не употребляет	1	3
1305	о шекспире	2	3
1306	правды и	1	3
1307	характера и	2	3
1308	основная особенность	1	3
1309	слово и	1	3
1310	как во	1	3
1311	его особая	1	3
1312	материал и	2	3
1313	они вовсе	1	3
1314	на тех	1	3
1315	в первый	1	3
1316	не для	1	3
