N	2gram	Medvedev_U	KulturaY
596	композиции и	2	1
597	ряда и	1	1
598	часто бывает	1	1
599	он был	1	1
600	которые могли	1	1
601	а его	2	1
602	г №	1	1
603	бы те	1	1
604	входит в	1	1
605	самое что	1	1
606	признание что	1	1
607	к проблемам	1	1
608	этого конечно	1	1
609	конечно нет	2	1
610	бы послужить	1	1
611	же самое	2	1
612	и вне	1	1
613	свое оправдание	1	1
614	формы является	1	1
615	о которой	1	1
616	это много	1	1
617	он знает	1	1
618	истории поэзии	1	1
619	споров о	1	1
620	и необходимо	1	1
621	чем к	1	1
622	интереса к	2	1
623	иначе связанные	1	1
624	себе еще	1	1
625	пишет в	1	1
626	из приемов	1	1
627	со своими	1	1
628	жанра но	1	1
629	явно недостаточно	1	1
630	уже значительно	1	1
631	звуковой формы	1	1
