N	2gram	Trubetskoy	KFilosof
295	и культуры	1	1
296	до сих	5	1
297	различны в	1	1
298	этой задачи	1	1
299	собой и	3	1
300	этот выход	1	1
301	основе его	1	1
302	не нужна	2	1
303	к единой	2	1
304	осуществить свою	1	1
305	ничем не	1	1
306	так как	4	1
307	же и	1	1
308	есть единственное	1	1
309	то есть	1	1
310	но из	1	1
311	сознании в	1	1
312	это будет	1	1
313	самого себя	7	1
314	т.е к	2	1
315	переходит в	1	1
316	ее истинности	1	1
317	зависит от	2	1
318	даже к	1	1
319	эту мысль	1	1
320	этих разных	1	1
321	на том	3	1
322	не за	1	1
323	других и	1	1
324	на ее	1	1
325	мог бы	1	1
326	он как	1	1
327	и должно	2	1
328	отношения к	2	1
329	есть общая	1	1
330	и культура	1	1
331	несмотря на	3	1
332	была бы	1	1
333	ним в	1	1
334	освободиться от	1	1
335	которых он	1	1
336	из всех	2	1
337	и наконец	2	1
338	всех остальных	1	1
339	быть совершено	1	1
340	элементов из	1	1
341	самому своему	2	1
342	особенно часто	1	1
343	ни на	1	1
344	к такому	2	1
345	причем все	1	1
346	ее в	2	1
347	и говорить	1	1
348	и сама	1	1
349	и рядом	1	1
350	совершенно посторонним	1	1
351	видеть в	2	1
352	можно сказать	1	1
353	только при	1	1
354	не являются	1	1
355	иной культурной	1	1
356	в результате	2	1
357	они будут	2	1
358	ли окажется	1	1
359	смысле этого	1	1
360	противоречие между	1	1
361	противоречие с	2	1
362	субъект но	1	1
363	все равно	1	1
364	нас от	1	1
365	за границей	1	1
366	не была	1	1
367	связь с	1	1
368	их не	2	1
369	и то-то	1	1
370	в зависимости	1	1
371	и даже	2	1
372	к его	1	1
373	в духе	1	1
374	бы для	2	1
375	образом в	1	1
376	есть проблема	1	1
377	в разные	1	1
378	чем ближе	1	1
379	оставаясь в	1	1
380	в которой	1	1
381	или в	3	1
382	в заблуждение	2	1
383	а за	1	1
384	этого не	2	1
385	когда оно	1	1
386	и с	7	1
387	от своего	1	1
388	с ней	1	1
389	эта задача	1	1
390	это положение	1	1
391	показать что	1	1
392	мысль о	1	1
393	которые как	1	1
394	он будет	4	1
395	данного человека	1	1
396	и начало	1	1
397	а то	1	1
398	и будет	1	1
399	превращается в	1	1
400	себя из	1	1
401	до степени	1	1
402	здесь же	1	1
403	к такой	1	1
404	же будет	1	1
405	если он	1	1
406	исходить из	1	1
407	вся его	1	1
408	между прочим	1	1
409	бы признать	1	1
410	более что	1	1
411	индивидуальным и	2	1
412	тем же	1	1
413	и поскольку	1	1
414	то все	1	1
415	отдельного человека	1	1
416	об отдельных	1	1
417	как не	1	1
418	помнить что	2	1
419	их в	2	1
420	для каждого	1	1
421	если и	1	1
422	культуры с	2	1
423	возможно и	1	1
424	большинстве случаев	2	1
425	здесь дело	1	1
426	целое как	1	1
427	вместе с	4	1
428	и вопрос	1	1
429	при таком	1	1
430	в этих	2	1
431	есть только	1	1
432	противном случае	1	1
433	для решения	1	1
434	этим самым	1	1
435	связи между	1	1
436	т.е как	1	1
437	они не	1	1
438	приводит к	4	1
439	на все	1	1
440	отличается от	2	1
441	между собой	5	1
442	значит иметь	1	1
443	по самому	2	1
444	следовательно и	2	1
445	которая сама	1	1
446	на его	1	1
447	эта последняя	1	1
448	к признанию	1	1
449	а только	1	1
450	об этом	1	1
451	она и	1	1
452	культуры в	3	1
453	она требует	1	1
454	и таким	1	1
455	к тому	7	1
456	в одной	1	1
457	сих пор	5	1
458	себя от	3	1
459	к той	2	1
460	культурного творчества	1	1
461	бы ни	2	1
462	не был	1	1
463	другом случае	2	1
464	только для	2	1
465	эти положения	1	1
466	с этим	2	1
467	в тон	1	1
468	что эти	1	1
469	остается в	2	1
470	права и	1	1
471	во всяком	9	1
472	только от	1	1
473	отказа от	1	1
474	сказать только	1	1
475	по количеству	1	1
476	том случае	4	1
477	мысли что	1	1
478	мы можем	2	1
479	не является	1	1
480	только к	3	1
481	от возможных	1	1
482	как понятие	1	1
483	такому же	1	1
484	жизни при	1	1
485	нет ибо	1	1
486	в лучшем	3	1
487	мы уже	2	1
488	всю свою	2	1
489	где есть	1	1
490	но при	1	1
491	всяком случае	6	1
492	он принимает	1	1
493	ни один	1	1
494	так чтобы	3	1
495	также и	1	1
496	ту же	1	1
497	смысл бытия	1	1
498	другом в	1	1
499	мы должны	7	1
500	делает возможным	1	1
501	остается только	1	1
502	когда он	1	1
503	сознании и	1	1
504	на чем	1	1
505	соображениям совершенно	1	1
506	только тогда	1	1
507	и теперь	1	1
508	не могло	1	1
509	только на	2	1
510	должны быть	1	1
511	другим и	1	1
512	в истинности	1	1
513	он должен	5	1
514	таким путем	1	1
515	и нравственное	1	1
516	в противоречие	2	1
517	в различных	1	1
518	входящего в	1	1
519	же самое	1	1
520	но только	1	1
521	говоря о	2	1
522	по соображениям	2	1
523	главным образом	3	1
524	не об	1	1
525	создать и	1	1
526	что ее	1	1
527	в истории	1	1
528	по своей	1	1
529	самого познания	1	1
530	он есть	1	1
531	и религии	1	1
532	этих случаях	1	1
533	в большинстве	3	1
534	свою очередь	1	1
535	это единственная	1	1
536	любви к	2	1
537	а во	1	1
538	признать что	6	1
539	точке зрения	3	1
540	их и	1	1
541	еще на	1	1
542	всего этого	1	1
543	быть признан	3	1
544	всякого другого	1	1
545	нами и	1	1
546	ценностями но	1	1
547	но мы	3	1
548	культурном творчестве	1	1
549	как высшую	1	1
550	не подлежит	2	1
551	являются лишь	1	1
552	к ней	1	1
553	не для	1	1
554	настоящее время	2	1
555	она может	3	1
556	работая над	1	1
557	своей жизни	1	1
558	если мы	1	1
559	бы его	2	1
560	этих последних	1	1
561	а скорее	1	1
562	и во	3	1
563	и индивидуальную	1	1
564	человеческой жизни	1	1
565	этот человек	2	1
566	и экономической	1	1
567	одной из	3	1
568	что может	3	1
569	значительной степени	1	1
570	это отнюдь	1	1
571	согласиться с	2	1
572	и от	2	1
573	и кровью	1	1
574	что все	3	1
575	с которым	1	1
576	и теоретическая	1	1
577	столь же	1	1
578	том же	2	1
579	подлежит сомнению	1	1
580	в данной	1	1
581	исходит из	1	1
582	такой же	1	1
583	и о	2	1
584	в значительной	3	1
585	одна из	3	1
586	на то	5	1
587	коренным образом	1	1
588	от них	1	1
589	оно может	1	1
590	и по	3	1
591	в противном	1	1
592	утверждение и	1	1
593	она будет	2	1
594	это в	2	1
595	или не	1	1
596	которых как	1	1
597	к другим	1	1
598	приходится признать	1	1
599	глубоко различны	1	1
600	понятие о	1	1
601	и живет	1	1
602	друг друга	3	1
603	лучшем случае	3	1
604	того же	1	1
605	прав на	1	1
606	не просто	2	1
607	в настоящее	2	1
608	в один	1	1
609	случае когда	1	1
610	не можем	2	1
611	оказались бы	1	1
612	как мы	1	1
613	не к	2	1
614	прочим и	1	1
615	ее не	1	1
616	то-то и	1	1
617	любви и	1	1
