N	3gram	Bakhtin_Pr	Komedia
130	мы конечно не	1	1
131	для нашего времени	1	1
132	отношение к себе	3	1
133	некоторые фрагменты но	1	1
134	сих пор они	1	1
135	отца с сыном	1	1
136	более широкое значение	2	1
137	далеко не всегда	1	1
138	потому что она	1	1
139	в которую он	1	1
140	принадлежат к числу	1	1
141	во множественном числе	1	1
142	как мы уже	5	1
143	почти до самого	1	1
144	как это не	1	1
145	но и она	2	1
146	может быть только	1	1
147	для своих целей	2	1
148	не знает что	1	1
149	и в конце	2	1
150	из них в	2	1
151	в себе самом	2	1
152	еще не знает	1	1
153	а между тем	2	1
154	каждом из них	2	1
155	мы можем сказать	1	1
156	смысле этого слова	2	1
157	чтобы убедиться в	1	1
158	большей или меньшей	6	1
159	мы можем составить	1	1
160	периода его творчества	1	1
161	каждого из этих	1	1
162	и тем самым	1	1
163	и прежде всего	5	1
164	в данном случае	1	1
165	до нас дошли	2	1
166	и никогда не	1	1
167	в загробное царство	1	1
168	широкое распространение в	1	1
169	мы уже знаем	1	1
170	об этом не	1	1
171	но как раз	1	1
172	не является чем-то	1	1
173	в наше время	1	1
174	с ним а	1	1
175	это вовсе не	1	1
176	вовсе не является	1	1
177	к вопросу о	1	1
178	лицом к лицу	1	1
179	во всех других	2	1
180	в котором он	2	1
181	время все эти	1	1
182	на базарной площади	1	1
183	и совершенно не	1	1
184	сих пор еще	2	1
185	по самой своей	1	1
186	или хотя бы	1	1
187	а не в	1	1
188	и не может	6	1
189	и в этом	1	1
190	мы имеем дело	1	1
191	собственном смысле слова	1	1
192	нашей работы в	1	1
193	точек зрения на	1	1
194	ярким примером этого	1	1
195	той или иной	2	1
196	но прежде всего	1	1
197	между людьми и	1	1
198	линии в развитии	1	1
199	человека и его	3	1
200	уже в доме	1	1
201	значение имеют два	1	1
202	не в его	1	1
203	как он вел	1	1
204	быть даже и	1	1
205	мы находим в	3	1
206	мы еще вернемся	4	1
207	и к их	1	1
208	а вместе с	1	1
209	из них то	1	1
210	для той же	1	1
211	по крайней мере	2	1
212	не с точки	1	1
213	что нас не	1	1
214	тем более на	1	1
215	и без всякого	1	1
216	безумие и одержимость	1	1
217	об этом уже	1	1
218	и на его	2	1
219	в свое время	4	1
220	мы увидим что	1	1
221	на площади и	1	1
222	следует отметить что	2	1
223	как бы в	2	1
224	концы с концами	1	1
225	в так называемой	1	1
226	как один из	1	1
227	друг против друга	1	1
228	в истории европейской	1	1
229	но тут же	1	1
230	его роль в	1	1
231	со всеми ее	1	1
232	в его творчестве	4	1
233	одном из своих	1	1
234	же время все	1	1
235	в самом его	1	1
236	на этот вопрос	1	1
237	и один из	1	1
238	и до сих	2	1
239	всего его творчества	2	1
240	во всех случаях	1	1
241	почти во всех	2	1
242	и в их	2	1
243	со всеми их	1	1
244	то мы не	1	1
245	не что иное	1	1
246	поэтому мы можем	1	1
247	что мы имеем	1	1
248	в пределах одного	6	1
249	невозможно представить себе	1	1
250	но и во	1	1
251	и все его	1	1
252	мы находим у	1	1
253	сходятся в одной	1	1
254	самой своей природе	1	1
255	представления о развитии	1	1
256	при всей их	2	1
257	этого жанра под	1	1
258	мы будем называть	2	1
259	и все остальные	1	1
260	и между ними	1	1
261	в эпоху создания	1	1
262	культуры в том	1	1
263	в нем только	2	1
264	нельзя сказать о	1	1
265	его характера в	1	1
266	к ним как	1	1
267	на земле и	2	1
268	что иное как	1	1
269	дошедшие до нас	1	1
270	отношению ко всем	1	1
271	знать друг друга	1	1
272	творчества с традициями	1	1
273	в нем и	1	1
274	в предисловии к	1	1
275	но там они	1	1
276	один из самых	1	1
277	к себе и	1	1
278	сама по себе	2	1
279	и не знает	1	1
280	смех и в	1	1
281	к человеку и	1	1
282	потому что они	1	1
283	несколько слов о	3	1
284	и некоторые фрагменты	1	1
