N	3gram	Losev_Vlad	Problemy
124	у него есть	1	1
125	и как бы	1	1
126	а не на	1	1
127	к ней с	2	1
128	ни на минуту	1	1
129	я вовсе не	1	1
130	точка зрения с	1	1
131	но и по	1	1
132	после которого я	1	1
133	до известной степени	1	1
134	приведем еще один	1	1
135	больше и больше	1	1
136	в этом роде	1	1
137	в известной степени	1	1
138	же это за	1	1
139	есть а как	1	1
140	в том числе	1	1
141	в нем мы	1	1
142	впервые появилась в	1	1
143	у него с	1	1
144	на том же	1	1
145	этом смысле его	1	1
146	и тут же	1	1
147	здесь перед нами	1	1
148	он с первого	1	1
149	мы будем говорить	2	1
150	он говорил это	1	1
151	в котором он	1	1
152	и к своему	1	1
153	которого он не	1	1
154	никак не мог	2	1
155	и вы меня	1	1
156	они не могут	1	1
157	и тот же	2	1
158	слово но и	1	1
159	не в том	3	1
160	во что бы	1	1
161	потому что в	2	1
162	обычном смысле этого	1	1
163	но даже и	3	1
164	необходимо заметить что	1	1
165	его жизнь в	1	1
166	мы сейчас увидим	2	1
167	во всем он	1	1
168	и если б	1	1
169	так или иначе	3	1
170	на первом плане	2	1
171	не потому что	1	1
172	в тот же	2	1
173	мысли и слова	1	1
174	сколько потому что	1	1
175	рад что вы	1	1
176	о чем он	1	1
177	это конечно не	2	1
178	и для него	1	1
179	и вместе с	1	1
180	точно так же	2	1
181	и в своих	1	1
182	правда пока еще	1	1
183	для своего времени	2	1
184	и никогда не	1	1
185	по себе не	1	1
186	а в том	3	1
187	мы его не	1	1
188	для него только	1	1
189	сообщение о том	1	1
190	и больше ничего	1	1
191	каков он есть	1	1
192	нужно сказать что	1	1
193	не для самого	1	1
194	в связи с	7	1
195	другом месте и	1	1
196	у него не	3	1
197	самом же деле	1	1
198	не может не	1	1
199	как мы сейчас	1	1
200	лицом к лицу	1	1
201	и его отношение	1	1
202	на минуту не	1	1
203	однако нам кажется	1	1
204	его личности и	1	1
205	что даже и	1	1
206	так как в	1	1
207	от нее в	1	1
208	то ни стало	1	1
209	то что у	2	1
210	с ним не	1	1
211	за то что	2	1
212	но он не	1	1
213	в заключение мы	1	1
214	по существу своему	1	1
215	прежде всего на	1	1
216	и с этой	1	1
217	может быть самым	1	1
218	в нем он	1	1
219	прямо говорит что	1	1
220	он говорит в	1	1
221	как к своему	1	1
222	заключается в том	1	1
223	не было и	1	1
224	и в особенности	1	1
225	так и не	3	1
226	со всеми его	1	1
227	вид что я	1	1
228	в которой он	2	1
229	в конце своей	1	1
230	и на его	2	1
231	что как раз	1	1
232	к нему с	1	1
233	не дал ему	1	1
234	в своей работе	1	1
235	как и сам	1	1
236	на самом же	1	1
237	вы может быть	1	1
238	зрения с которой	1	1
239	со всякого рода	1	1
240	к одному из	1	1
241	все же из	1	1
242	но как бы	1	1
243	другой стороны мы	1	1
244	это не только	1	1
245	он как мы	2	1
246	и ни в	1	1
247	мне было бы	1	1
248	с ним что	1	1
249	заключение мы должны	1	1
250	очень рад что	1	1
251	до некоторой степени	2	1
252	здесь мы должны	1	1
253	но у него	1	1
254	которую он и	1	1
255	уже не может	1	1
256	говорит в письме	1	1
257	несмотря на свою	1	1
258	не было бы	1	1
259	что бы то	1	1
260	произвел на него	1	1
261	в этом не	2	1
262	и в частности	3	1
263	т п с	1	1
264	же время и	1	1
265	так что и	1	1
266	два года назад	1	1
267	так сказать с	1	1
268	таким каков он	1	1
269	и ничего не	1	1
270	да и то	1	1
271	тут уже не	1	1
272	у него уже	1	1
273	он в конце	1	1
274	до конца и	1	1
275	уже не было	1	1
276	главным образом в	2	1
277	кроме того и	2	1
278	так что в	2	1
279	же время с	1	1
280	один и тот	2	1
281	он во всяком	1	1
282	он все же	1	1
283	с ними и	1	1
284	и то что	7	1
285	и что в	1	1
286	отношения к нему	1	1
287	но кроме того	1	1
288	то что для	1	1
289	общего дела в	1	1
290	в котором все	1	1
291	которая как раз	1	1
292	вместе с достоевским	1	1
293	притом не только	1	1
294	с одной стороны	1	1
295	нет ни одного	1	1
296	мы знаем в	1	1
297	так как я	1	1
298	это и есть	1	1
299	сказать что это	1	1
300	также и в	2	1
301	уже не только	2	1
302	находим у достоевского	1	1
303	не только как	1	1
304	конце концов он	1	1
305	важное место и	1	1
306	я знаю что	1	1
307	но и для	1	1
308	после того как	2	1
309	пока еще очень	1	1
310	и он был	2	1
311	на этом мы	1	1
