N	3gram	Berdyaev_M	Formalny
145	замкнутым в себе	1	1
146	она есть лишь	2	1
147	его творчества и	1	1
148	и вместе с	4	1
149	в ней все	2	1
150	есть одно из	1	1
151	в нем нет	1	1
152	в чем не	2	1
153	и никогда не	3	1
154	есть уже не	1	1
155	значит конечно что	1	1
156	у них есть	1	1
157	и в нашем	1	1
158	та же идея	1	1
159	и по отношению	1	1
160	и в нем	3	1
161	и возможно что	1	1
162	есть не что	3	1
163	может быть названа	1	1
164	что в основе	1	1
165	не перестав быть	1	1
166	потому что не	1	1
167	не может не	2	1
168	ни к какому	2	1
169	так как он	1	1
170	все это не	1	1
171	это значит что	3	1
172	он не был	1	1
173	значит что они	1	1
174	а не только	3	1
175	может быть что	1	1
176	и речи о	1	1
177	всего того что	1	1
178	но не менее	1	1
179	и потому не	3	1
180	жизнь и судьба	1	1
181	мира не боится	1	1
182	мог бы быть	1	1
183	может быть принята	2	1
184	он пишет в	1	1
185	но он не	3	1
186	происходит не от	1	1
187	в жизни так	1	1
188	мы еще вернемся	2	1
189	тем что в	1	1
190	на то что	1	1
191	он должен быть	1	1
192	существует не одна	1	1
193	таково же и	1	1
194	что вопрос о	1	1
195	он уже не	3	1
196	экономического и политического	1	1
197	о том что	3	1
198	в одном отношении	1	1
199	еще вернемся в	1	1
200	а иногда и	1	1
201	первый период его	1	1
202	друг друга не	1	1
203	в такой степени	2	1
204	и в самом	3	1
205	он был в	1	1
206	он в своей	1	1
207	а следовательно и	1	1
208	с самим собою	2	1
209	и не было	2	1
210	и той же	2	1
211	ищут в нем	1	1
212	место в творчестве	2	1
213	в душе не	1	1
214	только в этом	1	1
215	в то время	2	1
216	что совершается в	1	1
217	на почве этого	1	1
218	могут быть даны	1	1
219	и судьба самого	1	1
220	а не из	1	1
221	не было бы	5	1
222	как в самом	1	1
223	может быть никакого	1	1
224	не что иное	4	1
225	что иное как	4	1
226	тому как в	1	1
227	должны были быть	1	1
228	у нас все	1	1
229	одной и той	2	1
230	том смысле в	1	1
231	оно входит в	1	1
232	во всех этих	1	1
233	прежде всего как	1	1
234	до конца и	1	1
235	не может допустить	1	1
236	не сам по	1	1
237	не значит конечно	1	1
238	и на наших	1	1
239	закрывают себе доступ	1	1
240	с разных сторон	1	1
241	же как и	1	1
242	зависимости от этого	1	1
243	тем что он	2	1
244	не меньше чем	1	1
245	ставит своей целью	1	1
246	друг для друга	2	1
247	никогда не может	2	1
248	том случае если	1	1
249	и потому в	1	1
250	все равно что	2	1
251	все в нем	1	1
252	по своей природе	1	1
253	та или иная	1	1
254	все в ней	1	1
255	жизни и в	1	1
256	от нее и	1	1
257	от нее не	1	1
258	так же не	1	1
259	это и есть	7	1
260	должны привести к	1	1
261	не могут оправдать	1	1
262	не ведет к	2	1
263	можно было бы	1	1
264	его отношение к	2	1
265	отрывается от всякого	1	1
