N	2gram	Voloshinov	Komedia
299	для них	1	3
300	и притом	3	3
301	отношения к	3	3
302	от этого	1	3
303	в эту	1	3
304	не был	1	3
305	а с	1	3
306	того в	1	3
307	не он	1	3
308	ни одно	1	3
309	первого и	1	3
310	и есть	3	3
311	его за	1	3
312	если они	1	3
313	сказать о	1	3
314	в один	4	3
315	еще одно	1	3
316	почти не	2	3
317	интерес к	1	3
318	не могут	2	3
319	не более	1	3
320	и начало	1	3
321	быть даже	1	3
322	времени не	1	3
323	с ними	4	3
324	связанные с	2	3
325	принимают за	1	3
326	его и	1	3
327	совершенно не	8	3
328	чем на	1	3
329	чем не	3	3
330	не совсем	1	3
331	на две	3	3
332	правда он	1	3
333	если мы	2	3
334	только при	1	3
335	не являются	1	3
336	однако не	1	3
337	и эта	1	3
338	этой цели	1	3
339	на все	1	3
340	высшей степени	1	3
341	и таким	2	3
342	на них	2	3
343	ко всему	1	3
344	и потому	3	3
345	достаточно назвать	1	3
346	она не	1	3
347	в отношениях	1	3
348	один шаг	1	3
349	только как	3	3
350	конечно в	1	3
351	на всю	1	3
352	в большинстве	3	3
353	в рамках	1	3
354	они не	2	3
355	и самого	1	3
356	включая сюда	1	3
357	в высшей	1	3
358	в голову	2	3
359	право на	1	3
360	это в	1	3
361	скрывать от	1	3
362	в эпоху	1	3
363	ни разу	1	3
364	в известной	1	3
365	философии и	1	2
366	в центре	1	2
367	в душе	2	2
368	же и	1	2
369	на своей	1	2
370	говорит о	1	2
371	те же	3	2
372	связь с	1	2
373	жизнь в	1	2
374	из всего	1	2
375	в порядке	1	2
376	в форму	1	2
377	на первый	2	2
378	полагают что	1	2
379	как ее	1	2
380	и художественных	1	2
381	отсюда и	1	2
382	назад в	3	2
383	в этот	2	2
384	друг на	2	2
385	среди них	1	2
386	без всякого	1	2
387	для всей	1	2
388	были в	1	2
389	к ее	1	2
390	чем это	1	2
391	намек на	1	2
392	мы видим	2	2
393	согласии с	1	2
394	с другими	3	2
395	ему удастся	1	2
396	в конечном	3	2
397	это касается	1	2
398	к отцу	6	2
399	и можно	1	2
400	этим и	1	2
401	вещей и	1	2
402	я и	6	2
403	подобно тому	1	2
404	и она	3	2
405	на волю	1	2
406	большинстве случаев	3	2
407	и жизнь	1	2
408	его жизни	1	2
409	в смысле	1	2
410	в философии	1	2
411	а для	1	2
412	а потом	1	2
413	и мир	1	2
414	мы уже	2	2
415	ту же	2	2
416	совсем не	2	2
417	к новым	1	2
418	является его	1	2
419	на чем	1	2
420	и та	1	2
421	для человека	1	2
422	общего с	1	2
423	откуда у	1	2
424	но нет	1	2
425	это делает	2	2
426	что только	1	2
427	в общем	3	2
428	бы ни	1	2
429	которые были	1	2
430	ii у	1	2
431	с ее	4	2
432	из этой	1	2
433	представляет себе	1	2
434	всех вещей	1	2
435	не будет	2	2
436	образом и	1	2
437	самым существенным	1	2
438	его мнению	1	2
439	в основном	3	2
440	в жизни	2	2
441	теперь в	1	2
442	это уже	1	2
443	нашего времени	2	2
444	его собственный	1	2
445	сводится к	2	2
446	со всеми	2	2
447	не ясно	1	2
448	этой точки	1	2
449	любовь и	1	2
450	этом смысле	3	2
451	и так	2	2
452	жизни в	1	2
453	себя и	2	2
454	и были	1	2
455	не входит	1	2
456	действия но	1	2
457	это только	1	2
458	быть не	1	2
459	современной ему	2	2
460	а может	2	2
461	зависимости от	1	2
462	в которую	1	2
463	в каком	2	2
464	связанных с	2	2
465	всех трех	1	2
466	имеем в	1	2
467	таким путем	2	2
468	известной степени	1	2
469	что здесь	1	2
470	ее не	1	2
471	и дать	1	2
472	лучше всего	1	2
473	в свой	1	2
474	но это	2	2
475	об их	1	2
476	дает нам	1	2
477	одних и	1	2
478	в свое	2	2
479	в любви	1	2
480	мир в	1	2
481	широких кругах	1	2
482	для него	6	2
483	о нем	1	2
484	ее в	2	2
485	в полном	1	2
486	формы и	1	2
487	от всех	1	2
488	войдя в	1	2
489	все эти	5	2
490	эти две	1	2
491	сталкиваемся с	1	2
492	при таком	1	2
493	что между	1	2
494	и со	1	2
495	войти в	2	2
496	пока не	1	2
497	его к	1	2
498	что эти	1	2
499	и тех	1	2
500	предположить что	1	2
501	и снова	1	2
502	первый план	1	2
503	и только	9	2
504	в самых	1	2
505	тому как	1	2
506	мы узнаем	1	2
507	и может	4	2
508	же что	1	2
509	с ней	1	2
510	как не	2	2
511	человека и	1	2
512	бы по	1	2
513	отца с	1	2
514	память о	1	2
515	здесь же	2	2
516	они являются	1	1
517	заметим что	1	1
518	ребенка и	3	1
519	которая была	1	1
520	образов в	1	1
521	мы и	1	1
522	в момент	1	1
523	здесь начинается	1	1
524	при объяснении	1	1
525	в применении	1	1
526	в разных	1	1
527	в некоторых	1	1
528	человек есть	1	1
529	привести к	1	1
530	и говорить	2	1
531	них почти	1	1
532	почти полное	1	1
533	и чувством	1	1
534	сделать некоторые	1	1
535	только когда	1	1
536	на такой	1	1
537	ясно из	1	1
538	в главном	1	1
539	в одно	2	1
540	отличается от	1	1
541	могут показаться	1	1
542	но мы	4	1
543	чем бы	1	1
544	знакомых нам	1	1
545	а вместе	1	1
546	первый взгляд	1	1
547	может привести	1	1
548	для внутреннего	1	1
549	на этой	3	1
550	в данном	1	1
551	первый и	1	1
552	она же	1	1
553	и такие	1	1
554	не говорит	1	1
555	помним что	1	1
556	жизни когда	1	1
557	из огня	1	1
558	под которым	1	1
559	себе все	1	1
560	применении к	1	1
561	два момента	1	1
562	мы увидим	1	1
563	даже и	1	1
564	входит в	1	1
565	за отказ	1	1
566	но даже	1	1
567	практически он	1	1
568	у самого	1	1
569	довести до	1	1
570	узнаем о	1	1
571	увидим что	1	1
572	всего как	1	1
573	близкое к	1	1
574	не что	1	1
575	всех без	1	1
576	отметить что	1	1
577	жизнь во	1	1
578	некоторое время	1	1
579	слов о	1	1
580	сказанного становится	1	1
581	по которой	1	1
582	заметить что	1	1
583	семейных отношений	1	1
584	именно так	1	1
585	с этими	1	1
586	в атмосфере	1	1
587	по-видимому в	1	1
588	можем сказать	2	1
589	вероятно уже	1	1
590	до поры	1	1
591	этот момент	1	1
592	коем случае	1	1
593	деле мы	1	1
594	но так	1	1
595	внутреннего мира	1	1
596	ничего но	1	1
597	никакому сомнению	1	1
598	несколько слов	1	1
599	только не	1	1
600	мнению не	1	1
601	а наоборот	1	1
602	что иное	1	1
603	очень плохо	1	1
604	внимание на	1	1
605	и чрезвычайно	1	1
606	с нею	2	1
607	имеем дело	1	1
608	что при	1	1
609	этот источник	1	1
610	не хозяин	1	1
611	не удается	2	1
612	во всей	2	1
613	материал в	1	1
614	этим ненависть	1	1
615	именно здесь	1	1
616	всех его	2	1
617	не нуждается	2	1
618	быть только	1	1
619	значение так	1	1
620	его помощью	1	1
621	все сплошь	1	1
622	к врачу	1	1
623	иным как	1	1
624	если ему	1	1
625	из одного	1	1
626	прямо противоположных	1	1
627	той или	1	1
628	не лучше	1	1
629	всей их	2	1
630	но как	2	1
631	для его	1	1
632	дать себя	1	1
633	они становятся	1	1
634	близко к	1	1
635	здесь она	1	1
636	в область	2	1
637	жизненной мудрости	1	1
638	у порога	1	1
639	одним словом	1	1
640	всей этой	1	1
641	но зато	2	1
642	из мира	1	1
643	из сказанного	2	1
644	это может	1	1
645	говорили что	1	1
646	как один	1	1
647	мы здесь	1	1
648	важно только	1	1
649	значение и	1	1
650	нем и	1	1
651	и объясняется	1	1
652	я в	1	1
653	так называемого	1	1
654	так называемый	2	1
655	знаем что	2	1
656	крайней мере	3	1
657	культуры и	1	1
658	и др	3	1
659	большой дороге	1	1
660	даже самого	1	1
661	все остальное	1	1
662	всю жизнь	2	1
663	заботы о	1	1
664	о роли	1	1
665	сводится в	1	1
666	в него	5	1
667	его времени	1	1
668	одного и	1	1
669	вообще нет	1	1
670	предположение о	1	1
671	было с	1	1
672	и самый	1	1
673	для самого	1	1
674	остановиться подробнее	1	1
675	не нашел	1	1
676	некоторые выводы	1	1
677	и этот	2	1
678	углу комнаты	1	1
679	как с	2	1
680	в углу	1	1
681	друга в	1	1
682	для содержания	1	1
683	до времени	1	1
684	во власти	1	1
685	освободиться от	1	1
686	двух слов	1	1
687	всех других	2	1
688	задолго до	1	1
689	другую и	1	1
690	с ужасом	1	1
691	полном согласии	1	1
692	поэтому и	2	1
693	на желание	1	1
694	нам в	1	1
695	все то	2	1
696	оказывается в	1	1
697	что угодно	1	1
698	себя с	1	1
699	в ходу	1	1
700	ведь она	1	1
701	человека как	1	1
702	и действительно	2	1
703	можно назвать	2	1
704	из тех	2	1
705	пор еще	1	1
706	и они	1	1
707	становится ясным	1	1
708	данном случае	1	1
709	в душу	1	1
710	на своем	1	1
711	который до	1	1
712	во сне	2	1
713	ничего общего	1	1
714	по крайней	3	1
715	жизни мы	1	1
716	свое время	1	1
717	ли они	1	1
718	не давая	1	1
719	моей жизни	2	1
720	в конкретной	1	1
721	вытекает из	1	1
722	вернемся к	1	1
723	это нечто	2	1
724	не имеют	1	1
725	со всех	1	1
726	на друга	2	1
727	на основе	2	1
728	в материальном	1	1
729	он является	1	1
730	на два	2	1
731	утверждают что	1	1
732	сходство положения	1	1
733	в образах	1	1
734	всего на	1	1
735	и лишь	2	1
736	и вся	2	1
737	значение для	1	1
738	и об	1	1
739	на мать	1	1
740	в мир	2	1
741	взгляда на	1	1
742	упадка и	1	1
743	никаких оснований	3	1
744	это же	1	1
745	человеческого поведения	2	1
746	вероятно и	1	1
747	только одна	1	1
748	в самую	1	1
749	основа всего	1	1
750	нам из	1	1
751	только здесь	1	1
752	думая что	1	1
753	он может	1	1
754	всего к	1	1
755	нельзя сказать	1	1
756	по-видимому совершенно	1	1
757	из него	1	1
758	мы еще	1	1
759	точку зрения	1	1
760	в м	1	1
761	которому в	1	1
762	жизни но	1	1
763	события и	1	1
764	него из	1	1
765	для нашего	1	1
766	древнего грека	1	1
767	отцу и	1	1
768	его мать	1	1
769	в коем	1	1
770	различие между	1	1
771	всех сторон	1	1
772	и того	1	1
773	ненависть к	2	1
774	ли так	1	1
775	не будем	1	1
776	поры до	1	1
777	социальных отношений	1	1
778	одна и	1	1
779	нас здесь	1	1
780	значение имеют	1	1
781	в ужас	1	1
782	ее объектом	1	1
783	во внешнем	1	1
784	ее ухода	1	1
785	и всегда	1	1
786	мы сталкиваемся	1	1
787	на самом	4	1
788	очень важный	1	1
789	в русском	1	1
790	не связанное	1	1
791	в знаменитом	1	1
792	родился в	1	1
793	три основных	2	1
794	на большой	1	1
795	дело в	1	1
796	та же	1	1
797	и новых	1	1
798	является по	2	1
799	этого на	1	1
800	было до	1	1
801	поведения и	1	1
802	говорить об	1	1
803	по смыслу	1	1
804	с сыном	1	1
805	почти во	1	1
806	мира и	3	1
807	на одном	1	1
808	остановимся на	1	1
809	и художественного	3	1
810	достаточно для	1	1
811	же с	1	1
812	план в	1	1
813	о смерти	1	1
814	оно в	1	1
815	в угол	1	1
816	человека все	1	1
817	и почти	1	1
818	ни один	1	1
819	и ни	1	1
820	но всегда	1	1
821	характерен для	1	1
822	с совершенно	1	1
823	опоры на	1	1
824	широких кругов	1	1
825	мы должны	1	1
826	ухода за	1	1
827	в науке	2	1
828	отказ от	1	1
829	говоря о	1	1
830	в нашей	1	1
831	из корней	1	1
832	о действительно	1	1
833	как источник	1	1
834	но вместе	1	1
835	уже знаем	1	1
836	и всех	2	1
837	его отношение	1	1
838	последнее слово	1	1
839	можем теперь	2	1
840	же на	1	1
841	которой можно	1	1
842	наконец что	1	1
843	по месту	1	1
844	не осталось	1	1
845	наиболее полной	1	1
846	можно сказать	4	1
847	мало общего	1	1
848	сделать и	1	1
849	этом и	1	1
850	по аналогии	2	1
851	социальной истории	1	1
852	действительно не	1	1
853	или иной	1	1
854	и прежде	1	1
855	каком направлении	1	1
856	их на	1	1
857	человек не	1	1
858	не можем	2	1
859	и наконец	4	1
860	ребенка не	1	1
861	образов и	2	1
862	иное как	1	1
