N	2gram	Potebnia_M	KFilosof
154	слово не	6	3
155	на язык	1	3
156	мы не	17	3
157	был бы	2	3
158	тогда когда	20	3
159	для которой	1	3
160	того что	24	3
161	сознания и	2	3
162	на самом	4	3
163	ясно что	1	3
164	а все	1	3
165	в виду	1	3
166	и тот	5	3
167	самом деле	5	3
168	и отношения	1	3
169	в некотором	2	3
170	тем что	13	3
171	но для	1	3
172	людей и	2	3
173	в корне	1	3
174	что этот	2	3
175	не дает	2	3
176	рядом с	2	3
177	не менее	9	3
178	по своему	2	3
179	бы не	6	3
180	здесь не	1	3
181	один и	2	3
182	его жизни	2	3
183	лишь как	1	3
184	себе и	1	3
185	и другого	2	3
186	но конечно	1	3
187	в каждом	6	3
188	себя не	1	3
189	это и	2	3
190	бы и	4	3
191	что не	12	3
192	не могу	1	3
193	но здесь	1	3
194	в свою	6	3
195	не должно	1	3
196	для того	8	3
197	в ней	11	3
198	ее жизни	1	3
199	а эта	1	3
200	быть и	1	3
201	не имеем	3	3
202	и та	5	3
203	к чему	2	3
204	этом смысле	2	3
205	от того	10	3
206	человека и	8	3
207	не я	3	3
208	с человеком	1	3
209	всем другим	1	3
210	мы здесь	1	3
211	целом и	1	3
212	из его	1	3
213	нет и	2	3
214	не быть	1	3
215	могут быть	6	3
216	это единство	2	3
217	предмета в	2	3
218	нигде не	1	3
219	котором мы	2	3
220	о том	7	3
221	области и	1	3
222	тем как	4	3
223	в то	16	3
224	а следовательно	1	3
225	независимо от	10	3
226	тот же	2	3
227	и тем	8	3
228	ничего не	1	3
229	были бы	1	2
230	бы то	2	2
231	события и	1	2
232	и эти	1	2
233	и развивается	1	2
234	которой все	1	2
235	один из	7	2
236	бы он	1	2
237	и мы	3	2
238	и содержания	1	2
239	ему в	2	2
240	и конечно	1	2
241	может не	1	2
242	чего не	1	2
243	не нужен	1	2
244	и того	2	2
245	его с	3	2
246	что значит	1	2
247	случае мы	1	2
248	смысле в	3	2
249	одна и	2	2
250	еще более	1	2
251	конечно в	1	2
252	тому что	6	2
253	мысль не	3	2
254	а это	2	2
255	удержать в	1	2
256	единства и	1	2
257	будет ли	3	2
258	тем не	7	2
259	так и	17	2
260	из которых	1	2
261	и то	13	2
262	и за	1	2
263	все возможное	2	2
264	это есть	1	2
265	этих предметов	1	2
266	и когда	1	2
267	сводится к	1	2
268	и само	1	2
269	по себе	26	2
270	и смысл	1	2
271	в виде	3	2
272	все остальное	1	2
273	целом как	1	2
274	оно не	7	2
275	этим путем	1	2
276	не потому	2	2
277	если не	6	2
278	отказаться от	2	2
279	он может	2	2
280	ее от	2	2
281	и навсегда	1	2
282	даны в	1	2
283	из нее	2	2
284	сознания не	1	2
285	в сознании	36	2
286	мы говорим	2	2
287	дело в	1	2
288	и эта	2	2
289	в ту	2	2
290	не следует	6	2
291	в процессе	2	2
292	в жизни	1	2
293	не остается	1	2
294	и должен	1	2
295	с тем	9	2
296	человек и	2	2
297	его на	3	2
298	и как	8	2
299	и чувство	2	2
300	что он	8	2
301	и именно	1	2
302	предмет и	2	2
303	есть именно	2	2
304	как в	17	2
305	на первом	1	2
306	где она	1	2
307	от этого	2	2
308	если я	1	2
309	это было	3	2
310	под ним	2	2
311	в это	2	2
312	не нужно	1	2
313	философии но	1	2
314	ничего общего	2	2
315	для эстетического	1	2
316	а для	1	2
317	деятельности и	2	2
318	как оно	2	2
319	жизнь и	1	2
320	или как	1	2
321	сознание но	1	2
322	этого слова	14	2
323	действительности в	1	2
324	к этому	3	2
325	и потому	9	2
326	его и	1	2
327	может иметь	1	2
328	а с	4	2
329	в данном	3	2
330	и других	3	2
331	же с	7	2
332	вытекает из	2	2
333	он ни	1	2
334	вопрос о	2	2
335	которой он	1	2
336	раз и	1	2
337	мысль и	2	2
338	оба эти	2	2
339	она не	4	2
340	потому что	82	2
341	того чтобы	5	2
342	то ни	1	2
343	совсем не	2	2
344	быть не	4	2
345	кажется что	3	2
346	не будет	4	2
347	именно на	2	2
348	а по	1	2
349	говорить о	6	2
350	что эта	3	2
351	для этого	1	2
352	отношении к	3	2
353	мы получим	1	2
354	не из	4	2
355	всей своей	1	2
356	же время	8	2
357	которую я	1	2
358	думать что	6	2
359	только это	1	2
360	но этот	2	2
361	нечто вроде	2	2
362	это только	2	2
363	в этой	3	2
364	и действительным	1	2
365	но есть	3	2
366	что есть	3	2
367	но нет	2	2
368	все остальные	3	2
369	только по	5	2
370	было дано	1	2
371	это можно	4	2
372	что только	7	2
373	слова в	7	2
374	бы оно	2	2
375	значило бы	1	2
376	с его	1	2
377	в области	3	2
378	его к	2	2
379	как предмет	2	2
380	а как	2	2
381	человек не	4	2
382	содержания но	1	2
383	ни был	3	2
384	к содержанию	4	2
385	чтобы не	1	2
386	то или	2	2
387	и ее	1	2
388	едва ли	1	2
389	одного и	2	2
390	гораздо более	1	2
391	себе а	4	2
392	сам этот	1	2
393	именно вследствие	3	1
394	все в	3	1
395	мир не	1	1
396	в самом	11	1
397	не дано	1	1
398	какого бы	1	1
399	возможность не	1	1
400	и к	5	1
401	они имеют	1	1
402	сознание может	1	1
403	к действительности	1	1
404	только не	5	1
405	мы прежде	1	1
406	влечет за	1	1
407	все что	4	1
408	в содержании	1	1
409	как это	1	1
410	в предмете	1	1
411	образом и	3	1
412	только путем	1	1
413	мы видим	3	1
414	него как	1	1
415	до сих	4	1
416	и получает	2	1
417	в душе	17	1
418	и он	1	1
419	мы найдем	1	1
420	потому только	1	1
421	в действительную	1	1
422	что язык	5	1
423	произнесенное слово	1	1
424	сказать в	1	1
425	в суждении	1	1
426	вне себя	3	1
427	ничем не	1	1
428	так как	20	1
429	в последнем	4	1
430	менее в	1	1
431	есть действительная	1	1
432	же и	3	1
433	например что	2	1
434	как с	1	1
435	и музыка	1	1
436	объективного и	1	1
437	мы забыли	1	1
438	только что	12	1
439	и было	1	1
440	то есть	53	1
441	бытие познания	1	1
442	но из	1	1
443	она остается	1	1
444	сознании в	1	1
445	совершенно необходимая	1	1
446	мысли только	1	1
447	это будет	1	1
448	самого себя	3	1
449	как содержание	1	1
450	первом случае	2	1
451	зависит от	7	1
452	вообще а	1	1
453	эту мысль	1	1
454	однако по	2	1
455	эта мысль	2	1
456	на том	1	1
457	не за	1	1
458	других и	1	1
459	к отдельному	1	1
460	оно могло	1	1
461	мысль моя	1	1
462	следует из	1	1
463	на ее	2	1
464	нас как	1	1
465	ровно ничего	1	1
466	мог бы	1	1
467	сознание в	1	1
468	некоторое количество	1	1
469	оно было	1	1
470	что уже	2	1
471	стороны нет	1	1
472	не будем	1	1
473	он как	2	1
474	отношения к	2	1
475	и другую	1	1
476	его содержание	1	1
477	и некоторым	1	1
478	есть для	7	1
479	и менее	1	1
480	несмотря на	2	1
481	мысль в	3	1
482	людей но	1	1
483	была бы	5	1
484	что мир	1	1
485	со всех	3	1
486	то для	2	1
487	и наконец	3	1
488	или с	2	1
489	этой мысли	2	1
490	всех остальных	1	1
491	требует именно	1	1
492	говорим не	1	1
493	это значит	1	1
494	относятся к	2	1
495	него самого	3	1
496	хотя и	3	1
497	апперцепции и	1	1
498	в соответствующих	1	1
499	или нет	1	1
500	и из	2	1
501	нам остается	1	1
502	действие и	1	1
503	творчества но	1	1
504	времени можно	1	1
505	с чем	3	1
506	суждения не	2	1
507	ее в	2	1
508	и говорить	2	1
509	зрения той	1	1
510	находятся в	3	1
511	и сама	2	1
512	можно сказать	4	1
513	из предшествующего	1	1
514	в человеке	4	1
515	только при	2	1
516	с нашей	1	1
517	приближения к	1	1
518	одно из	6	1
519	притом не	2	1
520	другими и	1	1
521	имеет смысла	1	1
522	нет это	1	1
523	это слово	6	1
524	в результате	1	1
525	есть это	1	1
526	не от	3	1
527	сделало бы	1	1
528	смысле этого	9	1
529	им с	1	1
530	и целого	1	1
531	по способу	1	1
532	сознание с	1	1
533	понять его	1	1
534	основана на	1	1
535	что между	2	1
536	с конкретным	1	1
537	требует чтобы	2	1
538	его для	1	1
539	другого как	1	1
540	все равно	5	1
541	само есть	1	1
542	попытка найти	1	1
543	связанная с	3	1
544	с действительностью	1	1
545	не прибавляет	1	1
546	есть еще	4	1
547	его действительности	1	1
548	есть а	1	1
549	самого и	1	1
550	не была	1	1
551	места только	1	1
552	и самая	1	1
553	связь с	4	1
554	чем в	2	1
555	него в	1	1
556	этого единства	2	1
557	ее содержания	1	1
558	бы только	1	1
559	и даже	3	1
560	к его	2	1
561	что ему	1	1
562	именно что	1	1
563	нем его	1	1
564	бы для	2	1
565	но он	3	1
566	образом в	4	1
567	не более	1	1
568	отличаются от	1	1
569	до этого	2	1
570	в которой	9	1
571	или в	4	1
572	в первом	5	1
573	оно ни	2	1
574	сознание не	1	1
575	этого не	3	1
576	когда оно	3	1
577	именно оно	1	1
578	имеет для	8	1
579	и с	4	1
580	от своего	2	1
581	ни о	3	1
582	остается и	1	1
583	отсюда ясно	1	1
584	равно как	2	1
585	показать что	1	1
586	это содержание	7	1
587	небо и	1	1
588	и чисто	1	1
589	мысль о	12	1
590	не противоречит	1	1
591	форму и	1	1
592	сказать и	2	1
593	слово может	7	1
594	вложена в	1	1
595	имеем и	1	1
596	в понятии	2	1
597	а то	2	1
598	и иначе	1	1
599	и требует	1	1
600	превращается в	3	1
601	все силы	1	1
602	себя из	1	1
603	до степени	1	1
604	я или	1	1
605	систему и	1	1
606	здесь же	1	1
607	к такой	1	1
608	жизни может	1	1
609	же будет	1	1
610	выражено в	1	1
611	между прочим	5	1
612	более что	1	1
613	законов а	1	1
614	в стороне	1	1
615	тем же	6	1
616	факт не	1	1
617	этом последнем	2	1
618	то все	1	1
619	к таким	1	1
620	отдельного человека	1	1
621	в какой	3	1
622	как о	3	1
623	на закон	1	1
624	только через	1	1
625	может стать	3	1
626	помнить что	1	1
627	есть тот	1	1
628	их в	3	1
629	если и	2	1
630	но нельзя	1	1
631	на я	1	1
632	а именно	1	1
633	возможно и	1	1
634	выражения и	1	1
635	большинстве случаев	2	1
636	его я	3	1
637	второй половине	1	1
638	которые могут	1	1
639	вместе с	22	1
640	в этих	2	1
641	никто не	5	1
642	есть только	9	1
643	противном случае	1	1
644	в живой	3	1
645	человек со	1	1
646	связи между	1	1
647	правда не	1	1
648	мы только	2	1
649	на все	3	1
650	предмета и	2	1
651	я есть	1	1
652	землю и	1	1
653	остановимся на	1	1
654	отличается от	1	1
655	между собой	1	1
656	больше и	1	1
657	представляется нам	2	1
658	между ними	4	1
659	полагать что	1	1
660	предмету но	1	1
661	и b	1	1
662	зависимости от	1	1
663	том смысле	6	1
664	но уже	2	1
665	следовательно и	2	1
666	на его	4	1
667	в известном	1	1
668	эта последняя	4	1
669	представлением или	1	1
670	точек зрения	1	1
671	людьми и	1	1
672	моментов что	1	1
673	а только	7	1
674	разных людей	1	1
675	вследствие чего	1	1
676	своей мысли	4	1
677	точнее говоря	1	1
678	бы совершенно	1	1
679	об этом	4	1
680	единство и	2	1
681	разные стороны	1	1
682	она и	1	1
683	в эту	4	1
684	быть из	1	1
685	и таким	1	1
686	знающего только	1	1
687	целого и	1	1
688	было ни	1	1
689	к тому	9	1
690	в одной	1	1
691	его самого	1	1
692	сих пор	4	1
693	особенно в	1	1
694	ему дана	1	1
695	стороны своего	1	1
696	мысли в	2	1
697	действительности и	3	1
698	относиться к	2	1
699	себя от	2	1
700	она только	1	1
701	этот процесс	1	1
702	бы ни	6	1
703	действительности а	1	1
704	в математике	1	1
705	смерти и	1	1
706	что конечно	3	1
707	некоторым образом	4	1
708	только для	3	1
709	ним то	2	1
710	действительность и	2	1
711	с этим	12	1
712	но оно	6	1
713	только одно	1	1
714	другим как	1	1
715	что эти	3	1
716	жизнь человека	1	1
717	нет ничего	2	1
718	перестает быть	5	1
719	можно в	1	1
720	должен был	2	1
721	во всяком	4	1
722	здесь как	3	1
723	только от	7	1
724	необходимое условие	1	1
725	все и	1	1
726	том случае	2	1
727	истина и	2	1
728	этого она	1	1
729	мысли что	6	1
730	мы можем	13	1
731	это с	1	1
732	не является	1	1
733	не существует	5	1
734	но с	1	1
735	только к	1	1
736	если оно	1	1
737	а к	4	1
738	и познания	1	1
739	в действительности	7	1
740	приводит его	1	1
741	и такие	1	1
742	что мы	16	1
743	значит что	2	1
744	не исключительно	1	1
745	которую мы	1	1
746	и видит	2	1
747	действие которое	1	1
748	все человеческое	1	1
749	центра в	1	1
750	как одно	1	1
751	и мысли	2	1
752	более чем	2	1
753	мы уже	5	1
754	что мне	1	1
755	которой и	1	1
756	заключать в	1	1
757	это событие	2	1
758	предмет в	1	1
759	оказалось бы	1	1
760	другими словами	3	1
761	но при	1	1
762	все наше	1	1
763	всяком случае	3	1
764	эти слова	2	1
765	для мыслящего	2	1
766	мы его	2	1
767	его не	2	1
768	все свои	2	1
769	нет но	1	1
770	быть к	1	1
771	но эти	1	1
772	из жизни	1	1
773	предметов и	1	1
774	не отличаются	1	1
775	что первая	1	1
776	здесь можем	1	1
777	и затем	3	1
778	у меня	2	1
779	субъекта и	1	1
780	и другой	1	1
781	полученное этим	1	1
782	и оно	3	1
783	невозможно если	2	1
784	эти стороны	1	1
785	следовательно два	1	1
786	а через	1	1
787	к любви	1	1
788	нашей мысли	7	1
789	ни была	1	1
790	мы должны	6	1
791	я а	3	1
792	по поводу	8	1
793	слова и	8	1
794	вообще как	2	1
795	в искусстве	6	1
796	остается только	2	1
797	самом своем	1	1
798	и имеет	1	1
799	но эстетическое	1	1
800	с которой	2	1
801	когда он	1	1
802	содержания а	2	1
803	сознании и	4	1
804	на чем	3	1
805	есть всегда	1	1
806	только тогда	13	1
807	и теперь	6	1
808	можно сделать	1	1
809	не могло	3	1
810	не носит	1	1
811	только на	4	1
812	должны быть	3	1
813	другим и	1	1
814	в которую	1	1
815	он должен	2	1
816	таким путем	2	1
817	не с	4	1
818	в противоречие	1	1
819	что тем	1	1
820	она эта	1	1
821	тот мир	1	1
822	которое предполагает	4	1
823	пор не	2	1
824	в различных	2	1
825	связь между	6	1
826	отношений между	2	1
827	всего что	1	1
828	жизни это	1	1
829	где оба	2	1
830	каждый раз	3	1
831	в форме	2	1
832	же самое	3	1
833	но только	3	1
834	этих мыслей	1	1
835	говоря о	5	1
836	главным образом	1	1
837	содержание но	1	1
838	него свое	1	1
839	не об	2	1
840	и до	2	1
841	содержанию как	1	1
842	ней то	1	1
843	закон но	1	1
844	выразить это	1	1
845	понятием и	1	1
846	уже и	1	1
847	возвращаться в	2	1
848	что ее	1	1
849	в истории	2	1
850	миру и	1	1
851	он есть	1	1
852	содержание чем	1	1
853	этих случаях	1	1
854	и незаменимое	1	1
855	это может	1	1
856	что некоторое	1	1
857	это различие	1	1
858	над всеми	3	1
859	себе в	2	1
860	в большинстве	2	1
861	до того	5	1
862	нуждаются в	1	1
863	свою очередь	6	1
864	любви к	1	1
865	признать что	2	1
866	вне его	1	1
867	содержания в	3	1
868	их и	1	1
869	другой и	2	1
870	необходимом отношении	1	1
871	его определение	1	1
872	и себя	2	1
873	когда мы	4	1
874	мысли со	1	1
875	как из	1	1
876	сомнения что	1	1
877	а тем	3	1
878	не само	1	1
879	один предмет	1	1
880	я это	1	1
881	содержание мысли	3	1
882	я в	1	1
883	слово единство	1	1
884	возможное содержание	2	1
885	я как	5	1
886	должен знать	1	1
887	но мы	3	1
888	бесконечного множества	1	1
889	вообще и	2	1
890	по всей	1	1
891	из сознания	3	1
892	не подлежит	2	1
893	все следующие	1	1
894	что подобные	1	1
895	далеко от	1	1
896	к ней	7	1
897	настоящее время	1	1
898	я с	1	1
899	с собою	1	1
900	оно должно	1	1
901	к следующему	1	1
902	и никогда	1	1
903	если мы	2	1
904	по которой	1	1
905	образом то	1	1
906	и во	1	1
907	той же	6	1
908	и каждый	1	1
909	и др	1	1
910	человеческой жизни	3	1
911	этот человек	1	1
912	мысль может	1	1
913	все содержание	2	1
914	произведения не	2	1
915	даже для	1	1
916	это предполагает	1	1
917	всех сторон	3	1
918	непосредственной близости	1	1
919	одной из	3	1
920	выражен в	1	1
921	такая же	2	1
922	что может	1	1
923	мы обозначаем	1	1
924	в нашем	1	1
925	значительной степени	2	1
926	находится в	5	1
927	нашей точки	1	1
928	противоречия и	1	1
929	будем говорить	1	1
930	как я	1	1
931	ли она	4	1
932	к двум	1	1
933	в первой	1	1
934	и от	5	1
935	его только	2	1
936	относится к	6	1
937	что все	5	1
938	живое слово	1	1
939	с которым	3	1
940	как все	1	1
941	столь же	8	1
942	том же	2	1
943	к миру	1	1
944	же в	3	1
945	подлежит сомнению	1	1
946	мысли как	4	1
947	что она	4	1
948	по направлению	1	1
949	содержания мысли	1	1
950	есть познание	1	1
951	слово и	4	1
952	и о	6	1
953	мысли но	3	1
954	до ее	1	1
955	что именно	5	1
956	на то	6	1
957	как всякое	1	1
958	не найдем	1	1
959	стороне вопрос	1	1
960	от них	4	1
961	и по	5	1
962	чем та	1	1
963	имеет места	1	1
964	деятельность есть	3	1
965	можно выразить	1	1
966	в противном	1	1
967	своей самостоятельности	1	1
968	должно происходить	1	1
969	смысле совокупности	1	1
970	бесконечное множество	1	1
971	это в	2	1
972	или не	3	1
973	сама она	1	1
974	к другим	4	1
975	является только	1	1
976	своего содержания	2	1
977	понятие о	3	1
978	не переходит	1	1
979	казаться что	1	1
980	к этим	1	1
981	еще менее	1	1
982	котором оно	1	1
983	друг друга	6	1
984	не мог	1	1
985	в системе	2	1
986	того же	5	1
987	план и	1	1
988	человека но	1	1
989	она действительно	1	1
990	в настоящее	1	1
991	который и	1	1
992	в один	4	1
993	бы эта	1	1
994	то-то то	1	1
995	само по	6	1
996	жизни не	3	1
997	случае когда	1	1
998	если это	1	1
999	ней все	1	1
1000	не можем	8	1
1001	но сама	1	1
1002	и т.п	1	1
1003	как мы	8	1
1004	собою только	1	1
1005	смысле к	1	1
1006	мысли и	8	1
1007	только относительно	1	1
1008	формы и	2	1
1009	человечества но	1	1
1010	лишь по	1	1
1011	не к	4	1
1012	возможна только	1	1
1013	в объективное	1	1
1014	своего развития	1	1
1015	ее не	4	1
1016	единство в	1	1
1017	нет сомнения	1	1
1018	не зависит	1	1
1019	я то	1	1
1020	во второй	1	1
1021	можно только	3	1
