N	2gram	Medvedev_F	VerxiiNi
706	в постижении	1	1
707	более и	3	1
708	совершенно неправильно	1	1
709	этот вопрос	2	1
710	все дальнейшее	1	1
711	между отдельными	2	1
712	и возникло	1	1
713	при помощи	2	1
714	тогда как	1	1
715	себе в	2	1
716	и всякая	2	1
717	должны были	1	1
718	эта эволюция	1	1
719	ли этот	1	1
720	его нельзя	1	1
721	она была	3	1
722	всего этого	6	1
723	бы по	1	1
724	как известно	1	1
725	смысла и	3	1
726	соприкасается с	1	1
727	из ветвей	4	1
728	было бы	10	1
729	и несколько	1	1
730	имеем в	1	1
731	этих элементов	2	1
732	чем с	1	1
733	или вообще	1	1
734	свил себе	1	1
735	особенно ярко	1	1
736	художественном творчестве	1	1
737	в отличие	2	1
738	без всякого	1	1
739	элементов в	2	1
740	одного из	4	1
741	о диалектах	1	1
742	настоящее время	11	1
743	ней и	2	1
744	впервые в	1	1
745	то по	1	1
746	вера в	1	1
747	тем же	3	1
748	своем целом	2	1
749	указаний на	1	1
750	этих последних	2	1
751	по себе	10	1
752	притом как	1	1
753	в самую	2	1
754	могут быть	7	1
755	сдвиг в	1	1
756	привели к	1	1
757	не можем	3	1
758	о его	1	1
759	для широких	1	1
760	в общих	1	1
761	другой социальной	2	1
762	но именно	2	1
763	языка как	11	1
764	из первых	1	1
765	в нашем	2	1
766	с этими	2	1
767	и раньше	1	1
768	может показаться	1	1
769	это отличие	1	1
770	примыкают к	1	1
771	и есть	1	1
772	место в	8	1
773	них как	1	1
774	во всей	4	1
775	с духом	1	1
776	занимают в	2	1
777	в понятие	1	1
778	связи со	3	1
779	согласно учению	1	1
780	в сознании	1	1
781	же в	4	1
782	он может	1	1
783	бытия и	1	1
784	и должно	4	1
785	элементов которые	1	1
786	такой же	2	1
787	языка с	1	1
788	бы быть	3	1
789	в зачатке	1	1
790	происходит в	1	1
791	и прежде	3	1
792	язык в	2	1
793	своей основной	1	1
794	если они	1	1
795	этого слова	4	1
796	до известной	3	1
797	когда какой-нибудь	1	1
798	этом процессе	2	1
799	и его	27	1
800	на двух	1	1
801	связи то	1	1
802	говорить лишь	1	1
803	его к	1	1
804	мира в	2	1
805	известной степени	4	1
806	а как	5	1
807	даже в	2	1
808	события в	1	1
809	только с	1	1
810	это совершенно	1	1
811	эта тенденция	2	1
812	теперь уже	1	1
813	может и	2	1
814	здесь идет	1	1
815	к этим	2	1
816	к своей	1	1
817	эти новые	1	1
818	друг друга	4	1
819	не удалось	1	1
820	бытия в	3	1
821	органически не	1	1
822	общих чертах	1	1
823	всего со	1	1
824	с ее	7	1
825	всех этих	6	1
826	есть ли	1	1
827	таким же	2	1
828	чтобы не	2	1
829	в настоящее	11	1
830	но для	4	1
831	и совершенно	2	1
832	должны быть	6	1
833	настоящего времени	3	1
834	пришлось бы	1	1
835	себя в	1	1
836	ведь эта	1	1
837	и ее	15	1
838	здесь не	5	1
839	думать что	4	1
840	ничего не	5	1
841	есть не	1	1
842	совершенно чуждые	1	1
843	совершается в	2	1
844	словами в	2	1
845	и самый	3	1
846	влиянием в	1	1
847	чуть ли	1	1
848	богатства и	1	1
849	искусства не	2	1
850	и во	2	1
851	он должен	4	1
852	той же	2	1
853	наука об	2	1
