N	2gram	Losev_Prob	Tvorches
210	в литературе	5	5
211	как у	1	5
212	бы не	4	5
213	в виде	25	5
214	но с	1	5
215	но эта	2	5
216	в ту	1	5
217	великом инквизиторе	1	5
218	и по	2	5
219	и других	1	5
220	что я	1	5
221	белых ночах	1	5
222	как он	2	5
223	отношению к	2	5
224	человеческой души	1	4
225	с этой	4	4
226	в финале	1	4
227	достоевского можно	1	4
228	говорит о	9	4
229	на земле	11	4
230	тем что	2	4
231	в xx	1	4
232	восходит к	1	4
233	но эти	2	4
234	представляет собой	1	4
235	только на	2	4
236	и когда	1	4
237	говорит что	1	4
238	превращается в	1	4
239	не вполне	2	4
240	рассказывает о	1	4
241	самого начала	3	4
242	утверждал что	1	4
243	с большим	1	4
244	что все	1	4
245	точки зрения	17	4
246	это значит	3	4
247	крайней мере	8	4
248	к нему	3	4
249	и мы	1	4
250	по преимуществу	2	4
251	и потому	4	4
252	с точки	13	4
253	добра и	2	4
254	однако этот	1	4
255	стремится к	1	4
256	что его	4	4
257	легенда о	1	4
258	который в	10	4
259	сих пор	3	4
260	в такой	3	4
261	не был	1	4
262	в каждом	2	4
263	тут же	7	4
264	личности и	1	4
265	не мог	5	4
266	как это	5	4
267	но только	5	4
268	и я	1	4
269	этот вопрос	1	4
270	считал что	1	4
271	но без	1	4
272	человек это	1	4
273	однако в	4	4
274	могут быть	2	4
275	и есть	4	4
276	до сих	3	4
277	этой книги	2	4
278	в человеке	1	4
279	утверждает что	1	4
280	с ними	1	4
281	героев и	1	4
282	достоевского есть	1	4
283	по крайней	8	4
284	перед нами	14	4
285	нет ничего	3	4
286	это и	4	4
287	и более	3	4
288	на землю	7	4
289	времени и	1	4
290	при помощи	12	4
291	и будущего	1	4
292	в произведениях	1	4
293	того что	8	4
294	чуть ли	1	4
295	петербургская летопись	1	4
296	это был	3	4
297	зависит от	1	4
298	и тут	4	4
299	же не	4	4
300	дело в	4	4
301	к жизни	1	4
302	на свете	1	4
303	с самого	3	4
304	он говорит	2	4
305	он ни	1	4
306	но он	5	4
307	в частности	5	4
308	в эпилоге	1	4
309	еще в	6	4
310	далеко не	6	4
311	в xix	1	4
312	из жизни	1	4
313	такой же	1	4
314	и наконец	4	4
315	что на	1	4
316	и к	9	3
317	от него	1	3
318	главе с	1	3
319	в настоящем	1	3
320	только что	2	3
321	кроме того	5	3
322	в виду	3	3
323	другой стороны	8	3
324	во главе	1	3
325	по себе	5	3
326	людей и	13	3
327	в средневековой	1	3
328	в мир	3	3
329	в жизни	4	3
330	достоевским как	1	3
331	униженные и	1	3
332	но когда	1	3
333	только для	5	3
334	так например	1	3
335	к тому	7	3
336	на все	1	3
337	во всяком	7	3
338	можно сказать	10	3
339	и оскорбленные	1	3
340	больше чем	2	3
341	всегда с	1	3
342	с полным	2	3
343	не боится	1	3
344	вот почему	1	3
345	в этот	4	3
346	точно так	4	3
347	как она	1	3
348	в одном	6	3
349	перед ним	1	3
350	с другим	1	3
351	на миг	2	3
352	бога и	1	3
353	сказать что	13	3
354	и вдруг	1	3
355	русской литературы	1	3
356	воли и	2	3
357	едва ли	13	3
358	не то	4	3
359	то в	4	3
360	к себе	1	3
361	время в	2	3
362	несмотря на	7	3
363	то у	2	3
364	г а	1	3
365	тому же	5	3
366	и человек	1	3
367	петербург достоевского	3	3
368	для того	4	3
369	на себя	2	3
370	я и	1	3
371	не есть	3	3
372	нового человека	1	3
373	действительности и	4	3
374	со всеми	5	3
375	на площади	1	3
376	на этом	1	3
377	говорил о	1	3
378	него есть	1	3
379	всяком случае	6	3
380	эти слова	1	3
381	совсем не	4	3
382	и тем	4	3
383	но зато	1	3
384	и что	9	3
385	для человека	2	3
386	является одним	1	3
387	даже не	1	3
388	году в	1	3
389	что для	2	3
390	его как	2	3
391	и др	1	3
392	человека как	1	3
393	более всего	2	3
394	любви к	2	3
395	его к	2	3
396	там где	1	3
397	гораздо более	5	3
398	в искусстве	2	3
399	вплоть до	2	3
400	и зла	1	3
401	если в	2	3
402	его с	2	3
403	был бы	2	3
404	для себя	6	3
405	сводится к	1	3
406	других людей	1	3
407	заключается в	1	3
408	не считать	1	3
409	никто не	1	3
410	да и	5	3
411	о котором	4	3
412	со стороны	1	3
413	времени он	1	3
414	ни на	2	3
415	не является	2	3
416	и если	2	3
417	во мне	1	3
418	и тогда	4	3
419	в которую	1	3
420	ту эпоху	1	3
421	и до	2	3
422	к людям	5	3
423	автора в	1	3
424	нет и	3	3
425	как мы	5	3
426	человек был	1	3
427	друг друга	1	3
428	во времени	1	3
429	человека но	2	3
430	не выдерживает	1	3
431	жизни но	1	3
432	в любви	1	3
433	но на	1	3
434	что оно	2	3
435	нет ни	4	3
436	свидетельствует о	4	3
437	и вот	1	3
438	он и	5	3
439	ее в	2	3
440	на самом	2	3
441	у нас	17	3
442	таком случае	2	3
443	мы находим	9	3
444	или в	7	3
445	за свою	1	3
446	но уже	3	3
447	идеи и	1	3
448	для которого	1	3
449	убийства старухи	1	3
450	при виде	1	3
451	не все	3	3
452	человека к	1	3
453	тут и	4	3
454	не по	1	3
455	в ней	4	3
456	просто не	1	3
457	по этому	5	3
458	из этих	2	3
459	в него	1	3
460	а по	1	3
461	и их	7	3
462	с ее	1	3
463	в начале	6	3
464	в другом	6	3
465	дает ему	2	3
466	отношение к	3	3
467	к ней	2	3
468	одного из	1	3
469	мифа в	1	3
470	сердце и	1	3
471	жизни и	7	3
472	а н	3	3
473	в античной	3	3
474	в области	3	3
475	и только	4	3
476	это в	2	3
477	а я	1	3
478	является в	1	2
479	все что	2	2
480	же и	2	2
481	человеческой истории	1	2
482	не мешает	2	2
483	и имеет	1	2
484	эта идея	2	2
485	этот момент	1	2
486	по выражению	1	2
487	думается что	1	2
488	в результате	11	2
489	ясно что	11	2
490	роль но	1	2
491	вслед за	2	2
492	вот что	4	2
493	жизни или	1	2
494	жизнь в	3	2
495	человек в	1	2
496	ставрогина в	1	2
497	человека для	1	2
498	и добра	2	2
499	меня в	4	2
500	с тем	7	2
501	автор в	1	2
502	одном из	1	2
503	приходит в	1	2
504	их в	1	2
505	и очень	3	2
506	стремления к	1	2
507	в одно	6	2
508	в художественном	2	2
509	ставрогина и	1	2
510	когда в	1	2
511	для их	2	2
512	и нет	4	2
513	всякого рода	2	2
514	нам представляется	1	2
515	а что	1	2
516	г в	1	2
517	сам же	4	2
518	он изображает	1	2
519	в первую	1	2
520	во все	3	2
521	в данном	6	2
522	не могли	2	2
523	то это	1	2
524	в действительности	1	2
525	или вернее	4	2
526	следовало бы	1	2
527	он был	5	2
528	нас и	4	2
529	представляется нам	1	2
530	но кто	1	2
531	входит в	1	2
532	только как	1	2
533	но даже	6	2
534	другом смысле	1	2
535	же у	1	2
536	к своей	1	2
537	из себя	1	2
538	когда она	1	2
539	свободу от	1	2
540	свою очередь	2	2
541	в глаза	3	2
542	как на	1	2
543	настоящее время	7	2
544	страдания и	4	2
545	тургенев и	1	2
546	у а	1	2
547	от матери	2	2
548	содержит в	1	2
549	по поводу	2	2
550	уже по	2	2
551	о чем	2	2
552	не просто	12	2
553	того же	7	2
554	раз на	1	2
555	свои собственные	1	2
556	жизни с	1	2
557	жизнь и	6	2
558	он страдал	1	2
559	во всех	2	2
560	не зная	1	2
561	здесь нет	4	2
562	зла и	3	2
563	с одной	5	2
564	на том	1	2
565	внимание на	4	2
566	начала и	2	2
567	это я	1	2
568	на этих	1	2
569	как раз	7	2
570	души и	1	2
571	тем не	8	2
572	которого он	2	2
573	после этого	1	2
574	чем у	1	2
575	в качестве	9	2
576	верит в	4	2
577	с другими	1	2
578	каждого человека	1	2
579	у этого	1	2
580	свободы и	4	2
581	мы все	1	2
582	в мысли	1	2
583	и притом	8	2
584	прогресса и	2	2
585	связи с	11	2
586	который является	2	2
587	на краю	4	2
588	как его	1	2
589	всему миру	1	2
590	xviii века	1	2
591	тому что	2	2
592	на читателя	1	2
593	человек и	2	2
594	в связи	11	2
595	от одной	1	2
596	между прочим	2	2
597	в двух	1	2
598	не нужно	1	2
599	в эту	1	2
600	фауст и	1	2
601	европейской литературе	1	2
602	и м	1	2
603	для анализа	1	2
604	войне и	1	2
605	но как	3	2
606	его творчестве	1	2
607	в устах	1	2
608	мы уже	2	2
609	для ее	1	2
610	во что	1	2
611	как был	2	2
612	ночь у	1	2
613	не будет	4	2
614	и является	6	2
615	в тех	2	2
616	из нас	1	2
617	по своей	3	2
618	в нее	1	2
619	было бы	12	2
620	нем и	2	2
621	я в	4	2
622	восходят к	1	2
623	что во	2	2
624	дон кихота	1	2
625	сам в	2	2
626	в доме	1	2
627	не значит	1	2
628	даже если	2	2
629	над человеком	1	2
630	с которым	2	2
631	в силу	6	2
632	чаще всего	1	2
633	из этого	6	2
634	бы ни	1	2
635	которые были	2	2
636	а как	2	2
637	нет не	1	2
638	эту тему	2	2
639	говорит об	1	2
640	по причине	1	2
641	против этого	1	2
642	первую очередь	1	2
643	очень важно	2	2
644	и против	1	2
645	и здесь	1	2
646	от жизни	2	2
647	но за	1	2
648	его из	1	2
649	жизни а	1	2
650	своего собственного	1	2
651	и стиль	1	2
652	с такой	2	2
653	на первом	3	2
654	и должно	1	2
655	была бы	3	2
656	в сущности	1	2
657	сама жизнь	1	2
658	для них	3	2
659	в отношении	8	2
660	ни в	17	2
661	и делает	2	2
662	не могут	3	2
663	за что	5	2
664	должен был	2	2
665	здесь мы	2	2
666	мы понимаем	1	2
667	находим у	1	2
668	в целях	3	2
669	этот факт	1	2
670	одновременно с	1	2
671	столь же	1	2
672	еще с	1	2
673	тоже не	2	2
674	и будет	1	2
675	как о	6	2
676	к его	5	2
677	известном смысле	1	2
678	это время	3	2
679	не имеет	3	2
680	ли он	2	2
681	которого не	2	2
682	в известном	2	2
683	знает что	3	2
684	как некий	1	2
685	ни к	2	2
686	в диалоге	1	2
687	то он	2	2
688	где нет	1	2
689	того чтобы	3	2
690	и поэтому	2	2
691	у меня	2	2
692	а может	3	2
693	в стихотворении	28	2
694	и уже	2	2
695	что если	1	2
696	то все	1	2
697	отношении к	1	2
698	о своем	2	2
699	него с	1	2
700	не потому	1	2
701	числе и	1	2
702	в сновидениях	1	2
703	в новых	2	2
704	им в	1	2
705	н а	1	2
706	и будущее	1	2
707	и превращается	1	2
708	он в	5	2
709	и рисует	1	2
710	мог бы	2	2
711	он все	3	2
712	их с	1	2
713	тот самый	1	2
714	в глазах	1	2
715	к античной	2	2
716	медный всадник	1	2
717	этого героя	1	2
718	и всякий	2	2
719	что ему	1	2
720	в прямом	1	2
721	значение в	1	2
722	это такая	1	2
723	этой области	1	2
724	данном случае	5	2
725	нас не	3	2
726	цивилизации в	2	2
727	том числе	2	2
728	где он	2	2
729	христос в	1	2
730	он как	2	2
731	образ и	1	2
732	прямо в	1	2
733	со своим	1	2
734	с их	1	2
735	слова не	1	2
736	первом плане	3	2
737	по словам	2	2
738	когда же	1	2
739	в таких	2	2
740	своей воле	1	2
741	за этим	1	2
742	не от	1	2
743	и где	1	2
744	в силах	3	2
745	в эпоху	5	2
746	указывает на	4	2
747	очень много	3	2
748	не сразу	1	2
749	представляет собою	3	2
750	в стороне	1	2
751	или наконец	1	2
752	или даже	4	2
753	стремление к	1	2
754	не столь	3	2
755	и со	1	2
756	и без	5	2
757	людям в	1	2
758	должен быть	2	2
759	и вообще	11	2
760	людей в	6	2
761	без всякой	1	2
762	нуждается в	2	2
763	перед тем	1	2
764	ведь это	1	2
765	за то	4	2
766	а к	1	2
767	каких бы	1	2
768	же это	1	2
769	ли в	2	2
770	на свадьбе	1	2
771	раскольникова и	1	2
772	не могу	1	2
773	она не	1	2
774	однако уже	1	2
775	но она	1	2
776	всех этих	3	2
777	отношений между	1	2
778	в нашей	3	2
779	на людей	1	2
780	самое время	1	2
781	нам о	1	2
782	по всей	1	2
783	а скорее	2	2
784	и мире	1	2
785	и о	9	2
786	говорилось выше	1	2
787	дня и	1	2
788	же в	4	2
789	в создании	1	2
790	их на	1	2
791	все более	1	2
792	надо было	1	2
793	конце концов	7	2
794	но для	2	2
795	он с	2	2
796	мира в	3	2
797	не к	3	2
798	что было	1	1
799	и останется	1	1
800	он бродил	1	1
801	к действительности	1	1
802	фауста гёте	1	1
803	и учение	1	1
804	заметим что	4	1
805	для всех	2	1
806	с ничтожеством	1	1
807	бога в	2	1
808	писателя и	1	1
809	это тот	1	1
810	бы несколько	1	1
811	мы и	2	1
812	упоминания о	2	1
813	о будущем	1	1
814	рассматриваться в	1	1
815	рассказ о	2	1
816	которые не	1	1
817	написана с	1	1
818	и люди	2	1
819	античной мифологии	3	1
820	можно встретить	1	1
821	важно для	1	1
822	он считает	2	1
823	только внешний	1	1
824	он сначала	1	1
825	всей жизни	1	1
826	каким его	1	1
827	глава vi	1	1
828	это лишь	1	1
829	любовь к	1	1
830	формы в	1	1
831	одно общее	1	1
832	тем как	2	1
833	или нет	1	1
834	к самоубийству	1	1
835	для буржуазного	1	1
836	но тем	2	1
837	жить и	1	1
838	с презрением	1	1
839	всем и	1	1
840	нас в	5	1
841	требует от	1	1
842	одно из	2	1
843	дается в	2	1
844	исторического процесса	1	1
845	бытность свою	1	1
846	от этих	1	1
847	и самыми	1	1
848	был у	1	1
849	бы мир	1	1
850	мифологии были	1	1
851	нельзя жить	1	1
852	не сможет	1	1
853	был за	1	1
854	но все	6	1
855	прямом и	1	1
856	можно говорить	1	1
857	человечества на	1	1
858	равно как	2	1
859	из самых	1	1
860	большей частью	1	1
861	что весь	1	1
862	форму и	2	1
863	на существование	1	1
864	или на	1	1
865	уже на	2	1
866	по мысли	4	1
867	говорят о	1	1
868	и требует	1	1
869	выражает то	1	1
870	до степени	1	1
871	том или	3	1
872	на кресте	1	1
873	мира это	1	1
874	места и	1	1
875	более и	1	1
876	принцип который	2	1
877	с ума	1	1
878	я могу	1	1
879	человека здесь	1	1
880	композитор и	1	1
881	и отнюдь	1	1
882	и двумя	1	1
883	с наслаждением	1	1
884	что по	1	1
885	здесь подчеркивает	1	1
886	автора к	1	1
887	у которого	2	1
888	есть какая-нибудь	1	1
889	произведениях в	1	1
890	мысли о	1	1
891	глаза они	1	1
892	прошлого в	1	1
893	дома и	1	1
894	учения в	1	1
895	что еще	1	1
896	случайно и	1	1
897	в изобилии	1	1
898	герой повести	1	1
899	время это	2	1
900	людей при	1	1
901	поскольку он	1	1
902	характерную для	1	1
903	к своим	1	1
904	всего прочего	1	1
905	возрождается в	1	1
906	этой стороны	1	1
907	верит что	1	1
908	прошедшее и	1	1
909	и стал	1	1
910	произведений с	1	1
911	европе в	1	1
912	смысл этого	1	1
913	победу над	1	1
914	как только	1	1
915	мира сего	1	1
916	их для	1	1
917	уйти из	1	1
918	после его	3	1
919	а вместе	2	1
920	и смерти	3	1
921	главнейших черт	1	1
922	достоевский здесь	1	1
923	при создании	1	1
924	первый взгляд	1	1
925	умирает в	1	1
926	на философию	1	1
927	необходимо сказать	6	1
928	творчества в	1	1
929	на этой	2	1
930	жестокой и	1	1
931	к другой	2	1
932	первым и	1	1
933	погружаясь в	1	1
934	вот тут-то	2	1
935	в обществе	1	1
936	вопрос о	2	1
937	знал что	1	1
938	является более	1	1
939	то этот	2	1
940	раз и	2	1
941	человека не	1	1
942	создаваемые им	1	1
943	даже и	11	1
944	некоторого рода	6	1
945	злые и	1	1
946	символическое значение	1	1
947	в противоположность	3	1
948	от боли	2	1
949	и свое	2	1
950	не должен	1	1
951	одной стороны	5	1
952	мифологии в	1	1
953	все свои	2	1
954	часто в	1	1
955	что никогда	1	1
956	и другой	2	1
957	миф о	8	1
958	уже о	2	1
959	нас как	1	1
960	аргументов против	1	1
961	уже было	1	1
962	пусть в	2	1
963	вообще как	1	1
964	поэтому мы	1	1
965	таким же	1	1
966	с помощью	2	1
967	вполне ясной	1	1
968	трактуется как	3	1
969	не приходит	1	1
970	же говорит	1	1
971	в различных	1	1
972	предисловии к	2	1
973	в люцинде	1	1
974	было то	1	1
975	изображается как	1	1
976	в смысле	8	1
977	душу и	1	1
978	и те	1	1
979	можно ли	2	1
980	не что	3	1
981	даже с	1	1
982	себе в	2	1
983	до того	3	1
984	художественного произведения	1	1
985	всего что	1	1
986	всегда и	2	1
987	друг на	1	1
988	в прошлом	1	1
989	художественного изображения	1	1
990	то чтобы	2	1
991	не человеком	1	1
992	выше мы	1	1
993	к ним	3	1
994	и любви	1	1
995	бы этот	1	1
996	вообще и	3	1
997	уже более	1	1
998	представляется что	1	1
999	оказывается не	1	1
1000	под ним	1	1
1001	я с	2	1
1002	ее но	1	1
1003	мифов и	1	1
1004	тезис о	1	1
1005	на аршине	1	1
1006	жизни как	1	1
1007	него не	2	1
1008	для всей	1	1
1009	она ни	1	1
1010	том чтобы	3	1
1011	достоевского все	2	1
1012	а только	5	1
1013	образом как	2	1
1014	в нашем	5	1
1015	с этими	1	1
1016	под названием	5	1
1017	человек совершает	1	1
1018	прикован к	4	1
1019	из романа	1	1
1020	самым главным	1	1
1021	преимущественно в	1	1
1022	есть только	4	1
1023	в атмосфере	2	1
1024	всех людей	1	1
1025	и всякого	1	1
1026	от них	2	1
1027	под именем	1	1
1028	бы ее	1	1
1029	для всего	2	1
1030	трагедии и	4	1
1031	к красоте	1	1
1032	что само	1	1
1033	свой проигрыш	1	1
1034	даже у	1	1
1035	а мы	1	1
1036	в подавляющем	1	1
1037	нет никаких	1	1
1038	к этим	1	1
1039	о связи	1	1
1040	стихотворения и	1	1
1041	чем это	1	1
1042	разложения в	2	1
1043	и мало	1	1
1044	свое собственное	2	1
1045	вся эта	3	1
1046	на дне	1	1
1047	такой позиции	1	1
1048	не делал	1	1
1049	разве это	1	1
1050	себе самом	1	1
1051	земли с	1	1
1052	героя не	1	1
1053	бы то	4	1
1054	туман над	1	1
1055	глядя на	1	1
1056	колебания в	1	1
1057	только не	1	1
1058	все его	1	1
1059	мы как	1	1
1060	где его	1	1
1061	хотелось бы	5	1
1062	поскольку в	4	1
1063	а наоборот	2	1
1064	что иное	3	1
1065	представлен в	1	1
1066	года к	1	1
1067	в драме	2	1
1068	глава vii	1	1
1069	впадает в	1	1
1070	и вместе	3	1
1071	такого рода	4	1
1072	в поисках	1	1
1073	сюжетного развития	1	1
1074	не теряет	2	1
1075	к творчеству	1	1
1076	силой в	1	1
1077	проявляется в	3	1
1078	ни было	2	1
1079	под псевдонимом	1	1
1080	однако совершенно	1	1
1081	это человек	1	1
1082	науки в	1	1
1083	не думает	1	1
1084	что такое	1	1
1085	и за	2	1
1086	античной литературе	2	1
1087	критика но	1	1
1088	перешел к	1	1
1089	на вечное	1	1
1090	или иную	1	1
1091	на стадии	2	1
1092	обыкновенным человеком	2	1
1093	в подобном	1	1
1094	в европейской	1	1
1095	бы что	1	1
1096	совмещается с	1	1
1097	вспомнить о	1	1
1098	видит в	3	1
1099	на закате	6	1
1100	в самые	1	1
1101	чем в	1	1
1102	в будущем	1	1
1103	у я	1	1
1104	о возможности	1	1
1105	гёте но	1	1
1106	такое понимание	1	1
1107	и некоторые	1	1
1108	как видно	1	1
1109	как результат	1	1
1110	при анализе	2	1
1111	и говорит	2	1
1112	и логика	1	1
1113	ему свое	1	1
1114	будто бы	5	1
1115	это мы	2	1
1116	этого счастья	2	1
1117	литературе xvii	1	1
1118	в тонах	1	1
1119	противоречит тому	1	1
1120	в день	1	1
1121	напомним что	1	1
1122	о смерти	1	1
1123	и хорошо	1	1
1124	мировой литературе	1	1
1125	это является	1	1
1126	героев но	1	1
1127	разбираться в	1	1
1128	здесь же	1	1
1129	всех и	1	1
1130	учение о	4	1
1131	что сделает	1	1
1132	спрашивается что	1	1
1133	время как	4	1
1134	и она	1	1
1135	ее подлинный	1	1
1136	цивилизации и	1	1
1137	большинстве случаев	2	1
1138	это ключ	1	1
1139	он вовсе	1	1
1140	дается еще	1	1
1141	уже давно	2	1
1142	и жизнь	1	1
1143	века в	1	1
1144	о которых	2	1
1145	больше всего	1	1
1146	большим трудом	1	1
1147	к мысли	1	1
1148	что слово	1	1
1149	большого города	1	1
1150	слиться с	1	1
1151	это тоже	1	1
1152	жизни то	2	1
1153	на себе	1	1
1154	что их	1	1
1155	и прямо	1	1
1156	под влиянием	3	1
1157	в других	5	1
1158	своей любовью	1	1
1159	человека а	2	1
1160	свое творчество	1	1
1161	вопроса о	1	1
1162	той или	5	1
1163	и борьбе	1	1
1164	были в	1	1
1165	вошел в	1	1
1166	князь андрей	1	1
1167	мы можем	5	1
1168	весь мир	1	1
1169	то мне	1	1
1170	из последних	2	1
1171	можно читать	1	1
1172	он дал	2	1
1173	понимание этого	1	1
1174	действия в	1	1
1175	с золотыми	1	1
1176	не содержится	4	1
1177	человека однако	1	1
1178	отпадения от	2	1
1179	символическую картину	1	1
1180	произведения то	2	1
1181	как единство	1	1
1182	все сущее	1	1
1183	именно потому	1	1
1184	о необходимости	1	1
1185	на другой	1	1
1186	отходил на	1	1
1187	в работе	1	1
1188	то ни	4	1
1189	xvii века	1	1
1190	с какой	1	1
1191	лизы в	1	1
1192	был нужен	1	1
1193	или же	2	1
1194	в случае	1	1
1195	и ограниченность	1	1
1196	в ответ	1	1
1197	перечислять всех	1	1
1198	идет в	1	1
1199	на чем	1	1
1200	восстание против	1	1
1201	в городе	1	1
1202	за ними	2	1
1203	что эта	3	1
1204	нужно сказать	1	1
1205	хотя в	1	1
1206	вспомним что	1	1
1207	можно было	4	1
1208	с восхищением	1	1
1209	в форме	1	1
1210	почти всегда	3	1
1211	который мы	1	1
1212	году издал	1	1
1213	времен и	1	1
1214	перед лицом	1	1
1215	особого внимания	1	1
1216	от своего	1	1
1217	ни о	1	1
1218	от страха	1	1
1219	на коленях	1	1
1220	также и	21	1
1221	что бы	1	1
1222	характером и	1	1
1223	литературы и	1	1
1224	исследования на	1	1
1225	или иное	1	1
1226	на свое	2	1
1227	меняется и	1	1
1228	их и	1	1
1229	прикасается к	1	1
1230	не раз	4	1
1231	на некоторые	1	1
1232	и стремление	2	1
1233	почему же	1	1
1234	вторая часть	3	1
1235	конца и	1	1
1236	этой картине	1	1
1237	упоминаний о	1	1
1238	это вовсе	1	1
1239	общего с	2	1
1240	то по	1	1
1241	и никогда	3	1
1242	главным образом	1	1
1243	трагедии шекспира	1	1
1244	образы и	1	1
1245	найти в	1	1
1246	действовал на	1	1
1247	искусства но	2	1
1248	что может	1	1
1249	что только	3	1
1250	легенды о	1	1
1251	сходит с	1	1
1252	об этих	1	1
1253	однако по	1	1
1254	без этой	1	1
1255	говорит ему	1	1
1256	человечество в	2	1
1257	и перешел	1	1
1258	для людей	4	1
1259	на место	1	1
1260	очень редко	1	1
1261	сказать о	2	1
1262	сон из	1	1
1263	с с	1	1
1264	бессмертие души	1	1
1265	речи о	2	1
1266	или иного	2	1
1267	же необходимо	1	1
1268	жизни таким	1	1
1269	ему еще	1	1
1270	случае это	1	1
1271	гораздо важнее	1	1
1272	после убийства	1	1
1273	чтобы не	1	1
1274	личности когда	1	1
1275	созданной им	1	1
1276	сливаются в	2	1
1277	слушателя и	1	1
1278	и общественной	1	1
1279	создал человека	2	1
1280	символики и	1	1
1281	с неба	3	1
1282	действительно все	1	1
1283	можно только	1	1
1284	на месте	2	1
1285	почему он	1	1
1286	в особенности	1	1
1287	только я	1	1
1288	краю бездны	1	1
1289	и бессмертие	1	1
1290	однако и	1	1
1291	шекспира и	1	1
1292	были его	1	1
1293	то время	4	1
1294	из возможных	1	1
1295	в бесконечность	1	1
1296	собственной совестью	1	1
1297	том смысле	2	1
1298	да не	1	1
1299	и этот	1	1
1300	можно понять	2	1
1301	они появились	2	1
