N	2gram	Tiupa_Vved	KFilosof
129	могло бы	4	4
130	меня но	1	4
131	это мир	2	4
132	и жизни	1	4
133	входит в	2	4
134	во всей	1	4
135	могла бы	3	4
136	не по	4	4
137	между тем	3	4
138	здесь мы	2	4
139	времени и	7	4
140	тем самым	6	4
141	и т.д	6	4
142	к ним	4	4
143	единственном и	1	4
144	долженствования и	1	4
145	быть в	1	4
146	для другого	1	4
147	из него	2	4
148	каждого участника	1	4
149	меня не	1	4
150	жизни но	1	3
151	ближе к	3	3
152	положения и	1	3
153	та же	1	3
154	и на	5	3
155	котором и	1	3
156	в час	1	3
157	мы не	6	3
158	был бы	1	3
159	действительной жизни	1	3
160	для которой	1	3
161	и этот	1	3
162	того что	7	3
163	на самом	5	3
164	ясно что	2	3
165	в виду	3	3
166	и тот	1	3
167	самом деле	6	3
168	единой и	1	3
169	тем что	2	3
170	но для	1	3
171	людей и	1	3
172	в корне	1	3
173	стороны в	1	3
174	что этот	1	3
175	не менее	4	3
176	по своему	3	3
177	бы не	3	3
178	здесь не	2	3
179	один и	1	3
180	его жизни	1	3
181	и другого	1	3
182	той или	5	3
183	эти момента	1	3
184	единственное событие	2	3
185	себя не	1	3
186	это и	1	3
187	того или	1	3
188	бы и	4	3
189	что не	2	3
190	событие бытия	1	3
191	не могу	2	3
192	но здесь	1	3
193	в свою	5	3
194	не должен	2	3
195	мира не	2	3
196	во мне	1	3
197	в другом	2	3
198	для того	1	3
199	в ней	5	3
200	быть и	2	3
201	не имеем	1	3
202	и та	1	3
203	смысл в	1	3
204	к чему	1	3
205	этом смысле	1	3
206	в современной	7	3
207	с человеком	2	3
208	а лишь	3	3
209	эти моменты	1	3
210	только с	1	3
211	могут быть	5	3
212	до конца	5	3
213	котором мы	1	3
214	о том	7	3
215	в то	5	3
216	для которого	4	3
217	события в	1	3
218	или иного	1	3
219	всех этих	1	3
220	и совершенно	1	3
221	тот же	1	3
222	и тем	3	3
223	ничего не	3	3
224	ценностным центром	2	3
225	в единство	1	3
226	котором он	2	3
227	как к	1	2
228	не со	1	2
229	ответственность за	1	2
230	один из	3	2
231	я уже	1	2
232	бы он	1	2
233	и мы	1	2
234	ему в	2	2
235	чего не	1	2
236	можно ли	1	2
237	и того	3	2
238	его с	2	2
239	случае мы	1	2
240	дело с	4	2
241	одна и	1	2
242	еще более	2	2
243	тому что	2	2
244	герой и	3	2
245	к ценности	1	2
246	чтобы стать	3	2
247	именно она	1	2
248	единства и	1	2
249	это уже	2	2
250	тем не	3	2
251	так и	14	2
252	смысловой значимости	1	2
253	из которых	1	2
254	в принципе	3	2
255	и то	1	2
256	своей истории	2	2
257	в качестве	18	2
258	сводится к	6	2
259	и само	2	2
260	смысла в	1	2
261	по себе	2	2
262	в виде	1	2
263	со всеми	1	2
264	целом как	1	2
265	оно не	2	2
266	он имеет	1	2
267	он может	1	2
268	не о	2	2
269	ни одна	1	2
270	ответственности в	1	2
271	из нее	1	2
272	всех его	2	2
273	сознания не	2	2
274	в сознании	5	2
275	дело в	1	2
276	пространство и	2	2
277	содержание и	1	2
278	в мир	1	2
279	в составе	3	2
280	дело здесь	1	2
281	не следует	3	2
282	в процессе	1	2
283	в жизни	7	2
284	и должен	1	2
285	с тем	1	2
286	человек и	1	2
287	его на	1	2
288	и как	2	2
289	что он	2	2
290	в соответствии	8	2
291	и она	1	2
292	различия в	1	2
293	первом плане	1	2
294	как в	8	2
295	на первом	1	2
296	есть на	1	2
297	в событие	1	2
298	вследствие этого	5	2
299	и смысловой	1	2
300	ли это	2	2
301	не нужно	1	2
302	жизни является	1	2
303	а для	2	2
304	и смерти	2	2
305	как оно	2	2
306	жизнь и	1	2
307	все они	2	2
308	к этому	3	2
309	и потому	2	2
310	ни к	3	2
311	было и	2	2
312	его и	1	2
313	а с	4	2
314	в данном	22	2
315	вытекает из	1	2
316	раскол между	1	2
317	которой он	1	2
318	раз и	2	2
319	оба эти	1	2
320	потому что	7	2
321	того чтобы	2	2
322	совсем не	1	2
323	этом мире	1	2
324	быть не	4	2
325	от действительного	1	2
326	дело не	2	2
327	к себе	2	2
328	моменты не	1	2
329	кажется что	1	2
330	в него	2	2
331	а по	1	2
332	говорить о	5	2
333	свою жизнь	1	2
334	для этого	2	2
335	отношении к	1	2
336	своей ответственности	1	2
337	пространство в	2	2
338	всей своей	4	2
339	же время	4	2
340	к которой	2	2
341	всей его	2	2
342	или иное	1	2
343	себя за	1	2
344	основе своей	2	2
345	это только	3	2
346	в этой	2	2
347	он и	2	2
348	и время	1	2
349	эстетического субъекта	1	2
350	психический процесс	1	2
351	входит как	1	2
352	соответствии с	8	2
353	нем не	1	2
354	что есть	1	2
355	все остальные	1	2
356	при условии	1	2
357	только по	1	2
358	слова в	3	2
359	или иной	5	2
360	единственном событии	1	2
361	бы оно	1	2
362	течение жизни	1	2
363	с его	1	2
364	определяется с	2	2
365	значимость и	1	2
366	в области	5	2
367	его к	1	2
368	а как	1	2
369	с ее	3	2
370	то или	1	2
371	смысловое единство	1	2
372	сознания в	4	2
373	и ее	2	2
374	едва ли	4	2
375	одного и	1	2
376	вся эта	1	2
377	гораздо более	1	2
378	истории а	3	1
379	как произойдет	2	1
380	мир не	1	1
381	всего в	1	1
382	более не	2	1
383	в самом	6	1
384	практически не	3	1
385	не дано	1	1
386	и к	2	1
387	мире и	1	1
388	на почве	1	1
389	момент как	1	1
390	именно к	2	1
391	сознание может	1	1
392	новое и	1	1
393	только не	1	1
394	или просто	1	1
395	смерть и	1	1
396	во втором	4	1
397	время есть	1	1
398	все что	3	1
399	как это	2	1
400	в единую	1	1
401	образом и	1	1
402	события а	1	1
403	мы видим	1	1
404	рождение и	1	1
405	и он	4	1
406	и всякий	1	1
407	этой задачи	1	1
408	своей событийности	1	1
409	и мира	5	1
410	в действительную	1	1
411	и автора	1	1
412	един и	1	1
413	в чужой	1	1
414	бы возникнуть	1	1
415	т.п но	1	1
416	как таковой	1	1
417	здесь именно	1	1
418	как с	1	1
419	только что	1	1
420	и было	1	1
421	то есть	13	1
422	исторический факт	1	1
423	приобщенности к	1	1
424	это будет	1	1
425	как содержание	1	1
426	первом случае	1	1
427	моя жизнь	1	1
428	зависит от	3	1
429	и вследствие	4	1
430	т.е в	1	1
431	однако по	1	1
432	его индивидуальных	1	1
433	бы себе	1	1
434	все люди	1	1
435	на том	1	1
436	социально значимое	1	1
437	живет в	1	1
438	и функция	1	1
439	событийности бытия	2	1
440	для событийного	1	1
441	она в	2	1
442	значение для	1	1
443	мыслить в	1	1
444	мог бы	2	1
445	бытия здесь	1	1
446	оно было	1	1
447	человека за	1	1
448	он как	1	1
449	ценности к	1	1
450	смысл которого	1	1
451	отношения к	1	1
452	а тот	1	1
453	возможных суждений	1	1
454	несмотря на	2	1
455	другого человека	2	1
456	же пространство	2	1
457	в активном	1	1
458	ли его	1	1
459	которых он	1	1
460	из всех	1	1
461	и наконец	2	1
462	элементов из	1	1
463	в определенных	1	1
464	и признания	1	1
465	своего свободного	1	1
466	хотя и	10	1
467	содержит в	1	1
468	для одного	1	1
469	субъективно а	1	1
470	участия в	6	1
471	как раз	5	1
472	другого мира	1	1
473	в напряженном	1	1
474	в литературе	2	1
475	только со	2	1
476	свою позицию	3	1
477	день и	2	1
478	предполагает не	1	1
479	но достаточно	2	1
480	находятся в	1	1
481	и сама	1	1
482	и через	2	1
483	можно сказать	6	1
484	сознания это	1	1
485	но где	1	1
486	смысла своей	1	1
487	не субъективно	2	1
488	объектов и	1	1
489	картина мира	17	1
490	в отношении	1	1
491	же не	1	1
492	его от	1	1
493	в результате	5	1
494	сама система	1	1
495	не от	1	1
496	уже нет	1	1
497	до их	1	1
498	в движение	1	1
499	бы что	1	1
500	с собой	1	1
501	в третьем	2	1
502	него нет	1	1
503	между жизнью	1	1
504	требует чтобы	1	1
505	с отвлеченной	1	1
506	все равно	2	1
507	жизни что	1	1
508	связанная с	1	1
509	не была	1	1
510	связь с	1	1
511	в конечном	2	1
512	и равно	1	1
513	их не	1	1
514	поэтому и	1	1
515	в зависимости	1	1
516	не вытекает	1	1
517	мира предполагает	1	1
518	и даже	3	1
519	к его	5	1
520	видения в	1	1
521	что ему	1	1
522	имеет смысл	2	1
523	в духе	1	1
524	бы для	1	1
525	вместо того	2	1
526	но он	2	1
527	в разные	1	1
528	и принять	1	1
529	факторов и	1	1
530	до этого	2	1
531	или в	3	1
532	в первом	3	1
533	а за	1	1
534	этого не	2	1
535	и с	2	1
536	от своего	2	1
537	ни о	2	1
538	с ней	1	1
539	и можно	1	1
540	освобождения от	1	1
541	жизнь в	1	1
542	и времени	2	1
543	не получил	1	1
544	и чисто	1	1
545	мысль о	2	1
546	вовсе что	1	1
547	его мире	1	1
548	значения как	1	1
549	границу между	1	1
550	сказать и	1	1
551	жизни его	1	1
552	никогда и	1	1
553	а то	2	1
554	превращается в	1	1
555	конечном счете	2	1
556	даль и	1	1
557	вся его	2	1
558	между прочим	1	1
559	всеми своими	2	1
560	тем же	1	1
561	этом последнем	1	1
562	характер и	1	1
563	из другого	1	1
564	причастности к	1	1
565	в какой	4	1
566	имеет место	6	1
567	как о	2	1
568	я всегда	1	1
569	возможное смысловое	1	1
570	имеет дело	1	1
571	их в	3	1
572	для каждого	1	1
573	вследствие того	1	1
574	а именно	3	1
575	а их	1	1
576	которые могут	2	1
577	и так	1	1
578	вместе с	2	1
579	на этом	1	1
580	при таком	2	1
581	в этих	5	1
582	есть только	1	1
583	противном случае	2	1
584	в живой	1	1
585	они не	3	1
586	стремящееся к	1	1
587	и утверждается	1	1
588	к бытию	1	1
589	приводит к	2	1
590	смысл но	1	1
591	тем или	1	1
592	между собой	2	1
593	который не	1	1
594	его смысловой	1	1
595	определенной цели	1	1
596	между ними	1	1
597	полагать что	1	1
598	зависимости от	1	1
599	том смысле	1	1
600	принципиально иначе	2	1
601	как индивидуальная	1	1
602	мир и	1	1
603	на его	2	1
604	сомнению но	1	1
605	в известном	1	1
606	для героя	2	1
607	к человеку	1	1
608	эта последняя	1	1
609	не смысл	1	1
610	точек зрения	2	1
611	на границе	1	1
612	а только	3	1
613	вследствие чего	1	1
614	об этом	5	1
615	она и	1	1
616	в эту	1	1
617	культуры в	1	1
618	она требует	1	1
619	смерти смерти	1	1
620	к тому	9	1
621	в одной	2	1
622	значимости и	1	1
623	время является	1	1
624	особенно в	3	1
625	определяется не	1	1
626	она только	1	1
627	в математике	1	1
628	смерти и	1	1
629	его еще	1	1
630	другом случае	1	1
631	но оно	1	1
632	только одно	1	1
633	сам же	1	1
634	нет ничего	2	1
635	перестает быть	1	1
636	должен был	2	1
637	во всяком	3	1
638	здесь как	2	1
639	только от	1	1
640	единство возможных	1	1
641	не сумел	2	1
642	событийной единственности	1	1
643	в жизнь	1	1
644	нуждается в	1	1
645	мы можем	2	1
646	не является	7	1
647	не существует	3	1
648	шире и	1	1
649	но с	1	1
650	только к	1	1
651	а к	3	1
652	жизни а	1	1
653	ответственности на	1	1
654	же я	1	1
655	осуществляется в	1	1
656	не непосредственно	1	1
657	в действительности	1	1
658	и пространства	1	1
659	что мы	2	1
660	две жизни	1	1
661	он его	1	1
662	своих поступках	1	1
663	жизни героини	1	1
664	их развития	1	1
665	и мысли	1	1
666	которой и	1	1
667	это событие	1	1
668	субъекта автора	1	1
669	на некоторых	1	1
670	нас своим	1	1
671	помимо его	1	1
672	событие как	2	1
673	но при	7	1
674	всяком случае	3	1
675	эти слова	2	1
676	в только	1	1
677	значимость в	1	1
678	его полноте	1	1
679	не тот	1	1
680	мира на	2	1
681	и иных	1	1
682	также и	6	1
683	акт ее	1	1
684	о возможности	1	1
685	но эти	1	1
686	из жизни	3	1
687	но ему	1	1
688	вся жизнь	2	1
689	другой в	2	1
690	смысл бытия	1	1
691	этом пути	1	1
692	существенно не	1	1
693	и затем	2	1
694	мир так	1	1
695	является и	1	1
696	субъекта и	1	1
697	и оно	2	1
698	из их	1	1
699	осмысления и	1	1
700	в этот	3	1
701	к любви	1	1
702	собственных имен	1	1
703	мы должны	1	1
704	по поводу	5	1
705	слова и	3	1
706	в искусстве	1	1
707	и уже	1	1
708	с которой	1	1
709	субъекта в	1	1
710	и теперь	1	1
711	а некоторый	1	1
712	но о	2	1
713	не могло	2	1
714	только на	2	1
715	событие событие	1	1
716	в которую	1	1
717	смысл который	2	1
718	не с	4	1
719	может служить	4	1
720	и человеческого	1	1
721	за собой	1	1
722	было единственным	1	1
723	при такой	1	1
724	в различных	1	1
725	нового времени	5	1
726	в форме	1	1
727	же самое	2	1
728	но только	1	1
729	смысл это	1	1
730	ориентирована на	1	1
731	единого в	1	1
732	не об	1	1
733	каждое движение	1	1
734	но отнюдь	1	1
735	и до	1	1
736	слышит и	1	1
737	эти миры	1	1
738	событийности но	1	1
739	в истории	1	1
740	по своей	4	1
741	он есть	1	1
742	первые три	1	1
743	этих случаях	2	1
744	смысла который	1	1
745	себе в	1	1
746	нуждаются в	1	1
747	свою очередь	5	1
748	а во	2	1
749	точке зрения	1	1
750	гарантирует возможное	1	1
751	скорее наоборот	1	1
752	в данных	1	1
753	мы ни	1	1
754	не само	1	1
755	задний план	1	1
756	и мыслится	1	1
757	же на	1	1
758	в моей	1	1
759	пока еще	6	1
760	не становится	1	1
761	которого является	1	1
762	и где	1	1
763	не подлежит	2	1
764	бытию а	1	1
765	это весь	1	1
766	известном смысле	1	1
767	не для	1	1
768	настоящее время	1	1
769	состояния тогда	1	1
770	она может	2	1
771	своей жизни	3	1
772	если мы	1	1
773	не случаен	1	1
774	бы его	1	1
775	и во	2	1
776	той же	3	1
777	и др	2	1
778	человеческой жизни	4	1
779	о каких	1	1
780	все содержание	1	1
781	одной из	1	1
782	ответственности не	1	1
783	что может	1	1
784	человека как	1	1
785	в нашем	9	1
786	значительной степени	2	1
787	от времени	1	1
788	как я	1	1
789	в первой	1	1
790	и от	3	1
791	относится к	1	1
792	что все	1	1
793	и смысла	1	1
794	как все	1	1
795	столь же	3	1
796	том же	1	1
797	в непосредственной	1	1
798	к миру	1	1
799	же в	3	1
800	это что	1	1
801	что она	2	1
802	в данной	2	1
803	и о	4	1
804	в значительной	2	1
805	одна из	5	1
806	оно становится	1	1
807	определяется как	1	1
808	возвышается над	1	1
809	его значимым	1	1
810	на то	3	1
811	она принципиально	1	1
812	себе самому	1	1
813	виду его	1	1
814	от них	2	1
815	оно может	1	1
816	некоторый ценностный	1	1
817	и по	3	1
818	в противном	2	1
819	данном контексте	1	1
820	определения как	1	1
821	но такой	1	1
822	или не	3	1
823	к другим	1	1
824	приходится признать	1	1
825	в точке	4	1
826	все для	1	1
827	к этим	1	1
828	друг друга	1	1
829	не мог	2	1
830	как если	1	1
831	это ее	1	1
832	того же	1	1
833	в каком-то	1	1
834	того мира	1	1
835	не просто	2	1
836	не случайно	1	1
837	эти отвлеченные	1	1
838	бы я	1	1
839	в настоящее	1	1
840	страшно все	1	1
841	эстетический субъект	1	1
842	нее и	1	1
843	само по	1	1
844	жизни не	2	1
845	возможно это	1	1
846	не можем	2	1
847	не превращается	1	1
848	и т.п	14	1
849	и героиня	3	1
850	жизнью и	1	1
851	как мы	5	1
852	наше время	1	1
853	и иные	1	1
854	не к	4	1
855	или другой	1	1
856	ее не	2	1
857	не зависит	2	1
858	любви и	2	1
859	во второй	1	1
860	в историю	2	1
