N	3gram	Propp_Isto	Morfolog
149	можно предположить что	3	1
150	вздумать ни взгадать	1	1
151	в брак и	2	1
152	и может быть	1	1
153	как на пример	1	1
154	они играют в	1	1
155	в других сказках	1	1
156	и по-видимому не	1	1
157	ни взгадать ни	1	1
158	это одна из	1	1
159	в оловянном царстве	1	1
160	в ином царстве	6	1
161	в свое царство	1	1
162	принадлежат к самым	1	1
163	герой получает от	1	1
164	в подобных случаях	1	1
165	его в темную	1	1
166	то что не	1	1
167	мы можем наблюдать	3	1
168	и землю летит	1	1
169	вышел на берег	1	1
170	мы пока просто	1	1
171	том что такое	1	1
172	здесь перед нами	1	1
173	входить так как	1	1
174	на обратном пути	1	1
175	том покое было	1	1
176	один и тот	1	1
177	ни в каких	1	1
178	доходит до места	2	1
179	берет с собой	1	1
180	ни в сказке	2	1
181	что эти задачи	1	1
182	в первый раз	1	1
183	том что герой	1	1
184	быть поставлен вопрос	2	1
185	за ночь дворец	1	1
186	чаще всего в	1	1
187	провести семь лет	1	1
188	обстоит дело с	1	1
189	с этой точки	3	1
190	бы в том	1	1
191	королевна елена премудрая	1	1
192	с сватовством можно	1	1
193	и небо и	1	1
194	в некоторых случаях	2	1
195	ничем не мотивируются	1	1
196	тех сказок где	1	1
197	видим что сказка	1	1
198	из этих двух	1	1
199	ни вздумать ни	1	1
200	что они должны	1	1
201	мою дочь милолику-царевну	1	1
202	прежде всего вспоминается	1	1
203	можно сказать что	1	1
204	узнать от героя	1	1
205	лет в оловянном	1	1
206	только в том	1	1
207	на свое место	2	1
208	то же можно	2	1
209	в приведенных случаях	1	1
210	что ни вздумать	1	1
211	не представляет собой	3	1
212	такой случай мы	2	1
213	в этом и	2	1
214	этом нет необходимости	1	1
215	здесь мы имеем	8	1
216	но есть и	2	1
217	может быть поставлен	1	1
218	сквозь уши коня	2	1
219	в упряжи шесть	1	1
220	в качестве примера	1	1
221	на этот вопрос	3	1
222	здесь вслед за	1	1
223	как мы уже	1	1
224	может быть дано	1	1
225	так как не	1	1
226	же можно сказать	3	1
227	жердочке через яму	1	1
228	дочь милолику-царевну с	1	1
229	уже не может	1	1
230	т е мы	1	1
231	сказка начинается с	2	1
232	и в сказке	8	1
233	и как будто	1	1
234	по воздуху золотая	1	1
235	великое множество свеч	1	1
236	улетает на коне	1	1
237	друг с другом	1	1
238	здесь по-видимому произошло	1	1
239	и солнцева сестра	1	1
240	видим таким образом	1	1
241	красы неописанной что	1	1
242	на друга что	1	1
243	покое было зажжено	1	1
244	уже видели выше	1	1
245	не можем обойти	1	1
246	до сих пор	4	1
247	совершенно ясно что	1	1
248	мы легко узнаем	1	1
249	так как это	3	1
250	нельзя кроме того	1	1
251	что под этим	1	1
252	взгадать ни в	1	1
253	для тех сказок	1	1
254	по всему миру	2	1
255	на весы кто	1	1
256	то оно так	1	1
257	другой стороны у	1	1
258	и что его	1	1
259	даже в тех	2	1
260	за тридевять земель	8	1
261	генерал или водовоз	1	1
262	это перо было	1	1
263	комбинируются друг с	1	1
264	нам еще пригодится	1	1
265	он представляет собой	1	1
266	таким образом что	1	1
267	мы имеем здесь	1	1
268	т д наконец	1	1
269	она все же	1	1
270	жениться на дочери	1	1
271	можем наблюдать что	1	1
272	так сияло как	1	1
273	перо это перо	1	1
274	небо и землю	1	1
275	в совершенно другой	1	1
276	задачи следует брак	1	1
277	сказок где герой	1	1
278	в сказке сказать	2	1
279	сияло как бы	1	1
280	оно так сияло	1	1
281	пытается извести героя	1	1
282	если бы мы	1	1
283	так например в	1	1
284	мной на весы	1	1
285	в наши задачи	1	1
286	кто кого перевесит	1	1
287	так чудно и	1	1
288	на колеснице сидит	1	1
289	надо сказать что	2	1
290	первый взгляд все	1	1
291	во всех этих	6	1
292	церковь и попа	1	1
293	похожи друг на	2	1
294	дело совсем не	1	1
295	которых говорилось выше	1	1
296	ничего не говорится	1	1
297	может фигурировать и	1	1
298	всех этих случаях	6	1
299	животных и т	1	1
300	поставить вопрос о	1	1
301	было зажжено великое	1	1
302	имеют отношение к	2	1
303	том что он	1	1
304	колеснице сидит королевна	1	1
305	это не всегда	1	1
306	к этому же	1	1
307	на коне поцелует	1	1
308	это означает что	1	1
309	другой стороны оно	1	1
310	шесть огненных змеев	1	1
311	ниже мы увидим	1	1
312	змеев на колеснице	1	1
313	одна из форм	1	1
314	сам он не	1	1
315	было так чудно	1	1
316	при помощи коня	1	1
317	по существу и	1	1
318	у нас но	1	1
319	еще не все	3	1
320	могут быть зафиксированы	1	1
321	можно указать несколько	2	1
322	этих случаях требуется	1	1
323	здесь можно усмотреть	1	1
324	герой проходит сквозь	1	1
325	что он может	1	1
326	связь его с	1	1
327	этой точки зрения	3	1
328	можно сказать о	1	1
329	в том покое	1	1
330	весы кто кого	1	1
331	мы увидим дальше	1	1
332	тридевять земель в	6	1
333	осияло и небо	1	1
334	с тех пор	1	1
335	пусть иван-царевич идет	1	1
336	проходит сквозь уши	1	1
337	бегство и погоня	1	1
338	облика и т	1	1
339	вплоть до наших	1	1
340	один из них	1	1
341	одна из них	1	1
342	как бы в	1	1
343	случаях мы имеем	2	1
344	выводы можно сделать	1	1
345	это значит что	2	1
346	задачи представляют собой	1	1
347	трудные задачи представляют	1	1
348	что ежели принесть	1	1
349	между прочим и	2	1
350	первый взгляд кажется	1	1
351	этом и нет	1	1
352	в колодец и	1	1
353	светло что ежели	1	1
354	в другой сказке	1	1
355	то это значит	2	1
356	ведьма и солнцева	1	1
357	как в начале	1	1
358	и как он	1	1
359	для этой цели	1	1
360	он показывает что	3	1
361	но это не	3	1
362	принесть его в	1	1
363	члены семьи или	1	1
364	что и в	3	1
365	как бы сам	1	1
366	чудно и светло	1	1
367	сюда же относится	1	1
368	перо было так	1	1
369	и ее отец	1	1
370	т д эти	1	1
371	с собой в	1	1
372	премудрая такой красы	1	1
373	после того как	4	1
374	мы не можем	2	1
375	на дочери водяного	1	1
376	по тем же	1	1
377	видно будет ниже	1	1
378	он не может	1	1
379	мы видим таким	1	1
380	как бы то	1	1
381	иван-царевич идет со	1	1
382	землю летит по	1	1
383	ежели принесть его	1	1
384	мост к нему	1	1
