N	2gram	Tiupa_Narr	Psycholo
561	мог бы	3	4
562	дает нам	1	4
563	аналогии с	1	4
564	как у	1	4
565	несет в	1	4
566	и где	1	4
567	но по	1	4
568	к концу	1	4
569	к своему	1	4
570	обстоит дело	1	4
571	в пределах	2	4
572	рассказа в	1	4
573	в понимании	1	4
574	благодаря этому	1	4
575	зрения на	2	3
576	чтобы заставить	1	3
577	с героем	1	3
578	какой бы	1	3
579	но смысл	1	3
580	не столько	4	3
581	с не	1	3
582	или ином	2	3
583	на первый	2	3
584	всем его	1	3
585	все и	1	3
586	было в	2	3
587	чего не	1	3
588	в подтверждение	1	3
589	он сам	2	3
590	как нам	1	3
591	здесь как	1	3
592	обнаруживается в	1	3
593	и чрезвычайно	1	3
594	смысл для	1	3
595	которого он	2	3
596	с другими	1	3
597	по аналогии	1	3
598	была в	1	3
599	как таковое	1	3
600	и всю	1	3
601	на земле	1	3
602	на другом	1	3
603	деле когда	1	3
604	бы она	1	3
605	другом и	2	3
606	не заключает	1	3
607	иметь в	1	3
608	его как	2	3
609	фабула и	1	3
610	теми же	1	3
611	этом не	1	3
612	простейший пример	1	3
613	обоих этих	1	3
614	что слова	1	3
615	героя в	8	3
616	от нас	1	3
617	один человек	2	3
618	в форме	5	3
619	что нет	2	3
620	обращается к	1	3
621	и какая	1	3
622	нет ничего	1	3
623	не быть	1	3
624	переходит к	1	3
625	одном полюсе	1	3
626	этой истории	1	3
627	каждый день	1	3
628	то они	2	3
629	ему что	1	3
630	на что	1	3
631	он и	1	3
632	слова а	1	3
633	всех прочих	1	3
634	но уже	1	3
635	как результат	1	3
636	тем более	2	3
637	связаны с	1	3
638	мере в	1	3
639	на них	1	3
640	чистом виде	1	3
641	связь и	1	3
642	ни один	1	3
643	могло быть	1	3
644	может показаться	1	3
645	для рассказа	1	3
646	мы и	1	3
647	ней не	1	3
648	быть может	2	3
649	не бывает	1	3
650	дело здесь	1	3
651	том или	2	3
652	там же	1	3
653	всегда в	1	3
654	внимание что	1	3
655	которое не	1	3
656	все их	2	3
657	от тех	1	3
658	жизни а	2	3
659	к другой	2	3
660	при рассмотрении	1	3
661	между двумя	5	3
662	пока еще	4	3
663	имеем дело	2	3
664	и столь	1	3
665	ни было	3	3
666	как же	1	3
667	не о	3	3
668	одним из	2	3
669	быть только	1	3
670	от одной	2	3
671	зрения и	2	3
672	точек зрения	2	3
673	от самого	1	3
674	то ни	3	3
675	хотя в	2	3
676	даже не	3	3
677	к рассказу	1	3
678	как известно	2	3
679	и др	2	3
680	с чем	2	3
681	речи и	1	3
682	бы быть	3	3
683	и ничего	1	3
684	однако и	1	3
685	как таковой	1	3
686	этой проблемы	1	3
687	и который	1	3
688	на ее	1	3
689	для себя	1	3
690	друг от	1	3
691	которая не	1	3
692	такого рода	7	3
693	к себе	5	3
694	не могло	2	3
695	любопытно что	1	3
696	второй раз	1	3
697	эта возможность	1	3
698	отношению к	6	3
699	свести к	1	3
700	двоякого рода	1	3
701	что каждый	1	3
702	же не	4	3
703	чем он	1	3
704	от друга	1	3
705	или иначе	3	3
706	а также	7	3
707	и оно	1	3
708	отношения между	1	3
709	узнает о	1	3
710	может считаться	1	3
711	быть и	1	3
712	у нее	2	3
713	и прежде	1	3
714	которое превращает	1	3
715	никогда и	1	2
716	называть в	1	2
717	кто иной	1	2
718	можем обозначить	1	2
719	всякий рассказ	1	2
720	в общей	2	2
721	героя о	1	2
722	на свою	1	2
723	от первой	1	2
724	мысли о	1	2
725	поводу этой	1	2
726	является для	1	2
727	произведении и	1	2
728	есть то	1	2
729	некоторые из	1	2
730	осуществляется в	1	2
731	число таких	1	2
732	своей природе	1	2
733	и составляют	1	2
734	она могла	1	2
735	но во	1	2
736	из жизни	1	2
737	и должна	1	2
738	времени в	2	2
739	не всегда	2	2
740	но может	1	2
741	отметить что	1	2
742	точке зрения	1	2
743	в не	1	2
744	казалось что	5	2
745	чего он	1	2
746	именно с	1	2
747	в структуре	2	2
748	к ее	1	2
749	крайней мере	1	2
750	намек на	1	2
751	грань между	1	2
752	всего в	1	2
753	увидим впоследствии	1	2
754	и представляет	2	2
755	события а	2	2
756	как такового	1	2
757	и читатель	1	2
758	поскольку речь	1	2
759	объединены в	1	2
760	может оказаться	2	2
761	было на	1	2
762	произведения не	1	2
763	в будущем	2	2
764	имеет перед	1	2
765	этом последнем	1	2
766	поэтической речи	1	2
767	данный момент	1	2
768	той или	4	2
769	точкой зрения	2	2
770	о себе	1	2
771	же обстоит	1	2
772	не составляет	1	2
773	человека как	1	2
774	на чем	2	2
775	а третий	1	2
776	по своей	3	2
777	приводят к	1	2
778	до наших	1	2
779	самую сущность	1	2
780	в какой-то	1	2
781	и сами	1	2
782	эта фраза	1	2
783	если за	1	2
784	однако эта	1	2
785	роман с	1	2
786	образа и	1	2
787	рассказа о	2	2
788	и делает	1	2
789	быть так	1	2
790	с этого	1	2
791	и одновременно	2	2
792	иной как	1	2
793	это состояние	1	2
794	с прежним	1	2
795	произведение в	1	2
796	жизни в	3	2
797	и события	1	2
798	на мать	1	2
799	что вообще	1	2
800	словами он	1	2
801	все лица	1	2
802	в значительной	2	2
803	наконец в	2	2
804	быть определена	1	2
805	ни для	7	2
806	и ему	1	2
807	и придает	1	2
808	было и	1	2
809	и т.д	7	2
810	от которой	1	2
811	мать и	1	2
812	факт который	1	2
813	во времени	8	2
814	жизни не	1	2
815	к содержанию	3	2
816	в свое	1	2
817	одной только	1	2
818	не поддается	1	2
819	и ей	2	2
820	составной частью	1	2
821	в литературе	2	2
822	и анализа	1	2
823	когда же	1	2
824	со словами	2	2
825	это надо	1	2
826	и со	1	2
827	и могут	1	2
828	быть сведена	1	2
829	ему не	1	2
830	читателя в	2	2
831	с чисто	1	2
832	качестве своего	1	2
833	позволяет нам	1	2
834	не оставляет	1	2
835	конечной точке	1	2
836	в начале	1	2
837	и времени	1	2
838	поскольку оно	2	2
839	или иной	5	2
840	человек не	1	2
841	является ли	1	2
842	в мышлении	1	2
843	узнаем о	1	2
844	что было	1	2
845	новое и	1	2
846	ко второй	1	2
847	русской литературе	1	2
848	рассказ о	1	2
849	которая в	2	2
850	за собой	4	2
851	можно определить	1	2
852	для восприятия	1	2
853	не являются	2	2
854	над ними	1	2
855	имеет для	1	2
856	которого нет	1	2
857	они и	2	2
858	процесса с	1	2
859	а иногда	2	2
860	своему герою	1	2
861	нам представляется	1	2
862	во внешнем	2	2
863	для автора	2	2
864	и предполагает	1	2
865	в любом	2	2
866	нельзя было	1	2
867	сводятся к	1	2
868	не об	1	2
869	у себя	1	2
870	которых может	1	2
871	жизни как	3	2
872	вовсе и	1	2
873	сам того	1	2
874	на протяжении	6	2
875	первом случае	2	2
876	они все	2	2
877	элементов из	1	2
878	они в	2	2
879	не от	2	2
880	преимущественно в	1	2
881	сознания к	2	2
882	в разные	1	2
883	или хотя	1	2
884	из четырех	1	2
885	который является	1	2
886	всю свою	1	2
887	так или	2	2
888	человека который	1	2
889	рассказа а	1	2
890	ту или	2	2
891	что смысл	1	2
892	сведена к	1	2
893	чрезвычайно важный	1	2
894	одновременно в	1	2
895	это ощущение	1	2
896	ей не	2	2
897	в данный	1	2
898	и характеристики	1	2
899	во втором	4	2
900	живет в	1	2
901	поэтому и	1	2
902	широкое и	1	2
903	в россии	1	2
904	себя с	1	2
905	всем протяжении	1	2
906	что могло	1	2
907	как о	1	2
908	от его	1	2
909	своей жизни	1	2
910	по крайней	1	2
911	говоря и	1	2
912	мы переходим	1	2
913	их друг	1	2
914	смерти и	2	2
915	не знаю	1	2
916	а может	1	2
917	при всех	2	2
918	или иных	1	2
919	тому или	1	2
920	цели и	1	2
921	она все	1	2
922	как будет	3	2
923	но именно	1	2
924	возражает против	1	2
925	легко может	1	2
926	действие но	1	2
927	есть особая	1	2
928	событие в	2	2
929	по происхождению	1	2
930	это случилось	1	2
931	не понимал	2	2
932	деле не	1	2
933	есть уже	1	2
934	а о	1	2
935	там и	1	2
936	перед смертью	1	2
937	понимать как	1	2
938	а если	2	2
939	в следующем	1	2
940	с историей	1	2
941	как уже	1	2
942	место из	1	2
943	есть всегда	2	2
944	в характере	1	2
945	это явление	1	2
946	в книге	1	2
947	где эта	1	2
948	к событию	1	2
949	бы он	1	2
950	в людях	1	2
951	свидетельствуют о	1	2
952	тех или	1	2
953	на всем	1	2
954	таким же	1	2
955	как для	1	2
956	на ту	1	2
957	все было	3	2
958	существенную роль	1	1
959	более не	2	1
960	истории так	1	1
961	было показано	1	1
962	или происшествий	1	1
963	в настоящем	1	1
964	таковы например	1	1
965	доступа к	1	1
966	как прямая	1	1
967	он под	1	1
968	знание о	1	1
969	роль по	1	1
970	и над	1	1
971	литературы а	1	1
972	так близко	1	1
973	что произошло	1	1
974	до последнего	1	1
975	ни слова	1	1
976	игнорировать эту	1	1
977	оно уже	1	1
978	основывается на	1	1
979	встречается в	2	1
980	целое и	1	1
981	работу с	1	1
982	в соответствии	1	1
983	через героя	1	1
984	настаивает на	1	1
985	литературных жанров	1	1
986	отталкивается от	1	1
987	может существовать	1	1
988	собой не	2	1
989	живет не	1	1
990	с максимальной	1	1
991	две половины	1	1
992	матери и	4	1
993	раз когда	1	1
994	большие и	1	1
995	первый взгляд	2	1
996	различные эпохи	1	1
997	только благодаря	1	1
998	ними и	1	1
999	на природу	1	1
1000	отсутствует и	1	1
1001	отказываться от	1	1
1002	вследствие которого	1	1
1003	отделена от	1	1
1004	тех слов	1	1
1005	в какой-нибудь	1	1
1006	совершенно особое	1	1
1007	известно в	1	1
1008	не таково	1	1
1009	предоставляет своим	1	1
1010	истину и	1	1
1011	изнутри себя	1	1
1012	сознания в	1	1
1013	положений и	1	1
1014	он думает	1	1
1015	не обязательно	3	1
1016	его по	2	1
1017	за рамки	2	1
1018	обратим внимание	1	1
1019	в комнате	1	1
1020	научного познания	1	1
1021	ключ к	2	1
1022	что существует	1	1
1023	не переставая	1	1
1024	нем не	1	1
1025	оказывается весьма	1	1
1026	отбора и	1	1
1027	включать в	2	1
1028	распадается на	1	1
1029	лет а	1	1
1030	как зерно	1	1
1031	в какой-либо	1	1
1032	образом на	1	1
1033	совершенно иными	1	1
1034	той мере	1	1
1035	к их	1	1
1036	а казалось	1	1
1037	конца в	1	1
1038	но от	2	1
1039	своей матери	2	1
1040	почему в	1	1
1041	он идет	2	1
1042	бытия и	1	1
1043	или иную	2	1
1044	говоря словами	2	1
1045	не ограничивается	1	1
1046	то она	2	1
1047	начала к	1	1
1048	слушателя при	1	1
1049	а за	1	1
1050	на невозможности	1	1
1051	на себя	3	1
1052	утверждает в	1	1
1053	настоящим и	1	1
1054	с отцом	1	1
1055	сказывается и	1	1
1056	герой в	1	1
1057	связь со	1	1
1058	больше всего	1	1
1059	составляющих ее	2	1
1060	хотя оно	1	1
1061	от предмета	1	1
1062	действительности и	1	1
1063	состоит именно	2	1
1064	выбора или	1	1
1065	о прошлом	2	1
1066	ряд событий	1	1
1067	подробностями и	1	1
1068	при отсутствии	1	1
1069	от содержания	1	1
1070	оснований для	1	1
1071	есть так	1	1
1072	нами уже	1	1
1073	процессов и	1	1
1074	только одним	1	1
1075	др в	1	1
1076	в историческом	1	1
1077	общая идея	1	1
1078	от страха	1	1
1079	суть не	1	1
1080	он еще	1	1
1081	истории и	2	1
1082	необходимо нуждается	2	1
1083	есть предмет	1	1
1084	одного сознания	2	1
1085	человеческих отношений	1	1
1086	оно имеет	1	1
1087	для романа	1	1
1088	внимание и	1	1
1089	два события	1	1
1090	о роли	1	1
1091	т.д однако	1	1
1092	может как	1	1
1093	и случайных	1	1
1094	своего рода	12	1
1095	мире и	1	1
1096	не мешает	1	1
1097	первую очередь	1	1
1098	и способность	1	1
1099	один голос	2	1
1100	однако с	1	1
1101	он уже	2	1
1102	отношению ко	1	1
1103	часто не	1	1
1104	и энергично	1	1
1105	его из	1	1
1106	этого понятия	2	1
1107	детей и	1	1
1108	отдельных элементов	1	1
1109	этого построения	1	1
1110	понимал и	1	1
1111	что бывает	1	1
1112	в работах	1	1
1113	схемы и	1	1
1114	в грехах	1	1
1115	акта в	1	1
1116	за границей	4	1
1117	но стоит	1	1
1118	о священнике	1	1
1119	три слова	1	1
1120	частью в	1	1
1121	лишь изредка	1	1
1122	следующее место	1	1
1123	обозначить как	2	1
1124	только там	1	1
1125	может включать	2	1
1126	в памяти	2	1
1127	ними не	1	1
1128	была и	2	1
1129	это требует	1	1
1130	центральная проблема	1	1
1131	своего предмета	1	1
1132	ключом к	1	1
1133	они обнаруживают	1	1
1134	вглядеться в	1	1
1135	не входит	1	1
1136	жизни мы	1	1
1137	как произведение	1	1
1138	и пр	1	1
1139	ему необходимо	1	1
1140	языка и	2	1
1141	далее и	1	1
1142	тотчас же	1	1
1143	в роли	2	1
1144	самым мы	1	1
1145	них как	1	1
1146	в понятие	1	1
1147	следует отличать	1	1
1148	художественной литературы	3	1
1149	в мир	1	1
1150	взгляда на	1	1
1151	идет об	1	1
1152	тогда как	12	1
1153	жизни на	1	1
1154	в сказке	1	1
1155	к двум	1	1
1156	начиная с	1	1
1157	для изучения	1	1
1158	за пределами	1	1
1159	в ряд	1	1
1160	взаимодействия с	1	1
1161	они еще	1	1
1162	до известной	1	1
1163	культурной жизни	1	1
1164	поведение в	1	1
1165	характер что	1	1
1166	бывает в	1	1
1167	тогда в	2	1
1168	смерть и	1	1
1169	тоже в	1	1
1170	как об	1	1
1171	есть тоже	1	1
1172	что были	2	1
1173	не самоцелью	1	1
1174	к детскому	1	1
1175	теперь как	4	1
1176	далеком прошлом	1	1
1177	заставить ее	1	1
1178	ее а	1	1
1179	для всего	1	1
1180	писал что	1	1
1181	все та	2	1
1182	последняя является	1	1
1183	не приводят	1	1
1184	силу и	1	1
1185	этой фразе	1	1
1186	волосы как	1	1
1187	ее к	1	1
1188	того насколько	1	1
1189	возможность иного	2	1
1190	с концом	1	1
1191	или случайно	1	1
1192	иногда и	1	1
1193	интрига и	1	1
1194	его неизбежной	1	1
1195	о жизни	1	1
1196	вместить в	1	1
1197	в хронологической	1	1
1198	есть акт	1	1
1199	пользуются для	1	1
1200	за которым	1	1
1201	или даже	2	1
1202	зрения не	1	1
1203	нет у	2	1
1204	судьбу в	1	1
1205	какой он	1	1
1206	в гостиной	1	1
1207	к иным	1	1
1208	а он	1	1
1209	особенно в	3	1
1210	этот краткий	1	1
1211	характера поэтому	1	1
1212	события так	1	1
1213	ей в	1	1
1214	в поле	1	1
1215	дочке пушкина	1	1
1216	одну из	2	1
1217	всей своей	2	1
1218	и разговоры	1	1
1219	но всегда	1	1
1220	однако ни	1	1
1221	а по	2	1
1222	катастрофой в	1	1
1223	здесь это	1	1
1224	человека с	1	1
1225	поставлены в	1	1
1226	в рамках	12	1
1227	зрителя в	1	1
1228	жизни однако	1	1
1229	является однако	1	1
1230	числе и	4	1
1231	к изучению	1	1
1232	самое происходит	1	1
1233	решении этой	1	1
1234	включает в	2	1
1235	их на	1	1
1236	хотя они	1	1
1237	героического эпоса	1	1
1238	последовательности в	1	1
1239	наступает в	1	1
1240	в готовом	1	1
1241	что видит	1	1
1242	что один	1	1
1243	человеческой жизни	1	1
1244	обеих областях	1	1
1245	часто оказывается	1	1
1246	тех кто	1	1
1247	стоят в	1	1
1248	образом достигает	1	1
1249	однако оно	1	1
1250	есть прежде	1	1
1251	с содержанием	1	1
1252	и конца	1	1
1253	процессами и	1	1
1254	это лишь	1	1
1255	характер как	1	1
1256	этот момент	1	1
1257	которой в	1	1
1258	в принципе	4	1
1259	воззрение на	1	1
1260	как своего	1	1
1261	что данный	1	1
1262	где образ	1	1
1263	было как	4	1
1264	границы между	1	1
1265	думает и	1	1
1266	очевидным и	1	1
1267	на свой	2	1
1268	элементы в	1	1
1269	а во-вторых	1	1
1270	только когда	1	1
1271	стремится в	1	1
1272	прошлом о	1	1
1273	показаться что	1	1
1274	и процессов	2	1
1275	самому герою	1	1
1276	но далеко	1	1
1277	самих событий	1	1
1278	смерть как	1	1
1279	а именно	3	1
1280	оказываются в	1	1
1281	с еще	1	1
1282	не таким	1	1
1283	не обладают	1	1
1284	собственно говоря	1	1
1285	в обстановке	1	1
1286	различные формы	1	1
1287	определяется не	1	1
1288	могут оказаться	1	1
1289	представляла собой	1	1
1290	всего они	1	1
1291	было не	1	1
1292	ли я	1	1
1293	в первую	1	1
1294	шире и	1	1
1295	принципиальное различие	1	1
1296	восходит к	3	1
1297	некоторого рода	2	1
