N	3gram	Trubetskoy	Myslijsy
132	указывает на то	1	1
133	всякую мысль о	1	1
134	не менее совершенно	1	1
135	то что он	2	1
136	на задний план	1	1
137	одной из этих	1	1
138	нет ничего кроме	1	1
139	таком количестве чтобы	1	1
140	по сравнению с	2	1
141	же что и	1	1
142	если бы человек	1	1
143	в отвлеченные понятия	1	1
144	но все они	1	1
145	психологической точки зрения	1	1
146	отвлеченные понятия и	1	1
147	мы можем знать	1	1
148	не представляется возможным	1	1
149	с тем какое	1	1
150	от связи с	3	1
151	сказать и о	1	1
152	не потому только	1	1
153	в том числе	5	1
154	по-видимому и в	1	1
155	в славянских и	1	1
156	для этого в	1	1
157	следует заметить что	1	1
158	между нами и	1	1
159	тесную связь между	1	1
160	у него в	1	1
161	не совпадает с	1	1
162	другими словами в	1	1
163	и есть то	1	1
164	и проч которые	1	1
165	духовную жизнь народа	1	1
166	природы но и	1	1
167	в таком количестве	1	1
168	сказать что в	1	1
169	таким образом если	2	1
170	которой нет ничего	1	1
171	не отличаются от	1	1
172	иметь в виду	1	1
173	на высших степенях	1	1
174	том числе и	4	1
175	один из этих	1	1
176	между этими двумя	2	1
177	от них в	1	1
178	не менее продолжает	1	1
179	и в общем	1	1
180	таком случае эта	1	1
181	в отличие от	1	1
182	выйти из этого	1	1
183	одного из своих	1	1
184	к тому же	4	1
185	до настоящего времени	1	1
186	то ясно что	2	1
187	но и от	1	1
188	и в новом	1	1
189	каждая из этих	1	1
190	что даже в	1	1
191	но все это	2	1
192	это однако не	1	1
193	с психологической точки	1	1
194	человеком и животным	1	1
195	в каком он	1	1
196	сравнению с другими	1	1
197	к ним для	1	1
198	только в одном	1	1
199	все же есть	1	1
200	и в этой	1	1
201	из себя как	1	1
202	вместе с другими	1	1
203	к этому что	1	1
204	и конечно не	1	1
205	в этом следует	1	1
206	к тем же	1	1
207	с нашей точки	1	1
208	сих пор не	1	1
209	есть не более	1	1
210	а вместе с	1	1
211	друг с другом	5	1
212	и вместе с	4	1
213	с одним из	2	1
214	в силу этого	1	1
215	несмотря на все	1	1
216	непосредственно без помощи	1	1
217	язык в том	1	1
218	с тем с	1	1
219	еще только в	2	1
220	но и потому	1	1
221	именно потому что	1	1
222	можем составить себе	1	1
223	то в силу	1	1
224	в разных местностях	1	1
225	можно говорить лишь	1	1
226	и выйти из	1	1
227	в настоящее время	1	1
228	в эту сторону	1	1
229	не имеет никакого	1	1
230	но совершенно ясно	1	1
231	тем фактом что	1	1
232	имеющие ничего общего	1	1
233	не имеющие ничего	1	1
234	что мы можем	1	1
235	не воплощается в	1	1
236	ни с одним	1	1
237	то не только	1	1
238	но когда мы	1	1
239	что в том	1	1
240	сих пор еще	2	1
241	речь идет о	1	1
242	но при ближайшем	1	1
243	что оно имеет	1	1
244	в очень редких	1	1
245	и не могут	1	1
246	ясно что и	1	1
247	и все же	1	1
248	видели выше что	1	1
249	случае мы имеем	1	1
250	их отношение к	1	1
251	в чем именно	1	1
252	в виде двух	1	1
253	не к одному	1	1
254	жизни с тем	1	1
255	по тому же	1	1
256	с внутренней стороны	1	1
257	к которым они	1	1
258	при таких условиях	1	1
259	и связанные с	2	1
260	еще и потому	1	1
261	на все усилия	1	1
262	может быть и	2	1
