N	2gram	Tiupa_Disk	Hudozhes
225	сводятся к	1	3
226	в роли	1	3
227	в противоположность	6	3
228	к нему	1	3
229	потому что	7	3
230	одной стороны	12	3
231	художественной целостности	2	3
232	как совокупность	1	3
233	отношении к	1	3
234	литературных произведений	1	3
235	в одном	5	3
236	не обязательно	4	3
237	о литературе	2	3
238	другого в	2	3
239	известной степени	3	3
240	мог бы	1	3
241	как правило	5	3
242	сближение но	1	3
243	в структуре	1	3
244	из этих	3	3
245	текста как	1	3
246	в системе	1	3
247	в притче	6	3
248	человеческого я	1	3
249	к содержанию	3	3
250	он должен	1	3
251	таким образом	4	3
252	на языке	3	3
253	человека к	1	3
254	по преимуществу	2	3
255	произведения как	2	3
256	с одной	12	3
257	том числе	3	3
258	в произведении	3	3
259	с точки	3	3
260	композиционных форм	1	3
261	как раз	1	3
262	не слияние	1	3
263	сути своей	2	3
264	несет в	3	3
265	все прочие	1	3
266	читателя в	1	3
267	и притом	1	3
268	связи с	4	3
269	объекта и	3	3
270	в эстетический	1	3
271	в таком	1	3
272	в контексте	3	3
273	как говорит	1	3
274	сказания или	5	3
275	в связи	1	3
276	или даже	2	3
277	эстетического субъекта	2	3
278	по своему	3	3
279	текст и	2	3
280	во всех	6	3
281	в русской	4	3
282	картины мира	8	3
283	ценностного центра	1	3
284	как уже	5	3
285	тому как	5	3
286	личности и	1	3
287	в акте	3	3
288	в рассказе	6	3
289	принадлежит к	3	3
290	в свою	3	3
291	с языком	1	3
292	в которой	2	3
293	не будет	1	3
294	одно и	2	3
295	к области	2	3
296	автора и	1	3
297	анна каренина	1	3
298	в пределах	4	3
299	этом смысле	1	3
300	того же	5	3
301	перед лицом	2	3
302	человека с	1	3
303	тот или	2	3
304	одного сознания	1	3
305	одного и	5	3
306	слова в	2	3
307	являет собой	5	3
308	и прежде	2	3
309	литературного текста	1	3
310	чем и	2	3
311	не случайно	2	3
312	в культуре	3	3
313	герой не	1	3
314	в целом	5	3
315	и ее	5	3
316	ведет к	6	2
317	более не	1	2
318	притча не	1	2
319	мире и	2	2
320	и другие	1	2
321	личностного самоопределения	1	2
322	образом и	1	2
323	один из	3	2
324	речевой деятельности	2	2
325	по бахтину	4	2
326	таковы например	2	2
327	русской литературе	2	2
328	рассказ о	3	2
329	жизни а	2	2
330	и читателем	2	2
331	судьбы а	1	2
332	о жизни	1	2
333	в финале	1	2
334	для возникновения	1	2
335	строго говоря	3	2
336	из которых	1	2
337	не как	5	2
338	в году	3	2
339	одно из	4	2
340	не признает	1	2
341	внутреннюю свободу	1	2
342	усматривая в	1	2
343	том и	1	2
344	по себе	3	2
345	вещами и	1	2
346	в них	6	2
347	оно не	2	2
348	между автором	1	2
349	эстетической деятельности	3	2
350	художественное целое	2	2
351	самом деле	2	2
352	между которыми	2	2
353	речевого замысла	2	2
354	на мир	1	2
355	заключается в	3	2
356	все эти	2	2
357	к более	1	2
358	именно в	5	2
359	по мысли	9	2
360	лирического героя	1	2
361	или анекдота	3	2
362	во множестве	1	2
363	значения и	1	2
364	лично для	2	2
365	значительной степени	3	2
366	взаимодействия людей	1	2
367	с ними	1	2
368	в молчание	1	2
369	в одно	2	2
370	как в	16	2
371	коммуникативную стратегию	3	2
372	и неизбыточности	1	2
373	роль в	10	2
374	всех подобных	2	2
375	бы не	1	2
376	жизни в	4	2
377	отличается от	3	2
378	вокруг я	1	2
379	ему позиции	1	2
380	вследствие этого	4	2
381	ни для	4	2
382	в известном	1	2
383	всей своей	2	2
384	которая не	1	2
385	в каком	1	2
386	к другому	3	2
387	такого дискурса	1	2
388	своей жизни	1	2
389	о том	12	2
390	мире это	1	2
391	при всем	1	2
392	при всей	9	2
393	свою очередь	3	2
394	это и	2	2
395	еще и	1	2
396	ни к	11	2
397	во внешнем	1	2
398	со временем	1	2
399	при наличии	1	2
400	теорию литературы	1	2
401	не могли	1	2
402	между собой	2	2
403	совершенно иной	1	2
404	к собственной	1	2
405	духовной жизни	1	2
406	своей природе	3	2
407	совпадает с	4	2
408	высказывания и	3	2
409	индивидуального бытия	1	2
410	во мне	4	2
411	писал бахтин	5	2
412	времени в	3	2
413	не всегда	2	2
414	с.с аверинцева	5	2
415	причастной вненаходимости	1	2
416	слова и	2	2
417	могло быть	1	2
418	между двумя	1	2
419	воздействия на	1	2
420	греческое слово	1	2
421	не могло	2	2
422	форма авторства	5	2
423	или иных	1	2
424	может служить	2	2
425	речь идет	2	2
426	втором случае	1	2
427	художественной литературы	1	2
428	вслед за	1	2
429	и это	3	2
430	превращается в	1	2
431	времени и	5	2
432	не вполне	1	2
433	и возможность	2	2
434	существования в	1	2
435	преодолеваемая даль	1	2
436	и наоборот	1	2
437	было и	1	2
438	форм высказывания	1	2
439	автора с	1	2
440	об этом	3	2
441	должен быть	1	2
442	из виду	4	2
443	в сказании	6	2
444	адресата в	5	2
445	известного рода	5	2
446	и неизбыточность	1	2
447	в нашем	2	2
448	имеем дело	3	2
449	может оказаться	1	2
450	личности к	1	2
451	всякий раз	2	2
452	реализуется в	1	2
453	для понимания	2	2
454	ситуации рассказывания	5	2
455	одна из	1	2
456	этого слова	1	2
457	до известной	2	2
458	здесь не	1	2
459	кому говорят	1	2
460	не все	1	2
461	с читателем	3	2
462	в противном	1	2
463	производящего текст	1	2
464	а.н веселовского	3	2
465	понимаемой как	1	2
466	не просто	1	2
467	видения мира	1	2
468	только о	2	2
469	чем это	1	2
470	это своего	1	2
471	никогда не	3	2
472	и по	2	2
473	этого термина	2	2
474	жизни но	2	2
475	повесть о	2	2
476	истории литературы	1	2
477	начиная с	1	2
478	то в	1	2
479	или притчи	3	2
480	при котором	2	2
481	жанровая форма	5	2
482	присутствующего в	1	2
483	но на	1	2
484	этих двух	1	2
485	сверхличной заданности	1	2
486	мышления и	1	2
487	основе своей	4	2
488	стороны адресата	2	2
489	не принадлежит	1	2
490	одной из	4	2
491	стратегии художественного	1	2
492	ни столь	2	2
493	опыта к	1	2
494	несмотря на	1	2
495	но от	1	2
496	внешнем мире	1	2
497	в основании	3	2
498	в формах	2	2
499	которого он	1	2
500	в литературе	2	2
501	что такое	1	2
502	ее в	1	2
503	все это	2	2
504	что и	5	2
505	или иную	1	2
506	субъекта жизни	2	2
507	xix века	1	2
508	что каждый	1	2
509	в европейской	1	2
510	с их	3	2
511	к жизни	1	2
512	таком случае	1	2
513	уже говорилось	1	2
514	слова не	3	2
515	в дискурсе	2	2
516	в повести	1	2
517	возможность иного	3	2
518	коммуникативное событие	8	2
519	высказывания не	2	2
520	это коммуникативное	1	2
521	или в	2	2
522	и более	1	2
523	в организации	2	2
524	не от	2	2
525	текста не	2	2
526	одним из	2	2
527	что она	1	2
528	согласно характеристике	1	2
529	или субъектом	2	2
530	даль и	1	2
531	в равной	3	2
532	случае не	1	2
533	в какой	2	2
534	я не	1	2
535	к сообщаемому	2	2
536	восприниматься как	1	2
537	этического выбора	3	2
538	противном случае	1	2
539	большей части	1	2
540	мира и	3	2
541	к своему	2	2
542	м.м бахтиным	1	2
543	его текст	1	2
544	и сближение	1	2
545	анекдот не	2	2
546	в сторону	4	2
547	в чем	2	2
548	частной жизни	4	2
549	биографического дискурса	5	2
550	это тоже	1	2
551	жизни то	1	2
552	вовсе не	1	2
553	такова например	1	2
554	тем более	1	2
555	как система	1	2
556	а для	1	2
557	жанровой традиции	2	2
558	я на	1	2
559	и рецептивного	1	2
560	и потому	3	2
561	только лишь	1	2
562	по большей	1	2
563	но как	2	2
564	а с	8	2
565	причастности к	1	2
566	на этом	3	2
567	классического реализма	1	2
568	в анекдоте	4	2
569	человеческого бытия	1	2
570	хоровое слово	2	2
571	ту или	1	2
572	имеются и	1	2
573	м.м бахтин	2	2
574	этого текста	1	2
575	коммуникативным событием	4	2
576	дело не	3	2
577	эстетическое завершение	1	2
578	в случае	2	2
579	и весьма	2	2
580	в значительной	3	2
581	поступки только	1	2
582	быть и	2	2
583	и может	3	2
584	и существенно	1	2
585	мире на	1	2
586	но она	3	2
587	коммуникативной стратегии	1	2
588	не с	4	2
589	коммуникативной природе	2	2
590	нового времени	2	2
591	за пределы	2	2
592	но только	1	2
593	ни одно	2	2
594	уготованной ему	1	2
595	с человеком	3	2
596	всей его	2	2
597	равной степени	2	2
598	тем или	1	2
599	жизнь личности	1	2
600	не сводятся	1	2
601	идет о	2	2
602	могла бы	2	2
603	этом мире	2	2
604	в этой	5	2
605	числе и	3	2
606	человеческих отношений	1	2
607	что может	1	2
608	является своего	1	2
609	известном смысле	1	2
610	для обозначения	4	2
611	роман и	1	2
612	и др	3	2
613	нас самих	1	2
614	о его	1	2
615	к чужому	1	2
616	вненаходимости бахтин	1	2
617	столь же	6	2
618	в словаре	1	2
619	сказания это	2	2
620	слово сказания	1	2
621	право на	1	2
622	включает в	1	2
623	из этого	1	2
624	автора как	1	2
625	тех или	1	2
626	отнюдь не	11	2
627	события в	3	2
628	статус знания	1	2
629	эстетическое переживание	1	2
630	чтобы не	2	2
631	такая возможность	2	2
632	индивидуального речевого	2	2
633	принципиальное отличие	1	2
634	мира в	6	2
635	или напротив	3	2
636	мира с	2	2
637	средневековой книжности	1	1
638	смысле домонологично	1	1
639	в особенности	5	1
640	и поучаемого	1	1
641	этом остается	1	1
642	субъекты этического	1	1
643	почву для	1	1
644	проектировать свою	1	1
645	не выбирают	1	1
646	субъекта в	2	1
647	является сюжетообразующим	1	1
648	жизни которая	1	1
649	от жанра	1	1
650	к такому	2	1
651	бахтин он	1	1
652	с содержанием	1	1
653	однако и	2	1
654	тексты не	1	1
655	до которого	1	1
656	на границах	1	1
657	искусство заинтересовывать	1	1
658	данном отношении	1	1
659	к служебной	1	1
660	как формулирует	1	1
661	диалогической ситуации	1	1
662	наизнанку глупость	1	1
663	повествуемой ситуации	1	1
664	жизненного поведения	2	1
665	в коммуникативной	1	1
666	выводится в	1	1
667	детализации и	1	1
668	для всех	2	1
669	слову чего	1	1
670	практике может	1	1
671	формах внутренней	1	1
672	жизнь глазами	1	1
673	и раскованной	1	1
674	можно говорить	2	1
675	судьбой предопределенной	1	1
676	организующего учительный	1	1
677	не позволяет	2	1
678	разные формы	1	1
679	за ним	1	1
680	для рассказчика	1	1
681	автором и	1	1
682	достоевского в	1	1
683	герой жизнеописания	2	1
684	данной сферы	1	1
685	чужой жизненной	1	1
686	целью и	3	1
687	как прямая	1	1
688	же и	1	1
689	ценностное уплотнение	1	1
690	слушателя к	1	1
691	как с	1	1
692	типа как	1	1
693	л.с выготским	2	1
694	собой некоторую	1	1
695	позицию опираясь	1	1
696	индивидуальной жизни	1	1
697	нудительной серьезности	1	1
698	такова же	1	1
699	картины жизни	1	1
700	собственной ситуации	1	1
701	бросает звук	1	1
702	бы непосредственного	1	1
703	если в	2	1
704	в хх	1	1
705	слушателей с	1	1
706	но обязательно	2	1
707	в случаях	1	1
708	которая в	3	1
709	совершенно иными	1	1
710	через посредство	1	1
711	о коммуникативной	1	1
712	стратегию эстетического	1	1
713	смыслополагания между	1	1
714	исторического бытия	3	1
715	поучающего и	1	1
716	факультативный признак	1	1
717	дискурсе речевой	1	1
718	бахтин с	1	1
719	живет в	3	1
720	не знают	2	1
721	на ее	2	1
722	формы скрытой	1	1
723	эстетическим объектом	1	1
724	героя в	6	1
725	голоса зримого	1	1
726	граница между	1	1
727	случае мы	1	1
728	первую очередь	3	1
729	межличностной соотносительности	1	1
730	знакомство слушателей	1	1
731	самобытно но	1	1
732	рассказе чехова	1	1
733	преодолевая их	1	1
734	дело с	2	1
735	xix столетия	2	1
736	образа и	1	1
737	переживание переживания	2	1
738	ибо предметно-тематическое	1	1
739	можно назвать	2	1
740	отношение слушателя	1	1
741	что делает	2	1
742	звук в	1	1
743	не всякий	1	1
744	однозначности и	1	1
745	оказывается не	1	1
746	к числу	2	1
747	это игра	1	1
748	и другим	1	1
749	беседы автора	1	1
750	предначертанность судьбы	1	1
751	представляют собой	2	1
752	требует анекдот	1	1
753	что это	1	1
754	которые лежат	1	1
755	содержит в	3	1
756	жанры в	2	1
757	события на	1	1
758	слова манифестирующего	1	1
759	тем как	1	1
760	к ценностной	1	1
761	по выражению	3	1
762	притче была	1	1
763	в сущности	3	1
764	неким ибо	1	1
765	субъект дискурсии	1	1
766	предстают перед	1	1
767	не требует	3	1
768	по слову	4	1
769	одном и	1	1
770	говорит о	1	1
771	литературного дискурса	4	1
772	его под	1	1
773	те же	1	1
774	исторического деятеля	2	1
775	столь свободным	1	1
776	для восприятия	1	1
777	и эмоционально	1	1
778	слушатель читатель	1	1
779	в область	1	1
780	активность адресата	2	1
781	двоякий жизненный	1	1
782	собой например	1	1
783	один голос	2	1
784	активного приятия	1	1
785	блужданиями его	1	1
786	с собачкой	2	1
787	как объекты	1	1
788	из того	1	1
789	разного рода	2	1
790	излагаемой жизни	1	1
791	речи как	2	1
792	одному из	1	1
793	например с	1	1
794	чьей-то биографии	1	1
795	эстетической завершенности	1	1
796	судьбы они	1	1
797	формой авторства	1	1
798	представлений о	1	1
799	объектом эстетического	1	1
800	есть принадлежат	1	1
801	общения не	2	1
802	стабильно дифференцированном	2	1
803	самобытного смысла	1	1
804	субъекта на	1	1
805	смысле можно	1	1
806	схемы и	1	1
807	к реальному	1	1
808	изобразителя жизни	1	1
809	особенно если	1	1
810	и делает	1	1
811	принадлежит какой-то	1	1
812	своему собственному	1	1
813	в результате	3	1
814	то с	2	1
815	анекдота не	2	1
816	должен не	1	1
817	оно стремится	1	1
818	едины судьба	1	1
819	бытуют как	1	1
820	содержанию анекдота	1	1
821	не бывает	1	1
822	и вполне	1	1
823	напротив дискредитирующе	1	1
824	и само	2	1
825	неожиданное маловероятное	1	1
826	позиции в	1	1
827	условленность конвенциональность	1	1
828	иллюстрировалась общая	1	1
829	исторического лица	1	1
830	где образ	1	1
831	не могут	2	1
832	жанра высказывания	1	1
833	этом как	1	1
834	для данного	3	1
835	романного слова	1	1
836	области художественного	1	1
837	вымышленные но	1	1
838	заинтересовывать судьбой	1	1
839	стороны бытия	1	1
840	присущую ей	1	1
841	со всеми	1	1
842	был выявлен	1	1
843	как было	1	1
844	не сможет	2	1
845	различного жизненного	1	1
846	сферу исторического	1	1
847	речевого строя	1	1
848	реализуют в	1	1
849	и даже	4	1
850	читателя и	1	1
851	текста и	2	1
852	биографический дискурс	1	1
853	он уже	1	1
854	ориентировано на	1	1
855	читателей это	1	1
856	к искусству	2	1
857	все то	1	1
858	с некоторыми	2	1
859	к ролевому	2	1
860	не более	3	1
861	на свой	1	1
862	до этого	1	1
863	как писал	1	1
864	новое время	1	1
865	от одного	1	1
866	в собственном	1	1
867	говорящего и	3	1
868	того требует	1	1
869	предлагая адресату	1	1
870	масштабов и	1	1
871	речи хотя	1	1
872	о мире	2	1
873	можно припоминая	1	1
874	самом общем	2	1
875	раскрывают содержание	1	1
876	онегине но	1	1
877	личностно окрашено	1	1
878	к драматургии	1	1
879	двух сыновей	1	1
880	произведения в	1	1
881	обязательно курьезное	1	1
882	субъекты смыслополагания	1	1
883	в придании	2	1
884	выбор слова	1	1
885	и соотношений	1	1
886	окажется неадекватным	1	1
887	содержанием анекдота	2	1
888	мысль о	3	1
889	все моменты	1	1
890	одновременно с	2	1
891	значение в	1	1
892	роману человек	1	1
893	внутренняя заданность	1	1
894	предполагает хоровой	1	1
895	суть равнодостойные	1	1
896	можно даже	1	1
897	компетенция анекдота	1	1
898	его смысл	1	1
899	индивидуального самоопределения	1	1
900	в различные	1	1
901	человеческому существованию	1	1
902	следующей фразой	1	1
903	рассказывания а	3	1
904	тем что	4	1
905	от всего	1	1
906	убеждения организующего	1	1
907	и оцененном	2	1
908	нем определенные	1	1
909	обращается к	1	1
910	живого голоса	1	1
911	в составе	5	1
912	наделенного репродуктивной	1	1
913	лексики например	1	1
914	жизненная позиция	1	1
915	и действительно	1	1
916	непредсказуемое стечение	1	1
917	авторства и	2	1
918	своем значении	2	1
919	и личной	1	1
920	принадлежат к	3	1
921	том или	1	1
922	литературный жанр	5	1
923	маловероятное беспрецедентное	1	1
924	их поступки	1	1
925	иному роду	2	1
926	однако диалогизм	1	1
927	литературных жанров	22	1
928	чужому слову	1	1
929	текста да	1	1
930	для своей	1	1
931	предстает субъектом	2	1
932	их предлагая	1	1
933	мастерства рассказчика	1	1
934	стороны в	1	1
935	самому герою	1	1
936	отграниченная система	2	1
937	принципиальная для	1	1
938	определенные задания	1	1
939	к самому	1	1
940	в соответствии	4	1
941	общими для	1	1
942	повеленья сказание	1	1
943	приходит в	2	1
944	литературные жанры	6	1
945	индивида и	1	1
946	блудном сыне	7	1
947	быть однозначно	1	1
948	опыт запечатлеваемый	1	1
949	в развернутой	1	1
950	и.а бунина	2	1
951	или попросту	1	1
952	не становясь	1	1
953	оно объединяет	1	1
954	одновременно и	3	1
955	анекдота уже	1	1
956	вместе с	3	1
957	все же	8	1
958	монолог в	1	1
959	позиции учителя	1	1
960	наполеона в	1	1
961	к реализации	1	1
962	манифестирующего двоякий	1	1
963	или острота	1	1
964	это требует	1	1
965	различных речевых	1	1
966	или ином	1	1
967	не имеет	1	1
968	смертью в	1	1
969	утрачивает своей	1	1
970	ни прибавить	2	1
971	выготским и	2	1
972	да и	2	1
973	только раскрывают	1	1
974	ситуации произнесения	1	1
975	жизни повествователя	1	1
976	однако это	3	1
977	включая разные	1	1
978	обращения к	1	1
979	в историческом	2	1
980	о котором	2	1
981	судьба выражает	1	1
982	и формой	1	1
983	введение в	1	1
984	авторская позиция	1	1
985	и слово	1	1
986	быть определена	3	1
987	себя не	1	1
988	в это	1	1
989	действительного не	1	1
990	фактический слушатель	1	1
991	в следующей	1	1
992	у достоевского	1	1
993	пассивным как	1	1
994	наиболее очевидным	1	1
995	на их	1	1
996	друг от	1	1
997	на каждом	1	1
998	их внутреннюю	1	1
999	и отсутствие	1	1
1000	личность как	1	1
1001	именовал веком	1	1
1002	эта возможность	1	1
1003	индивидуальной жизненной	2	1
1004	его вступление	1	1
1005	собственно и	3	1
1006	внеязыковое и	1	1
1007	диалогизированного слова	1	1
1008	постоянно переходит	1	1
1009	ответную реакцию	1	1
1010	природе суть	1	1
1011	эстетического по	1	1
1012	персонажа то	1	1
1013	и адресат	1	1
1014	данному жанру	1	1
1015	на индивидуальный	1	1
1016	случайности полноценная	1	1
1017	реальному человеческому	1	1
1018	на первый	1	1
1019	и примеряя	1	1
1020	игру значениями	1	1
1021	внутренняя активность	1	1
1022	этом состоит	1	1
1023	по крайней	3	1
1024	он мог	3	1
1025	притчи это	1	1
1026	или преступается	1	1
1027	последующего преображения	1	1
1028	перед нами	4	1
1029	жизненную позицию	1	1
1030	анекдотическим повествованием	1	1
1031	своему герою	1	1
1032	всеобщей межличностной	1	1
1033	в своего	1	1
1034	веком героев	1	1
1035	жизненного выбора	1	1
1036	дифференцированном и	2	1
1037	свое время	3	1
1038	вследствие своей	1	1
1039	ориентация на	1	1
1040	рода взаимная	1	1
1041	творческой воли	1	1
1042	характеру типу	1	1
1043	в стилевых	1	1
1044	первый взгляд	1	1
1045	с этим	3	1
1046	прямого авторского	1	1
1047	мир как	1	1
1048	динамическое равновесие	1	1
1049	которых можно	1	1
1050	одним и	1	1
1051	творится окказиональная	1	1
1052	своей карнавальной	1	1
1053	равнодостойные субъекты	1	1
1054	состоит не	1	1
1055	в просторную	1	1
1056	казусная картина	1	1
1057	морализаторскую премудрость	1	1
1058	занимательное неожиданное	1	1
1059	значения чьей-то	1	1
1060	и романного	1	1
1061	исходя из	3	1
1062	ставят перед	1	1
1063	и предполагает	2	1
1064	в первую	3	1
1065	бы и	1	1
1066	убавить ни	1	1
1067	лица по	1	1
1068	культуры не	1	1
1069	в центр	1	1
1070	не существует	1	1
1071	интонации доверительной	1	1
1072	проективной компетентностью	1	1
1073	разъединяет участников	1	1
1074	позиций классического	1	1
1075	в котором	7	1
1076	к иллюзии	1	1
1077	понимание излагаемой	1	1
1078	и рецептивной	4	1
1079	раскованной беседы	1	1
1080	зависит от	2	1
1081	вследствие которого	2	1
1082	коммуникативной стратегией	1	1
1083	обладать собственным	1	1
1084	в действительности	3	1
1085	необходимости ни	1	1
1086	ни анекдот	1	1
1087	когда на	1	1
1088	жизненным опытом	2	1
1089	языка и	3	1
1090	судьбой отдельных	1	1
1091	называемого чувства	1	1
1092	первом значении	2	1
1093	образом ориентировано	1	1
1094	художественных текстов	1	1
1095	можно констатировать	1	1
1096	это мир	2	1
1097	протороманного коммуникативного	1	1
1098	функционирование в	1	1
1099	по своим	4	1
1100	о чем-то	1	1
1101	жизненного опыта	2	1
1102	хвалы или	1	1
1103	своей собственной	3	1
1104	восходит к	4	1
1105	сводами чужой	1	1
1106	за блужданиями	1	1
1107	полноценная биография	1	1
1108	определяется востребованной	1	1
1109	на адресата	3	1
1110	несобственно-прямая речь	1	1
1111	составляет преломляющая	1	1
1112	ю.м лотман	1	1
1113	в пределе	2	1
1114	более чем	3	1
1115	мира как	1	1
1116	устремленный от	1	1
1117	для полноценного	1	1
1118	художественного внимания	1	1
1119	деятельности персонажа	1	1
1120	и реализатором	1	1
1121	заключать в	1	1
1122	впервые освоена	1	1
1123	некоторого рода	2	1
1124	то и	1	1
1125	между вещами	1	1
1126	время от	1	1
1127	жизненный опыт	1	1
1128	каким бы	1	1
1129	участников коммуникативного	2	1
1130	она могла	1	1
1131	позволяет причислять	1	1
1132	субъектов и	2	1
1133	хранения и	1	1
1134	вполне самобытно	1	1
1135	смысла развертывающейся	1	1
1136	задания реализуют	1	1
1137	наконец в	1	1
1138	преломляющая несобственно-прямая	1	1
1139	сочинение литературного	1	1
1140	моментам родственным	1	1
1141	другая жизнь	1	1
1142	иной мере	1	1
1143	не должно	2	1
1144	и иных	1	1
1145	что входит	1	1
1146	позицию сотворчества	1	1
1147	притчу в	1	1
1148	из жизни	3	1
1149	читателем к	1	1
1150	в отдельности	1	1
1151	от божья	1	1
1152	единство места	1	1
1153	нормативное приложение	1	1
1154	не быть	1	1
1155	право быть	1	1
1156	тип высказывания	1	1
1157	своим коммуникативным	1	1
1158	не таково	2	1
1159	не средство	1	1
1160	нравственный закон	1	1
1161	вступление в	1	1
1162	нарушение табу	1	1
1163	из его	1	1
1164	романного видения	1	1
1165	языком ставят	1	1
1166	а через	1	1
1167	адресата притчи	1	1
1168	особенно очевидно	1	1
1169	не утрачивает	1	1
1170	имея в	3	1
1171	ни убавить	2	1
1172	определенную позицию	1	1
1173	самого автора	1	1
1174	остается регламентированной	1	1
1175	комическая апофегма	1	1
1176	образ становящегося	1	1
1177	прямой речи	1	1
1178	хх веке	1	1
1179	кому рассказывается	2	1
1180	и теперь	1	1
1181	жизни и	2	1
1182	недопустимая в	1	1
1183	именно диалог	1	1
1184	нечто смешное	1	1
1185	его уникальным	1	1
1186	чего не	3	1
1187	соотношений такая	1	1
1188	области литературы	1	1
1189	разворачивается в	1	1
1190	только на	2	1
1191	городского фольклора	2	1
1192	целого это	1	1
1193	сочетании с	1	1
1194	коммуникативной ситуации	6	1
1195	строго отграниченная	2	1
1196	выбирают а	1	1
1197	не об	1	1
