N	2gram	Nazirov_Vr	Myshleni
533	но я	1	2
534	идет не	1	2
535	пришел к	2	2
536	ни разу	1	2
537	вплоть до	1	2
538	рассматривать в	1	2
539	можно говорить	1	2
540	он всегда	1	2
541	считать что	1	2
542	не об	1	2
543	без преувеличения	1	2
544	одним лишь	1	2
545	он способен	1	2
546	за него	1	2
547	свои собственные	1	2
548	это будет	1	2
549	еще до	1	2
550	такая же	1	2
551	обычно не	1	2
552	же самому	1	2
553	следует рассматривать	1	2
554	может в	1	2
555	в мире	2	2
556	сказал он	2	2
557	начало в	1	2
558	что исследователи	1	2
559	чисто внешнее	1	2
560	но зато	1	2
561	себя на	1	2
562	при виде	1	2
563	их и	1	2
564	и никогда	1	2
565	сказав что	1	2
566	причинами того	1	2
567	другой не	1	2
568	предполагать что	1	2
569	приближается к	1	2
570	мертвые души	1	2
571	но вот	1	2
572	на той	1	2
573	о своем	1	2
574	его отношения	1	2
575	с нею	2	2
576	жизнь его	1	2
577	говорит достоевский	1	2
578	дает нам	1	2
579	сколько в	1	2
580	мыслей и	1	2
581	что самые	1	2
582	этого не	1	2
583	тогда это	1	2
584	не дают	1	2
585	работы над	1	2
586	и написал	1	2
587	этом он	1	2
588	полагали что	1	2
589	он принимает	1	2
590	тем чтобы	1	2
591	котором он	1	2
592	с большими	1	1
593	на характер	1	1
594	с последним	1	1
595	они эти	1	1
596	каковы же	1	1
597	знать и	1	1
598	за исключением	1	1
599	в среде	2	1
600	разрешения на	1	1
601	воспоминания о	1	1
602	более тесное	1	1
603	общие черты	1	1
604	своих собственных	1	1
605	говорилось в	1	1
606	установлено что	1	1
607	в духе	1	1
608	еще раз	1	1
609	людей а	1	1
610	слово его	1	1
611	у людей	1	1
612	его представления	1	1
613	пор мы	1	1
614	так это	1	1
615	этого типа	1	1
616	слова часто	1	1
617	родстве с	1	1
618	ясно почему	1	1
619	не хуже	1	1
620	к типу	2	1
621	и разнообразны	1	1
622	обратился к	1	1
623	назад в	1	1
624	к своей	1	1
625	из своего	1	1
626	людей и	1	1
627	а между	1	1
628	содержания в	1	1
629	все кто	1	1
630	я с	1	1
631	затем в	1	1
632	этот человек	2	1
633	и взял	1	1
634	м о	1	1
635	которая называется	1	1
636	так не	1	1
637	истории человечества	1	1
638	крайней мере	1	1
639	в какую-то	1	1
640	для начала	1	1
641	а поскольку	1	1
642	уже себя	1	1
643	как нам	1	1
644	и тотчас	1	1
645	о себе	3	1
646	в недрах	1	1
647	можно признать	1	1
648	довольно удачно	1	1
649	человек и	1	1
650	которым не	1	1
651	предстоит еще	1	1
652	к в	1	1
653	и дети	2	1
654	личность и	2	1
655	у вас	1	1
656	но об	1	1
657	это влияние	1	1
658	вторая часть	1	1
659	что характер	1	1
660	этой поэмы	1	1
661	близкий к	1	1
662	всю жизнь	1	1
663	мысли на	2	1
664	чувств и	2	1
665	доказывает что	1	1
666	в особенности	1	1
667	он уже	1	1
668	от сознания	2	1
669	мне и	2	1
670	правда в	1	1
671	вместо трех	1	1
672	перед ними	1	1
673	место мы	1	1
674	что поэзия	1	1
675	не ясно	1	1
676	только иллюзия	1	1
677	в составе	1	1
678	только слова	1	1
679	недавно было	1	1
680	об отношениях	1	1
681	каким-то образом	1	1
682	ни с	1	1
683	разумеется при	1	1
684	входя в	1	1
685	него он	1	1
686	многочисленны и	1	1
687	он часто	1	1
688	вышел из	1	1
689	тех пор	1	1
690	отражает и	1	1
691	в свет	1	1
692	увидел что	1	1
693	ни со	1	1
694	этого как	1	1
695	сумел установить	1	1
696	его поведении	1	1
697	достоевского который	1	1
698	de la	1	1
699	по сей	1	1
700	его концепцию	1	1
701	как тот	1	1
702	в глазах	2	1
703	и раньше	1	1
704	последнего в	1	1
705	получается что	1	1
706	доказал что	1	1
707	но нас	1	1
708	факт остается	1	1
709	которому в	1	1
710	об их	2	1
711	этим можно	1	1
712	переставал любить	1	1
713	единства и	1	1
714	в литературе	1	1
715	имел в	3	1
716	с утверждением	1	1
717	без внимания	1	1
718	характерно для	1	1
719	полно и	1	1
720	было в	1	1
721	за тем	1	1
722	составляет самую	1	1
723	сразу же	1	1
724	не все	1	1
725	в полной	1	1
726	некоторых его	1	1
727	на возникшие	1	1
728	ранней стадии	1	1
729	говорить не	1	1
730	чтобы потом	1	1
731	внутреннюю логику	1	1
732	самую суть	1	1
733	всего то	1	1
734	же на	1	1
735	руку и	1	1
736	мы бы	1	1
737	вам это	1	1
738	это дает	1	1
739	и начинается	1	1
740	каком направлении	1	1
741	на большую	1	1
742	своего рода	1	1
743	этого в	1	1
744	не хотел	1	1
745	а вот	1	1
746	что общие	1	1
747	сходство между	1	1
748	ему но	1	1
749	равно как	1	1
750	ее для	1	1
751	давно уже	3	1
752	там же	2	1
753	материала это	1	1
754	в письме	5	1
755	и стал	2	1
756	на старом	1	1
757	также что	1	1
758	еще к	1	1
759	было не	1	1
760	н и	1	1
761	указания на	1	1
762	привела к	1	1
763	голос и	1	1
764	я думаю	1	1
765	связывает с	1	1
766	и несомненно	1	1
767	есть по	1	1
768	об известном	1	1
769	однажды в	1	1
770	его ума	1	1
771	этого и	1	1
772	по преимуществу	1	1
773	один пример	1	1
774	он отличается	1	1
775	из высших	1	1
776	нашему убеждению	2	1
777	можно объяснить	1	1
778	этот характер	1	1
779	быть приняты	1	1
780	имеет никаких	1	1
781	между прочим	1	1
782	уже давно	1	1
783	служит для	1	1
784	не был	1	1
785	для правильного	1	1
786	достоевского то	1	1
787	вошел в	1	1
788	для создания	1	1
789	ли это	1	1
790	действие в	1	1
791	анализу в	1	1
792	ряда других	1	1
793	и заимствования	1	1
794	при участии	1	1
795	у которого	1	1
796	ней благодаря	1	1
797	бы его	1	1
798	от этой	1	1
799	человеческих типов	1	1
800	этот пробел	1	1
801	уж конечно	1	1
802	меня я	1	1
803	правда не	1	1
804	логику развития	1	1
805	основу и	1	1
806	в итоге	1	1
807	по крайней	1	1
808	человека т.е	1	1
809	основания предполагать	1	1
810	типичным представителем	1	1
811	не знаю	1	1
812	целью в	1	1
813	нам говорить	1	1
814	это никогда	1	1
815	еще бы	1	1
816	из сильнейших	1	1
817	почти одновременно	1	1
818	ее не	1	1
819	года и	1	1
820	к книге	1	1
821	же он	1	1
822	и общественную	1	1
823	с крайне	1	1
824	человека но	1	1
825	и резкое	1	1
826	на три	1	1
827	второй половине	1	1
828	не будем	1	1
829	в предшествующей	1	1
830	ней едва	1	1
831	это мнение	1	1
832	а о	1	1
833	не переставал	1	1
834	так в	2	1
835	и развивал	1	1
836	широкое распространение	1	1
837	некоторые черты	1	1
838	слова тем	1	1
839	жизнь и	1	1
840	искать в	1	1
841	человека в	3	1
842	же с	1	1
843	развиваться в	1	1
844	только по-разному	1	1
845	он одновременно	1	1
846	что мог	1	1
847	а от	1	1
848	я только	1	1
849	событий и	1	1
850	их общий	1	1
851	и детей	4	1
852	в родстве	1	1
853	это то	1	1
854	вы не	1	1
855	стремится показать	1	1
856	сильные стороны	1	1
857	с различными	1	1
858	с белым	1	1
859	как ему	1	1
860	самым он	1	1
861	момент его	1	1
862	как общее	1	1
863	как новый	1	1
