N	2gram	Voloshinov	Freidism
124	самого начала	2	5
125	что она	1	5
126	по поводу	1	5
127	в ее	3	5
128	с их	1	5
129	в которой	3	5
130	тому что	1	5
131	в себя	1	5
132	внутренней речи	1	5
133	не было	1	5
134	другими словами	1	5
135	индивидуального организма	1	5
136	не знает	1	5
137	как это	1	5
138	далеко не	1	5
139	только то	1	5
140	заключается в	1	5
141	в общем	2	5
142	отнюдь не	1	5
143	в последнем	1	4
144	смысле слова	2	4
145	мысли и	1	4
146	в виду	1	4
147	сводится к	1	4
148	по себе	1	4
149	если бы	2	4
150	теперь мы	1	4
151	в собственном	1	4
152	может стать	2	4
153	подхода к	1	4
154	связанные с	2	4
155	как в	2	4
156	себя и	1	4
157	этот вопрос	1	4
158	зависимости от	2	4
159	и истории	2	4
160	ничего общего	3	4
161	это и	1	4
162	данном случае	2	4
163	в данном	2	4
164	потому что	1	4
165	и оно	1	4
166	не всегда	1	4
167	в этот	2	4
168	и т.п	7	4
169	слова и	2	4
170	только на	1	4
171	в истории	1	4
172	так же	2	4
173	отметить что	1	4
174	связанных с	2	4
175	нет и	1	4
176	в своем	1	4
177	все время	1	4
178	одна из	1	4
179	только с	1	4
180	но это	1	4
181	едва ли	1	4
182	этом отношении	1	4
183	тем не	1	4
184	не существует	1	4
185	в зависимости	2	4
186	последнем счете	1	4
187	но ведь	5	4
188	на язык	2	4
189	не имеющие	1	4
190	выражение в	1	4
191	и речи	1	4
192	этом мы	1	4
193	и может	2	4
194	должны быть	1	4
195	в другом	2	4
196	в узком	1	4
197	в области	2	4
198	его к	1	4
199	с ее	1	4
200	в целом	2	4
201	собственном смысле	1	3
202	для всех	1	3
203	же объясняется	1	3
204	классового сознания	1	3
205	и при	2	3
206	связанное с	1	3
207	мы в	1	3
208	для них	1	3
209	нет никакого	1	3
210	и тот	1	3
211	в них	2	3
212	все то	1	3
213	их в	1	3
214	социальной группы	4	3
215	конечном счете	1	3
216	мыслей и	1	3
217	две группы	1	3
218	при анализе	3	3
219	что мы	1	3
220	и социальной	1	3
221	на основе	1	3
222	в одном	3	3
223	в совершенно	1	3
224	уже в	2	3
225	из наиболее	1	3
226	не совсем	1	3
227	на две	2	3
228	во всей	2	3
229	в сознании	4	3
230	иным как	2	3
231	а вовсе	1	3
232	из него	1	3
233	того же	1	3
234	и становится	1	3
235	переходим к	1	3
236	и то	3	3
237	мы видим	2	3
238	они не	1	3
239	ведь именно	1	3
240	узком смысле	1	3
241	социального общения	6	3
242	в конечном	1	3
243	от всех	2	3
244	он пытается	1	3
245	одним из	1	3
246	на себя	1	3
247	возможно только	1	3
248	но для	3	3
249	такой же	1	3
250	и как	1	3
251	на все	1	3
252	и являются	1	3
253	один и	1	3
254	и следовательно	2	3
255	в условиях	1	3
256	которой он	1	3
257	в г	2	3
258	выйти за	1	3
259	в самых	1	3
260	ни один	3	3
261	между тем	2	3
262	общего не	1	3
263	в искусстве	3	3
264	не приходится	1	3
265	и является	2	3
266	конечно в	2	3
267	борьба с	1	3
268	или как	1	3
269	природы и	1	3
270	свести к	1	3
271	и есть	1	3
272	своих основных	1	3
273	формы и	1	3
274	оно может	1	3
275	на место	1	3
276	нуждается в	2	3
277	на всем	1	3
278	а как	2	3
279	ведь и	1	3
280	в эпоху	1	3
281	и этот	2	2
282	или только	1	2
283	для себя	2	2
284	не чем	2	2
285	и их	7	2
286	хх века	1	2
287	в некоторых	1	2
288	не как	3	2
289	не исчерпывается	2	2
290	находятся в	1	2
291	в науке	1	2
292	из того	1	2
293	в отношении	2	2
294	этого процесса	1	2
295	равно как	1	2
296	к другим	1	2
297	чем иным	2	2
298	в мире	1	2
299	что такой	1	2
300	в широком	1	2
301	же остается	1	2
302	явлений и	2	2
303	не имеет	2	2
304	является для	1	2
305	да и	3	2
306	не пытается	1	2
307	не входит	1	2
308	в дальнейшем	1	2
309	его и	1	2
310	в такой	1	2
311	должно быть	1	2
312	вопрос о	1	2
313	отсюда и	1	2
314	в течение	2	2
315	связана с	3	2
316	одной стороны	2	2
317	вскрыть все	1	2
318	время в	1	2
319	и уже	3	2
320	в различных	1	2
321	материи и	1	2
322	у других	1	2
323	превращается в	3	2
324	быть это	1	2
325	же самое	1	2
326	мы полагаем	1	2
327	с другой	2	2
328	в отличие	1	2
329	мог бы	2	2
330	него все	1	2
331	для понимания	1	2
332	только его	2	2
333	художественной формы	1	2
334	бы в	2	2
335	но так	2	2
336	только о	1	2
337	мы закончим	1	2
338	подойти к	2	2
339	его можно	1	2
340	как к	1	2
341	как объективный	1	2
342	выходит за	1	2
343	преодолеть это	1	2
344	влечет к	1	2
345	с одной	2	2
346	вполне понятно	4	2
347	такого рода	1	2
348	и через	1	2
349	и связанных	1	2
350	он и	1	2
351	что при	1	2
352	полагаем что	1	2
353	то мы	1	2
354	же такое	1	2
355	представлений и	2	2
356	в их	3	2
357	вспомнить о	1	2
358	а на	1	2
359	от матери	1	2
360	обратимся к	1	2
361	в несколько	1	2
362	а также	2	2
363	в конце	1	2
364	между собою	2	2
365	ведь только	1	2
366	эти три	1	2
367	же как	1	2
368	его школа	1	2
369	всем своем	1	2
370	но когда	1	2
371	другом месте	1	2
372	постановка вопроса	1	2
373	разрыв между	2	2
374	от этого	2	2
375	больше и	1	2
376	о которых	1	2
377	связанный с	1	2
378	социальных взаимоотношений	1	2
379	в одной	1	2
380	работы и	1	2
381	нужно отметить	2	2
382	отличие от	1	2
383	также и	1	2
384	объективный факт	1	2
385	с большим	1	2
386	или же	1	2
387	речи и	1	2
388	и тем	2	2
389	частных наук	1	2
390	нужно сказать	1	2
391	ни одно	2	2
392	в нашей	1	2
393	входит в	2	2
394	два направления	1	2
395	то или	1	2
396	думать что	2	2
397	на всю	1	2
398	или иное	1	2
399	и часто	1	2
400	когда мы	1	2
401	в книге	2	2
402	роковую роль	1	2
403	но если	1	2
404	говорить об	2	2
405	как система	1	2
406	там где	2	2
407	социальное событие	1	2
408	о какой	1	2
409	как для	1	2
410	в особенности	1	1
411	образование которое	1	1
412	к сожалению	2	1
413	науки о	1	1
414	во всем	2	1
415	действительности поэтому	1	1
416	марксистский диалектический	1	1
417	не нашел	1	1
418	несомненно что	1	1
419	абстрактно выделенным	1	1
420	существует но	1	1
421	можно говорить	1	1
422	и здесь	1	1
423	с момента	1	1
424	этого необходимо	1	1
425	этой проблемы	2	1
426	подробно на	1	1
427	тесно связана	1	1
428	в хх	1	1
429	которые не	1	1
430	груди и	1	1
431	он только	2	1
432	же является	1	1
433	есть прежде	3	1
434	хх веке	1	1
435	и должно	2	1
436	но вый	1	1
437	само собою	1	1
438	момента в	1	1
439	и дает	1	1
440	его за	1	1
441	а у	1	1
442	художественного творчества	1	1
443	мы чувствуем	1	1
444	что основной	1	1
445	в разных	1	1
446	своей общей	1	1
447	в задачу	1	1
448	но тем	1	1
449	в другой	1	1
450	останавливаться подробно	1	1
451	и лучше	1	1
452	остановиться на	1	1
453	его социальной	1	1
454	наиболее чистым	1	1
455	литературного произведения	2	1
456	эпохи не	1	1
457	быть может	1	1
458	данной группы	1	1
459	чистым и	1	1
460	значения как	1	1
461	социальной ситуацией	1	1
462	же самые	1	1
463	жизненного высказывания	2	1
464	этим путем	1	1
465	ко всем	1	1
466	в борьбе	1	1
467	слове в	1	1
468	и словесный	1	1
469	следовательно в	1	1
470	тем что	2	1
471	тела и	3	1
472	она является	2	1
473	не смогут	1	1
474	уже на	1	1
475	же самый	1	1
476	представление о	1	1
477	одинаково являются	1	1
478	и социальная	1	1
479	может перейти	1	1
480	например в	1	1
481	благодаря которому	1	1
482	имеет место	2	1
483	устойчивое и	1	1
484	ли не	1	1
485	похожим на	3	1
486	которого является	1	1
487	что иное	2	1
488	не что	2	1
489	и социально	2	1
490	взрослых и	1	1
491	явление и	1	1
492	собою разумеется	1	1
493	ли вообще	1	1
494	путем дифференциации	1	1
495	и голос	1	1
496	вследствие этого	1	1
497	плоскости в	1	1
498	пытается в	2	1
499	в ряду	1	1
500	менее всего	1	1
501	остановиться в	1	1
502	которую не	1	1
503	на одном	1	1
504	дурная абстракция	1	1
505	нам представляется	1	1
506	перейти во	1	1
507	г в	3	1
508	лирическое произведение	1	1
509	нет ничего	2	1
510	данной социальной	1	1
511	понятно что	3	1
512	ними и	1	1
513	в организме	1	1
514	во все	1	1
515	на три	1	1
516	ничего в	1	1
517	человеческого тела	1	1
518	и идеологический	1	1
519	перейти в	1	1
520	уже из	1	1
521	где нет	1	1
522	то это	1	1
523	данных и	1	1
524	жизни когда	1	1
525	не имеют	1	1
526	ясное и	1	1
527	идеологическое выражение	1	1
528	даже и	1	1
529	говорить не	1	1
530	о социальной	2	1
531	объекта в	1	1
532	наконец в	2	1
533	но даже	1	1
534	продолжающий его	1	1
535	может овладеть	1	1
536	это все	1	1
537	быть не	1	1
538	материального выражения	1	1
539	основные и	1	1
540	закономерностью и	1	1
541	и тогда	1	1
542	каждом слове	1	1
543	должны перейти	1	1
544	точно и	1	1
545	в руках	2	1
546	наиболее полно	2	1
547	нигде и	1	1
548	социальных оценок	1	1
549	мы все	1	1
550	между отдельными	1	1
551	в которую	2	1
552	борьбе с	1	1
553	слов и	4	1
554	та сила	1	1
555	и наиболее	2	1
556	для данного	1	1
557	людей и	1	1
558	мы считаем	2	1
559	и находит	1	1
560	нуждаются в	1	1
561	что те	1	1
562	и изучение	1	1
563	конечно этим	1	1
564	этого общения	1	1
565	теперь к	1	1
566	материале и	1	1
567	и там	1	1
568	между людьми	1	1
569	рассчитана на	1	1
570	из потребностей	1	1
571	быть понята	1	1
572	под ним	1	1
573	которых он	1	1
574	к следующему	1	1
575	класса к	1	1
576	место этого	1	1
577	она ни	1	1
578	в контексте	1	1
579	одной из	1	1
580	к которому	1	1
581	вся область	2	1
582	превращения его	1	1
583	объект и	2	1
584	форм их	1	1
585	это является	1	1
586	который в	1	1
587	этого слова	1	1
588	и внутренняя	2	1
589	именно с	1	1
590	его роль	1	1
591	только потому	1	1
592	не мог	2	1
593	предшествующей главе	1	1
594	она есть	1	1
595	него не	1	1
596	основная мысль	2	1
597	часто и	1	1
598	вся эта	1	1
599	примыкает к	1	1
600	своего развития	1	1
601	широко пользуется	1	1
602	рождается и	1	1
603	общение в	1	1
604	идеологическое образование	1	1
605	не боясь	1	1
606	что они	2	1
607	экономических отношений	1	1
608	телом и	2	1
609	не зная	1	1
610	ее и	1	1
611	этой внутренней	1	1
612	еще одну	1	1
613	только одного	1	1
614	быть сведены	1	1
615	и он	1	1
616	этом нужно	1	1
617	только одно	1	1
618	общения в	1	1
619	равно и	1	1
620	ему в	1	1
621	социального события	2	1
622	пр с	1	1
623	связей т.е	1	1
624	указать на	1	1
625	г о	1	1
626	внимание на	1	1
627	узких пределах	1	1
628	пределах того	1	1
629	его себе	1	1
630	утверждает и	1	1
631	лишь часть	1	1
632	слова когда	1	1
633	с системой	1	1
634	трудный путь	1	1
635	богатство и	1	1
636	следовательно без	1	1
637	но что	1	1
638	и один	1	1
639	системы и	1	1
640	слово в	3	1
641	не знаем	1	1
642	в виде	1	1
643	существует только	1	1
644	у такого	1	1
645	и некоторых	1	1
646	объективизма в	1	1
647	же не	1	1
648	или в	1	1
649	воспроизводится в	1	1
650	уже отсюда	1	1
651	и отражение	1	1
652	в свои	1	1
653	что к	1	1
654	разрыва между	1	1
655	осуществляется в	1	1
656	и всякое	1	1
657	про себя	1	1
658	и эта	5	1
659	жизни являются	1	1
660	сознания но	1	1
661	есть идеологическое	1	1
662	пределах данной	2	1
663	может в	2	1
664	наконец даже	1	1
665	борьбы и	1	1
666	которых еще	1	1
667	долгое время	1	1
668	некоторых других	1	1
669	при таком	1	1
670	на фоне	4	1
671	этим самым	1	1
672	проникают в	1	1
673	последнее время	1	1
674	особенности в	1	1
675	не на	2	1
676	зрения и	1	1
677	комплексов в	1	1
678	в двух	4	1
679	не знала	1	1
680	и это	1	1
681	такое изолированное	1	1
682	в каждой	1	1
683	из одного	1	1
684	до того	1	1
685	которые с	1	1
686	связанная с	1	1
687	так рождается	1	1
688	особенно в	1	1
689	тем более	1	1
690	понята и	1	1
691	как системы	3	1
692	разумеется что	2	1
693	для анализа	1	1
694	не вводит	1	1
695	иметь в	1	1
696	в каждом	4	1
697	от первого	1	1
698	того или	2	1
699	оценками и	1	1
700	может иметь	2	1
701	материалом для	2	1
702	находит свое	1	1
703	это конечно	1	1
704	и других	1	1
705	эта близость	1	1
706	как ни	1	1
707	рождения и	1	1
708	только путем	3	1
709	которую мы	1	1
710	связи с	1	1
711	картины мира	1	1
712	комплексы и	1	1
713	может возникнуть	1	1
714	но при	1	1
715	здесь она	1	1
716	на широкую	1	1
717	и научно	2	1
718	который мы	2	1
719	ту же	1	1
720	тому как	1	1
721	о возможности	1	1
722	к новым	1	1
723	что всякий	1	1
724	философской системы	1	1
725	на последующую	1	1
726	кажется что	2	1
727	эта социальная	1	1
728	к тем	1	1
729	что эта	2	1
730	одно и	3	1
731	и определяет	1	1
732	в тех	2	1
733	для человека	1	1
734	можно было	1	1
735	в начале	1	1
736	всякой возможности	1	1
737	еще в	2	1
738	как же	1	1
739	в предшествующей	1	1
740	отчасти в	1	1
741	как то	1	1
742	единичного высказывания	1	1
743	они-то и	1	1
744	и т.д	5	1
745	истории и	1	1
746	тем как	1	1
747	теоретической и	1	1
748	никакого отношения	1	1
749	правда он	1	1
750	функций и	1	1
751	противостоит не	1	1
752	именно та	1	1
753	общего с	3	1
754	в понимании	1	1
755	и никогда	1	1
756	этим же	1	1
757	что изучение	1	1
758	выражения в	1	1
759	материала в	4	1
760	которая связана	1	1
761	которое мы	2	1
762	еще одно	1	1
763	содержания и	1	1
764	роль играет	1	1
765	отождествляется с	1	1
766	вне и	1	1
767	ощущаем в	1	1
768	социальной среде	1	1
769	на то	1	1
770	мы слышим	1	1
771	нам как	1	1
772	здесь мы	3	1
773	или иного	2	1
774	может и	1	1
775	и чем	1	1
776	нам кажется	1	1
777	и особенно	1	1
778	есть не	2	1
779	искусства в	1	1
780	иное как	2	1
781	и самый	1	1
782	превращаются в	1	1
783	он действительно	1	1
784	себе а	1	1
785	и сами	1	1
