N	2gram	Tiupa_Narr	RusskieA
231	несмотря на	1	4
232	как можно	2	4
233	но он	2	4
234	а за	2	4
235	так на	1	4
236	под именем	1	4
237	ставят на	1	4
238	здесь мы	1	4
239	себя внимание	3	4
240	тем и	1	4
241	этот вопрос	1	4
242	природы и	1	4
243	что для	1	4
244	могут быть	1	4
245	рассматривается как	1	4
246	и от	3	4
247	означает что	1	4
248	своего рода	17	4
249	и здесь	3	4
250	та же	2	4
251	они и	2	4
252	если в	2	4
253	не на	1	4
254	так называемый	1	4
255	то время	1	4
256	бросается в	1	4
257	в основе	1	4
258	и до	1	4
259	переход от	2	4
260	на две	2	4
261	в образе	1	4
262	всяком случае	2	4
263	у них	1	4
264	и после	3	4
265	уже в	1	4
266	на кладбище	1	4
267	его и	2	4
268	по своему	3	4
269	а к	3	4
270	отличие от	6	4
271	в ней	5	4
272	дело не	3	4
273	связано с	2	4
274	к ней	3	4
275	и ее	3	4
276	по полю	2	4
277	и тогда	2	4
278	иное как	1	4
279	что один	1	3
280	все что	4	3
281	и объяснить	1	3
282	которые не	1	3
283	говорит о	3	3
284	в какой	2	3
285	в виду	2	3
286	церковь и	1	3
287	связь с	1	3
288	более или	2	3
289	на которых	1	3
290	есть в	1	3
291	где они	2	3
292	детей и	1	3
293	имеет место	4	3
294	а именно	2	3
295	на первый	1	3
296	обращает на	3	3
297	сразу же	1	3
298	восходит к	2	3
299	он был	1	3
300	в различных	1	3
301	по отношению	5	3
302	ее по	1	3
303	что ее	1	3
304	свою очередь	2	3
305	и еще	2	3
306	как на	2	3
307	что все	1	3
308	точки зрения	8	3
309	что именно	2	3
310	тем это	1	3
311	тут же	1	3
312	вся эта	1	3
313	никогда не	8	3
314	ее и	1	3
315	как средство	1	3
316	с одной	5	3
317	только часть	1	3
318	на него	4	3
319	хотя и	8	3
320	в ее	4	3
321	чем у	1	3
322	и через	2	3
323	по содержанию	1	3
324	тому же	9	3
325	воскресение божества	1	3
326	или не	5	3
327	в которой	2	3
328	очевидно что	1	3
329	большинстве случаев	1	3
330	в области	4	3
331	сих пор	3	3
332	в русской	3	3
333	на другой	6	3
334	к слову	1	3
335	в форме	7	3
336	с таким	1	3
337	другой день	4	3
338	умирающего и	1	3
339	на лошади	1	3
340	ней в	2	3
341	его к	1	3
342	за все	1	3
343	чтобы не	1	3
344	любви и	1	3
345	на дворе	1	3
346	до сих	3	3
347	них в	1	3
348	то есть	15	3
349	живет в	1	3
350	из которых	1	3
351	и смех	1	3
352	одного конца	1	3
353	сводится к	10	3
354	если бы	9	3
355	встречаются и	1	3
356	в своей	8	3
357	можно назвать	2	3
358	жизни в	7	3
359	том как	3	3
360	смерти и	1	3
361	и жены	1	3
362	с точки	2	3
363	них как	2	3
364	значение и	1	3
365	с которой	1	3
366	представление будто	1	3
367	каждый из	3	3
368	и наоборот	1	3
369	из наиболее	6	3
370	на этот	2	3
371	здесь не	4	3
372	говорилось выше	3	3
373	и то	3	3
374	нас нет	2	3
375	только по	1	3
376	это и	2	3
377	что с	2	3
378	с другими	1	3
379	на небо	1	3
380	о воскресении	3	3
381	и воскресающего	1	3
382	этом не	1	3
383	с той	2	3
384	а п	1	3
385	по его	3	3
386	или менее	2	3
387	жизнь и	1	3
388	церкви и	2	3
389	быть и	3	3
390	когда он	1	3
391	что касается	3	3
392	как он	3	3
393	в большинстве	1	3
394	на других	1	3
395	отношению к	5	3
396	место в	3	3
397	в период	1	3
398	на то	4	3
399	и его	12	3
400	и игры	1	3
401	слова в	4	3
402	как символ	1	3
403	не к	4	3
404	это на	1	2
405	христа в	1	2
406	к вечеру	1	2
407	исходя из	4	2
408	к этой	1	2
409	с этой	3	2
410	женщин и	1	2
411	тем как	1	2
412	не как	1	2
413	которые по	1	2
414	это пока	1	2
415	это нужно	1	2
416	нас в	2	2
417	например с	1	2
418	его от	1	2
419	другой стороны	2	2
420	но что	1	2
421	по себе	4	2
422	на основании	1	2
423	на сцену	1	2
424	этим объясняется	1	2
425	на свой	1	2
426	ни одна	1	2
427	принадлежат к	1	2
428	его мнению	1	2
429	на эту	1	2
430	когда в	4	2
431	в момент	1	2
432	но мы	1	2
433	во вторник	1	2
434	следующее в	1	2
435	поздней осени	1	2
436	и дело	2	2
437	было не	1	2
438	можно сказать	11	2
439	во все	1	2
440	когда на	1	2
441	раз и	2	2
442	но даже	1	2
443	одной стороны	5	2
444	этой связи	1	2
445	между двумя	6	2
446	а когда	1	2
447	о них	5	2
448	и когда	3	2
449	е годы	2	2
450	людей и	2	2
451	с другим	2	2
452	пока еще	4	2
453	также к	1	2
454	сказать что	5	2
455	но возможно	2	2
456	в нашем	4	2
457	это так	1	2
458	который в	2	2
459	в противном	1	2
460	и н	1	2
461	друг с	1	2
462	а мы	1	2
463	точка зрения	5	2
464	имеется довольно	1	2
465	в церкви	2	2
466	к различным	2	2
467	и он	8	2
468	огни и	1	2
469	на которую	1	2
470	и всей	1	2
471	должно быть	1	2
472	собой в	1	2
473	но еще	1	2
474	что при	1	2
475	сводились к	1	2
476	у него	13	2
477	что между	1	2
478	как по	2	2
479	но совершенно	1	2
480	евгении онегине	1	2
481	тот кто	2	2
482	одним из	2	2
483	быть только	1	2
484	в конце	4	2
485	в евгении	1	2
486	между ними	3	2
487	дома в	1	2
488	вербное воскресенье	1	2
489	в двух	2	2
490	был не	1	2
491	из одного	1	2
492	в чем	3	2
493	могло бы	3	2
494	мы можем	2	2
495	не означает	1	2
496	они становятся	1	2
497	и даже	4	2
498	только с	2	2
499	не будут	1	2
500	человека который	2	2
501	он не	8	2
502	и тем	9	2
503	в развитии	1	2
504	что эта	1	2
505	и является	2	2
506	в приведенном	1	2
507	иметь в	1	2
508	также не	2	2
509	не сами	1	2
510	в новое	1	2
511	следует признать	2	2
512	равной степени	3	2
513	которого в	1	2
514	как известно	3	2
515	на некоторые	1	2
516	т п	2	2
517	не говорится	1	2
518	его как	2	2
519	в себе	14	2
520	в силу	5	2
521	имела место	1	2
522	в него	2	2
523	не случайно	2	2
524	в один	1	2
525	в одну	1	2
526	и особенно	1	2
527	и сами	2	2
528	этому времени	1	2
529	в состав	5	2
530	где-нибудь в	1	2
531	с и	1	2
532	в жизни	9	2
533	верили в	1	2
534	уже знаем	1	2
535	этот не	1	2
536	о которой	3	2
537	интерес к	3	2
538	утверждает что	2	2
539	оно не	4	2
540	не более	1	2
541	самом деле	4	2
542	можно согласиться	1	2
543	на столе	1	2
544	о своей	3	2
545	обращается к	3	2
546	значения и	2	2
547	как не	1	2
548	и так	1	2
549	так называемая	2	2
550	при всех	1	2
551	перед нами	9	2
552	из деревни	2	2
553	совершенно не	1	2
554	не является	7	2
555	вытекает из	1	2
556	и состоит	6	2
557	относится к	1	2
558	быть не	3	2
559	и теперь	1	2
560	не могло	3	2
561	целый ряд	1	2
562	находящиеся в	1	2
563	он есть	1	2
564	тому и	1	2
565	к другому	2	2
566	представлениями о	1	2
567	за пределами	3	2
568	с нею	2	2
569	и воскресение	1	2
570	с его	6	2
571	говорится в	1	2
572	к новой	1	2
573	по этой	1	2
574	за столом	2	2
575	судя по	1	2
576	или просто	2	2
577	смерть и	1	2
578	ответ на	6	2
579	но на	1	2
580	в более	1	2
581	только одно	1	2
582	значение в	1	2
583	они не	3	2
584	или когда	1	2
585	предположение что	1	2
586	для него	8	2
587	этом отношении	5	2
588	как у	6	2
589	что каждый	1	2
590	участие в	2	2
591	в церковь	1	2
592	однако не	2	2
593	дело в	2	2
594	это еще	1	2
595	он видел	1	2
596	в ряде	2	2
597	в равной	3	2
598	в стороне	1	2
599	случае не	1	2
600	и без	1	2
601	случаях когда	1	2
602	с другом	1	2
603	должен быть	1	2
604	а он	1	2
605	особенно в	3	2
606	и вообще	1	2
607	тем более	2	2
608	чтобы сделать	1	2
609	обычно в	1	2
610	может иметь	1	2
611	а как	2	2
612	и притом	3	2
613	же к	1	2
614	в четверг	1	2
615	другой в	1	2
616	собой как	1	2
617	в частности	23	2
618	все не	1	2
619	только у	1	2
620	в начале	4	2
621	в пределах	2	2
622	время они	1	2
623	чем те	1	2
624	отношение к	2	2
625	для обозначения	2	2
626	для такого	1	2
627	этом и	5	2
628	собой очень	1	2
629	же можно	1	2
630	в новой	1	2
631	если она	3	2
632	им не	1	2
633	да на	1	2
634	дело здесь	1	2
635	и наконец	2	2
636	в е	3	2
637	в той	4	1
638	что было	1	1
639	с которыми	1	1
640	в самом	8	1
641	с xvii	1	1
642	в центре	4	1
643	еще раз	3	1
644	и сестер	1	1
645	еще более	1	1
646	всю ночь	1	1
647	указывает на	1	1
648	только что	4	1
649	рассказ о	1	1
650	от имени	1	1
651	есть время	1	1
652	случае мы	1	1
653	из всех	1	1
654	не мигая	2	1
655	для детей	1	1
656	этот момент	1	1
657	видел во	2	1
658	это обычно	1	1
659	воплощенной в	1	1
660	город с	2	1
661	становится очевидным	1	1
662	потому не	2	1
663	объяснить его	1	1
664	не являются	2	1
665	уже была	1	1
666	случае он	2	1
667	быть может	1	1
668	по мере	2	1
669	границы между	2	1
670	в предыдущей	1	1
671	значение это	1	1
672	типов в	1	1
673	в первом	4	1
674	относится и	1	1
675	и сам	4	1
676	во взаимной	1	1
677	в некотором	2	1
678	зато в	1	1
679	будем и	1	1
680	мы и	2	1
681	его решения	1	1
682	вся его	1	1
683	последние дни	1	1
684	молока в	1	1
685	перекликаясь друг	1	1
686	его на	1	1
687	одновременно и	1	1
688	смерть в	1	1
689	их за	1	1
690	это бывает	1	1
691	но у	1	1
692	по своим	2	1
693	обращения к	1	1
694	которое не	2	1
695	себя не	1	1
696	мир и	2	1
697	обращение к	1	1
698	весны не	1	1
699	который от	1	1
700	не удается	1	1
701	и смерти	1	1
702	и образ	1	1
703	первый взгляд	1	1
704	имеется ряд	1	1
705	и того	5	1
706	одного и	2	1
707	здесь достаточно	1	1
708	уже давно	1	1
709	века в	1	1
710	не могли	1	1
711	из толпы	1	1
712	которая представляет	1	1
713	по тем	1	1
714	которой он	4	1
715	характер так	1	1
716	хотя бы	4	1
717	в другом	5	1
718	домов и	1	1
719	из жизни	1	1
720	являются не	1	1
721	приходится к	1	1
722	из их	1	1
723	имея в	1	1
724	не довольствуясь	1	1
725	любое другое	1	1
726	и действия	2	1
727	и показывает	1	1
728	солнце и	1	1
729	идет по	2	1
730	может служить	5	1
731	за собой	1	1
732	дети в	1	1
733	точно так	2	1
734	из церкви	2	1
735	не обязательно	3	1
736	есть некоторая	1	1
737	превращается в	2	1
738	значительной степени	1	1
739	или точнее	1	1
740	не вполне	3	1
741	рассуждение о	1	1
742	не я	1	1
743	подробнее об	1	1
744	с длинной	1	1
745	не приходится	1	1
746	в холодную	1	1
747	ни одного	2	1
748	и мышления	1	1
749	связи которые	1	1
750	у себя	2	1
751	жизни как	2	1
752	наряду с	2	1
753	ее как	1	1
754	а только	1	1
755	такая же	1	1
756	к которому	1	1
757	же она	1	1
758	место для	1	1
759	на будущее	1	1
760	все время	2	1
761	приобщения к	1	1
762	своим формам	1	1
763	по одной	1	1
764	символ бессмертия	1	1
765	она может	2	1
766	выходя из	2	1
767	стороны после	1	1
768	недостаточно чтобы	1	1
769	не мог	7	1
770	это явная	1	1
771	к ее	3	1
772	того же	2	1
773	они могут	2	1
774	чем это	2	1
775	едва ли	5	1
776	важные в	1	1
777	что обычно	1	1
778	гораздо более	1	1
779	ближе к	1	1
780	представить себе	3	1
781	даже если	2	1
782	может состоять	1	1
783	и мы	1	1
784	по преимуществу	1	1
785	см гл	1	1
786	хотелось бы	1	1
787	похожи на	2	1
788	указать на	1	1
789	в раннем	1	1
790	первый раз	2	1
791	а тот	1	1
792	а далее	1	1
793	для которой	1	1
794	однако такая	1	1
795	из того	1	1
796	народной жизни	1	1
797	если они	1	1
798	гоголь в	1	1
799	и довольства	1	1
800	лучше чем	1	1
801	о единстве	1	1
802	аналогии с	1	1
803	не понимают	1	1
804	и сама	2	1
805	совершаемые с	1	1
806	братьев и	1	1
807	выступает в	2	1
808	забыт и	1	1
809	не от	1	1
810	не ограничивается	1	1
811	в третьем	4	1
812	это воскресение	1	1
813	сон в	1	1
814	не была	1	1
815	в результате	4	1
816	на разных	1	1
817	которая состоит	3	1
818	не знает	2	1
819	не о	2	1
820	говорит в	1	1
821	прежде чем	1	1
822	что за	1	1
823	по аналогии	2	1
824	что не	2	1
825	есть жизнь	1	1
826	но для	5	1
827	и своего	1	1
828	в детскую	2	1
829	с одним	1	1
830	в последние	2	1
831	время как	1	1
832	даже не	1	1
833	в до	1	1
834	и характер	1	1
835	глаза что	1	1
836	так сказать	4	1
837	всех их	1	1
838	в исторической	1	1
839	будут делать	1	1
840	себе и	2	1
841	точек зрения	2	1
842	в сторону	1	1
843	на свои	1	1
844	к некоторым	1	1
845	жизни то	2	1
846	и понимание	1	1
847	и отдельные	1	1
848	вопроса о	1	1
849	несут в	1	1
850	а потом	2	1
851	проявляет себя	1	1
852	человек как	1	1
853	вошел в	1	1
854	для его	1	1
855	лица и	2	1
856	или смерть	1	1
857	которой и	1	1
858	ему в	2	1
859	это прежде	1	1
860	до нас	1	1
861	на человеческую	1	1
862	по данному	1	1
863	там он	1	1
864	столь важное	1	1
865	зрения в	1	1
866	своим появлением	1	1
867	по пути	1	1
868	от конца	1	1
869	теперь уже	1	1
870	встречи и	1	1
871	оснований для	2	1
872	либо его	1	1
873	так называемые	1	1
874	и чтобы	1	1
875	в случае	4	1
876	i и	1	1
877	это по	1	1
878	нашем сознании	2	1
879	не будет	2	1
880	и смысла	1	1
881	к такой	1	1
882	в детстве	3	1
883	необходимо было	1	1
884	если же	2	1
885	возвращаясь к	1	1
886	и та	1	1
887	при такой	3	1
888	не могла	2	1
889	время когда	1	1
890	без этих	1	1
891	которой говорилось	1	1
892	по своей	3	1
893	в нее	2	1
894	как один	1	1
895	в которое	1	1
896	не раз	1	1
897	могла бы	1	1
898	вторая часть	1	1
899	как когда-то	1	1
900	однако в	4	1
901	и каждый	1	1
902	о его	3	1
903	звучит так	1	1
904	них не	1	1
905	в первой	3	1
906	и есть	1	1
907	с которым	1	1
908	теми же	1	1
909	в общем	1	1
910	ей не	1	1
911	необходимо чтобы	1	1
912	всю жизнь	1	1
913	еды в	1	1
914	иной раз	1	1
915	бы ни	1	1
916	слова как	1	1
917	обычно с	1	1
918	мыслей в	1	1
919	его смерти	2	1
920	чем и	2	1
921	он обращается	1	1
922	причем это	1	1
923	историю их	1	1
924	каждого из	2	1
925	спрашивает у	1	1
926	сливаются в	2	1
927	в пространстве	3	1
928	не отличается	1	1
929	себя но	2	1
930	другой более	1	1
931	однако и	5	1
932	бывает и	1	1
933	во втором	6	1
934	он уже	3	1
935	в городе	2	1
936	по форме	1	1
937	однако эта	1	1
938	которым можно	1	1
939	через посредство	3	1
940	обладает для	1	1
941	в о	1	1
942	другой а	1	1
943	и прочих	2	1
944	должна быть	2	1
945	которых мы	1	1
946	для себя	3	1
947	говорит а	1	1
948	освободиться от	2	1
949	говорит и	1	1
950	никак не	5	1
951	сам по	1	1
952	он на	1	1
953	истории в	8	1
954	времени когда	1	1
955	два явления	1	1
956	того кого	1	1
957	ни в	1	1
958	однако он	1	1
959	что после	1	1
960	она уходит	1	1
961	него нет	1	1
962	за это	1	1
963	не могут	1	1
964	один человек	1	1
965	со всеми	3	1
966	теперь на	1	1
967	приходится на	1	1
968	обеда в	1	1
969	если не	4	1
970	до этого	1	1
971	ни о	3	1
972	начинается так	2	1
973	значения как	1	1
974	что когда-то	1	1
975	значении этого	1	1
976	одна деталь	1	1
977	к которым	1	1
978	возвращение к	1	1
979	как о	2	1
980	для каждого	1	1
981	характером в	1	1
982	которые могут	2	1
983	что видел	1	1
984	в современной	4	1
985	с будущим	1	1
986	по разным	1	1
987	свидетельствует об	2	1
988	о любви	1	1
989	есть на	1	1
990	только себя	1	1
991	ли он	2	1
992	жизни близких	1	1
993	о котором	4	1
994	зависимости от	3	1
995	не до	1	1
996	различные и	1	1
997	с большей	1	1
998	со стороны	14	1
999	не своим	1	1
1000	всей своей	1	1
1001	во сне	4	1
1002	здесь нет	1	1
1003	редко и	1	1
1004	не входит	1	1
1005	в своего	2	1
1006	свое внимание	1	1
1007	еще и	1	1
1008	необходимо также	1	1
1009	своем роде	1	1
1010	что мы	2	1
1011	в греческой	1	1
1012	совершенно иной	1	1
1013	тех же	1	1
1014	в роли	2	1
1015	в значительной	1	1
1016	на том	2	1
1017	наконец в	1	1
1018	радость жизни	1	1
1019	в город	2	1
1020	это все	1	1
1021	это только	1	1
1022	внимание на	7	1
1023	не должны	1	1
1024	смысл который	1	1
1025	отношении к	1	1
1026	о своем	2	1
1027	от других	1	1
1028	внимания на	1	1
1029	вслед за	4	1
1030	и соответствующих	1	1
1031	слова с	1	1
1032	возвращается домой	1	1
1033	только тем	1	1
1034	сообщает на	1	1
1035	в каком	1	1
1036	а во	5	1
1037	нет оснований	2	1
1038	на лоне	1	1
1039	не встречается	1	1
1040	жизни по	1	1
1041	и будущее	1	1
1042	на более	1	1
1043	может послужить	1	1
1044	это позволяет	1	1
1045	в данной	2	1
1046	в тексте	17	1
1047	тем же	3	1
1048	и служит	2	1
1049	мог бы	1	1
1050	принадлежит к	1	1
1051	в самую	2	1
1052	одной из	2	1
1053	что я	4	1
1054	в сознании	6	1
1055	он может	1	1
1056	характерное для	1	1
1057	здесь и	1	1
1058	только потому	1	1
1059	это множество	1	1
1060	каждый вечер	1	1
1061	мы еще	1	1
1062	в самой	1	1
1063	собой то	1	1
1064	только о	1	1
1065	и девочка	2	1
1066	точку зрения	3	1
1067	в м	1	1
1068	обратиться к	2	1
1069	смерти как	1	1
1070	как раз	9	1
1071	в любви	1	1
1072	фаза в	1	1
1073	то они	3	1
1074	из дома	1	1
1075	жизни столь	1	1
1076	и радость	1	1
1077	ничем не	1	1
1078	мог быть	1	1
1079	пока что	2	1
1080	основе своей	1	1
1081	может не	1	1
1082	и было	1	1
1083	это был	1	1
1084	мотивы в	1	1
1085	свидетельствует о	4	1
1086	за которую	1	1
1087	смысл тем	1	1
1088	новой жизни	1	1
1089	зависит от	3	1
1090	крестьянской среде	1	1
1091	одна и	1	1
1092	бы на	1	1
1093	что одно	2	1
1094	же их	1	1
1095	из особенностей	1	1
1096	времен года	1	1
1097	он и	2	1
1098	в литературе	8	1
1099	о нем	5	1
1100	видя в	2	1
1101	истории как	2	1
1102	указание на	1	1
1103	чем тот	1	1
1104	и передают	1	1
1105	другой исследователь	1	1
1106	действие а	1	1
1107	церемонии не	1	1
1108	как нечто	1	1
1109	слова а	1	1
1110	о ее	1	1
1111	таком случае	1	1
1112	когда же	2	1
1113	имеет двоякую	1	1
1114	быть вполне	1	1
1115	но с	1	1
1116	течение всей	1	1
1117	что к	1	1
1118	пишет не	1	1
1119	указывает и	1	1
1120	и где	1	1
1121	изложения и	1	1
1122	только сам	1	1
1123	со двора	1	1
1124	когда все	2	1
1125	затем к	1	1
1126	только два	1	1
1127	как она	2	1
1128	но по	1	1
1129	напротив они	2	1
1130	является не	1	1
1131	при таком	1	1
1132	на улицах	1	1
1133	однако это	1	1
1134	противном случае	1	1
1135	это происходит	1	1
1136	вниз а	1	1
1137	ли не	3	1
1138	церковной службе	1	1
1139	в такой	1	1
1140	остановимся на	1	1
1141	и оно	1	1
1142	это было	3	1
1143	картину в	1	1
1144	так а	3	1
1145	в каждой	1	1
1146	а так	1	1
1147	как все	2	1
1148	день действительно	1	1
1149	нельзя было	1	1
1150	ему не	1	1
1151	достаточно вспомнить	1	1
1152	они все	1	1
1153	от первого	4	1
1154	того или	3	1
1155	характер этой	1	1
1156	искать в	1	1
1157	его словам	1	1
1158	природа в	1	1
1159	этих строк	1	1
1160	в полной	1	1
1161	же с	1	1
1162	выше и	1	1
1163	он говорит	1	1
1164	оно в	1	1
1165	предыдущей главе	1	1
1166	две стороны	1	1
1167	не могу	2	1
1168	ни один	1	1
1169	также и	4	1
1170	одну из	1	1
1171	а из	1	1
1172	не по	5	1
1173	и многочисленные	1	1
1174	плачут и	1	1
1175	изучен в	1	1
1176	с совершенно	1	1
1177	взывает к	2	1
1178	что смерть	1	1
1179	на другое	1	1
1180	во второй	2	1
1181	и символически	1	1
1182	а по	2	1
1183	нужно было	1	1
1184	и детей	1	1
1185	исходит от	1	1
1186	говоря о	2	1
1187	в нашей	1	1
1188	не следует	3	1
1189	стороны и	1	1
1190	в зеркало	1	1
1191	их как	1	1
1192	первые два	1	1
1193	еще на	1	1
1194	жизни это	2	1
1195	он приходится	1	1
1196	в отрыве	1	1
1197	животных в	1	1
1198	же самое	3	1
1199	со своими	3	1
1200	в четвертом	1	1
1201	и много	1	1
1202	о каких	1	1
1203	случае с	2	1
1204	как за	1	1
1205	это означает	2	1
1206	что изображает	1	1
1207	в голову	1	1
1208	ряде случаев	2	1
1209	жизни и	7	1
1210	чиновника или	1	1
1211	жениться на	1	1
1212	глазами и	1	1
1213	нуждается в	1	1
1214	на всем	1	1
1215	являют собой	1	1
1216	нам как	2	1
1217	другие с	1	1
1218	ли в	2	1
1219	на своих	2	1
1220	не остаются	1	1
1221	надо было	1	1
1222	все для	1	1
1223	однако все	1	1
1224	после смерти	2	1
1225	хотя они	1	1
1226	именно это	1	1
1227	и совершенно	1	1
1228	здесь следует	1	1
1229	и иные	1	1
1230	он полагал	1	1
