N	3gram	Losev_Vlad	Psycholo
328	сказать что здесь	1	1
329	что для нас	1	1
330	и не без	2	1
331	мы уже видели	1	1
332	главным образом в	2	1
333	может быть этот	1	1
334	обычном смысле этого	1	1
335	не в одном	1	1
336	из этих элементов	1	1
337	и заключать в	1	1
338	сказать что по	1	1
339	в этой же	1	1
340	бы мы имели	1	1
341	тех слов которые	1	1
342	из которых мы	1	1
343	нет ни одного	1	1
344	одной плоскости с	1	1
345	другой день после	1	1
346	также и в	2	1
347	не только как	1	1
348	и потому как	1	1
349	ни в чем	1	1
350	только в тех	1	1
351	на основании всех	1	1
352	в самом начале	1	1
353	у него есть	1	1
354	это едва ли	1	1
355	в письме к	12	1
356	во всей этой	1	1
357	таким образом согласно	1	1
358	которое не могло	1	1
359	о чем у	1	1
360	ему казалось что	1	1
361	заключать в себе	1	1
362	для объяснения его	1	1
363	как и вообще	1	1
364	почти никогда не	1	1
365	что она всегда	1	1
366	мы читаем о	1	1
367	в этом слове	1	1
368	хотя бы по	1	1
369	в эти самые	1	1
370	и что можно	2	1
371	так что в	2	1
372	в том же	3	1
373	является полной противоположностью	1	1
374	в том числе	1	1
375	что отнюдь не	1	1
376	вступила с ним	1	1
377	во что бы	1	1
378	требует от нас	1	1
379	я говорю о	1	1
380	до некоторой степени	2	1
381	а кроме того	1	1
382	что дело не	1	1
383	что он был	1	1
384	можно сказать с	1	1
385	то что можно	1	1
386	и не могла	1	1
387	а также в	1	1
388	что он сам	1	1
389	разного рода событиям	1	1
390	все с теми	1	1
391	он относится к	1	1
392	я от него	1	1
393	по существу дела	1	1
394	он чувствует себя	1	1
395	имеет никакого отношения	1	1
396	всю человеческую жизнь	1	1
397	и в то	3	1
398	с ним и	1	1
399	что имеет дело	1	1
400	и как мы	2	1
401	не было ничего	1	1
402	то и вообще	1	1
403	ясно и просто	1	1
404	даже больше того	2	1
405	и понимали что	1	1
406	у него не	3	1
407	обратиться к такому	1	1
408	лицом к лицу	1	1
409	на вопросе о	1	1
410	и в его	2	1
411	к чему не	1	1
412	в каких внешних	1	1
413	что даже и	1	1
414	в двух словах	1	1
415	может быть целью	1	1
416	и в историческом	1	1
417	все это очень	1	1
418	что в этот	1	1
419	само собой разумеется	2	1
420	то ни стало	1	1
421	до известной степени	1	1
422	в течение всей	5	1
423	на другой день	1	1
424	пишет о его	1	1
425	и в некоторой	1	1
426	мы очень часто	1	1
427	но и здесь	1	1
428	то что начиная	1	1
429	каждый из этих	1	1
430	но дело в	2	1
431	во всем его	1	1
432	и не очень	1	1
433	ни к чему	1	1
434	в одной плоскости	1	1
435	в которой он	2	1
436	в свое время	6	1
437	как это можно	2	1
438	что же касается	8	1
439	и не в	1	1
440	человека то есть	1	1
441	конечно не в	1	1
442	казалось что в	1	1
443	и уже в	1	1
444	осталось у него	1	1
445	и в ней	1	1
446	но и из	1	1
447	и если это	1	1
448	однако он был	1	1
449	о том насколько	1	1
450	что бы то	1	1
451	но мы его	1	1
452	то же с	1	1
453	не может исполнить	1	1
454	от него в	1	1
455	в связи со	2	1
456	что ничего подобного	1	1
457	по одному тому	1	1
458	его жизни когда	1	1
459	еще и другие	1	1
460	и не принимает	1	1
461	никакого отношения к	3	1
462	и поэтического творчества	1	1
463	и можно сказать	2	1
464	к той же	1	1
465	но во всяком	1	1
466	для чего в	1	1
467	ни одного ни	1	1
468	в обычном смысле	1	1
469	на эту тему	2	1
470	том что даже	1	1
471	то что для	1	1
472	можно найти много	1	1
473	научной и философской	1	1
474	никак не могла	1	1
475	по этому вопросу	1	1
476	а для того	1	1
477	что я хочу	1	1
478	бы вместе с	1	1
479	место в этом	1	1
480	свидетельствуют о том	2	1
481	и привело к	1	1
482	что несмотря на	1	1
483	к жизни и	1	1
