N	3gram	Tiupa_Lite	Hudozhes
153	в евгении онегине	1	1
154	самобытной интерпретацией общего	1	1
155	человеческие документы дневники	1	1
156	читать духовно присваивая	1	1
157	сознании каждой новой	1	1
158	чужому я другого	1	1
159	обоснованной общей теории	1	1
160	чужом тексте ищет	1	1
161	построению исторически обоснованной	1	1
162	частные человеческие документы	1	1
163	формы текстуальности включая	1	1
164	исходя из жизнеподобия	1	1
165	интерпретацией общего с	1	1
166	страдивариус великий мастер	1	1
167	гипертрофируя вновь открытое	1	1
168	тексты своих народных	1	1
169	лишь для того	1	1
170	момент своего прочтения	1	1
171	а только лишь	1	1
172	в области художественного	1	1
173	традиционализма в различные	1	1
174	энциклопедию всей духовной	1	1
175	духовной жизни некоего	1	1
176	сделаться художественной реальностью	1	1
177	научением мастерства в	1	1
178	один единственный текст	1	1
179	современности которая обретает	1	1
180	и рецептивного сознаний	1	1
181	со временем предстало	1	1
182	реального адресата а	1	1
183	отношении к чужому	1	1
184	рамках новой парадигмы	1	1
185	императивов художественного творчества	1	1
186	носит внутренне свободный	1	1
187	все то что	1	1
188	одним из существеннейших	1	1
189	сверхтекст пушкин очень	1	1
190	отношением художественности становится	1	1
191	то есть в	1	1
192	внутреннюю сторону окружающей	1	1
193	стороны субъекта художественной	1	1
194	может быть назван	1	1
195	чтения становится не	2	1
196	императиву мастерства приходит	1	1
197	активное соучастие читателя	2	1
198	индивидуальность гения чья	1	1
199	любые в частности	1	1
200	увидевший в деятельности	1	1
201	должно стать самостоятельным	1	1
202	оставался единым со	1	1
203	что произведение искусства	1	1
204	становится не менее	2	1
205	текст должен быть	1	1
206	и эстетического адресата	1	1
207	друг друга субпарадигмами	1	1
208	в суверенность чужого	1	1
209	не на территории	1	1
210	осознание собственно творческой	1	1
211	искусства после гегеля	1	1
212	эксплицитные правила при	1	1
213	параметрам ведет к	1	1
214	как это мыслилось	1	1
215	акт художника оборачивается	2	1
216	в сознание адресата	1	1
217	эстетической неклассичности известной	1	1
218	ее адресат а	1	1
219	индивидуальных исканий и	1	1
220	первозрителя первослушателя собственного	1	1
221	эта природная одаренность	1	1
222	и общества о	1	1
223	критерием художественности и	1	1
224	творческой стороны эстетического	1	1
225	на активное соучастие	2	1
226	коммуникативной природы искусства	2	1
227	художественной деятельности искусство	1	1
228	текста отождествляемая с	1	1
229	вменяется собственно эстетическая	1	1
230	рассчитана на активное	2	1
231	реальностью фикции фантазма	1	1
232	искусства но отошли	1	1
233	быть наделен не	1	1
234	месте искусства в	1	1
235	не остаться субъективным	1	1
236	уголок который всегда	1	1
237	отождествляться с наукой	1	1
238	это мастер исполнитель	1	1
239	сменявшими друг друга	1	1
240	менее важным чем	2	1
241	не для себя	1	1
242	и тем же	1	1
243	известной незавершенности открытости	1	1
244	погибнуть заявляя свою	1	1
245	всей духовной жизни	1	1
246	ценностных ориентиров художественного	1	1
247	языка на котором	1	1
248	предромантической романтической и	1	1
249	в своего рода	1	1
250	как созидающая в	1	1
251	задания сколько креативное	1	1
252	распространять в области	1	1
253	манифестацией эстетической игры	1	1
254	творческий акт художника	1	1
255	самостоятельным внутренним высказыванием	1	1
256	незавершенности открытости конструктивной	1	1
257	обретает статус дискурса	1	1
258	тому как ученый	1	1
259	сознании адресата именно	1	1
260	стороны эстетического выражаемой	1	1
261	автора реализовать виртуальное	1	1
262	смену императиву мастерства	1	1
263	только на воображаемого	1	1
264	если говорить о	1	1
265	формой игровой реализации	1	1
266	при всем своем	1	1
267	откровение некоторой истины	1	1
268	свой тайный жар	1	1
269	деятельности мыслятся сверхиндивидуальными	1	1
270	есть жизненный аналог	1	1
271	реконструирующий скрытую внутреннюю	1	1
272	вновь открытое она	1	1
273	трагедии шекспира или	1	1
274	так толстой например	1	1
275	индивидуальной самобытностью аналогичен	1	1
276	и эстетической революцией	1	1
277	будет аккумулировано последующими	1	1
278	креативной творящей актуализации	1	1
279	для искусства в	1	1
280	не могли быть	1	1
281	в той мере	1	1
282	котором строго говоря	1	1
283	автор занимает режиссерское	1	1
284	мастерству вкусу оригинальности	1	1
285	его в особый	1	1
286	семиотической природы искусства	1	1
287	еще и рецептивная	1	1
288	фабрикации скрипок озабоченный	1	1
289	могут приобретать любые	1	1
290	ученый историк реконструирует	1	1
291	в соответствии с	2	1
292	в отдельных достижениях	1	1
293	лишь манифестацией эстетической	1	1
294	к смещению ценностных	1	1
295	в художественном восприятии	1	1
296	как человек со	1	1
297	реконструирует скрытые причины	1	1
298	себя в третьем	1	1
299	по которым строится	1	1
300	поскольку распространяет и	1	1
301	ранее гипертрофируя вновь	1	1
302	эстетической игры воображения	1	1
303	первочитателя первозрителя первослушателя	1	1
304	на уникальном художественном	1	1
305	явиться самобытной интерпретацией	1	1
306	материал критерием художественности	1	1
307	стадии и будет	1	1
308	тексты не может	1	1
309	таких парадигм подобно	1	1
310	текста оно мыслится	1	1
311	систематическое рассмотрение парадигм	1	1
312	на задний план	1	1
313	стихотворения в целом	1	1
314	читателя это не	1	1
315	со стороны субъекта	1	1
316	коробки психики слушателя	1	1
317	назначение последнего отныне	1	1
318	может быть постигнут	1	1
319	доминировавшего в историческом	1	1
320	на реального адресата	1	1
321	м.л гаспарова вся	1	1
322	этом образотворческом созидании	1	1
323	мире художественная деятельность	1	1
324	и самоутверждающаяся в	1	1
325	эстетическая цель изображать	1	1
326	игровой реализации своего	1	1
327	для себя а	1	1
328	освоенного ранее гипертрофируя	1	1
329	субъекта художественной деятельности	1	1
330	при наличии которой	1	1
331	всегда всему свету	1	1
332	от своего я	1	1
333	художественной реальностью образам	1	1
334	познавательной деятельностью направленной	1	1
335	приятные впечатления карамзин	1	1
336	автор материал критерием	1	1
337	дамы с собачкой	2	1
338	тексте ищет и	1	1
339	его целях задачах	1	1
340	императив вкуса произведение	1	1
341	по крайней мере	2	1
342	не остается возможности	1	1
343	субъекта и адресата	1	1
344	адресат а не	1	1
345	сколько креативное изобретение	1	1
346	предмет такой деятельности	1	1
347	индивидуума авторский текст	1	1
348	лишь завершающий этап	1	1
349	к объективной данности	1	1
350	текст основа не	1	1
351	авторитетностью его классических	1	1
352	поддается эстетическому обобщению	1	1
353	смена таких парадигм	1	1
354	иначе с познанием	1	1
355	специфически повышенной чувствительностью	1	1
356	в сознании адресата	1	1
357	однако в рамках	1	1
358	в осознании семиотической	1	1
359	деятельности художника не	1	1
360	открытием другого чужого	1	1
361	всегда стоит некий	1	1
362	например организовывал тексты	1	1
363	достодолжную и вполне	1	1
364	ключевым критерием художественности	1	1
365	отменить освоенного ранее	1	1
366	конститутивным моментом самого	1	1
367	мотивированная авторитетностью его	1	1
368	обретает жизнь лишь	1	1
369	творческой рефлексии художественное	1	1
370	средств и т.д	1	1
371	как совокупность убеждений	1	1
372	место первочитателя первозрителя	1	1
373	воображения или знаковый	1	1
374	исканий хх века	1	1
375	эмоционального вживания в	1	1
376	связанной так или	1	1
377	если в качестве	1	1
378	это работа с	1	1
379	качественный скачок творческой	1	1
380	героя ту или	1	1
381	этом как историк	1	1
382	которым строится авторский	1	1
383	отождествляемая с мастерством	1	1
384	его жизни подобно	1	1
385	высшего предназначения искусства	1	1
386	а в сознании	1	1
387	всем своем отталкивании	1	1
388	в самом начале	1	1
389	в рамках новой	1	1
390	не достаточно креативной	1	1
391	воспринимаются как недостаточно	1	1
392	стремительном развитии три	1	1
393	на реальное многообразие	1	1
394	в роли ценностного	1	1
395	художественности предполагает существенное	1	1
396	жизни подобно тому	1	1
397	открытое она лишь	1	1
398	классицизм например есть	1	1
399	последнего отныне не	1	1
400	основании литературного произведения	1	1
401	объекта и адресата	2	1
402	о каком говорится	1	1
403	первой парадигмы художественности	1	1
404	не только мастерство	1	1
405	по ту сторону	1	1
406	чувствительного приятные впечатления	1	1
407	технических средств и	1	1
408	перестает отождествляться с	1	1
409	бальзак реконструирующий скрытую	1	1
410	и будет аккумулировано	1	1
411	мастерства приходит императив	1	1
412	чужое сознание истинный	1	1
413	о том что	3	1
414	текст как пушкинская	1	1
415	реализм xix века	2	1
416	в xix веке	1	1
417	в иной в	1	1
418	я из картины	1	1
419	оказывается не столько	1	1
420	искусства было произведено	1	1
421	нет не тебя	1	1
422	воображением не могли	1	1
423	для постсимволиста становится	1	1
424	модификаций рефлективного традиционализма	1	1
425	аккумулировано последующими вследствие	1	1
426	художественности за такого	1	1
427	неэлиминируемым конститутивным моментом	1	1
428	художественности по одним	1	1
429	сознание глубже проникает	1	1
430	вычислением пропорций коробки	1	1
431	творческий процесс писателя	1	1
432	его организации ничего	1	1
433	чем искусство писания	2	1
434	укрепление в общественном	1	1
435	прозаического речевого материала	1	1
436	на котором строго	1	1
437	своего собственного романа	1	1
438	сколько красотой то	1	1
439	смысла жизни обобщающим	1	1
440	что такое искусство?	2	1
441	не тебя так	1	1
442	но само оно	1	1
443	десятилетий хх века	1	1
444	владение словом сколько	1	1
445	этих субпарадигм статус	1	1
446	как явление культуры	1	1
447	скрывайся и таи	1	1
448	в русской культуре	1	1
449	xix столетия предполагает	1	1
450	силится постичь внутреннее	1	1
451	нормативного художественного сознания	1	1
452	музыкант он же	1	1
453	осознании семиотической природы	1	1
454	оставляя тексту значимость	1	1
455	между писателем и	2	1
456	первоначальная парадигма художественности	1	1
457	самой жизни на	1	1
458	в свое время	1	1
459	иной в своей	1	1
460	одной стороны и	1	1
461	себя а для	1	1
462	внутреннего я и	1	1
463	в состоянии отменить	1	1
464	гениального индивидуума авторский	1	1
465	так и само	1	1
466	в тексте необходима	1	1
467	оказывается рассчитана на	2	1
468	должно одухотворить пресуществить	1	1
469	выступил основатель систематической	1	1
470	устранены из искусства	1	1
471	по преимуществу исторической	1	1
472	эффективность воздействия на	1	1
473	прежде работа с	1	1
474	переживания составляющие содержание	1	1
475	текст становится для	1	1
476	из искусства но	1	1
477	красотой то есть	1	1
478	котором трагедии шекспира	1	1
479	изменениями всегда стоит	1	1
480	есть такое историческое	1	1
481	своей индивидуальной самобытностью	1	1
482	романтической и постромантической	3	1
483	прошла в своем	1	1
484	статус дискурса трехстороннего	1	1
485	необходима еще и	1	1
486	деятельности смена таких	1	1
487	произведений от читателя	1	1
488	гегеля художественная деятельность	1	1
489	единственный текст текст	1	1
490	на смену императиву	1	1
491	обобщающим принципом присутствия	1	1
492	одаренность ценится теперь	1	1
493	нашу действительную жизнь	1	1
494	жизни обобщающим принципом	1	1
495	какой бы то	1	1
496	в е годы	3	1
497	при всем его	1	1
498	человек в душе	1	1
499	романтического читателя это	1	1
500	предполагает высокую эстетическую	1	1
501	века при всем	1	1
502	вытекающее из нового	1	1
503	отталкивании от романтизма	2	1
504	моделей или примеров	1	1
505	концепцию существования способа	1	1
506	как формирование текста	1	1
507	художественное произведение обретает	1	1
508	адресата а не	1	1
509	заменять эксплицитные правила	1	1
510	фикции фантазма творческого	1	1
511	читателя предлогом и	1	1
512	является продолжением и	1	1
513	художественной деятельности мыслится	1	1
514	с материалом а	1	1
515	как один из	1	1
516	остановилась приобретя достодолжную	1	1
517	питается радикальным открытием	1	1
518	другому силится постичь	1	1
519	оборачивается вторжением в	1	1
520	текста должно явиться	1	1
521	некоторой истины о	1	1
522	точно назвал романтизм	1	1
523	помысел гения никем	1	1
524	конвенция жанра мотивированная	1	1
525	деятельность это работа	1	1
526	много перемен трагедия	1	1
527	располагающей к сотворчеству	1	1
528	вся поэтика модернизма	2	1
529	вкусу оригинальности в	1	1
530	процесс писателя оказывается	1	1
531	свое воздействие на	1	1
532	и политического опыта	1	1
533	воспринимающего должно стать	1	1
534	так пылко я	1	1
535	воспринимающее сознание в	1	1
536	правил игра с	1	1
537	отрицается ориентация на	1	1
538	ничего недостающего или	1	1
539	парадигм художественности по	1	1
540	не в состоянии	1	1
541	внешнем мире художественная	1	1
542	столько владение словом	1	1
543	исполнение жанрового задания	1	1
544	автором героем и	1	1
545	в основе всех	1	1
546	сознанию в силу	1	1
547	самоутверждающаяся в этом	1	1
548	аналогичен автору каждый	1	1
549	быть это точка	3	1
550	воображении и самоутверждающаяся	1	1
551	расслышать оценить эту	1	1
552	правилам начинает восприниматься	1	1
553	ролью в миропорядке	1	1
554	гегель именовал веком	1	1
555	объект эстетического отношения	1	1
556	вторжением в суверенность	1	1
557	соучастие читателя искусство	2	1
558	в качестве творчества	1	1
559	фантазма творческого воображения	1	1
560	остается неизвестен и	1	1
561	и тем более	1	1
562	не просто связанной	1	1
563	аналог персонажа только	1	1
564	трехстороннего коммуникативного события	1	1
565	внутреннего я во	1	1
566	подвергаемого сомнению взаимопонимания	1	1
567	присваивая текст как	1	1
568	достаточно креативной творящей	1	1
569	литературная классика xix	1	1
570	общества о его	1	1
571	ведет к построению	1	1
572	деятельность мыслится уже	1	1
573	к вымышленному персонажу	1	1
574	и страдивариус великий	1	1
575	рамках романтической субпарадигмы	1	1
576	задний план не	1	1
577	обработке сырого прозаического	1	1
578	тем же параметрам	1	1
579	при этом в	3	1
580	который известен только	1	1
581	задания может совершенствоваться	1	1
582	на почве которой	1	1
583	такой парадигмы совершается	1	1
584	и распространять в	1	1
585	позволяет толковать о	1	1
586	знаковый материал текста	1	1
587	предлогом и формой	1	1
588	к настоящему другому	1	1
589	которой не остается	1	1
590	стоит некий качественный	1	1
591	доминировало на предыдущей	1	1
592	стереотипов художественного мышления	1	1
593	искусство активизировало свое	1	1
594	столь существенного скачка	1	1
595	раз и лучше	1	1
596	чтобы произведение искусства	1	1
597	назвал романтизм парнасским	1	1
598	заметить в его	1	1
599	то что доминировало	1	1
600	достоверность ключевым критерием	1	1
601	реализации своего собственного	1	1
602	смещению ценностных ориентиров	1	1
603	становиться самим собой	1	1
604	за такого рода	1	1
605	внутренне свободный игровой	1	1
606	той же природы	1	1
607	в другом стихотворении	1	1
608	причине в рамках	1	1
609	деятельности оказывается не	1	1
610	в санскритской традиции	1	1
611	красоту гармонию и	1	1
612	биологического мира представляет	1	1
613	при этом не	1	1
614	обретает при этом	1	1
615	он же и	1	1
616	собственно говоря и	1	1
617	существеннейших способов духовного	1	1
618	становится для читателя	1	1
619	не подвергаемого сомнению	1	1
620	рабле воспринимаются как	1	1
621	с познанием но	1	1
622	хаотичности картины индивидуальных	1	1
623	великий мастер по	1	1
624	эстетической природы искусства	1	1
625	принципиальное свойство данной	1	1
626	сознания критериев художественности	1	1
627	такое событие состоялось	1	1
628	быть устранены из	1	1
629	остаться субъективным фантазмом	1	1
630	своего оттиска в	1	1
631	романтизм явил собой	1	1
632	в себя и	2	1
633	субпарадигм статус художественного	1	1
634	только при условии	1	1
635	о мире и	1	1
636	жизни человека и	1	1
637	оно мыслится субъективной	1	1
638	ищет и находит	1	1
639	к чужому я	1	1
640	не несет в	1	1
641	авторский текст основа	1	1
642	смена ведущей парадигмы	1	1
643	сознания а в	1	1
644	чтобы сделаться художественной	1	1
645	в душе своей	2	1
646	оттесняет на задний	1	1
647	просто как это	1	1
648	становится оригинальность смелость	1	1
649	выдвигает откровение некоторой	1	1
650	убеждений ценностей технических	1	1
651	всей хаотичности картины	1	1
652	духовно присваивая текст	1	1
653	дискурса трехстороннего коммуникативного	1	1
654	есть исключительной целостностью	1	1
655	оказывается всего лишь	1	1
656	историческом промежутке между	1	1
657	автор читатель зритель	1	1
658	и т.д которая	1	1
659	а не объект	1	1
660	субъекта объекта и	1	1
661	то есть исключительной	1	1
662	о его целях	1	1
663	рассмотрение парадигм художественности	1	1
664	трагедия остановилась приобретя	1	1
665	целостностью при наличии	1	1
666	формирование текста со	1	1
667	в области чувствительного	1	1
668	появление и укрепление	1	1
669	в своем составе	2	1
670	языке авторского текста	1	1
671	рефлексии художественное сознание	1	1
672	содержание первой парадигмы	1	1
673	в образы другого	1	1
674	отныне деятельностью направленной	1	1
675	креативистской художественной культуры	1	1
676	татьяна которая в	1	1
677	с читателем в	1	1
678	основатель систематической эстетики	1	1
679	как ученый историк	1	1
680	то есть от	1	1
681	в его лице	2	1
682	сводится к объективной	1	1
683	одном воображении а	1	1
684	как это может	1	1
685	сознания при котором	1	1
686	признак искусства назначение	1	1
687	а затем в	1	1
688	не удручает поскольку	1	1
689	и на реального	1	1
690	каждый человек в	1	1
691	воздействия на воспринимающее	1	1
692	текст данного шедевра	1	1
693	воображение в искусстве	1	1
694	может совершенствоваться но	1	1
695	не менее важным	2	1
696	в жизни человека	1	1
697	сознания доминировавшего в	2	1
698	целого располагающей к	1	1
699	в своей собственной	1	1
700	преимуществу исторической современности	1	1
701	эстетическое переживание воспринимающего	1	1
702	восприниматься как факультативный	1	1
703	адресат может по-своему	1	1
704	индивидуального художественного языка	1	1
705	направленной на чужое	1	1
706	на языке платона	1	1
707	материал текста субъект	1	1
708	несмотря на свою	1	1
709	состоянии отменить освоенного	1	1
710	столетия предполагает высокую	1	1
711	высокую эстетическую культуру	1	1
712	мыслится как созидающая	1	1
713	собой обретать внутреннюю	1	1
714	исчерпанности оснований и	1	1
715	состоит в осознании	1	1
716	представлений о месте	1	1
717	образы другого сознания	1	1
718	искусству вменяется собственно	1	1
719	правил по которым	1	1
720	находит свой тайный	1	1
721	приобретать любые в	1	1
722	новой реальностью фикции	1	1
723	реальное многообразие этих	1	1
724	описанию но в	1	1
725	может показаться исходя	1	1
726	как это ни	1	1
727	позволял ему ощутить	1	1
728	романтической субпарадигмы креативизма	1	1
729	или иначе с	1	1
730	способов духовного общения	1	1
731	могут заменять эксплицитные	1	1
732	могли быть устранены	1	1
733	также требуется проницательность	1	1
734	точки зрения читать	1	1
735	с мастерством его	1	1
736	в одной из	1	1
737	при этом значимость	1	1
738	после гегеля художественная	1	1
739	остается возможности заметить	1	1
740	что доминировало на	1	1
741	быть адресатом адекватным	1	1
742	преобразовании его в	1	1
743	важным чем искусство	2	1
744	это культурообразующие единения	1	1
745	деятельность мыслится отныне	1	1
746	единым со стороны	1	1
747	только лишь манифестацией	1	1
748	по собственному произволу	1	1
749	реализовать виртуальное содержание	1	1
750	собственно творческой стороны	1	1
751	персонажа только в	1	1
752	статус художественного произведения	1	1
753	собой однонаправленный и	1	1
754	уникальном художественном языке	1	1
755	но собственно познавательной	1	1
756	я во внешнем	1	1
757	создать то чему	1	1
758	способность создать то	1	1
759	в авторском сознании	1	1
760	чтобы такое событие	1	1
761	общей теории искусства	1	1
762	столько правильностью сколько	1	1
763	как пушкинская татьяна	1	1
764	но отошли в	1	1
765	как к настоящему	1	1
766	художественности впервые становится	1	1
767	данности текста оно	1	1
768	гения никем не	1	1
769	такое произведение бытует	1	1
770	и вполне присущую	1	1
771	осознается неэлиминируемым конститутивным	1	1
772	речевого материала и	1	1
773	и в частности	1	1
774	предполагает существенное изменение	1	1
775	романтизма является продолжением	1	1
776	она лишь оттесняет	1	1
777	в мире эпоха	1	1
778	сознание истинный предмет	1	1
779	при котором трагедии	1	1
780	эстетической революцией xviii	1	1
781	одним и тем	1	1
782	исторически обоснованной общей	1	1
783	ремесло состоит в	1	1
784	подобно развитию биологического	1	1
785	как историк современности	1	1
786	герой литературного произведения	1	1
787	однонаправленный и необратимый	1	1
788	произведение обретает статус	1	1
789	при всей хаотичности	1	1
790	деятельность по правилам	1	1
791	со специфически повышенной	1	1
792	иметь в виду	1	1
793	на воображаемого героя	1	1
794	пресуществить нашу действительную	1	1
795	писателем и читателем	2	1
796	художественный субъект мыслится	1	1
797	духовного общения людей	2	1
798	скачок творческой рефлексии	1	1
799	самого искусства реализатором	1	1
800	скачка в области	1	1
801	воображаемого героя ту	1	1
802	текста но и	1	1
803	лучше самого автора	1	1
804	которая в чужом	1	1
805	состоялось чтобы произведение	1	1
806	должен быть наделен	1	1
807	но в то	1	1
808	включая частные человеческие	1	1
809	отдельных достижениях когда	1	1
810	дезактуализирует то что	1	1
811	события автор герой	1	1
812	читателем в сотворение	1	1
813	отношение автор материал	1	1
814	из нового понимания	1	1
815	отношением художественности оказывается	1	1
816	отныне не сводится	1	1
817	этой причине в	1	1
818	в сравнении с	2	1
819	истины о жизни	1	1
820	в лучшем случае	1	1
821	предназначения искусства после	1	1
822	мастерством его создателя	1	1
823	сырого прозаического речевого	1	1
824	художника не столько	1	1
825	многообразие этих субпарадигм	1	1
826	рода действующая модель	1	1
827	документы дневники письма	1	1
828	искусство чтения становится	2	1
829	реалистический читатель есть	1	1
830	произведения оставался единым	1	1
831	правила при всей	1	1
832	приобретя достодолжную и	1	1
833	несмотря на реальное	1	1
834	в зависимости от	1	1
835	на территории собственного	1	1
836	тексте необходима еще	1	1
837	в этом образотворческом	1	1
838	для читателя предлогом	1	1
839	владения правилами художник	1	1
840	создателя исполнение жанрового	1	1
841	определяющим отношением художественной	1	1
842	в концепции авторства	1	1
843	немецкая классическая эстетика	1	1
844	впервые становится оригинальность	1	1
845	на второй план	1	1
846	деятельности впервые осознается	1	1
847	с собственным воображением	1	1
848	никем не может	1	1
849	о жизни на	1	1
850	частности прозаические формы	1	1
851	на смену мастерству	1	1
852	молчи скрывайся и	1	1
853	призвано творить не	1	1
854	в момент своего	1	1
855	когда адресат может	1	1
856	субъект мыслится как	1	1
857	мыслятся сверхиндивидуальными общечеловеческими	1	1
858	своего рода действующая	1	1
859	и художественного письма	1	1
860	искусства реализатором коммуникативного	1	1
861	деятельности вытекающее из	1	1
862	мастерства в концепции	1	1
863	искусства в жизни	1	1
864	не столько правильностью	1	1
865	скрипок озабоченный вычислением	1	1
866	своих народных рассказов	1	1
867	как развитой способности	1	1
868	в частности прозаические	1	1
869	основа не подвергаемого	1	1
870	усмотрения общечеловеческого в	1	1
871	художественности как эстетической	2	1
872	организовывал тексты своих	1	1
873	свою свободную волю	1	1
874	именовал веком героев	1	1
875	как уже отмечалось	1	1
876	креативизма на почве	1	1
877	как способность создать	1	1
878	бы позволял ему	1	1
879	реальность не на	1	1
880	по одним и	1	1
881	парадигмы художественности предполагает	1	1
882	никогда не бывает	1	1
883	деятельность носит внутренне	1	1
884	художественного впечатления бахтин	1	1
885	и сам своей	1	1
886	человек со специфически	1	1
887	из жизнеподобия реалистических	1	1
888	объект перемещается в	1	1
889	рассмотреть расслышать оценить	1	1
890	его классических образцов	1	1
891	языке платона и	1	1
892	о месте искусства	1	1
893	онегин и татьяна	1	1
894	явлениях самой жизни	1	1
895	нельзя научиться и	1	1
896	при условии его	1	1
897	в его организации	1	1
898	характеристике м.л гаспарова	1	1
899	внутренним высказыванием на	1	1
900	собственного сознания а	1	1
901	чувствительностью эта природная	1	1
902	сознание адресата в	1	1
903	однако и в	1	1
904	может концентрироваться в	1	1
905	человека и общества	1	1
906	тому как формирование	1	1
907	смелость разрушения стереотипов	1	1
908	предыдущей стадии и	1	1
909	самим собой обретать	1	1
910	эпоха классического реализма	1	1
911	действительности по преимуществу	1	1
912	средоточием художественной деятельности	1	1
913	концепции авторства на	1	1
914	и преобразовании его	1	1
915	к построению исторически	1	1
916	историческое состояние общественного	1	1
917	собственно эстетическая цель	1	1
918	и тем самым	2	1
919	жизни некоего гениального	1	1
920	а для постсимволиста	1	1
921	только в иной	1	1
922	ориентация на какой	1	1
923	и читателем конвенция	1	1
924	высказыванием на уникальном	1	1
925	работа с материалом	1	1
926	господства нормативного художественного	1	1
927	которая обретает при	1	1
928	сам своей индивидуальной	1	1
929	на роль высшего	1	1
930	заявляя свою свободную	1	1
931	ощутить рассмотреть расслышать	1	1
932	уже не просто	1	1
933	научному описанию но	1	1
934	связи с чем	2	1
935	приходит императив вкуса	1	1
936	картины индивидуальных исканий	1	1
937	речь идет о	3	1
938	поддается научному описанию	1	1
939	на какой бы	1	1
940	автору каждый человек	1	1
941	собой художественную культуру	1	1
942	яркая индивидуальность гения	1	1
943	реальностью образам одного	1	1
944	лишь в момент	1	1
