N	3gram	Tiupa_Hudo	DiskursI
774	далеко не всякий	1	1
775	в этих сознаниях	1	1
776	и потому что	1	1
777	приятия не удовлетворяясь	1	1
778	речевой акт притчевого	1	1
779	между ними здесь	1	1
780	ним определенные задания	1	1
781	и том же	1	1
782	жеста и как	1	1
783	события на поучающего	1	1
784	свой опыт жизни	1	1
785	типу актанту не	1	1
786	нормы ни в	1	1
787	на статус знания	1	1
788	акте выбора осуществляется	1	1
789	с содержанием анекдота	1	1
790	не для себя	1	1
791	может обладать собственным	1	1
792	анекдот но без	1	1
793	его поступки только	1	1
794	при этом остается	1	1
795	в своего рода	1	1
796	может быть редуцирован	1	1
797	даже сказать что	1	1
798	определяемое отсутствием ценностной	1	1
799	еще не есть	1	1
800	при всем своем	1	1
801	к чему не	1	1
802	не от своея	1	1
803	их свободного согласия	1	1
804	трагедии шекспира или	1	1
805	их внутреннюю обособленность	1	1
806	ни анекдот ни	1	1
807	общим знанием поэтому	1	1
808	жизнеописания чего анекдот	1	1
809	биографического слова не	1	1
810	определенные задания реализуют	1	1
811	видения мира романного	1	1
812	событие то есть	1	1
813	в акте выбора	1	1
814	обладать собственным смыслом	1	1
815	к интонации доверительной	1	1
816	запечатленного в притче	1	1
817	писал бахтин может	1	1
818	и читателей это	1	1
819	к общенародной хвале	1	1
820	скрытой полускрытой рассеянной	1	1
821	полноценная биография возможна	1	1
822	судьбы они едины	1	1
823	мира романного образа	1	1
824	отделен от своей	1	1
825	жизни как исполненной	1	1
826	в одноименной трагедии	1	1
827	как субъекты этического	1	1
828	ситуации произнесения сказания	1	1
829	является своего рода	2	1
830	кто говорит и	2	1
831	оно не предполагает	1	1
832	к собственной ситуации	1	1
833	просторную сферу исторического	1	1
834	различного жизненного опыта	1	1
835	в противоположность характеру	1	1
836	не ценностно дистанцированной	1	1
837	выбор лексики например	1	1
838	сказание в известном	1	1
839	сюжетообразующим при этом	1	1
840	стратегию эстетического по	1	1
841	достоверным но не	1	1
842	анекдота ни столь	1	1
843	заключается в том	1	1
844	не дает позвоночника	1	1
845	позицию по отношению	1	1
846	и неоспоримый круговорот	1	1
847	от своей судьбы	1	1
848	активизации воспринимающего сознания	1	1
849	иными границами между	1	1
850	повествователя о ней	1	1
851	нечто смешное но	1	1
852	бросает звук в	1	1
853	это своего рода	2	1
854	приятия и ученичества	1	1
855	в эстетический объект	2	1
856	отношение слушателя к	1	1
857	окажется неадекватным субъект	1	1
858	должен не у-влекать	1	1
859	становления и развития	1	1
860	существенно связаны с	1	1
861	к однозначности и	1	1
862	субъектом инициативного самообнаружения	1	1
863	за ним всегда	1	1
864	нудительной серьезности бахтин	1	1
865	наизнанку глупость неуместность	1	1
866	от содержания сколько	1	1
867	самому герою жизнеописания	1	1
868	в коммуникативной ситуации	1	1
869	чужому слову чего	1	1
870	являет собой лишь	1	1
871	установка не на	1	1
872	себя в другом	2	1
873	на второй план	1	1
874	грани между индивидуальными	1	1
875	форме определенной жанровой	1	1
876	художественного целого это	1	1
877	предносится целое нашего	1	1
878	сферу исторического бытия	1	1
879	собственно и составляющий	1	1
880	голоса зримого жеста	1	1
881	случае мы имеем	1	1
882	выхода его за	1	1
883	к реальному человеческому	1	1
884	своего рода механизмом	1	1
885	в новелле есть	1	1
886	эстетического объекта и	1	1
887	высказывания жанр в	1	1
888	том или ином	1	1
889	прошлого с позиций	1	1
890	параметрам сродни любому	1	1
891	герой жизнеописания может	1	1
892	ней установка не	1	1
893	жизнь глазами анекдота	1	1
894	его за пределы	1	1
895	коммуникативных стратегий в	1	1
896	ту или иную	2	1
897	к этим моментам	1	1
898	в себе и	1	1
899	в их отношении	1	1
900	раз-влекать их предлагая	1	1
901	посрамление словесное кощунство	1	1
902	не предполагает хоровой	1	1
903	предначертанность судьбы а	1	1
904	за которым обнаруживается	1	1
905	в имени тебе	2	1
906	автора с читателем	1	1
907	сродни любому иному	1	1
908	иллюзии живого голоса	1	1
909	глазами анекдота это	1	1
910	смыслополагания между которыми	1	1
911	для восприятия сказания	1	1
912	анекдоте подготовившем почву	1	1
913	между индивидуальными жизнями	1	1
914	субъект объект и	1	1
915	индивидуальной жизненной практике	1	1
916	языка внутренней речи	1	1
917	и реализатором самобытного	1	1
918	ни столь пассивным	1	1
919	убавить ни изменить	1	1
920	от воспринимающего сознания	1	1
921	звук в архитектуру	1	1
922	а также в	1	1
923	с самим собою	1	1
924	к одному из	1	1
925	призван обладать проективной	1	1
926	регулятивная отношение слушателя	1	1
927	требует анекдот но	1	1
928	в мире на	2	1
929	фактический слушатель читатель	1	1
930	не в состоянии	1	1
931	но в контексте	1	1
932	чего бы то	1	1
933	столько от содержания	1	1
934	ощущаться завершенная и	1	1
935	не является ни	1	1
936	язык представляет собой	1	1
937	поведение двух сыновей	1	1
938	гегель именовал веком	1	1
939	не верифицируемым знанием	1	1
940	и тем более	1	1
941	выражает внеличную сторону	1	1
942	жанровой схемы и	1	1
943	не принадлежит к	1	1
944	которым обнаруживается преодолеваемая	1	1
945	активность адресата при	1	1
946	комическая апофегма то	1	1
947	есть нарушение запрета	1	1
948	ослабляет и смягчает	1	1
949	коммуникативную стратегию эстетического	1	1
950	с его уникальным	1	1
951	или субъектом инициативного	1	1
952	в стихотворении пушкина	1	1
953	можно даже сказать	1	1
954	существованию вследствие которого	1	1
955	ни притча не	1	1
956	читателем к иллюзии	1	1
957	одноименной трагедии софокла	1	1
958	осуществляется или преступается	1	1
959	изменить ничего нельзя	1	1
960	жанра высказывания жанр	1	1
961	они едины судьба	1	1
962	это игра случая	1	1
963	иными соседствами именно	1	1
964	при этом не	1	1
965	опыт запечатлеваемый и	1	1
966	о ней установка	1	1
967	позиций классического реализма	1	1
